tick,type,frame_rate,hours,minutes,seconds,frames,sub_frames,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
58800,note_on,,,,,,,1,0,3,,,,,,,,2,,,,54,100
59031,note_off,,,,,,,231,0,3,,,,,,,,2,,,,38,100
59033,note_off,,,,,,,0,0,3,,,,,,,,2,,,,54,100
59033,note_off,,,,,,,2,0,3,,,,,,,,2,,,,59,100
59039,note_on,,,,,,,6,0,3,,,,,,,,2,,,,42,100
59280,note_on,,,,,,,241,0,3,,,,,,,,2,,,,50,100
59280,note_on,,,,,,,0,0,3,,,,,,,,2,,,,54,100
59513,note_off,,,,,,,233,0,3,,,,,,,,2,,,,54,100
59515,note_off,,,,,,,2,0,3,,,,,,,,2,,,,50,100
59521,note_on,,,,,,,6,0,3,,,,,,,,2,,,,57,100
59755,note_off,,,,,,,234,0,3,,,,,,,,2,,,,57,100
59760,note_on,,,,,,,5,0,3,,,,,,,,2,,,,62,100
59979,note_off,,,,,,,219,0,3,,,,,,,,2,,,,42,100
59994,note_off,,,,,,,15,0,3,,,,,,,,2,,,,62,100
60000,note_on,,,,,,,6,0,3,,,,,,,,2,,,,50,100
60239,note_on,,,,,,,239,0,3,,,,,,,,2,,,,54,100
60241,note_on,,,,,,,2,0,3,,,,,,,,2,,,,57,100
60469,note_off,,,,,,,228,0,3,,,,,,,,2,,,,50,100
60473,note_off,,,,,,,4,0,3,,,,,,,,2,,,,54,100
60475,note_off,,,,,,,2,0,3,,,,,,,,2,,,,57,100
60480,note_on,,,,,,,5,0,3,,,,,,,,2,,,,49,100
60720,note_on,,,,,,,0,0,3,,,,,,,,2,,,,57,100
60720,note_on,,,,,,,240,0,3,,,,,,,,2,,,,52,100
60950,note_off,,,,,,,230,0,3,,,,,,,,2,,,,49,100
60954,note_off,,,,,,,4,0,3,,,,,,,,2,,,,52,100
60954,note_off,,,,,,,0,0,3,,,,,,,,2,,,,57,100
60959,note_on,,,,,,,5,0,3,,,,,,,,2,,,,61,100
60960,note_on,,,,,,,1,0,3,,,,,,,,2,,,,45,100
61193,note_off,,,,,,,233,0,3,,,,,,,,2,,,,61,100
61200,note_on,,,,,,,7,0,3,,,,,,,,2,,,,64,100
61429,note_off,,,,,,,229,0,3,,,,,,,,2,,,,45,100
61433,note_off,,,,,,,4,0,3,,,,,,,,2,,,,64,100
61439,note_on,,,,,,,6,0,3,,,,,,,,2,,,,47,100
61679,note_on,,,,,,,240,0,3,,,,,,,,2,,,,62,100
61680,note_on,,,,,,,1,0,3,,,,,,,,2,,,,54,100
61909,note_off,,,,,,,229,0,3,,,,,,,,2,,,,47,100
61912,note_off,,,,,,,3,0,3,,,,,,,,2,,,,62,100
61914,note_off,,,,,,,2,0,3,,,,,,,,2,,,,54,100
61919,note_on,,,,,,,5,0,3,,,,,,,,2,,,,43,100
62160,note_on,,,,,,,241,0,3,,,,,,,,2,,,,47,100
62160,note_on,,,,,,,0,0,3,,,,,,,,2,,,,52,100
62389,note_off,,,,,,,229,0,3,,,,,,,,2,,,,43,100
62394,note_off,,,,,,,5,0,3,,,,,,,,2,,,,47,100
62395,note_off,,,,,,,1,0,3,,,,,,,,2,,,,52,100
62400,note_on,,,,,,,0,0,3,,,,,,,,2,,,,40,100
62400,note_on,,,,,,,5,0,3,,,,,,,,2,,,,55,100
62634,note_off,,,,,,,234,0,3,,,,,,,,2,,,,55,100
62639,note_on,,,,,,,5,0,3,,,,,,,,2,,,,59,100
62870,note_off,,,,,,,231,0,3,,,,,,,,2,,,,40,100
62873,note_off,,,,,,,3,0,3,,,,,,,,2,,,,59,100
62879,note_on,,,,,,,6,0,3,,,,,,,,2,,,,42,100
63120,note_on,,,,,,,241,0,3,,,,,,,,2,,,,49,100
63121,note_on,,,,,,,1,0,3,,,,,,,,2,,,,54,100
63121,note_on,,,,,,,0,0,3,,,,,,,,2,,,,58,100
63350,note_off,,,,,,,229,0,3,,,,,,,,2,,,,42,100
63354,note_off,,,,,,,4,0,3,,,,,,,,2,,,,49,100
63355,note_off,,,,,,,1,0,3,,,,,,,,2,,,,54,100
63355,note_off,,,,,,,0,0,3,,,,,,,,2,,,,58,100
63360,note_on,,,,,,,5,0,3,,,,,,,,2,,,,35,100
63360,note_on,,,,,,,4821,0,1,,,,,,,,0,,,,66,100
63520,note_on,,,,,,,5930,0,2,,,,,,,,1,,,,66,100
63676,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
63680,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
63829,note_off,,,,,,,469,0,1,,,,,,,,0,,,,66,100
63831,note_off,,,,,,,471,0,3,,,,,,,,2,,,,35,100
63837,note_off,,,,,,,157,0,2,,,,,,,,1,,,,71,100
63840,note_on,,,,,,,0,0,3,,,,,,,,2,,,,59,100
63840,note_on,,,,,,,9,0,3,,,,,,,,2,,,,50,100
63840,note_on,,,,,,,11,0,1,,,,,,,,0,,,,71,100
63840,note_on,,,,,,,3,0,2,,,,,,,,1,,,,78,100
63996,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
64000,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
64156,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
64160,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
64316,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
64320,note_on,,,,,,,4,0,2,,,,,,,,1,,,,78,100
64475,note_off,,,,,,,155,0,2,,,,,,,,1,,,,78,100
64480,note_on,,,,,,,5,0,2,,,,,,,,1,,,,66,100
64543,note_off,,,,,,,703,0,3,,,,,,,,2,,,,50,100
64544,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
64544,note_off,,,,,,,704,0,1,,,,,,,,0,,,,71,100
64560,note_on,,,,,,,16,0,3,,,,,,,,2,,,,50,100
64560,note_on,,,,,,,16,0,1,,,,,,,,0,,,,71,100
64560,note_on,,,,,,,0,0,3,,,,,,,,2,,,,59,100
64636,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
64640,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
64793,note_off,,,,,,,233,0,3,,,,,,,,2,,,,50,100
64794,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
64794,note_off,,,,,,,234,0,1,,,,,,,,0,,,,71,100
64795,note_off,,,,,,,155,0,2,,,,,,,,1,,,,71,100
64800,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
64800,note_on,,,,,,,6,0,1,,,,,,,,0,,,,73,100
64801,note_on,,,,,,,1,0,3,,,,,,,,2,,,,61,100
64960,note_on,,,,,,,165,0,2,,,,,,,,1,,,,66,100
65116,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
65120,note_on,,,,,,,4,0,2,,,,,,,,1,,,,73,100
65270,note_off,,,,,,,469,0,3,,,,,,,,2,,,,54,100
65271,note_off,,,,,,,1,0,3,,,,,,,,2,,,,61,100
65276,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
65279,note_on,,,,,,,3,0,2,,,,,,,,1,,,,78,100
65280,note_on,,,,,,,9,0,3,,,,,,,,2,,,,30,100
65280,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
65436,note_off,,,,,,,157,0,2,,,,,,,,1,,,,78,100
65439,note_on,,,,,,,3,0,2,,,,,,,,1,,,,66,100
65596,note_off,,,,,,,157,0,2,,,,,,,,1,,,,66,100
65600,note_on,,,,,,,4,0,2,,,,,,,,1,,,,73,100
65740,note_off,,,,,,,940,0,1,,,,,,,,0,,,,73,100
65756,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
65759,note_on,,,,,,,3,0,2,,,,,,,,1,,,,78,100
65914,note_off,,,,,,,155,0,2,,,,,,,,1,,,,78,100
65920,note_on,,,,,,,6,0,2,,,,,,,,1,,,,66,100
65984,note_off,,,,,,,0,0,3,,,,,,,,2,,,,30,100
65984,note_off,,,,,,,704,0,3,,,,,,,,2,,,,42,100
66000,note_on,,,,,,,16,0,3,,,,,,,,2,,,,30,100
66001,note_on,,,,,,,1,0,3,,,,,,,,2,,,,42,100
66075,note_off,,,,,,,155,0,2,,,,,,,,1,,,,66,100
66080,note_on,,,,,,,5,0,2,,,,,,,,1,,,,73,100
66233,note_off,,,,,,,232,0,3,,,,,,,,2,,,,30,100
66236,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
66236,note_off,,,,,,,3,0,3,,,,,,,,2,,,,42,100
66239,note_on,,,,,,,3,0,3,,,,,,,,2,,,,47,100
66240,note_on,,,,,,,500,0,1,,,,,,,,0,,,,66,100
66240,note_on,,,,,,,1,0,3,,,,,,,,2,,,,35,100
66400,note_on,,,,,,,164,0,2,,,,,,,,1,,,,66,100
66474,note_off,,,,,,,234,0,1,,,,,,,,0,,,,66,100
66480,note_on,,,,,,,6,0,1,,,,,,,,0,,,,71,100
66557,note_off,,,,,,,157,0,2,,,,,,,,1,,,,66,100
66560,note_on,,,,,,,3,0,2,,,,,,,,1,,,,71,100
66708,note_off,,,,,,,468,0,3,,,,,,,,2,,,,47,100
66711,note_off,,,,,,,3,0,3,,,,,,,,2,,,,35,100
66714,note_off,,,,,,,234,0,1,,,,,,,,0,,,,71,100
66716,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
66719,note_on,,,,,,,3,0,2,,,,,,,,1,,,,78,100
66720,note_on,,,,,,,6,0,1,,,,,,,,0,,,,73,100
66720,note_on,,,,,,,9,0,3,,,,,,,,2,,,,50,100
66720,note_on,,,,,,,0,0,3,,,,,,,,2,,,,59,100
66875,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
66880,note_on,,,,,,,5,0,2,,,,,,,,1,,,,66,100
66953,note_off,,,,,,,233,0,1,,,,,,,,0,,,,73,100
66960,note_on,,,,,,,7,0,1,,,,,,,,0,,,,74,100
67036,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
67040,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
67194,note_off,,,,,,,234,0,1,,,,,,,,0,,,,74,100
67196,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
67200,note_on,,,,,,,6,0,1,,,,,,,,0,,,,73,100
67200,note_on,,,,,,,4,0,2,,,,,,,,1,,,,78,100
67356,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
67360,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
67424,note_off,,,,,,,0,0,3,,,,,,,,2,,,,50,100
67424,note_off,,,,,,,704,0,3,,,,,,,,2,,,,59,100
67433,note_off,,,,,,,233,0,1,,,,,,,,0,,,,73,100
67440,note_on,,,,,,,16,0,3,,,,,,,,2,,,,50,100
67440,note_on,,,,,,,0,0,3,,,,,,,,2,,,,59,100
67440,note_on,,,,,,,7,0,1,,,,,,,,0,,,,71,100
67516,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
67521,note_on,,,,,,,5,0,2,,,,,,,,1,,,,71,100
67673,note_off,,,,,,,233,0,3,,,,,,,,2,,,,50,100
67673,note_off,,,,,,,233,0,1,,,,,,,,0,,,,71,100
67674,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
67678,note_off,,,,,,,157,0,2,,,,,,,,1,,,,71,100
67680,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
67680,note_on,,,,,,,7,0,1,,,,,,,,0,,,,73,100
67680,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
67840,note_on,,,,,,,162,0,2,,,,,,,,1,,,,66,100
67996,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
68000,note_on,,,,,,,4,0,2,,,,,,,,1,,,,73,100
68150,note_off,,,,,,,470,0,3,,,,,,,,2,,,,61,100
68151,note_off,,,,,,,1,0,3,,,,,,,,2,,,,54,100
68155,note_off,,,,,,,155,0,2,,,,,,,,1,,,,73,100
68160,note_on,,,,,,,5,0,2,,,,,,,,1,,,,78,100
68160,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
68160,note_on,,,,,,,9,0,3,,,,,,,,2,,,,30,100
68315,note_off,,,,,,,155,0,2,,,,,,,,1,,,,78,100
68320,note_on,,,,,,,5,0,2,,,,,,,,1,,,,66,100
68475,note_off,,,,,,,155,0,2,,,,,,,,1,,,,66,100
68481,note_on,,,,,,,6,0,2,,,,,,,,1,,,,73,100
68620,note_off,,,,,,,940,0,1,,,,,,,,0,,,,73,100
68638,note_off,,,,,,,157,0,2,,,,,,,,1,,,,73,100
68640,note_on,,,,,,,2,0,2,,,,,,,,1,,,,78,100
68797,note_off,,,,,,,157,0,2,,,,,,,,1,,,,78,100
68800,note_on,,,,,,,3,0,2,,,,,,,,1,,,,66,100
68863,note_off,,,,,,,703,0,3,,,,,,,,2,,,,42,100
68864,note_off,,,,,,,1,0,3,,,,,,,,2,,,,30,100
68880,note_on,,,,,,,16,0,3,,,,,,,,2,,,,42,100
68881,note_on,,,,,,,1,0,3,,,,,,,,2,,,,30,100
68956,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
68960,note_on,,,,,,,4,0,2,,,,,,,,1,,,,73,100
69113,note_off,,,,,,,232,0,3,,,,,,,,2,,,,42,100
69115,note_off,,,,,,,2,0,3,,,,,,,,2,,,,30,100
69115,note_off,,,,,,,155,0,2,,,,,,,,1,,,,73,100
69119,note_on,,,,,,,4,0,3,,,,,,,,2,,,,35,100
69120,note_on,,,,,,,1,0,3,,,,,,,,2,,,,47,100
69120,note_on,,,,,,,500,0,1,,,,,,,,0,,,,74,100
69120,note_on,,,,,,,5,0,2,,,,,,,,1,,,,78,100
69276,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
69279,note_on,,,,,,,3,0,2,,,,,,,,1,,,,66,100
69435,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
69441,note_on,,,,,,,6,0,2,,,,,,,,1,,,,74,100
69588,note_off,,,,,,,468,0,3,,,,,,,,2,,,,35,100
69590,note_off,,,,,,,2,0,3,,,,,,,,2,,,,47,100
69591,note_off,,,,,,,471,0,1,,,,,,,,0,,,,74,100
69598,note_off,,,,,,,157,0,2,,,,,,,,1,,,,74,100
69600,note_on,,,,,,,2,0,2,,,,,,,,1,,,,76,100
69600,note_on,,,,,,,9,0,1,,,,,,,,0,,,,73,100
69600,note_on,,,,,,,10,0,3,,,,,,,,2,,,,49,100
69601,note_on,,,,,,,1,0,3,,,,,,,,2,,,,37,100
69756,note_off,,,,,,,156,0,2,,,,,,,,1,,,,76,100
69760,note_on,,,,,,,4,0,2,,,,,,,,1,,,,64,100
69916,note_off,,,,,,,156,0,2,,,,,,,,1,,,,64,100
69919,note_on,,,,,,,3,0,2,,,,,,,,1,,,,73,100
70070,note_off,,,,,,,470,0,1,,,,,,,,0,,,,73,100
70071,note_off,,,,,,,470,0,3,,,,,,,,2,,,,49,100
70072,note_off,,,,,,,1,0,3,,,,,,,,2,,,,37,100
70075,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
70079,note_on,,,,,,,4,0,2,,,,,,,,1,,,,74,100
70080,note_on,,,,,,,0,0,3,,,,,,,,2,,,,50,100
70080,note_on,,,,,,,8,0,3,,,,,,,,2,,,,38,100
70081,note_on,,,,,,,11,0,1,,,,,,,,0,,,,71,100
70235,note_off,,,,,,,156,0,2,,,,,,,,1,,,,74,100
70240,note_on,,,,,,,5,0,2,,,,,,,,1,,,,62,100
70397,note_off,,,,,,,157,0,2,,,,,,,,1,,,,62,100
70401,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
70550,note_off,,,,,,,470,0,3,,,,,,,,2,,,,50,100
70550,note_off,,,,,,,0,0,3,,,,,,,,2,,,,38,100
70551,note_off,,,,,,,470,0,1,,,,,,,,0,,,,71,100
70557,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
70560,note_on,,,,,,,9,0,1,,,,,,,,0,,,,69,100
70560,note_on,,,,,,,3,0,2,,,,,,,,1,,,,73,100
70560,note_on,,,,,,,10,0,3,,,,,,,,2,,,,40,100
70560,note_on,,,,,,,0,0,3,,,,,,,,2,,,,52,100
70716,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
70720,note_on,,,,,,,4,0,2,,,,,,,,1,,,,61,100
70876,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
70880,note_on,,,,,,,4,0,2,,,,,,,,1,,,,69,100
71030,note_off,,,,,,,0,0,3,,,,,,,,2,,,,40,100
71030,note_off,,,,,,,470,0,3,,,,,,,,2,,,,52,100
71036,note_off,,,,,,,156,0,2,,,,,,,,1,,,,69,100
71040,note_on,,,,,,,4,0,2,,,,,,,,1,,,,73,100
71040,note_on,,,,,,,10,0,3,,,,,,,,2,,,,33,100
71040,note_on,,,,,,,0,0,3,,,,,,,,2,,,,45,100
71197,note_off,,,,,,,157,0,2,,,,,,,,1,,,,73,100
71200,note_on,,,,,,,3,0,2,,,,,,,,1,,,,61,100
71357,note_off,,,,,,,157,0,2,,,,,,,,1,,,,61,100
71360,note_on,,,,,,,3,0,2,,,,,,,,1,,,,64,100
71500,note_off,,,,,,,940,0,1,,,,,,,,0,,,,69,100
71510,note_off,,,,,,,0,0,3,,,,,,,,2,,,,33,100
71510,note_off,,,,,,,470,0,3,,,,,,,,2,,,,45,100
71517,note_off,,,,,,,157,0,2,,,,,,,,1,,,,64,100
71520,note_on,,,,,,,20,0,1,,,,,,,,0,,,,67,100
71520,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
71520,note_on,,,,,,,10,0,3,,,,,,,,2,,,,35,100
71520,note_on,,,,,,,3,0,2,,,,,,,,1,,,,71,100
71676,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
71680,note_on,,,,,,,4,0,2,,,,,,,,1,,,,59,100
71836,note_off,,,,,,,156,0,2,,,,,,,,1,,,,59,100
71840,note_on,,,,,,,4,0,2,,,,,,,,1,,,,62,100
71990,note_off,,,,,,,470,0,1,,,,,,,,0,,,,67,100
71990,note_off,,,,,,,470,0,3,,,,,,,,2,,,,47,100
71990,note_off,,,,,,,0,0,3,,,,,,,,2,,,,35,100
71995,note_off,,,,,,,155,0,2,,,,,,,,1,,,,62,100
71999,note_on,,,,,,,9,0,3,,,,,,,,2,,,,37,100
71999,note_on,,,,,,,9,0,1,,,,,,,,0,,,,66,100
72000,note_on,,,,,,,5,0,2,,,,,,,,1,,,,69,100
72000,note_on,,,,,,,1,0,3,,,,,,,,2,,,,49,100
72156,note_off,,,,,,,156,0,2,,,,,,,,1,,,,69,100
72160,note_on,,,,,,,4,0,2,,,,,,,,1,,,,57,100
72316,note_off,,,,,,,156,0,2,,,,,,,,1,,,,57,100
72320,note_on,,,,,,,4,0,2,,,,,,,,1,,,,61,100
72351,note_off,,,,,,,352,0,1,,,,,,,,0,,,,66,100
72360,note_on,,,,,,,9,0,1,,,,,,,,0,,,,68,100
72476,note_off,,,,,,,116,0,1,,,,,,,,0,,,,68,100
72476,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
72480,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
72480,note_on,,,,,,,4,0,1,,,,,,,,0,,,,69,100
72636,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
72639,note_on,,,,,,,3,0,2,,,,,,,,1,,,,57,100
72795,note_off,,,,,,,156,0,2,,,,,,,,1,,,,57,100
72800,note_on,,,,,,,5,0,2,,,,,,,,1,,,,61,100
72939,note_off,,,,,,,939,0,3,,,,,,,,2,,,,37,100
72941,note_off,,,,,,,2,0,3,,,,,,,,2,,,,49,100
72950,note_off,,,,,,,470,0,1,,,,,,,,0,,,,69,100
72956,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
72959,note_on,,,,,,,3,0,2,,,,,,,,1,,,,68,100
72960,note_on,,,,,,,0,0,3,,,,,,,,2,,,,37,100
72960,note_on,,,,,,,19,0,3,,,,,,,,2,,,,25,100
72960,note_on,,,,,,,10,0,1,,,,,,,,0,,,,65,100
73115,note_off,,,,,,,156,0,2,,,,,,,,1,,,,68,100
73119,note_on,,,,,,,4,0,2,,,,,,,,1,,,,59,100
73274,note_off,,,,,,,155,0,2,,,,,,,,1,,,,59,100
73280,note_on,,,,,,,6,0,2,,,,,,,,1,,,,61,100
73429,note_off,,,,,,,469,0,3,,,,,,,,2,,,,37,100
73430,note_off,,,,,,,1,0,3,,,,,,,,2,,,,25,100
73431,note_off,,,,,,,471,0,1,,,,,,,,0,,,,65,100
73437,note_off,,,,,,,157,0,2,,,,,,,,1,,,,61,100
73440,note_on,,,,,,,3,0,2,,,,,,,,1,,,,66,100
73440,note_on,,,,,,,9,0,1,,,,,,,,0,,,,66,100
73440,note_on,,,,,,,10,0,3,,,,,,,,2,,,,30,100
73441,note_on,,,,,,,1,0,3,,,,,,,,2,,,,42,100
73595,note_off,,,,,,,155,0,2,,,,,,,,1,,,,66,100
73600,note_on,,,,,,,5,0,2,,,,,,,,1,,,,54,100
73756,note_off,,,,,,,156,0,2,,,,,,,,1,,,,54,100
73760,note_on,,,,,,,4,0,2,,,,,,,,1,,,,61,100
73917,note_off,,,,,,,157,0,2,,,,,,,,1,,,,61,100
73920,note_on,,,,,,,3,0,2,,,,,,,,1,,,,73,100
74076,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
74080,note_on,,,,,,,4,0,2,,,,,,,,1,,,,61,100
74236,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
74240,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
74379,note_off,,,,,,,939,0,1,,,,,,,,0,,,,66,100
74380,note_off,,,,,,,939,0,3,,,,,,,,2,,,,30,100
74381,note_off,,,,,,,1,0,3,,,,,,,,2,,,,42,100
74396,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
74400,note_on,,,,,,,4,0,2,,,,,,,,1,,,,78,100
74556,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
74560,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
74716,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
74720,note_on,,,,,,,4,0,2,,,,,,,,1,,,,73,100
74876,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
74879,note_on,,,,,,,498,0,3,,,,,,,,2,,,,35,100
74880,note_on,,,,,,,4,0,2,,,,,,,,1,,,,78,100
74880,note_on,,,,,,,1,0,3,,,,,,,,2,,,,47,100
74881,note_on,,,,,,,502,0,1,,,,,,,,0,,,,66,100
75036,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
75040,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
75197,note_off,,,,,,,157,0,2,,,,,,,,1,,,,66,100
75200,note_on,,,,,,,3,0,2,,,,,,,,1,,,,71,100
75349,note_off,,,,,,,469,0,3,,,,,,,,2,,,,35,100
75350,note_off,,,,,,,1,0,3,,,,,,,,2,,,,47,100
75350,note_off,,,,,,,469,0,1,,,,,,,,0,,,,66,100
75356,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
75360,note_on,,,,,,,4,0,2,,,,,,,,1,,,,78,100
75360,note_on,,,,,,,10,0,1,,,,,,,,0,,,,71,100
75360,note_on,,,,,,,0,0,3,,,,,,,,2,,,,59,100
75360,note_on,,,,,,,10,0,3,,,,,,,,2,,,,50,100
75516,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
75520,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
75676,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
75680,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
75835,note_off,,,,,,,155,0,2,,,,,,,,1,,,,71,100
75840,note_on,,,,,,,5,0,2,,,,,,,,1,,,,78,100
75996,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
76000,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
76064,note_off,,,,,,,0,0,3,,,,,,,,2,,,,50,100
76064,note_off,,,,,,,704,0,3,,,,,,,,2,,,,59,100
76064,note_off,,,,,,,704,0,1,,,,,,,,0,,,,71,100
76080,note_on,,,,,,,16,0,3,,,,,,,,2,,,,50,100
76080,note_on,,,,,,,16,0,1,,,,,,,,0,,,,71,100
76081,note_on,,,,,,,1,0,3,,,,,,,,2,,,,59,100
76156,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
76159,note_on,,,,,,,3,0,2,,,,,,,,1,,,,71,100
76313,note_off,,,,,,,232,0,3,,,,,,,,2,,,,50,100
76314,note_off,,,,,,,234,0,1,,,,,,,,0,,,,71,100
76315,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
76315,note_off,,,,,,,2,0,3,,,,,,,,2,,,,59,100
76319,note_on,,,,,,,4,0,2,,,,,,,,1,,,,78,100
76320,note_on,,,,,,,5,0,3,,,,,,,,2,,,,54,100
76320,note_on,,,,,,,6,0,1,,,,,,,,0,,,,73,100
76321,note_on,,,,,,,1,0,3,,,,,,,,2,,,,61,100
76475,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
76480,note_on,,,,,,,5,0,2,,,,,,,,1,,,,66,100
76636,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
76640,note_on,,,,,,,4,0,2,,,,,,,,1,,,,73,100
76791,note_off,,,,,,,470,0,3,,,,,,,,2,,,,61,100
76791,note_off,,,,,,,0,0,3,,,,,,,,2,,,,54,100
76796,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
76800,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
76800,note_on,,,,,,,9,0,3,,,,,,,,2,,,,30,100
76800,note_on,,,,,,,4,0,2,,,,,,,,1,,,,78,100
76956,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
76960,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
77116,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
77121,note_on,,,,,,,5,0,2,,,,,,,,1,,,,73,100
77261,note_off,,,,,,,941,0,1,,,,,,,,0,,,,73,100
77276,note_off,,,,,,,155,0,2,,,,,,,,1,,,,73,100
77280,note_on,,,,,,,4,0,2,,,,,,,,1,,,,78,100
77280,note_on,,,,,,,19,0,1,,,,,,,,0,,,,66,100
77436,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
77441,note_on,,,,,,,5,0,2,,,,,,,,1,,,,66,100
77504,note_off,,,,,,,704,0,3,,,,,,,,2,,,,42,100
77504,note_off,,,,,,,0,0,3,,,,,,,,2,,,,30,100
77514,note_off,,,,,,,234,0,1,,,,,,,,0,,,,66,100
77519,note_on,,,,,,,5,0,1,,,,,,,,0,,,,66,100
77520,note_on,,,,,,,16,0,3,,,,,,,,2,,,,30,100
77520,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
77596,note_off,,,,,,,155,0,2,,,,,,,,1,,,,66,100
77599,note_on,,,,,,,3,0,2,,,,,,,,1,,,,73,100
77753,note_off,,,,,,,233,0,3,,,,,,,,2,,,,30,100
77753,note_off,,,,,,,234,0,1,,,,,,,,0,,,,66,100
77754,note_off,,,,,,,1,0,3,,,,,,,,2,,,,42,100
77755,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
77760,note_on,,,,,,,7,0,1,,,,,,,,0,,,,66,100
77760,note_on,,,,,,,6,0,3,,,,,,,,2,,,,35,100
77760,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
77761,note_on,,,,,,,6,0,2,,,,,,,,1,,,,78,100
77917,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
77920,note_on,,,,,,,3,0,2,,,,,,,,1,,,,66,100
77994,note_off,,,,,,,234,0,1,,,,,,,,0,,,,66,100
