tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,key,note,velocity
25920,note_on,0,0,1,,,,,,,,0,,,59,100
26224,note_on,304,0,1,,,,,,,,0,,,59,0
26224,note_on,0,0,1,,,,,,,,0,,,56,0
26239,note_on,0,0,1,,,,,,,,0,,,59,100
26239,note_on,15,0,1,,,,,,,,0,,,56,100
26376,note_on,137,0,1,,,,,,,,0,,,40,0
26400,note_on,24,0,1,,,,,,,,0,,,47,100
26543,note_on,143,0,1,,,,,,,,0,,,59,0
26543,note_on,0,0,1,,,,,,,,0,,,56,0
26559,note_on,16,0,1,,,,,,,,0,,,56,100
26559,note_on,0,0,1,,,,,,,,0,,,59,100
26856,note_on,297,0,1,,,,,,,,0,,,47,0
26863,note_on,7,0,1,,,,,,,,0,,,59,0
26863,note_on,0,0,1,,,,,,,,0,,,56,0
26880,note_on,0,0,1,,,,,,,,0,,,56,100
26880,note_on,0,0,1,,,,,,,,0,,,59,100
26880,note_on,17,0,1,,,,,,,,0,,,39,100
27184,note_on,304,0,1,,,,,,,,0,,,59,0
27184,note_on,0,0,1,,,,,,,,0,,,56,0
27199,note_on,0,0,1,,,,,,,,0,,,59,100
27199,note_on,15,0,1,,,,,,,,0,,,56,100
27503,note_on,304,0,1,,,,,,,,0,,,59,0
27503,note_on,0,0,1,,,,,,,,0,,,56,0
27519,note_on,16,0,1,,,,,,,,0,,,56,100
27519,note_on,0,0,1,,,,,,,,0,,,59,100
27816,note_on,297,0,1,,,,,,,,0,,,39,0
27823,note_on,0,0,1,,,,,,,,0,,,56,0
27823,note_on,7,0,1,,,,,,,,0,,,59,0
27840,note_on,0,0,1,,,,,,,,0,,,59,100
27840,note_on,0,0,1,,,,,,,,0,,,56,100
27840,note_on,17,0,1,,,,,,,,0,,,47,100
28144,note_on,304,0,1,,,,,,,,0,,,59,0
28144,note_on,0,0,1,,,,,,,,0,,,56,0
28159,note_on,15,0,1,,,,,,,,0,,,56,100
28159,note_on,0,0,1,,,,,,,,0,,,59,100
28296,note_on,137,0,1,,,,,,,,0,,,47,0
28320,note_on,24,0,1,,,,,,,,0,,,39,100
28320,note_on,4824,0,2,,,,,,,,1,,,68,100
28463,note_on,0,0,1,,,,,,,,0,,,56,0
28463,note_on,143,0,1,,,,,,,,0,,,59,0
28479,note_on,16,0,1,,,,,,,,0,,,56,100
28479,note_on,0,0,1,,,,,,,,0,,,59,100
28776,note_on,297,0,1,,,,,,,,0,,,39,0
28776,note_on,456,0,2,,,,,,,,1,,,68,0
28783,note_on,7,0,1,,,,,,,,0,,,59,0
28783,note_on,0,0,1,,,,,,,,0,,,56,0
28800,note_on,24,0,2,,,,,,,,1,,,68,100
28800,note_on,17,0,1,,,,,,,,0,,,47,100
28800,note_on,0,0,1,,,,,,,,0,,,56,100
28800,note_on,0,0,1,,,,,,,,0,,,59,100
29104,note_on,304,0,1,,,,,,,,0,,,59,0
29104,note_on,0,0,1,,,,,,,,0,,,56,0
29119,note_on,15,0,1,,,,,,,,0,,,56,100
29119,note_on,0,0,1,,,,,,,,0,,,59,100
29423,note_on,304,0,1,,,,,,,,0,,,59,0
29423,note_on,0,0,1,,,,,,,,0,,,56,0
29439,note_on,16,0,1,,,,,,,,0,,,56,100
29439,note_on,0,0,1,,,,,,,,0,,,59,100
29736,note_on,297,0,1,,,,,,,,0,,,47,0
29743,note_on,7,0,1,,,,,,,,0,,,59,0
29743,note_on,0,0,1,,,,,,,,0,,,56,0
29760,note_on,17,0,1,,,,,,,,0,,,38,100
29760,note_on,0,0,1,,,,,,,,0,,,56,100
29760,note_on,0,0,1,,,,,,,,0,,,59,100
30064,note_on,304,0,1,,,,,,,,0,,,59,0
30064,note_on,0,0,1,,,,,,,,0,,,56,0
30079,note_on,15,0,1,,,,,,,,0,,,56,100
30079,note_on,0,0,1,,,,,,,,0,,,59,100
30193,control_change,114,0,1,,,,,,7,76,0,,,,
30193,control_change,1393,0,2,,,,,,7,91,1,,,,
30216,note_on,23,0,2,,,,,,,,1,,,68,0
30216,note_on,23,0,1,,,,,,,,0,,,38,0
30240,note_on,24,0,2,,,,,,,,1,,,70,100
30240,note_on,24,0,1,,,,,,,,0,,,50,100
30304,control_change,64,0,2,,,,,,7,92,1,,,,
30341,control_change,101,0,1,,,,,,7,77,0,,,,
30383,note_on,0,0,1,,,,,,,,0,,,56,0
30383,note_on,42,0,1,,,,,,,,0,,,59,0
30399,note_on,16,0,1,,,,,,,,0,,,56,100
30399,note_on,0,0,1,,,,,,,,0,,,59,100
30414,control_change,110,0,2,,,,,,7,93,1,,,,
30488,control_change,89,0,1,,,,,,7,78,0,,,,
30525,control_change,111,0,2,,,,,,7,94,1,,,,
30635,control_change,147,0,1,,,,,,7,79,0,,,,
30635,control_change,110,0,2,,,,,,7,95,1,,,,
30696,note_on,61,0,2,,,,,,,,1,,,70,0
30696,note_on,61,0,1,,,,,,,,0,,,50,0
30703,note_on,7,0,1,,,,,,,,0,,,59,0
30703,note_on,0,0,1,,,,,,,,0,,,56,0
30720,note_on,17,0,1,,,,,,,,0,,,51,100
30720,note_on,24,0,2,,,,,,,,1,,,72,100
30720,note_on,0,0,1,,,,,,,,0,,,60,100
30720,note_on,0,0,1,,,,,,,,0,,,63,100
30720,note_on,0,0,1,,,,,,,,0,,,56,100
30782,control_change,62,0,2,,,,,,7,96,1,,,,
30782,control_change,62,0,1,,,,,,7,80,0,,,,
30893,control_change,111,0,2,,,,,,7,97,1,,,,
30929,control_change,147,0,1,,,,,,7,81,0,,,,
31003,control_change,110,0,2,,,,,,7,98,1,,,,
31024,note_on,0,0,1,,,,,,,,0,,,56,0
31024,note_on,95,0,1,,,,,,,,0,,,60,0
31024,note_on,0,0,1,,,,,,,,0,,,63,0
31039,note_on,0,0,1,,,,,,,,0,,,60,100
31039,note_on,15,0,1,,,,,,,,0,,,56,100
31039,note_on,0,0,1,,,,,,,,0,,,63,100
31040,control_change,1,0,1,,,,,,7,82,0,,,,
31114,control_change,111,0,2,,,,,,7,99,1,,,,
31187,control_change,147,0,1,,,,,,7,83,0,,,,
31224,control_change,110,0,2,,,,,,7,100,1,,,,
31334,control_change,110,0,2,,,,,,7,101,1,,,,
31334,control_change,147,0,1,,,,,,7,84,0,,,,
31343,note_on,9,0,1,,,,,,,,0,,,60,0
31343,note_on,0,0,1,,,,,,,,0,,,63,0
31343,note_on,0,0,1,,,,,,,,0,,,56,0
31359,note_on,16,0,1,,,,,,,,0,,,56,100
31359,note_on,0,0,1,,,,,,,,0,,,63,100
31359,note_on,0,0,1,,,,,,,,0,,,60,100
31445,control_change,111,0,2,,,,,,7,102,1,,,,
31481,control_change,122,0,1,,,,,,7,85,0,,,,
31555,control_change,110,0,2,,,,,,7,103,1,,,,
31629,control_change,148,0,1,,,,,,7,86,0,,,,
31656,note_on,27,0,1,,,,,,,,0,,,51,0
31663,note_on,0,0,1,,,,,,,,0,,,63,0
31663,note_on,0,0,1,,,,,,,,0,,,56,0
31663,note_on,7,0,1,,,,,,,,0,,,60,0
31666,control_change,111,0,2,,,,,,7,104,1,,,,
31680,note_on,17,0,1,,,,,,,,0,,,51,100
31680,note_on,0,0,1,,,,,,,,0,,,56,100
31680,note_on,0,0,1,,,,,,,,0,,,60,100
31680,note_on,0,0,1,,,,,,,,0,,,63,100
31776,control_change,96,0,1,,,,,,7,87,0,,,,
31812,control_change,146,0,2,,,,,,7,105,1,,,,
31886,control_change,110,0,1,,,,,,7,88,0,,,,
31923,control_change,111,0,2,,,,,,7,106,1,,,,
31984,note_on,0,0,1,,,,,,,,0,,,56,0
31984,note_on,0,0,1,,,,,,,,0,,,63,0
31984,note_on,98,0,1,,,,,,,,0,,,60,0
31999,note_on,0,0,1,,,,,,,,0,,,60,100
31999,note_on,0,0,1,,,,,,,,0,,,63,100
31999,note_on,15,0,1,,,,,,,,0,,,56,100
32033,control_change,34,0,1,,,,,,7,89,0,,,,
32033,control_change,110,0,2,,,,,,7,107,1,,,,
32136,note_on,103,0,1,,,,,,,,0,,,51,0
32136,note_on,103,0,2,,,,,,,,1,,,72,0
32144,control_change,8,0,2,,,,,,7,108,1,,,,
32160,note_on,24,0,1,,,,,,,,0,,,39,100
32160,note_on,16,0,2,,,,,,,,1,,,73,100
32181,control_change,21,0,1,,,,,,7,90,0,,,,
32254,control_change,94,0,2,,,,,,7,109,1,,,,
32303,note_on,0,0,1,,,,,,,,0,,,56,0
32303,note_on,122,0,1,,,,,,,,0,,,60,0
32303,note_on,0,0,1,,,,,,,,0,,,63,0
32319,note_on,16,0,1,,,,,,,,0,,,56,100
32319,note_on,0,0,1,,,,,,,,0,,,63,100
32319,note_on,0,0,1,,,,,,,,0,,,60,100
32328,control_change,9,0,1,,,,,,7,91,0,,,,
32364,control_change,110,0,2,,,,,,7,110,1,,,,
32475,control_change,111,0,2,,,,,,7,111,1,,,,
32475,control_change,147,0,1,,,,,,7,92,0,,,,
32616,note_on,141,0,2,,,,,,,,1,,,73,0
32616,note_on,141,0,1,,,,,,,,0,,,39,0
32623,note_on,0,0,1,,,,,,,,0,,,63,0
32623,note_on,7,0,1,,,,,,,,0,,,60,0
32623,note_on,0,0,1,,,,,,,,0,,,56,0
32640,note_on,17,0,1,,,,,,,,0,,,51,100
32640,note_on,0,0,1,,,,,,,,0,,,55,100
32640,note_on,24,0,2,,,,,,,,1,,,77,100
32640,note_on,0,0,1,,,,,,,,0,,,63,100
32640,note_on,0,0,1,,,,,,,,0,,,61,100
32944,note_on,0,0,1,,,,,,,,0,,,55,0
32944,note_on,304,0,1,,,,,,,,0,,,61,0
32944,note_on,0,0,1,,,,,,,,0,,,63,0
32959,note_on,0,0,1,,,,,,,,0,,,63,100
32959,note_on,0,0,1,,,,,,,,0,,,61,100
32959,note_on,15,0,1,,,,,,,,0,,,55,100
33096,note_on,456,0,2,,,,,,,,1,,,77,0
33120,note_on,24,0,2,,,,,,,,1,,,75,100
33193,control_change,73,0,2,,,,,,7,110,1,,,,
33230,control_change,271,0,1,,,,,,7,91,0,,,,
33263,note_on,33,0,1,,,,,,,,0,,,61,0
33263,note_on,0,0,1,,,,,,,,0,,,63,0
33263,note_on,0,0,1,,,,,,,,0,,,55,0
33279,note_on,0,0,1,,,,,,,,0,,,63,100
33279,note_on,16,0,1,,,,,,,,0,,,55,100
33279,note_on,0,0,1,,,,,,,,0,,,61,100
33341,control_change,148,0,2,,,,,,7,109,1,,,,
33377,control_change,98,0,1,,,,,,7,90,0,,,,
33451,control_change,110,0,2,,,,,,7,108,1,,,,
33525,control_change,148,0,1,,,,,,7,89,0,,,,
33562,control_change,111,0,2,,,,,,7,107,1,,,,
33576,note_on,51,0,1,,,,,,,,0,,,51,0
33576,note_on,14,0,2,,,,,,,,1,,,75,0
33583,note_on,7,0,1,,,,,,,,0,,,61,0
33583,note_on,0,0,1,,,,,,,,0,,,55,0
33583,note_on,0,0,1,,,,,,,,0,,,63,0
33600,note_on,24,0,2,,,,,,,,1,,,73,100
33600,note_on,0,0,1,,,,,,,,0,,,61,100
33600,note_on,0,0,1,,,,,,,,0,,,63,100
33600,note_on,0,0,1,,,,,,,,0,,,55,100
33600,note_on,17,0,1,,,,,,,,0,,,39,100
33672,control_change,72,0,1,,,,,,7,88,0,,,,
33708,control_change,108,0,2,,,,,,7,106,1,,,,
33819,control_change,111,0,2,,,,,,7,105,1,,,,
33819,control_change,147,0,1,,,,,,7,87,0,,,,
33904,note_on,0,0,1,,,,,,,,0,,,55,0
33904,note_on,0,0,1,,,,,,,,0,,,63,0
33904,note_on,85,0,1,,,,,,,,0,,,61,0
33919,note_on,0,0,1,,,,,,,,0,,,61,100
33919,note_on,15,0,1,,,,,,,,0,,,55,100
33919,note_on,0,0,1,,,,,,,,0,,,63,100
33966,control_change,147,0,2,,,,,,7,104,1,,,,
34003,control_change,84,0,1,,,,,,7,86,0,,,,
34056,note_on,90,0,2,,,,,,,,1,,,73,0
34056,note_on,53,0,1,,,,,,,,0,,,39,0
34077,control_change,21,0,2,,,,,,7,103,1,,,,
34080,note_on,3,0,2,,,,,,,,1,,,70,100
34080,note_on,24,0,1,,,,,,,,0,,,51,100
34150,control_change,70,0,1,,,,,,7,85,0,,,,
34223,note_on,0,0,1,,,,,,,,0,,,63,0
34223,note_on,0,0,1,,,,,,,,0,,,55,0
34223,note_on,73,0,1,,,,,,,,0,,,61,0
34224,control_change,144,0,2,,,,,,7,102,1,,,,
34239,note_on,0,0,1,,,,,,,,0,,,61,100
34239,note_on,0,0,1,,,,,,,,0,,,63,100
34239,note_on,16,0,1,,,,,,,,0,,,55,100
34297,control_change,58,0,1,,,,,,7,84,0,,,,
34334,control_change,110,0,2,,,,,,7,101,1,,,,
34445,control_change,111,0,2,,,,,,7,100,1,,,,
34445,control_change,148,0,1,,,,,,7,83,0,,,,
34536,note_on,91,0,2,,,,,,,,1,,,70,0
34536,note_on,91,0,1,,,,,,,,0,,,51,0
34543,note_on,7,0,1,,,,,,,,0,,,61,0
34543,note_on,0,0,1,,,,,,,,0,,,63,0
34543,note_on,0,0,1,,,,,,,,0,,,55,0
34560,note_on,24,0,2,,,,,,,,1,,,70,100
34560,note_on,17,0,1,,,,,,,,0,,,44,100
34560,note_on,0,0,1,,,,,,,,0,,,67,100
34560,note_on,0,0,1,,,,,,,,0,,,61,100
34592,control_change,32,0,2,,,,,,7,99,1,,,,
34629,control_change,69,0,1,,,,,,7,82,0,,,,
34702,control_change,110,0,2,,,,,,7,98,1,,,,
34776,control_change,147,0,1,,,,,,7,81,0,,,,
34849,control_change,147,0,2,,,,,,7,97,1,,,,
34864,note_on,88,0,1,,,,,,,,0,,,61,0
34864,note_on,0,0,1,,,,,,,,0,,,67,0
34879,note_on,15,0,1,,,,,,,,0,,,67,100
34879,note_on,0,0,1,,,,,,,,0,,,61,100
34923,control_change,44,0,1,,,,,,7,80,0,,,,
34960,control_change,111,0,2,,,,,,7,96,1,,,,
35070,control_change,110,0,2,,,,,,7,95,1,,,,
35070,control_change,147,0,1,,,,,,7,79,0,,,,
35183,note_on,113,0,1,,,,,,,,0,,,61,0
35183,note_on,0,0,1,,,,,,,,0,,,67,0
35199,note_on,16,0,1,,,,,,,,0,,,67,100
35199,note_on,0,0,1,,,,,,,,0,,,61,100
35218,control_change,148,0,2,,,,,,7,94,1,,,,
35218,control_change,19,0,1,,,,,,7,78,0,,,,
35328,control_change,110,0,2,,,,,,7,93,1,,,,
35401,control_change,183,0,1,,,,,,7,77,0,,,,
35475,control_change,147,0,2,,,,,,7,92,1,,,,
35496,note_on,95,0,1,,,,,,,,0,,,44,0
35503,note_on,7,0,1,,,,,,,,0,,,61,0
35503,note_on,0,0,1,,,,,,,,0,,,67,0
35520,note_on,17,0,1,,,,,,,,0,,,51,100
35520,note_on,0,0,1,,,,,,,,0,,,67,100
35520,note_on,0,0,1,,,,,,,,0,,,61,100
35549,control_change,29,0,1,,,,,,7,76,0,,,,
35585,control_change,110,0,2,,,,,,7,91,1,,,,
35696,control_change,147,0,1,,,,,,7,75,0,,,,
35733,control_change,148,0,2,,,,,,7,90,1,,,,
35824,note_on,0,0,1,,,,,,,,0,,,67,0
35824,note_on,128,0,1,,,,,,,,0,,,61,0
35839,note_on,15,0,1,,,,,,,,0,,,67,100
35839,note_on,0,0,1,,,,,,,,0,,,61,100
35976,note_on,137,0,1,,,,,,,,0,,,51,0
35976,note_on,243,0,2,,,,,,,,1,,,70,0
36000,note_on,24,0,2,,,,,,,,1,,,72,100
36000,note_on,24,0,1,,,,,,,,0,,,44,100
36143,note_on,0,0,1,,,,,,,,0,,,67,0
36143,note_on,143,0,1,,,,,,,,0,,,61,0
36159,note_on,16,0,1,,,,,,,,0,,,67,100
36159,note_on,0,0,1,,,,,,,,0,,,61,100
36456,note_on,297,0,1,,,,,,,,0,,,44,0
36456,note_on,456,0,2,,,,,,,,1,,,72,0
36463,note_on,7,0,1,,,,,,,,0,,,61,0
36463,note_on,0,0,1,,,,,,,,0,,,67,0
36480,note_on,24,0,2,,,,,,,,1,,,68,100
36480,note_on,0,0,1,,,,,,,,0,,,68,100
36480,note_on,0,0,1,,,,,,,,0,,,60,100
36480,note_on,17,0,1,,,,,,,,0,,,44,100
36784,note_on,304,0,1,,,,,,,,0,,,60,0
36784,note_on,0,0,1,,,,,,,,0,,,68,0
36799,note_on,0,0,1,,,,,,,,0,,,60,100
36799,note_on,15,0,1,,,,,,,,0,,,68,100
36936,note_on,456,0,2,,,,,,,,1,,,68,0
36960,note_on,24,0,2,,,,,,,,1,,,67,100
37103,note_on,304,0,1,,,,,,,,0,,,60,0
37103,note_on,0,0,1,,,,,,,,0,,,68,0
37119,note_on,16,0,1,,,,,,,,0,,,68,100
37119,note_on,0,0,1,,,,,,,,0,,,60,100
37416,note_on,297,0,1,,,,,,,,0,,,44,0
37416,note_on,456,0,2,,,,,,,,1,,,67,0
37423,note_on,7,0,1,,,,,,,,0,,,60,0
37423,note_on,0,0,1,,,,,,,,0,,,68,0
37440,note_on,0,0,1,,,,,,,,0,,,60,100
37440,note_on,0,0,1,,,,,,,,0,,,68,100
37440,note_on,17,0,1,,,,,,,,0,,,51,100
37440,note_on,24,0,2,,,,,,,,1,,,68,100
37744,note_on,0,0,1,,,,,,,,0,,,68,0
37744,note_on,304,0,1,,,,,,,,0,,,60,0
37759,note_on,15,0,1,,,,,,,,0,,,68,100
37759,note_on,0,0,1,,,,,,,,0,,,60,100
37896,note_on,137,0,1,,,,,,,,0,,,51,0
37896,note_on,456,0,2,,,,,,,,1,,,68,0
37920,note_on,24,0,1,,,,,,,,0,,,44,100
37920,note_on,24,0,2,,,,,,,,1,,,67,100
38063,note_on,0,0,1,,,,,,,,0,,,68,0
38063,note_on,143,0,1,,,,,,,,0,,,60,0
38079,note_on,0,0,1,,,,,,,,0,,,60,100
38079,note_on,16,0,1,,,,,,,,0,,,68,100
38376,note_on,456,0,2,,,,,,,,1,,,67,0
38376,note_on,297,0,1,,,,,,,,0,,,44,0
38383,note_on,0,0,1,,,,,,,,0,,,68,0
38383,note_on,7,0,1,,,,,,,,0,,,60,0
38400,note_on,17,0,1,,,,,,,,0,,,37,100
38400,note_on,0,0,1,,,,,,,,0,,,56,100
38400,note_on,24,0,2,,,,,,,,1,,,65,100
38400,note_on,0,0,1,,,,,,,,0,,,61,100
38400,note_on,0,0,1,,,,,,,,0,,,65,100
38510,control_change,110,0,2,,,,,,7,91,1,,,,
38704,note_on,304,0,1,,,,,,,,0,,,61,0
38704,note_on,0,0,1,,,,,,,,0,,,65,0
38704,note_on,0,0,1,,,,,,,,0,,,56,0
38719,note_on,15,0,1,,,,,,,,0,,,56,100
38719,note_on,0,0,1,,,,,,,,0,,,61,100
38719,note_on,0,0,1,,,,,,,,0,,,65,100
38731,control_change,221,0,2,,,,,,7,92,1,,,,
38915,control_change,184,0,2,,,,,,7,93,1,,,,
39023,note_on,304,0,1,,,,,,,,0,,,61,0
39023,note_on,0,0,1,,,,,,,,0,,,65,0
39023,note_on,0,0,1,,,,,,,,0,,,56,0
39039,note_on,16,0,1,,,,,,,,0,,,56,100
39039,note_on,0,0,1,,,,,,,,0,,,65,100
39039,note_on,0,0,1,,,,,,,,0,,,61,100
39136,control_change,221,0,2,,,,,,7,94,1,,,,
39320,control_change,184,0,2,,,,,,7,95,1,,,,
39336,note_on,297,0,1,,,,,,,,0,,,37,0
39336,note_on,16,0,2,,,,,,,,1,,,65,0
39343,note_on,0,0,1,,,,,,,,0,,,65,0
39343,note_on,0,0,1,,,,,,,,0,,,56,0
39343,note_on,7,0,1,,,,,,,,0,,,61,0
39360,note_on,0,0,1,,,,,,,,0,,,65,100
39360,note_on,17,0,1,,,,,,,,0,,,44,100
39360,note_on,24,0,2,,,,,,,,1,,,67,100
39360,note_on,0,0,1,,,,,,,,0,,,56,100
39360,note_on,0,0,1,,,,,,,,0,,,61,100
39504,control_change,144,0,2,,,,,,7,96,1,,,,
39664,note_on,304,0,1,,,,,,,,0,,,61,0
39664,note_on,0,0,1,,,,,,,,0,,,65,0
39664,note_on,0,0,1,,,,,,,,0,,,56,0
39679,note_on,15,0,1,,,,,,,,0,,,56,100
39679,note_on,0,0,1,,,,,,,,0,,,65,100
39679,note_on,0,0,1,,,,,,,,0,,,61,100
39725,control_change,221,0,2,,,,,,7,97,1,,,,
39816,note_on,91,0,2,,,,,,,,1,,,67,0
39816,note_on,137,0,1,,,,,,,,0,,,44,0
39840,note_on,24,0,2,,,,,,,,1,,,68,100
39840,note_on,24,0,1,,,,,,,,0,,,37,100
39909,control_change,69,0,2,,,,,,7,98,1,,,,
39983,note_on,0,0,1,,,,,,,,0,,,65,0
39983,note_on,143,0,1,,,,,,,,0,,,61,0
39983,note_on,0,0,1,,,,,,,,0,,,56,0
39999,note_on,0,0,1,,,,,,,,0,,,65,100
39999,note_on,0,0,1,,,,,,,,0,,,61,100
39999,note_on,16,0,1,,,,,,,,0,,,56,100
40129,control_change,220,0,2,,,,,,7,99,1,,,,
40296,note_on,297,0,1,,,,,,,,0,,,37,0
40296,note_on,167,0,2,,,,,,,,1,,,68,0
40303,note_on,7,0,1,,,,,,,,0,,,61,0
40303,note_on,0,0,1,,,,,,,,0,,,56,0
40303,note_on,0,0,1,,,,,,,,0,,,65,0
40313,control_change,17,0,2,,,,,,7,100,1,,,,
40320,note_on,7,0,2,,,,,,,,1,,,70,100
40320,note_on,0,0,1,,,,,,,,0,,,61,100
40320,note_on,0,0,1,,,,,,,,0,,,64,100
40320,note_on,0,0,1,,,,,,,,0,,,56,100
40320,note_on,17,0,1,,,,,,,,0,,,44,100
40430,control_change,110,0,1,,,,,,7,76,0,,,,
40534,control_change,214,0,2,,,,,,7,101,1,,,,
40614,control_change,184,0,1,,,,,,7,77,0,,,,
40624,note_on,10,0,1,,,,,,,,0,,,61,0
40624,note_on,0,0,1,,,,,,,,0,,,56,0
40624,note_on,0,0,1,,,,,,,,0,,,64,0
40639,note_on,15,0,1,,,,,,,,0,,,56,100
40639,note_on,0,0,1,,,,,,,,0,,,64,100
40639,note_on,0,0,1,,,,,,,,0,,,61,100
40718,control_change,184,0,2,,,,,,7,102,1,,,,
40798,control_change,159,0,1,,,,,,7,78,0,,,,
40902,control_change,184,0,2,,,,,,7,103,1,,,,
40943,note_on,0,0,1,,,,,,,,0,,,64,0
40943,note_on,0,0,1,,,,,,,,0,,,56,0
40943,note_on,145,0,1,,,,,,,,0,,,61,0
40959,note_on,16,0,1,,,,,,,,0,,,56,100
40959,note_on,0,0,1,,,,,,,,0,,,64,100
40959,note_on,0,0,1,,,,,,,,0,,,61,100
40982,control_change,23,0,1,,,,,,7,79,0,,,,
41123,control_change,221,0,2,,,,,,7,104,1,,,,
41166,control_change,184,0,1,,,,,,7,80,0,,,,
41256,note_on,133,0,2,,,,,,,,1,,,70,0
41256,note_on,90,0,1,,,,,,,,0,,,44,0
41263,note_on,0,0,1,,,,,,,,0,,,64,0
41263,note_on,0,0,1,,,,,,,,0,,,56,0
41263,note_on,7,0,1,,,,,,,,0,,,61,0
41280,note_on,0,0,1,,,,,,,,0,,,64,100
41280,note_on,17,0,1,,,,,,,,0,,,37,100
41280,note_on,0,0,1,,,,,,,,0,,,61,100
41280,note_on,24,0,2,,,,,,,,1,,,68,100
41280,note_on,0,0,1,,,,,,,,0,,,56,100
41307,control_change,27,0,2,,,,,,7,105,1,,,,
41350,control_change,70,0,1,,,,,,7,81,0,,,,
41528,control_change,221,0,2,,,,,,7,106,1,,,,
41534,control_change,184,0,1,,,,,,7,82,0,,,,
41584,note_on,0,0,1,,,,,,,,0,,,56,0
41584,note_on,0,0,1,,,,,,,,0,,,64,0
41584,note_on,50,0,1,,,,,,,,0,,,61,0
41599,note_on,0,0,1,,,,,,,,0,,,61,100
41599,note_on,15,0,1,,,,,,,,0,,,56,100
41599,note_on,0,0,1,,,,,,,,0,,,64,100
41712,control_change,184,0,2,,,,,,7,107,1,,,,
41718,control_change,119,0,1,,,,,,7,83,0,,,,
41736,note_on,18,0,1,,,,,,,,0,,,37,0
41736,note_on,24,0,2,,,,,,,,1,,,68,0
41760,note_on,24,0,2,,,,,,,,1,,,70,100
41760,note_on,24,0,1,,,,,,,,0,,,44,100
41902,control_change,142,0,1,,,,,,7,84,0,,,,
41903,note_on,0,0,1,,,,,,,,0,,,56,0
41903,note_on,0,0,1,,,,,,,,0,,,64,0
41903,note_on,1,0,1,,,,,,,,0,,,61,0
41919,note_on,0,0,1,,,,,,,,0,,,61,100
41919,note_on,0,0,1,,,,,,,,0,,,64,100
41919,note_on,16,0,1,,,,,,,,0,,,56,100
41933,control_change,173,0,2,,,,,,7,108,1,,,,
42086,control_change,167,0,1,,,,,,7,85,0,,,,
42117,control_change,184,0,2,,,,,,7,109,1,,,,
42216,note_on,99,0,2,,,,,,,,1,,,70,0
42216,note_on,130,0,1,,,,,,,,0,,,44,0
42223,note_on,7,0,1,,,,,,,,0,,,61,0
42223,note_on,0,0,1,,,,,,,,0,,,64,0
42223,note_on,0,0,1,,,,,,,,0,,,56,0
42240,note_on,17,0,1,,,,,,,,0,,,36,100
42240,note_on,0,0,1,,,,,,,,0,,,56,100
42240,note_on,0,0,1,,,,,,,,0,,,64,100
42240,note_on,24,0,2,,,,,,,,1,,,72,100
42240,note_on,0,0,1,,,,,,,,0,,,60,100
42270,control_change,30,0,1,,,,,,7,86,0,,,,
42300,control_change,60,0,2,,,,,,7,110,1,,,,
42454,control_change,184,0,1,,,,,,7,87,0,,,,
42521,control_change,221,0,2,,,,,,7,111,1,,,,
42544,note_on,0,0,1,,,,,,,,0,,,64,0
42544,note_on,0,0,1,,,,,,,,0,,,56,0
42544,note_on,90,0,1,,,,,,,,0,,,60,0
42559,note_on,15,0,1,,,,,,,,0,,,55,100
42559,note_on,0,0,1,,,,,,,,0,,,64,100
42559,note_on,0,0,1,,,,,,,,0,,,60,100
42638,control_change,79,0,1,,,,,,7,88,0,,,,
42863,note_on,0,0,1,,,,,,,,0,,,55,0
42863,note_on,225,0,1,,,,,,,,0,,,60,0
42863,note_on,0,0,1,,,,,,,,0,,,64,0
42879,note_on,16,0,1,,,,,,,,0,,,55,100
42879,note_on,0,0,1,,,,,,,,0,,,64,100
42879,note_on,0,0,1,,,,,,,,0,,,60,100
43176,note_on,297,0,1,,,,,,,,0,,,36,0
43183,note_on,7,0,1,,,,,,,,0,,,60,0
43183,note_on,0,0,1,,,,,,,,0,,,64,0
43183,note_on,0,0,1,,,,,,,,0,,,55,0
43200,note_on,17,0,1,,,,,,,,0,,,48,100
43200,note_on,0,0,1,,,,,,,,0,,,55,100
43200,note_on,0,0,1,,,,,,,,0,,,60,100
43200,note_on,0,0,1,,,,,,,,0,,,64,100
43504,note_on,304,0,1,,,,,,,,0,,,60,0
43504,note_on,0,0,1,,,,,,,,0,,,64,0
43504,note_on,0,0,1,,,,,,,,0,,,55,0
43519,note_on,15,0,1,,,,,,,,0,,,55,100
43519,note_on,0,0,1,,,,,,,,0,,,64,100
43519,note_on,0,0,1,,,,,,,,0,,,60,100
43633,control_change,114,0,1,,,,,,7,87,0,,,,
43633,control_change,1112,0,2,,,,,,7,110,1,,,,
43656,note_on,23,0,1,,,,,,,,0,,,48,0
43656,note_on,23,0,2,,,,,,,,1,,,72,0
43680,note_on,24,0,2,,,,,,,,1,,,70,100
43680,note_on,24,0,1,,,,,,,,0,,,36,100
43707,control_change,27,0,2,,,,,,7,109,1,,,,
43744,control_change,64,0,1,,,,,,7,86,0,,,,
43781,control_change,74,0,2,,,,,,7,108,1,,,,
43823,note_on,0,0,1,,,,,,,,0,,,64,0
43823,note_on,79,0,1,,,,,,,,0,,,60,0
43823,note_on,0,0,1,,,,,,,,0,,,55,0
