tick,type,port,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
4777,control_change,,2,0,1,,,,,,,,64,0,0,,,
4781,note_on,,4,0,1,,,,,,,,,,0,,55,57
4786,control_change,,5,0,1,,,,,,,,64,127,0,,,
4787,note_on,,1,0,1,,,,,,,,,,0,,75,56
4787,note_on,,0,0,1,,,,,,,,,,0,,58,57
4794,note_on,,7,0,1,,,,,,,,,,0,,82,62
4795,note_on,,1,0,1,,,,,,,,,,0,,63,59
4796,note_on,,1,0,1,,,,,,,,,,0,,70,0
4800,note_on,,4,0,1,,,,,,,,,,0,,75,0
4800,note_on,,0,0,1,,,,,,,,,,0,,67,61
4801,note_on,,1,0,1,,,,,,,,,,0,,55,0
4801,note_on,,0,0,1,,,,,,,,,,0,,87,67
4806,note_on,,5,0,1,,,,,,,,,,0,,82,0
4808,note_on,,2,0,1,,,,,,,,,,0,,58,0
4809,note_on,,1,0,1,,,,,,,,,,0,,63,0
4811,note_on,,2,0,1,,,,,,,,,,0,,67,0
4813,note_on,,2,0,1,,,,,,,,,,0,,87,0
4840,note_on,,27,0,1,,,,,,,,,,0,,71,48
4841,note_on,,1,0,1,,,,,,,,,,0,,43,57
4849,note_on,,8,0,1,,,,,,,,,,0,,51,61
4850,note_on,,1,0,1,,,,,,,,,,0,,71,0
4850,note_on,,0,0,1,,,,,,,,,,0,,75,55
4851,note_on,,1,0,1,,,,,,,,,,0,,43,0
4858,note_on,,7,0,1,,,,,,,,,,0,,59,63
4861,note_on,,3,0,1,,,,,,,,,,0,,75,0
4863,note_on,,2,0,1,,,,,,,,,,0,,86,69
4864,note_on,,1,0,1,,,,,,,,,,0,,51,0
4868,note_on,,4,0,1,,,,,,,,,,0,,86,0
4868,note_on,,0,0,1,,,,,,,,,,0,,59,0
4898,control_change,,30,0,1,,,,,,,,64,0,0,,,
4902,note_on,,4,0,1,,,,,,,,,,0,,44,58
4905,note_on,,3,0,1,,,,,,,,,,0,,72,56
4908,control_change,,3,0,1,,,,,,,,64,127,0,,,
4909,note_on,,1,0,1,,,,,,,,,,0,,51,61
4910,note_on,,1,0,1,,,,,,,,,,0,,44,0
4912,note_on,,2,0,1,,,,,,,,,,0,,75,61
4917,note_on,,5,0,1,,,,,,,,,,0,,60,63
4920,note_on,,3,0,1,,,,,,,,,,0,,51,0
4923,note_on,,3,0,1,,,,,,,,,,0,,60,0
4925,note_on,,2,0,1,,,,,,,,,,0,,84,69
4934,note_on,,9,0,1,,,,,,,,,,0,,72,0
4937,note_on,,3,0,1,,,,,,,,,,0,,75,0
4944,note_on,,7,0,1,,,,,,,,,,0,,84,0
4955,note_on,,11,0,1,,,,,,,,,,0,,45,66
4961,control_change,,6,0,1,,,,,,,,64,0,0,,,
4962,note_on,,1,0,1,,,,,,,,,,0,,53,67
4963,note_on,,1,0,1,,,,,,,,,,0,,72,59
4966,note_on,,3,0,1,,,,,,,,,,0,,45,0
4969,control_change,,3,0,1,,,,,,,,64,127,0,,,
4971,note_on,,2,0,1,,,,,,,,,,0,,77,63
4977,note_on,,6,0,1,,,,,,,,,,0,,53,0
4978,note_on,,1,0,1,,,,,,,,,,0,,63,72
4980,note_on,,2,0,1,,,,,,,,,,0,,72,0
4984,note_on,,4,0,1,,,,,,,,,,0,,63,0
4984,note_on,,0,0,1,,,,,,,,,,0,,89,77
4988,note_on,,4,0,1,,,,,,,,,,0,,77,0
4996,note_on,,8,0,1,,,,,,,,,,0,,89,0
5017,note_on,,21,0,1,,,,,,,,,,0,,46,69
5020,control_change,,3,0,1,,,,,,,,64,0,0,,,
5024,note_on,,4,0,1,,,,,,,,,,0,,51,73
5025,note_on,,1,0,1,,,,,,,,,,0,,70,63
5028,control_change,,3,0,1,,,,,,,,64,127,0,,,
5031,note_on,,3,0,1,,,,,,,,,,0,,46,0
5033,note_on,,2,0,1,,,,,,,,,,0,,55,74
5036,note_on,,3,0,1,,,,,,,,,,0,,70,0
5036,note_on,,0,0,1,,,,,,,,,,0,,79,72
5039,note_on,,3,0,1,,,,,,,,,,0,,51,0
5039,note_on,,0,0,1,,,,,,,,,,0,,63,74
5045,note_on,,6,0,1,,,,,,,,,,0,,79,0
5047,note_on,,2,0,1,,,,,,,,,,0,,87,84
5051,note_on,,4,0,1,,,,,,,,,,0,,55,0
5052,note_on,,1,0,1,,,,,,,,,,0,,63,0
5056,note_on,,4,0,1,,,,,,,,,,0,,87,0
5078,note_on,,22,0,1,,,,,,,,,,0,,46,73
5081,control_change,,3,0,1,,,,,,,,64,0,0,,,
5086,note_on,,5,0,1,,,,,,,,,,0,,54,74
5089,note_on,,3,0,1,,,,,,,,,,0,,72,64
5090,control_change,,1,0,1,,,,,,,,64,127,0,,,
5094,note_on,,0,0,1,,,,,,,,,,0,,78,68
5094,note_on,,4,0,1,,,,,,,,,,0,,46,0
5095,note_on,,0,0,1,,,,,,,,,,0,,57,74
5095,note_on,,1,0,1,,,,,,,,,,0,,72,0
5101,note_on,,0,0,1,,,,,,,,,,0,,81,72
5101,note_on,,6,0,1,,,,,,,,,,0,,54,0
5103,note_on,,2,0,1,,,,,,,,,,0,,63,74
5107,note_on,,4,0,1,,,,,,,,,,0,,78,0
5108,note_on,,1,0,1,,,,,,,,,,0,,87,84
5110,note_on,,2,0,1,,,,,,,,,,0,,81,0
5111,note_on,,1,0,1,,,,,,,,,,0,,57,0
5114,note_on,,3,0,1,,,,,,,,,,0,,63,0
5120,note_on,,6,0,1,,,,,,,,,,0,,87,0
5137,note_on,,17,0,1,,,,,,,,,,0,,46,69
5144,control_change,,7,0,1,,,,,,,,64,0,0,,,
5146,note_on,,2,0,1,,,,,,,,,,0,,53,71
5148,note_on,,2,0,1,,,,,,,,,,0,,70,57
5149,note_on,,1,0,1,,,,,,,,,,0,,46,0
5152,control_change,,3,0,1,,,,,,,,64,127,0,,,
5154,note_on,,2,0,1,,,,,,,,,,0,,77,59
5155,note_on,,1,0,1,,,,,,,,,,0,,58,71
5161,note_on,,6,0,1,,,,,,,,,,0,,70,0
5162,note_on,,1,0,1,,,,,,,,,,0,,53,0
5162,note_on,,0,0,1,,,,,,,,,,0,,82,66
5164,note_on,,2,0,1,,,,,,,,,,0,,62,71
5167,note_on,,3,0,1,,,,,,,,,,0,,77,0
5167,note_on,,0,0,1,,,,,,,,,,0,,58,0
5167,note_on,,0,0,1,,,,,,,,,,0,,86,79
5172,note_on,,5,0,1,,,,,,,,,,0,,82,0
5172,note_on,,0,0,1,,,,,,,,,,0,,62,0
5174,note_on,,2,0,1,,,,,,,,,,0,,86,0
5203,note_on,,29,0,1,,,,,,,,,,0,,48,69
5206,control_change,,3,0,1,,,,,,,,64,0,0,,,
5207,note_on,,1,0,1,,,,,,,,,,0,,70,51
5210,note_on,,3,0,1,,,,,,,,,,0,,55,69
5213,control_change,,3,0,1,,,,,,,,64,127,0,,,
5216,note_on,,3,0,1,,,,,,,,,,0,,76,64
5216,note_on,,0,0,1,,,,,,,,,,0,,58,69
5219,note_on,,3,0,1,,,,,,,,,,0,,48,0
5220,note_on,,1,0,1,,,,,,,,,,0,,79,67
5223,note_on,,3,0,1,,,,,,,,,,0,,64,69
5226,note_on,,3,0,1,,,,,,,,,,0,,85,77
5229,note_on,,3,0,1,,,,,,,,,,0,,70,0
5230,note_on,,1,0,1,,,,,,,,,,0,,55,0
5232,note_on,,2,0,1,,,,,,,,,,0,,76,0
5233,note_on,,1,0,1,,,,,,,,,,0,,58,0
5234,note_on,,1,0,1,,,,,,,,,,0,,64,0
5235,note_on,,1,0,1,,,,,,,,,,0,,79,0
5241,note_on,,6,0,1,,,,,,,,,,0,,85,0
5246,set_tempo,,1230,1,0,,,,,,,833333,,,,,,
5263,note_on,,22,0,1,,,,,,,,,,0,,48,66
5265,control_change,,2,0,1,,,,,,,,64,0,0,,,
5266,note_on,,1,0,1,,,,,,,,,,0,,68,40
5266,set_tempo,,20,1,0,,,,,,,845070,,,,,,
5272,control_change,,6,0,1,,,,,,,,64,127,0,,,
5272,note_on,,0,0,1,,,,,,,,,,0,,56,66
5273,note_on,,1,0,1,,,,,,,,,,0,,48,0
5273,note_on,,0,0,1,,,,,,,,,,0,,77,58
5274,note_on,,1,0,1,,,,,,,,,,0,,68,0
5277,note_on,,3,0,1,,,,,,,,,,0,,80,61
5285,note_on,,8,0,1,,,,,,,,,,0,,65,66
5286,note_on,,1,0,1,,,,,,,,,,0,,56,0
5286,set_tempo,,20,1,0,,,,,,,857143,,,,,,
5287,note_on,,1,0,1,,,,,,,,,,0,,84,73
5289,note_on,,2,0,1,,,,,,,,,,0,,77,0
5290,note_on,,1,0,1,,,,,,,,,,0,,65,0
5294,note_on,,4,0,1,,,,,,,,,,0,,80,0
5297,note_on,,3,0,1,,,,,,,,,,0,,84,0
5306,set_tempo,,20,1,0,,,,,,,869565,,,,,,
5317,note_on,,20,0,1,,,,,,,,,,0,,48,61
5322,control_change,,5,0,1,,,,,,,,64,0,0,,,
5324,note_on,,2,0,1,,,,,,,,,,0,,55,61
5324,set_tempo,,18,1,0,,,,,,,882353,,,,,,
5326,note_on,,2,0,1,,,,,,,,,,0,,72,48
5329,control_change,,3,0,1,,,,,,,,64,127,0,,,
5331,note_on,,2,0,1,,,,,,,,,,0,,79,59
5332,note_on,,1,0,1,,,,,,,,,,0,,48,0
5334,note_on,,2,0,1,,,,,,,,,,0,,60,62
5336,note_on,,2,0,1,,,,,,,,,,0,,82,53
5344,note_on,,8,0,1,,,,,,,,,,0,,67,62
5344,set_tempo,,20,1,0,,,,,,,895522,,,,,,
5345,note_on,,1,0,1,,,,,,,,,,0,,55,0
5346,note_on,,1,0,1,,,,,,,,,,0,,88,66
5348,note_on,,0,0,1,,,,,,,,,,0,,79,0
5348,note_on,,2,0,1,,,,,,,,,,0,,60,0
5351,note_on,,3,0,1,,,,,,,,,,0,,72,0
5353,note_on,,2,0,1,,,,,,,,,,0,,67,0
5357,note_on,,4,0,1,,,,,,,,,,0,,82,0
5363,note_on,,6,0,1,,,,,,,,,,0,,88,0
5364,set_tempo,,20,1,0,,,,,,,909091,,,,,,
5382,set_tempo,,18,1,0,,,,,,,923077,,,,,,
5383,control_change,,0,0,1,,,,,,,,64,0,0,,,
5383,note_on,,20,0,1,,,,,,,,,,0,,72,43
5388,note_on,,5,0,1,,,,,,,,,,0,,80,48
5390,control_change,,2,0,1,,,,,,,,64,127,0,,,
5393,note_on,,3,0,1,,,,,,,,,,0,,72,0
5397,note_on,,4,0,1,,,,,,,,,,0,,41,56
5400,set_tempo,,18,1,0,,,,,,,1090909,,,,,,
5403,note_on,,6,0,1,,,,,,,,,,0,,89,64
5404,note_on,,1,0,1,,,,,,,,,,0,,80,0
5405,note_on,,1,0,1,,,,,,,,,,0,,41,0
5413,note_on,,8,0,1,,,,,,,,,,0,,89,0
5432,set_tempo,,32,1,0,,,,,,,952381,,,,,,
5443,note_on,,30,0,1,,,,,,,,,,0,,53,43
5445,note_on,,2,0,1,,,,,,,,,,0,,72,48
5450,note_on,,5,0,1,,,,,,,,,,0,,80,51
5454,note_on,,4,0,1,,,,,,,,,,0,,60,48
5455,note_on,,1,0,1,,,,,,,,,,0,,53,0
5460,set_tempo,,28,1,0,,,,,,,937500,,,,,,
5460,note_on,,5,0,1,,,,,,,,,,0,,84,63
5463,note_on,,3,0,1,,,,,,,,,,0,,68,51
5472,note_on,,9,0,1,,,,,,,,,,0,,60,0
5475,note_on,,3,0,1,,,,,,,,,,0,,68,0
5478,note_on,,3,0,1,,,,,,,,,,0,,72,0
5481,note_on,,3,0,1,,,,,,,,,,0,,80,0
5488,set_tempo,,28,1,0,,,,,,,923077,,,,,,
5492,note_on,,11,0,1,,,,,,,,,,0,,84,0
5497,note_on,,5,0,1,,,,,,,,,,0,,53,48
5504,note_on,,7,0,1,,,,,,,,,,0,,71,41
5506,note_on,,2,0,1,,,,,,,,,,0,,60,50
5509,note_on,,3,0,1,,,,,,,,,,0,,53,0
5509,note_on,,0,0,1,,,,,,,,,,0,,80,45
5514,set_tempo,,26,1,0,,,,,,,909091,,,,,,
5516,note_on,,7,0,1,,,,,,,,,,0,,68,51
5521,note_on,,5,0,1,,,,,,,,,,0,,83,57
5522,note_on,,1,0,1,,,,,,,,,,0,,71,0
5530,note_on,,8,0,1,,,,,,,,,,0,,68,0
5532,note_on,,2,0,1,,,,,,,,,,0,,60,0
5533,note_on,,1,0,1,,,,,,,,,,0,,80,0
5542,set_tempo,,28,1,0,,,,,,,895522,,,,,,
5555,note_on,,22,0,1,,,,,,,,,,0,,83,0
5556,note_on,,1,0,1,,,,,,,,,,0,,53,48
5562,note_on,,6,0,1,,,,,,,,,,0,,72,46
5568,note_on,,6,0,1,,,,,,,,,,0,,60,50
5568,set_tempo,,26,1,0,,,,,,,882353,,,,,,
5570,note_on,,2,0,1,,,,,,,,,,0,,80,52
5572,note_on,,2,0,1,,,,,,,,,,0,,53,0
5579,note_on,,7,0,1,,,,,,,,,,0,,84,57
5579,note_on,,0,0,1,,,,,,,,,,0,,68,50
5583,note_on,,4,0,1,,,,,,,,,,0,,72,0
5587,note_on,,4,0,1,,,,,,,,,,0,,80,0
5590,note_on,,3,0,1,,,,,,,,,,0,,68,0
5591,note_on,,1,0,1,,,,,,,,,,0,,60,0
5596,set_tempo,,28,1,0,,,,,,,869565,,,,,,
5612,note_on,,21,0,1,,,,,,,,,,0,,84,0
5613,note_on,,1,0,1,,,,,,,,,,0,,53,50
5622,note_on,,9,0,1,,,,,,,,,,0,,73,43
5622,set_tempo,,26,1,0,,,,,,,857143,,,,,,
5623,note_on,,1,0,1,,,,,,,,,,0,,60,51
5626,note_on,,3,0,1,,,,,,,,,,0,,80,47
5627,note_on,,1,0,1,,,,,,,,,,0,,53,0
5635,note_on,,8,0,1,,,,,,,,,,0,,68,51
5638,note_on,,3,0,1,,,,,,,,,,0,,85,59
5639,note_on,,1,0,1,,,,,,,,,,0,,73,0
5646,note_on,,7,0,1,,,,,,,,,,0,,80,0
5647,note_on,,1,0,1,,,,,,,,,,0,,60,0
5649,note_on,,2,0,1,,,,,,,,,,0,,68,0
5670,note_on,,21,0,1,,,,,,,,,,0,,85,0
5674,note_on,,4,0,1,,,,,,,,,,0,,53,50
5680,note_on,,6,0,1,,,,,,,,,,0,,72,47
5682,note_on,,2,0,1,,,,,,,,,,0,,60,51
5687,note_on,,0,0,1,,,,,,,,,,0,,80,50
5687,note_on,,5,0,1,,,,,,,,,,0,,53,0
5693,note_on,,6,0,1,,,,,,,,,,0,,68,52
5698,note_on,,5,0,1,,,,,,,,,,0,,84,56
5702,note_on,,4,0,1,,,,,,,,,,0,,72,0
5707,note_on,,5,0,1,,,,,,,,,,0,,80,0
5709,note_on,,2,0,1,,,,,,,,,,0,,60,0
5709,note_on,,0,0,1,,,,,,,,,,0,,68,0
5727,note_on,,18,0,1,,,,,,,,,,0,,84,0
5732,note_on,,5,0,1,,,,,,,,,,0,,72,45
5733,control_change,,1,0,1,,,,,,,,64,0,0,,,
5736,note_on,,3,0,1,,,,,,,,,,0,,52,48
5740,control_change,,0,0,1,,,,,,,,64,127,0,,,
5740,note_on,,4,0,1,,,,,,,,,,0,,79,45
5744,note_on,,4,0,1,,,,,,,,,,0,,58,51
5747,note_on,,3,0,1,,,,,,,,,,0,,72,0
5747,note_on,,0,0,1,,,,,,,,,,0,,82,52
5751,note_on,,4,0,1,,,,,,,,,,0,,52,0
5751,note_on,,0,0,1,,,,,,,,,,0,,79,0
5753,note_on,,2,0,1,,,,,,,,,,0,,60,52
5755,note_on,,2,0,1,,,,,,,,,,0,,82,0
5757,note_on,,2,0,1,,,,,,,,,,0,,67,52
5762,note_on,,5,0,1,,,,,,,,,,0,,91,61
5765,note_on,,3,0,1,,,,,,,,,,0,,60,0
5768,note_on,,3,0,1,,,,,,,,,,0,,67,0
5769,note_on,,1,0,1,,,,,,,,,,0,,58,0
5771,note_on,,2,0,1,,,,,,,,,,0,,91,0
5796,note_on,,25,0,1,,,,,,,,,,0,,52,53
5801,note_on,,5,0,1,,,,,,,,,,0,,72,51
5804,note_on,,3,0,1,,,,,,,,,,0,,58,55
5808,note_on,,4,0,1,,,,,,,,,,0,,79,57
5810,note_on,,2,0,1,,,,,,,,,,0,,60,56
5811,note_on,,1,0,1,,,,,,,,,,0,,52,0
5811,note_on,,0,0,1,,,,,,,,,,0,,82,57
5817,note_on,,6,0,1,,,,,,,,,,0,,67,57
5822,note_on,,5,0,1,,,,,,,,,,0,,84,62
5825,note_on,,3,0,1,,,,,,,,,,0,,58,0
5826,note_on,,1,0,1,,,,,,,,,,0,,60,0
5828,note_on,,2,0,1,,,,,,,,,,0,,67,0
5831,note_on,,3,0,1,,,,,,,,,,0,,72,0
5832,note_on,,1,0,1,,,,,,,,,,0,,79,0
5842,note_on,,10,0,1,,,,,,,,,,0,,82,0
5854,note_on,,12,0,1,,,,,,,,,,0,,84,0
5854,note_on,,0,0,1,,,,,,,,,,0,,52,53
5863,note_on,,9,0,1,,,,,,,,,,0,,71,42
5863,note_on,,0,0,1,,,,,,,,,,0,,58,56
5867,note_on,,4,0,1,,,,,,,,,,0,,79,57
5868,note_on,,1,0,1,,,,,,,,,,0,,60,56
5870,note_on,,2,0,1,,,,,,,,,,0,,52,0
5874,note_on,,4,0,1,,,,,,,,,,0,,82,58
5877,note_on,,3,0,1,,,,,,,,,,0,,67,57
5881,note_on,,4,0,1,,,,,,,,,,0,,83,67
5885,note_on,,4,0,1,,,,,,,,,,0,,58,0
5886,note_on,,1,0,1,,,,,,,,,,0,,60,0
5886,note_on,,0,0,1,,,,,,,,,,0,,79,0
5888,note_on,,2,0,1,,,,,,,,,,0,,71,0
5889,note_on,,1,0,1,,,,,,,,,,0,,67,0
5896,note_on,,7,0,1,,,,,,,,,,0,,82,0
5911,note_on,,15,0,1,,,,,,,,,,0,,83,0
5919,note_on,,8,0,1,,,,,,,,,,0,,52,56
5921,note_on,,2,0,1,,,,,,,,,,0,,72,53
5925,note_on,,4,0,1,,,,,,,,,,0,,58,56
5926,note_on,,1,0,1,,,,,,,,,,0,,79,56
5931,note_on,,5,0,1,,,,,,,,,,0,,82,59
5933,note_on,,2,0,1,,,,,,,,,,0,,60,58
5935,note_on,,2,0,1,,,,,,,,,,0,,52,0
5940,note_on,,5,0,1,,,,,,,,,,0,,67,58
5941,note_on,,1,0,1,,,,,,,,,,0,,84,73
5949,note_on,,8,0,1,,,,,,,,,,0,,58,0
5952,note_on,,3,0,1,,,,,,,,,,0,,72,0
5952,note_on,,0,0,1,,,,,,,,,,0,,60,0
5952,note_on,,0,0,1,,,,,,,,,,0,,67,0
5953,note_on,,1,0,1,,,,,,,,,,0,,79,0
5962,note_on,,9,0,1,,,,,,,,,,0,,82,0
5972,note_on,,10,0,1,,,,,,,,,,0,,84,0
5978,note_on,,6,0,1,,,,,,,,,,0,,52,61
5985,note_on,,7,0,1,,,,,,,,,,0,,73,47
5987,note_on,,2,0,1,,,,,,,,,,0,,58,61
5988,note_on,,1,0,1,,,,,,,,,,0,,79,59
5990,note_on,,2,0,1,,,,,,,,,,0,,60,62
5992,note_on,,2,0,1,,,,,,,,,,0,,82,61
5993,note_on,,1,0,1,,,,,,,,,,0,,52,0
5999,note_on,,6,0,1,,,,,,,,,,0,,67,63
6002,note_on,,3,0,1,,,,,,,,,,0,,85,73
6003,note_on,,1,0,1,,,,,,,,,,0,,79,0
6006,note_on,,3,0,1,,,,,,,,,,0,,73,0
6011,note_on,,5,0,1,,,,,,,,,,0,,60,0
6011,note_on,,0,0,1,,,,,,,,,,0,,67,0
6013,note_on,,2,0,1,,,,,,,,,,0,,82,0
6014,note_on,,1,0,1,,,,,,,,,,0,,58,0
6031,note_on,,17,0,1,,,,,,,,,,0,,85,0
6037,note_on,,6,0,1,,,,,,,,,,0,,52,64
6041,note_on,,4,0,1,,,,,,,,,,0,,72,56
6045,note_on,,4,0,1,,,,,,,,,,0,,58,64
6047,note_on,,2,0,1,,,,,,,,,,0,,79,59
6051,note_on,,4,0,1,,,,,,,,,,0,,82,62
6051,note_on,,0,0,1,,,,,,,,,,0,,60,66
6054,note_on,,3,0,1,,,,,,,,,,0,,52,0
6058,note_on,,4,0,1,,,,,,,,,,0,,67,67
6065,note_on,,7,0,1,,,,,,,,,,0,,58,0
6065,note_on,,0,0,1,,,,,,,,,,0,,84,73
6067,note_on,,2,0,1,,,,,,,,,,0,,60,0
6068,note_on,,1,0,1,,,,,,,,,,0,,79,0
6069,note_on,,1,0,1,,,,,,,,,,0,,67,0
6070,note_on,,1,0,1,,,,,,,,,,0,,72,0
6076,note_on,,6,0,1,,,,,,,,,,0,,82,0
6082,note_on,,6,0,1,,,,,,,,,,0,,84,0
6096,note_on,,14,0,1,,,,,,,,,,0,,72,57
6103,note_on,,7,0,1,,,,,,,,,,0,,53,74
6105,note_on,,2,0,1,,,,,,,,,,0,,80,64
6108,control_change,,3,0,1,,,,,,,,64,0,0,,,
6109,note_on,,1,0,1,,,,,,,,,,0,,72,0
6113,note_on,,4,0,1,,,,,,,,,,0,,60,75
6114,note_on,,1,0,1,,,,,,,,,,0,,84,71
6115,control_change,,1,0,1,,,,,,,,64,127,0,,,
6120,note_on,,5,0,1,,,,,,,,,,0,,84,0
6120,note_on,,0,0,1,,,,,,,,,,0,,53,0
6121,note_on,,1,0,1,,,,,,,,,,0,,68,78
6122,note_on,,1,0,1,,,,,,,,,,0,,80,0
6128,note_on,,6,0,1,,,,,,,,,,0,,60,0
6129,note_on,,1,0,1,,,,,,,,,,0,,92,85
6136,note_on,,7,0,1,,,,,,,,,,0,,92,0
6136,note_on,,0,0,1,,,,,,,,,,0,,68,0
6161,note_on,,25,0,1,,,,,,,,,,0,,75,68
6162,note_on,,1,0,1,,,,,,,,,,0,,55,66
6167,note_on,,5,0,1,,,,,,,,,,0,,58,66
6169,note_on,,2,0,1,,,,,,,,,,0,,82,72
6170,control_change,,1,0,1,,,,,,,,64,0,0,,,
6173,note_on,,3,0,1,,,,,,,,,,0,,55,0
6175,control_change,,2,0,1,,,,,,,,64,127,0,,,
6177,note_on,,2,0,1,,,,,,,,,,0,,75,0
6177,note_on,,0,0,1,,,,,,,,,,0,,63,66
6180,note_on,,3,0,1,,,,,,,,,,0,,87,80
6183,note_on,,3,0,1,,,,,,,,,,0,,70,66
6185,note_on,,2,0,1,,,,,,,,,,0,,58,0
6187,note_on,,0,0,1,,,,,,,,,,0,,91,84
6187,note_on,,2,0,1,,,,,,,,,,0,,82,0
6190,note_on,,3,0,1,,,,,,,,,,0,,63,0
6198,note_on,,8,0,1,,,,,,,,,,0,,70,0
6198,note_on,,0,0,1,,,,,,,,,,0,,87,0
6203,note_on,,5,0,1,,,,,,,,,,0,,91,0
6223,note_on,,20,0,1,,,,,,,,,,0,,56,69
6224,note_on,,1,0,1,,,,,,,,,,0,,77,58
6228,control_change,,4,0,1,,,,,,,,64,0,0,,,
6229,note_on,,1,0,1,,,,,,,,,,0,,84,64
6230,note_on,,1,0,1,,,,,,,,,,0,,63,71
6232,note_on,,2,0,1,,,,,,,,,,0,,56,0
6235,control_change,,3,0,1,,,,,,,,64,127,0,,,
6236,note_on,,1,0,1,,,,,,,,,,0,,87,68
6240,note_on,,4,0,1,,,,,,,,,,0,,63,0
6242,note_on,,2,0,1,,,,,,,,,,0,,89,83
6242,note_on,,0,0,1,,,,,,,,,,0,,72,74
6247,note_on,,5,0,1,,,,,,,,,,0,,84,0
6249,note_on,,2,0,1,,,,,,,,,,0,,72,0
6250,note_on,,1,0,1,,,,,,,,,,0,,77,0
6258,note_on,,8,0,1,,,,,,,,,,0,,87,0
6265,note_on,,7,0,1,,,,,,,,,,0,,89,0
6278,note_on,,13,0,1,,,,,,,,,,0,,56,64
6287,note_on,,9,0,1,,,,,,,,,,0,,75,52
6292,note_on,,5,0,1,,,,,,,,,,0,,65,67
6293,note_on,,1,0,1,,,,,,,,,,0,,83,69
6295,note_on,,2,0,1,,,,,,,,,,0,,56,0
6296,note_on,,1,0,1,,,,,,,,,,0,,87,73
6299,note_on,,3,0,1,,,,,,,,,,0,,71,67
6302,note_on,,3,0,1,,,,,,,,,,0,,75,0
6306,note_on,,4,0,1,,,,,,,,,,0,,89,83
6312,note_on,,6,0,1,,,,,,,,,,0,,83,0
6312,note_on,,0,0,1,,,,,,,,,,0,,65,0
6317,note_on,,5,0,1,,,,,,,,,,0,,71,0
6319,note_on,,2,0,1,,,,,,,,,,0,,87,0
6322,note_on,,3,0,1,,,,,,,,,,0,,89,0
6342,note_on,,20,0,1,,,,,,,,,,0,,58,67
6343,note_on,,1,0,1,,,,,,,,,,0,,74,53
6350,note_on,,7,0,1,,,,,,,,,,0,,82,68
6352,note_on,,0,0,1,,,,,,,,,,0,,65,68
6352,control_change,,2,0,1,,,,,,,,64,0,0,,,
6358,note_on,,6,0,1,,,,,,,,,,0,,74,0
6359,note_on,,1,0,1,,,,,,,,,,0,,70,69
6360,control_change,,1,0,1,,,,,,,,64,127,0,,,
6362,note_on,,2,0,1,,,,,,,,,,0,,89,83
6367,note_on,,5,0,1,,,,,,,,,,0,,82,0
6368,note_on,,1,0,1,,,,,,,,,,0,,65,0
6369,note_on,,1,0,1,,,,,,,,,,0,,58,0
6375,note_on,,6,0,1,,,,,,,,,,0,,70,0
6376,note_on,,1,0,1,,,,,,,,,,0,,89,0
6390,set_tempo,,768,1,0,,,,,,,846262,,,,,,
6399,note_on,,23,0,1,,,,,,,,,,0,,74,62
6403,note_on,,4,0,1,,,,,,,,,,0,,58,66
6408,note_on,,5,0,1,,,,,,,,,,0,,80,72
6410,note_on,,2,0,1,,,,,,,,,,0,,74,0
6414,note_on,,4,0,1,,,,,,,,,,0,,65,67
6418,note_on,,4,0,1,,,,,,,,,,0,,80,0
6421,note_on,,3,0,1,,,,,,,,,,0,,91,83
6423,note_on,,2,0,1,,,,,,,,,,0,,68,68
6429,note_on,,6,0,1,,,,,,,,,,0,,91,0
6429,note_on,,0,0,1,,,,,,,,,,0,,58,0
6430,note_on,,1,0,1,,,,,,,,,,0,,65,0
6437,note_on,,7,0,1,,,,,,,,,,0,,68,0
6464,note_on,,27,0,1,,,,,,,,,,0,,75,64
6465,control_change,,1,0,1,,,,,,,,64,0,0,,,
6471,note_on,,6,0,1,,,,,,,,,,0,,79,77
6473,set_tempo,,83,1,0,,,,,,,857143,,,,,,
6474,note_on,,3,0,1,,,,,,,,,,0,,63,73
6475,control_change,,1,0,1,,,,,,,,64,127,0,,,
6480,note_on,,5,0,1,,,,,,,,,,0,,87,90
6480,note_on,,0,0,1,,,,,,,,,,0,,67,64
6488,note_on,,8,0,1,,,,,,,,,,0,,63,0
6491,note_on,,3,0,1,,,,,,,,,,0,,79,0
6492,note_on,,1,0,1,,,,,,,,,,0,,75,0
6496,note_on,,4,0,1,,,,,,,,,,0,,67,0
6498,note_on,,2,0,1,,,,,,,,,,0,,87,0
6523,control_change,,25,0,1,,,,,,,,64,0,0,,,
6524,note_on,,1,0,1,,,,,,,,,,0,,51,51
6525,note_on,,1,0,1,,,,,,,,,,0,,75,42
6529,control_change,,4,0,1,,,,,,,,64,127,0,,,
6531,note_on,,2,0,1,,,,,,,,,,0,,58,51
6533,note_on,,2,0,1,,,,,,,,,,0,,78,51
6534,note_on,,1,0,1,,,,,,,,,,0,,51,0
6536,set_tempo,,63,1,0,,,,,,,872093,,,,,,
6541,note_on,,0,0,1,,,,,,,,,,0,,66,59
6541,note_on,,7,0,1,,,,,,,,,,0,,87,61
6546,note_on,,5,0,1,,,,,,,,,,0,,75,0
6549,note_on,,3,0,1,,,,,,,,,,0,,78,0
6552,note_on,,0,0,1,,,,,,,,,,0,,58,0
