tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,data,note,velocity
52571,note_on,,0,0,2,,,,,,,0,,77,58
52589,note_off,,18,0,2,,,,,,,0,,73,0
52594,note_off,,5,0,2,,,,,,,0,,76,0
52758,note_on,,164,0,2,,,,,,,0,,75,51
52761,note_on,,3,0,2,,,,,,,0,,78,60
52779,note_off,,18,0,2,,,,,,,0,,77,0
52781,note_off,,2,0,2,,,,,,,0,,74,0
52939,note_on,,386,0,3,,,,,,,0,,59,66
52948,note_on,,167,0,2,,,,,,,0,,79,74
52952,note_on,,4,0,2,,,,,,,0,,76,66
52971,note_off,,19,0,2,,,,,,,0,,78,0
52973,note_off,,2,0,2,,,,,,,0,,75,0
53142,note_on,,0,0,2,,,,,,,0,,80,44
53142,note_on,,169,0,2,,,,,,,0,,77,72
53163,note_off,,21,0,2,,,,,,,0,,76,0
53165,note_off,,2,0,2,,,,,,,0,,79,0
53347,note_on,,182,0,2,,,,,,,0,,78,56
53348,note_on,,1,0,2,,,,,,,0,,81,70
53351,note_on,,412,0,3,,,,,,,0,,63,74
53372,note_off,,24,0,2,,,,,,,0,,80,0
53372,note_off,,0,0,2,,,,,,,0,,77,0
53547,note_on,,175,0,2,,,,,,,0,,82,60
53548,note_on,,1,0,2,,,,,,,0,,79,64
53568,note_off,,20,0,2,,,,,,,0,,78,0
53569,note_off,,1,0,2,,,,,,,0,,81,0
53745,note_on,,176,0,2,,,,,,,0,,80,48
53748,note_on,,3,0,2,,,,,,,0,,83,74
53749,note_on,,398,0,3,,,,,,,0,,49,74
53767,note_off,,19,0,2,,,,,,,0,,82,0
53769,note_off,,2,0,2,,,,,,,0,,79,0
53780,note_off,,31,0,3,,,,,,,0,,59,0
53782,note_off,,2,0,3,,,,,,,0,,47,0
53793,note_off,,11,0,3,,,,,,,0,,63,0
53798,note_off,,5,0,3,,,,,,,0,,54,0
53942,note_on,,173,0,2,,,,,,,0,,79,60
53944,note_on,,2,0,2,,,,,,,0,,82,50
53963,note_off,,19,0,2,,,,,,,0,,83,0
53973,note_off,,10,0,2,,,,,,,0,,80,0
54133,note_on,,160,0,2,,,,,,,0,,78,43
54136,note_on,,338,0,3,,,,,,,0,,52,64
54138,note_on,,5,0,2,,,,,,,0,,81,51
54158,note_off,,20,0,2,,,,,,,0,,79,0
54160,note_off,,2,0,2,,,,,,,0,,82,0
54315,note_on,,155,0,2,,,,,,,0,,80,42
54316,note_on,,1,0,2,,,,,,,0,,77,62
54336,note_off,,20,0,2,,,,,,,0,,81,0
54357,note_off,,21,0,2,,,,,,,0,,78,0
54432,note_off,,75,0,2,,,,,,,0,,77,0
54515,note_on,,83,0,2,,,,,,,0,,76,56
54516,note_on,,380,0,3,,,,,,,0,,58,62
54519,note_on,,4,0,2,,,,,,,0,,79,60
54541,note_off,,22,0,2,,,,,,,0,,80,0
54690,note_on,,149,0,2,,,,,,,0,,78,50
54692,note_on,,2,0,2,,,,,,,0,,75,39
54713,note_off,,0,0,2,,,,,,,0,,76,0
54713,note_off,,21,0,2,,,,,,,0,,79,0
54878,note_on,,165,0,2,,,,,,,0,,74,54
54882,note_on,,4,0,2,,,,,,,0,,77,58
54891,note_on,,375,0,3,,,,,,,0,,61,76
54903,note_off,,21,0,2,,,,,,,0,,78,0
54905,note_off,,2,0,2,,,,,,,0,,75,0
55061,note_on,,156,0,2,,,,,,,0,,73,37
55067,note_on,,6,0,2,,,,,,,0,,76,53
55086,note_off,,19,0,2,,,,,,,0,,74,0
55105,note_off,,19,0,2,,,,,,,0,,77,0
55248,note_on,,357,0,3,,,,,,,0,,51,68
55250,note_on,,0,0,2,,,,,,,0,,72,53
55250,note_on,,145,0,2,,,,,,,0,,75,44
55264,note_off,,16,0,3,,,,,,,0,,52,0
55272,note_off,,22,0,2,,,,,,,0,,76,0
55275,note_off,,3,0,2,,,,,,,0,,73,0
55276,note_off,,12,0,3,,,,,,,0,,58,0
55292,note_off,,16,0,3,,,,,,,0,,49,0
55301,note_off,,9,0,3,,,,,,,0,,61,0
55402,note_off,,127,0,2,,,,,,,0,,72,0
55451,note_on,,49,0,2,,,,,,,0,,71,46
55461,note_on,,10,0,2,,,,,,,0,,74,62
55480,note_off,,19,0,2,,,,,,,0,,75,0
55584,set_tempo,306120,14688,1,0,,,,,,,,,,
55630,note_on,,329,0,3,,,,,,,0,,56,49
55636,note_on,,156,0,2,,,,,,,0,,73,46
55639,note_on,,3,0,2,,,,,,,0,,70,39
55662,note_off,,23,0,2,,,,,,,0,,74,0
55664,note_off,,2,0,2,,,,,,,0,,71,0
55680,set_tempo,307239,96,1,0,,,,,,,,,,
55776,set_tempo,308388,96,1,0,,,,,,,,,,
55832,note_on,,168,0,2,,,,,,,0,,69,58
55850,note_on,,0,0,2,,,,,,,0,,72,58
55850,note_off,,18,0,2,,,,,,,0,,70,0
55856,note_off,,6,0,2,,,,,,,0,,73,0
55872,set_tempo,309537,96,1,0,,,,,,,,,,
55968,set_tempo,310686,96,1,0,,,,,,,,,,
56032,note_on,,176,0,2,,,,,,,0,,71,62
56032,note_on,,0,0,2,,,,,,,0,,68,31
56044,note_on,,414,0,3,,,,,,,0,,59,72
56055,note_off,,23,0,2,,,,,,,0,,72,0
56058,note_off,,3,0,2,,,,,,,0,,69,0
56064,set_tempo,311868,96,1,0,,,,,,,,,,
56160,set_tempo,313047,96,1,0,,,,,,,,,,
56216,note_on,,158,0,2,,,,,,,0,,69,53
56217,note_on,,1,0,2,,,,,,,0,,72,60
56233,note_off,,16,0,2,,,,,,,0,,71,0
56238,note_off,,5,0,2,,,,,,,0,,68,0
56256,set_tempo,314225,96,1,0,,,,,,,,,,
56352,set_tempo,315425,96,1,0,,,,,,,,,,
56412,note_on,,0,0,2,,,,,,,0,,73,53
56412,note_on,,174,0,2,,,,,,,0,,70,49
56418,note_on,,374,0,3,,,,,,,0,,63,50
56429,note_off,,17,0,2,,,,,,,0,,72,0
56438,note_off,,9,0,2,,,,,,,0,,69,0
56448,set_tempo,316624,96,1,0,,,,,,,,,,
56544,set_tempo,317835,96,1,0,,,,,,,,,,
56608,note_on,,170,0,2,,,,,,,0,,74,74
56609,note_on,,1,0,2,,,,,,,0,,71,60
56632,note_off,,23,0,2,,,,,,,0,,70,0
56633,note_off,,1,0,2,,,,,,,0,,73,0
56640,set_tempo,319065,96,1,0,,,,,,,,,,
56654,note_off,,236,0,3,,,,,,,0,,51,0
56736,set_tempo,320294,96,1,0,,,,,,,,,,
56787,note_on,,133,0,3,,,,,,,0,,51,47
56796,note_off,,9,0,3,,,,,,,0,,59,0
56801,note_on,,168,0,2,,,,,,,0,,75,52
56803,note_on,,2,0,2,,,,,,,0,,72,64
56812,note_off,,16,0,3,,,,,,,0,,56,0
56824,note_off,,21,0,2,,,,,,,0,,74,0
56825,note_off,,13,0,3,,,,,,,0,,63,0
56832,set_tempo,321532,96,1,0,,,,,,,,,,
56837,note_off,,13,0,2,,,,,,,0,,71,0
56928,set_tempo,322784,96,1,0,,,,,,,,,,
57000,note_on,,0,0,2,,,,,,,0,,73,52
57000,note_on,,163,0,2,,,,,,,0,,76,68
57024,set_tempo,324054,96,1,0,,,,,,,,,,
57027,note_off,,27,0,2,,,,,,,0,,72,0
57028,note_off,,1,0,2,,,,,,,0,,75,0
57120,set_tempo,325311,96,1,0,,,,,,,,,,
57190,note_on,,162,0,2,,,,,,,0,,77,72
57196,note_on,,6,0,2,,,,,,,0,,74,56
57202,note_on,,377,0,3,,,,,,,0,,55,58
57214,note_off,,18,0,2,,,,,,,0,,73,0
57216,set_tempo,326591,96,1,0,,,,,,,,,,
57221,note_off,,7,0,2,,,,,,,0,,76,0
57312,set_tempo,327891,96,1,0,,,,,,,,,,
57384,note_on,,163,0,2,,,,,,,0,,75,66
57384,note_on,,0,0,2,,,,,,,0,,78,72
57407,note_off,,23,0,2,,,,,,,0,,77,0
57408,set_tempo,329181,96,1,0,,,,,,,,,,
57409,note_off,,2,0,2,,,,,,,0,,74,0
57504,set_tempo,330501,96,1,0,,,,,,,,,,
57570,note_on,,161,0,2,,,,,,,0,,79,72
57571,note_on,,1,0,2,,,,,,,0,,76,56
57577,note_on,,375,0,3,,,,,,,0,,61,50
57594,note_off,,23,0,2,,,,,,,0,,78,0
57598,note_off,,4,0,2,,,,,,,0,,75,0
57600,set_tempo,331831,96,1,0,,,,,,,,,,
57696,set_tempo,333160,96,1,0,,,,,,,,,,
57762,note_on,,0,0,2,,,,,,,0,,78,50
57762,note_on,,164,0,2,,,,,,,0,,75,46
57788,note_off,,26,0,2,,,,,,,0,,76,0
57790,note_off,,2,0,2,,,,,,,0,,79,0
57792,set_tempo,334497,96,1,0,,,,,,,,,,
57888,set_tempo,335860,96,1,0,,,,,,,,,,
57917,note_on,,340,0,3,,,,,,,0,,63,40
57959,note_on,,169,0,2,,,,,,,0,,74,62
57964,note_on,,5,0,2,,,,,,,0,,77,58
57980,note_off,,16,0,2,,,,,,,0,,75,0
57984,set_tempo,337230,96,1,0,,,,,,,,,,
57985,note_off,,5,0,2,,,,,,,0,,78,0
58080,set_tempo,338587,96,1,0,,,,,,,,,,
58151,note_on,,166,0,2,,,,,,,0,,73,33
58158,note_on,,7,0,2,,,,,,,0,,76,56
58176,set_tempo,339987,96,1,0,,,,,,,,,,
58179,note_off,,21,0,2,,,,,,,0,,74,0
58191,note_off,,12,0,2,,,,,,,0,,77,0
58297,note_off,,380,0,3,,,,,,,0,,51,0
58298,note_off,,1,0,3,,,,,,,0,,61,0
58301,note_off,,3,0,3,,,,,,,0,,63,0
58303,note_off,,2,0,3,,,,,,,0,,55,0
58326,note_off,,135,0,2,,,,,,,0,,73,0
58327,note_off,,1,0,2,,,,,,,0,,76,0
58368,set_tempo,341390,192,1,0,,,,,,,,,,
58369,note_on,,42,0,2,,,,,,,0,,75,45
58370,note_on,,67,0,3,,,,,,,0,,44,62
58370,note_on,,1,0,2,,,,,,,0,,71,46
58464,set_tempo,335190,96,1,0,,,,,,,,,,
58506,control_change,,136,0,2,,,,,10,64,0,,,
58553,note_on,,47,0,2,,,,,,,0,,73,30
58559,note_on,,6,0,2,,,,,,,0,,76,35
58560,set_tempo,329210,96,1,0,,,,,,,,,,
58565,note_off,,6,0,2,,,,,,,0,,75,0
58572,control_change,,202,0,3,,,,,10,64,0,,,
58574,note_off,,9,0,2,,,,,,,0,,71,0
58588,control_change,,6390,0,5,,,,,64,127,0,,,
58656,set_tempo,323450,96,1,0,,,,,,,,,,
58722,note_on,,150,0,3,,,,,,,0,,51,45
58748,note_on,,174,0,2,,,,,,,0,,75,42
58750,note_on,,2,0,2,,,,,,,0,,71,33
58752,set_tempo,317880,96,1,0,,,,,,,,,,
58770,note_off,,20,0,2,,,,,,,0,,76,0
58777,note_off,,7,0,2,,,,,,,0,,73,0
58784,note_off,,62,0,3,,,,,,,0,,44,0
58848,set_tempo,308480,96,1,0,,,,,,,,,,
58942,note_on,,165,0,2,,,,,,,0,,73,39
58949,note_on,,7,0,2,,,,,,,0,,76,44
58965,note_off,,16,0,2,,,,,,,0,,71,0
58966,note_off,,1,0,2,,,,,,,0,,75,0
59115,note_on,,331,0,3,,,,,,,0,,59,58
59137,note_on,,171,0,2,,,,,,,0,,75,37
59140,note_on,,3,0,2,,,,,,,0,,71,46
59157,note_off,,17,0,2,,,,,,,0,,76,0
59164,note_off,,7,0,2,,,,,,,0,,73,0
59169,note_off,,54,0,3,,,,,,,0,,51,0
59323,note_on,,159,0,2,,,,,,,0,,73,43
59327,note_on,,4,0,2,,,,,,,0,,76,56
59344,note_off,,17,0,2,,,,,,,0,,71,0
59346,note_off,,2,0,2,,,,,,,0,,75,0
59390,note_off,,221,0,3,,,,,,,0,,59,0
59413,control_change,,825,0,5,,,,,64,0,0,,,
59493,note_on,,103,0,3,,,,,,,0,,43,70
59513,note_on,,0,0,2,,,,,,,0,,75,45
59513,note_on,,167,0,2,,,,,,,0,,71,47
59533,note_off,,20,0,2,,,,,,,0,,76,0
59539,note_off,,6,0,2,,,,,,,0,,73,0
59700,note_on,,161,0,2,,,,,,,0,,73,39
59702,note_on,,2,0,2,,,,,,,0,,76,51
59718,note_off,,16,0,2,,,,,,,0,,71,0
59723,note_off,,5,0,2,,,,,,,0,,75,0
59891,note_on,,398,0,3,,,,,,,0,,44,84
59895,note_on,,0,0,2,,,,,,,0,,75,43
59895,note_on,,172,0,2,,,,,,,0,,71,47
59904,note_off,,9,0,2,,,,,,,0,,76,0
59922,note_off,,18,0,2,,,,,,,0,,73,0
59933,note_off,,42,0,3,,,,,,,0,,43,0
60077,note_on,,155,0,2,,,,,,,0,,73,41
60081,note_on,,4,0,2,,,,,,,0,,76,56
60096,note_off,,15,0,2,,,,,,,0,,71,0
60102,note_off,,6,0,2,,,,,,,0,,75,0
60195,control_change,,782,0,5,,,,,64,127,0,,,
60257,note_on,,324,0,3,,,,,,,0,,51,50
60278,note_on,,176,0,2,,,,,,,0,,75,43
60280,note_on,,2,0,2,,,,,,,0,,71,56
60287,note_off,,7,0,2,,,,,,,0,,76,0
60306,note_off,,19,0,2,,,,,,,0,,73,0
60459,note_on,,153,0,2,,,,,,,0,,73,43
60463,note_on,,4,0,2,,,,,,,0,,76,58
60476,note_off,,13,0,2,,,,,,,0,,71,0
60484,note_off,,8,0,2,,,,,,,0,,75,0
60648,note_on,,391,0,3,,,,,,,0,,59,64
60654,note_on,,170,0,2,,,,,,,0,,75,31
60655,note_on,,1,0,2,,,,,,,0,,71,49
60658,note_off,,3,0,2,,,,,,,0,,76,0
60679,note_off,,21,0,2,,,,,,,0,,73,0
60690,note_off,,42,0,3,,,,,,,0,,51,0
60842,note_on,,163,0,2,,,,,,,0,,73,39
60847,note_on,,5,0,2,,,,,,,0,,76,47
60862,note_off,,15,0,2,,,,,,,0,,71,0
60865,note_off,,3,0,2,,,,,,,0,,75,0
60956,control_change,,761,0,5,,,,,64,0,0,,,
60957,note_off,,267,0,3,,,,,,,0,,44,0
60968,note_off,,11,0,3,,,,,,,0,,59,0
61013,note_on,,45,0,3,,,,,,,0,,39,84
61031,note_on,,166,0,2,,,,,,,0,,75,41
61033,note_on,,2,0,2,,,,,,,0,,71,48
61046,note_off,,13,0,2,,,,,,,0,,76,0
61054,note_off,,8,0,2,,,,,,,0,,73,0
61228,note_on,,174,0,2,,,,,,,0,,73,43
61233,note_on,,5,0,2,,,,,,,0,,76,50
61248,note_off,,15,0,2,,,,,,,0,,71,0
61253,note_off,,5,0,2,,,,,,,0,,75,0
61410,note_on,,397,0,3,,,,,,,0,,44,58
61429,note_on,,176,0,2,,,,,,,0,,75,48
61430,note_on,,1,0,2,,,,,,,0,,71,50
61446,note_off,,36,0,3,,,,,,,0,,39,0
61449,note_off,,19,0,2,,,,,,,0,,76,0
61452,note_off,,3,0,2,,,,,,,0,,73,0
61616,note_on,,164,0,2,,,,,,,0,,73,43
61618,note_on,,2,0,2,,,,,,,0,,76,53
61636,note_off,,18,0,2,,,,,,,0,,71,0
61640,note_off,,4,0,2,,,,,,,0,,75,0
61688,control_change,,732,0,5,,,,,64,127,0,,,
61784,note_on,,338,0,3,,,,,,,0,,51,44
61795,note_off,,155,0,2,,,,,,,0,,76,0
61798,note_on,,3,0,2,,,,,,,0,,75,41
61799,note_on,,1,0,2,,,,,,,0,,71,51
61813,note_off,,14,0,2,,,,,,,0,,73,0
61991,note_on,,178,0,2,,,,,,,0,,70,41
61993,note_on,,2,0,2,,,,,,,0,,74,58
62010,note_off,,17,0,2,,,,,,,0,,71,0
62017,note_off,,7,0,2,,,,,,,0,,75,0
62171,note_on,,387,0,3,,,,,,,0,,59,51
62193,note_on,,176,0,2,,,,,,,0,,75,41
62196,note_on,,3,0,2,,,,,,,0,,71,58
62198,note_off,,2,0,2,,,,,,,0,,74,0
62198,note_off,,27,0,3,,,,,,,0,,51,0
62210,note_off,,12,0,2,,,,,,,0,,70,0
62387,note_on,,177,0,2,,,,,,,0,,73,41
62388,note_on,,1,0,2,,,,,,,0,,76,56
62411,note_off,,23,0,2,,,,,,,0,,71,0
62413,note_off,,215,0,3,,,,,,,0,,44,0
62414,note_off,,3,0,2,,,,,,,0,,75,0
62436,note_off,,23,0,3,,,,,,,0,,59,0
62462,control_change,,774,0,5,,,,,64,0,0,,,
62567,note_on,,131,0,3,,,,,,,0,,49,49
62582,note_off,,168,0,2,,,,,,,0,,76,0
62582,note_on,,0,0,2,,,,,,,0,,75,37
62583,note_on,,1,0,2,,,,,,,0,,71,60
62605,note_off,,22,0,2,,,,,,,0,,73,0
62769,note_on,,164,0,2,,,,,,,0,,70,42
62773,note_on,,4,0,2,,,,,,,0,,74,64
62793,note_off,,20,0,2,,,,,,,0,,71,0
62794,note_off,,1,0,2,,,,,,,0,,75,0
62940,note_on,,373,0,3,,,,,,,0,,47,70
62964,note_on,,170,0,2,,,,,,,0,,75,44
62967,note_on,,3,0,2,,,,,,,0,,71,56
62980,note_off,,13,0,2,,,,,,,0,,70,0
62983,note_off,,3,0,2,,,,,,,0,,74,0
63002,note_off,,62,0,3,,,,,,,0,,49,0
63176,note_on,,193,0,2,,,,,,,0,,73,33
63178,note_on,,2,0,2,,,,,,,0,,76,60
63190,control_change,,728,0,5,,,,,64,127,0,,,
63199,note_off,,21,0,2,,,,,,,0,,75,0
63204,note_off,,5,0,2,,,,,,,0,,71,0
63346,note_on,,344,0,3,,,,,,,0,,51,60
63368,note_on,,0,0,2,,,,,,,0,,75,42
63368,note_off,,164,0,2,,,,,,,0,,76,0
63372,note_on,,4,0,2,,,,,,,0,,71,53
63389,note_off,,17,0,2,,,,,,,0,,73,0
63550,note_on,,161,0,2,,,,,,,0,,70,49
63554,note_on,,4,0,2,,,,,,,0,,74,58
63573,note_off,,19,0,2,,,,,,,0,,71,0
63578,note_off,,5,0,2,,,,,,,0,,75,0
63734,note_on,,156,0,2,,,,,,,0,,75,46
63739,note_on,,5,0,2,,,,,,,0,,71,64
63743,note_on,,397,0,3,,,,,,,0,,59,58
63749,note_off,,10,0,2,,,,,,,0,,74,0
63755,note_off,,6,0,2,,,,,,,0,,70,0
63783,note_off,,40,0,3,,,,,,,0,,51,0
63919,note_on,,164,0,2,,,,,,,0,,73,39
63921,note_on,,2,0,2,,,,,,,0,,76,66
63940,note_off,,19,0,2,,,,,,,0,,71,0
63942,note_off,,2,0,2,,,,,,,0,,75,0
63980,note_off,,197,0,3,,,,,,,0,,59,0
63996,note_off,,16,0,3,,,,,,,0,,47,0
64027,control_change,,837,0,5,,,,,64,0,0,,,
64099,note_on,,157,0,2,,,,,,,0,,75,43
64103,note_off,,4,0,2,,,,,,,0,,76,0
64104,note_on,,1,0,2,,,,,,,0,,71,49
64105,note_on,,109,0,3,,,,,,,0,,39,74
64122,note_off,,18,0,2,,,,,,,0,,73,0
64280,note_on,,158,0,2,,,,,,,0,,70,39
64285,note_on,,5,0,2,,,,,,,0,,74,68
64297,note_off,,12,0,2,,,,,,,0,,75,0
64307,note_off,,10,0,2,,,,,,,0,,71,0
64472,note_off,,165,0,2,,,,,,,0,,74,0
64473,note_on,,1,0,2,,,,,,,0,,75,46
64474,note_on,,1,0,2,,,,,,,0,,71,64
64477,note_on,,372,0,3,,,,,,,0,,44,72
64484,note_off,,10,0,2,,,,,,,0,,70,0
64516,note_off,,39,0,3,,,,,,,0,,39,0
64651,control_change,,624,0,5,,,,,64,127,0,,,
64669,note_on,,185,0,2,,,,,,,0,,73,43
64670,note_on,,1,0,2,,,,,,,0,,76,62
64689,note_off,,19,0,2,,,,,,,0,,71,0
64691,note_off,,2,0,2,,,,,,,0,,75,0
64752,note_off,,236,0,3,,,,,,,0,,44,0
64869,note_on,,117,0,3,,,,,,,0,,68,56
64871,note_on,,2,0,3,,,,,,,0,,63,64
64873,note_on,,2,0,3,,,,,,,0,,59,76
64877,note_on,,186,0,2,,,,,,,0,,74,68
64878,note_on,,1,0,2,,,,,,,0,,77,62
64897,note_off,,19,0,2,,,,,,,0,,73,0
64901,note_off,,4,0,2,,,,,,,0,,76,0
65079,note_on,,178,0,2,,,,,,,0,,75,58
65080,note_on,,1,0,2,,,,,,,0,,78,64
65099,note_off,,19,0,2,,,,,,,0,,77,0
65099,note_off,,0,0,2,,,,,,,0,,74,0
65192,note_off,,319,0,3,,,,,,,0,,59,0
65207,note_off,,15,0,3,,,,,,,0,,63,0
65208,note_off,,1,0,3,,,,,,,0,,68,0
65268,note_on,,169,0,2,,,,,,,0,,79,72
65268,note_on,,60,0,3,,,,,,,0,,68,64
65269,note_on,,1,0,3,,,,,,,0,,63,53
65270,note_on,,2,0,2,,,,,,,0,,76,62
65273,note_on,,4,0,3,,,,,,,0,,59,62
65288,note_off,,18,0,2,,,,,,,0,,78,0
65288,note_off,,0,0,2,,,,,,,0,,75,0
65451,note_on,,163,0,2,,,,,,,0,,80,43
65452,note_on,,1,0,2,,,,,,,0,,77,72
65469,note_off,,17,0,2,,,,,,,0,,79,0
65475,note_off,,6,0,2,,,,,,,0,,76,0
65608,note_off,,335,0,3,,,,,,,0,,59,0
65609,note_off,,1,0,3,,,,,,,0,,63,0
65640,note_on,,165,0,2,,,,,,,0,,78,51
65642,note_on,,2,0,2,,,,,,,0,,81,66
65644,note_on,,35,0,3,,,,,,,0,,63,72
65647,note_on,,3,0,3,,,,,,,0,,66,60
65648,note_on,,1,0,3,,,,,,,0,,59,66
65659,note_off,,17,0,2,,,,,,,0,,80,0
65665,note_off,,6,0,2,,,,,,,0,,77,0
65705,note_off,,57,0,3,,,,,,,0,,68,0
65832,note_on,,167,0,2,,,,,,,0,,79,64
65833,note_on,,1,0,2,,,,,,,0,,82,58
65838,note_off,,5,0,2,,,,,,,0,,81,0
65850,note_off,,12,0,2,,,,,,,0,,78,0
65956,note_off,,251,0,3,,,,,,,0,,66,0
65960,note_off,,4,0,3,,,,,,,0,,63,0
65968,note_off,,8,0,3,,,,,,,0,,59,0
66002,note_on,,34,0,3,,,,,,,0,,63,51
66006,note_on,,4,0,3,,,,,,,0,,66,66
66007,note_on,,1,0,3,,,,,,,0,,59,68
66007,control_change,,1356,0,5,,,,,64,0,0,,,
66024,note_on,,174,0,2,,,,,,,0,,80,51
66025,note_on,,1,0,2,,,,,,,0,,83,74
66045,note_off,,20,0,2,,,,,,,0,,82,0
66051,note_off,,6,0,2,,,,,,,0,,79,0
66223,note_on,,172,0,2,,,,,,,0,,84,64
66225,note_on,,2,0,2,,,,,,,0,,81,56
66243,note_off,,18,0,2,,,,,,,0,,80,0
66245,note_off,,2,0,2,,,,,,,0,,83,0
66340,note_off,,333,0,3,,,,,,,0,,59,0
66374,note_off,,34,0,3,,,,,,,0,,66,0
66400,note_on,,26,0,3,,,,,,,0,,64,68
66402,note_on,,2,0,3,,,,,,,0,,56,46
66403,note_on,,1,0,3,,,,,,,0,,59,70
66409,note_on,,164,0,2,,,,,,,0,,82,66
66411,note_on,,2,0,2,,,,,,,0,,85,84
66422,note_off,,19,0,3,,,,,,,0,,63,0
66428,note_off,,17,0,2,,,,,,,0,,84,0
66434,note_off,,6,0,2,,,,,,,0,,81,0
66599,note_on,,165,0,2,,,,,,,0,,86,74
66600,note_on,,1,0,2,,,,,,,0,,83,68
66616,note_off,,16,0,2,,,,,,,0,,85,0
66619,note_off,,3,0,2,,,,,,,0,,82,0
66754,note_off,,332,0,3,,,,,,,0,,59,0
66759,note_off,,5,0,3,,,,,,,0,,56,0
66761,note_off,,2,0,3,,,,,,,0,,64,0
66784,note_on,,23,0,3,,,,,,,0,,64,68
66784,note_on,,165,0,2,,,,,,,0,,87,60
66786,note_on,,2,0,2,,,,,,,0,,84,68
66786,note_on,,2,0,3,,,,,,,0,,59,68
66793,note_on,,7,0,3,,,,,,,0,,56,56
66801,note_off,,15,0,2,,,,,,,0,,86,0
66812,note_off,,11,0,2,,,,,,,0,,83,0
66981,note_on,,0,0,2,,,,,,,0,,88,76
66981,note_on,,169,0,2,,,,,,,0,,85,52
67004,note_off,,0,0,2,,,,,,,0,,87,0
67004,note_off,,23,0,2,,,,,,,0,,84,0
67123,note_off,,330,0,3,,,,,,,0,,59,0
67156,note_on,,33,0,3,,,,,,,0,,56,56
67157,note_on,,1,0,3,,,,,,,0,,59,64
67160,note_on,,3,0,3,,,,,,,0,,63,53
67170,note_off,,10,0,3,,,,,,,0,,56,0
67179,note_on,,175,0,2,,,,,,,0,,89,64
67184,note_on,,5,0,2,,,,,,,0,,86,64
67193,note_off,,23,0,3,,,,,,,0,,64,0
67198,note_off,,14,0,2,,,,,,,0,,85,0
67201,note_off,,3,0,2,,,,,,,0,,88,0
67317,note_on,,124,0,3,,,,,,,0,,56,24
67341,note_off,,24,0,3,,,,,,,0,,56,0
67367,note_on,,166,0,2,,,,,,,0,,87,64
67371,note_on,,4,0,2,,,,,,,0,,90,80
67390,note_off,,19,0,2,,,,,,,0,,89,0
67391,note_off,,1,0,2,,,,,,,0,,86,0
67517,note_off,,176,0,3,,,,,,,0,,56,0
67517,note_off,,0,0,3,,,,,,,0,,59,0
67526,note_off,,9,0,3,,,,,,,0,,63,0
67569,note_on,,0,0,2,,,,,,,0,,91,78
67569,note_on,,178,0,2,,,,,,,0,,88,70
67570,note_on,,0,0,3,,,,,,,0,,63,66
67570,note_on,,44,0,3,,,,,,,0,,59,64
67578,note_on,,8,0,3,,,,,,,0,,56,62
67583,note_off,,14,0,2,,,,,,,0,,90,0
67587,note_off,,4,0,2,,,,,,,0,,87,0
67756,note_on,,169,0,2,,,,,,,0,,89,78
67757,note_on,,1,0,2,,,,,,,0,,92,68
67773,note_off,,16,0,2,,,,,,,0,,91,0
67779,note_off,,6,0,2,,,,,,,0,,88,0
67893,note_off,,315,0,3,,,,,,,0,,56,0
67938,note_on,,45,0,3,,,,,,,0,,56,46
67939,note_on,,1,0,3,,,,,,,0,,61,94
67942,note_on,,3,0,3,,,,,,,0,,51,37
67943,note_on,,164,0,2,,,,,,,0,,90,74
67944,note_on,,1,0,2,,,,,,,0,,93,84
67945,note_off,,3,0,3,,,,,,,0,,59,0
67963,note_off,,19,0,2,,,,,,,0,,92,0
67966,note_off,,3,0,2,,,,,,,0,,89,0
67967,note_off,,22,0,3,,,,,,,0,,63,0
68136,note_off,,170,0,2,,,,,,,0,,93,0
68139,note_on,,3,0,2,,,,,,,0,,94,76
68141,note_on,,2,0,2,,,,,,,0,,91,74
68164,note_off,,23,0,2,,,,,,,0,,90,0
68279,note_off,,312,0,3,,,,,,,0,,61,0
68283,note_off,,4,0,3,,,,,,,0,,51,0
68286,note_off,,3,0,3,,,,,,,0,,56,0
68320,note_on,,34,0,3,,,,,,,0,,61,82
68320,note_off,,156,0,2,,,,,,,0,,91,0
68327,note_on,,7,0,3,,,,,,,0,,51,84
68329,note_on,,2,0,3,,,,,,,0,,56,56
68337,note_off,,17,0,2,,,,,,,0,,94,0
68345,note_on,,8,0,2,,,,,,,0,,92,90
68346,note_on,,1,0,2,,,,,,,0,,95,90
68471,note_off,,125,0,2,,,,,,,0,,92,0
68474,note_off,,3,0,2,,,,,,,0,,95,0
68659,note_off,,330,0,3,,,,,,,0,,56,0
68680,note_off,,21,0,3,,,,,,,0,,51,0
68716,note_on,,0,0,3,,,,,,,0,,59,84
68716,note_on,,36,0,3,,,,,,,0,,56,54
68721,note_on,,5,0,3,,,,,,,0,,51,70
68745,note_off,,24,0,3,,,,,,,0,,61,0
69087,note_off,,342,0,3,,,,,,,0,,51,0
69091,note_off,,4,0,3,,,,,,,0,,59,0
69098,note_off,,7,0,3,,,,,,,0,,56,0
69113,note_on,,15,0,3,,,,,,,0,,56,49
69114,note_on,,1,0,3,,,,,,,0,,59,70
69122,note_on,,8,0,3,,,,,,,0,,51,68
