tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,control,value,channel,program,note,velocity
3358,note_on,,,,,38,0,1,,,,,,0,,74,0
3360,note_on,,,,,0,0,2,,,,,,1,,62,0
3360,note_on,,,,,0,0,2,,,,,,1,,50,30
3360,set_tempo,,,,,48,1,0,,363636,,,,,,,
3360,note_on,,,,,0,0,2,,,,,,1,,57,0
3360,note_on,,,,,40,0,2,,,,,,1,,65,0
3384,note_on,,,,,24,0,2,,,,,,1,,50,0
3408,set_tempo,,,,,48,1,0,,535714,,,,,,,
3408,note_on,,,,,50,0,1,,,,,,0,,75,54
3410,control_change,,,,,2,0,1,,,,64,0,0,,,
3410,control_change,,,,,26,0,2,,,,64,0,1,,,
3456,control_change,,,,,0,0,1,,,,64,0,0,,,
3456,note_on,,,,,0,0,1,,,,,,0,,72,42
3456,note_on,,,,,46,0,1,,,,,,0,,75,0
3456,set_tempo,,,,,48,1,0,,444444,,,,,,,
3456,note_on,,,,,46,0,2,,,,,,1,,53,24
3456,note_on,,,,,0,0,2,,,,,,1,,57,26
3456,note_on,,,,,0,0,2,,,,,,1,,63,30
3456,control_change,,,,,0,0,2,,,,64,0,1,,,
3464,control_change,,,,,8,0,1,,,,64,127,0,,,
3464,control_change,,,,,8,0,2,,,,64,127,1,,,
3502,note_on,,,,,38,0,1,,,,,,0,,72,0
3504,note_on,,,,,0,0,2,,,,,,1,,54,26
3504,note_on,,,,,0,0,2,,,,,,1,,53,0
3504,set_tempo,,,,,48,1,0,,535714,,,,,,,
3504,note_on,,,,,40,0,2,,,,,,1,,63,0
3504,note_on,,,,,0,0,2,,,,,,1,,57,0
3528,note_on,,,,,24,0,2,,,,,,1,,54,0
3552,note_on,,,,,50,0,1,,,,,,0,,74,43
3552,set_tempo,,,,,48,1,0,,800000,,,,,,,
3554,control_change,,,,,26,0,2,,,,64,0,1,,,
3554,control_change,,,,,2,0,1,,,,64,0,0,,,
3600,note_on,,,,,0,0,2,,,,,,1,,62,26
3600,control_change,,,,,0,0,2,,,,64,0,1,,,
3600,note_on,,,,,0,0,1,,,,,,0,,67,38
3600,set_tempo,,,,,48,1,0,,555556,,,,,,,
3600,note_on,,,,,46,0,2,,,,,,1,,55,22
3600,note_on,,,,,46,0,1,,,,,,0,,74,0
3600,note_on,,,,,0,0,2,,,,,,1,,58,24
3600,control_change,,,,,0,0,1,,,,64,0,0,,,
3608,control_change,,,,,8,0,2,,,,64,127,1,,,
3608,control_change,,,,,8,0,1,,,,64,127,0,,,
3648,note_on,,,,,0,0,2,,,,,,1,,55,0
3648,note_on,,,,,0,0,2,,,,,,1,,58,0
3648,note_on,,,,,40,0,2,,,,,,1,,62,0
3648,note_on,,,,,0,0,2,,,,,,1,,43,36
3648,set_tempo,,,,,48,1,0,,400000,,,,,,,
3672,note_on,,,,,24,0,2,,,,,,1,,43,0
3694,note_on,,,,,86,0,1,,,,,,0,,67,0
3696,note_on,,,,,2,0,1,,,,,,0,,70,48
3696,set_tempo,,,,,48,1,0,,444444,,,,,,,
3698,control_change,,,,,2,0,1,,,,64,0,0,,,
3698,control_change,,,,,26,0,2,,,,64,0,1,,,
3744,note_on,,,,,0,0,1,,,,,,0,,69,42
3744,note_on,,,,,46,0,1,,,,,,0,,70,0
3744,note_on,,,,,46,0,2,,,,,,1,,55,24
3744,note_on,,,,,0,0,2,,,,,,1,,63,28
3744,control_change,,,,,0,0,2,,,,64,0,1,,,
3744,note_on,,,,,0,0,2,,,,,,1,,60,26
3744,control_change,,,,,0,0,1,,,,64,0,0,,,
3744,set_tempo,,,,,48,1,0,,410959,,,,,,,
3752,control_change,,,,,8,0,1,,,,64,127,0,,,
3752,control_change,,,,,8,0,2,,,,64,127,1,,,
3768,note_on,,,,,0,0,1,,,,,,0,,70,44
3768,set_tempo,,,,,24,1,0,,422535,,,,,,,
3768,note_on,,,,,16,0,1,,,,,,0,,69,0
3792,set_tempo,,,,,24,1,0,,458015,,,,,,,
3792,note_on,,,,,0,0,2,,,,,,1,,55,0
3792,note_on,,,,,0,0,2,,,,,,1,,43,38
3792,note_on,,,,,40,0,2,,,,,,1,,63,0
3792,note_on,,,,,24,0,1,,,,,,0,,70,0
3792,note_on,,,,,0,0,1,,,,,,0,,67,43
3792,note_on,,,,,0,0,2,,,,,,1,,60,0
3816,note_on,,,,,24,0,2,,,,,,1,,43,0
3840,note_on,,,,,48,0,1,,,,,,0,,67,0
3840,note_on,,,,,0,0,1,,,,,,0,,69,55
3840,set_tempo,,,,,48,1,0,,333333,,,,,,,
3842,control_change,,,,,2,0,1,,,,64,0,0,,,
3842,control_change,,,,,26,0,2,,,,64,0,1,,,
3888,note_on,,,,,46,0,2,,,,,,1,,55,30
3888,note_on,,,,,0,0,2,,,,,,1,,62,34
3888,note_on,,,,,0,0,1,,,,,,0,,70,58
3888,note_on,,,,,46,0,1,,,,,,0,,69,0
3888,control_change,,,,,0,0,2,,,,64,0,1,,,
3888,control_change,,,,,0,0,1,,,,64,0,0,,,
3888,set_tempo,,,,,48,1,0,,392157,,,,,,,
3888,note_on,,,,,0,0,2,,,,,,1,,58,32
3896,control_change,,,,,8,0,2,,,,64,127,1,,,
3896,control_change,,,,,8,0,1,,,,64,127,0,,,
3912,set_tempo,,,,,24,1,0,,363636,,,,,,,
3912,note_on,,,,,16,0,1,,,,,,0,,70,0
3912,note_on,,,,,0,0,1,,,,,,0,,72,60
3936,set_tempo,,,,,24,1,0,,618557,,,,,,,
3936,note_on,,,,,0,0,2,,,,,,1,,43,46
3936,note_on,,,,,24,0,1,,,,,,0,,72,0
3936,note_on,,,,,0,0,1,,,,,,0,,74,62
3936,note_on,,,,,40,0,2,,,,,,1,,62,0
3936,note_on,,,,,0,0,2,,,,,,1,,58,0
3936,note_on,,,,,0,0,2,,,,,,1,,55,0
3960,note_on,,,,,24,0,2,,,,,,1,,43,0
3984,set_tempo,,,,,48,1,0,,555556,,,,,,,
3984,note_on,,,,,0,0,1,,,,,,0,,79,62
3984,note_on,,,,,48,0,1,,,,,,0,,74,0
3986,control_change,,,,,2,0,1,,,,64,0,0,,,
3986,control_change,,,,,26,0,2,,,,64,0,1,,,
4032,note_on,,,,,0,0,1,,,,,,0,,77,68
4032,note_on,,,,,46,0,1,,,,,,0,,79,0
4032,set_tempo,,,,,48,1,0,,441176,,,,,,,
4032,note_on,,,,,46,0,2,,,,,,1,,45,42
4032,control_change,,,,,0,0,2,,,,64,0,1,,,
4032,control_change,,,,,0,0,1,,,,64,0,0,,,
4040,control_change,,,,,8,0,1,,,,64,127,0,,,
4040,control_change,,,,,8,0,2,,,,64,127,1,,,
4056,note_on,,,,,16,0,2,,,,,,1,,45,0
4080,note_on,,,,,0,0,2,,,,,,1,,63,42
4080,set_tempo,,,,,48,1,0,,357143,,,,,,,
4080,note_on,,,,,24,0,2,,,,,,1,,53,38
4080,note_on,,,,,0,0,2,,,,,,1,,60,40
4126,note_on,,,,,46,0,2,,,,,,1,,63,0
4126,note_on,,,,,0,0,2,,,,,,1,,60,0
4126,note_on,,,,,0,0,2,,,,,,1,,53,0
4176,control_change,,,,,136,0,1,,,,64,127,0,,,
4176,set_tempo,,,,,96,1,0,,372671,,,,,,,
4176,control_change,,,,,0,0,2,,,,64,127,1,,,
4176,note_on,,,,,50,0,2,,,,,,1,,45,46
4200,note_on,,,,,24,0,2,,,,,,1,,45,0
4224,note_on,,,,,24,0,2,,,,,,1,,53,36
4224,note_on,,,,,0,0,2,,,,,,1,,60,38
4224,note_on,,,,,0,0,2,,,,,,1,,63,40
4224,set_tempo,,,,,48,1,0,,340909,,,,,,,
4270,note_on,,,,,0,0,2,,,,,,1,,60,0
4270,note_on,,,,,0,0,2,,,,,,1,,53,0
4270,note_on,,,,,46,0,2,,,,,,1,,63,0
4320,note_on,,,,,50,0,2,,,,,,1,,53,32
4320,control_change,,,,,0,0,2,,,,64,127,1,,,
4320,control_change,,,,,144,0,1,,,,64,127,0,,,
4320,set_tempo,,,,,96,1,0,,422535,,,,,,,
4320,note_on,,,,,0,0,2,,,,,,1,,60,34
4320,note_on,,,,,0,0,2,,,,,,1,,63,36
4368,set_tempo,,,,,48,1,0,,618557,,,,,,,
4368,note_on,,,,,0,0,2,,,,,,1,,53,0
4368,note_on,,,,,0,0,2,,,,,,1,,45,36
4368,note_on,,,,,0,0,2,,,,,,1,,60,0
4368,note_on,,,,,48,0,2,,,,,,1,,63,0
4392,note_on,,,,,24,0,2,,,,,,1,,45,0
4416,set_tempo,,,,,48,1,0,,382166,,,,,,,
4418,control_change,,,,,26,0,2,,,,64,0,1,,,
4418,control_change,,,,,98,0,1,,,,64,0,0,,,
4464,note_on,,,,,46,0,2,,,,,,1,,46,26
4464,note_on,,,,,46,0,1,,,,,,0,,77,0
4464,set_tempo,,,,,48,1,0,,594059,,,,,,,
4464,control_change,,,,,0,0,1,,,,64,0,0,,,
4464,control_change,,,,,0,0,2,,,,64,0,1,,,
4464,note_on,,,,,0,0,1,,,,,,0,,74,43
4472,control_change,,,,,8,0,2,,,,64,127,1,,,
4472,control_change,,,,,8,0,1,,,,64,127,0,,,
4488,note_on,,,,,16,0,2,,,,,,1,,46,0
4512,set_tempo,,,,,48,1,0,,428571,,,,,,,
4512,note_on,,,,,0,0,2,,,,,,1,,62,28
4512,note_on,,,,,0,0,2,,,,,,1,,58,26
4512,note_on,,,,,24,0,2,,,,,,1,,53,24
4558,note_on,,,,,86,0,1,,,,,,0,,74,0
4558,note_on,,,,,0,0,2,,,,,,1,,53,0
4558,note_on,,,,,0,0,2,,,,,,1,,58,0
4558,note_on,,,,,46,0,2,,,,,,1,,62,0
4560,note_on,,,,,2,0,1,,,,,,0,,74,54
4560,set_tempo,,,,,48,1,0,,500000,,,,,,,
4562,control_change,,,,,4,0,2,,,,64,0,1,,,
4562,control_change,,,,,2,0,1,,,,64,0,0,,,
4608,control_change,,,,,0,0,2,,,,64,0,1,,,
4608,note_on,,,,,0,0,2,,,,,,1,,63,36
4608,note_on,,,,,0,0,2,,,,,,1,,57,34
4608,set_tempo,,,,,48,1,0,,400000,,,,,,,
4608,note_on,,,,,0,0,1,,,,,,0,,72,60
4608,control_change,,,,,0,0,1,,,,64,0,0,,,
4608,note_on,,,,,46,0,2,,,,,,1,,54,32
4608,note_on,,,,,46,0,1,,,,,,0,,74,0
4616,control_change,,,,,8,0,2,,,,64,127,1,,,
4616,control_change,,,,,8,0,1,,,,64,127,0,,,
4654,note_on,,,,,0,0,2,,,,,,1,,54,0
4654,note_on,,,,,0,0,2,,,,,,1,,57,0
4654,note_on,,,,,38,0,2,,,,,,1,,63,0
4656,set_tempo,,,,,48,1,0,,327869,,,,,,,
4656,note_on,,,,,2,0,2,,,,,,1,,46,48
4656,note_on,,,,,0,0,2,,,,,,1,,53,58
4658,control_change,,,,,42,0,1,,,,64,0,0,,,
4658,control_change,,,,,2,0,2,,,,64,0,1,,,
4664,control_change,,,,,6,0,1,,,,64,127,0,,,
4664,control_change,,,,,6,0,2,,,,64,127,1,,,
4702,note_on,,,,,38,0,1,,,,,,0,,72,0
4702,note_on,,,,,38,0,2,,,,,,1,,46,0
4704,note_on,,,,,2,0,1,,,,,,0,,74,62
4704,set_tempo,,,,,48,1,0,,382166,,,,,,,
4752,note_on,,,,,0,0,1,,,,,,0,,65,57
4752,note_on,,,,,48,0,1,,,,,,0,,74,0
4752,control_change,,,,,0,0,1,,,,64,127,0,,,
4752,note_on,,,,,0,0,2,,,,,,1,,62,34
4752,control_change,,,,,0,0,2,,,,64,127,1,,,
4752,set_tempo,,,,,48,1,0,,357143,,,,,,,
4752,note_on,,,,,50,0,2,,,,,,1,,58,32
4754,control_change,,,,,2,0,2,,,,64,0,1,,,
4754,control_change,,,,,2,0,1,,,,64,0,0,,,
4760,control_change,,,,,6,0,2,,,,64,127,1,,,
4760,control_change,,,,,6,0,1,,,,64,127,0,,,
4798,note_on,,,,,0,0,2,,,,,,1,,58,0
4798,note_on,,,,,38,0,2,,,,,,1,,62,0
4800,set_tempo,,,,,48,1,0,,333333,,,,,,,
4800,note_on,,,,,2,0,2,,,,,,1,,46,42
4824,note_on,,,,,24,0,2,,,,,,1,,46,0
4846,note_on,,,,,86,0,1,,,,,,0,,65,0
4848,note_on,,,,,2,0,1,,,,,,0,,74,63
4848,set_tempo,,,,,48,1,0,,400000,,,,,,,
4850,control_change,,,,,2,0,1,,,,64,0,0,,,
4850,control_change,,,,,26,0,2,,,,64,0,1,,,
4894,note_on,,,,,44,0,2,,,,,,1,,53,0
4896,note_on,,,,,2,0,2,,,,,,1,,54,34
4896,control_change,,,,,0,0,2,,,,64,0,1,,,
4896,note_on,,,,,0,0,2,,,,,,1,,63,38
4896,note_on,,,,,0,0,2,,,,,,1,,57,36
4896,note_on,,,,,0,0,1,,,,,,0,,72,60
4896,control_change,,,,,0,0,1,,,,64,0,0,,,
4896,note_on,,,,,46,0,1,,,,,,0,,74,0
4896,set_tempo,,,,,48,1,0,,348837,,,,,,,
4904,control_change,,,,,8,0,2,,,,64,127,1,,,
4904,control_change,,,,,8,0,1,,,,64,127,0,,,
4942,note_on,,,,,0,0,2,,,,,,1,,54,0
4942,note_on,,,,,0,0,2,,,,,,1,,57,0
4942,note_on,,,,,38,0,2,,,,,,1,,63,0
4944,note_on,,,,,2,0,2,,,,,,1,,46,47
4944,set_tempo,,,,,48,1,0,,363636,,,,,,,
4944,note_on,,,,,0,0,2,,,,,,1,,53,57
4946,control_change,,,,,2,0,2,,,,64,0,1,,,
4946,control_change,,,,,42,0,1,,,,64,0,0,,,
4952,control_change,,,,,6,0,2,,,,64,127,1,,,
4952,control_change,,,,,6,0,1,,,,64,127,0,,,
4990,note_on,,,,,38,0,1,,,,,,0,,72,0
4990,note_on,,,,,38,0,2,,,,,,1,,46,0
4992,note_on,,,,,2,0,1,,,,,,0,,74,50
4992,set_tempo,,,,,48,1,0,,444444,,,,,,,
5040,control_change,,,,,0,0,2,,,,64,127,1,,,
5040,set_tempo,,,,,48,1,0,,400000,,,,,,,
5040,note_on,,,,,48,0,1,,,,,,0,,74,0
5040,note_on,,,,,0,0,1,,,,,,0,,70,48
5040,note_on,,,,,50,0,2,,,,,,1,,58,30
5040,control_change,,,,,0,0,1,,,,64,127,0,,,
5040,note_on,,,,,0,0,2,,,,,,1,,62,32
5042,control_change,,,,,2,0,2,,,,64,0,1,,,
5042,control_change,,,,,2,0,1,,,,64,0,0,,,
5048,control_change,,,,,6,0,2,,,,64,127,1,,,
5048,control_change,,,,,6,0,1,,,,64,127,0,,,
5086,note_on,,,,,0,0,2,,,,,,1,,58,0
5086,note_on,,,,,38,0,2,,,,,,1,,62,0
5086,note_on,,,,,38,0,1,,,,,,0,,70,0
5088,set_tempo,,,,,48,1,0,,645161,,,,,,,
5088,note_on,,,,,2,0,2,,,,,,1,,46,38
5104,set_tempo,,,,,16,1,0,,400000,,,,,,,
5104,note_on,,,,,18,0,1,,,,,,0,,74,64
5112,note_on,,,,,24,0,2,,,,,,1,,46,0
5120,note_on,,,,,16,0,1,,,,,,0,,74,0
5120,set_tempo,,,,,16,1,0,,392157,,,,,,,
5120,note_on,,,,,0,0,1,,,,,,0,,74,54
5136,note_on,,,,,16,0,1,,,,,,0,,74,0
5136,set_tempo,,,,,16,1,0,,363636,,,,,,,
5136,note_on,,,,,0,0,1,,,,,,0,,77,52
5138,control_change,,,,,26,0,2,,,,64,0,1,,,
5138,control_change,,,,,2,0,1,,,,64,0,0,,,
5152,note_on,,,,,14,0,1,,,,,,0,,77,0
5152,note_on,,,,,0,0,1,,,,,,0,,75,50
5152,set_tempo,,,,,16,1,0,,368098,,,,,,,
5168,note_on,,,,,16,0,1,,,,,,0,,75,0
5168,note_on,,,,,0,0,1,,,,,,0,,74,48
5168,set_tempo,,,,,16,1,0,,410959,,,,,,,
5182,note_on,,,,,44,0,2,,,,,,1,,53,0
5184,set_tempo,,,,,16,1,0,,472441,,,,,,,
5184,control_change,,,,,0,0,1,,,,64,0,0,,,
5184,note_on,,,,,0,0,2,,,,,,1,,60,32
5184,control_change,,,,,0,0,2,,,,64,0,1,,,
5184,note_on,,,,,0,0,1,,,,,,0,,69,46
5184,note_on,,,,,0,0,2,,,,,,1,,54,28
5184,note_on,,,,,2,0,2,,,,,,1,,50,26
5184,note_on,,,,,16,0,1,,,,,,0,,74,0
5192,control_change,,,,,8,0,1,,,,64,127,0,,,
5192,control_change,,,,,8,0,2,,,,64,127,1,,,
5230,note_on,,,,,38,0,1,,,,,,0,,69,0
5232,set_tempo,,,,,48,1,0,,400000,,,,,,,
5232,note_on,,,,,0,0,2,,,,,,1,,38,32
5232,note_on,,,,,0,0,2,,,,,,1,,50,0
5232,note_on,,,,,0,0,2,,,,,,1,,54,0
5232,note_on,,,,,40,0,2,,,,,,1,,60,0
5248,note_on,,,,,18,0,1,,,,,,0,,74,54
5248,set_tempo,,,,,16,1,0,,372671,,,,,,,
5256,note_on,,,,,24,0,2,,,,,,1,,38,0
5264,note_on,,,,,0,0,1,,,,,,0,,74,46
5264,note_on,,,,,16,0,1,,,,,,0,,74,0
5264,set_tempo,,,,,16,1,0,,535714,,,,,,,
5276,note_on,,,,,12,0,1,,,,,,0,,74,0
5276,note_on,,,,,0,0,1,,,,,,0,,74,45
5276,set_tempo,,,,,12,1,0,,2307692,,,,,,,
5280,note_on,,,,,0,0,1,,,,,,0,,77,38
5280,note_on,,,,,4,0,1,,,,,,0,,74,0
5280,set_tempo,,,,,4,1,0,,952381,,,,,,,
5282,control_change,,,,,26,0,2,,,,64,0,1,,,
5282,control_change,,,,,2,0,1,,,,64,0,0,,,
5296,note_on,,,,,0,0,1,,,,,,0,,75,40
5296,note_on,,,,,14,0,1,,,,,,0,,77,0
5296,set_tempo,,,,,16,1,0,,666667,,,,,,,
5312,set_tempo,,,,,16,1,0,,1071429,,,,,,,
5312,note_on,,,,,16,0,1,,,,,,0,,75,0
5312,note_on,,,,,0,0,1,,,,,,0,,74,39
5328,set_tempo,,,,,16,1,0,,666667,,,,,,,
5328,control_change,,,,,0,0,2,,,,64,0,1,,,
5328,note_on,,,,,0,0,2,,,,,,1,,58,30
5328,note_on,,,,,0,0,2,,,,,,1,,50,26
5328,note_on,,,,,46,0,2,,,,,,1,,43,22
5328,note_on,,,,,16,0,1,,,,,,0,,74,0
5328,note_on,,,,,0,0,1,,,,,,0,,67,38
5328,control_change,,,,,0,0,1,,,,64,0,0,,,
5336,control_change,,,,,8,0,2,,,,64,127,1,,,
5336,control_change,,,,,8,0,1,,,,64,127,0,,,
5376,set_tempo,,,,,48,1,0,,500000,,,,,,,
5376,note_on,,,,,0,0,2,,,,,,1,,43,0
5376,note_on,,,,,0,0,2,,,,,,1,,31,35
5376,note_on,,,,,40,0,2,,,,,,1,,58,0
5376,note_on,,,,,0,0,2,,,,,,1,,50,0
5400,note_on,,,,,24,0,2,,,,,,1,,31,0
5422,note_on,,,,,86,0,1,,,,,,0,,67,0
5424,note_on,,,,,2,0,1,,,,,,0,,70,50
5424,set_tempo,,,,,48,1,0,,571429,,,,,,,
5426,control_change,,,,,2,0,1,,,,64,0,0,,,
5426,control_change,,,,,26,0,2,,,,64,0,1,,,
5472,set_tempo,,,,,48,1,0,,458015,,,,,,,
5472,control_change,,,,,0,0,1,,,,64,0,0,,,
5472,control_change,,,,,0,0,2,,,,64,0,1,,,
5472,note_on,,,,,0,0,2,,,,,,1,,63,28
5472,note_on,,,,,0,0,1,,,,,,0,,69,40
5472,note_on,,,,,46,0,2,,,,,,1,,55,24
5472,note_on,,,,,46,0,1,,,,,,0,,70,0
5472,note_on,,,,,0,0,2,,,,,,1,,60,26
5480,control_change,,,,,8,0,1,,,,64,127,0,,,
5480,control_change,,,,,8,0,2,,,,64,127,1,,,
5496,note_on,,,,,0,0,1,,,,,,0,,70,42
5496,note_on,,,,,16,0,1,,,,,,0,,69,0
5496,set_tempo,,,,,24,1,0,,487805,,,,,,,
5520,note_on,,,,,0,0,1,,,,,,0,,67,42
5520,note_on,,,,,24,0,1,,,,,,0,,70,0
5520,note_on,,,,,40,0,2,,,,,,1,,63,0
5520,note_on,,,,,0,0,2,,,,,,1,,60,0
5520,set_tempo,,,,,24,1,0,,434783,,,,,,,
5520,note_on,,,,,0,0,2,,,,,,1,,55,0
5520,note_on,,,,,0,0,2,,,,,,1,,43,42
5544,note_on,,,,,24,0,2,,,,,,1,,43,0
5568,note_on,,,,,48,0,1,,,,,,0,,67,0
5568,set_tempo,,,,,48,1,0,,348837,,,,,,,
5568,note_on,,,,,0,0,1,,,,,,0,,69,58
5570,control_change,,,,,2,0,1,,,,64,0,0,,,
5570,control_change,,,,,26,0,2,,,,64,0,1,,,
5616,set_tempo,,,,,48,1,0,,387097,,,,,,,
5616,note_on,,,,,46,0,1,,,,,,0,,69,0
5616,note_on,,,,,0,0,1,,,,,,0,,70,64
5616,control_change,,,,,0,0,1,,,,64,0,0,,,
5616,control_change,,,,,0,0,2,,,,64,0,1,,,
5616,note_on,,,,,0,0,2,,,,,,1,,62,34
5616,note_on,,,,,0,0,2,,,,,,1,,58,32
5616,note_on,,,,,46,0,2,,,,,,1,,55,30
5624,control_change,,,,,8,0,2,,,,64,127,1,,,
5624,control_change,,,,,8,0,1,,,,64,127,0,,,
5640,note_on,,,,,0,0,1,,,,,,0,,72,67
5640,set_tempo,,,,,24,1,0,,377358,,,,,,,
5640,note_on,,,,,16,0,1,,,,,,0,,70,0
5664,note_on,,,,,24,0,1,,,,,,0,,72,0
5664,note_on,,,,,0,0,2,,,,,,1,,58,0
5664,note_on,,,,,40,0,2,,,,,,1,,62,0
5664,note_on,,,,,0,0,1,,,,,,0,,74,69
5664,note_on,,,,,0,0,2,,,,,,1,,43,48
5664,note_on,,,,,0,0,2,,,,,,1,,55,0
5664,set_tempo,,,,,24,1,0,,594059,,,,,,,
5688,note_on,,,,,24,0,2,,,,,,1,,43,0
5712,note_on,,,,,48,0,1,,,,,,0,,74,0
5712,note_on,,,,,0,0,1,,,,,,0,,79,74
5712,set_tempo,,,,,48,1,0,,666667,,,,,,,
5714,control_change,,,,,26,0,2,,,,64,0,1,,,
5714,control_change,,,,,2,0,1,,,,64,0,0,,,
5760,note_on,,,,,0,0,1,,,,,,0,,77,76
5760,control_change,,,,,0,0,2,,,,64,0,1,,,
5760,note_on,,,,,46,0,2,,,,,,1,,38,48
5760,control_change,,,,,0,0,1,,,,64,0,0,,,
5760,set_tempo,,,,,48,1,0,,372671,,,,,,,
5760,note_on,,,,,46,0,1,,,,,,0,,79,0
5768,control_change,,,,,8,0,1,,,,64,127,0,,,
5768,control_change,,,,,8,0,2,,,,64,127,1,,,
5806,note_on,,,,,38,0,2,,,,,,1,,38,0
5808,set_tempo,,,,,48,1,0,,333333,,,,,,,
5808,note_on,,,,,2,0,2,,,,,,1,,57,38
5808,note_on,,,,,0,0,2,,,,,,1,,62,42
5808,note_on,,,,,0,0,2,,,,,,1,,65,46
5808,note_on,,,,,0,0,2,,,,,,1,,69,52
5854,note_on,,,,,0,0,2,,,,,,1,,57,0
5854,note_on,,,,,46,0,2,,,,,,1,,69,0
5854,note_on,,,,,0,0,2,,,,,,1,,62,0
5854,note_on,,,,,0,0,2,,,,,,1,,65,0
5904,set_tempo,,,,,96,1,0,,357143,,,,,,,
5904,control_change,,,,,136,0,1,,,,64,127,0,,,
5904,note_on,,,,,50,0,2,,,,,,1,,50,42
5904,control_change,,,,,0,0,2,,,,64,127,1,,,
5928,note_on,,,,,24,0,2,,,,,,1,,50,0
5952,set_tempo,,,,,48,1,0,,392157,,,,,,,
5952,note_on,,,,,24,0,2,,,,,,1,,57,38
5952,note_on,,,,,0,0,2,,,,,,1,,65,42
5952,note_on,,,,,0,0,2,,,,,,1,,69,48
5952,note_on,,,,,0,0,2,,,,,,1,,62,40
5998,note_on,,,,,46,0,2,,,,,,1,,69,0
5998,note_on,,,,,0,0,2,,,,,,1,,57,0
5998,note_on,,,,,0,0,2,,,,,,1,,62,0
5998,note_on,,,,,0,0,2,,,,,,1,,65,0
6048,note_on,,,,,0,0,2,,,,,,1,,69,48
6048,control_change,,,,,144,0,1,,,,64,127,0,,,
6048,control_change,,,,,0,0,2,,,,64,127,1,,,
6048,note_on,,,,,0,0,2,,,,,,1,,62,44
6048,note_on,,,,,50,0,2,,,,,,1,,57,40
6048,set_tempo,,,,,96,1,0,,363636,,,,,,,
6096,note_on,,,,,48,0,2,,,,,,1,,69,0
6096,note_on,,,,,0,0,2,,,,,,1,,62,0
6096,note_on,,,,,0,0,2,,,,,,1,,57,0
6096,note_on,,,,,0,0,2,,,,,,1,,50,36
6096,set_tempo,,,,,48,1,0,,410959,,,,,,,
6120,note_on,,,,,24,0,2,,,,,,1,,50,0
6146,control_change,,,,,26,0,2,,,,64,0,1,,,
6146,control_change,,,,,98,0,1,,,,64,0,0,,,
6192,control_change,,,,,46,0,1,,,,64,0,0,,,
6192,set_tempo,,,,,96,1,0,,400000,,,,,,,
6192,note_on,,,,,0,0,2,,,,,,1,,68,56
6192,control_change,,,,,0,0,2,,,,64,0,1,,,
6192,note_on,,,,,0,0,2,,,,,,1,,62,38
6192,note_on,,,,,46,0,2,,,,,,1,,57,36
6200,control_change,,,,,8,0,1,,,,64,127,0,,,
6200,control_change,,,,,8,0,2,,,,64,127,1,,,
6240,note_on,,,,,0,0,2,,,,,,1,,57,0
6240,set_tempo,,,,,48,1,0,,372671,,,,,,,
6240,note_on,,,,,0,0,2,,,,,,1,,50,34
6240,note_on,,,,,0,0,2,,,,,,1,,62,0
6240,note_on,,,,,40,0,2,,,,,,1,,68,0
6264,note_on,,,,,24,0,2,,,,,,1,,50,0
6286,note_on,,,,,86,0,1,,,,,,0,,77,0
6288,note_on,,,,,2,0,1,,,,,,0,,77,74
6288,set_tempo,,,,,48,1,0,,357143,,,,,,,
6290,control_change,,,,,26,0,2,,,,64,0,1,,,
6290,control_change,,,,,2,0,1,,,,64,0,0,,,
6336,set_tempo,,,,,48,1,0,,363636,,,,,,,
6336,control_change,,,,,0,0,1,,,,64,0,0,,,
6336,note_on,,,,,0,0,2,,,,,,1,,61,34
6336,control_change,,,,,0,0,2,,,,64,0,1,,,
6336,note_on,,,,,0,0,2,,,,,,1,,67,38
6336,note_on,,,,,46,0,2,,,,,,1,,57,32
6336,note_on,,,,,0,0,1,,,,,,0,,76,68
6336,note_on,,,,,46,0,1,,,,,,0,,77,0
6344,control_change,,,,,8,0,1,,,,64,127,0,,,
6344,control_change,,,,,8,0,2,,,,64,127,1,,,
6384,note_on,,,,,40,0,2,,,,,,1,,67,0
6384,note_on,,,,,0,0,2,,,,,,1,,50,32
6384,note_on,,,,,0,0,2,,,,,,1,,57,0
6384,set_tempo,,,,,48,1,0,,320856,,,,,,,
6384,note_on,,,,,0,0,2,,,,,,1,,61,0
6408,note_on,,,,,24,0,2,,,,,,1,,50,0
6430,note_on,,,,,86,0,1,,,,,,0,,76,0
6432,note_on,,,,,2,0,1,,,,,,0,,77,73
6434,control_change,,,,,26,0,2,,,,64,0,1,,,
6434,control_change,,,,,2,0,1,,,,64,0,0,,,
6480,control_change,,,,,0,0,1,,,,64,0,0,,,
6480,set_tempo,,,,,96,1,0,,348837,,,,,,,
6480,note_on,,,,,46,0,1,,,,,,0,,77,0
6480,note_on,,,,,0,0,2,,,,,,1,,62,32
6480,note_on,,,,,0,0,2,,,,,,1,,65,34
6480,control_change,,,,,0,0,2,,,,64,0,1,,,
6480,note_on,,,,,0,0,1,,,,,,0,,69,66
6480,note_on,,,,,46,0,2,,,,,,1,,57,30
6488,control_change,,,,,8,0,1,,,,64,127,0,,,
6488,control_change,,,,,8,0,2,,,,64,127,1,,,
