tick,type,data,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
69428,set_tempo,,3764,1,0,,,,,,600000,,,,,,,
69428,note_on,,52,0,1,,,,,,,,,,0,,85,0
69452,control_change,,24,0,1,,,,,,,,64,56,0,,,
69460,control_change,,8,0,1,,,,,,,,64,0,0,,,
69480,note_on,,20,0,1,,,,,,,,,,0,,75,62
69484,note_on,,4,0,1,,,,,,,,,,0,,69,0
69484,note_on,,0,0,1,,,,,,,,,,0,,34,49
69512,note_on,,28,0,1,,,,,,,,,,0,,78,65
69516,control_change,,4,0,1,,,,,,,,64,88,0,,,
69524,control_change,,8,0,1,,,,,,,,64,127,0,,,
69532,note_on,,1212,0,2,,,,,,,,,,1,,61,0
69532,note_on,,0,0,2,,,,,,,,,,1,,65,0
69532,note_on,,1212,0,3,,,,,,,,,,2,,58,0
69532,note_on,,8,0,1,,,,,,,,,,0,,75,0
69548,note_on,,16,0,1,,,,,,,,,,0,,34,0
69556,note_on,,8,0,1,,,,,,,,,,0,,78,0
69572,control_change,,40,0,2,,,,,,,,11,127,1,,,
69576,note_on,,4,0,2,,,,,,,,,,1,,57,50
69576,note_on,,44,0,3,,,,,,,,,,2,,63,53
69576,note_on,,0,0,2,,,,,,,,,,1,,66,54
69576,note_on,,20,0,1,,,,,,,,,,0,,84,87
69616,note_on,,40,0,1,,,,,,,,,,0,,84,0
69656,note_on,,40,0,1,,,,,,,,,,0,,85,65
69720,note_on,,64,0,1,,,,,,,,,,0,,85,0
69724,note_on,,4,0,1,,,,,,,,,,0,,84,76
69788,note_on,,0,0,1,,,,,,,,,,0,,83,74
69788,note_on,,64,0,1,,,,,,,,,,0,,84,0
69836,note_on,,48,0,1,,,,,,,,,,0,,83,0
69848,note_on,,12,0,1,,,,,,,,,,0,,84,81
69908,note_on,,60,0,1,,,,,,,,,,0,,85,79
69920,note_on,,12,0,1,,,,,,,,,,0,,84,0
69956,control_change,,380,0,2,,,,,,,,11,110,1,,,
69972,note_on,,52,0,1,,,,,,,,,,0,,87,79
69976,note_on,,4,0,1,,,,,,,,,,0,,85,0
69988,note_on,,12,0,1,,,,,,,,,,0,,54,47
70032,note_on,,44,0,1,,,,,,,,,,0,,89,83
70048,note_on,,16,0,1,,,,,,,,,,0,,54,0
70052,note_on,,4,0,1,,,,,,,,,,0,,87,0
70108,note_on,,56,0,1,,,,,,,,,,0,,92,81
70112,note_on,,4,0,1,,,,,,,,,,0,,89,0
70172,note_on,,0,0,1,,,,,,,,,,0,,90,76
70172,note_on,,60,0,1,,,,,,,,,,0,,92,0
70232,note_on,,60,0,1,,,,,,,,,,0,,90,0
70236,note_on,,4,0,1,,,,,,,,,,0,,87,76
70292,note_on,,0,0,1,,,,,,,,,,0,,84,76
70292,note_on,,56,0,1,,,,,,,,,,0,,87,0
70340,control_change,,384,0,2,,,,,,,,11,100,1,,,
70348,note_on,,56,0,1,,,,,,,,,,0,,84,0
70356,note_on,,8,0,1,,,,,,,,,,0,,81,69
70372,note_on,,0,0,1,,,,,,,,,,0,,63,50
70372,note_on,,16,0,1,,,,,,,,,,0,,66,53
70372,note_on,,0,0,1,,,,,,,,,,0,,57,50
70416,note_on,,44,0,1,,,,,,,,,,0,,78,67
70420,note_on,,4,0,1,,,,,,,,,,0,,81,0
70432,note_on,,12,0,1,,,,,,,,,,0,,57,0
70432,note_on,,0,0,1,,,,,,,,,,0,,66,0
70432,note_on,,0,0,1,,,,,,,,,,0,,63,0
70488,note_on,,56,0,1,,,,,,,,,,0,,75,65
70504,note_on,,16,0,1,,,,,,,,,,0,,78,0
70548,note_on,,44,0,1,,,,,,,,,,0,,75,0
70552,note_on,,4,0,1,,,,,,,,,,0,,72,74
70604,note_on,,52,0,1,,,,,,,,,,0,,72,0
70616,note_on,,12,0,1,,,,,,,,,,0,,69,71
70676,note_on,,60,0,1,,,,,,,,,,0,,69,0
70684,note_on,,8,0,1,,,,,,,,,,0,,70,64
70732,note_on,,48,0,1,,,,,,,,,,0,,70,0
70744,note_on,,12,0,1,,,,,,,,,,0,,69,72
70796,note_on,,52,0,1,,,,,,,,,,0,,69,0
70808,note_on,,12,0,1,,,,,,,,,,0,,68,59
70824,note_on,,16,0,1,,,,,,,,,,0,,54,50
70864,note_on,,40,0,1,,,,,,,,,,0,,68,0
70868,note_on,,4,0,1,,,,,,,,,,0,,69,66
70884,note_on,,16,0,1,,,,,,,,,,0,,54,0
70888,control_change,,548,0,2,,,,,,,,11,95,1,,,
70900,control_change,,16,0,1,,,,,,,,64,104,0,,,
70904,control_change,,4,0,1,,,,,,,,64,72,0,,,
70928,control_change,,24,0,1,,,,,,,,64,127,0,,,
70932,note_on,,0,0,1,,,,,,,,,,0,,70,71
70932,note_on,,4,0,1,,,,,,,,,,0,,69,0
70984,note_on,,52,0,1,,,,,,,,,,0,,70,0
70996,note_on,,12,0,1,,,,,,,,,,0,,71,73
71060,note_on,,64,0,1,,,,,,,,,,0,,71,0
71068,note_on,,8,0,1,,,,,,,,,,0,,72,73
71068,control_change,,0,0,1,,,,,,,,64,88,0,,,
71076,control_change,,8,0,1,,,,,,,,64,0,0,,,
71096,control_change,,20,0,1,,,,,,,,64,40,0,,,
71104,control_change,,8,0,1,,,,,,,,64,127,0,,,
71112,note_on,,0,0,2,,,,,,,,,,1,,57,0
71112,note_on,,224,0,2,,,,,,,,,,1,,66,0
71112,note_on,,1536,0,3,,,,,,,,,,2,,63,0
71148,control_change,,44,0,1,,,,,,,,64,104,0,,,
71152,note_on,,4,0,1,,,,,,,,,,0,,72,0
71152,note_on,,0,0,1,,,,,,,,,,0,,75,65
71156,control_change,,4,0,1,,,,,,,,64,0,0,,,
71184,control_change,,28,0,1,,,,,,,,64,72,0,,,
71192,control_change,,8,0,1,,,,,,,,64,127,0,,,
71236,control_change,,44,0,1,,,,,,,,64,104,0,,,
71240,note_on,,4,0,1,,,,,,,,,,0,,73,57
71244,control_change,,4,0,1,,,,,,,,64,24,0,,,
71252,control_change,,8,0,1,,,,,,,,64,0,0,,,
71256,note_on,,4,0,1,,,,,,,,,,0,,75,0
71280,control_change,,24,0,1,,,,,,,,64,72,0,,,
71288,control_change,,8,0,1,,,,,,,,64,127,0,,,
71324,note_on,,36,0,1,,,,,,,,,,0,,73,0
71324,note_on,,0,0,1,,,,,,,,,,0,,72,71
71324,set_tempo,,1896,1,0,,,,,,666667,,,,,,,
71332,control_change,,8,0,1,,,,,,,,64,104,0,,,
71340,control_change,,8,0,1,,,,,,,,64,24,0,,,
71348,control_change,,8,0,1,,,,,,,,64,0,0,,,
71364,control_change,,16,0,1,,,,,,,,64,24,0,,,
71368,control_change,,4,0,1,,,,,,,,64,88,0,,,
71376,control_change,,8,0,1,,,,,,,,64,127,0,,,
71408,note_on,,32,0,1,,,,,,,,,,0,,72,0
71408,control_change,,296,0,2,,,,,,,,11,90,1,,,
71412,note_on,,4,0,1,,,,,,,,,,0,,72,69
71412,note_on,,0,0,2,,,,,,,,,,1,,58,36
71412,note_on,,4,0,2,,,,,,,,,,1,,65,38
71412,note_on,,300,0,3,,,,,,,,,,2,,61,50
71428,control_change,,0,0,1,,,,,,,,64,40,0,,,
71428,note_on,,16,0,1,,,,,,,,,,0,,46,50
71440,control_change,,12,0,1,,,,,,,,64,88,0,,,
71448,control_change,,8,0,1,,,,,,,,64,127,0,,,
71556,note_on,,108,0,1,,,,,,,,,,0,,46,0
71756,note_on,,200,0,1,,,,,,,,,,0,,53,40
71836,note_on,,3516,0,4,,,,,,,,,,3,,46,0
71956,note_on,,0,0,2,,,,,,,,,,1,,65,0
71956,note_on,,544,0,3,,,,,,,,,,2,,61,0
71956,note_on,,544,0,2,,,,,,,,,,1,,58,0
71988,note_on,,232,0,1,,,,,,,,,,0,,53,0
72036,note_on,,48,0,1,,,,,,,,,,0,,58,38
72048,note_on,,12,0,1,,,,,,,,,,0,,65,39
72052,note_on,,4,0,1,,,,,,,,,,0,,61,41
72292,note_on,,240,0,1,,,,,,,,,,0,,70,57
72308,note_on,,0,0,1,,,,,,,,,,0,,72,0
72308,note_on,,16,0,1,,,,,,,,,,0,,65,0
72312,note_on,,4,0,1,,,,,,,,,,0,,53,41
72376,note_on,,64,0,1,,,,,,,,,,0,,61,0
72384,note_on,,8,0,1,,,,,,,,,,0,,58,0
72396,note_on,,12,0,1,,,,,,,,,,0,,53,0
72440,note_on,,44,0,1,,,,,,,,,,0,,67,61
72452,note_on,,12,0,1,,,,,,,,,,0,,70,0
72504,note_on,,52,0,1,,,,,,,,,,0,,67,0
72512,note_on,,8,0,1,,,,,,,,,,0,,68,62
72580,note_on,,0,0,1,,,,,,,,,,0,,70,63
72580,note_on,,68,0,1,,,,,,,,,,0,,68,0
72624,control_change,,0,0,1,,,,,,,,64,104,0,,,
72624,note_on,,44,0,1,,,,,,,,,,0,,40,45
72636,control_change,,12,0,1,,,,,,,,64,56,0,,,
72636,control_change,,680,0,2,,,,,,,,11,110,1,,,
72640,note_on,,4,0,2,,,,,,,,,,1,,68,56
72640,note_on,,0,0,2,,,,,,,,,,1,,58,49
72640,note_on,,4,0,1,,,,,,,,,,0,,68,69
72640,note_on,,684,0,3,,,,,,,,,,2,,61,50
72640,note_on,,804,0,4,,,,,,,,,,3,,52,54
72648,note_on,,8,0,1,,,,,,,,,,0,,70,0
72648,control_change,,0,0,1,,,,,,,,64,0,0,,,
72704,note_on,,56,0,1,,,,,,,,,,0,,68,0
72712,note_on,,8,0,1,,,,,,,,,,0,,70,72
72720,control_change,,8,0,1,,,,,,,,64,72,0,,,
72736,control_change,,16,0,1,,,,,,,,64,127,0,,,
72740,note_on,,4,0,1,,,,,,,,,,0,,40,0
72764,note_on,,24,0,1,,,,,,,,,,0,,70,0
72764,note_on,,0,0,1,,,,,,,,,,0,,68,59
72812,note_on,,48,0,1,,,,,,,,,,0,,70,59
72820,note_on,,8,0,1,,,,,,,,,,0,,68,0
72868,note_on,,48,0,1,,,,,,,,,,0,,70,0
72872,note_on,,4,0,1,,,,,,,,,,0,,68,53
72912,note_on,,40,0,1,,,,,,,,,,0,,70,54
72916,note_on,,4,0,1,,,,,,,,,,0,,68,0
72944,note_on,,28,0,1,,,,,,,,,,0,,52,51
72968,note_on,,24,0,1,,,,,,,,,,0,,70,0
72976,note_on,,8,0,1,,,,,,,,,,0,,68,55
73012,note_on,,36,0,1,,,,,,,,,,0,,70,56
73020,control_change,,380,0,2,,,,,,,,11,100,1,,,
73020,note_on,,8,0,1,,,,,,,,,,0,,68,0
73068,note_on,,48,0,1,,,,,,,,,,0,,70,0
73068,note_on,,0,0,1,,,,,,,,,,0,,68,51
73112,note_on,,44,0,1,,,,,,,,,,0,,70,61
73116,note_on,,4,0,1,,,,,,,,,,0,,68,0
73164,note_on,,48,0,1,,,,,,,,,,0,,70,0
73172,note_on,,8,0,1,,,,,,,,,,0,,68,56
73208,note_on,,36,0,1,,,,,,,,,,0,,70,51
73212,note_on,,4,0,1,,,,,,,,,,0,,68,0
73212,note_on,,0,0,1,,,,,,,,,,0,,61,38
73220,note_on,,8,0,1,,,,,,,,,,0,,52,0
73228,note_on,,8,0,1,,,,,,,,,,0,,56,37
73248,note_on,,20,0,1,,,,,,,,,,0,,70,0
73260,note_on,,12,0,1,,,,,,,,,,0,,68,33
73284,note_on,,24,0,1,,,,,,,,,,0,,68,0
73284,note_on,,0,0,1,,,,,,,,,,0,,70,53
73320,note_on,,36,0,1,,,,,,,,,,0,,68,56
73344,note_on,,24,0,1,,,,,,,,,,0,,70,0
73380,note_on,,36,0,1,,,,,,,,,,0,,68,0
73388,note_on,,8,0,1,,,,,,,,,,0,,67,68
73404,control_change,,384,0,2,,,,,,,,11,95,1,,,
73408,note_on,,4,0,2,,,,,,,,,,1,,68,0
73452,note_on,,64,0,1,,,,,,,,,,0,,68,65
73460,note_on,,8,0,1,,,,,,,,,,0,,67,0
73528,note_on,,888,0,4,,,,,,,,,,3,,52,0
73540,note_on,,0,0,1,,,,,,,,,,0,,72,78
73540,note_on,,80,0,1,,,,,,,,,,0,,68,0
73544,note_on,,4,0,1,,,,,,,,,,0,,52,33
73576,note_on,,32,0,1,,,,,,,,,,0,,61,0
73588,note_on,,12,0,1,,,,,,,,,,0,,56,0
73604,note_on,,16,0,1,,,,,,,,,,0,,52,0
73624,note_on,,20,0,1,,,,,,,,,,0,,70,70
73656,note_on,,32,0,1,,,,,,,,,,0,,72,0
73708,note_on,,0,0,1,,,,,,,,,,0,,68,76
73708,note_on,,52,0,1,,,,,,,,,,0,,70,0
73784,note_on,,76,0,1,,,,,,,,,,0,,68,0
73824,control_change,,416,0,2,,,,,,,,11,90,1,,,
73828,note_on,,4,0,2,,,,,,,,,,1,,67,48
73828,note_on,,44,0,1,,,,,,,,,,0,,68,67
73828,note_on,,300,0,4,,,,,,,,,,3,,51,50
73876,note_on,,48,0,1,,,,,,,,,,0,,39,40
73892,control_change,,16,0,1,,,,,,,,64,88,0,,,
73904,control_change,,12,0,1,,,,,,,,64,0,0,,,
73968,note_on,,64,0,1,,,,,,,,,,0,,39,0
73972,control_change,,4,0,1,,,,,,,,64,104,0,,,
73980,control_change,,8,0,1,,,,,,,,64,127,0,,,
74124,note_on,,144,0,1,,,,,,,,,,0,,51,49
74252,note_on,,128,0,1,,,,,,,,,,0,,68,0
74280,note_on,,28,0,1,,,,,,,,,,0,,67,59
74284,note_on,,4,0,1,,,,,,,,,,0,,51,0
74360,note_on,,532,0,4,,,,,,,,,,3,,51,0
74372,note_on,,544,0,2,,,,,,,,,,1,,67,0
74460,note_on,,176,0,1,,,,,,,,,,0,,61,34
74468,note_on,,8,0,1,,,,,,,,,,0,,58,32
74488,control_change,,20,0,1,,,,,,,,64,88,0,,,
74500,control_change,,12,0,1,,,,,,,,64,24,0,,,
74512,control_change,,12,0,1,,,,,,,,64,0,0,,,
74536,control_change,,24,0,1,,,,,,,,64,72,0,,,
74540,note_on,,4,0,1,,,,,,,,,,0,,68,62
74544,control_change,,4,0,1,,,,,,,,64,127,0,,,
74560,note_on,,1920,0,3,,,,,,,,,,2,,61,0
74560,note_on,,188,0,2,,,,,,,,,,1,,58,0
74564,note_on,,20,0,1,,,,,,,,,,0,,67,0
74620,note_on,,56,0,1,,,,,,,,,,0,,68,0
74624,note_on,,4,0,1,,,,,,,,,,0,,70,63
74672,note_on,,48,0,1,,,,,,,,,,0,,70,0
74700,note_on,,28,0,1,,,,,,,,,,0,,72,75
74756,note_on,,56,0,1,,,,,,,,,,0,,72,0
74764,note_on,,8,0,1,,,,,,,,,,0,,73,73
74788,note_on,,24,0,1,,,,,,,,,,0,,51,25
74824,note_on,,36,0,1,,,,,,,,,,0,,75,71
74828,note_on,,4,0,1,,,,,,,,,,0,,73,0
74844,note_on,,16,0,1,,,,,,,,,,0,,61,0
74852,note_on,,8,0,1,,,,,,,,,,0,,58,0
74868,note_on,,16,0,1,,,,,,,,,,0,,75,0
74884,note_on,,16,0,1,,,,,,,,,,0,,77,74
74896,note_on,,12,0,1,,,,,,,,,,0,,51,0
74948,note_on,,52,0,1,,,,,,,,,,0,,79,83
74956,note_on,,8,0,1,,,,,,,,,,0,,77,0
75016,note_on,,60,0,1,,,,,,,,,,0,,79,0
75020,note_on,,4,0,1,,,,,,,,,,0,,80,78
75088,note_on,,68,0,1,,,,,,,,,,0,,80,0
75088,note_on,,0,0,1,,,,,,,,,,0,,79,85
75160,note_on,,72,0,1,,,,,,,,,,0,,79,0
75160,note_on,,0,0,1,,,,,,,,,,0,,82,76
75228,note_on,,68,0,1,,,,,,,,,,0,,80,79
75260,note_on,,32,0,1,,,,,,,,,,0,,82,0
75300,note_on,,40,0,1,,,,,,,,,,0,,79,84
75308,note_on,,8,0,1,,,,,,,,,,0,,80,0
75352,note_on,,44,0,1,,,,,,,,,,0,,79,0
75388,control_change,,828,0,2,,,,,,,,11,110,1,,,
75392,note_on,,4,0,2,,,,,,,,,,1,,65,48
75392,note_on,,1032,0,4,,,,,,,,,,3,,51,50
75392,note_on,,832,0,3,,,,,,,,,,2,,60,50
75392,note_on,,40,0,1,,,,,,,,,,0,,79,85
75392,control_change,,0,0,1,,,,,,,,64,88,0,,,
75392,note_on,,0,0,2,,,,,,,,,,1,,56,48
75400,note_on,,8,0,1,,,,,,,,,,0,,39,32
75400,control_change,,0,0,1,,,,,,,,64,0,0,,,
75468,control_change,,68,0,1,,,,,,,,64,88,0,,,
75476,control_change,,8,0,1,,,,,,,,64,127,0,,,
75484,note_on,,8,0,1,,,,,,,,,,0,,39,0
75656,note_on,,172,0,1,,,,,,,,,,0,,51,58
75784,note_on,,128,0,1,,,,,,,,,,0,,51,0
75816,note_on,,32,0,1,,,,,,,,,,0,,77,76
75836,note_on,,20,0,1,,,,,,,,,,0,,79,0
75912,note_on,,76,0,1,,,,,,,,,,0,,77,0
75936,note_on,,544,0,2,,,,,,,,,,1,,56,0
75936,note_on,,0,0,2,,,,,,,,,,1,,65,0
75936,note_on,,544,0,4,,,,,,,,,,3,,51,0
75972,note_on,,60,0,1,,,,,,,,,,0,,65,48
75980,note_on,,8,0,1,,,,,,,,,,0,,56,34
75988,note_on,,8,0,1,,,,,,,,,,0,,77,77
75988,note_on,,0,0,1,,,,,,,,,,0,,60,39
76048,note_on,,60,0,1,,,,,,,,,,0,,77,0
76056,note_on,,8,0,1,,,,,,,,,,0,,79,74
76100,note_on,,44,0,1,,,,,,,,,,0,,79,0
76104,note_on,,4,0,1,,,,,,,,,,0,,65,0
76108,note_on,,4,0,1,,,,,,,,,,0,,77,70
76156,note_on,,48,0,1,,,,,,,,,,0,,77,0
76160,note_on,,768,0,3,,,,,,,,,,2,,60,0
76160,note_on,,4,0,1,,,,,,,,,,0,,79,66
76204,note_on,,44,0,1,,,,,,,,,,0,,79,0
76244,note_on,,40,0,1,,,,,,,,,,0,,79,69
76280,note_on,,36,0,1,,,,,,,,,,0,,77,66
76292,note_on,,12,0,1,,,,,,,,,,0,,79,0
76292,note_on,,0,0,1,,,,,,,,,,0,,51,32
76340,note_on,,48,0,1,,,,,,,,,,0,,77,0
76348,note_on,,8,0,1,,,,,,,,,,0,,76,77
76364,note_on,,16,0,1,,,,,,,,,,0,,60,0
76380,note_on,,16,0,1,,,,,,,,,,0,,56,0
76412,note_on,,32,0,1,,,,,,,,,,0,,76,0
76416,note_on,,4,0,1,,,,,,,,,,0,,77,83
76432,note_on,,16,0,1,,,,,,,,,,0,,51,0
76484,note_on,,52,0,1,,,,,,,,,,0,,77,0
76488,note_on,,4,0,1,,,,,,,,,,0,,80,71
76572,note_on,,84,0,1,,,,,,,,,,0,,79,76
76608,note_on,,36,0,1,,,,,,,,,,0,,80,0
76640,note_on,,32,0,1,,,,,,,,,,0,,79,0
76644,note_on,,4,0,1,,,,,,,,,,0,,77,83
76696,note_on,,52,0,1,,,,,,,,,,0,,77,0
76732,note_on,,796,0,2,,,,,,,,,,1,,63,48
76732,note_on,,572,0,3,,,,,,,,,,2,,58,50
76732,note_on,,796,0,4,,,,,,,,,,3,,51,50
76732,note_on,,0,0,2,,,,,,,,,,1,,55,48
76732,note_on,,36,0,1,,,,,,,,,,0,,77,84
76744,note_on,,12,0,1,,,,,,,,,,0,,39,40
76756,control_change,,12,0,1,,,,,,,,64,88,0,,,
76768,control_change,,12,0,1,,,,,,,,64,24,0,,,
76780,control_change,,12,0,1,,,,,,,,64,0,0,,,
76832,control_change,,52,0,1,,,,,,,,64,88,0,,,
76836,note_on,,4,0,1,,,,,,,,,,0,,39,0
76844,control_change,,8,0,1,,,,,,,,64,127,0,,,
77020,note_on,,176,0,1,,,,,,,,,,0,,55,49
77136,note_on,,116,0,1,,,,,,,,,,0,,75,65
77156,note_on,,20,0,1,,,,,,,,,,0,,77,0
77208,note_on,,52,0,1,,,,,,,,,,0,,75,0
77232,note_on,,24,0,1,,,,,,,,,,0,,55,0
77276,note_on,,544,0,4,,,,,,,,,,3,,51,0
77276,note_on,,544,0,2,,,,,,,,,,1,,55,0
77276,note_on,,0,0,2,,,,,,,,,,1,,63,0
77276,note_on,,44,0,1,,,,,,,,,,0,,75,70
77296,note_on,,20,0,1,,,,,,,,,,0,,63,35
77300,note_on,,568,0,3,,,,,,,,,,2,,58,0
77300,note_on,,4,0,1,,,,,,,,,,0,,58,33
77328,note_on,,28,0,1,,,,,,,,,,0,,75,0
77332,note_on,,4,0,1,,,,,,,,,,0,,77,70
77384,note_on,,52,0,1,,,,,,,,,,0,,77,0
77384,note_on,,0,0,1,,,,,,,,,,0,,75,60
77432,note_on,,48,0,1,,,,,,,,,,0,,75,0
77436,note_on,,4,0,1,,,,,,,,,,0,,77,55
77472,note_on,,36,0,1,,,,,,,,,,0,,77,0
77488,note_on,,16,0,1,,,,,,,,,,0,,75,36
77524,note_on,,36,0,1,,,,,,,,,,0,,77,39
77552,note_on,,28,0,1,,,,,,,,,,0,,77,0
77568,note_on,,16,0,1,,,,,,,,,,0,,55,33
77584,note_on,,16,0,1,,,,,,,,,,0,,74,67
77592,note_on,,8,0,1,,,,,,,,,,0,,75,0
77632,note_on,,40,0,1,,,,,,,,,,0,,63,0
77644,note_on,,12,0,1,,,,,,,,,,0,,58,0
77656,note_on,,0,0,1,,,,,,,,,,0,,75,69
77656,note_on,,12,0,1,,,,,,,,,,0,,74,0
77660,note_on,,4,0,1,,,,,,,,,,0,,55,0
77728,note_on,,68,0,1,,,,,,,,,,0,,75,0
77740,note_on,,12,0,1,,,,,,,,,,0,,79,75
77820,note_on,,80,0,1,,,,,,,,,,0,,77,69
77832,note_on,,12,0,1,,,,,,,,,,0,,79,0
77888,note_on,,56,0,1,,,,,,,,,,0,,75,70
77892,note_on,,4,0,1,,,,,,,,,,0,,77,0
77940,note_on,,48,0,1,,,,,,,,,,0,,75,0
77984,note_on,,0,0,2,,,,,,,,,,1,,56,48
77984,note_on,,708,0,4,,,,,,,,,,3,,41,54
77984,note_on,,708,0,2,,,,,,,,,,1,,61,50
77984,note_on,,44,0,1,,,,,,,,,,0,,75,72
78016,control_change,,32,0,1,,,,,,,,64,40,0,,,
78024,note_on,,8,0,1,,,,,,,,,,0,,41,42
78028,control_change,,4,0,1,,,,,,,,64,0,0,,,
78068,control_change,,40,0,1,,,,,,,,64,88,0,,,
78080,control_change,,0,0,1,,,,,,,,64,127,0,,,
78080,note_on,,12,0,1,,,,,,,,,,0,,41,0
78084,note_on,,4,0,1,,,,,,,,,,0,,73,62
78092,note_on,,8,0,1,,,,,,,,,,0,,75,0
78144,note_on,,52,0,1,,,,,,,,,,0,,73,0
78156,note_on,,12,0,1,,,,,,,,,,0,,75,65
78204,note_on,,48,0,1,,,,,,,,,,0,,75,0
78204,note_on,,0,0,1,,,,,,,,,,0,,73,77
78252,note_on,,48,0,1,,,,,,,,,,0,,73,0
78260,note_on,,8,0,1,,,,,,,,,,0,,75,69
78312,note_on,,52,0,1,,,,,,,,,,0,,73,69
78320,note_on,,8,0,1,,,,,,,,,,0,,75,0
78324,note_on,,4,0,1,,,,,,,,,,0,,68,44
78328,note_on,,4,0,1,,,,,,,,,,0,,61,44
78328,note_on,,0,0,1,,,,,,,,,,0,,56,37
78376,note_on,,48,0,1,,,,,,,,,,0,,68,0
78388,note_on,,12,0,1,,,,,,,,,,0,,56,0
78388,note_on,,0,0,1,,,,,,,,,,0,,61,0
78416,note_on,,28,0,1,,,,,,,,,,0,,73,0
78428,note_on,,12,0,1,,,,,,,,,,0,,72,85
78516,note_on,,88,0,1,,,,,,,,,,0,,72,0
78528,note_on,,544,0,4,,,,,,,,,,3,,41,0
78532,note_on,,16,0,1,,,,,,,,,,0,,73,80
78584,note_on,,52,0,1,,,,,,,,,,0,,73,0
78620,note_on,,36,0,1,,,,,,,,,,0,,73,78
78680,note_on,,60,0,1,,,,,,,,,,0,,73,0
78748,note_on,,68,0,1,,,,,,,,,,0,,43,44
78752,note_on,,768,0,2,,,,,,,,,,1,,56,0
78776,control_change,,28,0,1,,,,,,,,64,72,0,,,
78784,control_change,,8,0,1,,,,,,,,64,0,0,,,
78796,note_on,,12,0,1,,,,,,,,,,0,,89,92
78796,note_on,,268,0,4,,,,,,,,,,3,,43,56
78796,note_on,,44,0,2,,,,,,,,,,1,,58,51
78840,control_change,,44,0,1,,,,,,,,64,127,0,,,
78864,note_on,,24,0,1,,,,,,,,,,0,,43,0
78924,note_on,,60,0,1,,,,,,,,,,0,,89,0
78932,note_on,,8,0,1,,,,,,,,,,0,,87,77
79020,note_on,,88,0,1,,,,,,,,,,0,,85,82
79032,note_on,,12,0,1,,,,,,,,,,0,,87,0
79088,note_on,,56,0,1,,,,,,,,,,0,,82,71
79128,note_on,,40,0,1,,,,,,,,,,0,,85,0
79136,note_on,,340,0,2,,,,,,,,,,1,,61,0
79156,note_on,,0,0,1,,,,,,,,,,0,,79,85
79156,note_on,,28,0,1,,,,,,,,,,0,,82,0
79196,note_on,,40,0,1,,,,,,,,,,0,,79,0
79224,note_on,,28,0,1,,,,,,,,,,0,,77,77
79272,note_on,,48,0,1,,,,,,,,,,0,,77,0
79292,note_on,,20,0,1,,,,,,,,,,0,,75,77
79340,note_on,,544,0,4,,,,,,,,,,3,,43,0
79364,note_on,,72,0,1,,,,,,,,,,0,,75,0
79380,note_on,,16,0,1,,,,,,,,,,0,,73,73
79388,note_on,,8,0,1,,,,,,,,,,0,,61,32
79392,note_on,,4,0,1,,,,,,,,,,0,,51,38
79400,note_on,,8,0,1,,,,,,,,,,0,,58,37
79448,note_on,,48,0,1,,,,,,,,,,0,,73,0
79456,note_on,,8,0,1,,,,,,,,,,0,,70,74
79484,note_on,,28,0,1,,,,,,,,,,0,,58,0
79488,note_on,,4,0,1,,,,,,,,,,0,,61,0
79496,note_on,,8,0,1,,,,,,,,,,0,,51,0
79516,note_on,,20,0,1,,,,,,,,,,0,,70,0
79536,note_on,,20,0,1,,,,,,,,,,0,,63,70
79616,note_on,,80,0,1,,,,,,,,,,0,,63,0
79632,note_on,,16,0,1,,,,,,,,,,0,,65,70
79704,note_on,,72,0,1,,,,,,,,,,0,,65,0
79720,note_on,,16,0,1,,,,,,,,,,0,,67,68
79796,note_on,,76,0,1,,,,,,,,,,0,,67,0
79808,note_on,,12,0,1,,,,,,,,,,0,,68,67
79908,note_on,,100,0,1,,,,,,,,,,0,,68,0
79912,note_on,,4,0,1,,,,,,,,,,0,,70,65
79948,note_on,,812,0,2,,,,,,,,,,1,,58,0
79992,note_on,,80,0,1,,,,,,,,,,0,,70,0
80052,note_on,,2752,0,3,,,,,,,,,,2,,51,50
80052,note_on,,712,0,4,,,,,,,,,,3,,44,56
80052,note_on,,104,0,2,,,,,,,,,,1,,60,51
80052,note_on,,60,0,1,,,,,,,,,,0,,72,74
80088,note_on,,36,0,1,,,,,,,,,,0,,32,42
80100,control_change,,12,0,1,,,,,,,,64,56,0,,,
80108,control_change,,8,0,1,,,,,,,,64,0,0,,,
80164,control_change,,56,0,1,,,,,,,,64,56,0,,,
80176,control_change,,12,0,1,,,,,,,,64,127,0,,,
80188,note_on,,12,0,1,,,,,,,,,,0,,32,0
80228,note_on,,40,0,1,,,,,,,,,,0,,72,0
80332,note_on,,104,0,1,,,,,,,,,,0,,72,79
80416,note_on,,84,0,1,,,,,,,,,,0,,72,0
80416,note_on,,0,0,1,,,,,,,,,,0,,56,46
80432,note_on,,16,0,1,,,,,,,,,,0,,48,44
80488,note_on,,56,0,1,,,,,,,,,,0,,56,0
80496,note_on,,8,0,1,,,,,,,,,,0,,48,0
80536,note_on,,40,0,1,,,,,,,,,,0,,72,83
80628,note_on,,92,0,1,,,,,,,,,,0,,72,0
80676,note_on,,48,0,1,,,,,,,,,,0,,51,48
80676,note_on,,0,0,1,,,,,,,,,,0,,60,42
