tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,note,velocity,control,value
12198,note_on,43,0,1,,,,,,,,,,,,,,,0,71,42,,
12248,note_on,50,0,1,,,,,,,,,,,,,,,0,71,0,,
12258,note_on,10,0,1,,,,,,,,,,,,,,,0,79,73,,
12270,control_change,12,0,1,,,,,,,,,,,,,,,0,,,64,127
12270,note_on,0,0,1,,,,,,,,,,,,,,,0,59,39,,
12296,note_on,26,0,1,,,,,,,,,,,,,,,0,55,51,,
12306,note_on,10,0,1,,,,,,,,,,,,,,,0,79,0,,
12337,note_on,31,0,1,,,,,,,,,,,,,,,0,59,0,,
12356,note_on,19,0,1,,,,,,,,,,,,,,,0,55,0,,
12378,control_change,22,0,1,,,,,,,,,,,,,,,0,,,64,0
12428,note_on,50,0,1,,,,,,,,,,,,,,,0,52,0,,
12452,note_on,24,0,1,,,,,,,,,,,,,,,0,69,81,,
12469,note_on,17,0,1,,,,,,,,,,,,,,,0,48,66,,
12512,note_on,43,0,1,,,,,,,,,,,,,,,0,48,0,,
12524,note_on,12,0,1,,,,,,,,,,,,,,,0,69,0,,
12558,note_on,34,0,1,,,,,,,,,,,,,,,0,76,68,,
12577,control_change,19,0,1,,,,,,,,,,,,,,,0,,,64,127
12635,note_on,58,0,1,,,,,,,,,,,,,,,0,76,0,,
12654,note_on,19,0,1,,,,,,,,,,,,,,,0,81,85,,
12680,note_on,26,0,1,,,,,,,,,,,,,,,0,64,47,,
12690,note_on,10,0,1,,,,,,,,,,,,,,,0,81,0,,
12702,note_on,12,0,1,,,,,,,,,,,,,,,0,57,44,,
12731,note_on,29,0,1,,,,,,,,,,,,,,,0,64,0,,
12771,note_on,40,0,1,,,,,,,,,,,,,,,0,57,0,,
12781,note_on,10,0,1,,,,,,,,,,,,,,,0,88,66,,
12807,control_change,26,0,1,,,,,,,,,,,,,,,0,,,64,0
12824,note_on,17,0,1,,,,,,,,,,,,,,,0,88,0,,
12875,note_on,51,0,1,,,,,,,,,,,,,,,0,50,67,,
12875,note_on,0,0,1,,,,,,,,,,,,,,,0,74,88,,
12913,note_on,38,0,1,,,,,,,,,,,,,,,0,50,0,,
12961,control_change,48,0,1,,,,,,,,,,,,,,,0,,,64,127
12971,note_on,10,0,1,,,,,,,,,,,,,,,0,74,0,,
12985,note_on,14,0,1,,,,,,,,,,,,,,,0,79,85,,
13047,note_on,62,0,1,,,,,,,,,,,,,,,0,79,0,,
13095,note_on,48,0,1,,,,,,,,,,,,,,,0,83,76,,
13110,note_on,15,0,1,,,,,,,,,,,,,,,0,62,69,,
13124,note_on,14,0,1,,,,,,,,,,,,,,,0,83,0,,
13199,note_on,75,0,1,,,,,,,,,,,,,,,0,86,91,,
13215,note_on,16,0,1,,,,,,,,,,,,,,,0,62,0,,
13285,note_on,70,0,1,,,,,,,,,,,,,,,0,86,0,,
13311,note_on,26,0,1,,,,,,,,,,,,,,,0,74,80,,
13314,note_on,3,0,1,,,,,,,,,,,,,,,0,91,97,,
13321,note_on,7,0,1,,,,,,,,,,,,,,,0,71,69,,
13412,note_on,91,0,1,,,,,,,,,,,,,,,0,74,0,,
13415,note_on,3,0,1,,,,,,,,,,,,,,,0,71,0,,
13427,note_on,12,0,1,,,,,,,,,,,,,,,0,95,81,,
13446,note_on,19,0,1,,,,,,,,,,,,,,,0,91,0,,
13506,note_on,60,0,1,,,,,,,,,,,,,,,0,62,72,,
13508,note_on,2,0,1,,,,,,,,,,,,,,,0,95,0,,
13525,note_on,17,0,1,,,,,,,,,,,,,,,0,100,89,,
13530,control_change,5,0,1,,,,,,,,,,,,,,,0,,,64,0
13640,note_on,110,0,1,,,,,,,,,,,,,,,0,100,0,,
13643,note_on,3,0,1,,,,,,,,,,,,,,,0,98,91,,
13669,note_on,26,0,1,,,,,,,,,,,,,,,0,62,0,,
13741,note_on,72,0,1,,,,,,,,,,,,,,,0,72,62,,
13751,note_on,10,0,1,,,,,,,,,,,,,,,0,96,85,,
13755,note_on,4,0,1,,,,,,,,,,,,,,,0,98,0,,
13755,note_on,0,0,1,,,,,,,,,,,,,,,0,69,49,,
13839,note_on,84,0,1,,,,,,,,,,,,,,,0,96,0,,
13842,note_on,3,0,1,,,,,,,,,,,,,,,0,72,0,,
13868,note_on,26,0,1,,,,,,,,,,,,,,,0,93,84,,
13919,note_on,51,0,1,,,,,,,,,,,,,,,0,93,0,,
13923,note_on,4,0,1,,,,,,,,,,,,,,,0,69,0,,
13959,note_on,36,0,1,,,,,,,,,,,,,,,0,62,49,,
13995,note_on,36,0,1,,,,,,,,,,,,,,,0,88,59,,
14024,note_on,29,0,1,,,,,,,,,,,,,,,0,62,0,,
14053,note_on,29,0,1,,,,,,,,,,,,,,,0,88,0,,
14089,note_on,36,0,1,,,,,,,,,,,,,,,0,90,57,,
14204,note_on,115,0,1,,,,,,,,,,,,,,,0,90,0,,
14257,note_on,53,0,1,,,,,,,,,,,,,,,0,67,47,,
14262,note_on,5,0,1,,,,,,,,,,,,,,,0,91,73,,
14264,note_on,2,0,1,,,,,,,,,,,,,,,0,71,30,,
14339,note_on,75,0,1,,,,,,,,,,,,,,,0,91,0,,
14365,note_on,26,0,1,,,,,,,,,,,,,,,0,71,0,,
14377,control_change,12,0,1,,,,,,,,,,,,,,,0,,,64,127
14415,note_on,38,0,1,,,,,,,,,,,,,,,0,67,0,,
14603,note_on,188,0,1,,,,,,,,,,,,,,,0,71,78,,
14749,note_on,146,0,1,,,,,,,,,,,,,,,0,71,0,,
14879,note_on,130,0,1,,,,,,,,,,,,,,,0,47,76,,
14895,note_on,16,0,1,,,,,,,,,,,,,,,0,83,93,,
14895,note_on,0,0,1,,,,,,,,,,,,,,,0,78,83,,
14898,note_on,3,0,1,,,,,,,,,,,,,,,0,71,76,,
14903,note_on,5,0,1,,,,,,,,,,,,,,,0,75,72,,
14963,note_on,60,0,1,,,,,,,,,,,,,,,0,47,0,,
15001,note_on,38,0,1,,,,,,,,,,,,,,,0,59,80,,
15061,note_on,60,0,1,,,,,,,,,,,,,,,0,59,0,,
15119,note_on,58,0,1,,,,,,,,,,,,,,,0,46,95,,
15229,note_on,110,0,1,,,,,,,,,,,,,,,0,71,0,,
15239,note_on,10,0,1,,,,,,,,,,,,,,,0,47,76,,
15248,note_on,9,0,1,,,,,,,,,,,,,,,0,78,0,,
15253,note_on,5,0,1,,,,,,,,,,,,,,,0,75,0,,
15272,note_on,19,0,1,,,,,,,,,,,,,,,0,83,0,,
15299,note_on,27,0,1,,,,,,,,,,,,,,,0,46,0,,
15392,note_on,93,0,1,,,,,,,,,,,,,,,0,49,81,,
15397,note_on,5,0,1,,,,,,,,,,,,,,,0,82,109,,
15399,note_on,2,0,1,,,,,,,,,,,,,,,0,70,98,,
15402,note_on,3,0,1,,,,,,,,,,,,,,,0,76,92,,
15407,control_change,5,0,1,,,,,,,,,,,,,,,0,,,64,0
15407,note_on,0,0,1,,,,,,,,,,,,,,,0,78,81,,
15409,note_on,2,0,1,,,,,,,,,,,,,,,0,47,0,,
15517,note_on,108,0,1,,,,,,,,,,,,,,,0,61,83,,
15522,note_on,5,0,1,,,,,,,,,,,,,,,0,49,0,,
15606,control_change,84,0,1,,,,,,,,,,,,,,,0,,,64,127
15615,note_on,9,0,1,,,,,,,,,,,,,,,0,61,0,,
15637,note_on,22,0,1,,,,,,,,,,,,,,,0,48,95,,
15639,note_on,2,0,1,,,,,,,,,,,,,,,0,78,0,,
15642,note_on,3,0,1,,,,,,,,,,,,,,,0,76,0,,
15707,note_on,65,0,1,,,,,,,,,,,,,,,0,70,0,,
15721,note_on,14,0,1,,,,,,,,,,,,,,,0,49,86,,
15738,note_on,17,0,1,,,,,,,,,,,,,,,0,82,0,,
15767,note_on,29,0,1,,,,,,,,,,,,,,,0,48,0,,
15805,control_change,38,0,1,,,,,,,,,,,,,,,0,,,64,0
15836,note_on,31,0,1,,,,,,,,,,,,,,,0,81,108,,
15841,note_on,5,0,1,,,,,,,,,,,,,,,0,51,85,,
15841,note_on,0,0,1,,,,,,,,,,,,,,,0,71,73,,
15841,note_on,0,0,1,,,,,,,,,,,,,,,0,78,79,,
15843,note_on,2,0,1,,,,,,,,,,,,,,,0,69,97,,
15870,note_on,27,0,1,,,,,,,,,,,,,,,0,49,0,,
15906,note_on,36,0,1,,,,,,,,,,,,,,,0,51,0,,
15956,note_on,50,0,1,,,,,,,,,,,,,,,0,63,90,,
15990,control_change,34,0,1,,,,,,,,,,,,,,,0,,,64,127
16009,note_on,19,0,1,,,,,,,,,,,,,,,0,63,0,,
16040,note_on,31,0,1,,,,,,,,,,,,,,,0,49,83,,
16074,note_on,34,0,1,,,,,,,,,,,,,,,0,78,0,,
16093,note_on,19,0,1,,,,,,,,,,,,,,,0,81,0,,
16129,note_on,36,0,1,,,,,,,,,,,,,,,0,69,0,,
16134,note_on,5,0,1,,,,,,,,,,,,,,,0,71,0,,
16143,note_on,9,0,1,,,,,,,,,,,,,,,0,51,88,,
16203,note_on,60,0,1,,,,,,,,,,,,,,,0,49,0,,
16220,control_change,17,0,1,,,,,,,,,,,,,,,0,,,64,0
16249,note_on,29,0,1,,,,,,,,,,,,,,,0,71,59,,
16254,note_on,5,0,1,,,,,,,,,,,,,,,0,79,103,,
16259,note_on,5,0,1,,,,,,,,,,,,,,,0,67,85,,
16261,note_on,2,0,1,,,,,,,,,,,,,,,0,76,89,,
16263,note_on,2,0,1,,,,,,,,,,,,,,,0,52,88,,
16311,note_on,48,0,1,,,,,,,,,,,,,,,0,51,0,,
16323,note_on,12,0,1,,,,,,,,,,,,,,,0,52,0,,
16391,note_on,68,0,1,,,,,,,,,,,,,,,0,64,92,,
16419,control_change,28,0,1,,,,,,,,,,,,,,,0,,,64,127
16455,note_on,36,0,1,,,,,,,,,,,,,,,0,64,0,,
16470,note_on,15,0,1,,,,,,,,,,,,,,,0,51,85,,
16479,note_on,9,0,1,,,,,,,,,,,,,,,0,76,0,,
16513,note_on,34,0,1,,,,,,,,,,,,,,,0,79,0,,
16515,note_on,2,0,1,,,,,,,,,,,,,,,0,71,0,,
16520,note_on,5,0,1,,,,,,,,,,,,,,,0,67,0,,
16568,note_on,48,0,1,,,,,,,,,,,,,,,0,52,91,,
16626,note_on,58,0,1,,,,,,,,,,,,,,,0,51,0,,
16635,control_change,9,0,1,,,,,,,,,,,,,,,0,,,64,0
16662,note_on,27,0,1,,,,,,,,,,,,,,,0,78,95,,
16674,note_on,12,0,1,,,,,,,,,,,,,,,0,75,79,,
16679,note_on,5,0,1,,,,,,,,,,,,,,,0,69,87,,
16691,note_on,12,0,1,,,,,,,,,,,,,,,0,54,77,,
16693,note_on,2,0,1,,,,,,,,,,,,,,,0,71,70,,
16710,note_on,17,0,1,,,,,,,,,,,,,,,0,52,0,,
16799,note_on,89,0,1,,,,,,,,,,,,,,,0,54,0,,
16808,note_on,9,0,1,,,,,,,,,,,,,,,0,66,86,,
16863,note_on,55,0,1,,,,,,,,,,,,,,,0,66,0,,
16866,control_change,3,0,1,,,,,,,,,,,,,,,0,,,64,127
16899,note_on,33,0,1,,,,,,,,,,,,,,,0,69,0,,
16911,note_on,12,0,1,,,,,,,,,,,,,,,0,53,72,,
16916,note_on,5,0,1,,,,,,,,,,,,,,,0,71,0,,
16993,note_on,77,0,1,,,,,,,,,,,,,,,0,54,77,,
16998,note_on,5,0,1,,,,,,,,,,,,,,,0,78,0,,
17036,note_on,38,0,1,,,,,,,,,,,,,,,0,53,0,,
17065,control_change,29,0,1,,,,,,,,,,,,,,,0,,,64,0
17118,note_on,53,0,1,,,,,,,,,,,,,,,0,76,98,,
17123,note_on,5,0,1,,,,,,,,,,,,,,,0,67,74,,
17127,note_on,4,0,1,,,,,,,,,,,,,,,0,71,53,,
17135,note_on,8,0,1,,,,,,,,,,,,,,,0,55,77,,
17151,note_on,16,0,1,,,,,,,,,,,,,,,0,75,0,,
17171,note_on,20,0,1,,,,,,,,,,,,,,,0,67,0,,
17175,note_on,4,0,1,,,,,,,,,,,,,,,0,54,0,,
17178,note_on,3,0,1,,,,,,,,,,,,,,,0,55,0,,
17247,note_on,69,0,1,,,,,,,,,,,,,,,0,71,0,,
17247,note_on,0,0,1,,,,,,,,,,,,,,,0,67,89,,
17295,control_change,48,0,1,,,,,,,,,,,,,,,0,,,64,127
17298,note_on,3,0,1,,,,,,,,,,,,,,,0,67,0,,
17372,note_on,74,0,1,,,,,,,,,,,,,,,0,54,84,,
17389,control_change,17,0,1,,,,,,,,,,,,,,,0,,,64,0
17473,note_on,84,0,1,,,,,,,,,,,,,,,0,54,0,,
17492,note_on,19,0,1,,,,,,,,,,,,,,,0,55,67,,
17631,note_on,139,0,1,,,,,,,,,,,,,,,0,55,0,,
17639,note_on,8,0,1,,,,,,,,,,,,,,,0,70,82,,
17641,note_on,2,0,1,,,,,,,,,,,,,,,0,66,50,,
17646,note_on,5,0,1,,,,,,,,,,,,,,,0,64,45,,
17651,note_on,5,0,1,,,,,,,,,,,,,,,0,76,0,,
17660,note_on,9,0,1,,,,,,,,,,,,,,,0,60,59,,
17857,note_on,197,0,1,,,,,,,,,,,,,,,0,60,0,,
17922,note_on,65,0,1,,,,,,,,,,,,,,,0,62,48,,
17946,note_on,24,0,1,,,,,,,,,,,,,,,0,64,0,,
17951,note_on,5,0,1,,,,,,,,,,,,,,,0,66,0,,
17958,control_change,7,0,1,,,,,,,,,,,,,,,0,,,64,127
17984,note_on,26,0,1,,,,,,,,,,,,,,,0,62,0,,
18085,note_on,101,0,1,,,,,,,,,,,,,,,0,60,48,,
18143,note_on,58,0,1,,,,,,,,,,,,,,,0,60,0,,
18248,note_on,105,0,1,,,,,,,,,,,,,,,0,59,44,,
18270,note_on,22,0,1,,,,,,,,,,,,,,,0,66,21,,
18275,note_on,5,0,1,,,,,,,,,,,,,,,0,70,0,,
18276,note_on,1,0,1,,,,,,,,,,,,,,,0,71,33,,
18277,note_on,1,0,1,,,,,,,,,,,,,,,0,63,32,,
18279,control_change,2,0,1,,,,,,,,,,,,,,,0,,,64,0
18462,note_on,183,0,1,,,,,,,,,,,,,,,0,54,48,,
18546,note_on,84,0,1,,,,,,,,,,,,,,,0,59,0,,
18555,control_change,9,0,1,,,,,,,,,,,,,,,0,,,64,127
18599,note_on,44,0,1,,,,,,,,,,,,,,,0,63,0,,
18642,note_on,43,0,1,,,,,,,,,,,,,,,0,54,0,,
18647,note_on,5,0,1,,,,,,,,,,,,,,,0,51,57,,
18652,note_on,5,0,1,,,,,,,,,,,,,,,0,66,0,,
18716,note_on,64,0,1,,,,,,,,,,,,,,,0,51,0,,
18744,note_on,28,0,1,,,,,,,,,,,,,,,0,71,0,,
18841,note_on,97,0,1,,,,,,,,,,,,,,,0,47,40,,
18959,note_on,118,0,1,,,,,,,,,,,,,,,0,47,0,,
19064,control_change,105,0,1,,,,,,,,,,,,,,,0,,,64,0
19076,note_on,12,0,1,,,,,,,,,,,,,,,0,43,51,,
19091,note_on,15,0,1,,,,,,,,,,,,,,,0,74,63,,
19136,note_on,45,0,1,,,,,,,,,,,,,,,0,74,0,,
19151,note_on,15,0,1,,,,,,,,,,,,,,,0,76,80,,
19194,note_on,43,0,1,,,,,,,,,,,,,,,0,43,0,,
19203,note_on,9,0,1,,,,,,,,,,,,,,,0,76,0,,
19232,control_change,29,0,1,,,,,,,,,,,,,,,0,,,64,127
19239,note_on,7,0,1,,,,,,,,,,,,,,,0,74,48,,
19311,note_on,72,0,1,,,,,,,,,,,,,,,0,59,42,,
19314,note_on,3,0,1,,,,,,,,,,,,,,,0,83,65,,
19316,note_on,2,0,1,,,,,,,,,,,,,,,0,74,0,,
19323,note_on,7,0,1,,,,,,,,,,,,,,,0,50,50,,
19357,note_on,34,0,1,,,,,,,,,,,,,,,0,83,0,,
19446,note_on,89,0,1,,,,,,,,,,,,,,,0,59,0,,
19494,control_change,48,0,1,,,,,,,,,,,,,,,0,,,64,0
19527,note_on,33,0,1,,,,,,,,,,,,,,,0,50,0,,
19544,note_on,17,0,1,,,,,,,,,,,,,,,0,51,63,,
19554,note_on,10,0,1,,,,,,,,,,,,,,,0,72,79,,
19597,note_on,43,0,1,,,,,,,,,,,,,,,0,72,0,,
19619,note_on,22,0,1,,,,,,,,,,,,,,,0,74,61,,
19674,note_on,55,0,1,,,,,,,,,,,,,,,0,74,0,,
19686,note_on,12,0,1,,,,,,,,,,,,,,,0,72,62,,
19758,note_on,72,0,1,,,,,,,,,,,,,,,0,72,0,,
19758,note_on,0,0,1,,,,,,,,,,,,,,,0,81,80,,
19767,note_on,9,0,1,,,,,,,,,,,,,,,0,54,44,,
19772,note_on,5,0,1,,,,,,,,,,,,,,,0,60,40,,
19818,note_on,46,0,1,,,,,,,,,,,,,,,0,81,0,,
19892,note_on,74,0,1,,,,,,,,,,,,,,,0,60,0,,
19943,note_on,51,0,1,,,,,,,,,,,,,,,0,54,0,,
19967,note_on,24,0,1,,,,,,,,,,,,,,,0,51,0,,
19967,note_on,0,0,1,,,,,,,,,,,,,,,0,71,67,,
19969,note_on,2,0,1,,,,,,,,,,,,,,,0,52,63,,
20010,note_on,41,0,1,,,,,,,,,,,,,,,0,71,0,,
20031,note_on,21,0,1,,,,,,,,,,,,,,,0,72,73,,
20077,note_on,46,0,1,,,,,,,,,,,,,,,0,72,0,,
20113,note_on,36,0,1,,,,,,,,,,,,,,,0,71,52,,
20190,note_on,77,0,1,,,,,,,,,,,,,,,0,59,42,,
20192,note_on,2,0,1,,,,,,,,,,,,,,,0,55,58,,
20195,note_on,3,0,1,,,,,,,,,,,,,,,0,79,80,,
20209,note_on,14,0,1,,,,,,,,,,,,,,,0,71,0,,
20245,note_on,36,0,1,,,,,,,,,,,,,,,0,79,0,,
20247,control_change,2,0,1,,,,,,,,,,,,,,,0,,,64,127
20276,note_on,29,0,1,,,,,,,,,,,,,,,0,59,0,,
20286,note_on,10,0,1,,,,,,,,,,,,,,,0,55,0,,
20319,note_on,33,0,1,,,,,,,,,,,,,,,0,52,0,,
20324,control_change,5,0,1,,,,,,,,,,,,,,,0,,,64,0
20396,note_on,72,0,1,,,,,,,,,,,,,,,0,69,87,,
20396,note_on,0,0,1,,,,,,,,,,,,,,,0,48,80,,
20447,note_on,51,0,1,,,,,,,,,,,,,,,0,48,0,,
20463,note_on,16,0,1,,,,,,,,,,,,,,,0,69,0,,
20497,note_on,34,0,1,,,,,,,,,,,,,,,0,76,78,,
20523,control_change,26,0,1,,,,,,,,,,,,,,,0,,,64,127
20579,note_on,56,0,1,,,,,,,,,,,,,,,0,76,0,,
20588,note_on,9,0,1,,,,,,,,,,,,,,,0,81,88,,
20603,note_on,15,0,1,,,,,,,,,,,,,,,0,57,49,,
20617,note_on,14,0,1,,,,,,,,,,,,,,,0,64,40,,
20624,note_on,7,0,1,,,,,,,,,,,,,,,0,81,0,,
20672,note_on,48,0,1,,,,,,,,,,,,,,,0,64,0,,
20691,note_on,19,0,1,,,,,,,,,,,,,,,0,57,0,,
20696,note_on,5,0,1,,,,,,,,,,,,,,,0,88,92,,
20730,note_on,34,0,1,,,,,,,,,,,,,,,0,88,0,,
20739,control_change,9,0,1,,,,,,,,,,,,,,,0,,,64,0
20797,note_on,58,0,1,,,,,,,,,,,,,,,0,50,74,,
20807,note_on,10,0,1,,,,,,,,,,,,,,,0,74,92,,
20835,note_on,28,0,1,,,,,,,,,,,,,,,0,50,0,,
20910,note_on,75,0,1,,,,,,,,,,,,,,,0,79,95,,
20915,note_on,5,0,1,,,,,,,,,,,,,,,0,74,0,,
20922,control_change,7,0,1,,,,,,,,,,,,,,,0,,,64,127
21011,note_on,89,0,1,,,,,,,,,,,,,,,0,62,47,,
21018,note_on,7,0,1,,,,,,,,,,,,,,,0,79,0,,
21018,note_on,0,0,1,,,,,,,,,,,,,,,0,83,75,,
21047,note_on,29,0,1,,,,,,,,,,,,,,,0,83,0,,
21078,note_on,31,0,1,,,,,,,,,,,,,,,0,62,0,,
21116,note_on,38,0,1,,,,,,,,,,,,,,,0,86,91,,
21227,note_on,111,0,1,,,,,,,,,,,,,,,0,91,95,,
21229,note_on,2,0,1,,,,,,,,,,,,,,,0,74,70,,
21236,note_on,7,0,1,,,,,,,,,,,,,,,0,71,57,,
21241,note_on,5,0,1,,,,,,,,,,,,,,,0,86,0,,
21260,control_change,19,0,1,,,,,,,,,,,,,,,0,,,64,0
21306,note_on,46,0,1,,,,,,,,,,,,,,,0,71,0,,
21320,note_on,14,0,1,,,,,,,,,,,,,,,0,74,0,,
21335,note_on,15,0,1,,,,,,,,,,,,,,,0,95,86,,
21351,note_on,16,0,1,,,,,,,,,,,,,,,0,91,0,,
21428,note_on,77,0,1,,,,,,,,,,,,,,,0,100,89,,
21435,note_on,7,0,1,,,,,,,,,,,,,,,0,95,0,,
21440,note_on,5,0,1,,,,,,,,,,,,,,,0,62,61,,
21500,note_on,60,0,1,,,,,,,,,,,,,,,0,62,0,,
21558,note_on,58,0,1,,,,,,,,,,,,,,,0,98,81,,
21572,note_on,14,0,1,,,,,,,,,,,,,,,0,100,0,,
21663,note_on,91,0,1,,,,,,,,,,,,,,,0,72,61,,
21663,note_on,0,0,1,,,,,,,,,,,,,,,0,96,77,,
21673,note_on,10,0,1,,,,,,,,,,,,,,,0,69,48,,
21680,note_on,7,0,1,,,,,,,,,,,,,,,0,98,0,,
21716,note_on,36,0,1,,,,,,,,,,,,,,,0,72,0,,
21731,note_on,15,0,1,,,,,,,,,,,,,,,0,69,0,,
21759,note_on,28,0,1,,,,,,,,,,,,,,,0,96,0,,
21776,note_on,17,0,1,,,,,,,,,,,,,,,0,93,74,,
21819,note_on,43,0,1,,,,,,,,,,,,,,,0,93,0,,
21872,note_on,53,0,1,,,,,,,,,,,,,,,0,62,46,,
21896,note_on,24,0,1,,,,,,,,,,,,,,,0,88,56,,
21935,note_on,39,0,1,,,,,,,,,,,,,,,0,62,0,,
21959,note_on,24,0,1,,,,,,,,,,,,,,,0,88,0,,
21985,note_on,26,0,1,,,,,,,,,,,,,,,0,90,55,,
22043,note_on,58,0,1,,,,,,,,,,,,,,,0,90,0,,
22160,note_on,117,0,1,,,,,,,,,,,,,,,0,91,66,,
22167,note_on,7,0,1,,,,,,,,,,,,,,,0,71,38,,
22184,note_on,17,0,1,,,,,,,,,,,,,,,0,67,45,,
22249,note_on,65,0,1,,,,,,,,,,,,,,,0,91,0,,
22256,note_on,7,0,1,,,,,,,,,,,,,,,0,71,0,,
22261,control_change,5,0,1,,,,,,,,,,,,,,,0,,,64,127
22321,note_on,60,0,1,,,,,,,,,,,,,,,0,67,0,,
22501,note_on,180,0,1,,,,,,,,,,,,,,,0,71,78,,
22520,control_change,19,0,1,,,,,,,,,,,,,,,0,,,64,0
22688,note_on,168,0,1,,,,,,,,,,,,,,,0,71,0,,
22775,note_on,87,0,1,,,,,,,,,,,,,,,0,83,101,,
22777,note_on,2,0,1,,,,,,,,,,,,,,,0,71,74,,
22782,note_on,5,0,1,,,,,,,,,,,,,,,0,78,85,,
22784,note_on,2,0,1,,,,,,,,,,,,,,,0,75,79,,
22784,note_on,0,0,1,,,,,,,,,,,,,,,0,47,78,,
22813,control_change,29,0,1,,,,,,,,,,,,,,,0,,,64,127
22832,note_on,19,0,1,,,,,,,,,,,,,,,0,47,0,,
22892,note_on,60,0,1,,,,,,,,,,,,,,,0,59,79,,
22938,note_on,46,0,1,,,,,,,,,,,,,,,0,59,0,,
23015,note_on,77,0,1,,,,,,,,,,,,,,,0,46,98,,
23046,note_on,31,0,1,,,,,,,,,,,,,,,0,71,0,,
23063,note_on,17,0,1,,,,,,,,,,,,,,,0,75,0,,
23065,note_on,2,0,1,,,,,,,,,,,,,,,0,78,0,,
23075,note_on,10,0,1,,,,,,,,,,,,,,,0,83,0,,
23120,note_on,45,0,1,,,,,,,,,,,,,,,0,47,70,,
23123,note_on,3,0,1,,,,,,,,,,,,,,,0,46,0,,
23166,control_change,43,0,1,,,,,,,,,,,,,,,0,,,64,0
23226,note_on,60,0,1,,,,,,,,,,,,,,,0,82,110,,
23231,note_on,5,0,1,,,,,,,,,,,,,,,0,76,97,,
23231,note_on,0,0,1,,,,,,,,,,,,,,,0,70,100,,
23233,note_on,2,0,1,,,,,,,,,,,,,,,0,78,85,,
23252,note_on,19,0,1,,,,,,,,,,,,,,,0,49,82,,
23264,note_on,12,0,1,,,,,,,,,,,,,,,0,47,0,,
23353,note_on,89,0,1,,,,,,,,,,,,,,,0,61,88,,
23360,note_on,7,0,1,,,,,,,,,,,,,,,0,49,0,,
23413,control_change,53,0,1,,,,,,,,,,,,,,,0,,,64,127
23420,note_on,7,0,1,,,,,,,,,,,,,,,0,61,0,,
23459,note_on,39,0,1,,,,,,,,,,,,,,,0,48,95,,
23468,note_on,9,0,1,,,,,,,,,,,,,,,0,78,0,,
23468,note_on,0,0,1,,,,,,,,,,,,,,,0,76,0,,
23533,note_on,65,0,1,,,,,,,,,,,,,,,0,70,0,,
23559,note_on,26,0,1,,,,,,,,,,,,,,,0,49,88,,
23576,note_on,17,0,1,,,,,,,,,,,,,,,0,48,0,,
23581,note_on,5,0,1,,,,,,,,,,,,,,,0,82,0,,
23598,control_change,17,0,1,,,,,,,,,,,,,,,0,,,64,0
23663,note_on,65,0,1,,,,,,,,,,,,,,,0,81,109,,
23670,note_on,7,0,1,,,,,,,,,,,,,,,0,71,79,,
23670,note_on,0,0,1,,,,,,,,,,,,,,,0,69,95,,
23672,note_on,2,0,1,,,,,,,,,,,,,,,0,78,79,,
23694,note_on,22,0,1,,,,,,,,,,,,,,,0,51,74,,
23706,note_on,12,0,1,,,,,,,,,,,,,,,0,49,0,,
23744,note_on,38,0,1,,,,,,,,,,,,,,,0,51,0,,
23804,note_on,60,0,1,,,,,,,,,,,,,,,0,63,84,,
23857,control_change,53,0,1,,,,,,,,,,,,,,,0,,,64,127
23859,note_on,2,0,1,,,,,,,,,,,,,,,0,63,0,,
23910,note_on,51,0,1,,,,,,,,,,,,,,,0,78,0,,
23912,note_on,2,0,1,,,,,,,,,,,,,,,0,49,86,,
23929,note_on,17,0,1,,,,,,,,,,,,,,,0,81,0,,
23963,note_on,34,0,1,,,,,,,,,,,,,,,0,69,0,,
23970,note_on,7,0,1,,,,,,,,,,,,,,,0,71,0,,
24027,note_on,57,0,1,,,,,,,,,,,,,,,0,51,83,,
24042,control_change,15,0,1,,,,,,,,,,,,,,,0,,,64,0
24071,note_on,29,0,1,,,,,,,,,,,,,,,0,49,0,,
24126,note_on,55,0,1,,,,,,,,,,,,,,,0,79,97,,
24133,note_on,7,0,1,,,,,,,,,,,,,,,0,52,87,,
24135,note_on,2,0,1,,,,,,,,,,,,,,,0,67,84,,
24140,note_on,5,0,1,,,,,,,,,,,,,,,0,76,80,,
24150,note_on,10,0,1,,,,,,,,,,,,,,,0,71,59,,
24176,note_on,26,0,1,,,,,,,,,,,,,,,0,51,0,,
24191,note_on,15,0,1,,,,,,,,,,,,,,,0,52,0,,
24270,note_on,79,0,1,,,,,,,,,,,,,,,0,64,83,,
24311,note_on,41,0,1,,,,,,,,,,,,,,,0,64,0,,
24347,note_on,36,0,1,,,,,,,,,,,,,,,0,51,90,,
24349,control_change,2,0,1,,,,,,,,,,,,,,,0,,,64,127
24373,note_on,24,0,1,,,,,,,,,,,,,,,0,76,0,,
24373,note_on,0,0,1,,,,,,,,,,,,,,,0,71,0,,
24397,note_on,24,0,1,,,,,,,,,,,,,,,0,67,0,,
24416,note_on,19,0,1,,,,,,,,,,,,,,,0,79,0,,
24462,note_on,46,0,1,,,,,,,,,,,,,,,0,52,83,,
24476,note_on,14,0,1,,,,,,,,,,,,,,,0,51,0,,
