tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,data,note,velocity
48012,note_off,,,,,2,0,1,,,,0,,63,0
48163,note_on,,,,,151,0,1,,,,0,,69,53
48179,note_on,,,,,16,0,1,,,,0,,47,80
48182,note_off,,,,,3,0,1,,,,0,,71,0
48188,note_off,,,,,6,0,1,,,,0,,57,0
48195,note_off,,,,,7,0,1,,,,0,,79,0
48319,note_off,,,,,124,0,1,,,,0,,69,0
48361,note_on,,,,,42,0,1,,,,0,,69,58
48362,note_on,,,,,1,0,1,,,,0,,78,51
48368,note_on,,,,,6,0,1,,,,0,,52,64
48383,note_off,,,,,15,0,1,,,,0,,47,0
48548,note_on,,,,,165,0,1,,,,0,,64,74
48561,note_on,,,,,13,0,1,,,,0,,67,58
48566,note_off,,,,,5,0,1,,,,0,,52,0
48569,note_off,,,,,3,0,1,,,,0,,78,0
48579,note_off,,,,,10,0,1,,,,0,,69,0
48743,note_on,,,,,164,0,1,,,,0,,59,70
48758,note_on,,,,,15,0,1,,,,0,,66,43
48758,note_on,,,,,0,0,1,,,,0,,76,58
48766,note_off,,,,,8,0,1,,,,0,,64,0
48784,note_off,,,,,18,0,1,,,,0,,67,0
48935,note_on,,,,,151,0,1,,,,0,,64,62
48948,note_on,,,,,13,0,1,,,,0,,67,56
48950,note_off,,,,,2,0,1,,,,0,,59,0
48951,note_off,,,,,1,0,1,,,,0,,66,0
49016,note_off,,,,,65,0,1,,,,0,,76,0
49128,note_off,,,,,112,0,1,,,,0,,64,0
49138,note_on,,,,,10,0,1,,,,0,,44,62
49147,note_on,,,,,9,0,1,,,,0,,74,66
49152,note_on,,,,,5,0,1,,,,0,,64,54
49156,note_off,,,,,4,0,1,,,,0,,67,0
49321,note_on,,,,,165,0,1,,,,0,,59,70
49327,note_on,,,,,6,0,1,,,,0,,65,48
49347,note_off,,,,,20,0,1,,,,0,,64,0
49353,note_off,,,,,6,0,1,,,,0,,44,0
49441,note_off,,,,,88,0,1,,,,0,,74,0
49521,note_on,,,,,80,0,1,,,,0,,50,74
49539,note_off,,,,,18,0,1,,,,0,,59,0
49551,note_off,,,,,12,0,1,,,,0,,65,0
49559,note_on,,,,,8,0,1,,,,0,,78,48
49562,note_on,,,,,3,0,1,,,,0,,77,45
49571,note_on,,,,,9,0,1,,,,0,,70,45
49655,note_off,,,,,84,0,1,,,,0,,78,0
49721,note_off,,,,,66,0,1,,,,0,,70,0
49728,set_tempo,,,,,14016,1,0,324754,,,,,,
49730,note_on,,,,,9,0,1,,,,0,,71,55
49739,note_on,,,,,9,0,1,,,,0,,65,60
49747,note_off,,,,,8,0,1,,,,0,,77,0
49767,note_off,,,,,20,0,1,,,,0,,50,0
49824,set_tempo,,,,,96,1,0,323298,,,,,,
49909,note_off,,,,,142,0,1,,,,0,,71,0
49912,note_on,,,,,3,0,1,,,,0,,73,45
49915,note_on,,,,,3,0,1,,,,0,,83,74
49920,set_tempo,,,,,96,1,0,321864,,,,,,
49929,note_off,,,,,14,0,1,,,,0,,65,0
49931,note_on,,,,,2,0,1,,,,0,,53,62
50016,set_tempo,,,,,96,1,0,320448,,,,,,
50073,note_off,,,,,142,0,1,,,,0,,73,0
50075,note_on,,,,,2,0,1,,,,0,,74,81
50081,note_off,,,,,6,0,1,,,,0,,83,0
50112,set_tempo,,,,,96,1,0,319054,,,,,,
50118,note_on,,,,,37,0,1,,,,0,,68,74
50145,note_off,,,,,27,0,1,,,,0,,53,0
50208,set_tempo,,,,,96,1,0,317648,,,,,,
50248,note_off,,,,,103,0,1,,,,0,,74,0
50260,note_on,,,,,12,0,1,,,,0,,76,90
50260,note_on,,,,,0,0,1,,,,0,,86,90
50282,note_on,,,,,22,0,1,,,,0,,56,88
50295,note_off,,,,,13,0,1,,,,0,,68,0
50304,set_tempo,,,,,96,1,0,316262,,,,,,
50400,set_tempo,,,,,96,1,0,314898,,,,,,
50453,note_on,,,,,158,0,1,,,,0,,71,104
50468,note_on,,,,,15,0,1,,,,0,,77,114
50474,note_off,,,,,6,0,1,,,,0,,56,0
50491,note_off,,,,,17,0,1,,,,0,,76,0
50492,note_off,,,,,1,0,1,,,,0,,86,0
50496,set_tempo,,,,,96,1,0,313557,,,,,,
50592,set_tempo,,,,,96,1,0,310877,,,,,,
50594,note_off,,,,,102,0,1,,,,0,,71,0
50615,note_off,,,,,21,0,1,,,,0,,77,0
50688,note_on,,,,,0,0,1,,,,0,,76,78
50688,note_on,,,,,0,0,1,,,,0,,79,88
50688,control_change,,,,,73,0,1,,10,64,0,,,
50688,note_on,,,,,0,0,1,,,,0,,60,90
50688,set_tempo,,,,,96,1,0,310877,,,,,,
50688,note_on,,,,,0,0,1,,,,0,,84,86
50688,note_on,,,,,0,0,1,,,,0,,67,88
50688,note_on,,,,,0,0,1,,,,0,,58,72
50859,note_off,,,,,171,0,1,,,,0,,76,0
50860,note_off,,,,,1,0,1,,,,0,,84,0
50867,note_off,,,,,7,0,1,,,,0,,79,0
50873,note_off,,,,,6,0,1,,,,0,,67,0
50876,note_on,,,,,0,0,1,,,,0,,100,102
50876,note_off,,,,,3,0,1,,,,0,,60,0
50876,note_on,,,,,0,0,1,,,,0,,46,96
50877,note_off,,,,,1,0,1,,,,0,,58,0
50991,control_change,,,,,114,0,1,,64,127,0,,,
51010,note_off,,,,,19,0,1,,,,0,,46,0
51072,set_tempo,,,,,384,1,0,310877,,,,,,
51105,note_off,,,,,95,0,1,,,,0,,100,0
51168,set_tempo,,,,,96,1,0,347849,,,,,,
51264,set_tempo,,,,,96,1,0,367646,,,,,,
51360,set_tempo,,,,,96,1,0,389823,,,,,,
51433,control_change,,,,,328,0,1,,64,0,0,,,
51456,set_tempo,,,,,96,1,0,926640,,,,,,
51552,set_tempo,,,,,96,1,0,963850,,,,,,
51648,set_tempo,,,,,96,1,0,1004170,,,,,,
51744,set_tempo,,,,,96,1,0,638284,,,,,,
51840,set_tempo,,,,,96,1,0,330114,,,,,,
51840,note_on,,,,,0,0,1,,,,0,,79,54
51840,control_change,,,,,0,0,1,,10,64,0,,,
51840,note_on,,,,,0,0,1,,,,0,,83,90
51840,note_on,,,,,0,0,1,,,,0,,71,58
51840,note_on,,,,,407,0,1,,,,0,,47,60
51847,note_on,,,,,7,0,1,,,,0,,59,96
51863,note_on,,,,,16,0,1,,,,0,,67,100
51945,note_off,,,,,82,0,1,,,,0,,59,0
51975,note_off,,,,,30,0,1,,,,0,,67,0
51997,note_off,,,,,22,0,1,,,,0,,47,0
52011,control_change,,,,,14,0,1,,64,127,0,,,
52032,note_on,,,,,21,0,1,,,,0,,35,98
52040,note_on,,,,,8,0,1,,,,0,,95,100
52043,note_off,,,,,3,0,1,,,,0,,83,0
52051,note_off,,,,,8,0,1,,,,0,,79,0
52056,note_off,,,,,5,0,1,,,,0,,71,0
52171,note_off,,,,,115,0,1,,,,0,,35,0
52214,note_off,,,,,43,0,1,,,,0,,95,0
52224,set_tempo,,,,,384,1,0,328747,,,,,,
52320,set_tempo,,,,,96,1,0,346183,,,,,,
52416,set_tempo,,,,,96,1,0,365557,,,,,,
52512,set_tempo,,,,,96,1,0,1589400,,,,,,
52606,control_change,,,,,392,0,1,,64,0,0,,,
52608,set_tempo,,,,,96,1,0,1589400,,,,,,
52704,set_tempo,,,,,96,1,0,1589400,,,,,,
52800,set_tempo,,,,,96,1,0,1263138,,,,,,
52896,set_tempo,,,,,96,1,0,347314,,,,,,
52992,control_change,,,,,0,0,1,,10,64,0,,,
52992,note_on,,,,,0,0,1,,,,0,,75,96
52992,note_on,,,,,0,0,1,,,,0,,71,92
52992,note_on,,,,,0,0,1,,,,0,,83,88
52992,note_on,,,,,0,0,1,,,,0,,47,98
52992,note_on,,,,,0,0,1,,,,0,,54,84
52992,set_tempo,,,,,96,1,0,347614,,,,,,
52992,note_on,,,,,386,0,1,,,,0,,63,92
53078,note_off,,,,,86,0,1,,,,0,,54,0
53088,set_tempo,,,,,96,1,0,347907,,,,,,
53131,note_off,,,,,53,0,1,,,,0,,63,0
53184,set_tempo,,,,,96,1,0,348203,,,,,,
53184,note_on,,,,,53,0,1,,,,0,,35,98
53186,note_off,,,,,2,0,1,,,,0,,47,0
53206,note_on,,,,,20,0,1,,,,0,,95,92
53207,note_off,,,,,1,0,1,,,,0,,71,0
53209,note_off,,,,,2,0,1,,,,0,,75,0
53211,note_off,,,,,2,0,1,,,,0,,83,0
53277,control_change,,,,,66,0,1,,64,127,0,,,
53280,set_tempo,,,,,96,1,0,348524,,,,,,
53305,note_off,,,,,28,0,1,,,,0,,35,0
53354,note_off,,,,,49,0,1,,,,0,,95,0
53664,set_tempo,,,,,384,1,0,2000000,,,,,,
53760,set_tempo,,,,,96,1,0,2000000,,,,,,
53856,set_tempo,,,,,96,1,0,2000000,,,,,,
53952,set_tempo,,,,,96,1,0,420302,,,,,,
54008,control_change,,,,,654,0,1,,64,0,0,,,
54144,control_change,,,,,136,0,1,,10,64,0,,,
54144,control_change,,,,,0,0,1,,10,64,0,,,
54159,note_on,,,,,15,0,1,,,,0,,59,51
54169,note_on,,,,,10,0,1,,,,0,,59,74
54176,note_on,,,,,7,0,1,,,,0,,52,46
54282,control_change,,,,,106,0,1,,64,127,0,,,
54282,note_on,,,,,0,0,1,,,,0,,71,52
54284,note_on,,,,,2,0,1,,,,0,,64,49
54290,note_off,,,,,6,0,1,,,,0,,59,0
54396,note_off,,,,,106,0,1,,,,0,,71,0
54407,note_on,,,,,11,0,1,,,,0,,68,54
54426,note_off,,,,,19,0,1,,,,0,,64,0
54535,note_on,,,,,109,0,1,,,,0,,71,54
54537,note_off,,,,,2,0,1,,,,0,,68,0
54650,note_off,,,,,113,0,1,,,,0,,71,0
54657,note_on,,,,,7,0,1,,,,0,,76,47
54657,note_on,,,,,0,0,1,,,,0,,83,50
54770,note_off,,,,,113,0,1,,,,0,,83,0
54779,note_on,,,,,9,0,1,,,,0,,80,46
54793,note_off,,,,,14,0,1,,,,0,,76,0
54890,note_on,,,,,97,0,1,,,,0,,61,86
54914,note_on,,,,,24,0,1,,,,0,,83,56
54917,note_off,,,,,3,0,1,,,,0,,80,0
54921,note_off,,,,,4,0,1,,,,0,,59,0
54994,control_change,,,,,73,0,1,,64,0,0,,,
55044,note_off,,,,,50,0,1,,,,0,,83,0
55046,note_on,,,,,2,0,1,,,,0,,95,47
55050,note_on,,,,,4,0,1,,,,0,,88,48
55056,control_change,,,,,6,0,1,,64,127,0,,,
55166,note_on,,,,,110,0,1,,,,0,,92,47
55179,note_off,,,,,13,0,1,,,,0,,95,0
55180,note_off,,,,,1,0,1,,,,0,,88,0
55247,control_change,,,,,67,0,1,,64,0,0,,,
55267,note_off,,,,,20,0,1,,,,0,,61,0
55279,note_on,,,,,12,0,1,,,,0,,54,46
55282,note_on,,,,,3,0,1,,,,0,,51,39
55283,note_on,,,,,1,0,1,,,,0,,61,82
55305,note_on,,,,,22,0,1,,,,0,,83,56
55307,note_off,,,,,2,0,1,,,,0,,52,0
55315,note_off,,,,,8,0,1,,,,0,,92,0
55383,control_change,,,,,68,0,1,,64,127,0,,,
55433,note_on,,,,,50,0,1,,,,0,,95,58
55435,note_on,,,,,2,0,1,,,,0,,87,41
55442,note_off,,,,,7,0,1,,,,0,,83,0
55554,note_on,,,,,112,0,1,,,,0,,90,47
55558,note_off,,,,,4,0,1,,,,0,,95,0
55581,note_off,,,,,23,0,1,,,,0,,87,0
55697,note_on,,,,,116,0,1,,,,0,,83,60
55714,note_off,,,,,17,0,1,,,,0,,90,0
55778,note_off,,,,,64,0,1,,,,0,,83,0
55819,note_on,,,,,41,0,1,,,,0,,83,52
55823,note_on,,,,,4,0,1,,,,0,,75,46
55939,note_on,,,,,116,0,1,,,,0,,78,56
55952,note_off,,,,,13,0,1,,,,0,,83,0
55964,note_off,,,,,12,0,1,,,,0,,75,0
56068,note_on,,,,,104,0,1,,,,0,,71,60
56080,note_on,,,,,12,0,1,,,,0,,59,72
56085,note_off,,,,,5,0,1,,,,0,,78,0
56103,control_change,,,,,18,0,1,,64,0,0,,,
56112,note_off,,,,,9,0,1,,,,0,,61,0
56152,note_off,,,,,40,0,1,,,,0,,71,0
56157,control_change,,,,,5,0,1,,64,127,0,,,
56207,note_on,,,,,0,0,1,,,,0,,71,48
56207,note_on,,,,,50,0,1,,,,0,,63,52
56265,note_off,,,,,58,0,1,,,,0,,54,0
56281,note_off,,,,,16,0,1,,,,0,,51,0
56324,note_off,,,,,43,0,1,,,,0,,71,0
56324,note_on,,,,,0,0,1,,,,0,,66,62
56339,note_off,,,,,15,0,1,,,,0,,63,0
56435,note_off,,,,,96,0,1,,,,0,,66,0
56445,note_off,,,,,10,0,1,,,,0,,59,0
56452,control_change,,,,,7,0,1,,64,0,0,,,
56457,note_on,,,,,5,0,1,,,,0,,49,54
56458,note_on,,,,,0,0,1,,,,0,,56,43
56458,note_on,,,,,1,0,1,,,,0,,37,68
56460,note_on,,,,,2,0,1,,,,0,,56,46
56512,control_change,,,,,52,0,1,,64,127,0,,,
56578,note_on,,,,,66,0,1,,,,0,,68,29
56581,note_on,,,,,3,0,1,,,,0,,61,20
56587,note_on,,,,,6,0,1,,,,0,,68,33
56593,note_off,,,,,6,0,1,,,,0,,56,0
56598,note_on,,,,,5,0,1,,,,0,,61,20
56609,note_off,,,,,11,0,1,,,,0,,56,0
56687,note_on,,,,,78,0,1,,,,0,,64,51
56689,note_off,,,,,2,0,1,,,,0,,68,0
56703,note_off,,,,,14,0,1,,,,0,,61,0
56712,note_off,,,,,9,0,1,,,,0,,68,0
56729,note_off,,,,,17,0,1,,,,0,,61,0
56765,note_off,,,,,36,0,1,,,,0,,64,0
56798,note_on,,,,,33,0,1,,,,0,,56,64
56805,note_on,,,,,0,0,1,,,,0,,66,53
56805,note_on,,,,,7,0,1,,,,0,,68,56
56818,note_off,,,,,13,0,1,,,,0,,49,0
56825,note_off,,,,,7,0,1,,,,0,,37,0
56857,note_off,,,,,32,0,1,,,,0,,66,0
56935,note_on,,,,,78,0,1,,,,0,,80,43
56936,note_on,,,,,1,0,1,,,,0,,73,26
56955,note_off,,,,,19,0,1,,,,0,,68,0
57054,note_on,,,,,99,0,1,,,,0,,76,58
57056,note_off,,,,,2,0,1,,,,0,,80,0
57066,note_off,,,,,10,0,1,,,,0,,73,0
57111,control_change,,,,,45,0,1,,64,0,0,,,
57130,note_off,,,,,19,0,1,,,,0,,76,0
57151,control_change,,,,,21,0,1,,64,127,0,,,
57168,note_on,,,,,17,0,1,,,,0,,57,66
57183,note_on,,,,,15,0,1,,,,0,,81,72
57191,note_off,,,,,8,0,1,,,,0,,56,0
57313,note_on,,,,,122,0,1,,,,0,,85,37
57314,note_on,,,,,1,0,1,,,,0,,93,58
57319,note_off,,,,,5,0,1,,,,0,,81,0
57445,note_on,,,,,126,0,1,,,,0,,88,64
57450,note_off,,,,,5,0,1,,,,0,,93,0
57459,note_off,,,,,9,0,1,,,,0,,85,0
57542,control_change,,,,,83,0,1,,64,0,0,,,
57554,note_off,,,,,12,0,1,,,,0,,57,0
57572,note_on,,,,,18,0,1,,,,0,,57,76
57579,note_on,,,,,7,0,1,,,,0,,48,62
57590,control_change,,,,,11,0,1,,64,127,0,,,
57592,note_off,,,,,2,0,1,,,,0,,88,0
57593,note_on,,,,,1,0,1,,,,0,,81,64
57722,note_off,,,,,129,0,1,,,,0,,81,0
57723,note_on,,,,,1,0,1,,,,0,,84,49
57725,note_on,,,,,2,0,1,,,,0,,93,46
57840,note_off,,,,,115,0,1,,,,0,,93,0
57845,note_on,,,,,5,0,1,,,,0,,87,52
57864,note_off,,,,,19,0,1,,,,0,,84,0
57970,note_on,,,,,106,0,1,,,,0,,81,49
57983,note_off,,,,,13,0,1,,,,0,,87,0
58063,note_off,,,,,80,0,1,,,,0,,81,0
58106,note_on,,,,,0,0,1,,,,0,,81,29
58106,note_on,,,,,43,0,1,,,,0,,72,28
58230,note_on,,,,,124,0,1,,,,0,,75,48
58231,note_off,,,,,1,0,1,,,,0,,81,0
58248,note_off,,,,,17,0,1,,,,0,,72,0
58349,note_on,,,,,101,0,1,,,,0,,69,52
58359,note_off,,,,,10,0,1,,,,0,,75,0
58374,note_on,,,,,0,0,1,,,,0,,56,76
58374,note_off,,,,,15,0,1,,,,0,,57,0
58385,control_change,,,,,11,0,1,,64,0,0,,,
58396,note_off,,,,,11,0,1,,,,0,,48,0
58438,note_off,,,,,42,0,1,,,,0,,69,0
58451,control_change,,,,,13,0,1,,64,127,0,,,
58485,note_on,,,,,34,0,1,,,,0,,68,46
58490,note_on,,,,,5,0,1,,,,0,,60,47
58616,note_on,,,,,126,0,1,,,,0,,63,33
58622,note_off,,,,,6,0,1,,,,0,,60,0
58626,note_off,,,,,4,0,1,,,,0,,68,0
58723,note_off,,,,,97,0,1,,,,0,,63,0
58733,control_change,,,,,10,0,1,,64,0,0,,,
58738,note_on,,,,,5,0,1,,,,0,,52,72
58739,note_on,,,,,1,0,1,,,,0,,45,50
58752,control_change,,,,,13,0,1,,10,64,0,,,
58760,note_on,,,,,8,0,1,,,,0,,56,49
58770,note_off,,,,,10,0,1,,,,0,,56,0
58877,note_on,,,,,107,0,1,,,,0,,57,52
58878,note_on,,,,,1,0,1,,,,0,,64,62
58889,note_off,,,,,11,0,1,,,,0,,56,0
58988,note_off,,,,,99,0,1,,,,0,,64,0
58997,note_on,,,,,9,0,1,,,,0,,61,51
59005,note_off,,,,,8,0,1,,,,0,,57,0
59101,note_off,,,,,96,0,1,,,,0,,61,0
59103,note_on,,,,,2,0,1,,,,0,,51,78
59128,note_on,,,,,0,0,1,,,,0,,64,58
59128,note_off,,,,,25,0,1,,,,0,,52,0
59256,note_on,,,,,128,0,1,,,,0,,69,62
59258,note_on,,,,,2,0,1,,,,0,,76,53
59260,note_off,,,,,2,0,1,,,,0,,64,0
59334,note_off,,,,,74,0,1,,,,0,,45,0
59368,note_off,,,,,34,0,1,,,,0,,76,0
59375,note_on,,,,,7,0,1,,,,0,,73,62
59387,note_off,,,,,12,0,1,,,,0,,69,0
59470,note_off,,,,,83,0,1,,,,0,,73,0
59502,note_on,,,,,32,0,1,,,,0,,76,64
59503,note_on,,,,,1,0,1,,,,0,,49,86
59531,note_off,,,,,28,0,1,,,,0,,51,0
59640,note_on,,,,,109,0,1,,,,0,,88,64
59640,note_on,,,,,0,0,1,,,,0,,81,52
59643,note_off,,,,,3,0,1,,,,0,,76,0
59762,note_on,,,,,119,0,1,,,,0,,85,60
59763,note_off,,,,,1,0,1,,,,0,,88,0
59779,note_off,,,,,16,0,1,,,,0,,81,0
59890,note_on,,,,,111,0,1,,,,0,,47,78
59893,note_on,,,,,3,0,1,,,,0,,40,52
59897,note_off,,,,,4,0,1,,,,0,,85,0
59905,note_on,,,,,8,0,1,,,,0,,88,62
59917,note_off,,,,,12,0,1,,,,0,,49,0
60022,control_change,,,,,105,0,1,,64,127,0,,,
60036,note_on,,,,,14,0,1,,,,0,,92,50
60038,note_on,,,,,2,0,1,,,,0,,100,72
60042,note_off,,,,,4,0,1,,,,0,,88,0
60149,note_on,,,,,107,0,1,,,,0,,95,82
60159,note_off,,,,,10,0,1,,,,0,,100,0
60161,note_off,,,,,2,0,1,,,,0,,92,0
60249,note_off,,,,,88,0,1,,,,0,,95,0
60273,note_on,,,,,24,0,1,,,,0,,52,78
60287,note_on,,,,,14,0,1,,,,0,,88,74
60404,note_off,,,,,117,0,1,,,,0,,88,0
60426,note_on,,,,,22,0,1,,,,0,,88,54
60426,note_on,,,,,0,0,1,,,,0,,95,56
60487,note_off,,,,,61,0,1,,,,0,,47,0
60554,note_off,,,,,67,0,1,,,,0,,95,0
60556,note_on,,,,,2,0,1,,,,0,,92,49
60565,note_off,,,,,9,0,1,,,,0,,88,0
60668,note_on,,,,,103,0,1,,,,0,,56,72
60692,control_change,,,,,24,0,1,,64,0,0,,,
60693,note_off,,,,,1,0,1,,,,0,,52,0
60693,note_on,,,,,0,0,1,,,,0,,83,60
60704,note_off,,,,,11,0,1,,,,0,,92,0
60707,note_off,,,,,3,0,1,,,,0,,40,0
60741,control_change,,,,,34,0,1,,64,127,0,,,
60803,note_off,,,,,62,0,1,,,,0,,83,0
60818,note_on,,,,,15,0,1,,,,0,,92,43
60822,note_on,,,,,4,0,1,,,,0,,83,52
60937,note_on,,,,,115,0,1,,,,0,,88,56
60945,note_off,,,,,8,0,1,,,,0,,83,0
60950,note_off,,,,,5,0,1,,,,0,,92,0
61057,control_change,,,,,107,0,1,,64,0,0,,,
61060,note_on,,,,,3,0,1,,,,0,,51,46
61063,note_off,,,,,3,0,1,,,,0,,88,0
61065,note_on,,,,,2,0,1,,,,0,,80,51
61066,note_on,,,,,1,0,1,,,,0,,59,78
61093,note_off,,,,,27,0,1,,,,0,,56,0
61128,control_change,,,,,35,0,1,,64,127,0,,,
61175,note_off,,,,,47,0,1,,,,0,,80,0
61185,note_on,,,,,10,0,1,,,,0,,80,22
61186,note_on,,,,,1,0,1,,,,0,,87,46
61295,note_on,,,,,109,0,1,,,,0,,83,74
61305,note_off,,,,,10,0,1,,,,0,,87,0
61308,note_off,,,,,3,0,1,,,,0,,80,0
61406,note_on,,,,,98,0,1,,,,0,,63,72
61419,note_off,,,,,13,0,1,,,,0,,83,0
61421,note_on,,,,,2,0,1,,,,0,,75,51
61432,note_off,,,,,11,0,1,,,,0,,59,0
61536,note_off,,,,,104,0,1,,,,0,,75,0
61553,note_on,,,,,17,0,1,,,,0,,75,33
61554,note_on,,,,,1,0,1,,,,0,,83,53
61671,note_on,,,,,117,0,1,,,,0,,80,41
61673,note_off,,,,,2,0,1,,,,0,,75,0
61684,note_off,,,,,11,0,1,,,,0,,83,0
61780,control_change,,,,,96,0,1,,64,0,0,,,
61799,note_on,,,,,19,0,1,,,,0,,61,78
61806,note_off,,,,,7,0,1,,,,0,,80,0
61807,note_on,,,,,1,0,1,,,,0,,67,70
61829,control_change,,,,,22,0,1,,64,127,0,,,
61839,note_off,,,,,10,0,1,,,,0,,51,0
61840,note_off,,,,,1,0,1,,,,0,,63,0
61944,note_off,,,,,104,0,1,,,,0,,67,0
61951,note_on,,,,,7,0,1,,,,0,,80,42
61954,note_on,,,,,3,0,1,,,,0,,70,68
61998,note_off,,,,,44,0,1,,,,0,,70,0
62072,note_on,,,,,74,0,1,,,,0,,75,53
62095,note_off,,,,,23,0,1,,,,0,,80,0
62100,note_on,,,,,5,0,1,,,,0,,44,64
62172,control_change,,,,,72,0,1,,64,0,0,,,
62173,note_off,,,,,1,0,1,,,,0,,75,0
62200,note_off,,,,,27,0,1,,,,0,,61,0
62208,note_on,,,,,8,0,1,,,,0,,68,31
62228,note_on,,,,,20,0,1,,,,0,,59,74
62239,control_change,,,,,11,0,1,,64,127,0,,,
62325,note_on,,,,,86,0,1,,,,0,,80,42
62328,note_on,,,,,3,0,1,,,,0,,71,49
62361,note_off,,,,,33,0,1,,,,0,,68,0
62445,note_on,,,,,84,0,1,,,,0,,75,45
62446,note_off,,,,,1,0,1,,,,0,,80,0
62453,note_off,,,,,7,0,1,,,,0,,71,0
62554,note_off,,,,,101,0,1,,,,0,,75,0
62560,control_change,,,,,6,0,1,,64,0,0,,,
62569,note_on,,,,,9,0,1,,,,0,,63,54
62583,note_on,,,,,14,0,1,,,,0,,58,78
62609,note_off,,,,,26,0,1,,,,0,,59,0
62700,note_on,,,,,91,0,1,,,,0,,68,35
62701,note_on,,,,,1,0,1,,,,0,,75,31
62721,note_off,,,,,20,0,1,,,,0,,63,0
62814,note_on,,,,,93,0,1,,,,0,,71,53
62815,note_off,,,,,1,0,1,,,,0,,75,0
62820,note_off,,,,,5,0,1,,,,0,,68,0
62908,note_off,,,,,88,0,1,,,,0,,71,0
62940,note_on,,,,,32,0,1,,,,0,,57,72
62945,note_on,,,,,5,0,1,,,,0,,47,54
62945,note_on,,,,,0,0,1,,,,0,,59,62
62965,note_off,,,,,20,0,1,,,,0,,44,0
62966,note_off,,,,,1,0,1,,,,0,,58,0
63085,note_on,,,,,119,0,1,,,,0,,63,39
63087,note_on,,,,,2,0,1,,,,0,,71,54
63094,note_off,,,,,7,0,1,,,,0,,59,0
63207,note_on,,,,,113,0,1,,,,0,,40,82
63209,note_on,,,,,2,0,1,,,,0,,66,45
63216,note_off,,,,,7,0,1,,,,0,,71,0
63224,note_off,,,,,8,0,1,,,,0,,63,0
63324,note_off,,,,,100,0,1,,,,0,,66,0
63344,note_on,,,,,20,0,1,,,,0,,56,88
63360,control_change,,,,,16,0,1,,10,64,0,,,
63370,note_off,,,,,10,0,1,,,,0,,57,0
63375,note_on,,,,,5,0,1,,,,0,,59,51
63494,control_change,,,,,119,0,1,,64,127,0,,,
63498,note_on,,,,,4,0,1,,,,0,,71,52
63500,note_on,,,,,2,0,1,,,,0,,64,49
63506,note_off,,,,,6,0,1,,,,0,,59,0
63612,note_off,,,,,106,0,1,,,,0,,71,0
63623,note_on,,,,,11,0,1,,,,0,,68,54
63642,note_off,,,,,19,0,1,,,,0,,64,0
63697,note_off,,,,,55,0,1,,,,0,,47,0
63700,note_off,,,,,3,0,1,,,,0,,40,0
63708,note_off,,,,,8,0,1,,,,0,,56,0
63751,note_on,,,,,43,0,1,,,,0,,71,54
63753,note_on,,,,,0,0,1,,,,0,,59,86
63753,note_off,,,,,2,0,1,,,,0,,68,0
63866,note_off,,,,,113,0,1,,,,0,,71,0
63873,note_on,,,,,7,0,1,,,,0,,76,47
63873,note_on,,,,,0,0,1,,,,0,,83,50
63927,control_change,,,,,54,0,1,,10,64,0,,,
63986,note_off,,,,,59,0,1,,,,0,,83,0
63995,note_on,,,,,9,0,1,,,,0,,80,46
64009,note_off,,,,,14,0,1,,,,0,,76,0
64130,note_on,,,,,121,0,1,,,,0,,83,56
64133,note_off,,,,,3,0,1,,,,0,,80,0
64164,control_change,,,,,31,0,1,,64,0,0,,,
64216,control_change,,,,,52,0,1,,64,127,0,,,
64260,note_off,,,,,44,0,1,,,,0,,83,0
64262,note_on,,,,,2,0,1,,,,0,,95,47
64266,note_on,,,,,4,0,1,,,,0,,88,48
64316,note_on,,,,,50,0,1,,,,0,,61,74
64344,note_off,,,,,28,0,1,,,,0,,59,0
64382,note_on,,,,,38,0,1,,,,0,,92,47
64395,note_off,,,,,13,0,1,,,,0,,95,0
64396,note_off,,,,,1,0,1,,,,0,,88,0
64508,note_off,,,,,112,0,1,,,,0,,61,0
64516,control_change,,,,,8,0,1,,64,0,0,,,
64521,note_on,,,,,5,0,1,,,,0,,83,56
64529,note_on,,,,,8,0,1,,,,0,,61,78
64531,note_off,,,,,2,0,1,,,,0,,92,0
64531,note_on,,,,,0,0,1,,,,0,,51,33
64533,note_on,,,,,2,0,1,,,,0,,54,30
64588,control_change,,,,,55,0,1,,64,127,0,,,
64649,note_on,,,,,61,0,1,,,,0,,95,58
64651,note_on,,,,,2,0,1,,,,0,,87,41
64658,note_off,,,,,7,0,1,,,,0,,83,0
64770,note_on,,,,,112,0,1,,,,0,,90,47
64774,note_off,,,,,4,0,1,,,,0,,95,0
64797,note_off,,,,,23,0,1,,,,0,,87,0
64913,note_on,,,,,116,0,1,,,,0,,83,60
64930,note_off,,,,,17,0,1,,,,0,,90,0
64994,note_off,,,,,64,0,1,,,,0,,83,0
65035,note_on,,,,,41,0,1,,,,0,,83,52
65039,note_on,,,,,4,0,1,,,,0,,75,46
65155,note_on,,,,,116,0,1,,,,0,,78,56
65168,note_off,,,,,13,0,1,,,,0,,83,0
65180,note_off,,,,,12,0,1,,,,0,,75,0
65279,note_on,,,,,99,0,1,,,,0,,59,70
65282,control_change,,,,,3,0,1,,64,0,0,,,
65284,note_on,,,,,2,0,1,,,,0,,71,60
