tick,type,data,time,meta,track,port,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
53712,control_change,,48,0,1,,,,,,,,,0,64,0,,
53728,note_on,,16,0,1,,,,,,,,,0,,,90,0
53758,note_on,,30,0,1,,,,,,,,,0,,,78,0
53760,control_change,,2,0,1,,,,,,,,,0,64,127,,
53760,note_on,,0,0,1,,,,,,,,,0,,,66,71
53760,note_on,,0,0,1,,,,,,,,,0,,,74,73
53856,note_on,,0,0,1,,,,,,,,,0,,,74,0
53856,note_on,,96,0,1,,,,,,,,,0,,,66,0
53856,note_on,,0,0,1,,,,,,,,,0,,,56,72
53950,note_on,,94,0,1,,,,,,,,,0,,,56,0
53952,note_on,,2,0,1,,,,,,,,,0,,,90,97
54048,note_on,,96,0,1,,,,,,,,,0,,,90,0
54048,note_on,,0,0,1,,,,,,,,,0,,,83,95
54144,note_on,,96,0,1,,,,,,,,,0,,,83,0
54144,note_on,,0,0,1,,,,,,,,,0,,,90,110
54240,note_on,,96,0,1,,,,,,,,,0,,,78,99
54288,control_change,,48,0,1,,,,,,,,,0,64,0,,
54304,note_on,,16,0,1,,,,,,,,,0,,,90,0
54334,note_on,,30,0,1,,,,,,,,,0,,,78,0
54336,note_on,,2,0,1,,,,,,,,,0,,,68,80
54336,control_change,,0,0,1,,,,,,,,,0,64,127,,
54336,note_on,,0,0,1,,,,,,,,,0,,,77,83
54336,note_on,,0,0,1,,,,,,,,,0,,,71,83
54432,note_on,,0,0,1,,,,,,,,,0,,,71,0
54432,note_on,,96,0,1,,,,,,,,,0,,,68,0
54432,note_on,,0,0,1,,,,,,,,,0,,,61,82
54432,note_on,,0,0,1,,,,,,,,,0,,,77,0
54526,note_on,,94,0,1,,,,,,,,,0,,,61,0
54528,note_on,,2,0,1,,,,,,,,,0,,,92,102
54624,note_on,,0,0,1,,,,,,,,,0,,,85,95
54624,note_on,,96,0,1,,,,,,,,,0,,,92,0
54720,note_on,,96,0,1,,,,,,,,,0,,,85,0
54720,note_on,,0,0,1,,,,,,,,,0,,,92,107
54816,note_on,,96,0,1,,,,,,,,,0,,,83,101
54864,control_change,,48,0,1,,,,,,,,,0,64,0,,
54880,note_on,,16,0,1,,,,,,,,,0,,,92,0
54910,note_on,,30,0,1,,,,,,,,,0,,,83,0
54912,note_on,,2,0,1,,,,,,,,,0,,,80,78
54912,note_on,,0,0,1,,,,,,,,,0,,,70,82
54912,note_on,,0,0,1,,,,,,,,,0,,,73,81
54912,control_change,,0,0,1,,,,,,,,,0,64,127,,
55008,note_on,,96,0,1,,,,,,,,,0,,,80,0
55008,note_on,,0,0,1,,,,,,,,,0,,,70,0
55008,note_on,,0,0,1,,,,,,,,,0,,,73,0
55008,note_on,,0,0,1,,,,,,,,,0,,,64,81
55102,note_on,,94,0,1,,,,,,,,,0,,,64,0
55104,note_on,,2,0,1,,,,,,,,,0,,,94,108
55200,note_on,,0,0,1,,,,,,,,,0,,,85,106
55200,note_on,,96,0,1,,,,,,,,,0,,,94,0
55296,note_on,,96,0,1,,,,,,,,,0,,,85,0
55296,note_on,,0,0,1,,,,,,,,,0,,,94,111
55392,note_on,,96,0,1,,,,,,,,,0,,,94,0
55392,note_on,,0,0,1,,,,,,,,,0,,,80,106
55440,control_change,,48,0,1,,,,,,,,,0,64,0,,
55486,note_on,,46,0,1,,,,,,,,,0,,,80,0
55488,control_change,,2,0,1,,,,,,,,,0,64,127,,
55488,note_on,,0,0,1,,,,,,,,,0,,,70,89
55488,note_on,,0,0,1,,,,,,,,,0,,,73,85
55488,note_on,,0,0,1,,,,,,,,,0,,,79,88
55584,note_on,,96,0,1,,,,,,,,,0,,,70,0
55584,note_on,,0,0,1,,,,,,,,,0,,,73,0
55584,note_on,,0,0,1,,,,,,,,,0,,,79,0
55584,note_on,,0,0,1,,,,,,,,,0,,,63,87
55678,note_on,,94,0,1,,,,,,,,,0,,,63,0
55680,note_on,,2,0,1,,,,,,,,,0,,,94,111
55776,note_on,,0,0,1,,,,,,,,,0,,,85,107
55776,note_on,,96,0,1,,,,,,,,,0,,,94,0
55872,note_on,,96,0,1,,,,,,,,,0,,,85,0
55872,note_on,,0,0,1,,,,,,,,,0,,,94,110
55968,note_on,,0,0,1,,,,,,,,,0,,,79,108
55968,note_on,,96,0,1,,,,,,,,,0,,,94,0
56016,control_change,,48,0,1,,,,,,,,,0,64,0,,
56062,note_on,,46,0,1,,,,,,,,,0,,,79,0
56064,note_on,,2,0,1,,,,,,,,,0,,,78,90
56064,note_on,,0,0,1,,,,,,,,,0,,,71,97
56064,note_on,,0,0,1,,,,,,,,,0,,,66,98
56064,control_change,,0,0,1,,,,,,,,,0,64,127,,
56160,note_on,,96,0,1,,,,,,,,,0,,,78,0
56160,note_on,,0,0,1,,,,,,,,,0,,,71,0
56160,note_on,,0,0,1,,,,,,,,,0,,,66,0
56160,note_on,,0,0,1,,,,,,,,,0,,,62,96
56254,note_on,,94,0,1,,,,,,,,,0,,,62,0
56256,note_on,,2,0,1,,,,,,,,,0,,,95,112
56352,note_on,,0,0,1,,,,,,,,,0,,,86,119
56352,note_on,,96,0,1,,,,,,,,,0,,,95,0
56448,note_on,,96,0,1,,,,,,,,,0,,,86,0
56448,note_on,,0,0,1,,,,,,,,,0,,,95,114
56544,note_on,,96,0,1,,,,,,,,,0,,,95,0
56544,note_on,,0,0,1,,,,,,,,,0,,,78,123
56592,control_change,,48,0,1,,,,,,,,,0,64,0,,
56638,note_on,,46,0,1,,,,,,,,,0,,,78,0
56640,control_change,,2,0,1,,,,,,,,,0,64,127,,
56640,note_on,,0,0,1,,,,,,,,,0,,,68,105
56640,note_on,,0,0,1,,,,,,,,,0,,,71,104
56640,note_on,,0,0,1,,,,,,,,,0,,,77,106
56736,note_on,,96,0,1,,,,,,,,,0,,,68,0
56736,note_on,,0,0,1,,,,,,,,,0,,,71,0
56736,note_on,,0,0,1,,,,,,,,,0,,,77,0
56736,note_on,,0,0,1,,,,,,,,,0,,,61,106
56830,note_on,,94,0,1,,,,,,,,,0,,,61,0
56832,note_on,,2,0,1,,,,,,,,,0,,,92,121
56928,note_on,,96,0,1,,,,,,,,,0,,,92,0
56928,note_on,,0,0,1,,,,,,,,,0,,,83,126
57024,note_on,,96,0,1,,,,,,,,,0,,,83,0
57024,note_on,,0,0,1,,,,,,,,,0,,,92,127
57120,note_on,,96,0,1,,,,,,,,,0,,,92,0
57120,note_on,,0,0,1,,,,,,,,,0,,,77,127
57168,control_change,,48,0,1,,,,,,,,,0,64,0,,
57214,note_on,,46,0,1,,,,,,,,,0,,,77,0
57216,note_on,,2,0,1,,,,,,,,,0,,,61,103
57216,note_on,,0,0,1,,,,,,,,,0,,,70,109
57216,note_on,,0,0,1,,,,,,,,,0,,,66,105
57216,control_change,,0,0,1,,,,,,,,,0,64,127,,
57312,note_on,,96,0,1,,,,,,,,,0,,,61,0
57312,note_on,,0,0,1,,,,,,,,,0,,,70,0
57312,note_on,,0,0,1,,,,,,,,,0,,,66,0
57312,note_on,,0,0,1,,,,,,,,,0,,,54,106
57406,note_on,,94,0,1,,,,,,,,,0,,,54,0
57408,note_on,,2,0,1,,,,,,,,,0,,,90,123
57408,note_on,,0,0,1,,,,,,,,,0,,,85,127
57504,note_on,,96,0,1,,,,,,,,,0,,,90,0
57504,note_on,,0,0,1,,,,,,,,,0,,,85,0
57504,note_on,,0,0,1,,,,,,,,,0,,,82,127
57600,note_on,,96,0,1,,,,,,,,,0,,,82,0
57600,note_on,,0,0,1,,,,,,,,,0,,,85,127
57600,note_on,,0,0,1,,,,,,,,,0,,,90,122
57696,note_on,,96,0,1,,,,,,,,,0,,,85,0
57696,note_on,,0,0,1,,,,,,,,,0,,,90,0
57696,note_on,,0,0,1,,,,,,,,,0,,,78,127
57744,control_change,,48,0,1,,,,,,,,,0,64,0,,
57790,note_on,,46,0,1,,,,,,,,,0,,,78,0
57792,note_on,,2,0,1,,,,,,,,,0,,,62,109
57792,note_on,,0,0,1,,,,,,,,,0,,,71,104
57792,control_change,,0,0,1,,,,,,,,,0,64,127,,
57888,note_on,,0,0,1,,,,,,,,,0,,,54,110
57888,note_on,,96,0,1,,,,,,,,,0,,,62,0
57888,note_on,,0,0,1,,,,,,,,,0,,,71,0
57982,note_on,,94,0,1,,,,,,,,,0,,,54,0
57984,note_on,,0,0,1,,,,,,,,,0,,,86,127
57984,note_on,,2,0,1,,,,,,,,,0,,,91,127
58080,note_on,,96,0,1,,,,,,,,,0,,,91,0
58080,note_on,,0,0,1,,,,,,,,,0,,,86,0
58080,note_on,,0,0,1,,,,,,,,,0,,,83,123
58176,note_on,,96,0,1,,,,,,,,,0,,,83,0
58176,note_on,,0,0,1,,,,,,,,,0,,,86,123
58176,note_on,,0,0,1,,,,,,,,,0,,,91,127
58272,note_on,,96,0,1,,,,,,,,,0,,,86,0
58272,note_on,,0,0,1,,,,,,,,,0,,,91,0
58272,note_on,,0,0,1,,,,,,,,,0,,,79,127
58320,control_change,,48,0,1,,,,,,,,,0,64,0,,
58366,note_on,,46,0,1,,,,,,,,,0,,,79,0
58368,control_change,,2,0,1,,,,,,,,,0,64,127,,
58368,note_on,,0,0,1,,,,,,,,,0,,,61,108
58368,note_on,,0,0,1,,,,,,,,,0,,,70,105
58464,note_on,,0,0,1,,,,,,,,,0,,,54,108
58464,note_on,,96,0,1,,,,,,,,,0,,,61,0
58464,note_on,,0,0,1,,,,,,,,,0,,,70,0
58558,note_on,,94,0,1,,,,,,,,,0,,,54,0
58560,note_on,,2,0,1,,,,,,,,,0,,,85,125
58560,note_on,,0,0,1,,,,,,,,,0,,,90,123
58656,note_on,,96,0,1,,,,,,,,,0,,,85,0
58656,note_on,,0,0,1,,,,,,,,,0,,,90,0
58656,note_on,,0,0,1,,,,,,,,,0,,,82,127
58752,note_on,,0,0,1,,,,,,,,,0,,,85,127
58752,note_on,,96,0,1,,,,,,,,,0,,,82,0
58752,note_on,,0,0,1,,,,,,,,,0,,,90,124
58848,note_on,,0,0,1,,,,,,,,,0,,,85,0
58848,note_on,,0,0,1,,,,,,,,,0,,,78,122
58848,note_on,,96,0,1,,,,,,,,,0,,,90,0
58896,control_change,,48,0,1,,,,,,,,,0,64,0,,
58942,note_on,,46,0,1,,,,,,,,,0,,,78,0
58944,note_on,,0,0,1,,,,,,,,,0,,,60,112
58944,note_on,,2,0,1,,,,,,,,,0,,,69,107
58944,control_change,,0,0,1,,,,,,,,,0,64,127,,
59040,note_on,,0,0,1,,,,,,,,,0,,,54,110
59040,note_on,,96,0,1,,,,,,,,,0,,,69,0
59040,note_on,,0,0,1,,,,,,,,,0,,,60,0
59134,note_on,,94,0,1,,,,,,,,,0,,,54,0
59136,note_on,,2,0,1,,,,,,,,,0,,,84,127
59136,note_on,,0,0,1,,,,,,,,,0,,,89,127
59232,note_on,,96,0,1,,,,,,,,,0,,,84,0
59232,note_on,,0,0,1,,,,,,,,,0,,,89,0
59232,note_on,,0,0,1,,,,,,,,,0,,,81,126
59328,note_on,,0,0,1,,,,,,,,,0,,,89,127
59328,note_on,,96,0,1,,,,,,,,,0,,,81,0
59328,note_on,,0,0,1,,,,,,,,,0,,,84,127
59424,note_on,,0,0,1,,,,,,,,,0,,,89,0
59424,note_on,,0,0,1,,,,,,,,,0,,,77,127
59424,note_on,,96,0,1,,,,,,,,,0,,,84,0
59472,control_change,,48,0,1,,,,,,,,,0,64,0,,
59518,note_on,,46,0,1,,,,,,,,,0,,,77,0
59520,note_on,,2,0,1,,,,,,,,,0,,,68,107
59520,note_on,,0,0,1,,,,,,,,,0,,,59,110
59520,control_change,,0,0,1,,,,,,,,,0,64,127,,
59616,note_on,,0,0,1,,,,,,,,,0,,,54,110
59616,note_on,,0,0,1,,,,,,,,,0,,,59,0
59616,note_on,,96,0,1,,,,,,,,,0,,,68,0
59710,note_on,,94,0,1,,,,,,,,,0,,,54,0
59712,note_on,,2,0,1,,,,,,,,,0,,,88,124
59712,note_on,,0,0,1,,,,,,,,,0,,,83,127
59808,note_on,,96,0,1,,,,,,,,,0,,,88,0
59808,note_on,,0,0,1,,,,,,,,,0,,,83,0
59808,note_on,,0,0,1,,,,,,,,,0,,,80,127
59904,note_on,,96,0,1,,,,,,,,,0,,,80,0
59904,note_on,,0,0,1,,,,,,,,,0,,,83,127
59904,note_on,,0,0,1,,,,,,,,,0,,,88,122
60000,note_on,,0,0,1,,,,,,,,,0,,,76,126
60000,note_on,,96,0,1,,,,,,,,,0,,,83,0
60000,note_on,,0,0,1,,,,,,,,,0,,,88,0
60048,control_change,,48,0,1,,,,,,,,,0,64,0,,
60094,note_on,,46,0,1,,,,,,,,,0,,,76,0
60096,note_on,,2,0,1,,,,,,,,,0,,,60,105
60096,note_on,,0,0,1,,,,,,,,,0,,,69,110
60096,control_change,,0,0,1,,,,,,,,,0,64,127,,
60192,note_on,,0,0,1,,,,,,,,,0,,,54,104
60192,note_on,,96,0,1,,,,,,,,,0,,,60,0
60192,note_on,,0,0,1,,,,,,,,,0,,,69,0
60286,note_on,,94,0,1,,,,,,,,,0,,,54,0
60288,note_on,,2,0,1,,,,,,,,,0,,,89,125
60288,note_on,,0,0,1,,,,,,,,,0,,,84,127
60384,note_on,,96,0,1,,,,,,,,,0,,,89,0
60384,note_on,,0,0,1,,,,,,,,,0,,,84,0
60384,note_on,,0,0,1,,,,,,,,,0,,,81,127
60480,note_on,,96,0,1,,,,,,,,,0,,,81,0
60480,note_on,,0,0,1,,,,,,,,,0,,,89,124
60480,note_on,,0,0,1,,,,,,,,,0,,,84,127
60576,note_on,,96,0,1,,,,,,,,,0,,,89,0
60576,note_on,,0,0,1,,,,,,,,,0,,,84,0
60576,note_on,,0,0,1,,,,,,,,,0,,,77,127
60624,control_change,,48,0,1,,,,,,,,,0,64,0,,
60670,note_on,,46,0,1,,,,,,,,,0,,,77,0
60672,note_on,,0,0,1,,,,,,,,,0,,,59,107
60672,control_change,,2,0,1,,,,,,,,,0,64,127,,
60672,note_on,,0,0,1,,,,,,,,,0,,,68,112
60768,note_on,,96,0,1,,,,,,,,,0,,,68,0
60768,note_on,,0,0,1,,,,,,,,,0,,,59,0
60768,note_on,,0,0,1,,,,,,,,,0,,,54,105
60862,note_on,,94,0,1,,,,,,,,,0,,,54,0
60864,note_on,,2,0,1,,,,,,,,,0,,,83,127
60864,note_on,,0,0,1,,,,,,,,,0,,,88,123
60960,note_on,,96,0,1,,,,,,,,,0,,,83,0
60960,note_on,,0,0,1,,,,,,,,,0,,,88,0
60960,note_on,,0,0,1,,,,,,,,,0,,,80,127
61056,note_on,,0,0,1,,,,,,,,,0,,,88,127
61056,note_on,,0,0,1,,,,,,,,,0,,,83,127
61056,note_on,,96,0,1,,,,,,,,,0,,,80,0
61152,note_on,,96,0,1,,,,,,,,,0,,,83,0
61152,note_on,,0,0,1,,,,,,,,,0,,,88,0
61152,note_on,,0,0,1,,,,,,,,,0,,,76,127
61200,control_change,,48,0,1,,,,,,,,,0,64,0,,
61246,note_on,,46,0,1,,,,,,,,,0,,,76,0
61248,control_change,,2,0,1,,,,,,,,,0,64,127,,
61248,note_on,,0,0,1,,,,,,,,,0,,,67,104
61248,note_on,,0,0,1,,,,,,,,,0,,,59,104
61344,note_on,,0,0,1,,,,,,,,,0,,,54,113
61344,note_on,,96,0,1,,,,,,,,,0,,,67,0
61344,note_on,,0,0,1,,,,,,,,,0,,,59,0
61438,note_on,,94,0,1,,,,,,,,,0,,,54,0
61440,note_on,,2,0,1,,,,,,,,,0,,,83,127
61440,note_on,,0,0,1,,,,,,,,,0,,,88,123
61536,note_on,,96,0,1,,,,,,,,,0,,,83,0
61536,note_on,,0,0,1,,,,,,,,,0,,,88,0
61536,note_on,,0,0,1,,,,,,,,,0,,,79,123
61632,note_on,,96,0,1,,,,,,,,,0,,,79,0
61632,note_on,,0,0,1,,,,,,,,,0,,,83,127
61632,note_on,,0,0,1,,,,,,,,,0,,,88,127
61728,note_on,,0,0,1,,,,,,,,,0,,,76,123
61728,note_on,,96,0,1,,,,,,,,,0,,,83,0
61728,note_on,,0,0,1,,,,,,,,,0,,,88,0
61776,control_change,,48,0,1,,,,,,,,,0,64,0,,
61822,note_on,,46,0,1,,,,,,,,,0,,,76,0
61824,note_on,,0,0,1,,,,,,,,,0,,,88,127
61824,note_on,,0,0,1,,,,,,,,,0,,,85,122
61824,note_on,,0,0,1,,,,,,,,,0,,,82,127
61824,note_on,,0,0,1,,,,,,,,,0,,,79,122
61824,note_on,,2,0,1,,,,,,,,,0,,,76,127
61824,note_on,,0,0,1,,,,,,,,,0,,,61,127
61824,note_on,,0,0,1,,,,,,,,,0,,,54,124
61824,control_change,,0,0,1,,,,,,,,,0,64,127,,
61824,note_on,,0,0,1,,,,,,,,,0,,,64,123
61872,note_on,,0,0,1,,,,,,,,,0,,,85,0
61872,note_on,,0,0,1,,,,,,,,,0,,,82,0
61872,note_on,,0,0,1,,,,,,,,,0,,,88,0
61872,note_on,,48,0,1,,,,,,,,,0,,,76,0
61872,note_on,,0,0,1,,,,,,,,,0,,,64,0
61872,note_on,,0,0,1,,,,,,,,,0,,,61,0
61872,note_on,,0,0,1,,,,,,,,,0,,,54,0
61872,note_on,,0,0,1,,,,,,,,,0,,,79,0
62400,note_on,,528,0,1,,,,,,,,,0,,,88,104
62400,note_on,,0,0,1,,,,,,,,,0,,,67,106
62496,note_on,,96,0,1,,,,,,,,,0,,,88,0
62496,note_on,,0,0,1,,,,,,,,,0,,,79,109
62560,note_on,,64,0,1,,,,,,,,,0,,,67,0
62592,note_on,,0,0,1,,,,,,,,,0,,,85,125
62592,note_on,,32,0,1,,,,,,,,,0,,,79,0
62592,note_on,,0,0,1,,,,,,,,,0,,,73,111
62686,note_on,,94,0,1,,,,,,,,,0,,,73,0
62688,note_on,,2,0,1,,,,,,,,,0,,,85,0
62688,note_on,,0,0,1,,,,,,,,,0,,,91,125
62688,note_on,,0,0,1,,,,,,,,,0,,,94,124
62784,note_on,,0,0,1,,,,,,,,,0,,,85,127
62784,note_on,,0,0,1,,,,,,,,,0,,,94,0
62784,note_on,,96,0,1,,,,,,,,,0,,,91,0
62880,note_on,,96,0,1,,,,,,,,,0,,,85,0
62880,note_on,,0,0,1,,,,,,,,,0,,,100,123
62974,note_on,,94,0,1,,,,,,,,,0,,,100,0
62976,note_on,,0,0,1,,,,,,,,,0,,,64,102
62976,note_on,,2,0,1,,,,,,,,,0,,,85,111
63072,note_on,,96,0,1,,,,,,,,,0,,,85,0
63072,note_on,,0,0,1,,,,,,,,,0,,,76,109
63136,note_on,,64,0,1,,,,,,,,,0,,,64,0
63168,note_on,,32,0,1,,,,,,,,,0,,,76,0
63168,note_on,,0,0,1,,,,,,,,,0,,,82,127
63168,note_on,,0,0,1,,,,,,,,,0,,,70,113
63262,note_on,,94,0,1,,,,,,,,,0,,,70,0
63264,note_on,,0,0,1,,,,,,,,,0,,,88,122
63264,note_on,,2,0,1,,,,,,,,,0,,,82,0
63264,note_on,,0,0,1,,,,,,,,,0,,,91,122
63360,note_on,,96,0,1,,,,,,,,,0,,,91,0
63360,note_on,,0,0,1,,,,,,,,,0,,,88,0
63360,note_on,,0,0,1,,,,,,,,,0,,,82,127
63456,note_on,,96,0,1,,,,,,,,,0,,,82,0
63456,note_on,,0,0,1,,,,,,,,,0,,,97,127
63550,note_on,,94,0,1,,,,,,,,,0,,,97,0
63552,note_on,,0,0,1,,,,,,,,,0,,,82,103
63552,note_on,,2,0,1,,,,,,,,,0,,,61,106
63648,note_on,,96,0,1,,,,,,,,,0,,,82,0
63648,note_on,,0,0,1,,,,,,,,,0,,,73,108
63712,note_on,,64,0,1,,,,,,,,,0,,,61,0
63744,note_on,,0,0,1,,,,,,,,,0,,,67,113
63744,note_on,,32,0,1,,,,,,,,,0,,,73,0
63744,note_on,,0,0,1,,,,,,,,,0,,,79,127
63838,note_on,,94,0,1,,,,,,,,,0,,,67,0
63840,note_on,,0,0,1,,,,,,,,,0,,,88,127
63840,note_on,,0,0,1,,,,,,,,,0,,,85,127
63840,note_on,,2,0,1,,,,,,,,,0,,,79,0
63936,note_on,,96,0,1,,,,,,,,,0,,,88,0
63936,note_on,,0,0,1,,,,,,,,,0,,,85,0
63936,note_on,,0,0,1,,,,,,,,,0,,,79,124
64032,note_on,,96,0,1,,,,,,,,,0,,,79,0
64032,note_on,,0,0,1,,,,,,,,,0,,,94,127
64126,note_on,,94,0,1,,,,,,,,,0,,,94,0
64128,note_on,,0,0,1,,,,,,,,,0,,,79,109
64128,note_on,,2,0,1,,,,,,,,,0,,,59,108
64224,note_on,,96,0,1,,,,,,,,,0,,,79,0
64224,note_on,,0,0,1,,,,,,,,,0,,,70,109
64288,note_on,,64,0,1,,,,,,,,,0,,,59,0
64320,note_on,,32,0,1,,,,,,,,,0,,,70,0
64320,note_on,,0,0,1,,,,,,,,,0,,,76,127
64320,note_on,,0,0,1,,,,,,,,,0,,,64,109
64414,note_on,,94,0,1,,,,,,,,,0,,,64,0
64416,note_on,,0,0,1,,,,,,,,,0,,,82,127
64416,note_on,,0,0,1,,,,,,,,,0,,,85,127
64416,note_on,,2,0,1,,,,,,,,,0,,,76,0
64512,note_on,,0,0,1,,,,,,,,,0,,,76,122
64512,note_on,,96,0,1,,,,,,,,,0,,,85,0
64512,note_on,,0,0,1,,,,,,,,,0,,,82,0
64608,note_on,,96,0,1,,,,,,,,,0,,,76,0
64608,note_on,,0,0,1,,,,,,,,,0,,,91,127
64702,note_on,,94,0,1,,,,,,,,,0,,,91,0
64704,note_on,,2,0,1,,,,,,,,,0,,,55,100
64704,note_on,,0,0,1,,,,,,,,,0,,,76,108
64800,note_on,,0,0,1,,,,,,,,,0,,,67,104
64800,note_on,,96,0,1,,,,,,,,,0,,,76,0
64864,note_on,,64,0,1,,,,,,,,,0,,,55,0
64896,note_on,,0,0,1,,,,,,,,,0,,,61,110
64896,note_on,,0,0,1,,,,,,,,,0,,,73,127
64896,note_on,,32,0,1,,,,,,,,,0,,,67,0
64990,note_on,,94,0,1,,,,,,,,,0,,,61,0
64992,note_on,,2,0,1,,,,,,,,,0,,,73,0
64992,note_on,,0,0,1,,,,,,,,,0,,,82,127
64992,note_on,,0,0,1,,,,,,,,,0,,,79,127
65088,note_on,,0,0,1,,,,,,,,,0,,,73,126
65088,note_on,,0,0,1,,,,,,,,,0,,,79,0
65088,note_on,,96,0,1,,,,,,,,,0,,,82,0
65184,note_on,,96,0,1,,,,,,,,,0,,,73,0
65184,note_on,,0,0,1,,,,,,,,,0,,,88,127
65278,note_on,,94,0,1,,,,,,,,,0,,,88,0
65280,note_on,,0,0,1,,,,,,,,,0,,,73,108
65280,note_on,,2,0,1,,,,,,,,,0,,,52,105
65376,note_on,,96,0,1,,,,,,,,,0,,,73,0
65376,note_on,,0,0,1,,,,,,,,,0,,,64,111
65440,note_on,,64,0,1,,,,,,,,,0,,,52,0
65472,note_on,,32,0,1,,,,,,,,,0,,,64,0
65472,note_on,,0,0,1,,,,,,,,,0,,,70,122
65472,note_on,,0,0,1,,,,,,,,,0,,,58,111
65566,note_on,,94,0,1,,,,,,,,,0,,,58,0
65568,note_on,,0,0,1,,,,,,,,,0,,,76,122
65568,note_on,,0,0,1,,,,,,,,,0,,,79,127
65568,note_on,,2,0,1,,,,,,,,,0,,,70,0
65664,note_on,,96,0,1,,,,,,,,,0,,,76,0
65664,note_on,,0,0,1,,,,,,,,,0,,,79,0
65664,note_on,,0,0,1,,,,,,,,,0,,,70,127
65760,note_on,,96,0,1,,,,,,,,,0,,,70,0
65760,note_on,,0,0,1,,,,,,,,,0,,,85,127
65854,note_on,,94,0,1,,,,,,,,,0,,,85,0
65856,note_on,,0,0,1,,,,,,,,,0,,,49,103
65856,note_on,,2,0,1,,,,,,,,,0,,,70,106
65952,note_on,,96,0,1,,,,,,,,,0,,,70,0
65952,note_on,,0,0,1,,,,,,,,,0,,,61,111
66016,note_on,,64,0,1,,,,,,,,,0,,,49,0
66048,note_on,,32,0,1,,,,,,,,,0,,,61,0
66048,note_on,,0,0,1,,,,,,,,,0,,,67,127
66048,note_on,,0,0,1,,,,,,,,,0,,,55,105
66142,note_on,,94,0,1,,,,,,,,,0,,,55,0
66144,note_on,,0,0,1,,,,,,,,,0,,,76,127
66144,note_on,,2,0,1,,,,,,,,,0,,,67,0
66144,note_on,,0,0,1,,,,,,,,,0,,,73,123
66240,note_on,,0,0,1,,,,,,,,,0,,,76,0
66240,note_on,,0,0,1,,,,,,,,,0,,,67,127
66240,note_on,,96,0,1,,,,,,,,,0,,,73,0
66336,note_on,,96,0,1,,,,,,,,,0,,,67,0
66336,note_on,,0,0,1,,,,,,,,,0,,,82,127
66384,control_change,,48,0,1,,,,,,,,,0,64,0,,
66430,note_on,,46,0,1,,,,,,,,,0,,,82,0
66432,note_on,,0,0,1,,,,,,,,,0,,,64,127
66432,control_change,,2,0,1,,,,,,,,,0,64,127,,
66432,set_tempo,,27648,1,0,,226415,,,,,,,,,,,
66528,note_on,,96,0,1,,,,,,,,,0,,,55,111
66624,note_on,,0,0,1,,,,,,,,,0,,,49,112
66624,note_on,,96,0,1,,,,,,,,,0,,,55,0
66688,note_on,,64,0,1,,,,,,,,,0,,,64,0
66718,note_on,,30,0,1,,,,,,,,,0,,,49,0
66720,note_on,,2,0,1,,,,,,,,,0,,,61,127
66720,set_tempo,,288,1,0,,211267,,,,,,,,,,,
66816,note_on,,96,0,1,,,,,,,,,0,,,67,124
66912,note_on,,0,0,1,,,,,,,,,0,,,76,125
66912,note_on,,96,0,1,,,,,,,,,0,,,67,0
66976,note_on,,64,0,1,,,,,,,,,0,,,61,0
66984,control_change,,8,0,1,,,,,,,,,0,64,0,,
67006,note_on,,22,0,1,,,,,,,,,0,,,76,0
67008,control_change,,0,0,1,,,,,,,,,0,64,127,,
67008,note_on,,2,0,1,,,,,,,,,0,,,64,126
67008,set_tempo,,288,1,0,,196721,,,,,,,,,,,
67104,note_on,,96,0,1,,,,,,,,,0,,,55,108
67200,note_on,,0,0,1,,,,,,,,,0,,,48,107
67200,note_on,,96,0,1,,,,,,,,,0,,,55,0
67264,note_on,,64,0,1,,,,,,,,,0,,,64,0
67294,note_on,,30,0,1,,,,,,,,,0,,,48,0
67296,note_on,,2,0,1,,,,,,,,,0,,,60,125
67296,set_tempo,,288,1,0,,181268,,,,,,,,,,,
67392,note_on,,96,0,1,,,,,,,,,0,,,67,123
67488,note_on,,0,0,1,,,,,,,,,0,,,76,127
67488,note_on,,96,0,1,,,,,,,,,0,,,67,0
67536,control_change,,48,0,1,,,,,,,,,0,64,0,,
67552,note_on,,16,0,1,,,,,,,,,0,,,60,0
67582,note_on,,30,0,1,,,,,,,,,0,,,76,0
67584,set_tempo,,288,1,0,,241935,,,,,,,,,,,
67584,control_change,,2,0,1,,,,,,,,,0,64,127,,
67584,note_on,,0,0,1,,,,,,,,,0,,,64,123
67680,note_on,,96,0,1,,,,,,,,,0,,,55,112
67776,note_on,,0,0,1,,,,,,,,,0,,,47,107
67776,note_on,,96,0,1,,,,,,,,,0,,,55,0
67840,note_on,,64,0,1,,,,,,,,,0,,,64,0
67870,note_on,,30,0,1,,,,,,,,,0,,,47,0
67872,note_on,,2,0,1,,,,,,,,,0,,,59,125
67872,set_tempo,,288,1,0,,211267,,,,,,,,,,,
67968,note_on,,96,0,1,,,,,,,,,0,,,67,127
68064,note_on,,0,0,1,,,,,,,,,0,,,76,127
68064,note_on,,96,0,1,,,,,,,,,0,,,67,0
68112,control_change,,48,0,1,,,,,,,,,0,64,0,,
68128,note_on,,16,0,1,,,,,,,,,0,,,59,0
68158,note_on,,30,0,1,,,,,,,,,0,,,76,0
68160,set_tempo,,288,1,0,,256410,,,,,,,,,,,
