tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity,control,value
22016,note_off,,,,,0,0,2,,,,0,82,0,,
22016,note_off,,,,,256,0,2,,,,0,76,0,,
22093,note_off,,,,,77,0,3,,,,1,56,0,,
22170,note_off,,,,,77,0,3,,,,1,61,0,,
22246,note_off,,,,,76,0,3,,,,1,65,0,,
22272,note_on,,,,,0,0,2,,,,0,89,72,,
22272,note_on,,,,,256,0,2,,,,0,82,67,,
22528,note_off,,,,,0,0,2,,,,0,89,0,,
22528,note_on,,,,,0,0,2,,,,0,75,69,,
22528,time_signature,2,4,24,8,2048,1,0,,,,,,,,
22528,note_off,,,,,0,0,2,,,,0,82,0,,
22528,note_off,,,,,256,0,2,,,,0,77,0,,
22528,key_signature,,,,,0,1,0,Gb,,,,,,,
22528,note_on,,,,,282,0,3,,,,1,43,71,,
22549,control_change,,,,,21,0,3,,,,1,,,64,127
22758,note_off,,,,,209,0,3,,,,1,43,0,,
22784,note_on,,,,,256,0,2,,,,0,82,76,,
22784,note_on,,,,,0,0,2,,,,0,87,81,,
23040,note_on,,,,,0,0,3,,,,1,61,48,,
23040,note_on,,,,,0,0,3,,,,1,58,46,,
23040,note_on,,,,,0,0,2,,,,0,85,76,,
23040,note_on,,,,,282,0,3,,,,1,52,54,,
23040,note_off,,,,,0,0,2,,,,0,87,0,,
23040,note_off,,,,,0,0,2,,,,0,82,0,,
23040,note_off,,,,,256,0,2,,,,0,75,0,,
23040,note_on,,,,,0,0,2,,,,0,73,70,,
23099,note_off,,,,,59,0,2,,,,0,73,0,,
23117,note_off,,,,,77,0,3,,,,1,52,0,,
23155,note_off,,,,,56,0,2,,,,0,85,0,,
23194,note_off,,,,,77,0,3,,,,1,58,0,,
23270,note_off,,,,,76,0,3,,,,1,61,0,,
23296,note_on,,,,,141,0,2,,,,0,70,64,,
23296,note_on,,,,,0,0,2,,,,0,82,69,,
23349,control_change,,,,,79,0,3,,,,1,,,64,0
23355,note_off,,,,,59,0,2,,,,0,70,0,,
23411,note_off,,,,,56,0,2,,,,0,82,0,,
23552,note_on,,,,,141,0,2,,,,0,68,62,,
23552,note_on,,,,,203,0,3,,,,1,44,65,,
23563,control_change,,,,,11,0,3,,,,1,,,64,127
23782,note_off,,,,,219,0,3,,,,1,44,0,,
23808,note_on,,,,,256,0,2,,,,0,73,61,,
23808,note_on,,,,,0,0,2,,,,0,80,67,,
24064,note_on,,,,,0,0,3,,,,1,61,50,,
24064,note_on,,,,,282,0,3,,,,1,53,50,,
24064,note_on,,,,,0,0,2,,,,0,67,59,,
24064,note_off,,,,,256,0,2,,,,0,68,0,,
24064,note_off,,,,,0,0,2,,,,0,73,0,,
24064,note_off,,,,,0,0,2,,,,0,80,0,,
24064,note_on,,,,,0,0,2,,,,0,79,65,,
24064,note_on,,,,,0,0,3,,,,1,56,48,,
24123,note_off,,,,,59,0,2,,,,0,67,0,,
24141,note_off,,,,,77,0,3,,,,1,53,0,,
24179,note_off,,,,,56,0,2,,,,0,79,0,,
24218,note_off,,,,,77,0,3,,,,1,56,0,,
24294,note_off,,,,,76,0,3,,,,1,61,0,,
24320,note_on,,,,,0,0,2,,,,0,80,68,,
24320,note_on,,,,,141,0,2,,,,0,68,63,,
24379,note_off,,,,,59,0,2,,,,0,68,0,,
24435,note_off,,,,,56,0,2,,,,0,80,0,,
24491,control_change,,,,,197,0,3,,,,1,,,64,0
24576,time_signature,2,4,24,8,2048,1,0,,,,,,,,
24576,key_signature,,,,,0,1,0,Gb,,,,,,,
24576,note_on,,,,,141,0,2,,,,0,70,82,,
24576,note_on,,,,,85,0,3,,,,1,44,66,,
24587,control_change,,,,,11,0,3,,,,1,,,64,127
24806,note_off,,,,,219,0,3,,,,1,44,0,,
24832,note_on,,,,,256,0,2,,,,0,72,65,,
24832,note_on,,,,,0,0,2,,,,0,82,70,,
25056,set_tempo,,,,,0,1,0,,500000,,,,,,
25056,set_tempo,,,,,480,1,0,,491803,,,,,,
25088,note_on,,,,,0,0,3,,,,1,60,49,,
25088,note_on,,,,,0,0,3,,,,1,56,48,,
25088,note_off,,,,,0,0,2,,,,0,72,0,,
25088,note_on,,,,,282,0,3,,,,1,51,49,,
25088,note_off,,,,,256,0,2,,,,0,70,0,,
25088,note_on,,,,,0,0,2,,,,0,68,78,,
25088,note_off,,,,,0,0,2,,,,0,82,0,,
25088,note_on,,,,,0,0,2,,,,0,80,66,,
25147,note_off,,,,,59,0,2,,,,0,68,0,,
25165,note_off,,,,,77,0,3,,,,1,51,0,,
25184,set_tempo,,,,,128,1,0,,508474,,,,,,
25184,set_tempo,,,,,0,1,0,,517241,,,,,,
25203,note_off,,,,,56,0,2,,,,0,80,0,,
25242,note_off,,,,,77,0,3,,,,1,56,0,,
25312,set_tempo,,,,,128,1,0,,526315,,,,,,
25312,set_tempo,,,,,0,1,0,,535714,,,,,,
25318,note_off,,,,,76,0,3,,,,1,60,0,,
25323,control_change,,,,,5,0,3,,,,1,,,64,0
25344,note_on,,,,,141,0,2,,,,0,66,71,,
25344,note_on,,,,,0,0,2,,,,0,78,59,,
25403,note_off,,,,,59,0,2,,,,0,66,0,,
25440,set_tempo,,,,,128,1,0,,545454,,,,,,
25440,set_tempo,,,,,0,1,0,,555555,,,,,,
25459,note_off,,,,,56,0,2,,,,0,78,0,,
25518,set_tempo,,,,,78,1,0,,500000,,,,,,
25518,set_tempo,,,,,0,1,0,,500000,,,,,,
25600,note_on,,,,,141,0,2,,,,0,64,68,,
25600,note_on,,,,,277,0,3,,,,1,49,57,,
25830,note_off,,,,,230,0,3,,,,1,49,0,,
25856,note_on,,,,,256,0,2,,,,0,73,50,,
25856,note_on,,,,,0,0,2,,,,0,76,55,,
26112,note_off,,,,,0,0,2,,,,0,76,0,,
26112,note_on,,,,,0,0,2,,,,0,65,62,,
26112,note_on,,,,,0,0,3,,,,1,61,43,,
26112,note_on,,,,,282,0,3,,,,1,56,41,,
26112,note_off,,,,,0,0,2,,,,0,73,0,,
26112,note_off,,,,,256,0,2,,,,0,64,0,,
26230,note_off,,,,,118,0,3,,,,1,56,0,,
26342,note_off,,,,,112,0,3,,,,1,61,0,,
26368,note_on,,,,,256,0,2,,,,0,73,50,,
26368,note_on,,,,,0,0,2,,,,0,77,55,,
26506,set_tempo,,,,,0,1,0,,491803,,,,,,
26506,set_tempo,,,,,988,1,0,,495867,,,,,,
26624,note_on,,,,,0,0,2,,,,0,77,48,,
26624,note_on,,,,,282,0,3,,,,1,49,55,,
26624,time_signature,2,4,24,8,118,1,0,,,,,,,,
26624,key_signature,,,,,0,1,0,Gb,,,,,,,
26624,note_off,,,,,0,0,2,,,,0,73,0,,
26624,note_off,,,,,0,0,2,,,,0,77,0,,
26624,note_off,,,,,256,0,2,,,,0,65,0,,
26624,note_on,,,,,0,0,2,,,,0,73,58,,
26847,set_tempo,,,,,0,1,0,,483870,,,,,,
26847,set_tempo,,,,,223,1,0,,487804,,,,,,
26854,note_off,,,,,230,0,3,,,,1,49,0,,
26880,note_on,,,,,0,0,2,,,,0,65,59,,
26880,note_off,,,,,256,0,2,,,,0,73,0,,
27136,note_on,,,,,282,0,3,,,,1,56,44,,
27136,note_off,,,,,256,0,2,,,,0,65,0,,
27136,note_off,,,,,0,0,2,,,,0,77,0,,
27136,note_on,,,,,0,0,2,,,,0,66,60,,
27136,note_on,,,,,0,0,2,,,,0,78,57,,
27136,note_on,,,,,0,0,3,,,,1,61,46,,
27195,note_off,,,,,59,0,2,,,,0,66,0,,
27251,note_off,,,,,56,0,2,,,,0,78,0,,
27254,note_off,,,,,118,0,3,,,,1,56,0,,
27366,note_off,,,,,112,0,3,,,,1,61,0,,
27392,note_on,,,,,0,0,2,,,,0,79,57,,
27392,note_on,,,,,141,0,2,,,,0,67,61,,
27451,note_off,,,,,59,0,2,,,,0,67,0,,
27507,note_off,,,,,56,0,2,,,,0,79,0,,
27648,note_on,,,,,282,0,3,,,,1,48,60,,
27648,note_on,,,,,141,0,2,,,,0,68,62,,
27659,control_change,,,,,11,0,3,,,,1,,,64,127
27878,note_off,,,,,219,0,3,,,,1,48,0,,
27904,note_on,,,,,0,0,2,,,,0,80,60,,
27904,note_on,,,,,256,0,2,,,,0,75,54,,
28160,note_on,,,,,0,0,2,,,,0,82,60,,
28160,note_on,,,,,0,0,2,,,,0,70,64,,
28160,note_off,,,,,0,0,2,,,,0,80,0,,
28160,note_off,,,,,0,0,2,,,,0,75,0,,
28160,note_off,,,,,256,0,2,,,,0,68,0,,
28160,note_on,,,,,0,0,3,,,,1,63,48,,
28160,note_on,,,,,282,0,3,,,,1,56,46,,
28219,note_off,,,,,59,0,2,,,,0,70,0,,
28275,note_off,,,,,56,0,2,,,,0,82,0,,
28278,note_off,,,,,118,0,3,,,,1,56,0,,
28390,note_off,,,,,112,0,3,,,,1,63,0,,
28416,note_on,,,,,0,0,2,,,,0,84,61,,
28416,note_on,,,,,141,0,2,,,,0,72,65,,
28475,note_off,,,,,59,0,2,,,,0,72,0,,
28531,note_off,,,,,56,0,2,,,,0,84,0,,
28587,control_change,,,,,197,0,3,,,,1,,,64,0
28672,note_on,,,,,141,0,2,,,,0,79,63,,
28672,time_signature,2,4,24,8,1825,1,0,,,,,,,,
28672,note_on,,,,,0,0,2,,,,0,85,65,,
28672,key_signature,,,,,0,1,0,Gb,,,,,,,
28672,note_on,,,,,85,0,3,,,,1,46,65,,
28693,control_change,,,,,21,0,3,,,,1,,,64,127
28902,note_off,,,,,209,0,3,,,,1,46,0,,
28928,note_off,,,,,256,0,2,,,,0,79,0,,
28928,note_on,,,,,0,0,2,,,,0,73,67,,
29184,note_on,,,,,0,0,3,,,,1,67,53,,
29184,note_on,,,,,0,0,3,,,,1,61,50,,
29184,note_off,,,,,256,0,2,,,,0,73,0,,
29184,note_off,,,,,0,0,2,,,,0,85,0,,
29184,note_on,,,,,282,0,3,,,,1,58,53,,
29184,note_on,,,,,0,0,2,,,,0,75,68,,
29184,note_on,,,,,0,0,2,,,,0,87,72,,
29243,note_off,,,,,59,0,2,,,,0,75,0,,
29261,note_off,,,,,77,0,3,,,,1,58,0,,
29299,note_off,,,,,56,0,2,,,,0,87,0,,
29338,note_off,,,,,77,0,3,,,,1,61,0,,
29414,note_off,,,,,76,0,3,,,,1,67,0,,
29440,note_on,,,,,141,0,2,,,,0,76,72,,
29440,note_on,,,,,0,0,2,,,,0,88,75,,
29493,control_change,,,,,79,0,3,,,,1,,,64,0
29499,note_off,,,,,59,0,2,,,,0,76,0,,
29555,note_off,,,,,56,0,2,,,,0,88,0,,
29696,note_on,,,,,141,0,2,,,,0,76,69,,
29696,note_on,,,,,203,0,3,,,,1,44,70,,
29707,control_change,,,,,11,0,3,,,,1,,,64,127
29926,note_off,,,,,219,0,3,,,,1,44,0,,
29952,note_on,,,,,0,0,2,,,,0,88,73,,
29952,note_on,,,,,256,0,2,,,,0,80,67,,
30208,note_off,,,,,0,0,2,,,,0,80,0,,
30208,note_on,,,,,0,0,3,,,,1,61,53,,
30208,note_on,,,,,282,0,3,,,,1,56,56,,
30208,note_on,,,,,0,0,2,,,,0,77,71,,
30208,note_off,,,,,0,0,2,,,,0,88,0,,
30208,note_off,,,,,256,0,2,,,,0,76,0,,
30208,note_on,,,,,0,0,3,,,,1,68,56,,
30285,note_off,,,,,77,0,3,,,,1,56,0,,
30362,note_off,,,,,77,0,3,,,,1,61,0,,
30438,note_off,,,,,76,0,3,,,,1,68,0,,
30464,note_on,,,,,0,0,2,,,,0,89,76,,
30464,note_on,,,,,256,0,2,,,,0,80,70,,
30635,control_change,,,,,197,0,3,,,,1,,,64,0
30720,note_on,,,,,85,0,3,,,,1,43,69,,
30720,note_on,,,,,0,0,3,,,,1,55,73,,
30720,note_on,,,,,0,0,2,,,,0,87,80,,
30720,time_signature,2,4,24,8,2048,1,0,,,,,,,,
30720,key_signature,,,,,0,1,0,Gb,,,,,,,
30720,note_off,,,,,0,0,2,,,,0,80,0,,
30720,note_off,,,,,0,0,2,,,,0,89,0,,
30720,note_on,,,,,0,0,2,,,,0,78,76,,
30720,note_off,,,,,256,0,2,,,,0,77,0,,
30741,control_change,,,,,21,0,3,,,,1,,,64,127
30838,note_off,,,,,97,0,3,,,,1,43,0,,
30950,note_off,,,,,112,0,3,,,,1,55,0,,
30976,note_on,,,,,0,0,2,,,,0,75,75,,
30976,note_off,,,,,256,0,2,,,,0,78,0,,
31232,note_on,,,,,0,0,3,,,,1,63,54,,
31232,note_off,,,,,0,0,2,,,,0,87,0,,
31232,note_on,,,,,0,0,3,,,,1,70,55,,
31232,note_on,,,,,0,0,2,,,,0,85,75,,
31232,note_on,,,,,0,0,2,,,,0,73,74,,
31232,note_on,,,,,282,0,3,,,,1,61,55,,
31232,note_off,,,,,256,0,2,,,,0,75,0,,
31291,note_off,,,,,59,0,2,,,,0,73,0,,
31309,note_off,,,,,77,0,3,,,,1,61,0,,
31347,note_off,,,,,56,0,2,,,,0,85,0,,
31386,note_off,,,,,77,0,3,,,,1,63,0,,
31462,note_off,,,,,76,0,3,,,,1,70,0,,
31488,note_on,,,,,0,0,2,,,,0,82,69,,
31488,note_on,,,,,141,0,2,,,,0,70,69,,
31541,control_change,,,,,79,0,3,,,,1,,,64,0
31547,note_off,,,,,59,0,2,,,,0,70,0,,
31603,note_off,,,,,56,0,2,,,,0,82,0,,
31744,note_on,,,,,141,0,2,,,,0,68,67,,
31744,note_on,,,,,203,0,3,,,,1,44,67,,
31755,control_change,,,,,11,0,3,,,,1,,,64,127
31974,note_off,,,,,219,0,3,,,,1,44,0,,
32000,note_on,,,,,0,0,2,,,,0,80,68,,
32000,note_on,,,,,256,0,2,,,,0,73,62,,
32256,note_on,,,,,0,0,2,,,,0,79,66,,
32256,note_on,,,,,0,0,2,,,,0,67,64,,
32256,note_off,,,,,0,0,2,,,,0,80,0,,
32256,note_off,,,,,0,0,2,,,,0,73,0,,
32256,note_off,,,,,256,0,2,,,,0,68,0,,
32256,note_on,,,,,0,0,3,,,,1,61,41,,
32256,note_on,,,,,0,0,3,,,,1,56,49,,
32256,note_on,,,,,282,0,3,,,,1,53,52,,
32315,note_off,,,,,59,0,2,,,,0,67,0,,
32333,note_off,,,,,77,0,3,,,,1,53,0,,
32371,note_off,,,,,56,0,2,,,,0,79,0,,
32410,note_off,,,,,77,0,3,,,,1,56,0,,
32486,note_off,,,,,76,0,3,,,,1,61,0,,
32512,note_on,,,,,141,0,2,,,,0,68,63,,
32512,note_on,,,,,0,0,2,,,,0,80,65,,
32571,note_off,,,,,59,0,2,,,,0,68,0,,
32627,note_off,,,,,56,0,2,,,,0,80,0,,
32683,control_change,,,,,197,0,3,,,,1,,,64,0
32768,key_signature,,,,,0,1,0,Gb,,,,,,,
32768,note_on,,,,,85,0,3,,,,1,32,70,,
32768,note_on,,,,,141,0,2,,,,0,72,82,,
32768,time_signature,2,4,24,8,2048,1,0,,,,,,,,
32789,control_change,,,,,21,0,3,,,,1,,,64,127
32998,note_off,,,,,209,0,3,,,,1,32,0,,
33024,note_on,,,,,0,0,2,,,,0,84,66,,
33024,note_on,,,,,256,0,2,,,,0,78,61,,
33280,note_on,,,,,0,0,3,,,,1,60,50,,
33280,note_on,,,,,0,0,3,,,,1,54,48,,
33280,note_on,,,,,282,0,3,,,,1,51,50,,
33280,note_off,,,,,0,0,2,,,,0,78,0,,
33280,note_off,,,,,0,0,2,,,,0,84,0,,
33280,note_on,,,,,0,0,2,,,,0,82,64,,
33280,note_off,,,,,256,0,2,,,,0,72,0,,
33280,note_on,,,,,0,0,2,,,,0,70,75,,
33339,note_off,,,,,59,0,2,,,,0,70,0,,
33357,note_off,,,,,77,0,3,,,,1,51,0,,
33387,set_tempo,,,,,619,1,0,,491803,,,,,,
33387,set_tempo,,,,,0,1,0,,500000,,,,,,
33395,note_off,,,,,56,0,2,,,,0,82,0,,
33434,note_off,,,,,77,0,3,,,,1,54,0,,
33510,note_off,,,,,76,0,3,,,,1,60,0,,
33515,set_tempo,,,,,128,1,0,,508474,,,,,,
33515,set_tempo,,,,,0,1,0,,517241,,,,,,
33536,note_on,,,,,0,0,2,,,,0,80,60,,
33536,note_on,,,,,141,0,2,,,,0,68,71,,
33589,control_change,,,,,79,0,3,,,,1,,,64,0
33595,note_off,,,,,59,0,2,,,,0,68,0,,
33643,set_tempo,,,,,128,1,0,,526315,,,,,,
33643,set_tempo,,,,,0,1,0,,535714,,,,,,
33651,note_off,,,,,56,0,2,,,,0,80,0,,
33771,set_tempo,,,,,0,1,0,,555555,,,,,,
33771,set_tempo,,,,,128,1,0,,545454,,,,,,
33792,note_on,,,,,141,0,2,,,,0,73,68,,
33792,note_on,,,,,203,0,3,,,,1,37,58,,
33803,control_change,,,,,11,0,3,,,,1,,,64,127
34022,note_off,,,,,219,0,3,,,,1,37,0,,
34048,note_on,,,,,0,0,2,,,,0,85,55,,
34048,note_on,,,,,256,0,2,,,,0,77,50,,
34112,set_tempo,,,,,341,1,0,,500000,,,,,,
34112,set_tempo,,,,,0,1,0,,500000,,,,,,
34304,note_on,,,,,0,0,2,,,,0,84,52,,
34304,note_on,,,,,0,0,2,,,,0,72,65,,
34304,note_on,,,,,0,0,3,,,,1,65,44,,
34304,note_on,,,,,0,0,3,,,,1,61,45,,
34304,note_on,,,,,282,0,3,,,,1,56,44,,
34304,note_off,,,,,0,0,2,,,,0,85,0,,
34304,note_off,,,,,0,0,2,,,,0,77,0,,
34304,note_off,,,,,256,0,2,,,,0,73,0,,
34363,note_off,,,,,59,0,2,,,,0,72,0,,
34381,note_off,,,,,77,0,3,,,,1,56,0,,
34419,note_off,,,,,56,0,2,,,,0,84,0,,
34458,note_off,,,,,77,0,3,,,,1,61,0,,
34534,note_off,,,,,76,0,3,,,,1,65,0,,
34560,note_on,,,,,141,0,2,,,,0,73,59,,
34560,note_on,,,,,0,0,2,,,,0,85,49,,
34619,note_off,,,,,59,0,2,,,,0,73,0,,
34675,note_off,,,,,56,0,2,,,,0,85,0,,
34731,control_change,,,,,197,0,3,,,,1,,,64,0
34816,note_on,,,,,141,0,2,,,,0,73,64,,
34816,time_signature,2,4,24,8,704,1,0,,,,,,,,
34816,note_on,,,,,85,0,3,,,,1,49,55,,
34816,key_signature,,,,,0,1,0,Gb,,,,,,,
34837,control_change,,,,,21,0,3,,,,1,,,64,127
35046,note_off,,,,,209,0,3,,,,1,49,0,,
35072,note_on,,,,,0,0,2,,,,0,85,52,,
35072,note_on,,,,,256,0,2,,,,0,82,47,,
35125,set_tempo,,,,,309,1,0,,495867,,,,,,
35125,set_tempo,,,,,0,1,0,,491803,,,,,,
35328,note_on,,,,,0,0,2,,,,0,76,62,,
35328,note_on,,,,,0,0,2,,,,0,88,52,,
35328,note_on,,,,,0,0,3,,,,1,67,44,,
35328,note_off,,,,,0,0,2,,,,0,85,0,,
35328,note_off,,,,,0,0,2,,,,0,82,0,,
35328,note_off,,,,,256,0,2,,,,0,73,0,,
35328,note_on,,,,,282,0,3,,,,1,58,40,,
35387,note_off,,,,,59,0,2,,,,0,76,0,,
35443,note_off,,,,,56,0,2,,,,0,88,0,,
35446,note_off,,,,,118,0,3,,,,1,58,0,,
35466,set_tempo,,,,,341,1,0,,487804,,,,,,
35466,set_tempo,,,,,0,1,0,,483870,,,,,,
35558,note_off,,,,,112,0,3,,,,1,67,0,,
35584,note_on,,,,,0,0,2,,,,0,87,51,,
35584,note_on,,,,,141,0,2,,,,0,75,61,,
35637,control_change,,,,,79,0,3,,,,1,,,64,0
35643,note_off,,,,,59,0,2,,,,0,75,0,,
35699,note_off,,,,,56,0,2,,,,0,87,0,,
35840,note_on,,,,,141,0,2,,,,0,73,61,,
35840,note_on,,,,,203,0,3,,,,1,49,54,,
35851,control_change,,,,,11,0,3,,,,1,,,64,127
36070,note_off,,,,,219,0,3,,,,1,49,0,,
36096,note_on,,,,,0,0,2,,,,0,85,50,,
36096,note_on,,,,,256,0,2,,,,0,80,45,,
36352,note_off,,,,,0,0,2,,,,0,85,0,,
36352,note_on,,,,,0,0,2,,,,0,71,60,,
36352,note_on,,,,,0,0,2,,,,0,83,50,,
36352,note_on,,,,,282,0,3,,,,1,59,40,,
36352,note_off,,,,,0,0,2,,,,0,80,0,,
36352,note_on,,,,,0,0,3,,,,1,68,42,,
36352,note_off,,,,,256,0,2,,,,0,73,0,,
36411,note_off,,,,,59,0,2,,,,0,71,0,,
36467,note_off,,,,,56,0,2,,,,0,83,0,,
36470,note_off,,,,,118,0,3,,,,1,59,0,,
36582,note_off,,,,,112,0,3,,,,1,68,0,,
36608,note_on,,,,,0,0,2,,,,0,82,50,,
36608,note_on,,,,,141,0,2,,,,0,70,60,,
36667,note_off,,,,,59,0,2,,,,0,70,0,,
36723,note_off,,,,,56,0,2,,,,0,82,0,,
36779,control_change,,,,,197,0,3,,,,1,,,64,0
36864,key_signature,,,,,0,1,0,Gb,,,,,,,
36864,time_signature,2,4,24,8,1398,1,0,,,,,,,,
36864,note_on,,,,,141,0,2,,,,0,71,48,,
36864,note_on,,,,,85,0,3,,,,1,49,53,,
36885,control_change,,,,,21,0,3,,,,1,,,64,127
37094,note_off,,,,,209,0,3,,,,1,49,0,,
37120,note_on,,,,,0,0,2,,,,0,83,49,,
37120,note_on,,,,,256,0,2,,,,0,77,44,,
37376,note_on,,,,,0,0,2,,,,0,86,48,,
37376,note_on,,,,,0,0,2,,,,0,74,47,,
37376,note_off,,,,,0,0,2,,,,0,83,0,,
37376,note_on,,,,,0,0,3,,,,1,65,42,,
37376,note_off,,,,,256,0,2,,,,0,71,0,,
37376,note_on,,,,,282,0,3,,,,1,56,40,,
37376,note_off,,,,,0,0,2,,,,0,77,0,,
37435,note_off,,,,,59,0,2,,,,0,74,0,,
37491,note_off,,,,,56,0,2,,,,0,86,0,,
37494,note_off,,,,,118,0,3,,,,1,56,0,,
37606,note_off,,,,,112,0,3,,,,1,65,0,,
37632,note_on,,,,,141,0,2,,,,0,73,47,,
37632,note_on,,,,,0,0,2,,,,0,85,48,,
37685,control_change,,,,,79,0,3,,,,1,,,64,0
37691,note_off,,,,,59,0,2,,,,0,73,0,,
37747,note_off,,,,,56,0,2,,,,0,85,0,,
37888,note_on,,,,,203,0,3,,,,1,49,53,,
37888,note_on,,,,,141,0,2,,,,0,71,47,,
37899,control_change,,,,,11,0,3,,,,1,,,64,127
38118,note_off,,,,,219,0,3,,,,1,49,0,,
38144,note_on,,,,,256,0,2,,,,0,78,43,,
38144,note_on,,,,,0,0,2,,,,0,83,48,,
38400,note_on,,,,,282,0,3,,,,1,57,40,,
38400,note_on,,,,,0,0,3,,,,1,66,42,,
38400,note_off,,,,,256,0,2,,,,0,71,0,,
38400,note_off,,,,,0,0,2,,,,0,83,0,,
38400,note_on,,,,,0,0,2,,,,0,69,46,,
38400,note_on,,,,,0,0,2,,,,0,81,48,,
38400,note_off,,,,,0,0,2,,,,0,78,0,,
38459,note_off,,,,,59,0,2,,,,0,69,0,,
38515,note_off,,,,,56,0,2,,,,0,81,0,,
38518,note_off,,,,,118,0,3,,,,1,57,0,,
38630,note_off,,,,,112,0,3,,,,1,66,0,,
38656,note_on,,,,,141,0,2,,,,0,68,46,,
38656,note_on,,,,,0,0,2,,,,0,80,48,,
38715,note_off,,,,,59,0,2,,,,0,68,0,,
38771,note_off,,,,,56,0,2,,,,0,80,0,,
38827,control_change,,,,,197,0,3,,,,1,,,64,0
38912,time_signature,2,4,24,8,2048,1,0,,,,,,,,
38912,key_signature,,,,,0,1,0,Gb,,,,,,,
38912,note_on,,,,,141,0,2,,,,0,66,46,,
38912,note_on,,,,,85,0,3,,,,1,37,53,,
38933,control_change,,,,,21,0,3,,,,1,,,64,127
39142,note_off,,,,,209,0,3,,,,1,37,0,,
39168,note_on,,,,,256,0,2,,,,0,75,42,,
39168,note_on,,,,,0,0,2,,,,0,78,48,,
39424,note_off,,,,,256,0,2,,,,0,66,0,,
39424,note_off,,,,,0,0,2,,,,0,75,0,,
39424,note_off,,,,,0,0,2,,,,0,78,0,,
39424,note_on,,,,,0,0,2,,,,0,69,44,,
39424,note_on,,,,,0,0,2,,,,0,81,48,,
39424,note_on,,,,,0,0,3,,,,1,60,41,,
39424,note_on,,,,,282,0,3,,,,1,51,38,,
39483,note_off,,,,,59,0,2,,,,0,69,0,,
39539,note_off,,,,,56,0,2,,,,0,81,0,,
39542,note_off,,,,,118,0,3,,,,1,51,0,,
39654,note_off,,,,,112,0,3,,,,1,60,0,,
39680,note_on,,,,,0,0,2,,,,0,80,47,,
39680,note_on,,,,,141,0,2,,,,0,68,44,,
39733,control_change,,,,,79,0,3,,,,1,,,64,0
39739,note_off,,,,,59,0,2,,,,0,68,0,,
39795,note_off,,,,,56,0,2,,,,0,80,0,,
39936,note_on,,,,,141,0,2,,,,0,68,43,,
39936,note_on,,,,,203,0,3,,,,1,37,52,,
39947,control_change,,,,,11,0,3,,,,1,,,64,127
40166,note_off,,,,,219,0,3,,,,1,37,0,,
40192,note_on,,,,,256,0,2,,,,0,75,41,,
40192,note_on,,,,,0,0,2,,,,0,80,46,,
40448,note_off,,,,,256,0,2,,,,0,68,0,,
40448,note_off,,,,,0,0,2,,,,0,75,0,,
40448,note_off,,,,,0,0,2,,,,0,80,0,,
40448,note_on,,,,,0,0,2,,,,0,67,43,,
40448,note_on,,,,,0,0,2,,,,0,79,46,,
40448,note_on,,,,,0,0,3,,,,1,60,40,,
40448,note_on,,,,,282,0,3,,,,1,51,37,,
40507,note_off,,,,,59,0,2,,,,0,67,0,,
40563,note_off,,,,,56,0,2,,,,0,79,0,,
40566,note_off,,,,,118,0,3,,,,1,51,0,,
40678,note_off,,,,,112,0,3,,,,1,60,0,,
40704,note_on,,,,,141,0,2,,,,0,66,43,,
40704,note_on,,,,,0,0,2,,,,0,78,46,,
40763,note_off,,,,,59,0,2,,,,0,66,0,,
40819,note_off,,,,,56,0,2,,,,0,78,0,,
40875,control_change,,,,,197,0,3,,,,1,,,64,0
40960,note_on,,,,,141,0,2,,,,0,65,50,,
40960,time_signature,2,4,24,8,2048,1,0,,,,,,,,
40960,note_on,,,,,85,0,3,,,,1,37,57,,
40960,key_signature,,,,,0,1,0,Gb,,,,,,,
40981,control_change,,,,,21,0,3,,,,1,,,64,127
41190,note_off,,,,,209,0,3,,,,1,37,0,,
41216,note_on,,,,,0,0,2,,,,0,77,55,,
41216,note_on,,,,,256,0,2,,,,0,73,49,,
41472,note_off,,,,,0,0,2,,,,0,77,0,,
41472,note_off,,,,,0,0,2,,,,0,73,0,,
41472,note_off,,,,,256,0,2,,,,0,65,0,,
41472,note_on,,,,,0,0,2,,,,0,78,55,,
41472,note_on,,,,,0,0,3,,,,1,61,46,,
41472,note_on,,,,,282,0,3,,,,1,53,42,,
41472,note_on,,,,,0,0,2,,,,0,66,50,,
41531,note_off,,,,,59,0,2,,,,0,66,0,,
41587,note_off,,,,,56,0,2,,,,0,78,0,,
41590,note_off,,,,,118,0,3,,,,1,53,0,,
41702,note_off,,,,,112,0,3,,,,1,61,0,,
41728,note_on,,,,,0,0,2,,,,0,79,49,,
41728,note_on,,,,,141,0,2,,,,0,67,50,,
41781,control_change,,,,,79,0,3,,,,1,,,64,0
41787,note_off,,,,,59,0,2,,,,0,67,0,,
41843,note_off,,,,,56,0,2,,,,0,79,0,,
41845,set_tempo,,,,,885,1,0,,491803,,,,,,
41845,set_tempo,,,,,0,1,0,,500000,,,,,,
41973,set_tempo,,,,,128,1,0,,508474,,,,,,
41973,set_tempo,,,,,0,1,0,,517241,,,,,,
41984,note_on,,,,,203,0,3,,,,1,49,57,,
41984,note_on,,,,,141,0,2,,,,0,68,50,,
41995,control_change,,,,,11,0,3,,,,1,,,64,127
