tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,key,port,program,channel,control,value,note,velocity
8208,note_on,0,0,3,,,,,,,,,0,,,63,53
8232,note_on,24,0,3,,,,,,,,,0,,,63,0
8232,note_on,0,0,3,,,,,,,,,0,,,61,49
8254,note_on,94,0,2,,,,,,,,,0,,,64,0
8254,note_on,0,0,2,,,,,,,,,0,,,69,0
8256,note_on,0,0,2,,,,,,,,,0,,,69,45
8256,note_on,0,0,1,,,,,,,,,0,,,75,45
8256,note_on,384,0,1,,,,,,,,,0,,,76,0
8256,note_on,2,0,2,,,,,,,,,0,,,64,45
8256,note_on,24,0,3,,,,,,,,,0,,,61,0
8256,note_on,0,0,3,,,,,,,,,0,,,59,45
8350,note_on,0,0,2,,,,,,,,,0,,,69,0
8350,note_on,94,0,2,,,,,,,,,0,,,64,0
8352,note_on,0,0,2,,,,,,,,,0,,,69,45
8352,note_on,2,0,2,,,,,,,,,0,,,64,45
8400,note_on,144,0,3,,,,,,,,,0,,,59,0
8400,note_on,0,0,3,,,,,,,,,0,,,57,45
8400,note_on,144,0,1,,,,,,,,,0,,,75,0
8400,note_on,0,0,1,,,,,,,,,0,,,73,45
8446,note_on,0,0,2,,,,,,,,,0,,,69,0
8446,note_on,94,0,2,,,,,,,,,0,,,64,0
8446,note_on,46,0,3,,,,,,,,,0,,,57,0
8448,note_on,0,0,3,,,,,,,,,0,,,35,45
8448,note_on,48,0,1,,,,,,,,,0,,,73,0
8448,control_change,2,0,3,,,,,,,,,0,64,127,,
8448,note_on,0,0,2,,,,,,,,,0,,,69,45
8448,note_on,2,0,2,,,,,,,,,0,,,63,45
8448,note_on,0,0,1,,,,,,,,,0,,,73,45
8542,note_on,0,0,2,,,,,,,,,0,,,69,0
8542,note_on,94,0,2,,,,,,,,,0,,,63,0
8544,note_on,96,0,3,,,,,,,,,0,,,35,0
8544,note_on,0,0,3,,,,,,,,,0,,,42,45
8544,note_on,2,0,2,,,,,,,,,0,,,63,45
8544,note_on,0,0,2,,,,,,,,,0,,,69,45
8592,note_on,48,0,3,,,,,,,,,0,,,42,0
8592,note_on,0,0,3,,,,,,,,,0,,,47,45
8638,note_on,0,0,2,,,,,,,,,0,,,69,0
8638,note_on,94,0,2,,,,,,,,,0,,,63,0
8640,note_on,2,0,2,,,,,,,,,0,,,63,45
8640,note_on,0,0,3,,,,,,,,,0,,,51,45
8640,note_on,48,0,3,,,,,,,,,0,,,47,0
8640,note_on,0,0,2,,,,,,,,,0,,,69,45
8688,note_on,0,0,3,,,,,,,,,0,,,54,45
8688,note_on,48,0,3,,,,,,,,,0,,,51,0
8734,note_on,94,0,2,,,,,,,,,0,,,63,0
8734,note_on,0,0,2,,,,,,,,,0,,,69,0
8736,note_on,48,0,3,,,,,,,,,0,,,54,0
8736,note_on,2,0,2,,,,,,,,,0,,,63,45
8736,note_on,0,0,2,,,,,,,,,0,,,69,45
8736,note_on,0,0,3,,,,,,,,,0,,,57,45
8736,control_change,0,0,3,,,,,,,,,0,64,0,,
8784,note_on,48,0,3,,,,,,,,,0,,,57,0
8784,note_on,0,0,3,,,,,,,,,0,,,59,45
8830,note_on,94,0,2,,,,,,,,,0,,,63,0
8830,note_on,0,0,2,,,,,,,,,0,,,69,0
8832,note_on,48,0,3,,,,,,,,,0,,,59,0
8832,note_on,384,0,1,,,,,,,,,0,,,73,0
8832,note_on,0,0,1,,,,,,,,,0,,,71,45
8832,note_on,2,0,2,,,,,,,,,0,,,69,45
8832,note_on,0,0,3,,,,,,,,,0,,,63,45
8880,note_on,0,0,3,,,,,,,,,0,,,61,45
8880,note_on,48,0,3,,,,,,,,,0,,,63,0
8926,note_on,94,0,2,,,,,,,,,0,,,69,0
8928,note_on,0,0,2,,,,,,,,,0,,,66,45
8928,note_on,2,0,2,,,,,,,,,0,,,63,45
8928,note_on,48,0,3,,,,,,,,,0,,,61,0
8928,note_on,0,0,3,,,,,,,,,0,,,61,45
8960,note_on,32,0,3,,,,,,,,,0,,,61,0
8960,note_on,0,0,3,,,,,,,,,0,,,59,45
8992,note_on,32,0,3,,,,,,,,,0,,,59,0
8992,note_on,0,0,3,,,,,,,,,0,,,57,45
9022,note_on,94,0,2,,,,,,,,,0,,,63,0
9022,note_on,0,0,2,,,,,,,,,0,,,66,0
9024,note_on,0,0,3,,,,,,,,,0,,,56,45
9024,note_on,192,0,1,,,,,,,,,0,,,71,0
9024,note_on,0,0,2,,,,,,,,,0,,,66,45
9024,note_on,32,0,3,,,,,,,,,0,,,57,0
9024,note_on,0,0,1,,,,,,,,,0,,,71,45
9024,note_on,2,0,2,,,,,,,,,0,,,62,45
9118,note_on,0,0,2,,,,,,,,,0,,,66,0
9118,note_on,94,0,2,,,,,,,,,0,,,62,0
9120,note_on,0,0,2,,,,,,,,,0,,,66,45
9120,note_on,2,0,2,,,,,,,,,0,,,62,45
9214,note_on,94,0,2,,,,,,,,,0,,,62,0
9214,note_on,0,0,2,,,,,,,,,0,,,66,0
9216,note_on,2,0,2,,,,,,,,,0,,,62,45
9216,note_on,0,0,2,,,,,,,,,0,,,65,45
9310,note_on,94,0,2,,,,,,,,,0,,,62,0
9310,note_on,0,0,2,,,,,,,,,0,,,65,0
9312,note_on,2,0,2,,,,,,,,,0,,,62,45
9312,note_on,0,0,2,,,,,,,,,0,,,65,45
9328,note_on,304,0,3,,,,,,,,,0,,,56,0
9360,note_on,336,0,1,,,,,,,,,0,,,71,0
9360,note_on,32,0,3,,,,,,,,,0,,,56,45
9406,note_on,94,0,2,,,,,,,,,0,,,62,0
9406,note_on,0,0,2,,,,,,,,,0,,,65,0
9408,note_on,48,0,1,,,,,,,,,0,,,71,45
9408,note_on,0,0,3,,,,,,,,,0,,,59,45
9408,note_on,48,0,3,,,,,,,,,0,,,56,0
9408,note_on,0,0,2,,,,,,,,,0,,,65,45
9408,note_on,2,0,2,,,,,,,,,0,,,61,45
9416,note_on,8,0,3,,,,,,,,,0,,,59,0
9416,note_on,0,0,3,,,,,,,,,0,,,57,45
9502,note_on,94,0,2,,,,,,,,,0,,,61,0
9502,note_on,0,0,2,,,,,,,,,0,,,65,0
9504,note_on,0,0,2,,,,,,,,,0,,,65,45
9504,note_on,2,0,2,,,,,,,,,0,,,61,45
9552,note_on,0,0,1,,,,,,,,,0,,,71,45
9552,note_on,144,0,1,,,,,,,,,0,,,71,0
9552,note_on,136,0,3,,,,,,,,,0,,,57,0
9552,note_on,0,0,3,,,,,,,,,0,,,56,45
9598,note_on,94,0,2,,,,,,,,,0,,,61,0
9598,note_on,0,0,2,,,,,,,,,0,,,65,0
9600,note_on,48,0,3,,,,,,,,,0,,,56,0
9600,note_on,0,0,1,,,,,,,,,0,,,71,45
9600,note_on,2,0,2,,,,,,,,,0,,,61,45
9600,note_on,48,0,1,,,,,,,,,0,,,71,0
9600,note_on,0,0,2,,,,,,,,,0,,,66,45
9600,note_on,0,0,3,,,,,,,,,0,,,56,45
9694,note_on,94,0,2,,,,,,,,,0,,,61,0
9694,note_on,0,0,2,,,,,,,,,0,,,66,0
9696,note_on,0,0,2,,,,,,,,,0,,,66,45
9696,note_on,2,0,2,,,,,,,,,0,,,61,45
9760,note_on,160,0,3,,,,,,,,,0,,,56,0
9790,note_on,94,0,2,,,,,,,,,0,,,61,0
9790,note_on,0,0,2,,,,,,,,,0,,,66,0
9792,note_on,32,0,3,,,,,,,,,0,,,42,45
9792,note_on,192,0,1,,,,,,,,,0,,,71,0
9792,note_on,0,0,1,,,,,,,,,0,,,69,45
9792,note_on,2,0,2,,,,,,,,,0,,,61,45
9792,note_on,0,0,2,,,,,,,,,0,,,66,45
9886,note_on,0,0,2,,,,,,,,,0,,,66,0
9886,note_on,94,0,2,,,,,,,,,0,,,61,0
9888,note_on,2,0,2,,,,,,,,,0,,,61,45
9888,note_on,0,0,2,,,,,,,,,0,,,66,45
9936,note_on,144,0,3,,,,,,,,,0,,,42,0
9936,note_on,0,0,3,,,,,,,,,0,,,49,50
9982,note_on,94,0,2,,,,,,,,,0,,,61,0
9982,note_on,0,0,2,,,,,,,,,0,,,66,0
9984,note_on,2,0,2,,,,,,,,,0,,,61,45
9984,note_on,0,0,2,,,,,,,,,0,,,66,45
9984,note_on,48,0,3,,,,,,,,,0,,,49,0
9984,note_on,0,0,3,,,,,,,,,0,,,54,52
10032,note_on,0,0,3,,,,,,,,,0,,,56,54
10032,note_on,48,0,3,,,,,,,,,0,,,54,0
10078,note_on,94,0,2,,,,,,,,,0,,,61,0
10078,note_on,0,0,2,,,,,,,,,0,,,66,0
10080,note_on,48,0,3,,,,,,,,,0,,,56,0
10080,note_on,2,0,2,,,,,,,,,0,,,61,45
10080,note_on,0,0,2,,,,,,,,,0,,,66,45
10080,note_on,0,0,3,,,,,,,,,0,,,57,56
10128,note_on,48,0,3,,,,,,,,,0,,,57,0
10128,note_on,0,0,3,,,,,,,,,0,,,59,58
10174,note_on,94,0,2,,,,,,,,,0,,,61,0
10174,note_on,0,0,2,,,,,,,,,0,,,66,0
10176,note_on,48,0,3,,,,,,,,,0,,,59,0
10176,note_on,0,0,2,,,,,,,,,0,,,66,45
10176,note_on,2,0,2,,,,,,,,,0,,,64,45
10176,note_on,0,0,3,,,,,,,,,0,,,60,60
10224,note_on,48,0,3,,,,,,,,,0,,,60,0
10224,note_on,0,0,3,,,,,,,,,0,,,56,60
10270,note_on,94,0,2,,,,,,,,,0,,,64,0
10270,note_on,0,0,2,,,,,,,,,0,,,66,0
10272,note_on,0,0,3,,,,,,,,,0,,,57,60
10272,note_on,48,0,3,,,,,,,,,0,,,56,0
10272,note_on,2,0,2,,,,,,,,,0,,,64,45
10272,note_on,0,0,2,,,,,,,,,0,,,66,45
10320,note_on,0,0,3,,,,,,,,,0,,,59,60
10320,note_on,48,0,3,,,,,,,,,0,,,57,0
10366,note_on,94,0,2,,,,,,,,,0,,,64,0
10366,note_on,0,0,2,,,,,,,,,0,,,66,0
10368,note_on,2,0,2,,,,,,,,,0,,,64,45
10368,note_on,0,0,2,,,,,,,,,0,,,66,45
10368,note_on,0,0,3,,,,,,,,,0,,,60,60
10368,note_on,48,0,3,,,,,,,,,0,,,59,0
10416,note_on,0,0,3,,,,,,,,,0,,,57,57
10416,note_on,48,0,3,,,,,,,,,0,,,60,0
10462,note_on,0,0,2,,,,,,,,,0,,,66,0
10462,note_on,94,0,2,,,,,,,,,0,,,64,0
10464,note_on,0,0,3,,,,,,,,,0,,,58,53
10464,note_on,0,0,2,,,,,,,,,0,,,66,45
10464,note_on,2,0,2,,,,,,,,,0,,,64,45
10464,note_on,48,0,3,,,,,,,,,0,,,57,0
10512,note_on,0,0,3,,,,,,,,,0,,,59,49
10512,note_on,48,0,3,,,,,,,,,0,,,58,0
10558,note_on,94,0,2,,,,,,,,,0,,,64,0
10558,note_on,0,0,2,,,,,,,,,0,,,66,0
10560,note_on,0,0,3,,,,,,,,,0,,,60,45
10560,note_on,48,0,3,,,,,,,,,0,,,59,0
10560,note_on,2,0,2,,,,,,,,,0,,,64,45
10560,note_on,0,0,2,,,,,,,,,0,,,66,45
10654,note_on,94,0,2,,,,,,,,,0,,,64,0
10654,note_on,0,0,2,,,,,,,,,0,,,66,0
10656,note_on,0,0,2,,,,,,,,,0,,,66,45
10656,note_on,2,0,2,,,,,,,,,0,,,64,45
10750,note_on,94,0,2,,,,,,,,,0,,,64,0
10750,note_on,0,0,2,,,,,,,,,0,,,66,0
10752,note_on,2,0,2,,,,,,,,,0,,,64,45
10752,note_on,0,0,2,,,,,,,,,0,,,66,45
10800,note_on,0,0,3,,,,,,,,,0,,,59,45
10800,note_on,240,0,3,,,,,,,,,0,,,60,0
10846,note_on,94,0,2,,,,,,,,,0,,,64,0
10846,note_on,0,0,2,,,,,,,,,0,,,66,0
10848,note_on,48,0,3,,,,,,,,,0,,,59,0
10848,note_on,0,0,2,,,,,,,,,0,,,66,45
10848,note_on,0,0,3,,,,,,,,,0,,,62,45
10848,note_on,2,0,2,,,,,,,,,0,,,64,45
10896,note_on,0,0,3,,,,,,,,,0,,,60,45
10896,note_on,48,0,3,,,,,,,,,0,,,62,0
10942,note_on,0,0,2,,,,,,,,,0,,,66,0
10942,note_on,94,0,2,,,,,,,,,0,,,64,0
10944,note_on,0,0,2,,,,,,,,,0,,,66,45
10944,note_on,0,0,3,,,,,,,,,0,,,59,45
10944,note_on,48,0,3,,,,,,,,,0,,,60,0
10944,note_on,2,0,2,,,,,,,,,0,,,64,45
10992,note_on,0,0,3,,,,,,,,,0,,,56,45
10992,note_on,48,0,3,,,,,,,,,0,,,59,0
11038,note_on,94,0,2,,,,,,,,,0,,,64,0
11038,note_on,0,0,2,,,,,,,,,0,,,66,0
11040,note_on,0,0,3,,,,,,,,,0,,,59,45
11040,note_on,48,0,3,,,,,,,,,0,,,56,0
11040,note_on,2,0,2,,,,,,,,,0,,,64,45
11040,note_on,0,0,2,,,,,,,,,0,,,66,45
11088,note_on,0,0,3,,,,,,,,,0,,,57,45
11088,note_on,48,0,3,,,,,,,,,0,,,59,0
11134,note_on,0,0,2,,,,,,,,,0,,,66,0
11134,note_on,94,0,2,,,,,,,,,0,,,64,0
11136,note_on,48,0,3,,,,,,,,,0,,,57,0
11136,note_on,0,0,3,,,,,,,,,0,,,60,45
11136,note_on,0,0,2,,,,,,,,,0,,,66,45
11136,note_on,2,0,2,,,,,,,,,0,,,64,45
11184,note_on,48,0,3,,,,,,,,,0,,,60,0
11184,note_on,0,0,3,,,,,,,,,0,,,57,45
11230,note_on,94,0,2,,,,,,,,,0,,,64,0
11230,note_on,0,0,2,,,,,,,,,0,,,66,0
11232,note_on,0,0,2,,,,,,,,,0,,,66,45
11232,note_on,48,0,3,,,,,,,,,0,,,57,0
11232,note_on,0,0,3,,,,,,,,,0,,,52,45
11232,note_on,2,0,2,,,,,,,,,0,,,64,45
11280,note_on,48,0,3,,,,,,,,,0,,,52,0
11280,note_on,0,0,3,,,,,,,,,0,,,48,45
11280,note_on,1488,0,1,,,,,,,,,0,,,69,0
11326,note_on,94,0,2,,,,,,,,,0,,,64,0
11326,note_on,0,0,2,,,,,,,,,0,,,66,0
11328,note_on,0,0,3,,,,,,,,,0,,,57,45
11328,note_on,48,0,1,,,,,,,,,0,,,72,45
11328,note_on,2,0,2,,,,,,,,,0,,,64,45
11328,note_on,0,0,2,,,,,,,,,0,,,66,45
11328,note_on,48,0,3,,,,,,,,,0,,,48,0
11376,note_on,0,0,3,,,,,,,,,0,,,56,45
11376,note_on,48,0,3,,,,,,,,,0,,,57,0
11422,note_on,94,0,2,,,,,,,,,0,,,64,0
11422,note_on,0,0,2,,,,,,,,,0,,,66,0
11424,note_on,2,0,2,,,,,,,,,0,,,64,45
11424,note_on,0,0,2,,,,,,,,,0,,,66,45
11424,note_on,0,0,3,,,,,,,,,0,,,59,45
11424,note_on,48,0,3,,,,,,,,,0,,,56,0
11472,note_on,48,0,3,,,,,,,,,0,,,59,0
11472,note_on,0,0,3,,,,,,,,,0,,,57,45
11518,note_on,94,0,2,,,,,,,,,0,,,64,0
11518,note_on,0,0,2,,,,,,,,,0,,,66,0
11520,note_on,2,0,2,,,,,,,,,0,,,64,45
11520,note_on,0,0,3,,,,,,,,,0,,,54,45
11520,note_on,48,0,3,,,,,,,,,0,,,57,0
11520,note_on,0,0,2,,,,,,,,,0,,,69,45
11568,note_on,0,0,3,,,,,,,,,0,,,53,45
11568,note_on,48,0,3,,,,,,,,,0,,,54,0
11614,note_on,94,0,2,,,,,,,,,0,,,64,0
11614,note_on,0,0,2,,,,,,,,,0,,,69,0
11616,note_on,0,0,2,,,,,,,,,0,,,69,45
11616,note_on,48,0,3,,,,,,,,,0,,,53,0
11616,note_on,0,0,3,,,,,,,,,0,,,55,45
11616,note_on,2,0,2,,,,,,,,,0,,,64,45
11664,note_on,48,0,3,,,,,,,,,0,,,55,0
11664,note_on,0,0,3,,,,,,,,,0,,,54,45
11710,note_on,0,0,2,,,,,,,,,0,,,69,0
11710,note_on,94,0,2,,,,,,,,,0,,,64,0
11712,note_on,2,0,2,,,,,,,,,0,,,64,45
11712,note_on,48,0,3,,,,,,,,,0,,,54,0
11712,note_on,0,0,3,,,,,,,,,0,,,57,45
11712,note_on,0,0,2,,,,,,,,,0,,,66,45
11760,note_on,48,0,3,,,,,,,,,0,,,57,0
11760,note_on,0,0,3,,,,,,,,,0,,,54,45
11806,note_on,94,0,2,,,,,,,,,0,,,64,0
11806,note_on,0,0,2,,,,,,,,,0,,,66,0
11808,note_on,0,0,2,,,,,,,,,0,,,66,45
11808,note_on,48,0,3,,,,,,,,,0,,,54,0
11808,note_on,0,0,3,,,,,,,,,0,,,48,45
11808,note_on,2,0,2,,,,,,,,,0,,,64,45
11854,note_on,526,0,1,,,,,,,,,0,,,72,0
11856,note_on,2,0,1,,,,,,,,,0,,,72,45
11856,note_on,48,0,3,,,,,,,,,0,,,48,0
11856,note_on,0,0,3,,,,,,,,,0,,,45,45
11902,note_on,46,0,1,,,,,,,,,0,,,72,0
11902,note_on,46,0,3,,,,,,,,,0,,,45,0
11902,note_on,0,0,2,,,,,,,,,0,,,66,0
11902,note_on,94,0,2,,,,,,,,,0,,,64,0
11904,note_on,2,0,3,,,,,,,,,0,,,47,45
11904,note_on,0,0,2,,,,,,,,,0,,,68,45
11904,note_on,2,0,2,,,,,,,,,0,,,64,45
11904,note_on,2,0,1,,,,,,,,,0,,,72,45
11950,note_on,46,0,3,,,,,,,,,0,,,47,0
11952,note_on,2,0,3,,,,,,,,,0,,,52,48
11998,note_on,0,0,2,,,,,,,,,0,,,68,0
11998,note_on,94,0,2,,,,,,,,,0,,,64,0
11998,note_on,46,0,3,,,,,,,,,0,,,52,0
12000,note_on,0,0,2,,,,,,,,,0,,,68,45
12000,note_on,2,0,2,,,,,,,,,0,,,64,45
12000,note_on,2,0,3,,,,,,,,,0,,,56,51
12046,note_on,46,0,3,,,,,,,,,0,,,56,0
12048,note_on,2,0,3,,,,,,,,,0,,,52,54
12064,note_on,160,0,1,,,,,,,,,0,,,72,0
12094,note_on,0,0,2,,,,,,,,,0,,,68,0
12094,note_on,94,0,2,,,,,,,,,0,,,64,0
12094,note_on,46,0,3,,,,,,,,,0,,,52,0
12096,note_on,2,0,3,,,,,,,,,0,,,59,57
12096,note_on,32,0,1,,,,,,,,,0,,,71,45
12096,note_on,2,0,2,,,,,,,,,0,,,64,45
12096,note_on,0,0,2,,,,,,,,,0,,,68,45
12190,note_on,94,0,2,,,,,,,,,0,,,64,0
12190,note_on,0,0,2,,,,,,,,,0,,,68,0
12192,note_on,2,0,2,,,,,,,,,0,,,64,45
12192,note_on,0,0,2,,,,,,,,,0,,,68,45
12256,note_on,160,0,1,,,,,,,,,0,,,71,0
12286,note_on,94,0,2,,,,,,,,,0,,,64,0
12286,note_on,0,0,2,,,,,,,,,0,,,68,0
12288,note_on,2,0,2,,,,,,,,,0,,,64,45
12288,note_on,0,0,2,,,,,,,,,0,,,68,45
12352,note_on,256,0,3,,,,,,,,,0,,,59,0
12382,note_on,94,0,2,,,,,,,,,0,,,64,0
12382,note_on,0,0,2,,,,,,,,,0,,,68,0
12384,note_on,0,0,2,,,,,,,,,0,,,68,45
12384,note_on,32,0,3,,,,,,,,,0,,,56,75
12384,note_on,2,0,2,,,,,,,,,0,,,64,45
12478,note_on,94,0,2,,,,,,,,,0,,,64,0
12478,note_on,0,0,2,,,,,,,,,0,,,68,0
12478,note_on,94,0,3,,,,,,,,,0,,,56,0
12480,note_on,2,0,3,,,,,,,,,0,,,64,60
12526,note_on,46,0,3,,,,,,,,,0,,,64,0
12528,note_on,2,0,3,,,,,,,,,0,,,59,60
12574,note_on,46,0,3,,,,,,,,,0,,,59,0
12576,note_on,2,0,3,,,,,,,,,0,,,61,55
12576,note_on,98,0,2,,,,,,,,,0,,,64,45
12576,note_on,0,0,2,,,,,,,,,0,,,68,45
12646,note_on,70,0,3,,,,,,,,,0,,,61,0
12648,note_on,2,0,3,,,,,,,,,0,,,56,48
12670,note_on,0,0,2,,,,,,,,,0,,,68,0
12670,note_on,22,0,3,,,,,,,,,0,,,56,0
12670,note_on,94,0,2,,,,,,,,,0,,,64,0
12672,note_on,2,0,3,,,,,,,,,0,,,59,45
12672,note_on,0,0,2,,,,,,,,,0,,,68,45
12672,note_on,2,0,2,,,,,,,,,0,,,64,45
12766,note_on,0,0,2,,,,,,,,,0,,,68,0
12766,note_on,94,0,2,,,,,,,,,0,,,64,0
12768,note_on,0,0,2,,,,,,,,,0,,,68,45
12768,note_on,2,0,2,,,,,,,,,0,,,64,45
12862,note_on,94,0,2,,,,,,,,,0,,,64,0
12862,note_on,0,0,2,,,,,,,,,0,,,68,0
12864,note_on,2,0,2,,,,,,,,,0,,,64,45
12864,note_on,0,0,2,,,,,,,,,0,,,68,45
12864,note_on,192,0,3,,,,,,,,,0,,,59,0
12864,note_on,0,0,3,,,,,,,,,0,,,61,45
12910,note_on,46,0,3,,,,,,,,,0,,,61,0
12912,note_on,2,0,3,,,,,,,,,0,,,56,45
12958,note_on,46,0,3,,,,,,,,,0,,,56,0
12958,note_on,94,0,2,,,,,,,,,0,,,64,0
12958,note_on,0,0,2,,,,,,,,,0,,,68,0
12960,note_on,0,0,2,,,,,,,,,0,,,68,45
12960,note_on,2,0,2,,,,,,,,,0,,,64,45
12960,note_on,2,0,3,,,,,,,,,0,,,59,45
13030,note_on,70,0,3,,,,,,,,,0,,,59,0
13032,note_on,2,0,3,,,,,,,,,0,,,52,45
13054,note_on,22,0,3,,,,,,,,,0,,,52,0
13054,note_on,94,0,2,,,,,,,,,0,,,64,0
13054,note_on,0,0,2,,,,,,,,,0,,,68,0
13056,note_on,2,0,3,,,,,,,,,0,,,56,45
13056,note_on,800,0,1,,,,,,,,,0,,,71,45
13056,note_on,2,0,2,,,,,,,,,0,,,59,45
13056,note_on,0,0,2,,,,,,,,,0,,,64,45
13150,note_on,94,0,2,,,,,,,,,0,,,59,0
13150,note_on,0,0,2,,,,,,,,,0,,,64,0
13152,note_on,2,0,2,,,,,,,,,0,,,59,45
13152,note_on,0,0,2,,,,,,,,,0,,,64,45
13246,note_on,94,0,2,,,,,,,,,0,,,59,0
13246,note_on,0,0,2,,,,,,,,,0,,,64,0
13248,note_on,0,0,2,,,,,,,,,0,,,64,45
13248,note_on,2,0,2,,,,,,,,,0,,,59,45
13294,note_on,238,0,3,,,,,,,,,0,,,56,0
13296,note_on,2,0,3,,,,,,,,,0,,,46,45
13342,note_on,94,0,2,,,,,,,,,0,,,59,0
13342,note_on,0,0,2,,,,,,,,,0,,,64,0
13342,note_on,46,0,3,,,,,,,,,0,,,46,0
13344,note_on,2,0,3,,,,,,,,,0,,,49,45
13344,note_on,2,0,2,,,,,,,,,0,,,59,45
13344,note_on,0,0,2,,,,,,,,,0,,,64,45
13390,note_on,46,0,3,,,,,,,,,0,,,49,0
13392,note_on,2,0,3,,,,,,,,,0,,,47,45
13392,note_on,336,0,1,,,,,,,,,0,,,71,0
13438,note_on,94,0,2,,,,,,,,,0,,,59,0
13438,note_on,46,0,3,,,,,,,,,0,,,47,0
13438,note_on,0,0,2,,,,,,,,,0,,,64,0
13440,note_on,2,0,3,,,,,,,,,0,,,54,45
13440,note_on,48,0,1,,,,,,,,,0,,,71,45
13440,note_on,2,0,2,,,,,,,,,0,,,59,45
13440,note_on,0,0,2,,,,,,,,,0,,,63,45
13534,note_on,94,0,2,,,,,,,,,0,,,59,0
13534,note_on,0,0,2,,,,,,,,,0,,,63,0
13536,note_on,0,0,2,,,,,,,,,0,,,63,45
13536,note_on,2,0,2,,,,,,,,,0,,,59,45
13582,note_on,142,0,3,,,,,,,,,0,,,54,0
13584,note_on,2,0,3,,,,,,,,,0,,,52,45
13600,note_on,160,0,1,,,,,,,,,0,,,71,0
13630,note_on,0,0,2,,,,,,,,,0,,,63,0
13630,note_on,94,0,2,,,,,,,,,0,,,59,0
13630,note_on,46,0,3,,,,,,,,,0,,,52,0
13632,note_on,32,0,1,,,,,,,,,0,,,71,45
13632,note_on,0,0,2,,,,,,,,,0,,,64,45
13632,note_on,0,0,2,,,,,,,,,0,,,68,45
13632,note_on,2,0,2,,,,,,,,,0,,,59,45
13632,note_on,0,0,3,,,,,,,,,0,,,52,45
13632,control_change,2,0,3,,,,,,,,,0,64,127,,
13726,note_on,94,0,1,,,,,,,,,0,,,71,0
13726,note_on,94,0,2,,,,,,,,,0,,,59,0
13726,note_on,0,0,2,,,,,,,,,0,,,64,0
13726,note_on,0,0,2,,,,,,,,,0,,,68,0
13728,note_on,0,0,2,,,,,,,,,0,,,64,45
13728,note_on,2,0,2,,,,,,,,,0,,,59,45
13728,note_on,0,0,2,,,,,,,,,0,,,68,45
13760,note_on,32,0,2,,,,,,,,,0,,,59,0
13760,note_on,0,0,2,,,,,,,,,0,,,64,0
13760,note_on,0,0,2,,,,,,,,,0,,,68,0
13792,note_on,160,0,3,,,,,,,,,0,,,52,0
13824,note_on,64,0,2,,,,,,,,,0,,,64,45
13824,note_on,0,0,2,,,,,,,,,0,,,68,45
13824,note_on,0,0,2,,,,,,,,,0,,,71,45
13856,note_on,32,0,2,,,,,,,,,0,,,64,0
13856,note_on,0,0,2,,,,,,,,,0,,,68,0
13856,note_on,0,0,2,,,,,,,,,0,,,71,0
13920,note_on,0,0,2,,,,,,,,,0,,,76,45
13920,note_on,64,0,2,,,,,,,,,0,,,68,45
13920,note_on,0,0,2,,,,,,,,,0,,,71,45
13952,note_on,32,0,2,,,,,,,,,0,,,68,0
13952,note_on,0,0,2,,,,,,,,,0,,,71,0
13952,note_on,0,0,2,,,,,,,,,0,,,76,0
14016,note_on,64,0,2,,,,,,,,,0,,,71,45
14016,note_on,0,0,2,,,,,,,,,0,,,76,45
14016,note_on,0,0,2,,,,,,,,,0,,,80,45
14048,note_on,32,0,2,,,,,,,,,0,,,71,0
14048,note_on,0,0,2,,,,,,,,,0,,,76,0
14048,note_on,0,0,2,,,,,,,,,0,,,80,0
14112,note_on,64,0,2,,,,,,,,,0,,,68,45
14112,note_on,0,0,2,,,,,,,,,0,,,71,45
14112,note_on,0,0,2,,,,,,,,,0,,,76,45
14144,note_on,32,0,2,,,,,,,,,0,,,68,0
14144,note_on,0,0,2,,,,,,,,,0,,,76,0
14144,note_on,0,0,2,,,,,,,,,0,,,71,0
14208,note_on,0,0,2,,,,,,,,,0,,,70,45
14208,control_change,416,0,3,,,,,,,,,0,64,0,,
14208,note_on,0,0,3,,,,,,,,,0,,,64,75
14208,note_on,64,0,2,,,,,,,,,0,,,67,45
14208,note_on,482,0,1,,,,,,,,,0,,,73,45
14302,note_on,94,0,2,,,,,,,,,0,,,67,0
14302,note_on,0,0,2,,,,,,,,,0,,,70,0
14304,note_on,2,0,2,,,,,,,,,0,,,67,45
14304,note_on,0,0,2,,,,,,,,,0,,,70,45
14398,note_on,94,0,2,,,,,,,,,0,,,67,0
14398,note_on,0,0,2,,,,,,,,,0,,,70,0
14400,note_on,192,0,1,,,,,,,,,0,,,73,0
14400,note_on,0,0,1,,,,,,,,,0,,,75,45
14400,note_on,192,0,3,,,,,,,,,0,,,64,0
14400,note_on,0,0,3,,,,,,,,,0,,,63,65
14400,note_on,2,0,2,,,,,,,,,0,,,67,45
14400,note_on,0,0,2,,,,,,,,,0,,,70,45
14494,note_on,0,0,2,,,,,,,,,0,,,70,0
14494,note_on,94,0,2,,,,,,,,,0,,,67,0
14496,note_on,2,0,2,,,,,,,,,0,,,67,45
14496,note_on,0,0,2,,,,,,,,,0,,,70,45
14512,note_on,0,0,1,,,,,,,,,0,,,75,45
14512,note_on,112,0,1,,,,,,,,,0,,,75,0
14528,note_on,0,0,1,,,,,,,,,0,,,76,45
