tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,data,note,velocity
3309,note_on,,,,,9,0,1,,,,,0,,,,75,0
3310,note_on,,,,,1,0,1,,,,,0,,,,77,79
3318,note_on,,,,,8,0,1,,,,,0,,,,77,0
3320,note_on,,,,,2,0,1,,,,,0,,,,75,81
3329,note_on,,,,,9,0,1,,,,,0,,,,75,0
3330,note_on,,,,,1,0,1,,,,,0,,,,74,76
3350,note_on,,,,,50,0,2,,,,,1,,,,66,0
3351,note_on,,,,,1,0,2,,,,,1,,,,56,0
3352,note_on,,,,,1,0,2,,,,,1,,,,60,0
3357,note_on,,,,,27,0,1,,,,,0,,,,74,0
3360,note_on,,,,,3,0,1,,,,,0,,,,75,77
3360,note_on,,,,,0,0,2,,,,,1,,,,56,53
3360,note_on,,,,,0,0,2,,,,,1,,,,60,50
3360,note_on,,,,,8,0,2,,,,,1,,,,66,54
3410,note_on,,,,,50,0,2,,,,,1,,,,60,0
3412,note_on,,,,,0,0,2,,,,,1,,,,66,0
3412,note_on,,,,,2,0,2,,,,,1,,,,56,0
3419,note_on,,,,,59,0,1,,,,,0,,,,75,0
3420,control_change,,,,,0,0,1,,,,,0,64,127,,,
3420,note_on,,,,,1,0,1,,,,,0,,,,82,69
3420,note_on,,,,,8,0,2,,,,,1,,,,44,47
3420,control_change,,,,,0,0,2,,,,,1,64,127,,,
3470,note_on,,,,,50,0,2,,,,,1,,,,44,0
3480,note_on,,,,,0,0,2,,,,,1,,,,56,51
3480,note_on,,,,,0,0,2,,,,,1,,,,60,47
3480,note_on,,,,,10,0,2,,,,,1,,,,66,50
3507,note_on,,,,,87,0,1,,,,,0,,,,82,0
3510,note_on,,,,,3,0,1,,,,,0,,,,80,67
3531,note_on,,,,,51,0,2,,,,,1,,,,60,0
3532,note_on,,,,,1,0,2,,,,,1,,,,66,0
3533,note_on,,,,,1,0,2,,,,,1,,,,56,0
3539,note_on,,,,,29,0,1,,,,,0,,,,80,0
3540,control_change,,,,,0,0,1,,,,,0,64,0,,,
3540,note_on,,,,,0,0,2,,,,,1,,,,60,44
3540,note_on,,,,,7,0,2,,,,,1,,,,66,44
3540,note_on,,,,,1,0,1,,,,,0,,,,78,62
3540,control_change,,,,,0,0,2,,,,,1,64,0,,,
3540,note_on,,,,,0,0,2,,,,,1,,,,56,47
3568,note_on,,,,,28,0,1,,,,,0,,,,78,0
3570,note_on,,,,,2,0,1,,,,,0,,,,77,64
3590,note_on,,,,,50,0,2,,,,,1,,,,60,0
3590,note_on,,,,,0,0,2,,,,,1,,,,66,0
3592,note_on,,,,,2,0,2,,,,,1,,,,56,0
3600,note_on,,,,,30,0,1,,,,,0,,,,77,0
3600,note_on,,,,,8,0,2,,,,,1,,,,56,43
3600,note_on,,,,,0,0,1,,,,,0,,,,75,56
3627,note_on,,,,,27,0,1,,,,,0,,,,75,0
3630,note_on,,,,,3,0,1,,,,,0,,,,77,57
3651,note_on,,,,,51,0,2,,,,,1,,,,56,0
3657,note_on,,,,,27,0,1,,,,,0,,,,77,0
3660,note_on,,,,,9,0,2,,,,,1,,,,66,47
3660,note_on,,,,,0,0,2,,,,,1,,,,60,43
3660,note_on,,,,,3,0,1,,,,,0,,,,75,61
3689,note_on,,,,,29,0,1,,,,,0,,,,75,0
3690,note_on,,,,,1,0,1,,,,,0,,,,74,61
3710,note_on,,,,,50,0,2,,,,,1,,,,60,0
3712,note_on,,,,,2,0,2,,,,,1,,,,66,0
3718,note_on,,,,,28,0,1,,,,,0,,,,74,0
3720,note_on,,,,,8,0,2,,,,,1,,,,44,57
3720,note_on,,,,,2,0,1,,,,,0,,,,75,65
3749,note_on,,,,,29,0,1,,,,,0,,,,75,0
3750,note_on,,,,,1,0,1,,,,,0,,,,76,63
3775,note_on,,,,,55,0,2,,,,,1,,,,44,0
3777,note_on,,,,,27,0,1,,,,,0,,,,76,0
3780,control_change,,,,,0,0,2,,,,,1,64,127,,,
3780,control_change,,,,,0,0,1,,,,,0,64,127,,,
3780,note_on,,,,,3,0,1,,,,,0,,,,77,67
3780,note_on,,,,,5,0,2,,,,,1,,,,45,65
3799,note_on,,,,,19,0,1,,,,,0,,,,77,0
3800,note_on,,,,,1,0,1,,,,,0,,,,78,64
3817,note_on,,,,,17,0,1,,,,,0,,,,78,0
3820,note_on,,,,,3,0,1,,,,,0,,,,77,70
3834,note_on,,,,,54,0,2,,,,,1,,,,45,0
3839,note_on,,,,,19,0,1,,,,,0,,,,77,0
3840,note_on,,,,,6,0,2,,,,,1,,,,63,51
3840,note_on,,,,,0,0,2,,,,,1,,,,53,52
3840,control_change,,,,,0,0,2,,,,,1,64,0,,,
3840,control_change,,,,,0,0,1,,,,,0,64,0,,,
3840,note_on,,,,,1,0,1,,,,,0,,,,76,68
3840,note_on,,,,,0,0,2,,,,,1,,,,60,48
3868,note_on,,,,,28,0,1,,,,,0,,,,76,0
3870,note_on,,,,,2,0,1,,,,,0,,,,77,73
3891,note_on,,,,,51,0,2,,,,,1,,,,60,0
3892,note_on,,,,,1,0,2,,,,,1,,,,63,0
3893,note_on,,,,,1,0,2,,,,,1,,,,53,0
3900,note_on,,,,,0,0,2,,,,,1,,,,60,49
3900,note_on,,,,,0,0,1,,,,,0,,,,80,70
3900,note_on,,,,,30,0,1,,,,,0,,,,77,0
3900,note_on,,,,,7,0,2,,,,,1,,,,53,49
3900,note_on,,,,,0,0,2,,,,,1,,,,63,52
3927,note_on,,,,,27,0,1,,,,,0,,,,80,0
3930,note_on,,,,,3,0,1,,,,,0,,,,78,71
3950,note_on,,,,,0,0,2,,,,,1,,,,53,0
3950,note_on,,,,,50,0,2,,,,,1,,,,60,0
3952,note_on,,,,,2,0,2,,,,,1,,,,63,0
3957,note_on,,,,,27,0,1,,,,,0,,,,78,0
3960,note_on,,,,,3,0,1,,,,,0,,,,77,76
3960,control_change,,,,,0,0,1,,,,,0,64,127,,,
3960,control_change,,,,,0,0,2,,,,,1,64,127,,,
3960,note_on,,,,,8,0,2,,,,,1,,,,46,51
3962,set_tempo,,,,,712,1,0,,431655,,,,,,,,
3989,note_on,,,,,29,0,1,,,,,0,,,,77,0
3990,note_on,,,,,1,0,1,,,,,0,,,,78,75
4011,note_on,,,,,51,0,2,,,,,1,,,,46,0
4018,note_on,,,,,28,0,1,,,,,0,,,,78,0
4020,control_change,,,,,0,0,1,,,,,0,64,0,,,
4020,note_on,,,,,2,0,1,,,,,0,,,,77,80
4020,note_on,,,,,9,0,2,,,,,1,,,,61,55
4020,note_on,,,,,0,0,2,,,,,1,,,,53,51
4020,control_change,,,,,0,0,2,,,,,1,64,0,,,
4049,note_on,,,,,29,0,1,,,,,0,,,,77,0
4050,note_on,,,,,1,0,1,,,,,0,,,,76,77
4070,note_on,,,,,50,0,2,,,,,1,,,,53,0
4072,note_on,,,,,2,0,2,,,,,1,,,,61,0
4072,set_tempo,,,,,110,1,0,,412371,,,,,,,,
4077,note_on,,,,,27,0,1,,,,,0,,,,76,0
4080,note_on,,,,,3,0,1,,,,,0,,,,77,81
4080,note_on,,,,,8,0,2,,,,,1,,,,61,56
4080,note_on,,,,,0,0,2,,,,,1,,,,53,52
4095,set_tempo,,,,,23,1,0,,410959,,,,,,,,
4109,note_on,,,,,29,0,1,,,,,0,,,,77,0
4110,note_on,,,,,1,0,1,,,,,0,,,,82,79
4130,note_on,,,,,50,0,2,,,,,1,,,,53,0
4132,note_on,,,,,2,0,2,,,,,1,,,,61,0
4137,note_on,,,,,27,0,1,,,,,0,,,,82,0
4140,control_change,,,,,0,0,1,,,,,0,64,127,,,
4140,note_on,,,,,3,0,1,,,,,0,,,,80,85
4140,control_change,,,,,0,0,2,,,,,1,64,127,,,
4140,note_on,,,,,8,0,2,,,,,1,,,,48,58
4159,note_on,,,,,19,0,1,,,,,0,,,,80,0
4160,note_on,,,,,1,0,1,,,,,0,,,,82,83
4178,note_on,,,,,18,0,1,,,,,0,,,,82,0
4180,note_on,,,,,2,0,1,,,,,0,,,,80,88
4192,note_on,,,,,52,0,2,,,,,1,,,,48,0
4200,note_on,,,,,20,0,1,,,,,0,,,,80,0
4200,note_on,,,,,0,0,1,,,,,0,,,,79,84
4200,control_change,,,,,0,0,1,,,,,0,64,0,,,
4200,note_on,,,,,8,0,2,,,,,1,,,,66,57
4200,note_on,,,,,0,0,2,,,,,1,,,,63,61
4200,note_on,,,,,0,0,2,,,,,1,,,,56,56
4200,control_change,,,,,0,0,2,,,,,1,64,0,,,
4227,note_on,,,,,27,0,1,,,,,0,,,,79,0
4230,note_on,,,,,3,0,1,,,,,0,,,,80,86
4250,note_on,,,,,50,0,2,,,,,1,,,,56,0
4251,note_on,,,,,1,0,2,,,,,1,,,,66,0
4253,note_on,,,,,2,0,2,,,,,1,,,,63,0
4257,note_on,,,,,27,0,1,,,,,0,,,,80,0
4260,note_on,,,,,0,0,2,,,,,1,,,,63,60
4260,note_on,,,,,0,0,2,,,,,1,,,,56,58
4260,note_on,,,,,3,0,1,,,,,0,,,,84,90
4260,note_on,,,,,7,0,2,,,,,1,,,,66,57
4289,note_on,,,,,29,0,1,,,,,0,,,,84,0
4290,note_on,,,,,1,0,1,,,,,0,,,,82,89
4310,note_on,,,,,50,0,2,,,,,1,,,,66,0
4311,note_on,,,,,1,0,2,,,,,1,,,,56,0
4312,note_on,,,,,1,0,2,,,,,1,,,,63,0
4318,note_on,,,,,28,0,1,,,,,0,,,,82,0
4320,control_change,,,,,0,0,1,,,,,0,64,127,,,
4320,note_on,,,,,2,0,1,,,,,0,,,,80,94
4320,control_change,,,,,0,0,2,,,,,1,64,127,,,
4320,note_on,,,,,8,0,2,,,,,1,,,,49,62
4349,note_on,,,,,29,0,1,,,,,0,,,,80,0
4350,note_on,,,,,1,0,1,,,,,0,,,,82,91
4372,note_on,,,,,52,0,2,,,,,1,,,,49,0
4377,note_on,,,,,27,0,1,,,,,0,,,,82,0
4380,note_on,,,,,3,0,1,,,,,0,,,,80,96
4380,control_change,,,,,0,0,1,,,,,0,64,0,,,
4380,note_on,,,,,0,0,2,,,,,1,,,,56,66
4380,control_change,,,,,0,0,2,,,,,1,64,0,,,
4380,note_on,,,,,8,0,2,,,,,1,,,,65,67
4409,note_on,,,,,29,0,1,,,,,0,,,,80,0
4410,note_on,,,,,1,0,1,,,,,0,,,,79,93
4437,note_on,,,,,27,0,1,,,,,0,,,,79,0
4439,note_on,,,,,59,0,2,,,,,1,,,,56,0
4439,note_on,,,,,0,0,2,,,,,1,,,,65,0
4440,note_on,,,,,3,0,1,,,,,0,,,,80,100
4440,set_tempo,,,,,345,1,0,,483871,,,,,,,,
4445,set_tempo,,,,,5,1,0,,489796,,,,,,,,
4469,note_on,,,,,29,0,1,,,,,0,,,,80,0
4470,note_on,,,,,1,0,1,,,,,0,,,,85,98
4475,set_tempo,,,,,30,1,0,,530973,,,,,,,,
4480,set_tempo,,,,,5,1,0,,528634,,,,,,,,
4498,note_on,,,,,28,0,1,,,,,0,,,,85,0
4500,control_change,,,,,0,0,1,,,,,0,64,127,,,
4500,note_on,,,,,61,0,2,,,,,1,,,,54,60
4500,control_change,,,,,0,0,2,,,,,1,64,127,,,
4500,note_on,,,,,2,0,1,,,,,0,,,,84,101
4502,set_tempo,,,,,22,1,0,,442804,,,,,,,,
4530,note_on,,,,,30,0,1,,,,,0,,,,84,0
4530,note_on,,,,,0,0,1,,,,,0,,,,82,94
4550,note_on,,,,,50,0,2,,,,,1,,,,54,0
4557,note_on,,,,,27,0,1,,,,,0,,,,82,0
4560,note_on,,,,,3,0,1,,,,,0,,,,80,91
4560,control_change,,,,,0,0,1,,,,,0,64,0,,,
4560,control_change,,,,,0,0,2,,,,,1,64,0,,,
4560,note_on,,,,,0,0,2,,,,,1,,,,58,64
4560,note_on,,,,,10,0,2,,,,,1,,,,63,67
4587,note_on,,,,,27,0,1,,,,,0,,,,80,0
4590,note_on,,,,,3,0,1,,,,,0,,,,78,92
4618,note_on,,,,,58,0,2,,,,,1,,,,58,0
4619,note_on,,,,,29,0,1,,,,,0,,,,78,0
4619,note_on,,,,,1,0,2,,,,,1,,,,63,0
4620,note_on,,,,,1,0,1,,,,,0,,,,77,87
4648,note_on,,,,,28,0,1,,,,,0,,,,77,0
4650,note_on,,,,,2,0,1,,,,,0,,,,75,88
4679,note_on,,,,,29,0,1,,,,,0,,,,75,0
4680,control_change,,,,,0,0,2,,,,,1,64,127,,,
4680,note_on,,,,,1,0,1,,,,,0,,,,73,81
4680,control_change,,,,,0,0,1,,,,,0,64,127,,,
4680,note_on,,,,,61,0,2,,,,,1,,,,44,59
4707,note_on,,,,,27,0,1,,,,,0,,,,73,0
4710,note_on,,,,,3,0,1,,,,,0,,,,72,81
4733,note_on,,,,,53,0,2,,,,,1,,,,44,0
4739,note_on,,,,,29,0,1,,,,,0,,,,72,0
4740,note_on,,,,,0,0,2,,,,,1,,,,53,54
4740,control_change,,,,,0,0,2,,,,,1,64,0,,,
4740,note_on,,,,,1,0,1,,,,,0,,,,70,75
4740,control_change,,,,,0,0,1,,,,,0,64,0,,,
4740,note_on,,,,,0,0,2,,,,,1,,,,56,51
4740,note_on,,,,,7,0,2,,,,,1,,,,61,51
4767,note_on,,,,,27,0,1,,,,,0,,,,70,0
4770,note_on,,,,,3,0,1,,,,,0,,,,68,77
4790,note_on,,,,,0,0,2,,,,,1,,,,61,0
4790,note_on,,,,,50,0,2,,,,,1,,,,56,0
4792,note_on,,,,,2,0,2,,,,,1,,,,53,0
4799,note_on,,,,,29,0,1,,,,,0,,,,68,0
4800,note_on,,,,,1,0,1,,,,,0,,,,66,72
4828,note_on,,,,,28,0,1,,,,,0,,,,66,0
4830,note_on,,,,,2,0,1,,,,,0,,,,65,73
4860,control_change,,,,,0,0,1,,,,,0,64,127,,,
4860,note_on,,,,,0,0,1,,,,,0,,,,63,66
4860,note_on,,,,,30,0,1,,,,,0,,,,65,0
4860,note_on,,,,,68,0,2,,,,,1,,,,44,47
4860,control_change,,,,,0,0,2,,,,,1,64,127,,,
4887,note_on,,,,,27,0,1,,,,,0,,,,63,0
4890,note_on,,,,,3,0,1,,,,,0,,,,61,63
4911,note_on,,,,,51,0,2,,,,,1,,,,44,0
4917,note_on,,,,,27,0,1,,,,,0,,,,61,0
4920,note_on,,,,,9,0,2,,,,,1,,,,56,48
4920,note_on,,,,,0,0,2,,,,,1,,,,54,44
4920,control_change,,,,,0,0,2,,,,,1,64,0,,,
4920,control_change,,,,,0,0,1,,,,,0,64,0,,,
4920,note_on,,,,,3,0,1,,,,,0,,,,60,61
4949,note_on,,,,,29,0,1,,,,,0,,,,60,0
4950,note_on,,,,,1,0,1,,,,,0,,,,63,60
4970,note_on,,,,,50,0,2,,,,,1,,,,54,0
4972,note_on,,,,,2,0,2,,,,,1,,,,56,0
4978,note_on,,,,,28,0,1,,,,,0,,,,63,0
4980,note_on,,,,,2,0,1,,,,,0,,,,70,64
4980,note_on,,,,,8,0,2,,,,,1,,,,60,48
4980,note_on,,,,,0,0,2,,,,,1,,,,56,44
4980,note_on,,,,,0,0,2,,,,,1,,,,54,49
5009,note_on,,,,,29,0,1,,,,,0,,,,70,0
5010,note_on,,,,,1,0,1,,,,,0,,,,68,61
5030,note_on,,,,,50,0,2,,,,,1,,,,56,0
5032,note_on,,,,,2,0,2,,,,,1,,,,54,0
5032,note_on,,,,,0,0,2,,,,,1,,,,60,0
5037,note_on,,,,,27,0,1,,,,,0,,,,68,0
5040,note_on,,,,,8,0,2,,,,,1,,,,49,51
5040,control_change,,,,,0,0,1,,,,,0,64,127,,,
5040,control_change,,,,,0,0,2,,,,,1,64,127,,,
5040,note_on,,,,,3,0,1,,,,,0,,,,67,66
5045,set_tempo,,,,,543,1,0,,465116,,,,,,,,
5069,note_on,,,,,29,0,1,,,,,0,,,,67,0
5070,note_on,,,,,1,0,1,,,,,0,,,,68,63
5097,note_on,,,,,27,0,1,,,,,0,,,,68,0
5097,note_on,,,,,57,0,2,,,,,1,,,,49,0
5100,control_change,,,,,0,0,2,,,,,1,64,0,,,
5100,note_on,,,,,0,0,2,,,,,1,,,,56,57
5100,note_on,,,,,0,0,2,,,,,1,,,,61,57
5100,note_on,,,,,3,0,2,,,,,1,,,,65,58
5100,control_change,,,,,0,0,1,,,,,0,64,0,,,
5100,note_on,,,,,3,0,1,,,,,0,,,,70,69
5129,note_on,,,,,29,0,1,,,,,0,,,,70,0
5130,note_on,,,,,1,0,1,,,,,0,,,,72,68
5158,note_on,,,,,28,0,1,,,,,0,,,,72,0
5158,note_on,,,,,58,0,2,,,,,1,,,,56,0
5159,note_on,,,,,0,0,2,,,,,1,,,,65,0
5159,note_on,,,,,1,0,2,,,,,1,,,,61,0
5160,note_on,,,,,2,0,1,,,,,0,,,,73,73
5190,note_on,,,,,30,0,1,,,,,0,,,,73,0
5190,note_on,,,,,0,0,1,,,,,0,,,,75,69
5217,note_on,,,,,27,0,1,,,,,0,,,,75,0
5220,note_on,,,,,3,0,1,,,,,0,,,,77,71
5220,note_on,,,,,61,0,2,,,,,1,,,,56,52
5237,note_on,,,,,17,0,1,,,,,0,,,,77,0
5240,note_on,,,,,3,0,1,,,,,0,,,,78,75
5259,note_on,,,,,19,0,1,,,,,0,,,,78,0
5260,note_on,,,,,1,0,1,,,,,0,,,,77,74
5278,note_on,,,,,18,0,1,,,,,0,,,,77,0
5280,note_on,,,,,2,0,1,,,,,0,,,,76,77
5280,note_on,,,,,60,0,2,,,,,1,,,,65,52
5280,note_on,,,,,0,0,2,,,,,1,,,,63,55
5309,note_on,,,,,29,0,1,,,,,0,,,,76,0
5310,note_on,,,,,1,0,1,,,,,0,,,,77,75
5331,note_on,,,,,51,0,2,,,,,1,,,,65,0
5332,note_on,,,,,1,0,2,,,,,1,,,,63,0
5337,note_on,,,,,27,0,1,,,,,0,,,,77,0
5340,note_on,,,,,3,0,1,,,,,0,,,,80,79
5340,note_on,,,,,8,0,2,,,,,1,,,,63,52
5340,note_on,,,,,0,0,2,,,,,1,,,,65,55
5369,note_on,,,,,29,0,1,,,,,0,,,,80,0
5370,note_on,,,,,1,0,1,,,,,0,,,,78,76
5390,note_on,,,,,50,0,2,,,,,1,,,,63,0
5392,note_on,,,,,0,0,2,,,,,1,,,,56,0
5392,note_on,,,,,2,0,2,,,,,1,,,,65,0
5397,set_tempo,,,,,352,1,0,,434783,,,,,,,,
5397,note_on,,,,,27,0,1,,,,,0,,,,78,0
5400,note_on,,,,,3,0,1,,,,,0,,,,77,83
5400,note_on,,,,,8,0,2,,,,,1,,,,58,52
5429,note_on,,,,,29,0,1,,,,,0,,,,77,0
5430,note_on,,,,,1,0,1,,,,,0,,,,78,81
5458,note_on,,,,,28,0,1,,,,,0,,,,78,0
5460,note_on,,,,,60,0,2,,,,,1,,,,65,58
5460,note_on,,,,,0,0,2,,,,,1,,,,61,55
5460,note_on,,,,,2,0,1,,,,,0,,,,77,86
5490,note_on,,,,,0,0,1,,,,,0,,,,76,83
5490,note_on,,,,,30,0,1,,,,,0,,,,77,0
5511,note_on,,,,,51,0,2,,,,,1,,,,61,0
5512,note_on,,,,,1,0,2,,,,,1,,,,65,0
5517,note_on,,,,,27,0,1,,,,,0,,,,76,0
5520,note_on,,,,,3,0,1,,,,,0,,,,77,84
5520,note_on,,,,,0,0,2,,,,,1,,,,61,55
5520,note_on,,,,,8,0,2,,,,,1,,,,65,60
5547,note_on,,,,,27,0,1,,,,,0,,,,77,0
5550,note_on,,,,,3,0,1,,,,,0,,,,82,88
5570,note_on,,,,,0,0,2,,,,,1,,,,58,0
5570,note_on,,,,,50,0,2,,,,,1,,,,61,0
5573,note_on,,,,,3,0,2,,,,,1,,,,65,0
5579,note_on,,,,,29,0,1,,,,,0,,,,82,0
5580,note_on,,,,,1,0,1,,,,,0,,,,80,88
5580,note_on,,,,,7,0,2,,,,,1,,,,60,56
5598,note_on,,,,,18,0,1,,,,,0,,,,80,0
5600,note_on,,,,,2,0,1,,,,,0,,,,82,92
5619,note_on,,,,,19,0,1,,,,,0,,,,82,0
5620,note_on,,,,,1,0,1,,,,,0,,,,80,88
5630,note_on,,,,,50,0,2,,,,,1,,,,60,0
5637,note_on,,,,,17,0,1,,,,,0,,,,80,0
5640,note_on,,,,,0,0,2,,,,,1,,,,66,59
5640,note_on,,,,,10,0,2,,,,,1,,,,68,61
5640,note_on,,,,,3,0,1,,,,,0,,,,79,92
5669,note_on,,,,,29,0,1,,,,,0,,,,79,0
5670,note_on,,,,,1,0,1,,,,,0,,,,80,90
5691,note_on,,,,,51,0,2,,,,,1,,,,66,0
5692,note_on,,,,,1,0,2,,,,,1,,,,68,0
5697,note_on,,,,,27,0,1,,,,,0,,,,80,0
5700,note_on,,,,,8,0,2,,,,,1,,,,68,63
5700,note_on,,,,,0,0,2,,,,,1,,,,66,59
5700,note_on,,,,,3,0,1,,,,,0,,,,84,96
5729,note_on,,,,,29,0,1,,,,,0,,,,84,0
5730,note_on,,,,,1,0,1,,,,,0,,,,82,94
5750,note_on,,,,,50,0,2,,,,,1,,,,66,0
5752,note_on,,,,,2,0,2,,,,,1,,,,68,0
5758,note_on,,,,,28,0,1,,,,,0,,,,82,0
5760,note_on,,,,,8,0,2,,,,,1,,,,61,63
5760,note_on,,,,,2,0,1,,,,,0,,,,80,100
5790,note_on,,,,,30,0,1,,,,,0,,,,80,0
5790,note_on,,,,,0,0,1,,,,,0,,,,82,96
5812,note_on,,,,,52,0,2,,,,,1,,,,61,0
5817,note_on,,,,,27,0,1,,,,,0,,,,82,0
5820,note_on,,,,,8,0,2,,,,,1,,,,68,60
5820,note_on,,,,,3,0,1,,,,,0,,,,80,97
5820,note_on,,,,,0,0,2,,,,,1,,,,65,65
5847,note_on,,,,,27,0,1,,,,,0,,,,80,0
5850,note_on,,,,,3,0,1,,,,,0,,,,79,102
5870,note_on,,,,,50,0,2,,,,,1,,,,68,0
5872,note_on,,,,,2,0,2,,,,,1,,,,65,0
5877,set_tempo,,,,,480,1,0,,506329,,,,,,,,
5879,note_on,,,,,29,0,1,,,,,0,,,,79,0
5880,note_on,,,,,1,0,1,,,,,0,,,,80,101
5908,note_on,,,,,28,0,1,,,,,0,,,,80,0
5910,note_on,,,,,2,0,1,,,,,0,,,,89,105
5939,note_on,,,,,29,0,1,,,,,0,,,,89,0
5940,note_on,,,,,68,0,2,,,,,1,,,,54,63
5940,control_change,,,,,0,0,2,,,,,1,64,127,,,
5940,control_change,,,,,0,0,1,,,,,0,64,127,,,
5940,note_on,,,,,1,0,1,,,,,0,,,,87,101
5942,set_tempo,,,,,65,1,0,,510638,,,,,,,,
5945,set_tempo,,,,,3,1,0,,512821,,,,,,,,
5947,set_tempo,,,,,2,1,0,,517241,,,,,,,,
5950,set_tempo,,,,,3,1,0,,524017,,,,,,,,
5957,set_tempo,,,,,7,1,0,,491803,,,,,,,,
5967,note_on,,,,,27,0,1,,,,,0,,,,87,0
5970,note_on,,,,,3,0,1,,,,,0,,,,85,102
5991,note_on,,,,,51,0,2,,,,,1,,,,54,0
5999,note_on,,,,,29,0,1,,,,,0,,,,85,0
6000,note_on,,,,,0,0,2,,,,,1,,,,61,60
6000,note_on,,,,,0,0,2,,,,,1,,,,63,60
6000,note_on,,,,,9,0,2,,,,,1,,,,70,65
6000,note_on,,,,,1,0,1,,,,,0,,,,84,96
6020,set_tempo,,,,,63,1,0,,489796,,,,,,,,
6027,note_on,,,,,27,0,1,,,,,0,,,,84,0
6030,note_on,,,,,3,0,1,,,,,0,,,,82,99
6050,note_on,,,,,0,0,2,,,,,1,,,,63,0
6050,note_on,,,,,50,0,2,,,,,1,,,,61,0
6053,note_on,,,,,3,0,2,,,,,1,,,,70,0
6059,note_on,,,,,29,0,1,,,,,0,,,,82,0
6060,control_change,,,,,7,0,2,,,,,1,64,0,,,
6060,note_on,,,,,1,0,1,,,,,0,,,,80,94
6060,control_change,,,,,0,0,1,,,,,0,64,0,,,
6088,note_on,,,,,28,0,1,,,,,0,,,,80,0
6090,note_on,,,,,2,0,1,,,,,0,,,,78,96
6115,set_tempo,,,,,95,1,0,,478088,,,,,,,,
6120,control_change,,,,,0,0,2,,,,,1,64,127,,,
6120,control_change,,,,,0,0,1,,,,,0,64,127,,,
6120,note_on,,,,,0,0,1,,,,,0,,,,77,88
6120,note_on,,,,,30,0,1,,,,,0,,,,78,0
6120,note_on,,,,,60,0,2,,,,,1,,,,44,59
6147,note_on,,,,,27,0,1,,,,,0,,,,77,0
6150,note_on,,,,,3,0,1,,,,,0,,,,75,86
6172,note_on,,,,,52,0,2,,,,,1,,,,44,0
6177,note_on,,,,,27,0,1,,,,,0,,,,75,0
6180,control_change,,,,,0,0,1,,,,,0,64,0,,,
6180,note_on,,,,,0,0,2,,,,,1,,,,56,58
6180,note_on,,,,,3,0,1,,,,,0,,,,73,87
6180,note_on,,,,,8,0,2,,,,,1,,,,61,55
6180,control_change,,,,,0,0,2,,,,,1,64,0,,,
6180,note_on,,,,,0,0,2,,,,,1,,,,53,54
6209,note_on,,,,,29,0,1,,,,,0,,,,73,0
6210,note_on,,,,,1,0,1,,,,,0,,,,72,83
6230,note_on,,,,,50,0,2,,,,,1,,,,53,0
6231,note_on,,,,,1,0,2,,,,,1,,,,61,0
6232,note_on,,,,,1,0,2,,,,,1,,,,56,0
6238,note_on,,,,,28,0,1,,,,,0,,,,72,0
6240,note_on,,,,,2,0,1,,,,,0,,,,70,84
6269,note_on,,,,,29,0,1,,,,,0,,,,70,0
6270,note_on,,,,,1,0,1,,,,,0,,,,68,78
6297,note_on,,,,,27,0,1,,,,,0,,,,68,0
6300,note_on,,,,,68,0,2,,,,,1,,,,44,53
6300,note_on,,,,,3,0,1,,,,,0,,,,69,78
6329,note_on,,,,,29,0,1,,,,,0,,,,69,0
6330,note_on,,,,,1,0,1,,,,,0,,,,72,72
6352,note_on,,,,,52,0,2,,,,,1,,,,44,0
6357,note_on,,,,,27,0,1,,,,,0,,,,72,0
6357,set_tempo,,,,,242,1,0,,463320,,,,,,,,
6360,note_on,,,,,3,0,1,,,,,0,,,,70,75
6360,note_on,,,,,0,0,2,,,,,1,,,,54,52
6360,note_on,,,,,8,0,2,,,,,1,,,,56,47
6389,note_on,,,,,29,0,1,,,,,0,,,,70,0
6390,note_on,,,,,1,0,1,,,,,0,,,,65,70
6410,note_on,,,,,50,0,2,,,,,1,,,,56,0
6412,note_on,,,,,2,0,2,,,,,1,,,,54,0
6418,note_on,,,,,28,0,1,,,,,0,,,,65,0
6420,note_on,,,,,0,0,2,,,,,1,,,,54,51
6420,note_on,,,,,2,0,1,,,,,0,,,,66,72
6420,note_on,,,,,8,0,2,,,,,1,,,,56,47
6450,note_on,,,,,0,0,1,,,,,0,,,,60,65
6450,note_on,,,,,30,0,1,,,,,0,,,,66,0
6467,set_tempo,,,,,110,1,0,,662983,,,,,,,,
6471,note_on,,,,,51,0,2,,,,,1,,,,56,0
6473,note_on,,,,,2,0,2,,,,,1,,,,54,0
6477,note_on,,,,,27,0,1,,,,,0,,,,60,0
6480,control_change,,,,,0,0,1,,,,,0,64,127,,,
6480,control_change,,,,,0,0,2,,,,,1,64,127,,,
6480,note_on,,,,,7,0,2,,,,,1,,,,49,43
6480,note_on,,,,,3,0,1,,,,,0,,,,61,66
6525,set_tempo,,,,,58,1,0,,670391,,,,,,,,
6530,set_tempo,,,,,5,1,0,,606061,,,,,,,,
6530,note_on,,,,,50,0,2,,,,,1,,,,49,0
6537,note_on,,,,,57,0,1,,,,,0,,,,61,0
6540,note_on,,,,,0,0,2,,,,,1,,,,56,47
6540,control_change,,,,,0,0,2,,,,,1,64,0,,,
6540,control_change,,,,,3,0,1,,,,,0,64,0,,,
