tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,key,control,value,channel,data,program,note,velocity,pitch
168542,note_on,12,0,1,,,,,,,,,0,,,64,0,
168545,note_on,3,0,1,,,,,,,,,0,,,55,0,
168674,note_on,129,0,1,,,,,,,,,0,,,83,59,
168683,note_on,9,0,1,,,,,,,,,0,,,84,0,
168690,note_on,7,0,1,,,,,,,,,0,,,59,27,
168694,note_on,4,0,1,,,,,,,,,0,,,55,24,
168696,note_on,2,0,1,,,,,,,,,0,,,64,17,
168771,note_on,75,0,1,,,,,,,,,0,,,59,0,
168772,note_on,1,0,1,,,,,,,,,0,,,64,0,
168782,note_on,10,0,1,,,,,,,,,0,,,55,0,
168864,note_on,82,0,1,,,,,,,,,0,,,83,0,
168871,note_on,7,0,1,,,,,,,,,0,,,79,71,
168871,note_on,0,0,1,,,,,,,,,0,,,59,34,
168877,note_on,6,0,1,,,,,,,,,0,,,55,27,
168880,note_on,3,0,1,,,,,,,,,0,,,64,18,
168957,note_on,77,0,1,,,,,,,,,0,,,59,0,
168959,note_on,2,0,1,,,,,,,,,0,,,64,0,
168967,note_on,8,0,1,,,,,,,,,0,,,55,0,
169027,note_on,60,0,1,,,,,,,,,0,,,79,0,
169040,note_on,13,0,1,,,,,,,,,0,,,59,49,
169043,note_on,3,0,1,,,,,,,,,0,,,64,28,
169045,note_on,2,0,1,,,,,,,,,0,,,55,32,
169106,note_on,61,0,1,,,,,,,,,0,,,59,0,
169109,note_on,3,0,1,,,,,,,,,0,,,81,86,
169116,note_on,7,0,1,,,,,,,,,0,,,64,0,
169125,note_on,9,0,1,,,,,,,,,0,,,55,0,
169163,note_on,38,0,1,,,,,,,,,0,,,81,0,
169206,note_on,43,0,1,,,,,,,,,0,,,83,84,
169207,note_on,1,0,1,,,,,,,,,0,,,64,27,
169210,note_on,3,0,1,,,,,,,,,0,,,59,43,
169210,note_on,2591,0,5,,,,,,,,,4,,,59,55,
169214,note_on,4,0,1,,,,,,,,,0,,,55,28,
169334,note_on,120,0,1,,,,,,,,,0,,,59,0,
169335,note_on,1,0,1,,,,,,,,,0,,,64,0,
169339,note_on,4,0,1,,,,,,,,,0,,,55,0,
169388,note_on,49,0,1,,,,,,,,,0,,,64,62,
169389,note_on,1,0,1,,,,,,,,,0,,,59,63,
169391,note_on,2,0,1,,,,,,,,,0,,,55,48,
169462,note_on,71,0,1,,,,,,,,,0,,,64,0,
169464,note_on,2,0,1,,,,,,,,,0,,,59,0,
169479,note_on,15,0,1,,,,,,,,,0,,,55,0,
169519,note_on,40,0,1,,,,,,,,,0,,,83,0,
169537,note_on,18,0,1,,,,,,,,,0,,,64,61,
169540,note_on,3,0,1,,,,,,,,,0,,,55,53,
169540,note_on,0,0,1,,,,,,,,,0,,,59,63,
169634,note_on,94,0,1,,,,,,,,,0,,,59,0,
169639,note_on,5,0,1,,,,,,,,,0,,,64,0,
169648,note_on,9,0,1,,,,,,,,,0,,,55,0,
169689,note_on,41,0,1,,,,,,,,,0,,,88,100,
169699,note_on,10,0,1,,,,,,,,,0,,,55,43,
169700,note_on,1,0,1,,,,,,,,,0,,,59,65,
169703,note_on,3,0,1,,,,,,,,,0,,,64,47,
169865,note_on,162,0,1,,,,,,,,,0,,,59,0,
169871,note_on,6,0,1,,,,,,,,,0,,,64,0,
169890,note_on,19,0,1,,,,,,,,,0,,,90,101,
169900,note_on,10,0,1,,,,,,,,,0,,,59,67,
169903,note_on,3,0,1,,,,,,,,,0,,,64,51,
169933,note_on,30,0,1,,,,,,,,,0,,,88,0,
169979,note_on,46,0,1,,,,,,,,,0,,,64,0,
169982,note_on,3,0,1,,,,,,,,,0,,,59,0,
169993,note_on,11,0,1,,,,,,,,,0,,,55,0,
170059,note_on,66,0,1,,,,,,,,,0,,,64,68,
170061,note_on,2,0,1,,,,,,,,,0,,,55,59,
170065,note_on,4,0,1,,,,,,,,,0,,,59,62,
170073,note_on,8,0,1,,,,,,,,,0,,,91,99,
170085,note_on,12,0,1,,,,,,,,,0,,,64,0,
170086,note_on,1,0,1,,,,,,,,,0,,,59,0,
170107,note_on,21,0,1,,,,,,,,,0,,,90,0,
170108,note_on,1,0,1,,,,,,,,,0,,,55,0,
170160,control_change,0,0,6,,,,,,,91,60,5,,,,,
170160,program_change,2183,0,6,,,,,,,,,5,,49,,,
170251,control_change,143,0,1,,,,,,,64,63,0,,,,,
170255,note_on,95,0,6,,,,,,,,,5,,,40,82,
170256,control_change,5,0,1,,,,,,,64,0,0,,,,,
170263,note_on,21570,0,7,,,,,,,,,6,,,40,85,
170272,note_on,16,0,1,,,,,,,,,0,,,52,85,
170274,note_on,2,0,1,,,,,,,,,0,,,90,96,
170276,note_on,2,0,1,,,,,,,,,0,,,40,91,
170293,note_on,17,0,1,,,,,,,,,0,,,91,0,
170300,control_change,7,0,1,,,,,,,64,63,0,,,,,
170305,control_change,5,0,1,,,,,,,64,127,0,,,,,
170344,note_on,39,0,1,,,,,,,,,0,,,40,0,
170372,note_on,28,0,1,,,,,,,,,0,,,52,0,
170454,note_on,191,0,7,,,,,,,,,6,,,40,0,
170554,note_on,182,0,1,,,,,,,,,0,,,88,84,
170556,note_on,2,0,1,,,,,,,,,0,,,59,60,
170557,note_on,1,0,1,,,,,,,,,0,,,64,55,
170558,note_on,1,0,1,,,,,,,,,0,,,90,0,
170561,note_on,3,0,1,,,,,,,,,0,,,55,56,
170657,note_on,96,0,1,,,,,,,,,0,,,59,0,
170668,note_on,11,0,1,,,,,,,,,0,,,55,0,
170670,note_on,2,0,1,,,,,,,,,0,,,64,0,
170718,note_on,48,0,1,,,,,,,,,0,,,83,85,
170722,note_on,4,0,1,,,,,,,,,0,,,88,0,
170722,note_on,0,0,1,,,,,,,,,0,,,59,65,
170724,note_on,2,0,1,,,,,,,,,0,,,64,62,
170725,note_on,1,0,1,,,,,,,,,0,,,55,62,
170795,note_on,70,0,1,,,,,,,,,0,,,64,0,
170796,note_on,1,0,1,,,,,,,,,0,,,59,0,
170805,note_on,9,0,1,,,,,,,,,0,,,55,0,
170843,note_on,38,0,1,,,,,,,,,0,,,83,0,
170862,note_on,19,0,1,,,,,,,,,0,,,59,74,
170863,note_on,1,0,1,,,,,,,,,0,,,64,72,
170865,note_on,2,0,1,,,,,,,,,0,,,55,61,
170868,note_on,3,0,1,,,,,,,,,0,,,84,98,
170927,note_on,59,0,1,,,,,,,,,0,,,86,102,
170932,note_on,5,0,1,,,,,,,,,0,,,64,0,
170963,note_on,31,0,1,,,,,,,,,0,,,84,0,
170996,note_on,3352,0,4,,,,,,,,,3,,,55,0,
171000,note_on,1790,0,5,,,,,,,,,4,,,62,84,
171010,note_on,47,0,1,,,,,,,,,0,,,56,91,
171012,note_on,2,0,1,,,,,,,,,0,,,84,101,
171015,note_on,3,0,1,,,,,,,,,0,,,62,76,
171017,note_on,2,0,1,,,,,,,,,0,,,64,74,
171021,control_change,4,0,1,,,,,,,64,63,0,,,,,
171024,note_on,28,0,4,,,,,,,,,3,,,56,76,
171031,note_on,31,0,5,,,,,,,,,4,,,59,0,
171042,control_change,21,0,1,,,,,,,64,127,0,,,,,
171043,note_on,1,0,1,,,,,,,,,0,,,55,0,
171051,note_on,8,0,1,,,,,,,,,0,,,86,0,
171064,note_on,13,0,1,,,,,,,,,0,,,59,0,
171146,note_on,82,0,1,,,,,,,,,0,,,64,0,
171148,note_on,0,0,1,,,,,,,,,0,,,62,0,
171148,note_on,2,0,1,,,,,,,,,0,,,56,0,
171203,note_on,55,0,1,,,,,,,,,0,,,62,87,
171205,note_on,2,0,1,,,,,,,,,0,,,64,84,
171207,note_on,2,0,1,,,,,,,,,0,,,56,93,
171231,note_on,24,0,1,,,,,,,,,0,,,64,0,
171233,note_on,2,0,1,,,,,,,,,0,,,62,0,
171241,note_on,8,0,1,,,,,,,,,0,,,56,0,
171275,note_on,34,0,1,,,,,,,,,0,,,83,102,
171296,note_on,21,0,1,,,,,,,,,0,,,84,0,
171358,note_on,62,0,1,,,,,,,,,0,,,83,0,
171383,control_change,25,0,1,,,,,,,64,63,0,,,,,
171385,note_on,2,0,1,,,,,,,,,0,,,40,94,
171386,note_on,355,0,5,,,,,,,,,4,,,60,76,
171388,note_on,3,0,1,,,,,,,,,0,,,52,101,
171390,note_on,2,0,1,,,,,,,,,0,,,83,85,
171392,control_change,2,0,1,,,,,,,64,0,0,,,,,
171409,note_on,385,0,4,,,,,,,,,3,,,57,76,
171425,control_change,33,0,1,,,,,,,64,63,0,,,,,
171432,control_change,7,0,1,,,,,,,64,127,0,,,,,
171446,note_on,60,0,5,,,,,,,,,4,,,62,0,
171447,note_on,15,0,1,,,,,,,,,0,,,40,0,
171451,note_on,42,0,4,,,,,,,,,3,,,56,0,
171470,note_on,23,0,1,,,,,,,,,0,,,52,0,
171601,note_on,131,0,1,,,,,,,,,0,,,64,71,
171604,note_on,3,0,1,,,,,,,,,0,,,60,68,
171607,note_on,3,0,1,,,,,,,,,0,,,57,56,
171694,note_on,87,0,1,,,,,,,,,0,,,60,0,
171702,note_on,8,0,1,,,,,,,,,0,,,64,0,
171704,note_on,2,0,1,,,,,,,,,0,,,57,0,
171740,note_on,36,0,1,,,,,,,,,0,,,81,99,
171745,note_on,5,0,1,,,,,,,,,0,,,64,69,
171748,note_on,3,0,1,,,,,,,,,0,,,60,79,
171751,note_on,3,0,1,,,,,,,,,0,,,57,63,
171765,note_on,14,0,1,,,,,,,,,0,,,83,0,
171825,note_on,60,0,1,,,,,,,,,0,,,64,0,
171828,note_on,3,0,1,,,,,,,,,0,,,60,0,
171839,note_on,11,0,1,,,,,,,,,0,,,57,0,
171885,note_on,46,0,1,,,,,,,,,0,,,64,92,
171885,note_on,0,0,1,,,,,,,,,0,,,60,94,
171886,note_on,1,0,1,,,,,,,,,0,,,57,91,
171899,note_on,13,0,1,,,,,,,,,0,,,81,0,
171947,note_on,48,0,1,,,,,,,,,0,,,64,0,
171949,note_on,2,0,1,,,,,,,,,0,,,60,0,
171962,note_on,13,0,1,,,,,,,,,0,,,57,0,
172026,note_on,64,0,1,,,,,,,,,0,,,64,99,
172027,note_on,1,0,1,,,,,,,,,0,,,60,102,
172029,note_on,2,0,1,,,,,,,,,0,,,57,87,
172081,note_on,52,0,1,,,,,,,,,0,,,60,0,
172081,note_on,635,0,5,,,,,,,,,4,,,60,0,
172086,note_on,5,0,1,,,,,,,,,0,,,81,101,
172091,note_on,5,0,1,,,,,,,,,0,,,64,0,
172097,note_on,6,0,1,,,,,,,,,0,,,57,0,
172105,note_on,8,0,1,,,,,,,,,0,,,83,93,
172126,note_on,21,0,1,,,,,,,,,0,,,81,0,
172138,note_on,12,0,1,,,,,,,,,0,,,83,0,
172148,note_on,10,0,1,,,,,,,,,0,,,81,98,
172196,note_on,48,0,1,,,,,,,,,0,,,80,120,
172199,note_on,3,0,1,,,,,,,,,0,,,64,109,
172201,note_on,2,0,1,,,,,,,,,0,,,57,103,
172202,note_on,1,0,1,,,,,,,,,0,,,60,106,
172220,note_on,18,0,1,,,,,,,,,0,,,81,0,
172232,note_on,12,0,1,,,,,,,,,0,,,64,0,
172233,note_on,1,0,1,,,,,,,,,0,,,60,0,
172253,note_on,20,0,1,,,,,,,,,0,,,57,0,
172336,note_on,885,0,4,,,,,,,,,3,,,57,0,
172355,note_on,102,0,1,,,,,,,,,0,,,81,120,
172371,note_on,16,0,1,,,,,,,,,0,,,80,0,
172400,note_on,29,0,1,,,,,,,,,0,,,81,0,
172446,note_on,4793,0,3,,,,,,,,,2,,,64,0,
172472,control_change,72,0,1,,,,,,,64,63,0,,,,,
172477,control_change,5,0,1,,,,,,,64,0,0,,,,,
172483,note_on,402,0,5,,,,,,,,,4,,,59,99,
172492,note_on,156,0,4,,,,,,,,,3,,,57,88,
172498,note_on,2243,0,6,,,,,,,,,5,,,39,114,
172500,note_on,23,0,1,,,,,,,,,0,,,51,125,
172501,note_on,1,0,1,,,,,,,,,0,,,39,119,
172503,note_on,57,0,3,,,,,,,,,2,,,66,77,
172525,note_on,27,0,6,,,,,,,,,5,,,40,0,
172531,note_on,30,0,1,,,,,,,,,0,,,96,121,
172535,control_change,4,0,1,,,,,,,64,63,0,,,,,
172536,control_change,1,0,1,,,,,,,64,127,0,,,,,
172538,note_on,2,0,1,,,,,,,,,0,,,39,0,
172542,note_on,4,0,1,,,,,,,,,0,,,51,0,
172809,note_on,267,0,1,,,,,,,,,0,,,66,105,
172812,note_on,3,0,1,,,,,,,,,0,,,59,84,
172813,note_on,1,0,1,,,,,,,,,0,,,57,74,
172863,note_on,50,0,1,,,,,,,,,0,,,66,0,
172887,note_on,0,0,1,,,,,,,,,0,,,57,0,
172887,note_on,24,0,1,,,,,,,,,0,,,59,0,
172903,note_on,16,0,1,,,,,,,,,0,,,96,0,
172966,note_on,63,0,1,,,,,,,,,0,,,66,103,
172968,note_on,2,0,1,,,,,,,,,0,,,59,86,
172975,note_on,7,0,1,,,,,,,,,0,,,57,65,
173018,note_on,43,0,1,,,,,,,,,0,,,66,0,
173025,note_on,7,0,1,,,,,,,,,0,,,95,111,
173035,note_on,10,0,1,,,,,,,,,0,,,59,0,
173039,note_on,4,0,1,,,,,,,,,0,,,57,0,
173096,note_on,57,0,1,,,,,,,,,0,,,66,106,
173100,note_on,4,0,1,,,,,,,,,0,,,59,84,
173106,note_on,6,0,1,,,,,,,,,0,,,57,60,
173112,note_on,6,0,1,,,,,,,,,0,,,89,97,
173120,note_on,8,0,1,,,,,,,,,0,,,66,0,
173130,note_on,10,0,1,,,,,,,,,0,,,95,0,
173130,note_on,0,0,1,,,,,,,,,0,,,59,0,
173141,note_on,11,0,1,,,,,,,,,0,,,57,0,
173185,note_on,44,0,1,,,,,,,,,0,,,90,116,
173207,note_on,22,0,1,,,,,,,,,0,,,89,0,
173233,note_on,741,0,4,,,,,,,,,3,,,55,89,
173244,note_on,741,0,3,,,,,,,,,2,,,67,71,
173247,note_on,722,0,6,,,,,,,,,5,,,40,106,
173247,control_change,40,0,1,,,,,,,64,63,0,,,,,
173249,note_on,16,0,4,,,,,,,,,3,,,57,0,
173252,control_change,5,0,1,,,,,,,64,0,0,,,,,
173276,note_on,29,0,6,,,,,,,,,5,,,39,0,
173277,note_on,25,0,1,,,,,,,,,0,,,90,0,
173281,note_on,4,0,1,,,,,,,,,0,,,40,96,
173283,note_on,0,0,1,,,,,,,,,0,,,52,104,
173283,note_on,2,0,1,,,,,,,,,0,,,93,114,
173284,note_on,40,0,3,,,,,,,,,2,,,66,0,
173296,note_on,13,0,1,,,,,,,,,0,,,40,0,
173298,control_change,2,0,1,,,,,,,64,63,0,,,,,
173302,control_change,4,0,1,,,,,,,64,127,0,,,,,
173313,note_on,11,0,1,,,,,,,,,0,,,52,0,
173483,note_on,170,0,1,,,,,,,,,0,,,64,85,
173483,note_on,0,0,1,,,,,,,,,0,,,55,85,
173483,note_on,0,0,1,,,,,,,,,0,,,59,86,
173490,note_on,7,0,1,,,,,,,,,0,,,91,111,
173501,note_on,11,0,1,,,,,,,,,0,,,64,0,
173502,note_on,1,0,1,,,,,,,,,0,,,93,0,
173504,note_on,2,0,1,,,,,,,,,0,,,59,0,
173523,note_on,19,0,1,,,,,,,,,0,,,55,0,
173575,note_on,326,0,4,,,,,,,,,3,,,55,0,
173586,note_on,310,0,6,,,,,,,,,5,,,40,0,
173602,note_on,16,0,6,,,,,,,,,5,,,42,113,
173604,control_change,81,0,1,,,,,,,64,63,0,,,,,
173609,control_change,5,0,1,,,,,,,64,0,0,,,,,
173635,note_on,351,0,3,,,,,,,,,2,,,71,72,
173642,note_on,67,0,4,,,,,,,,,3,,,63,99,
173645,note_on,36,0,1,,,,,,,,,0,,,42,103,
173646,control_change,1,0,1,,,,,,,64,63,0,,,,,
173648,note_on,2,0,1,,,,,,,,,0,,,54,121,
173651,control_change,3,0,1,,,,,,,64,127,0,,,,,
173673,note_on,22,0,1,,,,,,,,,0,,,42,0,
173679,note_on,6,0,1,,,,,,,,,0,,,54,0,
173738,note_on,59,0,1,,,,,,,,,0,,,90,96,
173748,note_on,113,0,3,,,,,,,,,2,,,67,0,
173763,note_on,25,0,1,,,,,,,,,0,,,91,0,
173812,note_on,49,0,1,,,,,,,,,0,,,63,95,
173813,note_on,1,0,1,,,,,,,,,0,,,57,79,
173813,note_on,0,0,1,,,,,,,,,0,,,59,74,
173819,note_on,6,0,1,,,,,,,,,0,,,90,0,
173820,note_on,1,0,1,,,,,,,,,0,,,86,92,
173834,note_on,14,0,1,,,,,,,,,0,,,59,0,
173838,note_on,4,0,1,,,,,,,,,0,,,63,0,
173852,note_on,14,0,1,,,,,,,,,0,,,57,0,
173876,note_on,24,0,1,,,,,,,,,0,,,87,114,
173893,note_on,17,0,1,,,,,,,,,0,,,86,0,
173930,control_change,37,0,1,,,,,,,64,63,0,,,,,
173936,control_change,6,0,1,,,,,,,64,0,0,,,,,
173940,note_on,4,0,1,,,,,,,,,0,,,90,113,
173947,note_on,0,0,1,,,,,,,,,0,,,43,114,
173947,note_on,7,0,1,,,,,,,,,0,,,55,113,
173950,note_on,308,0,4,,,,,,,,,3,,,64,87,
173956,note_on,354,0,6,,,,,,,,,5,,,43,112,
173956,control_change,9,0,1,,,,,,,64,63,0,,,,,
173965,control_change,9,0,1,,,,,,,64,127,0,,,,,
173970,note_on,5,0,1,,,,,,,,,0,,,87,0,
173981,note_on,25,0,6,,,,,,,,,5,,,42,0,
173984,note_on,34,0,4,,,,,,,,,3,,,63,0,
173988,note_on,18,0,1,,,,,,,,,0,,,43,0,
173999,note_on,11,0,1,,,,,,,,,0,,,55,0,
174075,note_on,76,0,1,,,,,,,,,0,,,90,0,
174090,note_on,15,0,1,,,,,,,,,0,,,59,90,
174093,note_on,3,0,1,,,,,,,,,0,,,64,88,
174095,note_on,2,0,1,,,,,,,,,0,,,88,114,
174096,note_on,1,0,1,,,,,,,,,0,,,55,90,
174114,note_on,18,0,1,,,,,,,,,0,,,64,0,
174116,note_on,2,0,1,,,,,,,,,0,,,59,0,
174130,note_on,14,0,1,,,,,,,,,0,,,55,0,
174187,note_on,57,0,1,,,,,,,,,0,,,51,55,
174206,control_change,19,0,1,,,,,,,64,63,0,,,,,
174207,note_on,1,0,1,,,,,,,,,0,,,51,0,
174210,control_change,3,0,1,,,,,,,64,0,0,,,,,
174237,note_on,253,0,4,,,,,,,,,3,,,62,103,
174239,control_change,29,0,1,,,,,,,64,63,0,,,,,
174247,note_on,266,0,6,,,,,,,,,5,,,44,119,
174249,control_change,10,0,1,,,,,,,64,127,0,,,,,
174252,note_on,3,0,1,,,,,,,,,0,,,44,115,
174257,note_on,20,0,4,,,,,,,,,3,,,64,0,
174258,note_on,510,0,3,,,,,,,,,2,,,64,76,
174277,note_on,19,0,3,,,,,,,,,2,,,71,0,
174284,note_on,37,0,6,,,,,,,,,5,,,43,0,
174285,note_on,33,0,1,,,,,,,,,0,,,44,0,
174356,note_on,71,0,1,,,,,,,,,0,,,86,104,
174378,note_on,22,0,1,,,,,,,,,0,,,88,0,
174460,note_on,0,0,1,,,,,,,,,0,,,59,76,
174460,note_on,82,0,1,,,,,,,,,0,,,62,84,
174461,note_on,1,0,1,,,,,,,,,0,,,86,0,
174466,note_on,5,0,1,,,,,,,,,0,,,52,74,
174469,note_on,3,0,1,,,,,,,,,0,,,82,101,
174484,note_on,15,0,1,,,,,,,,,0,,,62,0,
174494,note_on,10,0,1,,,,,,,,,0,,,59,0,
174518,note_on,24,0,1,,,,,,,,,0,,,52,0,
174566,note_on,48,0,1,,,,,,,,,0,,,83,100,
174594,note_on,28,0,1,,,,,,,,,0,,,82,0,
174661,note_on,67,0,1,,,,,,,,,0,,,83,0,
174666,note_on,5,0,1,,,,,,,,,0,,,45,106,
174681,note_on,0,0,6,,,,,,,,,5,,,45,106,
174681,control_change,397,0,6,,,,,,,11,80,5,,,,,
174689,note_on,432,0,4,,,,,,,,,3,,,60,86,
174700,note_on,423,0,3,,,,,,,,,2,,,64,0,
174704,note_on,2221,0,5,,,,,,,,,4,,,57,94,
174707,note_on,7,0,3,,,,,,,,,2,,,65,71,
174709,note_on,28,0,6,,,,,,,,,5,,,44,0,
174717,note_on,51,0,1,,,,,,,,,0,,,86,108,
174720,control_change,13,0,3,,,,,,,11,80,2,,,,,
174720,control_change,16,0,5,,,,,,,11,80,4,,,,,
174721,control_change,12,0,6,,,,,,,11,79,5,,,,,
174733,note_on,13,0,5,,,,,,,,,4,,,59,0,
174749,note_on,60,0,4,,,,,,,,,3,,,62,0,
174760,control_change,27,0,5,,,,,,,11,79,4,,,,,
174760,control_change,40,0,3,,,,,,,11,79,2,,,,,
174761,control_change,40,0,6,,,,,,,11,78,5,,,,,
174791,control_change,74,0,1,,,,,,,64,63,0,,,,,
174795,control_change,35,0,5,,,,,,,11,78,4,,,,,
174795,control_change,35,0,3,,,,,,,11,78,2,,,,,
174796,control_change,35,0,6,,,,,,,11,77,5,,,,,
174796,control_change,5,0,1,,,,,,,64,0,0,,,,,
174830,control_change,35,0,3,,,,,,,11,77,2,,,,,
174830,control_change,35,0,5,,,,,,,11,77,4,,,,,
174836,control_change,40,0,6,,,,,,,11,76,5,,,,,
174853,note_on,57,0,1,,,,,,,,,0,,,85,107,
174865,control_change,35,0,3,,,,,,,11,76,2,,,,,
174865,control_change,35,0,5,,,,,,,11,76,4,,,,,
174871,control_change,35,0,6,,,,,,,11,75,5,,,,,
174891,note_on,38,0,1,,,,,,,,,0,,,86,0,
174899,control_change,8,0,1,,,,,,,64,63,0,,,,,
174900,control_change,35,0,3,,,,,,,11,75,2,,,,,
174900,control_change,35,0,5,,,,,,,11,75,4,,,,,
174902,control_change,3,0,1,,,,,,,64,127,0,,,,,
174911,control_change,40,0,6,,,,,,,11,74,5,,,,,
174940,control_change,40,0,5,,,,,,,11,74,4,,,,,
174940,control_change,40,0,3,,,,,,,11,74,2,,,,,
174942,note_on,40,0,1,,,,,,,,,0,,,48,86,
174951,control_change,40,0,6,,,,,,,11,73,5,,,,,
174954,note_on,12,0,1,,,,,,,,,0,,,84,102,
174960,control_change,211,0,4,,,,,,,11,80,3,,,,,
174961,note_on,1,0,4,,,,,,,,,3,,,60,0,
174975,control_change,35,0,3,,,,,,,11,73,2,,,,,
174975,control_change,35,0,5,,,,,,,11,73,4,,,,,
174986,control_change,35,0,6,,,,,,,11,72,5,,,,,
175000,control_change,39,0,4,,,,,,,11,79,3,,,,,
175004,note_on,50,0,1,,,,,,,,,0,,,85,0,
175010,control_change,35,0,5,,,,,,,11,72,4,,,,,
175010,control_change,35,0,3,,,,,,,11,72,2,,,,,
175026,control_change,40,0,6,,,,,,,11,71,5,,,,,
175033,note_on,29,0,1,,,,,,,,,0,,,83,86,
175035,control_change,35,0,4,,,,,,,11,78,3,,,,,
175041,note_on,8,0,1,,,,,,,,,0,,,84,0,
175045,control_change,35,0,3,,,,,,,11,71,2,,,,,
175045,control_change,35,0,5,,,,,,,11,71,4,,,,,
175061,control_change,35,0,6,,,,,,,11,70,5,,,,,
175070,control_change,35,0,4,,,,,,,11,77,3,,,,,
175080,control_change,35,0,3,,,,,,,11,70,2,,,,,
175080,control_change,35,0,5,,,,,,,11,70,4,,,,,
175092,note_on,51,0,1,,,,,,,,,0,,,83,0,
175099,note_on,7,0,1,,,,,,,,,0,,,82,106,
175101,control_change,40,0,6,,,,,,,11,69,5,,,,,
175105,control_change,35,0,4,,,,,,,11,76,3,,,,,
175120,control_change,40,0,5,,,,,,,11,69,4,,,,,
175120,control_change,40,0,3,,,,,,,11,69,2,,,,,
175136,control_change,35,0,6,,,,,,,11,68,5,,,,,
175140,control_change,35,0,4,,,,,,,11,75,3,,,,,
175141,note_on,42,0,1,,,,,,,,,0,,,53,65,
175155,control_change,35,0,5,,,,,,,11,68,4,,,,,
175155,control_change,35,0,3,,,,,,,11,68,2,,,,,
175156,note_on,15,0,1,,,,,,,,,0,,,82,0,
175157,note_on,1,0,1,,,,,,,,,0,,,81,88,
175176,control_change,40,0,6,,,,,,,11,67,5,,,,,
175180,control_change,40,0,4,,,,,,,11,74,3,,,,,
175185,note_on,28,0,1,,,,,,,,,0,,,45,0,
175190,control_change,35,0,5,,,,,,,11,67,4,,,,,
175190,control_change,35,0,3,,,,,,,11,67,2,,,,,
175205,note_on,20,0,1,,,,,,,,,0,,,81,0,
175210,note_on,5,0,1,,,,,,,,,0,,,80,103,
175215,control_change,35,0,4,,,,,,,11,73,3,,,,,
175216,control_change,40,0,6,,,,,,,11,66,5,,,,,
175225,control_change,35,0,3,,,,,,,11,66,2,,,,,
175225,control_change,35,0,5,,,,,,,11,66,4,,,,,
175250,control_change,35,0,4,,,,,,,11,72,3,,,,,
175251,control_change,35,0,6,,,,,,,11,65,5,,,,,
175260,control_change,35,0,3,,,,,,,11,65,2,,,,,
175260,control_change,35,0,5,,,,,,,11,65,4,,,,,
175261,note_on,51,0,1,,,,,,,,,0,,,80,0,
175267,note_on,6,0,1,,,,,,,,,0,,,79,83,
175285,control_change,35,0,4,,,,,,,11,71,3,,,,,
175291,control_change,40,0,6,,,,,,,11,64,5,,,,,
175293,note_on,26,0,1,,,,,,,,,0,,,48,0,
175297,note_on,4,0,1,,,,,,,,,0,,,57,61,
175300,control_change,40,0,5,,,,,,,11,64,4,,,,,
175300,control_change,40,0,3,,,,,,,11,64,2,,,,,
175312,note_on,15,0,1,,,,,,,,,0,,,79,0,
175314,note_on,2,0,1,,,,,,,,,0,,,78,101,
175318,note_on,4,0,1,,,,,,,,,0,,,53,0,
175320,control_change,35,0,4,,,,,,,11,70,3,,,,,
175326,control_change,35,0,6,,,,,,,11,63,5,,,,,
175335,control_change,35,0,3,,,,,,,11,63,2,,,,,
175335,control_change,35,0,5,,,,,,,11,63,4,,,,,
175360,control_change,40,0,4,,,,,,,11,69,3,,,,,
175360,note_on,42,0,1,,,,,,,,,0,,,78,0,
175366,control_change,40,0,6,,,,,,,11,62,5,,,,,
175370,control_change,35,0,5,,,,,,,11,62,4,,,,,
175370,control_change,35,0,3,,,,,,,11,62,2,,,,,
175370,note_on,10,0,1,,,,,,,,,0,,,77,88,
175395,control_change,35,0,4,,,,,,,11,68,3,,,,,
175405,control_change,35,0,5,,,,,,,11,61,4,,,,,
175405,control_change,35,0,3,,,,,,,11,61,2,,,,,
175406,control_change,40,0,6,,,,,,,11,61,5,,,,,
175414,note_on,44,0,1,,,,,,,,,0,,,77,0,
175414,note_on,0,0,1,,,,,,,,,0,,,57,0,
175414,note_on,0,0,1,,,,,,,,,0,,,76,90,
175428,note_on,14,0,1,,,,,,,,,0,,,48,89,
175430,control_change,35,0,4,,,,,,,11,67,3,,,,,
175440,control_change,35,0,5,,,,,,,11,60,4,,,,,
175440,control_change,34,0,6,,,,,,,11,60,5,,,,,
175440,control_change,35,0,3,,,,,,,11,60,2,,,,,
175462,note_on,34,0,1,,,,,,,,,0,,,75,96,
175465,control_change,35,0,4,,,,,,,11,66,3,,,,,
175471,note_on,9,0,1,,,,,,,,,0,,,76,0,
175489,note_on,49,0,3,,,,,,,,,2,,,69,71,
175500,control_change,35,0,4,,,,,,,11,65,3,,,,,
175503,note_on,32,0,1,,,,,,,,,0,,,75,0,
175505,note_on,2,0,1,,,,,,,,,0,,,74,86,
175505,note_on,65,0,5,,,,,,,,,4,,,53,92,
175517,note_on,12,0,5,,,,,,,,,4,,,57,0,
175532,note_on,43,0,3,,,,,,,,,2,,,65,0,
175540,control_change,40,0,4,,,,,,,11,64,3,,,,,
175552,note_on,47,0,1,,,,,,,,,0,,,73,100,
175564,note_on,12,0,1,,,,,,,,,0,,,74,0,
175575,control_change,35,0,4,,,,,,,11,63,3,,,,,
175606,note_on,42,0,1,,,,,,,,,0,,,72,97,
