tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,key,note,velocity,channel,control,value
117844,note_on,,,,,72,0,1,,,,57,44,0,,
117932,note_off,,,,,88,0,1,,,,57,0,0,,
117956,note_on,,,,,24,0,1,,,,69,67,0,,
118064,note_off,,,,,108,0,1,,,,76,0,0,,
118072,note_on,,,,,8,0,1,,,,78,85,0,,
118080,note_on,,,,,8,0,1,,,,66,60,0,,
118104,note_off,,,,,24,0,1,,,,69,0,0,,
118116,control_change,,,,,12,0,1,,,,,,0,64,104
118128,control_change,,,,,12,0,1,,,,,,0,64,72
118140,control_change,,,,,12,0,1,,,,,,0,64,40
118152,control_change,,,,,12,0,1,,,,,,0,64,0
118212,note_off,,,,,60,0,1,,,,66,0,0,,
118216,note_on,,,,,4,0,1,,,,62,59,0,,
118244,control_change,,,,,28,0,1,,,,,,0,64,88
118256,control_change,,,,,12,0,1,,,,,,0,64,127
118328,note_off,,,,,72,0,1,,,,62,0,0,,
118356,note_on,,,,,28,0,1,,,,57,63,0,,
118496,note_off,,,,,140,0,1,,,,57,0,0,,
118500,note_on,,,,,4,0,1,,,,69,68,0,,
118616,note_off,,,,,116,0,1,,,,78,0,0,,
118652,note_on,,,,,36,0,1,,,,83,97,0,,
118664,note_on,,,,,12,0,1,,,,66,63,0,,
118744,control_change,,,,,80,0,1,,,,,,0,64,88
118756,note_off,,,,,12,0,1,,,,69,0,0,,
118756,control_change,,,,,0,0,1,,,,,,0,64,40
118768,control_change,,,,,12,0,1,,,,,,0,64,0
118800,note_off,,,,,32,0,1,,,,66,0,0,,
118808,note_on,,,,,8,0,1,,,,63,48,0,,
118844,control_change,,,,,36,0,1,,,,,,0,64,88
118856,control_change,,,,,12,0,1,,,,,,0,64,127
118912,note_off,,,,,56,0,1,,,,63,0,0,,
118948,note_on,,,,,36,0,1,,,,57,44,0,,
119012,note_off,,,,,64,0,1,,,,83,0,0,,
119076,note_on,,,,,64,0,1,,,,81,92,0,,
119096,note_on,,,,,20,0,1,,,,69,59,0,,
119220,note_off,,,,,124,0,1,,,,81,0,0,,
119248,note_off,,,,,28,0,1,,,,69,0,0,,
119268,note_on,,,,,20,0,1,,,,83,89,0,,
119276,note_on,,,,,8,0,1,,,,67,45,0,,
119308,control_change,,,,,32,0,1,,,,,,0,64,56
119320,control_change,,,,,12,0,1,,,,,,0,64,0
119332,note_off,,,,,12,0,1,,,,57,0,0,,
119368,control_change,,,,,36,0,1,,,,,,0,64,56
119384,control_change,,,,,16,0,1,,,,,,0,64,127
119388,note_on,,,,,4,0,1,,,,64,48,0,,
119392,note_off,,,,,4,0,1,,,,67,0,0,,
119428,note_off,,,,,36,0,1,,,,83,0,0,,
119460,note_on,,,,,32,0,1,,,,81,85,0,,
119512,note_off,,,,,52,0,1,,,,64,0,0,,
119536,note_on,,,,,24,0,1,,,,57,63,0,,
119544,note_off,,,,,8,0,1,,,,81,0,0,,
119600,note_off,,,,,56,0,1,,,,57,0,0,,
119660,note_on,,,,,60,0,1,,,,79,93,0,,
119672,note_on,,,,,12,0,1,,,,71,57,0,,
119724,note_off,,,,,52,0,1,,,,79,0,0,,
119816,note_on,,,,,0,0,1,,,,79,90,0,,
119816,note_off,,,,,92,0,1,,,,71,0,0,,
119820,control_change,,,,,0,0,1,,,,,,0,64,72
119820,note_on,,,,,4,0,1,,,,67,41,0,,
119832,control_change,,,,,12,0,1,,,,,,0,64,24
119844,control_change,,,,,12,0,1,,,,,,0,64,0
119856,control_change,,,,,12,0,1,,,,,,0,64,40
119868,control_change,,,,,12,0,1,,,,,,0,64,104
119884,control_change,,,,,16,0,1,,,,,,0,64,127
119940,note_off,,,,,56,0,1,,,,67,0,0,,
119964,note_on,,,,,24,0,1,,,,61,42,0,,
119968,note_off,,,,,4,0,1,,,,79,0,0,,
119980,note_on,,,,,12,0,1,,,,78,92,0,,
120060,note_off,,,,,80,0,1,,,,78,0,0,,
120064,note_off,,,,,4,0,1,,,,61,0,0,,
120112,note_on,,,,,48,0,1,,,,57,66,0,,
120220,note_on,,,,,108,0,1,,,,77,92,0,,
120264,note_on,,,,,44,0,1,,,,69,61,0,,
120296,note_off,,,,,32,0,1,,,,77,0,0,,
120400,note_off,,,,,104,0,1,,,,69,0,0,,
120400,note_on,,,,,0,0,1,,,,78,82,0,,
120408,note_on,,,,,8,0,1,,,,66,42,0,,
120484,control_change,,,,,76,0,1,,,,,,0,64,88
120496,control_change,,,,,12,0,1,,,,,,0,64,40
120508,control_change,,,,,12,0,1,,,,,,0,64,0
120512,note_off,,,,,4,0,1,,,,57,0,0,,
120532,note_off,,,,,20,0,1,,,,66,0,0,,
120556,note_on,,,,,24,0,1,,,,62,47,0,,
120584,control_change,,,,,28,0,1,,,,,,0,64,56
120596,control_change,,,,,12,0,1,,,,,,0,64,127
120660,note_off,,,,,64,0,1,,,,78,0,0,,
120668,note_on,,,,,8,0,1,,,,74,77,0,,
120680,note_off,,,,,12,0,1,,,,62,0,0,,
120704,note_on,,,,,24,0,1,,,,57,53,0,,
120728,note_off,,,,,24,0,1,,,,57,0,0,,
120748,note_off,,,,,20,0,1,,,,74,0,0,,
120808,note_on,,,,,60,0,1,,,,71,52,0,,
120884,note_off,,,,,76,0,1,,,,71,0,0,,
120952,note_on,,,,,68,0,1,,,,71,70,0,,
120960,note_on,,,,,8,0,1,,,,67,57,0,,
120996,control_change,,,,,36,0,1,,,,,,0,64,88
121008,control_change,,,,,12,0,1,,,,,,0,64,24
121024,control_change,,,,,16,0,1,,,,,,0,64,0
121060,note_off,,,,,36,0,1,,,,67,0,0,,
121060,control_change,,,,,0,0,1,,,,,,0,64,88
121072,control_change,,,,,12,0,1,,,,,,0,64,127
121088,note_on,,,,,16,0,1,,,,64,50,0,,
121128,note_off,,,,,40,0,1,,,,64,0,0,,
121208,note_off,,,,,80,0,1,,,,71,0,0,,
121220,note_on,,,,,12,0,1,,,,73,75,0,,
121232,note_on,,,,,12,0,1,,,,57,52,0,,
121356,note_on,,,,,124,0,1,,,,69,56,0,,
121496,note_off,,,,,140,0,1,,,,73,0,0,,
121496,note_on,,,,,0,0,1,,,,66,52,0,,
121500,note_on,,,,,4,0,1,,,,74,81,0,,
121504,note_off,,,,,4,0,1,,,,69,0,0,,
121512,note_off,,,,,8,0,1,,,,57,0,0,,
121536,control_change,,,,,24,0,1,,,,,,0,64,72
121548,control_change,,,,,12,0,1,,,,,,0,64,0
121612,control_change,,,,,64,0,1,,,,,,0,64,24
121620,note_off,,,,,8,0,1,,,,66,0,0,,
121620,control_change,,,,,0,0,1,,,,,,0,64,104
121632,note_on,,,,,12,0,1,,,,62,52,0,,
121636,control_change,,,,,4,0,1,,,,,,0,64,127
121776,note_off,,,,,140,0,1,,,,62,0,0,,
121784,note_on,,,,,8,0,1,,,,75,90,0,,
121792,note_on,,,,,8,0,1,,,,57,37,0,,
121804,note_off,,,,,12,0,1,,,,74,0,0,,
121856,note_off,,,,,52,0,1,,,,57,0,0,,
121916,note_on,,,,,60,0,1,,,,71,49,0,,
122028,note_off,,,,,112,0,1,,,,71,0,0,,
122040,note_on,,,,,12,0,1,,,,67,55,0,,
122040,control_change,,,,,0,0,1,,,,,,0,64,88
122052,control_change,,,,,12,0,1,,,,,,0,64,24
122064,control_change,,,,,12,0,1,,,,,,0,64,0
122076,control_change,,,,,12,0,1,,,,,,0,64,40
122088,control_change,,,,,12,0,1,,,,,,0,64,104
122100,control_change,,,,,12,0,1,,,,,,0,64,127
122136,note_off,,,,,36,0,1,,,,67,0,0,,
122156,note_on,,,,,20,0,1,,,,61,57,0,,
122172,note_on,,,,,16,0,1,,,,76,93,0,,
122176,note_off,,,,,4,0,1,,,,75,0,0,,
122276,note_off,,,,,100,0,1,,,,61,0,0,,
122316,note_on,,,,,40,0,1,,,,57,46,0,,
122388,note_on,,,,,72,0,1,,,,77,101,0,,
122408,note_off,,,,,20,0,1,,,,76,0,0,,
122452,note_on,,,,,44,0,1,,,,69,58,0,,
122584,note_off,,,,,132,0,1,,,,57,0,0,,
122596,note_on,,,,,0,0,1,,,,78,91,0,,
122596,note_on,,,,,0,0,1,,,,66,50,0,,
122596,note_off,,,,,12,0,1,,,,77,0,0,,
122652,control_change,,,,,56,0,1,,,,,,0,64,104
122656,note_off,,,,,4,0,1,,,,69,0,0,,
122664,control_change,,,,,8,0,1,,,,,,0,64,40
122676,control_change,,,,,12,0,1,,,,,,0,64,0
122736,note_off,,,,,60,0,1,,,,66,0,0,,
122740,control_change,,,,,0,0,1,,,,,,0,64,88
122740,note_on,,,,,4,0,1,,,,62,56,0,,
122748,control_change,,,,,8,0,1,,,,,,0,64,127
122856,note_on,,,,,108,0,1,,,,79,93,0,,
122860,note_off,,,,,4,0,1,,,,78,0,0,,
122860,note_off,,,,,0,0,1,,,,62,0,0,,
122892,note_on,,,,,32,0,1,,,,57,58,0,,
123000,note_on,,,,,108,0,1,,,,69,68,0,,
123104,note_off,,,,,104,0,1,,,,79,0,0,,
123112,note_on,,,,,8,0,1,,,,80,97,0,,
123120,note_off,,,,,8,0,1,,,,57,0,0,,
123136,note_on,,,,,16,0,1,,,,65,61,0,,
123148,note_off,,,,,12,0,1,,,,69,0,0,,
123152,control_change,,,,,4,0,1,,,,,,0,64,40
123164,control_change,,,,,12,0,1,,,,,,0,64,0
123216,control_change,,,,,52,0,1,,,,,,0,64,40
123228,control_change,,,,,12,0,1,,,,,,0,64,127
123236,note_off,,,,,8,0,1,,,,65,0,0,,
123252,note_on,,,,,16,0,1,,,,62,60,0,,
123300,note_off,,,,,48,0,1,,,,80,0,0,,
123316,note_on,,,,,16,0,1,,,,85,104,0,,
123368,note_off,,,,,52,0,1,,,,62,0,0,,
123396,note_on,,,,,28,0,1,,,,57,47,0,,
123484,note_off,,,,,88,0,1,,,,85,0,0,,
123500,note_on,,,,,16,0,1,,,,83,99,0,,
123508,note_on,,,,,8,0,1,,,,69,52,0,,
123656,note_off,,,,,148,0,1,,,,83,0,0,,
123656,note_on,,,,,0,0,1,,,,81,89,0,,
123664,note_on,,,,,8,0,1,,,,64,64,0,,
123692,control_change,,,,,28,0,1,,,,,,0,64,104
123704,control_change,,,,,12,0,1,,,,,,0,64,24
123716,control_change,,,,,12,0,1,,,,,,0,64,0
123764,control_change,,,,,48,0,1,,,,,,0,64,72
123776,control_change,,,,,12,0,1,,,,,,0,64,127
123796,note_off,,,,,20,0,1,,,,57,0,0,,
123796,note_off,,,,,0,0,1,,,,64,0,0,,
123796,note_on,,,,,0,0,1,,,,62,63,0,,
123816,note_off,,,,,20,0,1,,,,69,0,0,,
123928,note_off,,,,,112,0,1,,,,62,0,0,,
123932,note_on,,,,,4,0,1,,,,57,67,0,,
124072,note_on,,,,,140,0,1,,,,69,70,0,,
124212,note_on,,,,,140,0,1,,,,64,73,0,,
124216,note_off,,,,,4,0,1,,,,57,0,0,,
124268,control_change,,,,,0,0,1,,,,,,0,64,104
124268,note_off,,,,,52,0,1,,,,69,0,0,,
124280,control_change,,,,,12,0,1,,,,,,0,64,0
124340,control_change,,,,,60,0,1,,,,,,0,64,56
124344,note_on,,,,,4,0,1,,,,61,64,0,,
124352,note_off,,,,,8,0,1,,,,64,0,0,,
124352,control_change,,,,,0,0,1,,,,,,0,64,127
124436,note_off,,,,,84,0,1,,,,61,0,0,,
124456,note_on,,,,,20,0,1,,,,55,68,0,,
124568,note_off,,,,,112,0,1,,,,55,0,0,,
124576,note_off,,,,,8,0,1,,,,81,0,0,,
124632,note_on,,,,,56,0,1,,,,69,80,0,,
124704,note_off,,,,,72,0,1,,,,69,0,0,,
124868,note_on,,,,,164,0,1,,,,86,101,0,,
124876,note_on,,,,,0,0,1,,,,81,83,0,,
124876,note_on,,,,,8,0,1,,,,74,82,0,,
124908,note_on,,,,,32,0,1,,,,54,63,0,,
124944,control_change,,,,,36,0,1,,,,,,0,64,88
124956,control_change,,,,,12,0,1,,,,,,0,64,0
125052,note_off,,,,,96,0,1,,,,54,0,0,,
125056,note_on,,,,,4,0,1,,,,57,58,0,,
125060,control_change,,,,,4,0,1,,,,,,0,64,72
125072,control_change,,,,,12,0,1,,,,,,0,64,127
125156,note_off,,,,,84,0,1,,,,57,0,0,,
125192,note_on,,,,,36,0,1,,,,62,60,0,,
125200,note_off,,,,,8,0,1,,,,86,0,0,,
125212,note_off,,,,,12,0,1,,,,74,0,0,,
125304,note_on,,,,,92,0,1,,,,57,50,0,,
125448,note_off,,,,,144,0,1,,,,81,0,0,,
125452,note_on,,,,,4,0,1,,,,85,99,0,,
125464,note_on,,,,,12,0,1,,,,73,80,0,,
125480,note_on,,,,,16,0,1,,,,81,24,0,,
125484,note_off,,,,,4,0,1,,,,57,0,0,,
125492,note_on,,,,,8,0,1,,,,69,62,0,,
125512,note_off,,,,,20,0,1,,,,81,0,0,,
125584,note_off,,,,,72,0,1,,,,85,0,0,,
125592,note_off,,,,,8,0,1,,,,73,0,0,,
125664,note_off,,,,,72,0,1,,,,62,0,0,,
125664,note_off,,,,,0,0,1,,,,69,0,0,,
125840,note_on,,,,,176,0,1,,,,71,78,0,,
125844,note_on,,,,,4,0,1,,,,83,99,0,,
125880,note_off,,,,,36,0,1,,,,71,0,0,,
125900,note_off,,,,,20,0,1,,,,83,0,0,,
125996,note_on,,,,,96,0,1,,,,85,96,0,,
126000,note_on,,,,,4,0,1,,,,79,78,0,,
126000,note_on,,,,,0,0,1,,,,73,73,0,,
126004,note_on,,,,,4,0,1,,,,81,71,0,,
126024,note_on,,,,,20,0,1,,,,52,59,0,,
126024,control_change,,,,,0,0,1,,,,,,0,64,56
126036,control_change,,,,,12,0,1,,,,,,0,64,0
126096,control_change,,,,,60,0,1,,,,,,0,64,56
126100,note_off,,,,,4,0,1,,,,81,0,0,,
126108,control_change,,,,,8,0,1,,,,,,0,64,127
126116,note_off,,,,,8,0,1,,,,79,0,0,,
126128,note_off,,,,,12,0,1,,,,85,0,0,,
126128,note_off,,,,,0,0,1,,,,52,0,0,,
126140,note_off,,,,,12,0,1,,,,73,0,0,,
126140,note_on,,,,,0,0,1,,,,57,53,0,,
126220,note_off,,,,,80,0,1,,,,57,0,0,,
126252,note_on,,,,,32,0,1,,,,67,53,0,,
126272,note_on,,,,,20,0,1,,,,83,95,0,,
126284,note_on,,,,,12,0,1,,,,71,52,0,,
126336,note_off,,,,,52,0,1,,,,71,0,0,,
126364,note_off,,,,,28,0,1,,,,67,0,0,,
126372,note_off,,,,,8,0,1,,,,83,0,0,,
126384,note_on,,,,,12,0,1,,,,61,50,0,,
126504,note_on,,,,,120,0,1,,,,83,88,0,,
126504,note_on,,,,,0,0,1,,,,71,42,0,,
126532,note_off,,,,,28,0,1,,,,71,0,0,,
126548,note_off,,,,,16,0,1,,,,83,0,0,,
126580,note_on,,,,,32,0,1,,,,81,90,0,,
126584,note_on,,,,,4,0,1,,,,69,77,0,,
126588,note_off,,,,,4,0,1,,,,61,0,0,,
126648,note_off,,,,,60,0,1,,,,69,0,0,,
126788,note_off,,,,,140,0,1,,,,81,0,0,,
126852,note_on,,,,,64,0,1,,,,80,89,0,,
126860,note_on,,,,,8,0,1,,,,68,66,0,,
126956,note_off,,,,,96,0,1,,,,68,0,0,,
127064,note_off,,,,,108,0,1,,,,80,0,0,,
127156,note_on,,,,,92,0,1,,,,83,86,0,,
127160,note_on,,,,,4,0,1,,,,78,59,0,,
127164,note_on,,,,,4,0,1,,,,71,59,0,,
127172,note_on,,,,,8,0,1,,,,74,61,0,,
127204,note_on,,,,,32,0,1,,,,50,52,0,,
127248,control_change,,,,,44,0,1,,,,,,0,64,72
127260,control_change,,,,,12,0,1,,,,,,0,64,0
127332,note_on,,,,,72,0,1,,,,57,60,0,,
127352,control_change,,,,,20,0,1,,,,,,0,64,72
127360,note_off,,,,,8,0,1,,,,50,0,0,,
127364,control_change,,,,,4,0,1,,,,,,0,64,127
127380,note_off,,,,,16,0,1,,,,83,0,0,,
127420,note_off,,,,,40,0,1,,,,57,0,0,,
127432,note_off,,,,,12,0,1,,,,71,0,0,,
127456,note_on,,,,,24,0,1,,,,62,47,0,,
127472,note_off,,,,,16,0,1,,,,78,0,0,,
127524,note_off,,,,,52,0,1,,,,62,0,0,,
127532,note_off,,,,,8,0,1,,,,74,0,0,,
127564,note_on,,,,,32,0,1,,,,81,88,0,,
127568,note_on,,,,,4,0,1,,,,69,72,0,,
127636,note_off,,,,,68,0,1,,,,69,0,0,,
127652,note_on,,,,,16,0,1,,,,57,27,0,,
127676,note_off,,,,,24,0,1,,,,81,0,0,,
127728,note_on,,,,,52,0,1,,,,66,62,0,,
127816,note_on,,,,,88,0,1,,,,81,96,0,,
127828,note_on,,,,,12,0,1,,,,69,72,0,,
127832,note_on,,,,,4,0,1,,,,74,72,0,,
127892,note_off,,,,,60,0,1,,,,69,0,0,,
127924,note_off,,,,,32,0,1,,,,74,0,0,,
127928,note_off,,,,,4,0,1,,,,81,0,0,,
127948,note_off,,,,,20,0,1,,,,66,0,0,,
127964,note_off,,,,,16,0,1,,,,57,0,0,,
128028,note_on,,,,,0,0,1,,,,67,82,0,,
128028,note_on,,,,,64,0,1,,,,79,95,0,,
128072,note_off,,,,,44,0,1,,,,67,0,0,,
128092,note_off,,,,,20,0,1,,,,79,0,0,,
128176,note_on,,,,,84,0,1,,,,78,95,0,,
128180,note_on,,,,,4,0,1,,,,66,84,0,,
128220,note_off,,,,,40,0,1,,,,66,0,0,,
128244,note_off,,,,,24,0,1,,,,78,0,0,,
128304,note_on,,,,,60,0,1,,,,78,82,0,,
128308,note_on,,,,,4,0,1,,,,66,60,0,,
128324,note_on,,,,,16,0,1,,,,73,53,0,,
128324,note_on,,,,,0,0,1,,,,55,63,0,,
128328,note_on,,,,,4,0,1,,,,70,53,0,,
128340,control_change,,,,,12,0,1,,,,,,0,64,88
128348,control_change,,,,,8,0,1,,,,,,0,64,40
128364,control_change,,,,,16,0,1,,,,,,0,64,0
128440,control_change,,,,,76,0,1,,,,,,0,64,72
128448,note_off,,,,,8,0,1,,,,55,0,0,,
128448,note_on,,,,,0,0,1,,,,58,41,0,,
128452,note_off,,,,,4,0,1,,,,66,0,0,,
128452,control_change,,,,,0,0,1,,,,,,0,64,127
128456,note_off,,,,,4,0,1,,,,78,0,0,,
128536,note_off,,,,,80,0,1,,,,58,0,0,,
128560,note_on,,,,,24,0,1,,,,61,49,0,,
128636,note_off,,,,,76,0,1,,,,73,0,0,,
128652,note_off,,,,,16,0,1,,,,70,0,0,,
128716,note_on,,,,,64,0,1,,,,64,75,0,,
128724,note_on,,,,,8,0,1,,,,76,90,0,,
128736,note_on,,,,,12,0,1,,,,70,58,0,,
128768,note_off,,,,,32,0,1,,,,64,0,0,,
128788,note_off,,,,,20,0,1,,,,76,0,0,,
128804,note_off,,,,,16,0,1,,,,70,0,0,,
128856,note_on,,,,,52,0,1,,,,58,1,0,,
128888,note_on,,,,,0,0,1,,,,66,75,0,,
128888,note_on,,,,,32,0,1,,,,78,82,0,,
128892,note_on,,,,,4,0,1,,,,73,70,0,,
128920,note_on,,,,,28,0,1,,,,70,53,0,,
128936,note_off,,,,,16,0,1,,,,61,0,0,,
128972,note_off,,,,,36,0,1,,,,58,0,0,,
128976,note_off,,,,,4,0,1,,,,66,0,0,,
128980,note_off,,,,,4,0,1,,,,70,0,0,,
128988,note_off,,,,,8,0,1,,,,73,0,0,,
129044,note_off,,,,,56,0,1,,,,78,0,0,,
129300,note_on,,,,,256,0,1,,,,79,81,0,,
129308,note_on,,,,,8,0,1,,,,67,59,0,,
129356,note_off,,,,,48,0,1,,,,67,0,0,,
129372,note_off,,,,,16,0,1,,,,79,0,0,,
129512,note_on,,,,,140,0,1,,,,74,80,0,,
129540,note_on,,,,,28,0,1,,,,42,69,0,,
129564,note_off,,,,,24,0,1,,,,74,0,0,,
129592,control_change,,,,,28,0,1,,,,,,0,64,40
129604,control_change,,,,,12,0,1,,,,,,0,64,104
129608,note_on,,,,,4,0,1,,,,74,82,0,,
129616,control_change,,,,,8,0,1,,,,,,0,64,127
129688,note_off,,,,,72,0,1,,,,74,0,0,,
129708,note_off,,,,,20,0,1,,,,42,0,0,,
129716,note_on,,,,,0,0,1,,,,50,58,0,,
129716,note_on,,,,,0,0,1,,,,81,81,0,,
129716,note_on,,,,,8,0,1,,,,86,97,0,,
129776,note_off,,,,,60,0,1,,,,81,0,0,,
129804,note_off,,,,,28,0,1,,,,86,0,0,,
129828,note_off,,,,,24,0,1,,,,50,0,0,,
129868,note_on,,,,,40,0,1,,,,57,61,0,,
129948,note_off,,,,,80,0,1,,,,57,0,0,,
130024,note_on,,,,,0,0,1,,,,73,83,0,,
130024,note_on,,,,,0,0,1,,,,45,60,0,,
130024,note_on,,,,,76,0,1,,,,85,88,0,,
130044,note_off,,,,,20,0,1,,,,45,0,0,,
130072,note_off,,,,,28,0,1,,,,73,0,0,,
130112,note_off,,,,,40,0,1,,,,85,0,0,,
130164,note_on,,,,,52,0,1,,,,62,67,0,,
130164,note_on,,,,,0,0,1,,,,57,62,0,,
130164,note_on,,,,,0,0,1,,,,69,69,0,,
130164,note_on,,,,,0,0,1,,,,73,80,0,,
130164,note_on,,,,,0,0,1,,,,85,84,0,,
130164,control_change,,,,,0,0,1,,,,,,0,64,88
130172,control_change,,,,,8,0,1,,,,,,0,64,24
130192,control_change,,,,,20,0,1,,,,,,0,64,0
130204,control_change,,,,,12,0,1,,,,,,0,64,40
130216,control_change,,,,,12,0,1,,,,,,0,64,72
130228,control_change,,,,,12,0,1,,,,,,0,64,127
130232,note_off,,,,,4,0,1,,,,73,0,0,,
130240,note_off,,,,,8,0,1,,,,85,0,0,,
130284,note_on,,,,,44,0,1,,,,74,64,0,,
130288,note_on,,,,,4,0,1,,,,78,73,0,,
130308,note_off,,,,,20,0,1,,,,74,0,0,,
130368,note_off,,,,,60,0,1,,,,78,0,0,,
130376,note_on,,,,,8,0,1,,,,83,77,0,,
130376,note_on,,,,,0,0,1,,,,71,72,0,,
130388,note_off,,,,,12,0,1,,,,69,0,0,,
130412,note_off,,,,,24,0,1,,,,71,0,0,,
130436,note_off,,,,,0,0,1,,,,57,0,0,,
130436,note_off,,,,,24,0,1,,,,62,0,0,,
130440,note_off,,,,,4,0,1,,,,83,0,0,,
130648,note_on,,,,,208,0,1,,,,81,81,0,,
130648,note_on,,,,,0,0,1,,,,69,75,0,,
130692,note_off,,,,,44,0,1,,,,69,0,0,,
130716,note_off,,,,,24,0,1,,,,81,0,0,,
130792,control_change,,,,,76,0,1,,,,,,0,64,88
130804,control_change,,,,,12,0,1,,,,,,0,64,24
130812,note_on,,,,,8,0,1,,,,73,90,0,,
130816,control_change,,,,,4,0,1,,,,,,0,64,0
130820,note_on,,,,,4,0,1,,,,40,69,0,,
130856,control_change,,,,,36,0,1,,,,,,0,64,40
130868,control_change,,,,,12,0,1,,,,,,0,64,88
130880,control_change,,,,,12,0,1,,,,,,0,64,127
130916,note_off,,,,,36,0,1,,,,40,0,0,,
130924,note_off,,,,,8,0,1,,,,73,0,0,,
130936,note_on,,,,,12,0,1,,,,85,89,0,,
130944,note_on,,,,,8,0,1,,,,45,68,0,,
130948,note_on,,,,,4,0,1,,,,81,75,0,,
130960,note_on,,,,,12,0,1,,,,79,58,0,,
130968,note_off,,,,,8,0,1,,,,81,0,0,,
130984,note_off,,,,,16,0,1,,,,79,0,0,,
131004,note_off,,,,,20,0,1,,,,45,0,0,,
131016,note_off,,,,,12,0,1,,,,85,0,0,,
131080,note_on,,,,,64,0,1,,,,57,62,0,,
131164,note_off,,,,,84,0,1,,,,57,0,0,,
131180,note_on,,,,,16,0,1,,,,45,69,0,,
131200,note_off,,,,,20,0,1,,,,45,0,0,,
131208,note_on,,,,,8,0,1,,,,83,93,0,,
131208,note_on,,,,,0,0,1,,,,71,83,0,,
131260,note_off,,,,,52,0,1,,,,71,0,0,,
131272,note_off,,,,,12,0,1,,,,83,0,0,,
131348,note_on,,,,,76,0,1,,,,83,90,0,,
131348,note_on,,,,,0,0,1,,,,61,58,0,,
131356,note_on,,,,,8,0,1,,,,57,63,0,,
131356,note_on,,,,,0,0,1,,,,71,69,0,,
131356,note_on,,,,,0,0,1,,,,67,62,0,,
131416,note_off,,,,,60,0,1,,,,83,0,0,,
131448,note_off,,,,,32,0,1,,,,71,0,0,,
131464,note_on,,,,,16,0,1,,,,79,70,0,,
131464,note_on,,,,,0,0,1,,,,73,60,0,,
131528,note_off,,,,,64,0,1,,,,79,0,0,,
131544,note_off,,,,,16,0,1,,,,73,0,0,,
131544,note_on,,,,,0,0,1,,,,81,85,0,,
131556,note_on,,,,,12,0,1,,,,69,69,0,,
131580,note_off,,,,,0,0,1,,,,69,0,0,,
131580,note_off,,,,,24,0,1,,,,67,0,0,,
131600,note_off,,,,,20,0,1,,,,81,0,0,,
131612,note_off,,,,,12,0,1,,,,57,0,0,,
131632,note_off,,,,,20,0,1,,,,61,0,0,,
131816,note_on,,,,,184,0,1,,,,68,79,0,,
131824,note_on,,,,,8,0,1,,,,80,84,0,,
131880,note_off,,,,,56,0,1,,,,68,0,0,,
131956,note_off,,,,,76,0,1,,,,80,0,0,,
131976,control_change,,,,,20,0,1,,,,,,0,64,72
131988,note_on,,,,,12,0,1,,,,71,90,0,,
131992,control_change,,,,,4,0,1,,,,,,0,64,0
132004,note_on,,,,,12,0,1,,,,38,67,0,,
132056,control_change,,,,,52,0,1,,,,,,0,64,40
132068,control_change,,,,,12,0,1,,,,,,0,64,104
132080,control_change,,,,,12,0,1,,,,,,0,64,127
132108,note_off,,,,,28,0,1,,,,38,0,0,,
132136,note_on,,,,,28,0,1,,,,83,90,0,,
132136,note_on,,,,,0,0,1,,,,45,67,0,,
132136,note_on,,,,,0,0,1,,,,74,53,0,,
132136,note_on,,,,,0,0,1,,,,78,52,0,,
132188,note_off,,,,,52,0,1,,,,45,0,0,,
132196,note_off,,,,,8,0,1,,,,71,0,0,,
132204,note_off,,,,,8,0,1,,,,74,0,0,,
132220,note_off,,,,,16,0,1,,,,83,0,0,,
132232,note_off,,,,,12,0,1,,,,78,0,0,,
132284,note_on,,,,,52,0,1,,,,57,66,0,,
132356,note_off,,,,,72,0,1,,,,57,0,0,,
132416,note_on,,,,,0,0,1,,,,45,69,0,,
132416,note_on,,,,,60,0,1,,,,81,90,0,,
132416,note_on,,,,,0,0,1,,,,69,82,0,,
132468,note_off,,,,,52,0,1,,,,69,0,0,,
132468,note_off,,,,,0,0,1,,,,45,0,0,,
132480,note_off,,,,,12,0,1,,,,81,0,0,,
132568,note_on,,,,,0,0,1,,,,54,44,0,,
132568,note_on,,,,,0,0,1,,,,62,19,0,,
132568,note_on,,,,,0,0,1,,,,69,71,0,,
132568,note_on,,,,,88,0,1,,,,81,90,0,,
132568,note_on,,,,,0,0,1,,,,57,53,0,,
132640,note_off,,,,,72,0,1,,,,81,0,0,,
132656,note_on,,,,,16,0,1,,,,74,63,0,,
132664,note_off,,,,,8,0,1,,,,69,0,0,,
132740,note_off,,,,,76,0,1,,,,74,0,0,,
132764,note_on,,,,,24,0,1,,,,79,86,0,,
132772,note_on,,,,,8,0,1,,,,67,64,0,,
132832,note_off,,,,,60,0,1,,,,57,0,0,,
132832,note_off,,,,,0,0,1,,,,79,0,0,,
132836,note_off,,,,,4,0,1,,,,67,0,0,,
132896,note_off,,,,,60,0,1,,,,62,0,0,,
132960,note_off,,,,,64,0,1,,,,54,0,0,,
133052,note_on,,,,,92,0,1,,,,78,86,0,,
133060,note_on,,,,,8,0,1,,,,66,71,0,,
133124,note_off,,,,,64,0,1,,,,66,0,0,,
133136,note_off,,,,,12,0,1,,,,78,0,0,,
133220,note_on,,,,,84,0,1,,,,78,79,0,,
