tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,note,velocity
17120,control_change,152,0,1,,,,,,,,,,,,,,2,64,0,,
17128,note_off,8,0,1,,,,,,,,,,,,,,2,,,76,64
17128,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
17128,note_off,0,0,1,,,,,,,,,,,,,,2,,,84,64
17128,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
17260,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
17270,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
17270,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
17270,note_off,0,0,1,,,,,,,,,,,,,,2,,,85,64
17270,note_off,10,0,1,,,,,,,,,,,,,,2,,,77,64
17280,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
17280,note_on,0,0,1,,,,,,,,,,,,,,2,,,46,77
17280,note_on,0,0,1,,,,,,,,,,,,,,2,,,82,62
17280,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,62
17280,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
17440,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
17440,note_on,0,0,1,,,,,,,,,,,,,,2,,,87,59
17440,note_on,160,0,1,,,,,,,,,,,,,,2,,,78,59
17440,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,57
17448,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
17448,note_off,0,0,1,,,,,,,,,,,,,,2,,,82,64
17448,note_off,8,0,1,,,,,,,,,,,,,,2,,,46,64
17600,note_on,0,0,1,,,,,,,,,,,,,,2,,,58,57
17600,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,57
17600,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,65
17600,note_on,152,0,1,,,,,,,,,,,,,,2,,,84,47
17608,note_off,0,0,1,,,,,,,,,,,,,,2,,,53,64
17608,note_off,0,0,1,,,,,,,,,,,,,,2,,,87,64
17608,note_off,8,0,1,,,,,,,,,,,,,,2,,,78,64
17608,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
17760,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,57
17760,note_on,0,0,1,,,,,,,,,,,,,,2,,,85,65
17760,note_on,152,0,1,,,,,,,,,,,,,,2,,,77,62
17760,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
17768,note_off,8,0,1,,,,,,,,,,,,,,2,,,84,64
17768,note_off,0,0,1,,,,,,,,,,,,,,2,,,76,64
17768,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
17768,note_off,0,0,1,,,,,,,,,,,,,,2,,,58,64
17920,note_on,152,0,1,,,,,,,,,,,,,,2,,,73,52
17920,note_on,0,0,1,,,,,,,,,,,,,,2,,,82,62
17920,note_on,0,0,1,,,,,,,,,,,,,,2,,,58,57
17920,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,57
17928,note_off,8,0,1,,,,,,,,,,,,,,2,,,77,64
17928,note_off,0,0,1,,,,,,,,,,,,,,2,,,85,64
17928,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
17928,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
18080,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,57
18080,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
18080,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,62
18080,note_on,152,0,1,,,,,,,,,,,,,,2,,,85,61
18088,note_off,0,0,1,,,,,,,,,,,,,,2,,,82,64
18088,note_off,0,0,1,,,,,,,,,,,,,,2,,,58,64
18088,note_off,8,0,1,,,,,,,,,,,,,,2,,,73,64
18088,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
18220,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
18220,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
18230,note_off,0,0,1,,,,,,,,,,,,,,2,,,53,64
18230,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
18230,note_off,10,0,1,,,,,,,,,,,,,,2,,,85,64
18230,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
18240,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,62
18240,note_on,0,0,1,,,,,,,,,,,,,,2,,,84,62
18240,note_on,0,0,1,,,,,,,,,,,,,,2,,,41,75
18240,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
18240,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
18400,note_on,160,0,1,,,,,,,,,,,,,,2,,,85,64
18400,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,62
18400,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,57
18400,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,57
18408,note_off,0,0,1,,,,,,,,,,,,,,2,,,84,64
18408,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
18408,note_off,8,0,1,,,,,,,,,,,,,,2,,,41,64
18560,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,57
18560,note_on,0,0,1,,,,,,,,,,,,,,2,,,57,57
18560,note_on,152,0,1,,,,,,,,,,,,,,2,,,75,62
18560,note_on,0,0,1,,,,,,,,,,,,,,2,,,84,68
18568,note_off,0,0,1,,,,,,,,,,,,,,2,,,60,64
18568,note_off,0,0,1,,,,,,,,,,,,,,2,,,53,64
18568,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
18568,note_off,8,0,1,,,,,,,,,,,,,,2,,,85,64
18720,note_on,0,0,1,,,,,,,,,,,,,,2,,,69,57
18720,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,57
18720,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,62
18720,note_on,0,0,1,,,,,,,,,,,,,,2,,,82,72
18720,control_change,152,0,1,,,,,,,,,,,,,,2,64,0,,
18728,note_off,0,0,1,,,,,,,,,,,,,,2,,,84,64
18728,note_off,0,0,1,,,,,,,,,,,,,,2,,,57,64
18728,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
18728,note_off,8,0,1,,,,,,,,,,,,,,2,,,75,64
18877,note_off,149,0,1,,,,,,,,,,,,,,2,,,82,64
18877,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
18880,control_change,3,0,1,,,,,,,,,,,,,,2,64,127,,
18880,note_on,0,0,1,,,,,,,,,,,,,,2,,,72,62
18880,note_on,0,0,1,,,,,,,,,,,,,,2,,,81,62
18880,note_on,0,0,1,,,,,,,,,,,,,,2,,,57,57
18880,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,57
18888,note_off,8,0,1,,,,,,,,,,,,,,2,,,60,64
18888,note_off,0,0,1,,,,,,,,,,,,,,2,,,69,64
19040,note_on,152,0,1,,,,,,,,,,,,,,2,,,75,62
19040,note_on,0,0,1,,,,,,,,,,,,,,2,,,84,50
19040,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,57
19040,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,57
19048,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
19048,note_off,8,0,1,,,,,,,,,,,,,,2,,,72,64
19048,note_off,0,0,1,,,,,,,,,,,,,,2,,,81,64
19048,note_off,0,0,1,,,,,,,,,,,,,,2,,,57,64
19180,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
19180,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
19190,note_off,0,0,1,,,,,,,,,,,,,,2,,,60,64
19190,note_off,0,0,1,,,,,,,,,,,,,,2,,,84,64
19190,note_off,10,0,1,,,,,,,,,,,,,,2,,,75,64
19190,note_off,0,0,1,,,,,,,,,,,,,,2,,,53,64
19200,note_on,0,0,1,,,,,,,,,,,,,,2,,,42,79
19200,note_on,0,0,1,,,,,,,,,,,,,,2,,,82,62
19200,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,62
19200,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
19200,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
19360,note_on,160,0,1,,,,,,,,,,,,,,2,,,84,59
19360,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,59
19360,note_on,0,0,1,,,,,,,,,,,,,,2,,,58,57
19360,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,57
19368,note_off,8,0,1,,,,,,,,,,,,,,2,,,42,64
19368,note_off,0,0,1,,,,,,,,,,,,,,2,,,82,64
19368,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
19520,note_on,152,0,1,,,,,,,,,,,,,,2,,,82,47
19520,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,65
19520,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
19520,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,57
19528,note_off,8,0,1,,,,,,,,,,,,,,2,,,84,64
19528,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
19528,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
19528,note_off,0,0,1,,,,,,,,,,,,,,2,,,58,64
19680,note_on,152,0,1,,,,,,,,,,,,,,2,,,80,65
19680,note_on,0,0,1,,,,,,,,,,,,,,2,,,72,62
19680,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,57
19680,note_on,0,0,1,,,,,,,,,,,,,,2,,,58,57
19688,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
19688,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
19688,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
19688,note_off,8,0,1,,,,,,,,,,,,,,2,,,82,64
19840,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,57
19840,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
19840,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,52
19840,note_on,152,0,1,,,,,,,,,,,,,,2,,,78,62
19848,note_off,0,0,1,,,,,,,,,,,,,,2,,,58,64
19848,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
19848,note_off,0,0,1,,,,,,,,,,,,,,2,,,72,64
19848,note_off,8,0,1,,,,,,,,,,,,,,2,,,80,64
20000,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,57
20000,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,62
20000,note_on,0,0,1,,,,,,,,,,,,,,2,,,58,57
20000,note_on,152,0,1,,,,,,,,,,,,,,2,,,82,61
20008,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
20008,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
20008,note_off,8,0,1,,,,,,,,,,,,,,2,,,78,64
20008,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
20140,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
20140,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
20150,note_off,0,0,1,,,,,,,,,,,,,,2,,,58,64
20150,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
20150,note_off,10,0,1,,,,,,,,,,,,,,2,,,82,64
20150,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
20160,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
20160,note_on,0,0,1,,,,,,,,,,,,,,2,,,80,62
20160,note_on,0,0,1,,,,,,,,,,,,,,2,,,71,62
20160,note_on,0,0,1,,,,,,,,,,,,,,2,,,38,75
20160,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
20320,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
20320,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,62
20320,note_on,0,0,1,,,,,,,,,,,,,,2,,,50,57
20320,note_on,160,0,1,,,,,,,,,,,,,,2,,,82,64
20328,note_off,0,0,1,,,,,,,,,,,,,,2,,,80,64
20328,note_off,0,0,1,,,,,,,,,,,,,,2,,,71,64
20328,note_off,8,0,1,,,,,,,,,,,,,,2,,,38,64
20480,note_on,0,0,1,,,,,,,,,,,,,,2,,,59,57
20480,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,57
20480,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,62
20480,note_on,152,0,1,,,,,,,,,,,,,,2,,,79,68
20488,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
20488,note_off,0,0,1,,,,,,,,,,,,,,2,,,50,64
20488,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
20488,note_off,8,0,1,,,,,,,,,,,,,,2,,,82,64
20640,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
20640,control_change,152,0,1,,,,,,,,,,,,,,2,64,0,,
20640,note_on,0,0,1,,,,,,,,,,,,,,2,,,62,57
20640,note_on,0,0,1,,,,,,,,,,,,,,2,,,80,72
20640,note_on,0,0,1,,,,,,,,,,,,,,2,,,71,62
20648,note_off,0,0,1,,,,,,,,,,,,,,2,,,59,64
20648,note_off,0,0,1,,,,,,,,,,,,,,2,,,53,64
20648,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
20648,note_off,8,0,1,,,,,,,,,,,,,,2,,,79,64
20797,note_off,0,0,1,,,,,,,,,,,,,,2,,,80,64
20797,note_off,149,0,1,,,,,,,,,,,,,,2,,,71,64
20800,note_on,0,0,1,,,,,,,,,,,,,,2,,,59,57
20800,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,57
20800,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,62
20800,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,62
20800,control_change,3,0,1,,,,,,,,,,,,,,2,64,127,,
20808,note_off,8,0,1,,,,,,,,,,,,,,2,,,56,64
20808,note_off,0,0,1,,,,,,,,,,,,,,2,,,62,64
20960,note_on,152,0,1,,,,,,,,,,,,,,2,,,71,62
20960,note_on,0,0,1,,,,,,,,,,,,,,2,,,80,50
20960,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
20960,note_on,0,0,1,,,,,,,,,,,,,,2,,,50,57
20968,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
20968,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
20968,note_off,0,0,1,,,,,,,,,,,,,,2,,,59,64
20968,note_off,0,0,1,,,,,,,,,,,,,,2,,,53,64
21100,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
21100,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
21110,note_off,10,0,1,,,,,,,,,,,,,,2,,,71,64
21110,note_off,0,0,1,,,,,,,,,,,,,,2,,,80,64
21110,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
21110,note_off,0,0,1,,,,,,,,,,,,,,2,,,50,64
21120,note_on,0,0,1,,,,,,,,,,,,,,2,,,78,62
21120,note_on,0,0,1,,,,,,,,,,,,,,2,,,39,79
21120,note_on,10,0,1,,,,,,,,,,,,,,2,,,70,62
21180,note_off,60,0,1,,,,,,,,,,,,,,2,,,39,64
21280,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,57
21280,note_on,0,0,1,,,,,,,,,,,,,,2,,,58,57
21280,note_on,0,0,1,,,,,,,,,,,,,,2,,,80,59
21280,note_on,100,0,1,,,,,,,,,,,,,,2,,,72,59
21288,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
21288,note_off,8,0,1,,,,,,,,,,,,,,2,,,78,64
21440,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,57
21440,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,57
21440,note_on,0,0,1,,,,,,,,,,,,,,2,,,78,47
21440,note_on,152,0,1,,,,,,,,,,,,,,2,,,70,65
21448,note_off,8,0,1,,,,,,,,,,,,,,2,,,72,64
21448,note_off,0,0,1,,,,,,,,,,,,,,2,,,80,64
21480,note_off,32,0,1,,,,,,,,,,,,,,2,,,58,64
21480,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
21520,note_off,40,0,1,,,,,,,,,,,,,,2,,,54,64
21520,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
21600,note_on,80,0,1,,,,,,,,,,,,,,2,,,68,62
21600,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,65
21600,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,70
21608,note_off,8,0,1,,,,,,,,,,,,,,2,,,70,64
21608,note_off,0,0,1,,,,,,,,,,,,,,2,,,78,64
21684,note_off,76,0,1,,,,,,,,,,,,,,2,,,44,64
21760,note_on,76,0,1,,,,,,,,,,,,,,2,,,66,52
21760,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,62
21760,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
21760,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,57
21768,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
21768,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
21920,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,62
21920,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,62
21920,note_on,0,0,1,,,,,,,,,,,,,,2,,,78,61
21920,note_on,152,0,1,,,,,,,,,,,,,,2,,,70,62
21928,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
21928,note_off,8,0,1,,,,,,,,,,,,,,2,,,66,64
21960,note_off,32,0,1,,,,,,,,,,,,,,2,,,56,64
21960,note_off,0,0,1,,,,,,,,,,,,,,2,,,48,64
22000,note_off,40,0,1,,,,,,,,,,,,,,2,,,51,64
22020,note_off,20,0,1,,,,,,,,,,,,,,2,,,60,64
22060,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
22060,control_change,40,0,1,,,,,,,,,,,,,,2,64,0,,
22070,note_off,10,0,1,,,,,,,,,,,,,,2,,,70,64
22070,note_off,0,0,1,,,,,,,,,,,,,,2,,,78,64
22080,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,62
22080,note_on,0,0,1,,,,,,,,,,,,,,2,,,37,75
22080,note_on,10,0,1,,,,,,,,,,,,,,2,,,68,62
22152,note_off,72,0,1,,,,,,,,,,,,,,2,,,37,64
22240,note_on,88,0,1,,,,,,,,,,,,,,2,,,70,62
22240,note_on,0,0,1,,,,,,,,,,,,,,2,,,78,64
22240,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
22240,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,57
22248,note_off,8,0,1,,,,,,,,,,,,,,2,,,77,64
22248,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
22400,note_on,152,0,1,,,,,,,,,,,,,,2,,,68,62
22400,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,61
22400,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,61
22400,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,68
22408,note_off,8,0,1,,,,,,,,,,,,,,2,,,70,64
22408,note_off,0,0,1,,,,,,,,,,,,,,2,,,78,64
22440,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
22440,note_off,32,0,1,,,,,,,,,,,,,,2,,,56,64
22480,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
22480,note_off,40,0,1,,,,,,,,,,,,,,2,,,53,64
22560,note_on,0,0,1,,,,,,,,,,,,,,2,,,34,64
22560,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,72
22560,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,62
22560,control_change,80,0,1,,,,,,,,,,,,,,2,64,0,,
22568,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
22568,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
22626,note_off,58,0,1,,,,,,,,,,,,,,2,,,34,64
22717,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
22717,note_off,91,0,1,,,,,,,,,,,,,,2,,,66,64
22720,control_change,3,0,1,,,,,,,,,,,,,,2,64,127,,
22720,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,62
22720,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,62
22720,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,57
22720,note_on,0,0,1,,,,,,,,,,,,,,2,,,46,57
22880,note_on,160,0,1,,,,,,,,,,,,,,2,,,77,50
22880,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,62
22880,note_on,0,0,1,,,,,,,,,,,,,,2,,,58,67
22880,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,67
22888,note_off,8,0,1,,,,,,,,,,,,,,2,,,73,64
22888,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
22920,note_off,32,0,1,,,,,,,,,,,,,,2,,,53,64
22920,note_off,0,0,1,,,,,,,,,,,,,,2,,,46,64
22960,note_off,40,0,1,,,,,,,,,,,,,,2,,,51,64
22960,note_off,0,0,1,,,,,,,,,,,,,,2,,,58,64
23020,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
23020,control_change,60,0,1,,,,,,,,,,,,,,2,64,0,,
23030,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
23030,note_off,10,0,1,,,,,,,,,,,,,,2,,,77,64
23040,note_on,0,0,1,,,,,,,,,,,,,,2,,,67,62
23040,note_on,0,0,1,,,,,,,,,,,,,,2,,,39,79
23040,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,62
23040,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
23040,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
23200,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,59
23200,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,57
23200,note_on,0,0,1,,,,,,,,,,,,,,2,,,43,57
23200,note_on,160,0,1,,,,,,,,,,,,,,2,,,68,59
23208,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
23208,note_off,0,0,1,,,,,,,,,,,,,,2,,,67,64
23208,note_off,8,0,1,,,,,,,,,,,,,,2,,,39,64
23360,note_on,152,0,1,,,,,,,,,,,,,,2,,,67,65
23360,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,47
23360,note_on,0,0,1,,,,,,,,,,,,,,2,,,55,57
23360,note_on,0,0,1,,,,,,,,,,,,,,2,,,46,57
23368,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
23368,note_off,0,0,1,,,,,,,,,,,,,,2,,,43,64
23368,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
23368,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
23520,note_on,152,0,1,,,,,,,,,,,,,,2,,,65,62
23520,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,57
23520,note_on,0,0,1,,,,,,,,,,,,,,2,,,58,57
23520,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,65
23528,note_off,8,0,1,,,,,,,,,,,,,,2,,,67,64
23528,note_off,0,0,1,,,,,,,,,,,,,,2,,,55,64
23528,note_off,0,0,1,,,,,,,,,,,,,,2,,,46,64
23528,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
23680,note_on,152,0,1,,,,,,,,,,,,,,2,,,61,52
23680,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,62
23680,note_on,0,0,1,,,,,,,,,,,,,,2,,,46,57
23680,note_on,0,0,1,,,,,,,,,,,,,,2,,,55,57
23688,note_off,8,0,1,,,,,,,,,,,,,,2,,,65,64
23688,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
23688,note_off,0,0,1,,,,,,,,,,,,,,2,,,58,64
23688,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
23840,note_on,0,0,1,,,,,,,,,,,,,,2,,,72,61
23840,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,57
23840,note_on,0,0,1,,,,,,,,,,,,,,2,,,43,57
23840,note_on,152,0,1,,,,,,,,,,,,,,2,,,63,62
23848,note_off,0,0,1,,,,,,,,,,,,,,2,,,55,64
23848,note_off,0,0,1,,,,,,,,,,,,,,2,,,46,64
23848,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
23848,note_off,8,0,1,,,,,,,,,,,,,,2,,,61,64
23980,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
23980,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
23990,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
23990,note_off,0,0,1,,,,,,,,,,,,,,2,,,43,64
23990,note_off,0,0,1,,,,,,,,,,,,,,2,,,72,64
23990,note_off,10,0,1,,,,,,,,,,,,,,2,,,63,64
24000,note_on,0,0,1,,,,,,,,,,,,,,2,,,32,75
24000,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,62
24000,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
24000,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,62
24000,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
24160,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,62
24160,note_on,160,0,1,,,,,,,,,,,,,,2,,,70,64
24168,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
24168,note_off,0,0,1,,,,,,,,,,,,,,2,,,60,64
24168,note_off,8,0,1,,,,,,,,,,,,,,2,,,32,64
24320,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
24320,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,57
24320,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,62
24320,note_on,152,0,1,,,,,,,,,,,,,,2,,,68,68
24328,note_off,8,0,1,,,,,,,,,,,,,,2,,,70,64
24328,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
24480,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,72
24480,control_change,152,0,1,,,,,,,,,,,,,,2,64,0,,
24480,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,57
24480,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,57
24480,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,62
24488,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
24488,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
24488,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
24488,note_off,0,0,1,,,,,,,,,,,,,,2,,,60,64
24637,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
24637,note_off,149,0,1,,,,,,,,,,,,,,2,,,70,64
24640,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
24640,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,57
24640,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,62
24640,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,62
24640,control_change,3,0,1,,,,,,,,,,,,,,2,64,127,,
24648,note_off,8,0,1,,,,,,,,,,,,,,2,,,48,64
24648,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
24800,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,57
24800,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,57
24800,note_on,0,0,1,,,,,,,,,,,,,,2,,,72,50
24800,note_on,152,0,1,,,,,,,,,,,,,,2,,,63,62
24808,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
24808,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
24808,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
24808,note_off,8,0,1,,,,,,,,,,,,,,2,,,60,64
24890,control_change,82,0,1,,,,,,,,,,,,,,2,64,0,,
24910,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
24910,note_off,0,0,1,,,,,,,,,,,,,,2,,,48,64
24910,note_off,0,0,1,,,,,,,,,,,,,,2,,,72,64
24910,note_off,20,0,1,,,,,,,,,,,,,,2,,,63,64
24940,set_tempo,24940,1,0,,,,,,,521739,,,,,,,,,,,
24940,control_change,30,0,1,,,,,,,,,,,,,,2,64,0,,
24960,note_on,0,0,1,,,,,,,,,,,,,,2,,,55,85
24960,note_on,20,0,1,,,,,,,,,,,,,,2,,,70,66
