tick,type,time,meta,track,key,port,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,program,channel,control,value,note,velocity
23475,note_on,0,0,2,,,,,,,,,1,,,64,89
23475,note_on,15,0,2,,,,,,,,,1,,,76,89
23505,note_on,45,0,1,,,,,,,,,0,,,64,0
23505,note_on,45,0,4,,,,,,,,,3,,,64,0
23505,note_on,0,0,1,,,,,,,,,0,,,76,0
23505,note_on,0,0,4,,,,,,,,,3,,,76,0
23520,note_on,15,0,1,,,,,,,,,0,,,67,89
23520,note_on,0,0,1,,,,,,,,,0,,,79,89
23520,note_on,15,0,4,,,,,,,,,3,,,67,89
23520,note_on,0,0,4,,,,,,,,,3,,,79,89
23520,note_on,0,0,2,,,,,,,,,1,,,64,0
23520,note_on,45,0,2,,,,,,,,,1,,,76,0
23535,note_on,0,0,2,,,,,,,,,1,,,67,89
23535,note_on,15,0,2,,,,,,,,,1,,,79,89
23565,note_on,45,0,4,,,,,,,,,3,,,67,0
23565,note_on,45,0,1,,,,,,,,,0,,,67,0
23565,note_on,0,0,1,,,,,,,,,0,,,79,0
23565,note_on,0,0,4,,,,,,,,,3,,,79,0
23580,note_on,15,0,4,,,,,,,,,3,,,60,89
23580,note_on,15,0,1,,,,,,,,,0,,,60,89
23580,note_on,0,0,1,,,,,,,,,0,,,72,89
23580,note_on,0,0,4,,,,,,,,,3,,,72,89
23580,note_on,45,0,2,,,,,,,,,1,,,79,0
23580,note_on,0,0,2,,,,,,,,,1,,,67,0
23595,note_on,0,0,2,,,,,,,,,1,,,60,89
23595,note_on,15,0,2,,,,,,,,,1,,,72,89
23625,note_on,45,0,1,,,,,,,,,0,,,60,0
23625,note_on,0,0,1,,,,,,,,,0,,,72,0
23625,note_on,45,0,4,,,,,,,,,3,,,60,0
23625,note_on,0,0,4,,,,,,,,,3,,,72,0
23640,note_on,0,0,2,,,,,,,,,1,,,60,0
23640,note_on,0,0,4,,,,,,,,,3,,,74,89
23640,note_on,0,0,1,,,,,,,,,0,,,74,89
23640,note_on,15,0,4,,,,,,,,,3,,,62,89
23640,note_on,45,0,2,,,,,,,,,1,,,72,0
23640,note_on,15,0,1,,,,,,,,,0,,,62,89
23655,note_on,15,0,2,,,,,,,,,1,,,74,89
23655,note_on,0,0,2,,,,,,,,,1,,,62,89
23685,note_on,45,0,1,,,,,,,,,0,,,62,0
23685,note_on,45,0,4,,,,,,,,,3,,,62,0
23685,note_on,0,0,4,,,,,,,,,3,,,74,0
23685,note_on,0,0,1,,,,,,,,,0,,,74,0
23700,note_on,15,0,4,,,,,,,,,3,,,65,89
23700,note_on,0,0,4,,,,,,,,,3,,,77,89
23700,note_on,0,0,1,,,,,,,,,0,,,77,89
23700,note_on,45,0,2,,,,,,,,,1,,,74,0
23700,note_on,0,0,2,,,,,,,,,1,,,62,0
23700,note_on,15,0,1,,,,,,,,,0,,,65,89
23715,note_on,15,0,2,,,,,,,,,1,,,77,89
23715,note_on,0,0,2,,,,,,,,,1,,,65,89
23745,note_on,0,0,1,,,,,,,,,0,,,77,0
23745,note_on,45,0,1,,,,,,,,,0,,,65,0
23745,note_on,45,0,4,,,,,,,,,3,,,65,0
23745,note_on,0,0,4,,,,,,,,,3,,,77,0
23760,note_on,45,0,2,,,,,,,,,1,,,77,0
23760,note_on,0,0,2,,,,,,,,,1,,,65,0
23760,note_on,0,0,4,,,,,,,,,3,,,70,89
23760,note_on,15,0,4,,,,,,,,,3,,,58,89
23760,note_on,0,0,1,,,,,,,,,0,,,70,89
23760,note_on,15,0,1,,,,,,,,,0,,,58,89
23775,note_on,15,0,2,,,,,,,,,1,,,70,89
23775,note_on,0,0,2,,,,,,,,,1,,,58,89
23805,note_on,0,0,4,,,,,,,,,3,,,70,0
23805,note_on,45,0,1,,,,,,,,,0,,,58,0
23805,note_on,0,0,1,,,,,,,,,0,,,70,0
23805,note_on,45,0,4,,,,,,,,,3,,,58,0
23820,note_on,0,0,2,,,,,,,,,1,,,58,0
23820,note_on,45,0,2,,,,,,,,,1,,,70,0
23820,note_on,0,0,4,,,,,,,,,3,,,74,89
23820,note_on,15,0,4,,,,,,,,,3,,,62,89
23820,note_on,15,0,1,,,,,,,,,0,,,62,89
23820,note_on,0,0,1,,,,,,,,,0,,,74,89
23835,note_on,15,0,2,,,,,,,,,1,,,74,89
23835,note_on,0,0,2,,,,,,,,,1,,,62,89
23865,note_on,45,0,1,,,,,,,,,0,,,62,0
23865,note_on,0,0,1,,,,,,,,,0,,,74,0
23865,note_on,45,0,4,,,,,,,,,3,,,62,0
23865,note_on,0,0,4,,,,,,,,,3,,,74,0
23880,note_on,0,0,1,,,,,,,,,0,,,77,89
23880,note_on,0,0,2,,,,,,,,,1,,,62,0
23880,note_on,45,0,2,,,,,,,,,1,,,74,0
23880,note_on,15,0,4,,,,,,,,,3,,,65,89
23880,note_on,0,0,4,,,,,,,,,3,,,77,89
23880,note_on,15,0,1,,,,,,,,,0,,,65,89
23895,note_on,0,0,2,,,,,,,,,1,,,65,89
23895,note_on,15,0,2,,,,,,,,,1,,,77,89
23925,note_on,45,0,4,,,,,,,,,3,,,65,0
23925,note_on,0,0,1,,,,,,,,,0,,,77,0
23925,note_on,45,0,1,,,,,,,,,0,,,65,0
23925,note_on,0,0,4,,,,,,,,,3,,,77,0
23940,note_on,15,0,4,,,,,,,,,3,,,58,89
23940,note_on,0,0,4,,,,,,,,,3,,,70,89
23940,note_on,45,0,2,,,,,,,,,1,,,77,0
23940,note_on,0,0,1,,,,,,,,,0,,,70,89
23940,note_on,15,0,1,,,,,,,,,0,,,58,89
23940,note_on,0,0,2,,,,,,,,,1,,,65,0
23955,note_on,15,0,2,,,,,,,,,1,,,58,89
23955,note_on,0,0,2,,,,,,,,,1,,,70,89
23985,note_on,0,0,4,,,,,,,,,3,,,70,0
23985,note_on,45,0,4,,,,,,,,,3,,,58,0
23985,note_on,0,0,1,,,,,,,,,0,,,70,0
23985,note_on,45,0,1,,,,,,,,,0,,,58,0
24000,note_on,15,0,1,,,,,,,,,0,,,60,89
24000,note_on,0,0,1,,,,,,,,,0,,,72,89
24000,note_on,0,0,4,,,,,,,,,3,,,72,89
24000,note_on,15,0,4,,,,,,,,,3,,,60,89
24000,note_on,45,0,2,,,,,,,,,1,,,58,0
24000,note_on,0,0,2,,,,,,,,,1,,,70,0
24015,note_on,0,0,2,,,,,,,,,1,,,60,89
24015,note_on,15,0,2,,,,,,,,,1,,,72,89
24045,note_on,0,0,1,,,,,,,,,0,,,72,0
24045,note_on,0,0,4,,,,,,,,,3,,,72,0
24045,note_on,45,0,4,,,,,,,,,3,,,60,0
24045,note_on,45,0,1,,,,,,,,,0,,,60,0
24060,note_on,0,0,4,,,,,,,,,3,,,76,89
24060,note_on,15,0,4,,,,,,,,,3,,,64,89
24060,note_on,15,0,1,,,,,,,,,0,,,64,89
24060,note_on,45,0,2,,,,,,,,,1,,,72,0
24060,note_on,0,0,1,,,,,,,,,0,,,76,89
24060,note_on,0,0,2,,,,,,,,,1,,,60,0
24075,note_on,15,0,2,,,,,,,,,1,,,76,89
24075,note_on,0,0,2,,,,,,,,,1,,,64,89
24105,note_on,0,0,4,,,,,,,,,3,,,76,0
24105,note_on,45,0,4,,,,,,,,,3,,,64,0
24105,note_on,45,0,1,,,,,,,,,0,,,64,0
24105,note_on,0,0,1,,,,,,,,,0,,,76,0
24120,note_on,0,0,2,,,,,,,,,1,,,64,0
24120,note_on,15,0,4,,,,,,,,,3,,,57,89
24120,note_on,0,0,4,,,,,,,,,3,,,69,89
24120,note_on,0,0,1,,,,,,,,,0,,,69,89
24120,note_on,15,0,1,,,,,,,,,0,,,57,89
24120,note_on,45,0,2,,,,,,,,,1,,,76,0
24135,note_on,15,0,2,,,,,,,,,1,,,69,89
24135,note_on,0,0,2,,,,,,,,,1,,,57,89
24165,note_on,0,0,1,,,,,,,,,0,,,69,0
24165,note_on,45,0,1,,,,,,,,,0,,,57,0
24165,note_on,45,0,4,,,,,,,,,3,,,57,0
24165,note_on,0,0,4,,,,,,,,,3,,,69,0
24180,note_on,0,0,1,,,,,,,,,0,,,72,89
24180,note_on,15,0,1,,,,,,,,,0,,,60,89
24180,note_on,15,0,4,,,,,,,,,3,,,60,89
24180,note_on,45,0,2,,,,,,,,,1,,,69,0
24180,note_on,0,0,2,,,,,,,,,1,,,57,0
24180,note_on,0,0,4,,,,,,,,,3,,,72,89
24195,note_on,15,0,2,,,,,,,,,1,,,72,89
24195,note_on,0,0,2,,,,,,,,,1,,,60,89
24225,note_on,0,0,1,,,,,,,,,0,,,72,0
24225,note_on,45,0,1,,,,,,,,,0,,,60,0
24225,note_on,0,0,4,,,,,,,,,3,,,72,0
24225,note_on,45,0,4,,,,,,,,,3,,,60,0
24240,note_on,0,0,4,,,,,,,,,3,,,76,89
24240,note_on,0,0,1,,,,,,,,,0,,,76,89
24240,note_on,15,0,1,,,,,,,,,0,,,64,89
24240,note_on,45,0,2,,,,,,,,,1,,,72,0
24240,note_on,0,0,2,,,,,,,,,1,,,60,0
24240,note_on,15,0,4,,,,,,,,,3,,,64,89
24255,note_on,15,0,2,,,,,,,,,1,,,76,89
24255,note_on,0,0,2,,,,,,,,,1,,,64,89
24285,note_on,0,0,1,,,,,,,,,0,,,76,0
24285,note_on,45,0,1,,,,,,,,,0,,,64,0
24285,note_on,45,0,4,,,,,,,,,3,,,64,0
24285,note_on,0,0,4,,,,,,,,,3,,,76,0
24300,note_on,0,0,2,,,,,,,,,1,,,64,0
24300,note_on,0,0,1,,,,,,,,,0,,,69,89
24300,note_on,15,0,1,,,,,,,,,0,,,57,89
24300,note_on,45,0,2,,,,,,,,,1,,,76,0
24300,note_on,15,0,4,,,,,,,,,3,,,57,89
24300,note_on,0,0,4,,,,,,,,,3,,,69,89
24315,note_on,0,0,2,,,,,,,,,1,,,57,89
24315,note_on,15,0,2,,,,,,,,,1,,,69,89
24345,note_on,45,0,4,,,,,,,,,3,,,57,0
24345,note_on,0,0,4,,,,,,,,,3,,,69,0
24345,note_on,0,0,1,,,,,,,,,0,,,69,0
24345,note_on,45,0,1,,,,,,,,,0,,,57,0
24360,note_on,15,0,4,,,,,,,,,3,,,58,89
24360,note_on,0,0,4,,,,,,,,,3,,,70,89
24360,note_on,15,0,1,,,,,,,,,0,,,58,89
24360,note_on,0,0,1,,,,,,,,,0,,,70,89
24360,note_on,45,0,2,,,,,,,,,1,,,69,0
24360,note_on,0,0,2,,,,,,,,,1,,,57,0
24375,note_on,0,0,2,,,,,,,,,1,,,58,89
24375,note_on,15,0,2,,,,,,,,,1,,,70,89
24405,note_on,45,0,4,,,,,,,,,3,,,58,0
24405,note_on,0,0,4,,,,,,,,,3,,,70,0
24405,note_on,0,0,1,,,,,,,,,0,,,70,0
24405,note_on,45,0,1,,,,,,,,,0,,,58,0
24420,note_on,45,0,2,,,,,,,,,1,,,70,0
24420,note_on,15,0,4,,,,,,,,,3,,,62,89
24420,note_on,0,0,4,,,,,,,,,3,,,74,89
24420,note_on,0,0,1,,,,,,,,,0,,,74,89
24420,note_on,15,0,1,,,,,,,,,0,,,62,89
24420,note_on,0,0,2,,,,,,,,,1,,,58,0
24435,note_on,15,0,2,,,,,,,,,1,,,74,89
24435,note_on,0,0,2,,,,,,,,,1,,,62,89
24465,note_on,45,0,4,,,,,,,,,3,,,62,0
24465,note_on,45,0,1,,,,,,,,,0,,,62,0
24465,note_on,0,0,1,,,,,,,,,0,,,74,0
24465,note_on,0,0,4,,,,,,,,,3,,,74,0
24480,note_on,15,0,4,,,,,,,,,3,,,55,89
24480,note_on,15,0,1,,,,,,,,,0,,,55,89
24480,note_on,0,0,1,,,,,,,,,0,,,67,89
24480,note_on,45,0,2,,,,,,,,,1,,,74,0
24480,note_on,0,0,2,,,,,,,,,1,,,62,0
24480,note_on,0,0,4,,,,,,,,,3,,,67,89
24495,note_on,0,0,2,,,,,,,,,1,,,55,89
24495,note_on,15,0,2,,,,,,,,,1,,,67,89
24525,note_on,45,0,4,,,,,,,,,3,,,55,0
24525,note_on,0,0,1,,,,,,,,,0,,,67,0
24525,note_on,45,0,1,,,,,,,,,0,,,55,0
24525,note_on,0,0,4,,,,,,,,,3,,,67,0
24540,note_on,0,0,4,,,,,,,,,3,,,70,89
24540,note_on,15,0,4,,,,,,,,,3,,,58,89
24540,note_on,0,0,2,,,,,,,,,1,,,55,0
24540,note_on,0,0,1,,,,,,,,,0,,,70,89
24540,note_on,15,0,1,,,,,,,,,0,,,58,89
24540,note_on,45,0,2,,,,,,,,,1,,,67,0
24555,note_on,15,0,2,,,,,,,,,1,,,70,89
24555,note_on,0,0,2,,,,,,,,,1,,,58,89
24585,note_on,45,0,4,,,,,,,,,3,,,58,0
24585,note_on,0,0,4,,,,,,,,,3,,,70,0
24585,note_on,0,0,1,,,,,,,,,0,,,70,0
24585,note_on,45,0,1,,,,,,,,,0,,,58,0
24600,note_on,45,0,2,,,,,,,,,1,,,70,0
24600,note_on,0,0,2,,,,,,,,,1,,,58,0
24600,note_on,0,0,4,,,,,,,,,3,,,74,89
24600,note_on,15,0,4,,,,,,,,,3,,,62,89
24600,note_on,15,0,1,,,,,,,,,0,,,62,89
24600,note_on,0,0,1,,,,,,,,,0,,,74,89
24615,note_on,15,0,2,,,,,,,,,1,,,74,89
24615,note_on,0,0,2,,,,,,,,,1,,,62,89
24645,note_on,45,0,1,,,,,,,,,0,,,62,0
24645,note_on,45,0,4,,,,,,,,,3,,,62,0
24645,note_on,0,0,1,,,,,,,,,0,,,74,0
24645,note_on,0,0,4,,,,,,,,,3,,,74,0
24660,note_on,45,0,2,,,,,,,,,1,,,74,0
24660,note_on,15,0,1,,,,,,,,,0,,,55,89
24660,note_on,0,0,1,,,,,,,,,0,,,67,89
24660,note_on,0,0,4,,,,,,,,,3,,,67,89
24660,note_on,15,0,4,,,,,,,,,3,,,55,89
24660,note_on,0,0,2,,,,,,,,,1,,,62,0
24675,note_on,0,0,2,,,,,,,,,1,,,55,89
24675,note_on,15,0,2,,,,,,,,,1,,,67,89
24705,note_on,45,0,1,,,,,,,,,0,,,55,0
24705,note_on,0,0,1,,,,,,,,,0,,,67,0
24705,note_on,45,0,4,,,,,,,,,3,,,55,0
24705,note_on,0,0,4,,,,,,,,,3,,,67,0
24720,note_on,0,0,2,,,,,,,,,1,,,55,0
24720,note_on,45,0,2,,,,,,,,,1,,,67,0
24720,note_on,0,0,4,,,,,,,,,3,,,69,89
24720,note_on,15,0,1,,,,,,,,,0,,,57,89
24720,note_on,0,0,1,,,,,,,,,0,,,69,89
24720,note_on,15,0,4,,,,,,,,,3,,,57,89
24735,note_on,0,0,2,,,,,,,,,1,,,57,89
24735,note_on,15,0,2,,,,,,,,,1,,,69,89
24765,note_on,45,0,4,,,,,,,,,3,,,57,0
24765,note_on,0,0,4,,,,,,,,,3,,,69,0
24765,note_on,45,0,1,,,,,,,,,0,,,57,0
24765,note_on,0,0,1,,,,,,,,,0,,,69,0
24780,note_on,15,0,4,,,,,,,,,3,,,60,89
24780,note_on,0,0,4,,,,,,,,,3,,,72,89
24780,note_on,15,0,1,,,,,,,,,0,,,60,89
24780,note_on,0,0,1,,,,,,,,,0,,,72,89
24780,note_on,0,0,2,,,,,,,,,1,,,57,0
24780,note_on,45,0,2,,,,,,,,,1,,,69,0
24795,note_on,15,0,2,,,,,,,,,1,,,72,89
24795,note_on,0,0,2,,,,,,,,,1,,,60,89
24825,note_on,45,0,1,,,,,,,,,0,,,60,0
24825,note_on,0,0,1,,,,,,,,,0,,,72,0
24825,note_on,0,0,4,,,,,,,,,3,,,72,0
24825,note_on,45,0,4,,,,,,,,,3,,,60,0
24840,note_on,0,0,1,,,,,,,,,0,,,65,89
24840,note_on,45,0,2,,,,,,,,,1,,,72,0
24840,note_on,0,0,4,,,,,,,,,3,,,65,89
24840,note_on,15,0,4,,,,,,,,,3,,,53,89
24840,note_on,0,0,2,,,,,,,,,1,,,60,0
24840,note_on,15,0,1,,,,,,,,,0,,,53,89
24855,note_on,15,0,2,,,,,,,,,1,,,65,89
24855,note_on,0,0,2,,,,,,,,,1,,,53,89
24885,note_on,0,0,1,,,,,,,,,0,,,65,0
24885,note_on,45,0,1,,,,,,,,,0,,,53,0
24885,note_on,0,0,4,,,,,,,,,3,,,65,0
24885,note_on,45,0,4,,,,,,,,,3,,,53,0
24900,note_on,0,0,1,,,,,,,,,0,,,69,89
24900,note_on,0,0,4,,,,,,,,,3,,,69,89
24900,note_on,15,0,4,,,,,,,,,3,,,57,89
24900,note_on,45,0,2,,,,,,,,,1,,,65,0
24900,note_on,15,0,1,,,,,,,,,0,,,57,89
24900,note_on,0,0,2,,,,,,,,,1,,,53,0
24915,note_on,0,0,2,,,,,,,,,1,,,69,89
24915,note_on,15,0,2,,,,,,,,,1,,,57,89
24945,note_on,0,0,4,,,,,,,,,3,,,69,0
24945,note_on,0,0,1,,,,,,,,,0,,,69,0
24945,note_on,45,0,1,,,,,,,,,0,,,57,0
24945,note_on,45,0,4,,,,,,,,,3,,,57,0
24960,note_on,0,0,1,,,,,,,,,0,,,72,89
24960,note_on,15,0,1,,,,,,,,,0,,,60,89
24960,note_on,0,0,4,,,,,,,,,3,,,72,89
24960,note_on,15,0,4,,,,,,,,,3,,,60,89
24960,note_on,0,0,2,,,,,,,,,1,,,69,0
24960,note_on,45,0,2,,,,,,,,,1,,,57,0
24975,note_on,0,0,2,,,,,,,,,1,,,60,89
24975,note_on,15,0,2,,,,,,,,,1,,,72,89
25005,note_on,0,0,4,,,,,,,,,3,,,72,0
25005,note_on,0,0,1,,,,,,,,,0,,,72,0
25005,note_on,45,0,4,,,,,,,,,3,,,60,0
25005,note_on,45,0,1,,,,,,,,,0,,,60,0
25020,note_on,0,0,1,,,,,,,,,0,,,65,89
25020,note_on,45,0,2,,,,,,,,,1,,,72,0
25020,note_on,15,0,4,,,,,,,,,3,,,53,89
25020,note_on,15,0,1,,,,,,,,,0,,,53,89
25020,note_on,0,0,4,,,,,,,,,3,,,65,89
25020,note_on,0,0,2,,,,,,,,,1,,,60,0
25035,note_on,0,0,2,,,,,,,,,1,,,53,89
25035,note_on,15,0,2,,,,,,,,,1,,,65,89
25065,note_on,0,0,4,,,,,,,,,3,,,65,0
25065,note_on,45,0,4,,,,,,,,,3,,,53,0
25065,note_on,45,0,1,,,,,,,,,0,,,53,0
25065,note_on,0,0,1,,,,,,,,,0,,,65,0
25080,note_on,0,0,2,,,,,,,,,1,,,53,0
25080,note_on,45,0,2,,,,,,,,,1,,,65,0
25080,note_on,15,0,1,,,,,,,,,0,,,55,89
25080,note_on,0,0,4,,,,,,,,,3,,,67,89
25080,note_on,15,0,4,,,,,,,,,3,,,55,89
25080,note_on,0,0,1,,,,,,,,,0,,,67,89
25095,note_on,0,0,2,,,,,,,,,1,,,55,89
25095,note_on,15,0,2,,,,,,,,,1,,,67,89
25125,note_on,0,0,1,,,,,,,,,0,,,67,0
25125,note_on,0,0,4,,,,,,,,,3,,,67,0
25125,note_on,45,0,4,,,,,,,,,3,,,55,0
25125,note_on,45,0,1,,,,,,,,,0,,,55,0
25140,note_on,15,0,4,,,,,,,,,3,,,58,89
25140,note_on,0,0,4,,,,,,,,,3,,,70,89
25140,note_on,45,0,2,,,,,,,,,1,,,67,0
25140,note_on,0,0,2,,,,,,,,,1,,,55,0
25140,note_on,15,0,1,,,,,,,,,0,,,58,89
25140,note_on,0,0,1,,,,,,,,,0,,,70,89
25155,note_on,0,0,2,,,,,,,,,1,,,58,89
25155,note_on,15,0,2,,,,,,,,,1,,,70,89
25185,note_on,45,0,1,,,,,,,,,0,,,58,0
25185,note_on,0,0,1,,,,,,,,,0,,,70,0
25185,note_on,0,0,4,,,,,,,,,3,,,70,0
25185,note_on,45,0,4,,,,,,,,,3,,,58,0
25200,note_on,15,0,1,,,,,,,,,0,,,52,89
25200,note_on,15,0,4,,,,,,,,,3,,,52,89
25200,note_on,0,0,2,,,,,,,,,1,,,58,0
25200,note_on,45,0,2,,,,,,,,,1,,,70,0
25200,note_on,0,0,4,,,,,,,,,3,,,64,89
25200,note_on,0,0,1,,,,,,,,,0,,,64,89
25215,note_on,15,0,2,,,,,,,,,1,,,64,89
25215,note_on,0,0,2,,,,,,,,,1,,,52,89
25245,note_on,0,0,4,,,,,,,,,3,,,64,0
25245,note_on,45,0,4,,,,,,,,,3,,,52,0
25245,note_on,45,0,1,,,,,,,,,0,,,52,0
25245,note_on,0,0,1,,,,,,,,,0,,,64,0
25260,note_on,0,0,2,,,,,,,,,1,,,52,0
25260,note_on,0,0,1,,,,,,,,,0,,,67,89
25260,note_on,45,0,2,,,,,,,,,1,,,64,0
25260,note_on,15,0,4,,,,,,,,,3,,,55,89
25260,note_on,15,0,1,,,,,,,,,0,,,55,89
25260,note_on,0,0,4,,,,,,,,,3,,,67,89
25275,note_on,15,0,2,,,,,,,,,1,,,67,89
25275,note_on,0,0,2,,,,,,,,,1,,,55,89
25305,note_on,45,0,1,,,,,,,,,0,,,55,0
25305,note_on,0,0,1,,,,,,,,,0,,,67,0
25305,note_on,45,0,4,,,,,,,,,3,,,55,0
25305,note_on,0,0,4,,,,,,,,,3,,,67,0
25320,note_on,45,0,2,,,,,,,,,1,,,67,0
25320,note_on,0,0,2,,,,,,,,,1,,,55,0
25320,note_on,0,0,4,,,,,,,,,3,,,70,89
25320,note_on,15,0,1,,,,,,,,,0,,,58,89
25320,note_on,0,0,1,,,,,,,,,0,,,70,89
25320,note_on,15,0,4,,,,,,,,,3,,,58,89
25335,note_on,15,0,2,,,,,,,,,1,,,70,89
25335,note_on,0,0,2,,,,,,,,,1,,,58,89
25365,note_on,45,0,4,,,,,,,,,3,,,58,0
25365,note_on,0,0,4,,,,,,,,,3,,,70,0
25365,note_on,45,0,1,,,,,,,,,0,,,58,0
25365,note_on,0,0,1,,,,,,,,,0,,,70,0
25380,note_on,15,0,1,,,,,,,,,0,,,52,89
25380,note_on,45,0,2,,,,,,,,,1,,,70,0
25380,note_on,0,0,4,,,,,,,,,3,,,64,89
25380,note_on,0,0,1,,,,,,,,,0,,,64,89
25380,note_on,0,0,2,,,,,,,,,1,,,58,0
25380,note_on,15,0,4,,,,,,,,,3,,,52,89
25395,note_on,15,0,2,,,,,,,,,1,,,64,89
25395,note_on,0,0,2,,,,,,,,,1,,,52,89
25425,note_on,45,0,4,,,,,,,,,3,,,52,0
25425,note_on,0,0,4,,,,,,,,,3,,,64,0
25425,note_on,45,0,1,,,,,,,,,0,,,52,0
25425,note_on,0,0,1,,,,,,,,,0,,,64,0
25440,note_on,15,0,4,,,,,,,,,3,,,53,89
25440,note_on,15,0,1,,,,,,,,,0,,,53,89
25440,note_on,0,0,1,,,,,,,,,0,,,65,89
25440,note_on,0,0,2,,,,,,,,,1,,,52,0
25440,note_on,0,0,4,,,,,,,,,3,,,65,89
25440,note_on,45,0,2,,,,,,,,,1,,,64,0
25455,note_on,0,0,2,,,,,,,,,1,,,53,89
25455,note_on,15,0,2,,,,,,,,,1,,,65,89
25485,note_on,0,0,4,,,,,,,,,3,,,65,0
25485,note_on,45,0,1,,,,,,,,,0,,,53,0
25485,note_on,0,0,1,,,,,,,,,0,,,65,0
25485,note_on,45,0,4,,,,,,,,,3,,,53,0
25500,note_on,0,0,4,,,,,,,,,3,,,69,89
25500,note_on,0,0,2,,,,,,,,,1,,,53,0
25500,note_on,45,0,2,,,,,,,,,1,,,65,0
25500,note_on,0,0,1,,,,,,,,,0,,,69,89
25500,note_on,15,0,1,,,,,,,,,0,,,57,89
25500,note_on,15,0,4,,,,,,,,,3,,,57,89
25515,note_on,0,0,2,,,,,,,,,1,,,57,89
25515,note_on,15,0,2,,,,,,,,,1,,,69,89
25545,note_on,0,0,4,,,,,,,,,3,,,69,0
25545,note_on,0,0,1,,,,,,,,,0,,,69,0
25545,note_on,45,0,1,,,,,,,,,0,,,57,0
25545,note_on,45,0,4,,,,,,,,,3,,,57,0
25560,note_on,0,0,2,,,,,,,,,1,,,57,0
25560,note_on,45,0,2,,,,,,,,,1,,,69,0
25560,note_on,15,0,4,,,,,,,,,3,,,50,89
25560,note_on,0,0,4,,,,,,,,,3,,,62,89
25560,note_on,0,0,1,,,,,,,,,0,,,62,89
25560,note_on,15,0,1,,,,,,,,,0,,,50,89
25575,note_on,15,0,2,,,,,,,,,1,,,62,89
25575,note_on,0,0,2,,,,,,,,,1,,,50,89
25605,note_on,45,0,4,,,,,,,,,3,,,50,0
25605,note_on,0,0,1,,,,,,,,,0,,,62,0
25605,note_on,0,0,4,,,,,,,,,3,,,62,0
25605,note_on,45,0,1,,,,,,,,,0,,,50,0
25620,note_on,0,0,2,,,,,,,,,1,,,50,0
25620,note_on,15,0,1,,,,,,,,,0,,,53,89
25620,note_on,0,0,1,,,,,,,,,0,,,65,89
25620,note_on,0,0,4,,,,,,,,,3,,,65,89
25620,note_on,45,0,2,,,,,,,,,1,,,62,0
25620,note_on,15,0,4,,,,,,,,,3,,,53,89
25635,note_on,15,0,2,,,,,,,,,1,,,65,89
25635,note_on,0,0,2,,,,,,,,,1,,,53,89
25665,note_on,45,0,4,,,,,,,,,3,,,53,0
25665,note_on,0,0,4,,,,,,,,,3,,,65,0
25665,note_on,45,0,1,,,,,,,,,0,,,53,0
25665,note_on,0,0,1,,,,,,,,,0,,,65,0
25680,note_on,45,0,2,,,,,,,,,1,,,65,0
25680,note_on,0,0,1,,,,,,,,,0,,,69,89
25680,note_on,0,0,2,,,,,,,,,1,,,53,0
25680,note_on,0,0,4,,,,,,,,,3,,,69,89
25680,note_on,15,0,4,,,,,,,,,3,,,57,89
25680,note_on,15,0,1,,,,,,,,,0,,,57,89
25695,note_on,0,0,2,,,,,,,,,1,,,57,89
25695,note_on,15,0,2,,,,,,,,,1,,,69,89
25725,note_on,45,0,4,,,,,,,,,3,,,57,0
25725,note_on,0,0,4,,,,,,,,,3,,,69,0
25725,note_on,0,0,1,,,,,,,,,0,,,69,0
25725,note_on,45,0,1,,,,,,,,,0,,,57,0
25740,note_on,15,0,4,,,,,,,,,3,,,50,89
25740,note_on,0,0,4,,,,,,,,,3,,,62,89
25740,note_on,15,0,1,,,,,,,,,0,,,50,89
25740,note_on,0,0,2,,,,,,,,,1,,,57,0
25740,note_on,45,0,2,,,,,,,,,1,,,69,0
25740,note_on,0,0,1,,,,,,,,,0,,,62,89
25755,note_on,0,0,2,,,,,,,,,1,,,50,89
25755,note_on,15,0,2,,,,,,,,,1,,,62,89
25785,note_on,45,0,4,,,,,,,,,3,,,50,0
25785,note_on,0,0,4,,,,,,,,,3,,,62,0
25785,note_on,0,0,1,,,,,,,,,0,,,62,0
25785,note_on,45,0,1,,,,,,,,,0,,,50,0
25800,note_on,15,0,4,,,,,,,,,3,,,52,89
25800,note_on,0,0,4,,,,,,,,,3,,,64,89
25800,note_on,45,0,2,,,,,,,,,1,,,62,0
25800,note_on,0,0,1,,,,,,,,,0,,,64,89
25800,note_on,0,0,2,,,,,,,,,1,,,50,0
25800,note_on,15,0,1,,,,,,,,,0,,,52,89
25815,note_on,0,0,2,,,,,,,,,1,,,52,89
25815,note_on,15,0,2,,,,,,,,,1,,,64,89
25845,note_on,0,0,1,,,,,,,,,0,,,64,0
25845,note_on,45,0,1,,,,,,,,,0,,,52,0
25845,note_on,45,0,4,,,,,,,,,3,,,52,0
25845,note_on,0,0,4,,,,,,,,,3,,,64,0
25860,note_on,0,0,1,,,,,,,,,0,,,67,89
25860,note_on,15,0,1,,,,,,,,,0,,,55,89
25860,note_on,15,0,4,,,,,,,,,3,,,55,89
25860,note_on,0,0,4,,,,,,,,,3,,,67,89
25860,note_on,45,0,2,,,,,,,,,1,,,64,0
25860,note_on,0,0,2,,,,,,,,,1,,,52,0
