tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity,control,value
14040,note_on,120,0,8,,,,,,,,8,54,49,,
14040,note_on,0,0,13,,,,,,,,12,61,49,,
14040,note_on,0,0,10,,,,,,,,5,70,49,,
14040,note_on,120,0,15,,,,,,,,7,73,0,,
14040,note_on,120,0,16,,,,,,,,7,58,0,,
14040,note_on,0,0,16,,,,,,,,7,61,49,,
14160,note_on,0,0,15,,,,,,,,7,76,0,,
14160,note_on,120,0,15,,,,,,,,7,70,0,,
14160,note_on,0,0,6,,,,,,,,1,71,46,,
14160,note_on,120,0,6,,,,,,,,1,70,0,,
14160,note_on,0,0,13,,,,,,,,12,54,46,,
14160,note_on,120,0,13,,,,,,,,12,61,0,,
14160,note_on,0,0,15,,,,,,,,7,71,46,,
14160,note_on,0,0,8,,,,,,,,8,56,46,,
14160,note_on,0,0,11,,,,,,,,10,74,46,,
14160,note_on,480,0,5,,,,,,,,0,76,0,,
14160,note_on,0,0,5,,,,,,,,0,74,46,,
14160,note_on,0,0,9,,,,,,,,2,54,46,,
14160,note_on,120,0,9,,,,,,,,2,61,0,,
14160,note_on,120,0,14,,,,,,,,13,54,0,,
14160,note_on,0,0,14,,,,,,,,13,56,46,,
14160,note_on,480,0,11,,,,,,,,10,76,0,,
14160,note_on,0,0,15,,,,,,,,7,74,46,,
14160,note_on,120,0,8,,,,,,,,8,54,0,,
14160,note_on,480,0,4,,,,,,,,5,76,0,,
14160,note_on,0,0,12,,,,,,,,11,71,46,,
14160,note_on,120,0,12,,,,,,,,11,70,0,,
14160,note_on,480,0,2,,,,,,,,4,76,0,,
14160,note_on,0,0,2,,,,,,,,4,74,46,,
14160,note_on,0,0,10,,,,,,,,5,71,46,,
14160,note_on,0,0,16,,,,,,,,7,54,46,,
14160,note_on,120,0,16,,,,,,,,7,61,0,,
14160,note_on,120,0,10,,,,,,,,5,70,0,,
14160,note_on,0,0,4,,,,,,,,5,74,46,,
14280,note_on,120,0,14,,,,,,,,13,56,0,,
14280,note_on,0,0,10,,,,,,,,5,73,43,,
14280,note_on,120,0,10,,,,,,,,5,71,0,,
14280,note_on,0,0,5,,,,,,,,0,73,43,,
14280,note_on,120,0,5,,,,,,,,0,74,0,,
14280,note_on,0,0,12,,,,,,,,11,73,43,,
14280,note_on,120,0,4,,,,,,,,5,74,0,,
14280,note_on,120,0,12,,,,,,,,11,71,0,,
14280,note_on,0,0,2,,,,,,,,4,73,43,,
14280,note_on,120,0,2,,,,,,,,4,74,0,,
14280,note_on,120,0,6,,,,,,,,1,71,0,,
14280,note_on,0,0,14,,,,,,,,13,58,43,,
14280,note_on,0,0,4,,,,,,,,5,73,43,,
14280,note_on,0,0,6,,,,,,,,1,73,43,,
14280,note_on,120,0,8,,,,,,,,8,56,0,,
14280,note_on,0,0,15,,,,,,,,7,73,43,,
14280,note_on,0,0,8,,,,,,,,8,58,43,,
14280,note_on,0,0,11,,,,,,,,10,73,43,,
14280,note_on,120,0,11,,,,,,,,10,74,0,,
14280,note_on,0,0,15,,,,,,,,7,71,0,,
14280,note_on,120,0,15,,,,,,,,7,74,0,,
14400,note_on,120,0,11,,,,,,,,10,73,0,,
14400,note_on,120,0,8,,,,,,,,8,58,0,,
14400,note_on,240,0,13,,,,,,,,12,54,0,,
14400,note_on,0,0,16,,,,,,,,7,66,45,,
14400,note_on,0,0,8,,,,,,,,8,59,45,,
14400,note_on,120,0,6,,,,,,,,1,73,0,,
14400,note_on,0,0,6,,,,,,,,1,74,45,,
14400,note_on,0,0,12,,,,,,,,11,74,45,,
14400,note_on,120,0,12,,,,,,,,11,73,0,,
14400,note_on,120,0,15,,,,,,,,7,73,0,,
14400,note_on,0,0,15,,,,,,,,7,71,45,,
14400,note_on,0,0,15,,,,,,,,7,74,45,,
14400,note_on,120,0,2,,,,,,,,4,73,0,,
14400,note_on,0,0,2,,,,,,,,4,71,45,,
14400,note_on,0,0,11,,,,,,,,10,71,45,,
14400,note_on,120,0,5,,,,,,,,0,73,0,,
14400,note_on,0,0,13,,,,,,,,12,66,45,,
14400,note_on,240,0,16,,,,,,,,7,54,0,,
14400,note_on,120,0,10,,,,,,,,5,73,0,,
14400,note_on,0,0,9,,,,,,,,2,66,45,,
14400,note_on,240,0,9,,,,,,,,2,54,0,,
14400,note_on,0,0,10,,,,,,,,5,74,45,,
14400,note_on,0,0,14,,,,,,,,13,59,45,,
14400,note_on,0,0,5,,,,,,,,0,71,45,,
14400,note_on,120,0,4,,,,,,,,5,73,0,,
14400,note_on,0,0,4,,,,,,,,5,71,45,,
14400,note_on,120,0,14,,,,,,,,13,58,0,,
14520,note_on,0,0,8,,,,,,,,8,50,45,,
14520,note_on,0,0,14,,,,,,,,13,50,45,,
14520,note_on,120,0,14,,,,,,,,13,59,0,,
14520,note_on,120,0,8,,,,,,,,8,59,0,,
14640,note_on,240,0,12,,,,,,,,11,74,0,,
14640,note_on,0,0,15,,,,,,,,7,73,46,,
14640,note_on,0,0,8,,,,,,,,8,52,46,,
14640,note_on,120,0,8,,,,,,,,8,50,0,,
14640,note_on,0,0,5,,,,,,,,0,70,46,,
14640,note_on,0,0,6,,,,,,,,1,73,46,,
14640,note_on,0,0,2,,,,,,,,4,70,46,,
14640,note_on,240,0,2,,,,,,,,4,71,0,,
14640,note_on,0,0,14,,,,,,,,13,52,46,,
14640,note_on,0,0,12,,,,,,,,11,73,46,,
14640,note_on,120,0,14,,,,,,,,13,50,0,,
14640,note_on,0,0,15,,,,,,,,7,71,0,,
14640,note_on,240,0,15,,,,,,,,7,74,0,,
14640,note_on,240,0,11,,,,,,,,10,71,0,,
14640,note_on,0,0,11,,,,,,,,10,70,46,,
14640,note_on,240,0,10,,,,,,,,5,74,0,,
14640,note_on,0,0,10,,,,,,,,5,73,46,,
14640,note_on,240,0,6,,,,,,,,1,74,0,,
14640,note_on,0,0,4,,,,,,,,5,70,46,,
14640,note_on,240,0,4,,,,,,,,5,71,0,,
14640,note_on,0,0,15,,,,,,,,7,70,46,,
14640,note_on,240,0,5,,,,,,,,0,71,0,,
14760,note_on,120,0,8,,,,,,,,8,52,0,,
14760,note_on,0,0,13,,,,,,,,12,64,46,,
14760,note_on,120,0,14,,,,,,,,13,52,0,,
14760,note_on,0,0,16,,,,,,,,7,64,46,,
14760,note_on,0,0,8,,,,,,,,8,54,46,,
14760,note_on,360,0,16,,,,,,,,7,66,0,,
14760,note_on,360,0,13,,,,,,,,12,66,0,,
14760,note_on,0,0,14,,,,,,,,13,54,46,,
14760,note_on,0,0,9,,,,,,,,2,64,46,,
14760,note_on,360,0,9,,,,,,,,2,66,0,,
14880,note_on,240,0,6,,,,,,,,1,73,0,,
14880,note_on,0,0,16,,,,,,,,7,62,47,,
14880,note_on,120,0,16,,,,,,,,7,64,0,,
14880,note_on,0,0,10,,,,,,,,5,71,47,,
14880,note_on,0,0,13,,,,,,,,12,62,47,,
14880,note_on,240,0,4,,,,,,,,5,70,0,,
14880,note_on,240,0,11,,,,,,,,10,70,0,,
14880,note_on,0,0,11,,,,,,,,10,71,47,,
14880,note_on,120,0,13,,,,,,,,12,64,0,,
14880,note_on,120,0,8,,,,,,,,8,54,0,,
14880,note_on,240,0,5,,,,,,,,0,70,0,,
14880,note_on,0,0,5,,,,,,,,0,71,47,,
14880,note_on,0,0,8,,,,,,,,8,47,47,,
14880,note_on,0,0,6,,,,,,,,1,71,47,,
14880,note_on,0,0,4,,,,,,,,5,71,47,,
14880,note_on,0,0,15,,,,,,,,7,71,47,,
14880,note_on,120,0,9,,,,,,,,2,64,0,,
14880,note_on,0,0,9,,,,,,,,2,62,47,,
14880,note_on,0,0,12,,,,,,,,11,71,47,,
14880,note_on,240,0,12,,,,,,,,11,73,0,,
14880,note_on,240,0,15,,,,,,,,7,73,0,,
14880,note_on,240,0,2,,,,,,,,4,70,0,,
14880,note_on,240,0,10,,,,,,,,5,73,0,,
14880,note_on,0,0,14,,,,,,,,13,47,47,,
14880,note_on,0,0,2,,,,,,,,4,71,47,,
14880,note_on,0,0,15,,,,,,,,7,70,0,,
14880,note_on,120,0,14,,,,,,,,13,54,0,,
15000,note_on,0,0,13,,,,,,,,12,64,47,,
15000,note_on,0,0,8,,,,,,,,8,49,47,,
15000,note_on,0,0,16,,,,,,,,7,64,47,,
15000,note_on,120,0,16,,,,,,,,7,62,0,,
15000,note_on,120,0,13,,,,,,,,12,62,0,,
15000,note_on,120,0,14,,,,,,,,13,47,0,,
15000,note_on,0,0,9,,,,,,,,2,64,47,,
15000,note_on,120,0,9,,,,,,,,2,62,0,,
15000,note_on,0,0,14,,,,,,,,13,49,47,,
15000,note_on,120,0,8,,,,,,,,8,47,0,,
15120,note_on,240,0,6,,,,,,,,1,71,0,,
15120,note_on,240,0,12,,,,,,,,11,71,0,,
15120,note_on,240,0,2,,,,,,,,4,71,0,,
15120,note_on,240,0,10,,,,,,,,5,71,0,,
15120,note_on,0,0,6,,,,,,,,1,66,48,,
15120,note_on,0,0,11,,,,,,,,10,78,48,,
15120,note_on,0,0,5,,,,,,,,0,78,48,,
15120,note_on,0,0,10,,,,,,,,5,66,48,,
15120,note_on,240,0,5,,,,,,,,0,71,0,,
15120,note_on,0,0,9,,,,,,,,2,62,48,,
15120,note_on,120,0,9,,,,,,,,2,64,0,,
15120,note_on,0,0,12,,,,,,,,11,66,48,,
15120,note_on,120,0,13,,,,,,,,12,64,0,,
15120,note_on,240,0,11,,,,,,,,10,71,0,,
15120,note_on,0,0,8,,,,,,,,8,47,48,,
15120,note_on,0,0,4,,,,,,,,5,78,48,,
15120,note_on,240,0,4,,,,,,,,5,71,0,,
15120,note_on,120,0,14,,,,,,,,13,49,0,,
15120,note_on,0,0,14,,,,,,,,13,47,48,,
15120,note_on,0,0,16,,,,,,,,7,62,48,,
15120,note_on,120,0,16,,,,,,,,7,64,0,,
15120,note_on,0,0,2,,,,,,,,4,78,48,,
15120,note_on,0,0,15,,,,,,,,7,78,48,,
15120,note_on,0,0,15,,,,,,,,7,66,48,,
15120,note_on,0,0,13,,,,,,,,12,62,48,,
15120,note_on,120,0,8,,,,,,,,8,49,0,,
15120,note_on,240,0,15,,,,,,,,7,71,0,,
15240,note_on,120,0,14,,,,,,,,13,47,0,,
15240,note_on,120,0,9,,,,,,,,2,62,0,,
15240,note_on,0,0,9,,,,,,,,2,61,48,,
15240,note_on,120,0,13,,,,,,,,12,62,0,,
15240,note_on,0,0,8,,,,,,,,8,45,48,,
15240,note_on,0,0,13,,,,,,,,12,61,48,,
15240,note_on,120,0,16,,,,,,,,7,62,0,,
15240,note_on,0,0,16,,,,,,,,7,61,48,,
15240,note_on,0,0,14,,,,,,,,13,45,48,,
15240,note_on,120,0,8,,,,,,,,8,47,0,,
15360,note_on,120,0,8,,,,,,,,8,45,0,,
15360,note_on,0,0,8,,,,,,,,8,44,49,,
15360,note_on,0,0,14,,,,,,,,13,44,49,,
15360,note_on,120,0,14,,,,,,,,13,45,0,,
15360,note_on,0,0,12,,,,,,,,11,68,49,,
15360,note_on,240,0,10,,,,,,,,5,66,0,,
15360,note_on,240,0,6,,,,,,,,1,66,0,,
15360,note_on,0,0,6,,,,,,,,1,68,49,,
15360,note_on,0,0,15,,,,,,,,7,68,49,,
15360,note_on,240,0,15,,,,,,,,7,66,0,,
15360,note_on,0,0,13,,,,,,,,12,60,49,,
15360,note_on,0,0,10,,,,,,,,5,68,49,,
15360,note_on,120,0,16,,,,,,,,7,61,0,,
15360,note_on,0,0,16,,,,,,,,7,60,49,,
15360,note_on,120,0,13,,,,,,,,12,61,0,,
15360,note_on,120,0,9,,,,,,,,2,61,0,,
15360,note_on,0,0,9,,,,,,,,2,60,49,,
15360,note_on,240,0,12,,,,,,,,11,66,0,,
15480,note_on,0,0,16,,,,,,,,7,56,49,,
15480,note_on,120,0,16,,,,,,,,7,60,0,,
15480,note_on,0,0,9,,,,,,,,2,56,49,,
15480,note_on,120,0,9,,,,,,,,2,60,0,,
15480,note_on,0,0,13,,,,,,,,12,56,49,,
15480,note_on,0,0,14,,,,,,,,13,56,49,,
15480,note_on,120,0,14,,,,,,,,13,44,0,,
15480,note_on,120,0,8,,,,,,,,8,44,0,,
15480,note_on,0,0,8,,,,,,,,8,56,49,,
15480,note_on,120,0,13,,,,,,,,12,60,0,,
15600,note_on,120,0,14,,,,,,,,13,56,0,,
15600,note_on,120,0,13,,,,,,,,12,56,0,,
15600,note_on,0,0,13,,,,,,,,12,61,50,,
15600,note_on,0,0,14,,,,,,,,13,58,50,,
15600,note_on,240,0,15,,,,,,,,7,78,0,,
15600,note_on,0,0,15,,,,,,,,7,76,50,,
15600,note_on,480,0,4,,,,,,,,5,78,0,,
15600,note_on,0,0,5,,,,,,,,0,76,50,,
15600,note_on,0,0,11,,,,,,,,10,76,50,,
15600,note_on,0,0,9,,,,,,,,2,61,50,,
15600,note_on,120,0,9,,,,,,,,2,56,0,,
15600,note_on,0,0,2,,,,,,,,4,76,50,,
15600,note_on,480,0,2,,,,,,,,4,78,0,,
15600,note_on,120,0,16,,,,,,,,7,56,0,,
15600,note_on,480,0,11,,,,,,,,10,78,0,,
15600,note_on,0,0,4,,,,,,,,5,76,50,,
15600,note_on,480,0,5,,,,,,,,0,78,0,,
15600,note_on,0,0,16,,,,,,,,7,61,50,,
15600,note_on,120,0,8,,,,,,,,8,56,0,,
15600,note_on,0,0,8,,,,,,,,8,58,50,,
15720,note_on,120,0,15,,,,,,,,7,76,0,,
15720,note_on,0,0,8,,,,,,,,8,60,50,,
15720,note_on,0,0,15,,,,,,,,7,75,50,,
15720,note_on,0,0,9,,,,,,,,2,63,50,,
15720,note_on,0,0,13,,,,,,,,12,63,50,,
15720,note_on,120,0,13,,,,,,,,12,61,0,,
15720,note_on,120,0,9,,,,,,,,2,61,0,,
15720,note_on,120,0,11,,,,,,,,10,76,0,,
15720,note_on,0,0,11,,,,,,,,10,75,50,,
15720,note_on,120,0,5,,,,,,,,0,76,0,,
15720,note_on,120,0,2,,,,,,,,4,76,0,,
15720,note_on,120,0,14,,,,,,,,13,58,0,,
15720,note_on,0,0,2,,,,,,,,4,75,50,,
15720,note_on,0,0,14,,,,,,,,13,60,50,,
15720,note_on,120,0,16,,,,,,,,7,61,0,,
15720,note_on,0,0,16,,,,,,,,7,63,50,,
15720,note_on,120,0,4,,,,,,,,5,76,0,,
15720,note_on,0,0,4,,,,,,,,5,75,50,,
15720,note_on,0,0,5,,,,,,,,0,75,50,,
15720,note_on,120,0,8,,,,,,,,8,58,0,,
15840,note_on,120,0,14,,,,,,,,13,60,0,,
15840,note_on,120,0,8,,,,,,,,8,60,0,,
15840,note_on,0,0,8,,,,,,,,8,61,51,,
15840,note_on,0,0,15,,,,,,,,7,73,51,,
15840,note_on,0,0,9,,,,,,,,2,64,51,,
15840,note_on,120,0,5,,,,,,,,0,75,0,,
15840,note_on,0,0,5,,,,,,,,0,73,51,,
15840,note_on,0,0,14,,,,,,,,13,61,51,,
15840,note_on,120,0,9,,,,,,,,2,63,0,,
15840,note_on,120,0,15,,,,,,,,7,75,0,,
15840,note_on,0,0,16,,,,,,,,7,64,51,,
15840,note_on,0,0,2,,,,,,,,4,73,51,,
15840,note_on,120,0,2,,,,,,,,4,75,0,,
15840,note_on,120,0,13,,,,,,,,12,63,0,,
15840,note_on,120,0,4,,,,,,,,5,75,0,,
15840,note_on,0,0,4,,,,,,,,5,73,51,,
15840,note_on,0,0,13,,,,,,,,12,64,51,,
15840,note_on,0,0,11,,,,,,,,10,73,51,,
15840,note_on,120,0,11,,,,,,,,10,75,0,,
15840,note_on,120,0,16,,,,,,,,7,63,0,,
15960,note_on,0,0,14,,,,,,,,13,52,51,,
15960,note_on,120,0,8,,,,,,,,8,61,0,,
15960,note_on,0,0,8,,,,,,,,8,52,51,,
15960,note_on,120,0,14,,,,,,,,13,61,0,,
16080,note_on,240,0,9,,,,,,,,2,64,0,,
16080,note_on,120,0,8,,,,,,,,8,52,0,,
16080,note_on,0,0,8,,,,,,,,8,54,52,,
16080,note_on,0,0,15,,,,,,,,7,68,0,,
16080,note_on,0,0,15,,,,,,,,7,68,52,,
16080,note_on,240,0,5,,,,,,,,0,73,0,,
16080,note_on,720,0,6,,,,,,,,1,68,0,,
16080,note_on,0,0,6,,,,,,,,1,68,52,,
16080,note_on,0,0,5,,,,,,,,0,72,52,,
16080,note_on,240,0,4,,,,,,,,5,73,0,,
16080,note_on,0,0,4,,,,,,,,5,72,52,,
16080,note_on,0,0,14,,,,,,,,13,54,52,,
16080,note_on,120,0,14,,,,,,,,13,52,0,,
16080,note_on,240,0,16,,,,,,,,7,64,0,,
16080,note_on,0,0,9,,,,,,,,2,63,52,,
16080,note_on,0,0,15,,,,,,,,7,72,52,,
16080,note_on,0,0,12,,,,,,,,11,68,52,,
16080,note_on,240,0,15,,,,,,,,7,73,0,,
16080,note_on,0,0,2,,,,,,,,4,72,52,,
16080,note_on,240,0,2,,,,,,,,4,73,0,,
16080,note_on,0,0,16,,,,,,,,7,63,52,,
16080,note_on,0,0,10,,,,,,,,5,68,52,,
16080,note_on,720,0,10,,,,,,,,5,68,0,,
16080,note_on,720,0,12,,,,,,,,11,68,0,,
16080,note_on,240,0,13,,,,,,,,12,64,0,,
16080,note_on,240,0,11,,,,,,,,10,73,0,,
16080,note_on,0,0,13,,,,,,,,12,63,52,,
16080,note_on,0,0,11,,,,,,,,10,72,52,,
16200,note_on,120,0,8,,,,,,,,8,54,0,,
16200,note_on,0,0,14,,,,,,,,13,56,52,,
16200,note_on,0,0,8,,,,,,,,8,56,52,,
16200,note_on,120,0,14,,,,,,,,13,54,0,,
16320,note_on,0,0,14,,,,,,,,13,57,53,,
16320,note_on,120,0,14,,,,,,,,13,56,0,,
16320,note_on,0,0,9,,,,,,,,2,61,53,,
16320,note_on,0,0,4,,,,,,,,5,73,53,,
16320,note_on,240,0,4,,,,,,,,5,72,0,,
16320,note_on,0,0,2,,,,,,,,4,73,53,,
16320,note_on,240,0,9,,,,,,,,2,63,0,,
16320,note_on,240,0,2,,,,,,,,4,72,0,,
16320,note_on,0,0,5,,,,,,,,0,73,53,,
16320,note_on,0,0,16,,,,,,,,7,61,53,,
16320,note_on,240,0,16,,,,,,,,7,63,0,,
16320,note_on,0,0,8,,,,,,,,8,57,53,,
16320,note_on,120,0,8,,,,,,,,8,56,0,,
16320,note_on,0,0,11,,,,,,,,10,73,53,,
16320,note_on,240,0,11,,,,,,,,10,72,0,,
16320,note_on,240,0,15,,,,,,,,7,72,0,,
16320,note_on,240,0,5,,,,,,,,0,72,0,,
16320,note_on,0,0,15,,,,,,,,7,73,53,,
16320,note_on,240,0,13,,,,,,,,12,63,0,,
16320,note_on,0,0,13,,,,,,,,12,61,53,,
16440,note_on,120,0,15,,,,,,,,7,68,0,,
16440,note_on,360,0,6,,,,,,,,1,68,0,,
16440,note_on,360,0,10,,,,,,,,5,68,0,,
16440,note_on,0,0,12,,,,,,,,11,66,53,,
16440,note_on,0,0,10,,,,,,,,5,66,53,,
16440,note_on,0,0,6,,,,,,,,1,66,53,,
16440,note_on,0,0,15,,,,,,,,7,66,53,,
16440,note_on,360,0,12,,,,,,,,11,68,0,,
16560,note_on,0,0,4,,,,,,,,5,73,54,,
16560,note_on,240,0,5,,,,,,,,0,73,0,,
16560,note_on,0,0,16,,,,,,,,7,64,54,,
16560,note_on,240,0,4,,,,,,,,5,73,0,,
16560,note_on,240,0,2,,,,,,,,4,73,0,,
16560,note_on,0,0,5,,,,,,,,0,73,54,,
16560,note_on,240,0,16,,,,,,,,7,61,0,,
16560,note_on,0,0,2,,,,,,,,4,73,54,,
16560,note_on,0,0,9,,,,,,,,2,64,54,,
16560,note_on,240,0,8,,,,,,,,8,57,0,,
16560,note_on,240,0,13,,,,,,,,12,61,0,,
16560,note_on,0,0,13,,,,,,,,12,64,54,,
16560,note_on,0,0,14,,,,,,,,13,58,54,,
16560,note_on,120,0,15,,,,,,,,7,73,0,,
16560,note_on,0,0,15,,,,,,,,7,73,54,,
16560,note_on,0,0,11,,,,,,,,10,73,54,,
16560,note_on,0,0,8,,,,,,,,8,58,54,,
16560,note_on,240,0,14,,,,,,,,13,57,0,,
16560,note_on,240,0,11,,,,,,,,10,73,0,,
16560,note_on,240,0,9,,,,,,,,2,61,0,,
16680,note_on,120,0,9,,,,,,,,2,64,0,,
16680,note_on,240,0,12,,,,,,,,11,66,0,,
16680,note_on,0,0,12,,,,,,,,11,64,54,,
16680,note_on,120,0,13,,,,,,,,12,64,0,,
16680,note_on,120,0,16,,,,,,,,7,64,0,,
16680,note_on,120,0,15,,,,,,,,7,66,0,,
16680,note_on,0,0,15,,,,,,,,7,64,54,,
16680,note_on,240,0,10,,,,,,,,5,66,0,,
16680,note_on,0,0,13,,,,,,,,12,58,54,,
16680,note_on,0,0,16,,,,,,,,7,58,54,,
16680,note_on,0,0,10,,,,,,,,5,64,54,,
16680,note_on,0,0,6,,,,,,,,1,64,54,,
16680,note_on,0,0,9,,,,,,,,2,58,54,,
16680,note_on,240,0,6,,,,,,,,1,66,0,,
16800,note_on,0,0,10,,,,,,,,5,63,55,,
16800,note_on,120,0,10,,,,,,,,5,64,0,,
16800,note_on,120,0,9,,,,,,,,2,58,0,,
16800,note_on,120,0,12,,,,,,,,11,64,0,,
16800,note_on,0,0,12,,,,,,,,11,63,55,,
16800,note_on,0,0,9,,,,,,,,2,59,55,,
16800,note_on,120,0,13,,,,,,,,12,58,0,,
16800,note_on,0,0,13,,,,,,,,12,59,55,,
16800,note_on,0,0,8,,,,,,,,8,59,55,,
16800,note_on,240,0,8,,,,,,,,8,58,0,,
16800,note_on,120,0,15,,,,,,,,7,64,0,,
16800,note_on,0,0,15,,,,,,,,7,63,55,,
16800,note_on,120,0,16,,,,,,,,7,58,0,,
16800,note_on,0,0,6,,,,,,,,1,63,55,,
16800,note_on,120,0,6,,,,,,,,1,64,0,,
16800,note_on,240,0,14,,,,,,,,13,58,0,,
16800,note_on,0,0,14,,,,,,,,13,59,55,,
16800,note_on,0,0,16,,,,,,,,7,59,55,,
16920,note_on,0,0,2,,,,,,,,4,71,55,,
16920,note_on,360,0,2,,,,,,,,4,73,0,,
16920,note_on,0,0,10,,,,,,,,5,65,55,,
16920,note_on,0,0,11,,,,,,,,10,71,55,,
16920,note_on,120,0,10,,,,,,,,5,63,0,,
16920,note_on,0,0,4,,,,,,,,5,71,55,,
16920,note_on,360,0,4,,,,,,,,5,73,0,,
16920,note_on,360,0,11,,,,,,,,10,73,0,,
16920,note_on,0,0,6,,,,,,,,1,65,55,,
16920,note_on,120,0,6,,,,,,,,1,63,0,,
16920,note_on,0,0,12,,,,,,,,11,65,55,,
16920,note_on,360,0,5,,,,,,,,0,73,0,,
16920,note_on,0,0,15,,,,,,,,7,71,55,,
16920,note_on,0,0,15,,,,,,,,7,65,55,,
16920,note_on,0,0,15,,,,,,,,7,73,0,,
16920,note_on,120,0,15,,,,,,,,7,63,0,,
16920,note_on,120,0,12,,,,,,,,11,63,0,,
16920,note_on,0,0,5,,,,,,,,0,71,55,,
17040,note_on,0,0,9,,,,,,,,2,60,55,,
17040,note_on,240,0,9,,,,,,,,2,59,0,,
17040,note_on,120,0,6,,,,,,,,1,65,0,,
17040,note_on,0,0,8,,,,,,,,8,60,55,,
17040,note_on,0,0,6,,,,,,,,1,66,55,,
17040,note_on,120,0,2,,,,,,,,4,71,0,,
17040,note_on,0,0,2,,,,,,,,4,69,55,,
17040,note_on,240,0,8,,,,,,,,8,59,0,,
17040,note_on,120,0,5,,,,,,,,0,71,0,,
17040,note_on,0,0,16,,,,,,,,7,60,55,,
17040,note_on,240,0,13,,,,,,,,12,59,0,,
17040,note_on,0,0,13,,,,,,,,12,60,55,,
17040,note_on,0,0,14,,,,,,,,13,60,55,,
17040,note_on,240,0,14,,,,,,,,13,59,0,,
17040,note_on,120,0,11,,,,,,,,10,71,0,,
17040,note_on,0,0,11,,,,,,,,10,69,55,,
17040,note_on,120,0,15,,,,,,,,7,71,0,,
17040,note_on,0,0,15,,,,,,,,7,65,0,,
17040,note_on,240,0,16,,,,,,,,7,59,0,,
17040,note_on,0,0,15,,,,,,,,7,69,55,,
17040,note_on,0,0,10,,,,,,,,5,66,55,,
17040,note_on,120,0,10,,,,,,,,5,65,0,,
17040,note_on,0,0,4,,,,,,,,5,69,55,,
17040,note_on,0,0,15,,,,,,,,7,66,55,,
17040,note_on,120,0,4,,,,,,,,5,71,0,,
17040,note_on,0,0,12,,,,,,,,11,66,55,,
17040,note_on,0,0,5,,,,,,,,0,69,55,,
17040,note_on,120,0,12,,,,,,,,11,65,0,,
17160,note_on,120,0,15,,,,,,,,7,69,0,,
17160,note_on,120,0,5,,,,,,,,0,69,0,,
17160,note_on,0,0,5,,,,,,,,0,68,56,,
17160,note_on,120,0,11,,,,,,,,10,69,0,,
17160,note_on,0,0,15,,,,,,,,7,68,56,,
17160,note_on,0,0,11,,,,,,,,10,68,56,,
17160,note_on,120,0,2,,,,,,,,4,69,0,,
17160,note_on,0,0,4,,,,,,,,5,68,56,,
17160,note_on,120,0,4,,,,,,,,5,69,0,,
17160,note_on,0,0,2,,,,,,,,4,68,56,,
17280,note_on,0,0,13,,,,,,,,12,61,56,,
17280,note_on,240,0,13,,,,,,,,12,60,0,,
17280,note_on,0,0,16,,,,,,,,7,61,56,,
17280,note_on,240,0,16,,,,,,,,7,60,0,,
17280,note_on,240,0,8,,,,,,,,8,60,0,,
17280,note_on,0,0,14,,,,,,,,13,61,56,,
17280,note_on,240,0,14,,,,,,,,13,60,0,,
17280,note_on,0,0,8,,,,,,,,8,61,56,,
17280,note_on,0,0,5,,,,,,,,0,69,56,,
17280,note_on,0,0,11,,,,,,,,10,69,56,,
17280,note_on,240,0,9,,,,,,,,2,60,0,,
17280,note_on,120,0,5,,,,,,,,0,68,0,,
17280,note_on,120,0,4,,,,,,,,5,68,0,,
17280,note_on,0,0,4,,,,,,,,5,69,56,,
17280,note_on,0,0,15,,,,,,,,7,69,56,,
17280,note_on,120,0,15,,,,,,,,7,68,0,,
17280,note_on,120,0,11,,,,,,,,10,68,0,,
17280,note_on,120,0,2,,,,,,,,4,68,0,,
17280,note_on,0,0,9,,,,,,,,2,61,56,,
17280,note_on,0,0,2,,,,,,,,4,69,56,,
17520,note_on,240,0,14,,,,,,,,13,61,0,,
17520,note_on,240,0,9,,,,,,,,2,61,0,,
17520,note_on,0,0,4,,,,,,,,5,68,57,,
17520,note_on,240,0,4,,,,,,,,5,69,0,,
17520,note_on,0,0,9,,,,,,,,2,61,57,,
17520,note_on,480,0,12,,,,,,,,11,66,0,,
17520,note_on,0,0,14,,,,,,,,13,49,57,,
17520,note_on,0,0,12,,,,,,,,11,65,57,,
17520,note_on,0,0,6,,,,,,,,1,65,57,,
17520,note_on,0,0,2,,,,,,,,4,68,57,,
17520,note_on,480,0,6,,,,,,,,1,66,0,,
17520,note_on,240,0,2,,,,,,,,4,69,0,,
17520,note_on,0,0,11,,,,,,,,10,68,57,,
17520,note_on,240,0,11,,,,,,,,10,69,0,,
17520,note_on,240,0,5,,,,,,,,0,69,0,,
17520,note_on,0,0,5,,,,,,,,0,68,57,,
17520,note_on,240,0,8,,,,,,,,8,61,0,,
17520,note_on,0,0,16,,,,,,,,7,61,57,,
17520,note_on,480,0,10,,,,,,,,5,66,0,,
17520,note_on,0,0,10,,,,,,,,5,65,57,,
17520,note_on,0,0,15,,,,,,,,7,68,57,,
17520,note_on,0,0,15,,,,,,,,7,65,57,,
17520,note_on,240,0,16,,,,,,,,7,61,0,,
17520,note_on,240,0,15,,,,,,,,7,69,0,,
17520,note_on,0,0,8,,,,,,,,8,49,57,,
