tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,note,velocity,pitch,control,value
34230,note_on,,,,,30,0,1,,,,,0,75,0,,,
34230,note_on,,,,,1,0,5,,,,,4,77,120,,,
34230,note_on,,,,,0,0,2,,,,,1,69,127,,,
34230,note_on,,,,,30,0,2,,,,,1,67,0,,,
34230,note_on,,,,,0,0,1,,,,,0,77,127,,,
34230,note_on,,,,,30,0,4,,,,,3,55,0,,,
34259,note_on,,,,,29,0,5,,,,,4,77,0,,,
34259,note_on,,,,,59,0,6,,,,,5,55,0,,,
34260,note_on,,,,,30,0,2,,,,,1,69,0,,,
34260,note_on,,,,,30,0,1,,,,,0,77,0,,,
34260,note_on,,,,,30,0,4,,,,,3,51,90,,,
34260,note_on,,,,,0,0,1,,,,,0,79,127,,,
34260,note_on,,,,,60,0,3,,,,,2,58,0,,,
34260,note_on,,,,,0,0,3,,,,,2,63,127,,,
34260,note_on,,,,,1,0,5,,,,,4,79,120,,,
34260,note_on,,,,,1,0,6,,,,,5,51,120,,,
34260,note_on,,,,,0,0,2,,,,,1,70,127,,,
34290,note_on,,,,,30,0,4,,,,,3,51,0,,,
34319,note_on,,,,,59,0,6,,,,,5,51,0,,,
34319,note_on,,,,,59,0,5,,,,,4,79,0,,,
34320,note_on,,,,,0,0,2,,,,,1,70,127,,,
34320,note_on,,,,,60,0,2,,,,,1,70,0,,,
34320,note_on,,,,,1,0,6,,,,,5,57,120,,,
34320,note_on,,,,,0,0,1,,,,,0,79,127,,,
34320,note_on,,,,,1,0,5,,,,,4,79,120,,,
34320,note_on,,,,,60,0,3,,,,,2,63,0,,,
34320,note_on,,,,,0,0,3,,,,,2,63,127,,,
34320,note_on,,,,,60,0,1,,,,,0,79,0,,,
34320,note_on,,,,,30,0,4,,,,,3,45,90,,,
34379,note_on,,,,,59,0,5,,,,,4,79,0,,,
34379,note_on,,,,,59,0,4,,,,,3,45,0,,,
34379,note_on,,,,,59,0,6,,,,,5,57,0,,,
34380,note_on,,,,,0,0,3,,,,,2,65,127,,,
34380,note_on,,,,,60,0,3,,,,,2,63,0,,,
34380,note_on,,,,,60,0,2,,,,,1,70,0,,,
34380,note_on,,,,,1,0,4,,,,,3,57,90,,,
34380,note_on,,,,,0,0,1,,,,,0,72,127,,,
34380,note_on,,,,,60,0,1,,,,,0,79,0,,,
34380,note_on,,,,,0,0,2,,,,,1,63,127,,,
34380,note_on,,,,,1,0,6,,,,,5,45,120,,,
34380,note_on,,,,,1,0,5,,,,,4,72,120,,,
34409,note_on,,,,,29,0,4,,,,,3,57,0,,,
34410,note_on,,,,,1,0,4,,,,,3,58,90,,,
34439,note_on,,,,,29,0,4,,,,,3,58,0,,,
34439,note_on,,,,,59,0,6,,,,,5,45,0,,,
34439,note_on,,,,,59,0,5,,,,,4,72,0,,,
34440,note_on,,,,,721,0,7,,,,,6,79,100,,,
34440,note_on,,,,,60,0,1,,,,,0,72,0,,,
34440,note_on,,,,,1,0,4,,,,,3,60,90,,,
34440,note_on,,,,,720,0,8,,,,,7,57,100,,,
34440,note_on,,,,,60,0,2,,,,,1,63,0,,,
34440,note_on,,,,,60,0,3,,,,,2,65,0,,,
34469,note_on,,,,,29,0,4,,,,,3,60,0,,,
34470,note_on,,,,,1,0,4,,,,,3,62,90,,,
34499,note_on,,,,,29,0,4,,,,,3,62,0,,,
34499,note_on,,,,,59,0,7,,,,,6,79,0,,,
34499,note_on,,,,,59,0,8,,,,,7,57,0,,,
34500,note_on,,,,,1,0,7,,,,,6,72,100,,,
34500,note_on,,,,,1,0,8,,,,,7,45,100,,,
34500,note_on,,,,,1,0,4,,,,,3,63,90,,,
34559,note_on,,,,,59,0,7,,,,,6,72,0,,,
34559,note_on,,,,,59,0,8,,,,,7,45,0,,,
34559,note_on,,,,,59,0,4,,,,,3,63,0,,,
34560,note_on,,,,,0,0,6,,,,,5,60,120,,,
34560,note_on,,,,,120,0,3,,,,,2,72,127,,,
34560,note_on,,,,,1,0,4,,,,,3,53,90,,,
34560,note_on,,,,,0,0,6,,,,,5,57,120,,,
34560,note_on,,,,,121,0,5,,,,,4,63,120,,,
34560,note_on,,,,,121,0,6,,,,,5,53,120,,,
34560,note_on,,,,,120,0,2,,,,,1,69,127,,,
34560,note_on,,,,,120,0,1,,,,,0,63,127,,,
34619,note_on,,,,,59,0,5,,,,,4,63,0,,,
34620,note_on,,,,,60,0,2,,,,,1,69,0,,,
34620,note_on,,,,,0,0,2,,,,,1,65,127,,,
34620,note_on,,,,,60,0,3,,,,,2,72,0,,,
34620,note_on,,,,,0,0,3,,,,,2,60,127,,,
34620,note_on,,,,,60,0,1,,,,,0,63,0,,,
34620,note_on,,,,,0,0,1,,,,,0,69,127,,,
34620,note_on,,,,,1,0,5,,,,,4,69,120,,,
34679,note_on,,,,,119,0,4,,,,,3,53,0,,,
34679,note_on,,,,,59,0,5,,,,,4,69,0,,,
34679,note_on,,,,,0,0,6,,,,,5,53,0,,,
34679,note_on,,,,,0,0,6,,,,,5,60,0,,,
34679,note_on,,,,,119,0,6,,,,,5,57,0,,,
34680,note_on,,,,,0,0,2,,,,,1,69,127,,,
34680,note_on,,,,,1,0,5,,,,,4,63,120,,,
34680,note_on,,,,,0,0,5,,,,,4,72,120,,,
34680,note_on,,,,,0,0,1,,,,,0,72,127,,,
34680,note_on,,,,,60,0,2,,,,,1,65,0,,,
34680,note_on,,,,,0,0,3,,,,,2,65,127,,,
34680,note_on,,,,,60,0,1,,,,,0,69,0,,,
34680,note_on,,,,,60,0,3,,,,,2,60,0,,,
34739,note_on,,,,,59,0,5,,,,,4,72,0,,,
34739,note_on,,,,,0,0,5,,,,,4,63,0,,,
34740,note_on,,,,,60,0,3,,,,,2,65,0,,,
34740,note_on,,,,,0,0,3,,,,,2,65,127,,,
34740,note_on,,,,,60,0,1,,,,,0,72,0,,,
34740,note_on,,,,,0,0,1,,,,,0,70,127,,,
34740,note_on,,,,,60,0,2,,,,,1,69,0,,,
34740,note_on,,,,,0,0,2,,,,,1,65,127,,,
34740,note_on,,,,,1,0,5,,,,,4,70,120,,,
34740,note_on,,,,,0,0,5,,,,,4,62,120,,,
34799,note_on,,,,,0,0,5,,,,,4,70,0,,,
34799,note_on,,,,,59,0,5,,,,,4,62,0,,,
34800,note_on,,,,,121,0,4,,,,,3,41,90,,,
34800,note_on,,,,,60,0,1,,,,,0,70,0,,,
34800,note_on,,,,,0,0,1,,,,,0,63,127,,,
34800,note_on,,,,,121,0,6,,,,,5,53,120,,,
34800,note_on,,,,,0,0,5,,,,,4,60,120,,,
34800,note_on,,,,,60,0,2,,,,,1,65,0,,,
34800,note_on,,,,,0,0,2,,,,,1,69,127,,,
34800,note_on,,,,,0,0,3,,,,,2,72,127,,,
34800,note_on,,,,,60,0,3,,,,,2,65,0,,,
34800,note_on,,,,,1,0,5,,,,,4,63,120,,,
34829,note_on,,,,,29,0,5,,,,,4,60,0,,,
34830,note_on,,,,,1,0,5,,,,,4,58,120,,,
34859,note_on,,,,,29,0,5,,,,,4,58,0,,,
34860,note_on,,,,,1,0,5,,,,,4,63,0,,,
34860,note_on,,,,,0,0,5,,,,,4,69,120,,,
34860,note_on,,,,,0,0,1,,,,,0,69,127,,,
34860,note_on,,,,,0,0,5,,,,,4,60,120,,,
34860,note_on,,,,,0,0,3,,,,,2,60,127,,,
34860,note_on,,,,,60,0,3,,,,,2,72,0,,,
34860,note_on,,,,,60,0,1,,,,,0,63,0,,,
34860,note_on,,,,,60,0,2,,,,,1,69,0,,,
34860,note_on,,,,,0,0,2,,,,,1,65,127,,,
34889,note_on,,,,,29,0,5,,,,,4,60,0,,,
34889,note_on,,,,,0,0,5,,,,,4,69,0,,,
34890,note_on,,,,,0,0,1,,,,,0,70,127,,,
34890,note_on,,,,,0,0,3,,,,,2,62,127,,,
34890,note_on,,,,,0,0,2,,,,,1,67,127,,,
34890,note_on,,,,,30,0,2,,,,,1,65,0,,,
34890,note_on,,,,,0,0,5,,,,,4,70,120,,,
34890,note_on,,,,,1,0,5,,,,,4,62,120,,,
34890,note_on,,,,,30,0,3,,,,,2,60,0,,,
34890,note_on,,,,,30,0,1,,,,,0,69,0,,,
34919,note_on,,,,,119,0,6,,,,,5,53,0,,,
34919,note_on,,,,,119,0,4,,,,,3,41,0,,,
34919,note_on,,,,,0,0,5,,,,,4,62,0,,,
34919,note_on,,,,,29,0,5,,,,,4,70,0,,,
34920,note_on,,,,,0,0,5,,,,,4,72,120,,,
34920,note_on,,,,,1,0,5,,,,,4,63,120,,,
34920,note_on,,,,,0,0,3,,,,,2,63,127,,,
34920,note_on,,,,,30,0,1,,,,,0,70,0,,,
34920,note_on,,,,,0,0,1,,,,,0,72,127,,,
34920,note_on,,,,,30,0,2,,,,,1,67,0,,,
34920,note_on,,,,,0,0,2,,,,,1,69,127,,,
34920,note_on,,,,,30,0,3,,,,,2,62,0,,,
34949,note_on,,,,,0,0,5,,,,,4,63,0,,,
34949,note_on,,,,,29,0,5,,,,,4,72,0,,,
34950,note_on,,,,,30,0,1,,,,,0,72,0,,,
34950,note_on,,,,,0,0,1,,,,,0,70,127,,,
34950,note_on,,,,,30,0,2,,,,,1,69,0,,,
34950,note_on,,,,,0,0,3,,,,,2,62,127,,,
34950,note_on,,,,,0,0,2,,,,,1,67,127,,,
34950,note_on,,,,,1,0,5,,,,,4,70,120,,,
34950,note_on,,,,,0,0,5,,,,,4,62,120,,,
34950,note_on,,,,,30,0,3,,,,,2,63,0,,,
34979,note_on,,,,,29,0,5,,,,,4,62,0,,,
34979,note_on,,,,,0,0,5,,,,,4,70,0,,,
34980,note_on,,,,,30,0,2,,,,,1,67,0,,,
34980,note_on,,,,,0,0,1,,,,,0,72,127,,,
34980,note_on,,,,,30,0,1,,,,,0,70,0,,,
34980,note_on,,,,,0,0,2,,,,,1,69,127,,,
34980,note_on,,,,,0,0,3,,,,,2,63,127,,,
34980,note_on,,,,,0,0,5,,,,,4,72,120,,,
34980,note_on,,,,,1,0,5,,,,,4,63,120,,,
34980,note_on,,,,,30,0,3,,,,,2,62,0,,,
35009,note_on,,,,,0,0,5,,,,,4,63,0,,,
35009,note_on,,,,,29,0,5,,,,,4,72,0,,,
35010,note_on,,,,,0,0,5,,,,,4,62,120,,,
35010,note_on,,,,,0,0,2,,,,,1,67,127,,,
35010,note_on,,,,,1,0,5,,,,,4,70,120,,,
35010,note_on,,,,,30,0,2,,,,,1,69,0,,,
35010,note_on,,,,,0,0,1,,,,,0,70,127,,,
35010,note_on,,,,,30,0,3,,,,,2,63,0,,,
35010,note_on,,,,,0,0,3,,,,,2,62,127,,,
35010,note_on,,,,,30,0,1,,,,,0,72,0,,,
35039,note_on,,,,,0,0,5,,,,,4,70,0,,,
35039,note_on,,,,,29,0,5,,,,,4,62,0,,,
35040,note_on,,,,,0,0,5,,,,,4,69,120,,,
35040,note_on,,,,,1,0,5,,,,,4,63,120,,,
35040,note_on,,,,,0,0,3,,,,,2,60,127,,,
35040,note_on,,,,,30,0,3,,,,,2,62,0,,,
35040,note_on,,,,,0,0,2,,,,,1,65,127,,,
35040,note_on,,,,,30,0,2,,,,,1,67,0,,,
35040,note_on,,,,,0,0,6,,,,,5,60,120,,,
35040,note_on,,,,,30,0,1,,,,,0,70,0,,,
35040,note_on,,,,,121,0,6,,,,,5,53,120,,,
35040,note_on,,,,,0,0,1,,,,,0,69,127,,,
35040,note_on,,,,,121,0,4,,,,,3,53,90,,,
35099,note_on,,,,,0,0,5,,,,,4,63,0,,,
35099,note_on,,,,,0,0,6,,,,,5,53,0,,,
35099,note_on,,,,,59,0,6,,,,,5,60,0,,,
35099,note_on,,,,,59,0,5,,,,,4,69,0,,,
35099,note_on,,,,,59,0,4,,,,,3,53,0,,,
35100,note_on,,,,,1,0,4,,,,,3,55,90,,,
35100,note_on,,,,,60,0,2,,,,,1,65,0,,,
35100,note_on,,,,,0,0,2,,,,,1,75,127,,,
35100,note_on,,,,,60,0,3,,,,,2,60,0,,,
35100,note_on,,,,,0,0,3,,,,,2,70,127,,,
35100,note_on,,,,,0,0,1,,,,,0,70,127,,,
35100,note_on,,,,,60,0,1,,,,,0,69,0,,,
35100,note_on,,,,,1,0,5,,,,,4,70,120,,,
35100,note_on,,,,,1,0,6,,,,,5,55,120,,,
35129,note_on,,,,,29,0,5,,,,,4,70,0,,,
35130,note_on,,,,,0,0,1,,,,,0,72,127,,,
35130,note_on,,,,,30,0,1,,,,,0,70,0,,,
35130,note_on,,,,,1,0,5,,,,,4,72,120,,,
35159,note_on,,,,,29,0,5,,,,,4,72,0,,,
35159,note_on,,,,,59,0,4,,,,,3,55,0,,,
35159,note_on,,,,,59,0,6,,,,,5,55,0,,,
35160,note_on,,,,,1,0,5,,,,,4,74,120,,,
35160,note_on,,,,,0,0,3,,,,,2,70,127,,,
35160,note_on,,,,,60,0,2,,,,,1,75,0,,,
35160,note_on,,,,,0,0,1,,,,,0,74,127,,,
35160,note_on,,,,,0,0,2,,,,,1,74,127,,,
35160,note_on,,,,,60,0,3,,,,,2,70,0,,,
35160,note_on,,,,,30,0,1,,,,,0,72,0,,,
35160,note_on,,,,,1,0,6,,,,,5,53,120,,,
35160,note_on,,,,,1,0,4,,,,,3,53,90,,,
35189,note_on,,,,,29,0,5,,,,,4,74,0,,,
35190,note_on,,,,,0,0,1,,,,,0,75,127,,,
35190,note_on,,,,,30,0,1,,,,,0,74,0,,,
35190,note_on,,,,,1,0,5,,,,,4,75,120,,,
35219,note_on,,,,,59,0,6,,,,,5,53,0,,,
35219,note_on,,,,,29,0,5,,,,,4,75,0,,,
35219,note_on,,,,,59,0,4,,,,,3,53,0,,,
35220,note_on,,,,,1,0,6,,,,,5,51,120,,,
35220,note_on,,,,,1,0,5,,,,,4,77,120,,,
35220,note_on,,,,,60,0,3,,,,,2,70,0,,,
35220,note_on,,,,,60,0,2,,,,,1,74,0,,,
35220,note_on,,,,,0,0,3,,,,,2,69,127,,,
35220,note_on,,,,,30,0,1,,,,,0,75,0,,,
35220,note_on,,,,,0,0,1,,,,,0,77,127,,,
35220,note_on,,,,,1,0,4,,,,,3,51,90,,,
35220,note_on,,,,,0,0,2,,,,,1,72,127,,,
35279,note_on,,,,,59,0,5,,,,,4,77,0,,,
35279,note_on,,,,,59,0,6,,,,,5,51,0,,,
35279,note_on,,,,,59,0,4,,,,,3,51,0,,,
35280,note_on,,,,,0,0,2,,,,,1,70,127,,,
35280,note_on,,,,,60,0,1,,,,,0,77,0,,,
35280,note_on,,,,,1,0,4,,,,,3,50,90,,,
35280,note_on,,,,,0,0,3,,,,,2,70,127,,,
35280,note_on,,,,,60,0,3,,,,,2,69,0,,,
35280,note_on,,,,,60,0,2,,,,,1,72,0,,,
35280,note_on,,,,,1,0,5,,,,,4,77,120,,,
35280,note_on,,,,,1,0,6,,,,,5,50,120,,,
35280,note_on,,,,,0,0,1,,,,,0,77,127,,,
35309,note_on,,,,,29,0,4,,,,,3,50,0,,,
35310,note_on,,,,,1,0,4,,,,,3,48,90,,,
35339,note_on,,,,,59,0,5,,,,,4,77,0,,,
35339,note_on,,,,,59,0,6,,,,,5,50,0,,,
35339,note_on,,,,,29,0,4,,,,,3,48,0,,,
35340,note_on,,,,,1,0,6,,,,,5,38,120,,,
35340,note_on,,,,,0,0,2,,,,,1,65,127,,,
35340,note_on,,,,,60,0,2,,,,,1,70,0,,,
35340,note_on,,,,,1,0,4,,,,,3,50,90,,,
35340,note_on,,,,,60,0,3,,,,,2,70,0,,,
35340,note_on,,,,,0,0,3,,,,,2,62,127,,,
35340,note_on,,,,,0,0,1,,,,,0,70,127,,,
35340,note_on,,,,,60,0,1,,,,,0,77,0,,,
35340,note_on,,,,,1,0,5,,,,,4,70,120,,,
35369,note_on,,,,,29,0,4,,,,,3,50,0,,,
35370,note_on,,,,,1,0,4,,,,,3,51,90,,,
35399,note_on,,,,,59,0,5,,,,,4,70,0,,,
35399,note_on,,,,,59,0,6,,,,,5,38,0,,,
35399,note_on,,,,,29,0,4,,,,,3,51,0,,,
35400,note_on,,,,,60,0,2,,,,,1,65,0,,,
35400,note_on,,,,,60,0,3,,,,,2,62,0,,,
35400,note_on,,,,,1,0,4,,,,,3,53,90,,,
35400,note_on,,,,,841,0,7,,,,,6,77,100,,,
35400,note_on,,,,,841,0,8,,,,,7,62,100,,,
35400,note_on,,,,,60,0,1,,,,,0,70,0,,,
35429,note_on,,,,,29,0,4,,,,,3,53,0,,,
35430,note_on,,,,,1,0,4,,,,,3,55,90,,,
35459,note_on,,,,,59,0,7,,,,,6,77,0,,,
35459,note_on,,,,,29,0,4,,,,,3,55,0,,,
35459,note_on,,,,,59,0,8,,,,,7,62,0,,,
35460,note_on,,,,,1,0,4,,,,,3,56,90,,,
35460,note_on,,,,,1,0,7,,,,,6,70,100,,,
35460,note_on,,,,,1,0,8,,,,,7,50,100,,,
35519,note_on,,,,,59,0,4,,,,,3,56,0,,,
35519,note_on,,,,,59,0,8,,,,,7,50,0,,,
35519,note_on,,,,,59,0,7,,,,,6,70,0,,,
35520,note_on,,,,,1,0,4,,,,,3,43,90,,,
35520,note_on,,,,,1,0,8,,,,,7,55,100,,,
35520,note_on,,,,,121,0,6,,,,,5,55,120,,,
35520,note_on,,,,,1,0,7,,,,,6,76,100,,,
35579,note_on,,,,,59,0,8,,,,,7,55,0,,,
35579,note_on,,,,,59,0,6,,,,,5,55,0,,,
35579,note_on,,,,,59,0,7,,,,,6,76,0,,,
35580,note_on,,,,,1,0,6,,,,,5,43,120,,,
35580,note_on,,,,,1,0,7,,,,,6,70,100,,,
35580,note_on,,,,,1,0,8,,,,,7,58,100,,,
35580,note_on,,,,,181,0,5,,,,,4,79,120,,,
35609,note_on,,,,,29,0,5,,,,,4,79,0,,,
35609,note_on,,,,,29,0,7,,,,,6,70,0,,,
35609,note_on,,,,,29,0,8,,,,,7,58,0,,,
35610,note_on,,,,,1,0,5,,,,,4,80,120,,,
35610,note_on,,,,,1,0,8,,,,,7,56,100,,,
35610,note_on,,,,,1,0,7,,,,,6,72,100,,,
35639,note_on,,,,,29,0,5,,,,,4,80,0,,,
35639,note_on,,,,,29,0,7,,,,,6,72,0,,,
35639,note_on,,,,,29,0,8,,,,,7,56,0,,,
35639,note_on,,,,,119,0,4,,,,,3,43,0,,,
35639,note_on,,,,,59,0,6,,,,,5,43,0,,,
35640,note_on,,,,,1,0,5,,,,,4,82,120,,,
35640,note_on,,,,,240,0,3,,,,,2,67,127,,,
35640,note_on,,,,,1,0,8,,,,,7,55,100,,,
35640,note_on,,,,,1,0,7,,,,,6,73,100,,,
35640,note_on,,,,,240,0,1,,,,,0,55,127,,,
35640,note_on,,,,,240,0,2,,,,,1,76,127,,,
35669,note_on,,,,,29,0,5,,,,,4,82,0,,,
35670,note_on,,,,,1,0,5,,,,,4,80,120,,,
35699,note_on,,,,,59,0,7,,,,,6,73,0,,,
35699,note_on,,,,,59,0,8,,,,,7,55,0,,,
35699,note_on,,,,,29,0,5,,,,,4,80,0,,,
35700,note_on,,,,,1,0,8,,,,,7,43,100,,,
35700,note_on,,,,,1,0,7,,,,,6,76,100,,,
35700,note_on,,,,,1,0,5,,,,,4,82,120,,,
35729,note_on,,,,,29,0,5,,,,,4,82,0,,,
35730,note_on,,,,,1,0,5,,,,,4,79,120,,,
35759,note_on,,,,,59,0,8,,,,,7,43,0,,,
35759,note_on,,,,,59,0,7,,,,,6,76,0,,,
35759,note_on,,,,,29,0,5,,,,,4,79,0,,,
35760,note_on,,,,,121,0,6,,,,,5,56,120,,,
35760,note_on,,,,,1,0,8,,,,,7,44,100,,,
35760,note_on,,,,,120,0,1,,,,,0,55,0,,,
35760,note_on,,,,,1,0,7,,,,,6,77,100,,,
35760,note_on,,,,,120,0,3,,,,,2,67,0,,,
35760,note_on,,,,,121,0,4,,,,,3,44,90,,,
35760,note_on,,,,,1,0,5,,,,,4,72,120,,,
35760,note_on,,,,,120,0,2,,,,,1,76,0,,,
35789,note_on,,,,,29,0,5,,,,,4,72,0,,,
35790,note_on,,,,,1,0,5,,,,,4,76,120,,,
35819,note_on,,,,,59,0,7,,,,,6,77,0,,,
35819,note_on,,,,,59,0,6,,,,,5,56,0,,,
35819,note_on,,,,,29,0,5,,,,,4,76,0,,,
35819,note_on,,,,,59,0,8,,,,,7,44,0,,,
35820,note_on,,,,,1,0,6,,,,,5,44,120,,,
35820,note_on,,,,,1,0,8,,,,,7,60,100,,,
35820,note_on,,,,,1,0,7,,,,,6,68,100,,,
35820,note_on,,,,,1,0,5,,,,,4,77,120,,,
35849,note_on,,,,,29,0,5,,,,,4,77,0,,,
35849,note_on,,,,,29,0,7,,,,,6,68,0,,,
35849,note_on,,,,,29,0,8,,,,,7,60,0,,,
35850,note_on,,,,,1,0,5,,,,,4,79,120,,,
35850,note_on,,,,,1,0,8,,,,,7,58,100,,,
35850,note_on,,,,,1,0,7,,,,,6,70,100,,,
35879,note_on,,,,,59,0,6,,,,,5,44,0,,,
35879,note_on,,,,,29,0,8,,,,,7,58,0,,,
35879,note_on,,,,,29,0,7,,,,,6,70,0,,,
35879,note_on,,,,,29,0,5,,,,,4,79,0,,,
35879,note_on,,,,,119,0,4,,,,,3,44,0,,,
35880,note_on,,,,,1,0,8,,,,,7,56,100,,,
35880,note_on,,,,,1,0,7,,,,,6,72,100,,,
35880,note_on,,,,,120,0,3,,,,,2,65,127,,,
35880,note_on,,,,,120,0,2,,,,,1,77,127,,,
35880,note_on,,,,,120,0,1,,,,,0,56,127,,,
35880,note_on,,,,,1,0,5,,,,,4,80,120,,,
35909,note_on,,,,,29,0,5,,,,,4,80,0,,,
35910,note_on,,,,,1,0,5,,,,,4,79,120,,,
35939,note_on,,,,,59,0,8,,,,,7,56,0,,,
35939,note_on,,,,,59,0,7,,,,,6,72,0,,,
35939,note_on,,,,,29,0,5,,,,,4,79,0,,,
35940,note_on,,,,,1,0,8,,,,,7,44,100,,,
35940,note_on,,,,,1,0,7,,,,,6,77,100,,,
35940,note_on,,,,,1,0,5,,,,,4,80,120,,,
35969,note_on,,,,,29,0,5,,,,,4,80,0,,,
35970,note_on,,,,,1,0,5,,,,,4,77,120,,,
35999,note_on,,,,,29,0,5,,,,,4,77,0,,,
35999,note_on,,,,,59,0,8,,,,,7,44,0,,,
35999,note_on,,,,,59,0,7,,,,,6,77,0,,,
36000,note_on,,,,,121,0,4,,,,,3,46,90,,,
36000,note_on,,,,,1,0,8,,,,,7,46,100,,,
36000,note_on,,,,,120,0,2,,,,,1,77,0,,,
36000,note_on,,,,,121,0,6,,,,,5,58,120,,,
36000,note_on,,,,,1,0,5,,,,,4,72,120,,,
36000,note_on,,,,,1,0,7,,,,,6,79,100,,,
36000,note_on,,,,,120,0,1,,,,,0,56,0,,,
36000,note_on,,,,,120,0,3,,,,,2,65,0,,,
36029,note_on,,,,,29,0,5,,,,,4,72,0,,,
36030,note_on,,,,,1,0,5,,,,,4,74,120,,,
36059,note_on,,,,,59,0,6,,,,,5,58,0,,,
36059,note_on,,,,,59,0,7,,,,,6,79,0,,,
36059,note_on,,,,,29,0,5,,,,,4,74,0,,,
36059,note_on,,,,,59,0,8,,,,,7,46,0,,,
36060,note_on,,,,,1,0,8,,,,,7,61,100,,,
36060,note_on,,,,,1,0,5,,,,,4,76,120,,,
36060,note_on,,,,,1,0,6,,,,,5,46,120,,,
36060,note_on,,,,,1,0,7,,,,,6,67,100,,,
36089,note_on,,,,,29,0,7,,,,,6,67,0,,,
36089,note_on,,,,,29,0,5,,,,,4,76,0,,,
36089,note_on,,,,,29,0,8,,,,,7,61,0,,,
36090,note_on,,,,,1,0,5,,,,,4,77,120,,,
36090,note_on,,,,,1,0,8,,,,,7,60,100,,,
36090,note_on,,,,,1,0,7,,,,,6,68,100,,,
36119,note_on,,,,,59,0,6,,,,,5,46,0,,,
36119,note_on,,,,,119,0,4,,,,,3,46,0,,,
36119,note_on,,,,,29,0,7,,,,,6,68,0,,,
36119,note_on,,,,,29,0,5,,,,,4,77,0,,,
36119,note_on,,,,,29,0,8,,,,,7,60,0,,,
36120,note_on,,,,,1,0,5,,,,,4,79,120,,,
36120,note_on,,,,,1,0,8,,,,,7,58,100,,,
36120,note_on,,,,,120,0,2,,,,,1,73,127,,,
36120,note_on,,,,,1,0,7,,,,,6,70,100,,,
36120,note_on,,,,,120,0,1,,,,,0,58,127,,,
36120,note_on,,,,,120,0,3,,,,,2,64,127,,,
36149,note_on,,,,,29,0,5,,,,,4,79,0,,,
36150,note_on,,,,,1,0,5,,,,,4,77,120,,,
36179,note_on,,,,,59,0,7,,,,,6,70,0,,,
36179,note_on,,,,,59,0,8,,,,,7,58,0,,,
36179,note_on,,,,,29,0,5,,,,,4,77,0,,,
36180,note_on,,,,,1,0,7,,,,,6,79,100,,,
36180,note_on,,,,,1,0,8,,,,,7,46,100,,,
36180,note_on,,,,,1,0,5,,,,,4,79,120,,,
36209,note_on,,,,,29,0,5,,,,,4,79,0,,,
36210,note_on,,,,,1,0,5,,,,,4,76,120,,,
36239,note_on,,,,,29,0,5,,,,,4,76,0,,,
36239,note_on,,,,,59,0,7,,,,,6,79,0,,,
36239,note_on,,,,,59,0,8,,,,,7,46,0,,,
36240,note_on,,,,,121,0,6,,,,,5,56,120,,,
36240,note_on,,,,,121,0,4,,,,,3,48,90,,,
36240,note_on,,,,,1,0,7,,,,,6,80,100,,,
36240,note_on,,,,,1,0,8,,,,,7,48,100,,,
36240,note_on,,,,,120,0,3,,,,,2,64,0,,,
36240,note_on,,,,,120,0,1,,,,,0,58,0,,,
36240,note_on,,,,,120,0,2,,,,,1,73,0,,,
36240,note_on,,,,,1,0,5,,,,,4,77,120,,,
36260,note_on,,,,,0,0,5,,,,,4,79,120,,,
36260,note_on,,,,,20,0,5,,,,,4,77,0,,,
36269,note_on,,,,,29,0,6,,,,,5,56,0,,,
36270,note_on,,,,,1,0,6,,,,,5,58,120,,,
36280,note_on,,,,,20,0,5,,,,,4,79,0,,,
36280,note_on,,,,,0,0,5,,,,,4,77,120,,,
36299,note_on,,,,,59,0,8,,,,,7,48,0,,,
36299,note_on,,,,,59,0,7,,,,,6,80,0,,,
36299,note_on,,,,,29,0,6,,,,,5,58,0,,,
36300,note_on,,,,,1,0,8,,,,,7,56,100,,,
36300,note_on,,,,,1,0,7,,,,,6,65,100,,,
36300,note_on,,,,,1,0,6,,,,,5,60,120,,,
36300,note_on,,,,,20,0,5,,,,,4,77,0,,,
36300,note_on,,,,,0,0,5,,,,,4,79,120,,,
36315,note_on,,,,,15,0,5,,,,,4,79,0,,,
36315,note_on,,,,,0,0,5,,,,,4,77,120,,,
36329,note_on,,,,,29,0,6,,,,,5,60,0,,,
36329,note_on,,,,,29,0,8,,,,,7,56,0,,,
36329,note_on,,,,,29,0,7,,,,,6,65,0,,,
36330,note_on,,,,,1,0,6,,,,,5,58,120,,,
36330,note_on,,,,,1,0,8,,,,,7,55,100,,,
36330,note_on,,,,,0,0,5,,,,,4,79,120,,,
36330,note_on,,,,,15,0,5,,,,,4,77,0,,,
36330,note_on,,,,,1,0,7,,,,,6,67,100,,,
36345,note_on,,,,,0,0,5,,,,,4,77,120,,,
36345,note_on,,,,,15,0,5,,,,,4,79,0,,,
36359,note_on,,,,,29,0,8,,,,,7,55,0,,,
36359,note_on,,,,,29,0,6,,,,,5,58,0,,,
36359,note_on,,,,,29,0,7,,,,,6,67,0,,,
36359,note_on,,,,,119,0,4,,,,,3,48,0,,,
36360,note_on,,,,,120,0,3,,,,,2,60,127,,,
36360,note_on,,,,,1,0,8,,,,,7,53,100,,,
36360,note_on,,,,,1,0,7,,,,,6,68,100,,,
36360,note_on,,,,,120,0,2,,,,,1,72,127,,,
