tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,note,program,velocity
13197,note_on,117,0,1,,,,,,,,,0,76,,0
13200,note_on,0,0,2,,,,,,,,,1,45,,100
13200,note_on,3,0,1,,,,,,,,,0,81,,100
13200,note_on,20,0,2,,,,,,,,,1,49,,0
13318,note_on,118,0,2,,,,,,,,,1,45,,0
13320,note_on,2,0,2,,,,,,,,,1,50,,100
13320,note_on,0,0,1,,,,,,,,,0,77,,100
13320,note_on,120,0,1,,,,,,,,,0,81,,0
13440,note_on,120,0,2,,,,,,,,,1,50,,0
13440,note_on,0,0,2,,,,,,,,,1,52,,100
13440,note_on,0,0,1,,,,,,,,,0,76,,100
13440,note_on,120,0,1,,,,,,,,,0,77,,0
13560,note_on,120,0,1,,,,,,,,,0,76,,0
13560,note_on,0,0,1,,,,,,,,,0,74,,100
13560,note_on,120,0,2,,,,,,,,,1,52,,0
13560,note_on,0,0,2,,,,,,,,,1,53,,100
13680,note_on,0,0,1,,,,,,,,,0,76,,100
13680,note_on,120,0,2,,,,,,,,,1,53,,0
13680,note_on,0,0,2,,,,,,,,,1,48,,100
13680,note_on,120,0,1,,,,,,,,,0,74,,0
13797,note_on,117,0,1,,,,,,,,,0,76,,0
13800,note_on,3,0,1,,,,,,,,,0,64,,100
13918,note_on,238,0,2,,,,,,,,,1,48,,0
13920,note_on,120,0,1,,,,,,,,,0,64,,0
13920,note_on,0,0,1,,,,,,,,,0,69,,100
13920,note_on,2,0,2,,,,,,,,,1,53,,100
14040,note_on,120,0,1,,,,,,,,,0,69,,0
14040,note_on,120,0,2,,,,,,,,,1,53,,0
14040,note_on,0,0,2,,,,,,,,,1,50,,100
14040,note_on,0,0,1,,,,,,,,,0,74,,100
14157,note_on,117,0,2,,,,,,,,,1,50,,0
14160,note_on,120,0,1,,,,,,,,,0,74,,0
14160,note_on,0,0,1,,,,,,,,,0,72,,100
14160,note_on,3,0,2,,,,,,,,,1,52,,100
14180,note_on,20,0,1,,,,,,,,,0,72,,0
14180,note_on,0,0,1,,,,,,,,,0,71,,100
14200,note_on,20,0,1,,,,,,,,,0,71,,0
14200,note_on,0,0,1,,,,,,,,,0,72,,100
14210,note_on,50,0,2,,,,,,,,,1,52,,0
14220,note_on,20,0,1,,,,,,,,,0,72,,0
14220,note_on,0,0,1,,,,,,,,,0,71,,100
14240,note_on,0,0,1,,,,,,,,,0,72,,100
14240,note_on,20,0,1,,,,,,,,,0,71,,0
14260,note_on,20,0,1,,,,,,,,,0,72,,0
14260,note_on,0,0,1,,,,,,,,,0,71,,100
14280,note_on,20,0,1,,,,,,,,,0,71,,0
14280,note_on,0,0,1,,,,,,,,,0,72,,100
14280,note_on,70,0,2,,,,,,,,,1,40,,100
14300,note_on,20,0,1,,,,,,,,,0,72,,0
14300,note_on,0,0,1,,,,,,,,,0,71,,100
14320,note_on,20,0,1,,,,,,,,,0,71,,0
14320,note_on,0,0,1,,,,,,,,,0,72,,100
14330,note_on,50,0,2,,,,,,,,,1,40,,0
14340,note_on,0,0,1,,,,,,,,,0,71,,100
14340,note_on,20,0,1,,,,,,,,,0,72,,0
14360,note_on,0,0,1,,,,,,,,,0,69,,100
14360,note_on,20,0,1,,,,,,,,,0,71,,0
14380,note_on,20,0,1,,,,,,,,,0,69,,0
14380,note_on,0,0,1,,,,,,,,,0,71,,100
14400,note_on,20,0,1,,,,,,,,,0,71,,0
14400,note_on,0,0,1,,,,,,,,,0,69,,100
14400,note_on,70,0,2,,,,,,,,,1,45,,100
14638,note_on,238,0,1,,,,,,,,,0,69,,0
14638,note_on,238,0,2,,,,,,,,,1,45,,0
14640,note_on,2,0,1,,,,,,,,,0,67,,100
14640,polytouch,2,0,2,,,,,,,,0,1,45,,
14760,note_on,120,0,1,,,,,,,,,0,67,,0
14760,note_on,0,0,1,,,,,,,,,0,72,,100
14850,note_on,90,0,1,,,,,,,,,0,72,,0
14850,note_on,0,0,1,,,,,,,,,0,74,,100
14880,note_on,30,0,1,,,,,,,,,0,74,,0
14880,note_on,0,0,1,,,,,,,,,0,76,,100
15000,note_on,120,0,1,,,,,,,,,0,76,,0
15000,note_on,0,0,1,,,,,,,,,0,74,,100
15000,note_on,360,0,2,,,,,,,,,1,55,,100
15120,note_on,0,0,2,,,,,,,,,1,60,,100
15120,note_on,120,0,2,,,,,,,,,1,55,,0
15120,note_on,120,0,1,,,,,,,,,0,74,,0
15120,note_on,0,0,1,,,,,,,,,0,76,,100
15210,note_on,90,0,2,,,,,,,,,1,60,,0
15210,note_on,0,0,2,,,,,,,,,1,62,,100
15240,note_on,0,0,2,,,,,,,,,1,64,,100
15240,note_on,30,0,2,,,,,,,,,1,62,,0
15240,note_on,120,0,1,,,,,,,,,0,76,,0
15240,note_on,0,0,1,,,,,,,,,0,72,,100
15357,note_on,117,0,1,,,,,,,,,0,72,,0
15360,note_on,3,0,1,,,,,,,,,0,79,,100
15360,note_on,120,0,2,,,,,,,,,1,64,,0
15360,note_on,0,0,2,,,,,,,,,1,62,,100
15480,note_on,120,0,2,,,,,,,,,1,62,,0
15480,note_on,0,0,2,,,,,,,,,1,64,,100
15600,note_on,120,0,2,,,,,,,,,1,64,,0
15600,note_on,0,0,1,,,,,,,,,0,79,,100
15600,note_on,240,0,1,,,,,,,,,0,79,,0
15600,note_on,0,0,2,,,,,,,,,1,60,,100
15660,note_on,60,0,1,,,,,,,,,0,79,,0
15660,note_on,0,0,1,,,,,,,,,0,77,,100
15717,note_on,117,0,2,,,,,,,,,1,60,,0
15720,note_on,0,0,1,,,,,,,,,0,76,,100
15720,note_on,3,0,2,,,,,,,,,1,67,,100
15720,note_on,60,0,1,,,,,,,,,0,77,,0
15780,note_on,0,0,1,,,,,,,,,0,74,,100
15780,note_on,60,0,1,,,,,,,,,0,76,,0
15840,note_on,0,0,1,,,,,,,,,0,76,,100
15840,note_on,60,0,1,,,,,,,,,0,74,,0
15960,note_on,0,0,1,,,,,,,,,0,72,,100
15960,note_on,120,0,1,,,,,,,,,0,76,,0
15960,note_on,0,0,2,,,,,,,,,1,67,,100
15960,note_on,240,0,2,,,,,,,,,1,67,,0
16020,note_on,60,0,2,,,,,,,,,1,67,,0
16020,note_on,0,0,2,,,,,,,,,1,65,,100
16077,note_on,117,0,1,,,,,,,,,0,72,,0
16080,note_on,3,0,1,,,,,,,,,0,81,,100
16080,note_on,0,0,2,,,,,,,,,1,64,,100
16080,note_on,60,0,2,,,,,,,,,1,65,,0
16140,note_on,0,0,2,,,,,,,,,1,62,,100
16140,note_on,60,0,2,,,,,,,,,1,64,,0
16200,note_on,0,0,2,,,,,,,,,1,60,,100
16200,note_on,60,0,2,,,,,,,,,1,62,,0
16317,note_on,117,0,2,,,,,,,,,1,60,,0
16320,note_on,0,0,1,,,,,,,,,0,79,,100
16320,note_on,3,0,2,,,,,,,,,1,60,,100
16320,note_on,240,0,1,,,,,,,,,0,81,,0
16370,note_on,50,0,2,,,,,,,,,1,60,,0
16440,note_on,120,0,1,,,,,,,,,0,79,,0
16440,note_on,0,0,1,,,,,,,,,0,78,,100
16440,note_on,70,0,2,,,,,,,,,1,60,,100
16490,note_on,50,0,2,,,,,,,,,1,60,,0
16560,note_on,120,0,1,,,,,,,,,0,78,,0
16560,note_on,70,0,2,,,,,,,,,1,59,,100
16560,note_on,0,0,1,,,,,,,,,0,79,,100
16680,note_on,0,0,1,,,,,,,,,0,74,,100
16680,note_on,120,0,1,,,,,,,,,0,79,,0
16680,note_on,0,0,2,,,,,,,,,1,55,,100
16680,note_on,120,0,2,,,,,,,,,1,59,,0
16797,note_on,117,0,2,,,,,,,,,1,55,,0
16797,note_on,117,0,1,,,,,,,,,0,74,,0
16800,note_on,3,0,1,,,,,,,,,0,76,,100
16800,note_on,3,0,2,,,,,,,,,1,60,,100
16920,note_on,0,0,2,,,,,,,,,1,57,,100
16920,note_on,0,0,1,,,,,,,,,0,77,,100
16920,note_on,120,0,1,,,,,,,,,0,76,,0
16920,note_on,120,0,2,,,,,,,,,1,60,,0
17040,note_on,120,0,2,,,,,,,,,1,57,,0
17040,note_on,0,0,1,,,,,,,,,0,74,,100
17040,note_on,120,0,1,,,,,,,,,0,77,,0
17040,note_on,0,0,2,,,,,,,,,1,53,,100
17160,note_on,120,0,2,,,,,,,,,1,53,,0
17160,note_on,0,0,2,,,,,,,,,1,55,,100
17280,note_on,0,0,1,,,,,,,,,0,72,,100
17280,note_on,240,0,1,,,,,,,,,0,74,,0
17280,note_on,120,0,2,,,,,,,,,1,55,,0
17280,note_on,0,0,2,,,,,,,,,1,48,,100
17330,note_on,50,0,2,,,,,,,,,1,48,,0
17400,note_on,70,0,2,,,,,,,,,1,36,,100
17450,note_on,50,0,2,,,,,,,,,1,36,,0
17518,note_on,238,0,1,,,,,,,,,0,72,,0
17520,polytouch,70,0,2,,,,,,,,0,1,54,,
17520,note_on,2,0,1,,,,,,,,,0,76,,100
17640,note_on,120,0,1,,,,,,,,,0,76,,0
17640,note_on,0,0,1,,,,,,,,,0,77,,100
17760,note_on,0,0,1,,,,,,,,,0,79,,100
17760,note_on,120,0,1,,,,,,,,,0,77,,0
17780,note_on,20,0,1,,,,,,,,,0,79,,0
17780,note_on,0,0,1,,,,,,,,,0,78,,100
17800,note_on,0,0,1,,,,,,,,,0,79,,100
17800,note_on,20,0,1,,,,,,,,,0,78,,0
17820,note_on,20,0,1,,,,,,,,,0,79,,0
17820,note_on,0,0,1,,,,,,,,,0,78,,100
17840,note_on,20,0,1,,,,,,,,,0,78,,0
17840,note_on,0,0,1,,,,,,,,,0,79,,100
17860,note_on,0,0,1,,,,,,,,,0,78,,100
17860,note_on,20,0,1,,,,,,,,,0,79,,0
17880,note_on,0,0,1,,,,,,,,,0,79,,100
17880,note_on,20,0,1,,,,,,,,,0,78,,0
17880,note_on,360,0,2,,,,,,,,,1,45,,100
17900,note_on,20,0,1,,,,,,,,,0,79,,0
17900,note_on,0,0,1,,,,,,,,,0,78,,100
17939,note_on,39,0,1,,,,,,,,,0,78,,0
17940,note_on,1,0,1,,,,,,,,,0,76,,100
17970,note_on,30,0,1,,,,,,,,,0,76,,0
17970,note_on,0,0,1,,,,,,,,,0,78,,100
17999,note_on,119,0,2,,,,,,,,,1,45,,0
18000,note_on,30,0,1,,,,,,,,,0,78,,0
18000,note_on,0,0,1,,,,,,,,,0,79,,100
18000,note_on,1,0,2,,,,,,,,,1,46,,100
18119,note_on,119,0,2,,,,,,,,,1,46,,0
18120,note_on,120,0,1,,,,,,,,,0,79,,0
18120,note_on,0,0,1,,,,,,,,,0,74,,100
18120,note_on,1,0,2,,,,,,,,,1,48,,100
18140,note_on,20,0,2,,,,,,,,,1,48,,0
18140,note_on,0,0,2,,,,,,,,,1,47,,100
18160,note_on,0,0,2,,,,,,,,,1,48,,100
18160,note_on,20,0,2,,,,,,,,,1,47,,0
18180,note_on,0,0,2,,,,,,,,,1,47,,100
18180,note_on,20,0,2,,,,,,,,,1,48,,0
18200,note_on,20,0,2,,,,,,,,,1,47,,0
18200,note_on,0,0,2,,,,,,,,,1,45,,100
18220,note_on,20,0,2,,,,,,,,,1,45,,0
18220,note_on,0,0,2,,,,,,,,,1,47,,100
18237,note_on,117,0,1,,,,,,,,,0,74,,0
18240,note_on,3,0,1,,,,,,,,,0,78,,100
18240,note_on,0,0,2,,,,,,,,,1,48,,100
18240,note_on,20,0,2,,,,,,,,,1,47,,0
18357,note_on,117,0,2,,,,,,,,,1,48,,0
18360,note_on,3,0,2,,,,,,,,,1,47,,100
18360,note_on,0,0,1,,,,,,,,,0,79,,100
18360,note_on,120,0,1,,,,,,,,,0,78,,0
18479,note_on,119,0,2,,,,,,,,,1,47,,0
18480,note_on,0,0,1,,,,,,,,,0,81,,100
18480,note_on,120,0,1,,,,,,,,,0,79,,0
18480,note_on,1,0,2,,,,,,,,,1,40,,100
18500,note_on,0,0,1,,,,,,,,,0,80,,100
18500,note_on,20,0,1,,,,,,,,,0,81,,0
18520,note_on,0,0,1,,,,,,,,,0,81,,100
18520,note_on,20,0,1,,,,,,,,,0,80,,0
18540,note_on,20,0,1,,,,,,,,,0,81,,0
18540,note_on,0,0,1,,,,,,,,,0,80,,100
18560,note_on,20,0,1,,,,,,,,,0,80,,0
18560,note_on,0,0,1,,,,,,,,,0,81,,100
18580,note_on,20,0,1,,,,,,,,,0,81,,0
18580,note_on,0,0,1,,,,,,,,,0,80,,100
18599,note_on,119,0,2,,,,,,,,,1,40,,0
18600,note_on,20,0,1,,,,,,,,,0,80,,0
18600,note_on,0,0,1,,,,,,,,,0,81,,100
18600,note_on,1,0,2,,,,,,,,,1,47,,100
18620,note_on,0,0,1,,,,,,,,,0,80,,100
18620,note_on,20,0,1,,,,,,,,,0,81,,0
18659,note_on,39,0,1,,,,,,,,,0,80,,0
18660,note_on,1,0,1,,,,,,,,,0,78,,100
18690,note_on,30,0,1,,,,,,,,,0,78,,0
18690,note_on,0,0,1,,,,,,,,,0,80,,100
18719,note_on,119,0,2,,,,,,,,,1,47,,0
18720,note_on,1,0,2,,,,,,,,,1,48,,100
18720,note_on,30,0,1,,,,,,,,,0,80,,0
18720,note_on,0,0,1,,,,,,,,,0,81,,100
18839,note_on,119,0,2,,,,,,,,,1,48,,0
18840,note_on,120,0,1,,,,,,,,,0,81,,0
18840,note_on,0,0,1,,,,,,,,,0,76,,100
18840,note_on,1,0,2,,,,,,,,,1,50,,100
18860,note_on,20,0,2,,,,,,,,,1,50,,0
18860,note_on,0,0,2,,,,,,,,,1,49,,100
18880,note_on,20,0,2,,,,,,,,,1,49,,0
18880,note_on,0,0,2,,,,,,,,,1,50,,100
18900,note_on,0,0,2,,,,,,,,,1,49,,100
18900,note_on,20,0,2,,,,,,,,,1,50,,0
18920,note_on,0,0,2,,,,,,,,,1,47,,100
18920,note_on,20,0,2,,,,,,,,,1,49,,0
18940,note_on,0,0,2,,,,,,,,,1,49,,100
18940,note_on,20,0,2,,,,,,,,,1,47,,0
18957,note_on,117,0,1,,,,,,,,,0,76,,0
18960,note_on,0,0,2,,,,,,,,,1,45,,100
18960,note_on,3,0,1,,,,,,,,,0,81,,100
18960,note_on,20,0,2,,,,,,,,,1,49,,0
19077,note_on,117,0,2,,,,,,,,,1,45,,0
19080,note_on,0,0,1,,,,,,,,,0,77,,100
19080,note_on,120,0,1,,,,,,,,,0,81,,0
19080,note_on,3,0,2,,,,,,,,,1,50,,100
19200,note_on,120,0,1,,,,,,,,,0,77,,0
19200,note_on,0,0,1,,,,,,,,,0,76,,100
19200,note_on,0,0,2,,,,,,,,,1,52,,100
19200,note_on,120,0,2,,,,,,,,,1,50,,0
19320,note_on,120,0,2,,,,,,,,,1,52,,0
19320,note_on,0,0,2,,,,,,,,,1,53,,100
19320,note_on,120,0,1,,,,,,,,,0,76,,0
19320,note_on,0,0,1,,,,,,,,,0,74,,100
19440,note_on,120,0,1,,,,,,,,,0,74,,0
19440,note_on,120,0,2,,,,,,,,,1,53,,0
19440,note_on,0,0,2,,,,,,,,,1,48,,100
19440,note_on,0,0,1,,,,,,,,,0,76,,100
19557,note_on,117,0,1,,,,,,,,,0,76,,0
19560,note_on,3,0,1,,,,,,,,,0,64,,100
19678,note_on,238,0,2,,,,,,,,,1,48,,0
19680,note_on,2,0,2,,,,,,,,,1,53,,100
19680,note_on,120,0,1,,,,,,,,,0,64,,0
19680,note_on,0,0,1,,,,,,,,,0,69,,100
19800,note_on,0,0,2,,,,,,,,,1,50,,100
19800,note_on,120,0,1,,,,,,,,,0,69,,0
19800,note_on,0,0,1,,,,,,,,,0,74,,100
19800,note_on,120,0,2,,,,,,,,,1,53,,0
19917,note_on,117,0,2,,,,,,,,,1,50,,0
19920,note_on,3,0,2,,,,,,,,,1,52,,100
19920,note_on,0,0,1,,,,,,,,,0,72,,100
19920,note_on,120,0,1,,,,,,,,,0,74,,0
19940,note_on,20,0,1,,,,,,,,,0,72,,0
19940,note_on,0,0,1,,,,,,,,,0,71,,100
19960,note_on,20,0,1,,,,,,,,,0,71,,0
19960,note_on,0,0,1,,,,,,,,,0,72,,100
19970,note_on,50,0,2,,,,,,,,,1,52,,0
19980,note_on,0,0,1,,,,,,,,,0,71,,100
19980,note_on,20,0,1,,,,,,,,,0,72,,0
20000,note_on,20,0,1,,,,,,,,,0,71,,0
20000,note_on,0,0,1,,,,,,,,,0,72,,100
20020,note_on,0,0,1,,,,,,,,,0,71,,100
20020,note_on,20,0,1,,,,,,,,,0,72,,0
20040,note_on,20,0,1,,,,,,,,,0,71,,0
20040,note_on,70,0,2,,,,,,,,,1,40,,100
20040,note_on,0,0,1,,,,,,,,,0,72,,100
20060,note_on,20,0,1,,,,,,,,,0,72,,0
20060,note_on,0,0,1,,,,,,,,,0,71,,100
20080,note_on,0,0,1,,,,,,,,,0,72,,100
20080,note_on,20,0,1,,,,,,,,,0,71,,0
20090,note_on,50,0,2,,,,,,,,,1,40,,0
20100,note_on,0,0,1,,,,,,,,,0,71,,100
20100,note_on,20,0,1,,,,,,,,,0,72,,0
20120,note_on,0,0,1,,,,,,,,,0,69,,100
20120,note_on,20,0,1,,,,,,,,,0,71,,0
20140,note_on,20,0,1,,,,,,,,,0,69,,0
20140,note_on,0,0,1,,,,,,,,,0,71,,100
20160,note_on,20,0,1,,,,,,,,,0,71,,0
20160,note_on,0,0,1,,,,,,,,,0,69,,100
20160,note_on,70,0,2,,,,,,,,,1,45,,100
20398,note_on,238,0,1,,,,,,,,,0,69,,0
20398,note_on,238,0,2,,,,,,,,,1,45,,0
20520,polytouch,122,0,2,,,,,,,,0,1,45,,
20520,end_of_track,0,1,2,,,,,,,,,,,,
20520,end_of_track,0,1,1,,,,,,,,,,,,
20520,polytouch,122,0,1,,,,,,,,0,0,69,,
