tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,note,velocity,channel
4820,note_on,,,,,20,0,1,,,,65,0,0
4820,note_on,,,,,140,0,2,,,,57,0,1
4820,note_on,,,,,0,0,2,,,,55,70,1
4839,note_on,,,,,0,0,1,,,,69,70,0
4839,note_on,,,,,19,0,1,,,,67,0,0
4839,note_on,,,,,19,0,2,,,,55,0,1
4839,note_on,,,,,0,0,2,,,,53,70,1
4860,note_on,,,,,0,0,1,,,,70,70,0
4860,note_on,,,,,21,0,1,,,,69,0,0
4860,note_on,,,,,21,0,2,,,,53,0,1
4860,note_on,,,,,0,0,2,,,,52,70,1
4880,note_on,,,,,0,0,1,,,,69,70,0
4880,note_on,,,,,20,0,2,,,,52,0,1
4880,note_on,,,,,20,0,1,,,,70,0,0
4880,note_on,,,,,0,0,2,,,,53,70,1
4899,note_on,,,,,0,0,2,,,,55,70,1
4899,note_on,,,,,19,0,1,,,,69,0,0
4899,note_on,,,,,19,0,2,,,,53,0,1
4899,note_on,,,,,0,0,1,,,,67,70,0
4920,note_on,,,,,21,0,2,,,,55,0,1
4920,note_on,,,,,0,0,2,,,,53,70,1
4920,note_on,,,,,21,0,1,,,,67,0,0
4920,note_on,,,,,0,0,1,,,,69,70,0
4950,note_on,,,,,150,0,3,,,,50,0,2
4950,note_on,,,,,0,0,3,,,,48,70,2
4980,note_on,,,,,60,0,1,,,,69,0,0
4980,note_on,,,,,0,0,1,,,,74,70,0
4980,note_on,,,,,0,0,3,,,,46,70,2
4980,note_on,,,,,30,0,3,,,,48,0,2
5010,note_on,,,,,0,0,2,,,,55,70,1
5010,note_on,,,,,90,0,2,,,,53,0,1
5040,note_on,,,,,0,0,3,,,,45,70,2
5040,note_on,,,,,0,0,1,,,,73,70,0
5040,note_on,,,,,60,0,3,,,,46,0,2
5040,note_on,,,,,60,0,1,,,,74,0,0
5040,note_on,,,,,30,0,2,,,,55,0,1
5070,note_on,,,,,30,0,2,,,,55,70,1
5100,note_on,,,,,30,0,2,,,,55,0,1
5100,note_on,,,,,0,0,2,,,,54,70,1
5100,note_on,,,,,0,0,1,,,,72,70,0
5100,note_on,,,,,60,0,1,,,,73,0,0
5130,note_on,,,,,0,0,3,,,,50,70,2
5130,note_on,,,,,90,0,3,,,,45,0,2
5160,note_on,,,,,0,0,1,,,,71,70,0
5160,note_on,,,,,60,0,1,,,,72,0,0
5160,note_on,,,,,30,0,3,,,,50,0,2
5160,note_on,,,,,0,0,3,,,,43,70,2
5160,note_on,,,,,60,0,2,,,,54,0,1
5190,note_on,,,,,30,0,2,,,,53,70,1
5220,note_on,,,,,60,0,1,,,,71,0,0
5220,note_on,,,,,0,0,1,,,,70,70,0
5220,note_on,,,,,30,0,2,,,,53,0,1
5220,note_on,,,,,0,0,2,,,,52,70,1
5250,note_on,,,,,90,0,3,,,,43,0,2
5250,note_on,,,,,0,0,3,,,,48,70,2
5280,note_on,,,,,60,0,2,,,,52,0,1
5280,note_on,,,,,0,0,1,,,,69,70,0
5280,note_on,,,,,60,0,1,,,,70,0,0
5280,note_on,,,,,30,0,3,,,,48,0,2
5280,note_on,,,,,0,0,3,,,,41,70,2
5310,note_on,,,,,30,0,2,,,,51,70,1
5340,note_on,,,,,0,0,2,,,,50,70,1
5340,note_on,,,,,30,0,2,,,,51,0,1
5340,note_on,,,,,60,0,1,,,,69,0,0
5340,note_on,,,,,0,0,1,,,,81,70,0
5370,note_on,,,,,0,0,3,,,,46,70,2
5370,note_on,,,,,90,0,3,,,,41,0,2
5400,note_on,,,,,30,0,3,,,,46,0,2
5400,note_on,,,,,0,0,3,,,,40,70,2
5400,note_on,,,,,60,0,1,,,,81,0,0
5400,note_on,,,,,0,0,1,,,,80,70,0
5400,note_on,,,,,60,0,2,,,,50,0,1
5430,note_on,,,,,30,0,2,,,,50,70,1
5460,note_on,,,,,0,0,1,,,,79,70,0
5460,note_on,,,,,30,0,2,,,,50,0,1
5460,note_on,,,,,60,0,1,,,,80,0,0
5460,note_on,,,,,0,0,2,,,,49,70,1
5490,note_on,,,,,0,0,3,,,,45,70,2
5490,note_on,,,,,90,0,3,,,,40,0,2
5520,note_on,,,,,0,0,3,,,,38,70,2
5520,note_on,,,,,30,0,3,,,,45,0,2
5520,note_on,,,,,60,0,2,,,,49,0,1
5520,note_on,,,,,0,0,2,,,,50,70,1
5520,note_on,,,,,0,0,1,,,,78,70,0
5520,note_on,,,,,60,0,1,,,,79,0,0
5550,note_on,,,,,30,0,2,,,,50,0,1
5550,note_on,,,,,0,0,2,,,,69,70,1
5580,note_on,,,,,0,0,3,,,,50,70,2
5580,note_on,,,,,60,0,3,,,,38,0,2
5580,note_on,,,,,0,0,1,,,,77,70,0
5580,note_on,,,,,60,0,1,,,,78,0,0
5580,note_on,,,,,30,0,2,,,,69,0,1
5580,note_on,,,,,0,0,2,,,,70,70,1
5610,note_on,,,,,0,0,2,,,,69,70,1
5610,note_on,,,,,30,0,2,,,,70,0,1
5640,note_on,,,,,60,0,1,,,,77,0,0
5640,note_on,,,,,0,0,1,,,,76,70,0
5640,note_on,,,,,0,0,2,,,,67,70,1
5640,note_on,,,,,30,0,2,,,,69,0,1
5670,note_on,,,,,30,0,2,,,,67,0,1
5670,note_on,,,,,0,0,2,,,,70,70,1
5700,note_on,,,,,120,0,3,,,,50,0,2
5700,note_on,,,,,0,0,2,,,,69,70,1
5700,note_on,,,,,30,0,2,,,,70,0,1
5700,note_on,,,,,0,0,3,,,,49,70,2
5730,note_on,,,,,30,0,2,,,,69,0,1
5730,note_on,,,,,0,0,2,,,,67,70,1
5760,note_on,,,,,30,0,2,,,,67,0,1
5760,note_on,,,,,0,0,2,,,,65,70,1
5760,note_on,,,,,60,0,3,,,,49,0,2
5760,note_on,,,,,0,0,3,,,,50,70,2
5790,note_on,,,,,30,0,3,,,,50,0,2
5790,note_on,,,,,0,0,3,,,,57,70,2
5820,note_on,,,,,0,0,1,,,,74,70,0
5820,note_on,,,,,30,0,3,,,,57,0,2
5820,note_on,,,,,0,0,3,,,,58,70,2
5820,note_on,,,,,180,0,1,,,,76,0,0
5850,note_on,,,,,30,0,3,,,,58,0,2
5850,note_on,,,,,0,0,3,,,,57,70,2
5880,note_on,,,,,30,0,3,,,,57,0,2
5880,note_on,,,,,0,0,3,,,,55,70,2
5880,note_on,,,,,120,0,2,,,,65,0,1
5880,note_on,,,,,0,0,2,,,,64,70,1
5910,note_on,,,,,0,0,3,,,,58,70,2
5910,note_on,,,,,30,0,3,,,,55,0,2
5940,note_on,,,,,0,0,3,,,,57,70,2
5940,note_on,,,,,30,0,3,,,,58,0,2
5940,note_on,,,,,120,0,1,,,,74,0,0
5940,note_on,,,,,0,0,1,,,,73,70,0
5970,note_on,,,,,0,0,3,,,,55,70,2
5970,note_on,,,,,30,0,3,,,,57,0,2
6000,note_on,,,,,0,0,3,,,,53,70,2
6000,note_on,,,,,30,0,3,,,,55,0,2
6000,note_on,,,,,60,0,1,,,,73,0,0
6030,note_on,,,,,30,0,1,,,,81,70,0
6060,note_on,,,,,0,0,1,,,,82,70,0
6060,note_on,,,,,30,0,1,,,,81,0,0
6060,note_on,,,,,0,0,2,,,,62,70,1
6060,note_on,,,,,180,0,2,,,,64,0,1
6090,note_on,,,,,0,0,1,,,,81,70,0
6090,note_on,,,,,30,0,1,,,,82,0,0
6120,note_on,,,,,30,0,1,,,,81,0,0
6120,note_on,,,,,120,0,3,,,,53,0,2
6120,note_on,,,,,0,0,1,,,,79,70,0
6120,note_on,,,,,0,0,3,,,,52,70,2
6150,note_on,,,,,0,0,1,,,,82,70,0
6150,note_on,,,,,30,0,1,,,,79,0,0
6180,note_on,,,,,0,0,1,,,,81,70,0
6180,note_on,,,,,30,0,1,,,,82,0,0
6180,note_on,,,,,0,0,2,,,,61,70,1
6180,note_on,,,,,120,0,2,,,,62,0,1
6210,note_on,,,,,30,0,1,,,,81,0,0
6210,note_on,,,,,0,0,1,,,,79,70,0
6240,note_on,,,,,60,0,2,,,,61,0,1
6240,note_on,,,,,0,0,3,,,,50,70,2
6240,note_on,,,,,30,0,1,,,,79,0,0
6240,note_on,,,,,0,0,2,,,,62,70,1
6240,note_on,,,,,0,0,1,,,,77,70,0
6240,note_on,,,,,120,0,3,,,,52,0,2
6260,note_on,,,,,0,0,2,,,,64,70,1
6260,note_on,,,,,20,0,2,,,,62,0,1
6260,note_on,,,,,0,0,1,,,,76,70,0
6260,note_on,,,,,20,0,1,,,,77,0,0
6279,note_on,,,,,0,0,1,,,,74,70,0
6279,note_on,,,,,19,0,2,,,,64,0,1
6279,note_on,,,,,0,0,2,,,,65,70,1
6279,note_on,,,,,19,0,1,,,,76,0,0
6300,note_on,,,,,60,0,3,,,,50,0,2
6300,note_on,,,,,0,0,2,,,,67,70,1
6300,note_on,,,,,21,0,2,,,,65,0,1
6300,note_on,,,,,21,0,1,,,,74,0,0
6300,note_on,,,,,0,0,1,,,,73,70,0
6320,note_on,,,,,20,0,1,,,,73,0,0
6320,note_on,,,,,0,0,1,,,,74,70,0
6320,note_on,,,,,0,0,2,,,,65,70,1
6320,note_on,,,,,20,0,2,,,,67,0,1
6339,note_on,,,,,0,0,2,,,,64,70,1
6339,note_on,,,,,19,0,2,,,,65,0,1
6339,note_on,,,,,0,0,1,,,,76,70,0
6339,note_on,,,,,19,0,1,,,,74,0,0
6360,note_on,,,,,0,0,2,,,,65,70,1
6360,note_on,,,,,21,0,2,,,,64,0,1
6360,note_on,,,,,0,0,1,,,,69,70,0
6360,note_on,,,,,21,0,1,,,,76,0,0
6380,note_on,,,,,0,0,1,,,,71,70,0
6380,note_on,,,,,20,0,1,,,,69,0,0
6380,note_on,,,,,20,0,2,,,,65,0,1
6380,note_on,,,,,0,0,2,,,,67,70,1
6399,note_on,,,,,0,0,2,,,,69,70,1
6399,note_on,,,,,0,0,1,,,,73,70,0
6399,note_on,,,,,19,0,1,,,,71,0,0
6399,note_on,,,,,19,0,2,,,,67,0,1
6420,note_on,,,,,21,0,1,,,,73,0,0
6420,note_on,,,,,21,0,2,,,,69,0,1
6420,note_on,,,,,0,0,2,,,,70,70,1
6420,note_on,,,,,0,0,1,,,,74,70,0
6440,note_on,,,,,20,0,2,,,,70,0,1
6440,note_on,,,,,0,0,2,,,,69,70,1
6440,note_on,,,,,20,0,1,,,,74,0,0
6440,note_on,,,,,0,0,1,,,,73,70,0
6459,note_on,,,,,19,0,1,,,,73,0,0
6459,note_on,,,,,0,0,1,,,,71,70,0
6459,note_on,,,,,19,0,2,,,,69,0,1
6459,note_on,,,,,0,0,2,,,,67,70,1
6480,note_on,,,,,21,0,2,,,,67,0,1
6480,note_on,,,,,21,0,1,,,,71,0,0
6480,note_on,,,,,0,0,1,,,,73,70,0
6480,note_on,,,,,0,0,2,,,,69,70,1
6500,note_on,,,,,20,0,1,,,,73,0,0
6500,note_on,,,,,0,0,1,,,,74,70,0
6519,note_on,,,,,19,0,1,,,,74,0,0
6519,note_on,,,,,0,0,1,,,,76,70,0
6540,note_on,,,,,0,0,2,,,,74,70,1
6540,note_on,,,,,21,0,1,,,,76,0,0
6540,note_on,,,,,0,0,1,,,,77,70,0
6540,note_on,,,,,60,0,2,,,,69,0,1
6560,note_on,,,,,20,0,1,,,,77,0,0
6560,note_on,,,,,0,0,1,,,,76,70,0
6579,note_on,,,,,19,0,1,,,,76,0,0
6579,note_on,,,,,0,0,1,,,,74,70,0
6600,note_on,,,,,21,0,1,,,,74,0,0
6600,note_on,,,,,0,0,2,,,,73,70,1
6600,note_on,,,,,60,0,2,,,,74,0,1
6600,note_on,,,,,0,0,1,,,,76,70,0
6630,note_on,,,,,330,0,3,,,,47,70,2
6660,note_on,,,,,60,0,1,,,,76,0,0
6660,note_on,,,,,0,0,1,,,,81,70,0
6660,note_on,,,,,0,0,2,,,,72,70,1
6660,note_on,,,,,60,0,2,,,,73,0,1
6660,note_on,,,,,30,0,3,,,,47,0,2
6660,note_on,,,,,0,0,3,,,,48,70,2
6690,note_on,,,,,30,0,3,,,,48,0,2
6690,note_on,,,,,0,0,3,,,,50,70,2
6720,note_on,,,,,60,0,1,,,,81,0,0
6720,note_on,,,,,60,0,2,,,,72,0,1
6720,note_on,,,,,0,0,2,,,,71,70,1
6720,note_on,,,,,0,0,1,,,,80,70,0
6720,note_on,,,,,30,0,3,,,,50,0,2
6720,note_on,,,,,0,0,3,,,,52,70,2
6750,note_on,,,,,30,0,3,,,,52,0,2
6750,note_on,,,,,0,0,3,,,,54,70,2
6780,note_on,,,,,30,0,3,,,,54,0,2
6780,note_on,,,,,60,0,1,,,,80,0,0
6780,note_on,,,,,60,0,2,,,,71,0,1
6780,note_on,,,,,0,0,1,,,,79,70,0
6780,note_on,,,,,0,0,2,,,,70,70,1
6780,note_on,,,,,0,0,3,,,,55,70,2
6810,note_on,,,,,30,0,3,,,,55,0,2
6810,note_on,,,,,0,0,3,,,,52,70,2
6840,note_on,,,,,0,0,3,,,,57,70,2
6840,note_on,,,,,0,0,1,,,,78,70,0
6840,note_on,,,,,60,0,1,,,,79,0,0
6840,note_on,,,,,60,0,2,,,,70,0,1
6840,note_on,,,,,30,0,3,,,,52,0,2
6840,note_on,,,,,0,0,2,,,,69,70,1
6870,note_on,,,,,30,0,3,,,,57,0,2
6870,note_on,,,,,0,0,3,,,,56,70,2
6900,note_on,,,,,30,0,3,,,,56,0,2
6900,note_on,,,,,0,0,3,,,,57,70,2
6900,note_on,,,,,60,0,1,,,,78,0,0
6900,note_on,,,,,0,0,1,,,,77,70,0
6930,note_on,,,,,0,0,3,,,,59,70,2
6930,note_on,,,,,30,0,3,,,,57,0,2
6960,note_on,,,,,30,0,3,,,,59,0,2
6960,note_on,,,,,0,0,3,,,,60,70,2
6960,note_on,,,,,60,0,1,,,,77,0,0
6960,note_on,,,,,0,0,1,,,,76,70,0
6990,note_on,,,,,30,0,3,,,,60,0,2
6990,note_on,,,,,0,0,3,,,,54,70,2
7020,note_on,,,,,60,0,1,,,,76,0,0
7020,note_on,,,,,180,0,2,,,,69,0,1
7020,note_on,,,,,0,0,3,,,,59,70,2
7020,note_on,,,,,30,0,3,,,,54,0,2
7020,note_on,,,,,0,0,1,,,,74,70,0
7050,note_on,,,,,30,0,3,,,,59,0,2
7050,note_on,,,,,30,0,2,,,,65,70,1
7050,note_on,,,,,0,0,3,,,,57,70,2
7080,note_on,,,,,30,0,2,,,,65,0,1
7080,note_on,,,,,0,0,2,,,,64,70,1
7080,note_on,,,,,30,0,3,,,,57,0,2
7080,note_on,,,,,0,0,3,,,,56,70,2
7110,note_on,,,,,30,0,3,,,,56,0,2
7110,note_on,,,,,0,0,3,,,,52,70,2
7140,note_on,,,,,0,0,3,,,,57,70,2
7140,note_on,,,,,30,0,3,,,,52,0,2
7140,note_on,,,,,0,0,1,,,,72,70,0
7140,note_on,,,,,120,0,1,,,,74,0,0
7170,note_on,,,,,90,0,2,,,,64,0,1
7170,note_on,,,,,0,0,2,,,,64,70,1
7200,note_on,,,,,30,0,2,,,,64,0,1
7200,note_on,,,,,0,0,2,,,,62,70,1
7200,note_on,,,,,0,0,1,,,,71,70,0
7200,note_on,,,,,60,0,1,,,,72,0,0
7230,note_on,,,,,90,0,3,,,,57,0,2
7230,note_on,,,,,0,0,3,,,,50,70,2
7260,note_on,,,,,30,0,3,,,,50,0,2
7260,note_on,,,,,0,0,3,,,,55,70,2
7260,note_on,,,,,0,0,1,,,,70,70,0
7260,note_on,,,,,60,0,1,,,,71,0,0
7290,note_on,,,,,0,0,3,,,,53,70,2
7290,note_on,,,,,30,0,3,,,,55,0,2
7290,note_on,,,,,90,0,2,,,,62,0,1
7290,note_on,,,,,0,0,2,,,,62,70,1
7320,note_on,,,,,0,0,2,,,,60,70,1
7320,note_on,,,,,30,0,2,,,,62,0,1
7320,note_on,,,,,0,0,3,,,,52,70,2
7320,note_on,,,,,30,0,3,,,,53,0,2
7350,note_on,,,,,0,0,3,,,,48,70,2
7350,note_on,,,,,30,0,3,,,,52,0,2
7380,note_on,,,,,120,0,1,,,,70,0,0
7380,note_on,,,,,30,0,3,,,,48,0,2
7380,note_on,,,,,0,0,3,,,,53,70,2
7380,note_on,,,,,0,0,1,,,,69,70,0
7410,note_on,,,,,0,0,2,,,,60,70,1
7410,note_on,,,,,90,0,2,,,,60,0,1
7440,note_on,,,,,0,0,2,,,,59,70,1
7440,note_on,,,,,60,0,1,,,,69,0,0
7440,note_on,,,,,0,0,1,,,,68,70,0
7440,note_on,,,,,30,0,2,,,,60,0,1
7470,note_on,,,,,0,0,3,,,,47,70,2
7470,note_on,,,,,90,0,3,,,,53,0,2
7500,note_on,,,,,0,0,3,,,,52,70,2
7500,note_on,,,,,30,0,3,,,,47,0,2
7500,note_on,,,,,0,0,1,,,,67,70,0
7500,note_on,,,,,60,0,1,,,,68,0,0
7530,note_on,,,,,0,0,2,,,,58,70,1
7530,note_on,,,,,90,0,2,,,,59,0,1
7530,note_on,,,,,30,0,3,,,,52,0,2
7530,note_on,,,,,0,0,3,,,,50,70,2
7560,note_on,,,,,0,0,2,,,,57,70,1
7560,note_on,,,,,30,0,2,,,,58,0,1
7560,note_on,,,,,0,0,3,,,,49,70,2
7560,note_on,,,,,30,0,3,,,,50,0,2
7590,note_on,,,,,0,0,3,,,,45,70,2
7590,note_on,,,,,30,0,3,,,,49,0,2
7620,note_on,,,,,0,0,1,,,,65,70,0
7620,note_on,,,,,120,0,1,,,,67,0,0
7620,note_on,,,,,0,0,3,,,,50,70,2
7620,note_on,,,,,30,0,3,,,,45,0,2
7620,note_on,,,,,60,0,2,,,,57,0,1
7630,note_on,,,,,10,0,1,,,,67,70,0
7639,note_on,,,,,9,0,1,,,,67,0,0
7639,note_on,,,,,0,0,1,,,,65,0,0
7640,note_on,,,,,0,0,1,,,,65,70,0
7640,note_on,,,,,1,0,1,,,,67,70,0
7649,note_on,,,,,9,0,1,,,,65,0,0
7649,note_on,,,,,0,0,1,,,,67,0,0
7650,note_on,,,,,1,0,1,,,,65,70,0
7659,note_on,,,,,9,0,1,,,,65,0,0
7660,note_on,,,,,1,0,1,,,,64,70,0
7669,note_on,,,,,9,0,1,,,,64,0,0
7670,note_on,,,,,1,0,1,,,,65,70,0
7679,note_on,,,,,9,0,1,,,,65,0,0
7680,note_on,,,,,1,0,1,,,,64,70,0
7680,note_on,,,,,60,0,2,,,,69,70,1
7700,note_on,,,,,20,0,2,,,,69,0,1
7700,note_on,,,,,0,0,2,,,,67,70,1
7719,note_on,,,,,19,0,2,,,,67,0,1
7719,note_on,,,,,0,0,2,,,,65,70,1
7740,note_on,,,,,120,0,3,,,,50,0,2
7740,note_on,,,,,60,0,1,,,,64,0,0
7740,note_on,,,,,0,0,3,,,,49,70,2
7740,note_on,,,,,0,0,2,,,,64,70,1
7740,note_on,,,,,21,0,2,,,,65,0,1
7760,note_on,,,,,20,0,2,,,,64,0,1
7760,note_on,,,,,0,0,2,,,,65,70,1
7779,note_on,,,,,19,0,2,,,,65,0,1
7779,note_on,,,,,0,0,2,,,,67,70,1
7800,note_on,,,,,60,0,3,,,,49,0,2
7800,note_on,,,,,0,0,3,,,,50,70,2
7800,note_on,,,,,0,0,2,,,,65,70,1
7800,note_on,,,,,21,0,2,,,,67,0,1
7820,note_on,,,,,0,0,2,,,,64,70,1
7820,note_on,,,,,0,0,3,,,,48,70,2
7820,note_on,,,,,20,0,3,,,,50,0,2
7820,note_on,,,,,20,0,2,,,,65,0,1
7839,note_on,,,,,0,0,3,,,,46,70,2
7839,note_on,,,,,19,0,3,,,,48,0,2
7839,note_on,,,,,19,0,2,,,,64,0,1
7839,note_on,,,,,0,0,2,,,,62,70,1
7860,note_on,,,,,0,0,2,,,,61,70,1
7860,note_on,,,,,21,0,2,,,,62,0,1
7860,note_on,,,,,0,0,3,,,,45,70,2
7860,note_on,,,,,21,0,3,,,,46,0,2
7880,note_on,,,,,0,0,2,,,,62,70,1
7880,note_on,,,,,20,0,2,,,,61,0,1
7880,note_on,,,,,0,0,3,,,,46,70,2
7880,note_on,,,,,20,0,3,,,,45,0,2
7899,note_on,,,,,0,0,2,,,,64,70,1
7899,note_on,,,,,0,0,3,,,,48,70,2
7899,note_on,,,,,19,0,2,,,,62,0,1
7899,note_on,,,,,19,0,3,,,,46,0,2
7920,note_on,,,,,0,0,2,,,,62,70,1
7920,note_on,,,,,21,0,3,,,,48,0,2
7920,note_on,,,,,21,0,2,,,,64,0,1
7920,note_on,,,,,0,0,3,,,,46,70,2
7940,note_on,,,,,20,0,3,,,,46,0,2
7940,note_on,,,,,0,0,3,,,,45,70,2
7959,note_on,,,,,0,0,3,,,,43,70,2
7959,note_on,,,,,19,0,3,,,,45,0,2
7980,note_on,,,,,21,0,3,,,,43,0,2
7980,note_on,,,,,0,0,3,,,,42,70,2
7980,note_on,,,,,0,0,2,,,,57,70,1
7980,note_on,,,,,60,0,2,,,,62,0,1
8000,note_on,,,,,20,0,3,,,,42,0,2
8000,note_on,,,,,0,0,3,,,,43,70,2
8019,note_on,,,,,19,0,3,,,,43,0,2
8019,note_on,,,,,0,0,3,,,,45,70,2
8040,note_on,,,,,0,0,2,,,,58,70,1
8040,note_on,,,,,60,0,2,,,,57,0,1
8040,note_on,,,,,21,0,3,,,,45,0,2
8040,note_on,,,,,0,0,3,,,,43,70,2
8060,note_on,,,,,320,0,1,,,,62,70,0
8079,note_on,,,,,19,0,1,,,,62,0,0
8079,note_on,,,,,0,0,1,,,,64,70,0
8100,note_on,,,,,0,0,2,,,,59,70,1
8100,note_on,,,,,21,0,1,,,,64,0,0
8100,note_on,,,,,60,0,2,,,,58,0,1
8100,note_on,,,,,0,0,1,,,,65,70,0
8100,note_on,,,,,0,0,3,,,,38,70,2
8100,note_on,,,,,60,0,3,,,,43,0,2
8120,note_on,,,,,20,0,1,,,,65,0,0
8120,note_on,,,,,0,0,1,,,,64,70,0
8139,note_on,,,,,0,0,1,,,,62,70,0
8139,note_on,,,,,19,0,1,,,,64,0,0
8160,note_on,,,,,0,0,3,,,,39,70,2
8160,note_on,,,,,60,0,3,,,,38,0,2
8160,note_on,,,,,0,0,2,,,,60,70,1
8160,note_on,,,,,21,0,1,,,,62,0,0
8160,note_on,,,,,60,0,2,,,,59,0,1
8180,note_on,,,,,20,0,1,,,,70,70,0
8199,note_on,,,,,19,0,1,,,,70,0,0
8199,note_on,,,,,0,0,1,,,,69,70,0
8220,note_on,,,,,0,0,3,,,,40,70,2
8220,note_on,,,,,0,0,1,,,,67,70,0
8220,note_on,,,,,60,0,3,,,,39,0,2
8220,note_on,,,,,0,0,2,,,,61,70,1
8220,note_on,,,,,60,0,2,,,,60,0,1
8220,note_on,,,,,21,0,1,,,,69,0,0
8240,note_on,,,,,20,0,1,,,,67,0,0
8240,note_on,,,,,0,0,1,,,,69,70,0
8259,note_on,,,,,0,0,1,,,,70,70,0
8259,note_on,,,,,19,0,1,,,,69,0,0
8280,note_on,,,,,21,0,1,,,,70,0,0
8280,note_on,,,,,0,0,3,,,,41,70,2
8280,note_on,,,,,60,0,3,,,,40,0,2
8280,note_on,,,,,60,0,2,,,,61,0,1
8280,note_on,,,,,0,0,2,,,,62,70,1
8300,note_on,,,,,20,0,1,,,,69,70,0
8319,note_on,,,,,19,0,1,,,,69,0,0
8319,note_on,,,,,0,0,1,,,,70,70,0
8340,note_on,,,,,0,0,1,,,,72,70,0
8340,note_on,,,,,21,0,1,,,,70,0,0
8340,note_on,,,,,0,0,3,,,,42,70,2
8340,note_on,,,,,60,0,3,,,,41,0,2
8360,note_on,,,,,0,0,1,,,,70,70,0
8360,note_on,,,,,20,0,1,,,,72,0,0
8379,note_on,,,,,0,0,1,,,,69,70,0
8379,note_on,,,,,19,0,1,,,,70,0,0
8400,note_on,,,,,0,0,1,,,,70,70,0
8400,note_on,,,,,21,0,1,,,,69,0,0
8400,note_on,,,,,0,0,3,,,,43,70,2
8400,note_on,,,,,60,0,3,,,,42,0,2
8420,note_on,,,,,0,0,3,,,,45,70,2
8420,note_on,,,,,20,0,3,,,,43,0,2
8439,note_on,,,,,0,0,3,,,,46,70,2
8439,note_on,,,,,19,0,3,,,,45,0,2
8460,note_on,,,,,0,0,1,,,,66,70,0
8460,note_on,,,,,60,0,1,,,,70,0,0
8460,note_on,,,,,21,0,3,,,,46,0,2
8460,note_on,,,,,0,0,3,,,,48,70,2
8480,note_on,,,,,20,0,3,,,,48,0,2
8480,note_on,,,,,0,0,3,,,,46,70,2
8499,note_on,,,,,19,0,3,,,,46,0,2
8499,note_on,,,,,0,0,3,,,,45,70,2
8520,note_on,,,,,21,0,3,,,,45,0,2
8520,note_on,,,,,0,0,3,,,,46,70,2
8520,note_on,,,,,60,0,1,,,,66,0,0
8520,note_on,,,,,0,0,1,,,,67,70,0
8540,note_on,,,,,0,0,1,,,,69,70,0
8540,note_on,,,,,20,0,1,,,,67,0,0
8540,note_on,,,,,0,0,3,,,,48,70,2
8540,note_on,,,,,20,0,3,,,,46,0,2
8559,note_on,,,,,19,0,1,,,,69,0,0
8559,note_on,,,,,0,0,1,,,,70,70,0
8559,note_on,,,,,0,0,3,,,,50,70,2
8559,note_on,,,,,19,0,3,,,,48,0,2
8580,note_on,,,,,0,0,3,,,,51,70,2
8580,note_on,,,,,21,0,3,,,,50,0,2
8580,note_on,,,,,0,0,1,,,,72,70,0
8580,note_on,,,,,300,0,2,,,,62,0,1
8580,note_on,,,,,21,0,1,,,,70,0,0
8600,note_on,,,,,0,0,1,,,,70,70,0
8600,note_on,,,,,20,0,1,,,,72,0,0
8600,note_on,,,,,20,0,3,,,,51,0,2
8600,note_on,,,,,0,0,3,,,,50,70,2
8619,note_on,,,,,19,0,3,,,,50,0,2
8619,note_on,,,,,19,0,1,,,,70,0,0
8619,note_on,,,,,0,0,3,,,,48,70,2
8619,note_on,,,,,0,0,1,,,,69,70,0
8640,note_on,,,,,21,0,1,,,,69,0,0
8640,note_on,,,,,0,0,1,,,,70,70,0
8640,note_on,,,,,0,0,3,,,,50,70,2
8640,note_on,,,,,21,0,3,,,,48,0,2
8660,note_on,,,,,20,0,1,,,,70,0,0
8660,note_on,,,,,0,0,1,,,,72,70,0
8679,note_on,,,,,19,0,1,,,,72,0,0
8679,note_on,,,,,0,0,1,,,,74,70,0
8700,note_on,,,,,0,0,1,,,,75,70,0
8700,note_on,,,,,21,0,1,,,,74,0,0
8700,note_on,,,,,60,0,3,,,,50,0,2
8700,note_on,,,,,0,0,3,,,,55,70,2
8720,note_on,,,,,20,0,1,,,,75,0,0
8720,note_on,,,,,0,0,1,,,,74,70,0
8739,note_on,,,,,19,0,1,,,,74,0,0
8739,note_on,,,,,0,0,1,,,,73,70,0
8760,note_on,,,,,21,0,1,,,,73,0,0
8760,note_on,,,,,180,0,2,,,,74,70,1
8760,note_on,,,,,0,0,1,,,,74,70,0
8780,note_on,,,,,20,0,2,,,,74,0,1
8780,note_on,,,,,0,0,2,,,,72,70,1
8799,note_on,,,,,0,0,2,,,,70,70,1
8799,note_on,,,,,19,0,2,,,,72,0,1
8820,note_on,,,,,0,0,2,,,,69,70,1
8820,note_on,,,,,120,0,3,,,,55,0,2
8820,note_on,,,,,0,0,3,,,,54,70,2
8820,note_on,,,,,21,0,2,,,,70,0,1
8840,note_on,,,,,0,0,2,,,,70,70,1
8840,note_on,,,,,20,0,2,,,,69,0,1
8859,note_on,,,,,0,0,2,,,,72,70,1
8859,note_on,,,,,19,0,2,,,,70,0,1
8880,note_on,,,,,60,0,3,,,,54,0,2
8880,note_on,,,,,0,0,2,,,,70,70,1
8880,note_on,,,,,0,0,3,,,,55,70,2
8880,note_on,,,,,21,0,2,,,,72,0,1
8900,note_on,,,,,0,0,3,,,,53,70,2
