tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
12484,note_on,,4,0,2,,,,,,1,,,64,0
12570,note_on,,330,0,3,,,,,,2,,,62,0
12600,note_on,,30,0,3,,,,,,2,,,60,80
12676,control_change,,436,0,1,,,,,,0,7,104,,
12690,note_on,,226,0,4,,,,,,4,,,38,0
12690,note_on,,206,0,2,,,,,,1,,,66,0
12690,note_on,,14,0,1,,,,,,0,,,69,0
12720,note_on,,30,0,1,,,,,,0,,,67,95
12720,note_on,,30,0,2,,,,,,1,,,62,75
12720,note_on,,30,0,4,,,,,,4,,,43,75
12788,control_change,,68,0,2,,,,,,1,7,99,,
12824,control_change,,224,0,3,,,,,,2,7,104,,
12930,note_on,,106,0,3,,,,,,2,,,60,0
12960,note_on,,30,0,3,,,,,,2,,,59,80
13064,note_on,,104,0,3,,,,,,2,,,59,0
13080,note_on,,16,0,3,,,,,,2,,,57,80
13184,note_on,,104,0,3,,,,,,2,,,57,0
13200,note_on,,16,0,3,,,,,,2,,,59,80
13680,control_change,,892,0,2,,,,,,1,7,98,,
13680,control_change,,960,0,4,,,,,,4,7,104,,
13680,control_change,,960,0,1,,,,,,0,7,103,,
13684,control_change,,4,0,4,,,,,,4,7,100,,
13684,control_change,,484,0,3,,,,,,2,7,103,,
13684,control_change,,4,0,1,,,,,,0,7,94,,
13688,control_change,,4,0,1,,,,,,0,7,93,,
13692,control_change,,8,0,3,,,,,,2,7,102,,
13692,control_change,,12,0,2,,,,,,1,7,95,,
13692,control_change,,4,0,1,,,,,,0,7,84,,
13696,control_change,,4,0,1,,,,,,0,7,83,,
13700,control_change,,4,0,1,,,,,,0,7,80,,
13708,control_change,,16,0,3,,,,,,2,7,95,,
13708,control_change,,16,0,2,,,,,,1,7,92,,
13708,control_change,,8,0,1,,,,,,0,7,79,,
13712,control_change,,28,0,4,,,,,,4,7,99,,
13716,control_change,,8,0,3,,,,,,2,7,94,,
13716,control_change,,4,0,4,,,,,,4,7,96,,
13716,control_change,,8,0,1,,,,,,0,7,58,,
13716,control_change,,8,0,2,,,,,,1,7,91,,
13720,control_change,,4,0,1,,,,,,0,7,56,,
13720,control_change,,4,0,4,,,,,,4,7,95,,
13720,control_change,,4,0,2,,,,,,1,7,82,,
13724,control_change,,8,0,3,,,,,,2,7,91,,
13724,control_change,,4,0,4,,,,,,4,7,92,,
13724,control_change,,4,0,2,,,,,,1,7,74,,
13724,control_change,,4,0,1,,,,,,0,7,52,,
13728,control_change,,4,0,2,,,,,,1,7,28,,
13728,control_change,,4,0,1,,,,,,0,7,48,,
13728,control_change,,4,0,3,,,,,,2,7,83,,
13732,control_change,,4,0,3,,,,,,2,7,80,,
13732,control_change,,4,0,2,,,,,,1,7,18,,
13732,control_change,,4,0,1,,,,,,0,7,13,,
13732,control_change,,8,0,4,,,,,,4,7,90,,
13736,control_change,,4,0,4,,,,,,4,7,89,,
13736,control_change,,4,0,3,,,,,,2,7,76,,
13740,control_change,,4,0,3,,,,,,2,7,31,,
13740,control_change,,4,0,4,,,,,,4,7,86,,
13740,control_change,,8,0,2,,,,,,1,7,13,,
13740,control_change,,8,0,1,,,,,,0,7,11,,
13748,control_change,,8,0,1,,,,,,0,7,6,,
13748,control_change,,8,0,3,,,,,,2,7,29,,
13748,control_change,,8,0,4,,,,,,4,7,85,,
13752,control_change,,4,0,1,,,,,,0,7,5,,
13756,control_change,,4,0,1,,,,,,0,7,4,,
13756,control_change,,8,0,3,,,,,,2,7,26,,
13760,control_change,,4,0,3,,,,,,2,7,25,,
13764,control_change,,16,0,4,,,,,,4,7,40,,
13764,control_change,,4,0,3,,,,,,2,7,24,,
13768,control_change,,4,0,4,,,,,,4,7,38,,
13772,control_change,,4,0,4,,,,,,4,7,34,,
13772,control_change,,32,0,2,,,,,,1,7,12,,
13772,control_change,,16,0,1,,,,,,0,7,5,,
13772,control_change,,8,0,3,,,,,,2,7,23,,
13776,control_change,,4,0,3,,,,,,2,7,22,,
13776,control_change,,4,0,2,,,,,,1,7,11,,
13780,control_change,,4,0,3,,,,,,2,7,19,,
13780,control_change,,8,0,4,,,,,,4,7,27,,
13780,control_change,,8,0,1,,,,,,0,7,6,,
13784,control_change,,4,0,3,,,,,,2,7,14,,
13784,control_change,,8,0,2,,,,,,1,7,10,,
13784,control_change,,4,0,4,,,,,,4,7,25,,
13788,control_change,,4,0,4,,,,,,4,7,15,,
13788,control_change,,8,0,1,,,,,,0,7,5,,
13788,control_change,,4,0,3,,,,,,2,7,12,,
13788,control_change,,4,0,2,,,,,,1,7,8,,
13792,control_change,,4,0,3,,,,,,2,7,10,,
13792,control_change,,4,0,4,,,,,,4,7,14,,
13796,control_change,,4,0,3,,,,,,2,7,7,,
13796,control_change,,4,0,4,,,,,,4,7,11,,
13796,control_change,,8,0,1,,,,,,0,7,0,,
13800,control_change,,12,0,2,,,,,,1,7,0,,
13800,control_change,,4,0,3,,,,,,2,7,0,,
13800,control_change,,4,0,4,,,,,,4,7,0,,
13920,note_on,,124,0,1,,,,,,0,,,67,0
13920,note_on,,120,0,3,,,,,,2,,,59,0
13920,end_of_track,,0,1,3,,,,,,,,,,
13920,note_on,,120,0,2,,,,,,1,,,62,0
13920,end_of_track,,0,1,2,,,,,,,,,,
13920,note_on,,120,0,4,,,,,,4,,,43,0
13920,end_of_track,,0,1,1,,,,,,,,,,
13920,end_of_track,,0,1,4,,,,,,,,,,
