tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,pitch,note,velocity
90040,note_on,193,0,12,,,,,,,,,,,,,,,12,,,,59,100
90040,note_on,193,0,3,,,,,,,,,,,,,,,2,,,,74,100
90230,note_on,190,0,3,,,,,,,,,,,,,,,2,,,,74,0
90231,note_on,191,0,12,,,,,,,,,,,,,,,12,,,,59,0
90231,note_on,287,0,11,,,,,,,,,,,,,,,11,,,,82,0
90232,note_on,1,0,12,,,,,,,,,,,,,,,12,,,,71,100
90232,note_on,0,0,12,,,,,,,,,,,,,,,12,,,,83,100
90328,note_on,98,0,3,,,,,,,,,,,,,,,2,,,,74,100
90423,note_on,191,0,12,,,,,,,,,,,,,,,12,,,,71,0
90424,note_on,385,0,2,,,,,,,,,,,,,,,1,,,,73,100
90448,note_on,120,0,3,,,,,,,,,,,,,,,2,,,,74,0
90520,note_on,1224,0,5,,,,,,,,,,,,,,,4,,,,76,100
90615,note_on,191,0,2,,,,,,,,,,,,,,,1,,,,73,0
90615,note_on,192,0,12,,,,,,,,,,,,,,,12,,,,83,0
90616,note_on,2305,0,4,,,,,,,,,,,,,,,3,,,,75,100
90616,note_on,961,0,10,,,,,,,,,,,,,,,10,,,,81,100
90640,note_on,120,0,5,,,,,,,,,,,,,,,4,,,,76,0
90712,note_on,1032,0,7,,,,,,,,,,,,,,,6,,,,78,100
90807,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
90807,note_on,191,0,4,,,,,,,,,,,,,,,3,,,,75,0
90807,note_on,191,0,10,,,,,,,,,,,,,,,10,,,,81,0
90808,note_on,168,0,5,,,,,,,,,,,,,,,4,,,,76,100
90808,note_on,936,0,9,,,,,,,,,,,,,,,8,,,,80,100
90904,note_on,456,0,3,,,,,,,,,,,,,,,2,,,,74,100
90998,note_on,190,0,5,,,,,,,,,,,,,,,4,,,,76,0
90999,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,74,0
91000,note_on,385,0,2,,,,,,,,,,,,,,,1,,,,73,100
91096,note_on,289,0,10,,,,,,,,,,,,,,,10,,,,69,100
91191,note_on,383,0,9,,,,,,,,,,,,,,,8,,,,80,0
91191,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,69,0
91192,note_on,385,0,7,,,,,,,,,,,,,,,6,,,,78,100
91192,note_on,193,0,3,,,,,,,,,,,,,,,2,,,,62,100
91287,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
91288,note_on,290,0,5,,,,,,,,,,,,,,,4,,,,76,100
91382,note_on,190,0,3,,,,,,,,,,,,,,,2,,,,62,0
91383,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,76,0
91383,note_on,383,0,2,,,,,,,,,,,,,,,1,,,,73,0
91384,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,78,100
91384,note_on,769,0,12,,,,,,,,,,,,,,,12,,,,71,100
91479,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
91480,note_on,289,0,9,,,,,,,,,,,,,,,8,,,,68,100
91480,note_on,98,0,3,,,,,,,,,,,,,,,2,,,,74,100
91575,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,74,0
91575,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,68,0
91576,note_on,193,0,5,,,,,,,,,,,,,,,4,,,,76,100
91576,note_on,193,0,2,,,,,,,,,,,,,,,1,,,,61,100
91671,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,76,0
91672,note_on,97,0,3,,,,,,,,,,,,,,,2,,,,74,100
91766,note_on,190,0,2,,,,,,,,,,,,,,,1,,,,61,0
91767,note_on,383,0,12,,,,,,,,,,,,,,,12,,,,71,0
91767,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,74,0
91768,note_on,577,0,10,,,,,,,,,,,,,,,10,,,,69,100
91768,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,76,100
91863,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,76,0
91864,note_on,98,0,2,,,,,,,,,,,,,,,1,,,,73,100
91864,note_on,385,0,7,,,,,,,,,,,,,,,6,,,,66,100
91959,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
91959,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,66,0
91960,note_on,193,0,12,,,,,,,,,,,,,,,12,,,,59,100
91960,note_on,193,0,3,,,,,,,,,,,,,,,2,,,,74,100
92055,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,74,0
92056,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,73,100
92150,note_on,190,0,12,,,,,,,,,,,,,,,12,,,,59,0
92151,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
92151,note_on,383,0,10,,,,,,,,,,,,,,,10,,,,69,0
92152,note_on,97,0,3,,,,,,,,,,,,,,,2,,,,74,100
92152,note_on,577,0,9,,,,,,,,,,,,,,,8,,,,68,100
92247,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,74,0
92248,note_on,0,0,5,,,,,,,,,,,,,,,4,,,,76,100
92248,note_on,385,0,5,,,,,,,,,,,,,,,4,,,,64,100
92343,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,76,0
92343,note_on,0,0,5,,,,,,,,,,,,,,,4,,,,64,0
92343,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,68,0
92344,note_on,193,0,2,,,,,,,,,,,,,,,1,,,,73,100
92344,note_on,385,0,7,,,,,,,,,,,,,,,6,,,,66,100
92344,note_on,193,0,10,,,,,,,,,,,,,,,10,,,,69,100
92439,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,69,0
92440,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,68,100
92535,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,66,0
92535,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,68,0
92536,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,69,100
92536,note_on,193,0,5,,,,,,,,,,,,,,,4,,,,64,100
92631,note_on,287,0,2,,,,,,,,,,,,,,,1,,,,73,0
92631,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,69,0
92632,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,73,100
92632,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,68,100
92727,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
92727,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,64,0
92728,note_on,1921,0,4,,,,,,,,,,,,,,,3,,,,63,100
92728,note_on,193,0,7,,,,,,,,,,,,,,,6,,,,78,100
92823,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
92824,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,76,100
92919,note_on,191,0,4,,,,,,,,,,,,,,,3,,,,63,0
92919,note_on,287,0,9,,,,,,,,,,,,,,,8,,,,68,0
92919,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,76,0
92920,note_on,193,0,2,,,,,,,,,,,,,,,1,,,,61,100
92920,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,78,100
92920,note_on,289,0,10,,,,,,,,,,,,,,,10,,,,69,100
93015,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
93016,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,76,100
93111,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,76,0
93111,note_on,191,0,2,,,,,,,,,,,,,,,1,,,,61,0
93111,note_on,191,0,10,,,,,,,,,,,,,,,10,,,,69,0
93112,note_on,962,0,12,,,,,,,,,,,,,,,12,,,,59,100
93112,note_on,193,0,9,,,,,,,,,,,,,,,8,,,,68,100
93112,note_on,865,0,3,,,,,,,,,,,,,,,2,,,,74,100
93207,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,74,0
93208,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,73,100
93303,note_on,191,0,12,,,,,,,,,,,,,,,12,,,,59,0
93303,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
93303,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,68,0
93304,note_on,97,0,3,,,,,,,,,,,,,,,2,,,,74,100
93304,note_on,0,0,10,,,,,,,,,,,,,,,10,,,,69,100
93304,note_on,193,0,10,,,,,,,,,,,,,,,10,,,,57,100
93399,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,74,0
93400,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,73,100
93495,note_on,191,0,10,,,,,,,,,,,,,,,10,,,,69,0
93495,note_on,0,0,10,,,,,,,,,,,,,,,10,,,,57,0
93495,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
93496,note_on,193,0,12,,,,,,,,,,,,,,,12,,,,71,100
93496,note_on,193,0,9,,,,,,,,,,,,,,,8,,,,56,100
93496,note_on,385,0,5,,,,,,,,,,,,,,,4,,,,64,100
93591,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,71,0
93592,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,69,100
93687,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,69,0
93687,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,64,0
93687,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,56,0
93688,note_on,673,0,7,,,,,,,,,,,,,,,6,,,,54,100
93688,note_on,97,0,12,,,,,,,,,,,,,,,12,,,,71,100
93688,note_on,289,0,3,,,,,,,,,,,,,,,2,,,,62,100
93783,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,71,0
93784,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,69,100
93879,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,54,0
93879,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,69,0
93880,note_on,193,0,5,,,,,,,,,,,,,,,4,,,,52,100
93880,note_on,193,0,9,,,,,,,,,,,,,,,8,,,,68,100
93975,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,68,0
93975,note_on,287,0,3,,,,,,,,,,,,,,,2,,,,62,0
93976,note_on,1,0,9,,,,,,,,,,,,,,,8,,,,56,100
93976,note_on,1,0,3,,,,,,,,,,,,,,,2,,,,74,100
94071,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
94071,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,74,0
94071,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,52,0
94072,note_on,577,0,2,,,,,,,,,,,,,,,1,,,,73,100
94072,note_on,193,0,7,,,,,,,,,,,,,,,6,,,,54,100
94072,note_on,193,0,10,,,,,,,,,,,,,,,10,,,,57,100
94167,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
94168,note_on,385,0,12,,,,,,,,,,,,,,,12,,,,71,100
94263,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,71,0
94263,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,54,0
94264,note_on,193,0,3,,,,,,,,,,,,,,,2,,,,50,100
94264,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,73,100
94312,note_on,49,0,12,,,,,,,,,,,,,,,12,,,,71,100
94312,note_on,48,0,2,,,,,,,,,,,,,,,1,,,,73,0
94360,note_on,48,0,12,,,,,,,,,,,,,,,12,,,,71,0
94360,note_on,48,0,2,,,,,,,,,,,,,,,1,,,,73,100
94408,note_on,48,0,12,,,,,,,,,,,,,,,12,,,,71,100
94408,note_on,48,0,2,,,,,,,,,,,,,,,1,,,,73,0
94455,note_on,191,0,3,,,,,,,,,,,,,,,2,,,,50,0
94456,note_on,385,0,5,,,,,,,,,,,,,,,4,,,,52,100
94548,note_on,140,0,12,,,,,,,,,,,,,,,12,,,,71,0
94551,note_on,479,0,10,,,,,,,,,,,,,,,10,,,,57,0
94552,note_on,1,0,10,,,,,,,,,,,,,,,10,,,,69,100
94552,note_on,481,0,9,,,,,,,,,,,,,,,8,,,,56,100
94647,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,69,0
94647,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
94647,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,52,0
94648,note_on,1,0,10,,,,,,,,,,,,,,,10,,,,45,100
94648,note_on,0,0,10,,,,,,,,,,,,,,,10,,,,69,100
94648,note_on,0,0,10,,,,,,,,,,,,,,,10,,,,57,100
94743,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
94744,note_on,336,0,2,,,,,,,,,,,,,,,1,,,,73,100
94839,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
94840,note_on,292,0,12,,,,,,,,,,,,,,,12,,,,71,100
94935,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,71,0
94936,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,73,100
95028,note_on,285,0,10,,,,,,,,,,,,,,,10,,,,45,0
95031,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
95032,note_on,769,0,7,,,,,,,,,,,,,,,6,,,,66,100
95127,note_on,99,0,10,,,,,,,,,,,,,,,10,,,,69,0
95128,note_on,2209,0,4,,,,,,,,,,,,,,,3,,,,51,100
95128,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,78,100
95223,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
95223,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
95224,note_on,577,0,5,,,,,,,,,,,,,,,4,,,,76,100
95224,note_on,193,0,2,,,,,,,,,,,,,,,1,,,,49,100
95319,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,49,0
95319,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,76,0
95320,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,51,100
95320,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,78,100
95415,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
95415,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
95416,note_on,18241,0,1,,,,,,,,,,,,,,,0,,,,72,100
95416,note_on,769,0,9,,,,,,,,,,,,,,,8,,,,44,100
95511,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,66,0
95512,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,68,100
95607,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,68,0
95608,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,66,100
95703,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,66,0
95704,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,68,100
95796,note_on,92,0,9,,,,,,,,,,,,,,,8,,,,44,0
95799,note_on,3,0,9,,,,,,,,,,,,,,,8,,,,68,0
95800,note_on,481,0,2,,,,,,,,,,,,,,,1,,,,61,100
95895,note_on,479,0,1,,,,,,,,,,,,,,,0,,,,72,0
95896,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,100
95896,note_on,769,0,10,,,,,,,,,,,,,,,10,,,,45,100
95991,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,45,0
95991,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
95992,note_on,193,0,9,,,,,,,,,,,,,,,8,,,,44,100
95992,note_on,1057,0,12,,,,,,,,,,,,,,,12,,,,71,100
96087,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,44,0
96087,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,71,0
96088,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,45,100
96088,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,73,100
96183,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,45,0
96183,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
96184,note_on,1,0,10,,,,,,,,,,,,,,,10,,,,69,100
96184,note_on,481,0,7,,,,,,,,,,,,,,,6,,,,42,100
96279,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,61,0
96280,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,66,100
96375,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,66,0
96376,note_on,1057,0,5,,,,,,,,,,,,,,,4,,,,64,100
96471,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,64,0
96472,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,66,100
96564,note_on,92,0,7,,,,,,,,,,,,,,,6,,,,42,0
96567,note_on,3,0,7,,,,,,,,,,,,,,,6,,,,66,0
96568,note_on,1153,0,4,,,,,,,,,,,,,,,3,,,,63,100
96663,note_on,479,0,10,,,,,,,,,,,,,,,10,,,,69,0
96664,note_on,577,0,12,,,,,,,,,,,,,,,12,,,,71,100
96664,note_on,577,0,9,,,,,,,,,,,,,,,8,,,,44,100
96759,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,44,0
96759,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,71,0
96760,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,69,100
96760,note_on,193,0,7,,,,,,,,,,,,,,,6,,,,42,100
96855,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,42,0
96855,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,69,0
96856,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,44,100
96856,note_on,97,0,12,,,,,,,,,,,,,,,12,,,,71,100
96951,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,44,0
96951,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,71,0
96952,note_on,1,0,9,,,,,,,,,,,,,,,8,,,,68,100
96952,note_on,481,0,5,,,,,,,,,,,,,,,4,,,,40,100
97047,note_on,479,0,4,,,,,,,,,,,,,,,3,,,,63,0
97048,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,64,100
97143,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,64,0
97144,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,63,100
97239,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
97240,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,64,100
97332,note_on,92,0,5,,,,,,,,,,,,,,,4,,,,40,0
97335,note_on,3,0,5,,,,,,,,,,,,,,,4,,,,64,0
97336,note_on,1057,0,2,,,,,,,,,,,,,,,1,,,,61,100
97431,note_on,479,0,9,,,,,,,,,,,,,,,8,,,,68,0
97432,note_on,577,0,10,,,,,,,,,,,,,,,10,,,,45,100
97432,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,100
97527,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,45,0
97527,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
97528,note_on,577,0,12,,,,,,,,,,,,,,,12,,,,71,100
97528,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,44,100
97623,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,44,0
97623,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,71,0
97624,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,45,100
97624,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,73,100
97719,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,45,0
97719,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
97720,note_on,865,0,7,,,,,,,,,,,,,,,6,,,,66,100
97720,note_on,481,0,4,,,,,,,,,,,,,,,3,,,,39,100
97815,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,61,0
97816,note_on,96,0,4,,,,,,,,,,,,,,,3,,,,63,100
97911,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
97912,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,61,100
98007,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
98008,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,63,100
98100,note_on,92,0,4,,,,,,,,,,,,,,,3,,,,39,0
98103,note_on,3,0,4,,,,,,,,,,,,,,,3,,,,63,0
98104,note_on,2209,0,1,,,,,,,,,,,,,,,0,,,,60,100
98199,note_on,479,0,7,,,,,,,,,,,,,,,6,,,,66,0
98200,note_on,577,0,9,,,,,,,,,,,,,,,8,,,,44,100
98200,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,63,100
98295,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
98295,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,44,0
98296,note_on,1,0,9,,,,,,,,,,,,,,,8,,,,68,100
98296,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,42,100
98391,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,68,0
98391,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,42,0
98392,note_on,1,0,9,,,,,,,,,,,,,,,8,,,,44,100
98392,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,63,100
98487,note_on,383,0,1,,,,,,,,,,,,,,,0,,,,60,0
98487,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,44,0
98487,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
98488,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,61,100
98488,note_on,481,0,2,,,,,,,,,,,,,,,1,,,,37,100
98488,note_on,1153,0,5,,,,,,,,,,,,,,,4,,,,64,100
98583,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,37,0
98584,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,56,100
98679,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,64,0
98679,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
98680,note_on,1,0,5,,,,,,,,,,,,,,,4,,,,76,100
98680,note_on,289,0,7,,,,,,,,,,,,,,,6,,,,54,100
98775,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
98776,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,56,100
98871,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,76,0
98871,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
98872,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,78,100
98872,note_on,1153,0,10,,,,,,,,,,,,,,,10,,,,57,100
98967,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
98968,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,56,100
99063,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
99063,note_on,480,0,2,,,,,,,,,,,,,,,1,,,,61,0
99063,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,78,0
99064,note_on,1,0,9,,,,,,,,,,,,,,,8,,,,80,100
99064,note_on,193,0,5,,,,,,,,,,,,,,,4,,,,76,100
99064,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,57,100
99159,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
99160,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,56,100
99255,note_on,0,0,9,,,,,,,,,,,,,,,8,,,,80,0
99255,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,76,0
99255,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
99256,note_on,769,0,4,,,,,,,,,,,,,,,3,,,,75,100
99256,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,81,100
99256,note_on,193,0,7,,,,,,,,,,,,,,,6,,,,54,100
99351,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
99352,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,52,100
99447,note_on,191,0,4,,,,,,,,,,,,,,,3,,,,75,0
99447,note_on,191,0,10,,,,,,,,,,,,,,,10,,,,81,0
99447,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
99448,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,54,100
99448,note_on,193,0,9,,,,,,,,,,,,,,,8,,,,80,100
99448,note_on,1,0,5,,,,,,,,,,,,,,,4,,,,76,100
99543,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
99544,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,52,100
99639,note_on,0,0,5,,,,,,,,,,,,,,,4,,,,76,0
99639,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,80,0
99639,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
99640,note_on,193,0,4,,,,,,,,,,,,,,,3,,,,51,100
99640,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,78,100
99640,note_on,1153,0,1,,,,,,,,,,,,,,,0,,,,72,100
99735,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
99736,note_on,673,0,2,,,,,,,,,,,,,,,1,,,,49,100
99831,note_on,191,0,1,,,,,,,,,,,,,,,0,,,,72,0
99831,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,49,0
99831,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,78,0
99832,note_on,193,0,5,,,,,,,,,,,,,,,4,,,,76,100
99832,note_on,193,0,9,,,,,,,,,,,,,,,8,,,,68,100
99832,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,51,100
99927,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
99928,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,49,100
100023,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,49,0
100023,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,76,0
100023,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,68,0
100024,note_on,193,0,7,,,,,,,,,,,,,,,6,,,,66,100
100024,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,75,100
100024,note_on,193,0,1,,,,,,,,,,,,,,,0,,,,48,100
100119,note_on,95,0,1,,,,,,,,,,,,,,,0,,,,48,0
100120,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,49,100
100215,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,49,0
100215,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,66,0
100215,note_on,191,0,4,,,,,,,,,,,,,,,3,,,,75,0
100216,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,73,100
100216,note_on,97,0,1,,,,,,,,,,,,,,,0,,,,48,100
100216,note_on,193,0,5,,,,,,,,,,,,,,,4,,,,64,100
100311,note_on,95,0,1,,,,,,,,,,,,,,,0,,,,48,0
100312,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,49,100
100407,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,73,0
100407,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,64,0
100407,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,49,0
100408,note_on,0,0,4,,,,,,,,,,,,,,,3,,,,63,100
100408,note_on,97,0,1,,,,,,,,,,,,,,,0,,,,72,100
100408,note_on,193,0,4,,,,,,,,,,,,,,,3,,,,51,100
100503,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
100504,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,52,100
100599,note_on,96,0,4,,,,,,,,,,,,,,,3,,,,63,0
100599,note_on,191,0,1,,,,,,,,,,,,,,,0,,,,72,0
100599,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
100600,note_on,1,0,4,,,,,,,,,,,,,,,3,,,,51,100
100600,note_on,10369,0,11,,,,,,,,,,,,,,,11,,,,70,100
100600,note_on,193,0,2,,,,,,,,,,,,,,,1,,,,61,100
100695,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
100696,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,52,100
100791,note_on,191,0,11,,,,,,,,,,,,,,,11,,,,70,0
100791,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
100791,note_on,191,0,2,,,,,,,,,,,,,,,1,,,,61,0
100792,note_on,193,0,1,,,,,,,,,,,,,,,0,,,,60,100
100792,note_on,577,0,7,,,,,,,,,,,,,,,6,,,,54,100
100792,note_on,769,0,9,,,,,,,,,,,,,,,8,,,,68,100
100887,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
