tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity,value
60480,note_on,240,0,4,,,,,,,,3,56,0,
60480,note_on,960,0,5,,,,,,,,4,53,0,
60480,note_on,0,0,3,,,,,,,,2,67,64,
60480,note_on,0,0,1,,,,,,,,0,75,64,
60480,note_on,0,0,4,,,,,,,,3,55,64,
60480,note_on,480,0,3,,,,,,,,2,65,0,
60720,note_on,0,0,2,,,,,,,,1,71,64,
60720,note_on,720,0,2,,,,,,,,1,70,0,
60840,note_on,360,0,3,,,,,,,,2,67,0,
60840,note_on,0,0,3,,,,,,,,2,65,64,
60960,note_on,0,0,4,,,,,,,,3,56,64,
60960,note_on,0,0,2,,,,,,,,1,72,64,
60960,note_on,240,0,2,,,,,,,,1,71,0,
60960,note_on,0,0,6,,,,,,,,5,48,64,
60960,note_on,960,0,6,,,,,,,,5,50,0,
60960,note_on,480,0,4,,,,,,,,3,55,0,
60960,note_on,0,0,3,,,,,,,,2,63,64,
60960,note_on,120,0,3,,,,,,,,2,65,0,
61200,note_on,0,0,4,,,,,,,,3,55,64,
61200,note_on,240,0,3,,,,,,,,2,63,0,
61200,note_on,240,0,4,,,,,,,,3,56,0,
61200,note_on,0,0,3,,,,,,,,2,65,64,
61320,note_on,120,0,3,,,,,,,,2,65,0,
61320,note_on,0,0,3,,,,,,,,2,67,64,
61440,note_on,0,0,5,,,,,,,,4,50,64,
61440,note_on,0,0,4,,,,,,,,3,53,64,
61440,note_on,240,0,4,,,,,,,,3,55,0,
61440,note_on,0,0,3,,,,,,,,2,68,64,
61440,note_on,960,0,5,,,,,,,,4,51,0,
61440,note_on,0,0,1,,,,,,,,0,77,64,
61440,note_on,960,0,1,,,,,,,,0,75,0,
61440,note_on,0,0,2,,,,,,,,1,74,64,
61440,note_on,120,0,3,,,,,,,,2,67,0,
61440,note_on,480,0,2,,,,,,,,1,72,0,
61680,note_on,240,0,4,,,,,,,,3,53,0,
61680,note_on,0,0,4,,,,,,,,3,51,64,
61800,note_on,120,0,4,,,,,,,,3,51,0,
61800,note_on,0,0,4,,,,,,,,3,53,64,
61920,note_on,0,0,4,,,,,,,,3,55,64,
61920,note_on,0,0,6,,,,,,,,5,47,64,
61920,note_on,480,0,3,,,,,,,,2,68,0,
61920,note_on,0,0,3,,,,,,,,2,67,64,
61920,note_on,120,0,4,,,,,,,,3,53,0,
61920,note_on,960,0,6,,,,,,,,5,48,0,
62160,note_on,0,0,5,,,,,,,,4,48,64,
62160,note_on,720,0,5,,,,,,,,4,50,0,
62280,note_on,0,0,5,,,,,,,,4,50,64,
62280,note_on,120,0,5,,,,,,,,4,48,0,
62400,note_on,480,0,6,,,,,,,,5,47,0,
62400,note_on,960,0,1,,,,,,,,0,77,0,
62400,note_on,0,0,1,,,,,,,,0,75,64,
62400,note_on,0,0,5,,,,,,,,4,51,64,
62400,note_on,120,0,5,,,,,,,,4,50,0,
62400,note_on,0,0,6,,,,,,,,5,48,64,
62640,note_on,720,0,4,,,,,,,,3,55,0,
62640,note_on,0,0,4,,,,,,,,3,55,64,
62880,note_on,0,0,4,,,,,,,,3,56,64,
62880,note_on,240,0,4,,,,,,,,3,55,0,
62880,note_on,0,0,2,,,,,,,,1,72,64,
62880,note_on,1440,0,2,,,,,,,,1,74,0,
63120,note_on,720,0,5,,,,,,,,4,51,0,
63120,note_on,1200,0,3,,,,,,,,2,67,0,
63120,note_on,0,0,3,,,,,,,,2,68,64,
63120,note_on,0,0,5,,,,,,,,4,50,64,
63240,note_on,0,0,3,,,,,,,,2,67,64,
63240,note_on,120,0,3,,,,,,,,2,68,0,
63240,note_on,0,0,5,,,,,,,,4,51,64,
63240,note_on,120,0,5,,,,,,,,4,50,0,
63360,note_on,0,0,3,,,,,,,,2,65,64,
63360,note_on,120,0,3,,,,,,,,2,67,0,
63360,note_on,0,0,5,,,,,,,,4,53,64,
63360,note_on,960,0,6,,,,,,,,5,48,0,
63360,note_on,120,0,5,,,,,,,,4,51,0,
63360,note_on,0,0,6,,,,,,,,5,50,64,
63600,note_on,720,0,4,,,,,,,,3,56,0,
63600,note_on,0,0,4,,,,,,,,3,57,64,
63840,note_on,0,0,4,,,,,,,,3,58,64,
63840,note_on,1440,0,1,,,,,,,,0,75,0,
63840,note_on,0,0,2,,,,,,,,1,70,64,
63840,note_on,0,0,1,,,,,,,,0,74,64,
63840,note_on,240,0,4,,,,,,,,3,57,0,
63840,note_on,960,0,2,,,,,,,,1,72,0,
64080,note_on,240,0,2,,,,,,,,1,70,0,
64080,note_on,720,0,5,,,,,,,,4,53,0,
64080,note_on,0,0,5,,,,,,,,4,51,64,
64080,note_on,0,0,2,,,,,,,,1,68,64,
64200,note_on,0,0,5,,,,,,,,4,53,64,
64200,note_on,120,0,5,,,,,,,,4,51,0,
64320,note_on,0,0,6,,,,,,,,5,51,64,
64320,note_on,0,0,5,,,,,,,,4,55,64,
64320,note_on,120,0,5,,,,,,,,4,53,0,
64320,note_on,960,0,6,,,,,,,,5,50,0,
64320,note_on,240,0,2,,,,,,,,1,68,0,
64320,note_on,0,0,2,,,,,,,,1,67,64,
64560,note_on,720,0,4,,,,,,,,3,58,0,
64560,note_on,0,0,4,,,,,,,,3,59,64,
64800,note_on,240,0,4,,,,,,,,3,59,0,
64800,note_on,0,0,4,,,,,,,,3,60,64,
64800,note_on,960,0,1,,,,,,,,0,74,0,
64800,note_on,0,0,1,,,,,,,,0,72,64,
64800,note_on,1440,0,3,,,,,,,,2,65,0,
64800,note_on,0,0,3,,,,,,,,2,63,64,
65040,note_on,240,0,1,,,,,,,,0,72,0,
65040,note_on,0,0,1,,,,,,,,0,70,64,
65040,note_on,720,0,5,,,,,,,,4,55,0,
65040,note_on,0,0,5,,,,,,,,4,53,64,
65160,note_on,0,0,5,,,,,,,,4,55,64,
65160,note_on,120,0,5,,,,,,,,4,53,0,
65280,note_on,0,0,5,,,,,,,,4,56,64,
65280,note_on,0,0,1,,,,,,,,0,68,64,
65280,note_on,240,0,1,,,,,,,,0,70,0,
65280,note_on,120,0,5,,,,,,,,4,55,0,
65280,note_on,960,0,6,,,,,,,,5,51,0,
65280,note_on,0,0,6,,,,,,,,5,53,64,
65520,note_on,0,0,2,,,,,,,,1,65,64,
65520,note_on,1200,0,2,,,,,,,,1,67,0,
65520,note_on,0,0,4,,,,,,,,3,60,64,
65520,note_on,720,0,4,,,,,,,,3,60,0,
65760,note_on,0,0,4,,,,,,,,3,62,64,
65760,note_on,240,0,4,,,,,,,,3,60,0,
65760,note_on,0,0,3,,,,,,,,2,62,64,
65760,note_on,480,0,1,,,,,,,,0,68,0,
65760,note_on,240,0,2,,,,,,,,1,65,0,
65760,note_on,0,0,2,,,,,,,,1,77,64,
65760,note_on,960,0,3,,,,,,,,2,63,0,
65760,note_on,0,0,1,,,,,,,,0,80,64,
66000,note_on,0,0,5,,,,,,,,4,55,64,
66000,note_on,720,0,5,,,,,,,,4,56,0,
66120,note_on,0,0,5,,,,,,,,4,56,64,
66120,note_on,120,0,5,,,,,,,,4,55,0,
66240,note_on,0,0,6,,,,,,,,5,55,64,
66240,note_on,960,0,6,,,,,,,,5,53,0,
66240,note_on,0,0,5,,,,,,,,4,58,64,
66240,note_on,0,0,3,,,,,,,,2,70,64,
66240,note_on,480,0,3,,,,,,,,2,62,0,
66240,note_on,120,0,5,,,,,,,,4,56,0,
66480,note_on,0,0,4,,,,,,,,3,62,64,
66480,note_on,720,0,4,,,,,,,,3,62,0,
66720,note_on,0,0,1,,,,,,,,0,79,64,
66720,note_on,0,0,4,,,,,,,,3,63,64,
66720,note_on,960,0,2,,,,,,,,1,77,0,
66720,note_on,240,0,4,,,,,,,,3,62,0,
66720,note_on,960,0,1,,,,,,,,0,80,0,
66720,note_on,0,0,2,,,,,,,,1,75,64,
66960,note_on,0,0,2,,,,,,,,1,73,64,
66960,note_on,720,0,5,,,,,,,,4,58,0,
66960,note_on,0,0,5,,,,,,,,4,56,64,
66960,note_on,240,0,2,,,,,,,,1,75,0,
67080,note_on,0,0,5,,,,,,,,4,58,64,
67080,note_on,120,0,5,,,,,,,,4,56,0,
67200,note_on,120,0,5,,,,,,,,4,58,0,
67200,note_on,0,0,5,,,,,,,,4,60,64,
67200,note_on,0,0,6,,,,,,,,5,56,64,
67200,note_on,960,0,6,,,,,,,,5,55,0,
67200,note_on,240,0,2,,,,,,,,1,73,0,
67200,note_on,0,0,2,,,,,,,,1,72,64,
67440,note_on,0,0,4,,,,,,,,3,63,64,
67440,note_on,720,0,4,,,,,,,,3,63,0,
67680,note_on,480,0,5,,,,,,,,4,60,0,
67680,note_on,0,0,5,,,,,,,,4,53,64,
67680,note_on,0,0,4,,,,,,,,3,65,64,
67680,note_on,240,0,4,,,,,,,,3,63,0,
67680,note_on,960,0,1,,,,,,,,0,79,0,
67680,note_on,0,0,1,,,,,,,,0,77,64,
67680,note_on,1440,0,3,,,,,,,,2,70,0,
67680,note_on,0,0,3,,,,,,,,2,68,64,
67920,note_on,240,0,1,,,,,,,,0,77,0,
67920,note_on,0,0,1,,,,,,,,0,75,64,
67920,note_on,240,0,3,,,,,,,,2,68,0,
67920,note_on,0,0,3,,,,,,,,2,67,64,
68160,note_on,240,0,3,,,,,,,,2,67,0,
68160,note_on,0,0,3,,,,,,,,2,65,64,
68160,note_on,480,0,5,,,,,,,,4,53,0,
68160,note_on,0,0,5,,,,,,,,4,58,64,
68160,note_on,0,0,1,,,,,,,,0,74,64,
68160,note_on,240,0,1,,,,,,,,0,75,0,
68160,note_on,960,0,2,,,,,,,,1,72,0,
68160,note_on,0,0,2,,,,,,,,1,70,64,
68400,note_on,0,0,1,,,,,,,,0,72,64,
68400,note_on,240,0,1,,,,,,,,0,74,0,
68520,note_on,0,0,1,,,,,,,,0,74,64,
68520,note_on,120,0,1,,,,,,,,0,72,0,
68640,note_on,1440,0,6,,,,,,,,5,56,0,
68640,note_on,120,0,1,,,,,,,,0,74,0,
68640,note_on,0,0,3,,,,,,,,2,67,64,
68640,note_on,960,0,4,,,,,,,,3,65,0,
68640,note_on,0,0,4,,,,,,,,3,63,64,
68640,note_on,0,0,1,,,,,,,,0,75,64,
68640,note_on,0,0,6,,,,,,,,5,55,64,
68640,note_on,480,0,3,,,,,,,,2,65,0,
68880,note_on,240,0,4,,,,,,,,3,63,0,
68880,note_on,0,0,3,,,,,,,,2,65,64,
68880,note_on,240,0,3,,,,,,,,2,67,0,
68880,note_on,0,0,4,,,,,,,,3,62,64,
69000,note_on,0,0,3,,,,,,,,2,67,64,
69000,note_on,120,0,3,,,,,,,,2,65,0,
69120,note_on,240,0,4,,,,,,,,3,62,0,
69120,note_on,960,0,2,,,,,,,,1,70,0,
69120,note_on,0,0,2,,,,,,,,1,72,64,
69120,note_on,0,0,4,,,,,,,,3,60,64,
69120,note_on,0,0,3,,,,,,,,2,68,64,
69120,note_on,120,0,3,,,,,,,,2,67,0,
69120,note_on,960,0,5,,,,,,,,4,58,0,
69120,note_on,0,0,5,,,,,,,,4,56,64,
69360,note_on,720,0,1,,,,,,,,0,75,0,
69360,note_on,0,0,1,,,,,,,,0,77,64,
69480,note_on,0,0,1,,,,,,,,0,79,64,
69480,note_on,120,0,1,,,,,,,,0,77,0,
69600,note_on,120,0,1,,,,,,,,0,79,0,
69600,note_on,0,0,6,,,,,,,,5,53,64,
69600,note_on,960,0,6,,,,,,,,5,55,0,
69600,note_on,0,0,1,,,,,,,,0,80,64,
69840,note_on,720,0,5,,,,,,,,4,56,0,
69840,note_on,0,0,2,,,,,,,,1,74,64,
69840,note_on,720,0,2,,,,,,,,1,72,0,
69840,note_on,240,0,6,,,,,,,,5,53,0,
69840,note_on,0,0,6,,,,,,,,5,51,64,
69840,note_on,0,0,5,,,,,,,,4,55,64,
69960,note_on,120,0,2,,,,,,,,1,74,0,
69960,note_on,0,0,2,,,,,,,,1,75,64,
70080,note_on,0,0,4,,,,,,,,3,58,64,
70080,note_on,960,0,4,,,,,,,,3,60,0,
70080,note_on,120,0,2,,,,,,,,1,75,0,
70080,note_on,0,0,2,,,,,,,,1,77,64,
70080,note_on,960,0,3,,,,,,,,2,68,0,
70080,note_on,0,0,6,,,,,,,,5,50,64,
70080,note_on,0,0,5,,,,,,,,4,53,64,
70080,note_on,240,0,5,,,,,,,,4,55,0,
70080,note_on,240,0,6,,,,,,,,5,51,0,
70320,note_on,240,0,3,,,,,,,,2,70,64,
70320,note_on,0,0,5,,,,,,,,4,51,64,
70320,note_on,240,0,5,,,,,,,,4,53,0,
70440,note_on,120,0,5,,,,,,,,4,51,0,
70440,note_on,0,0,5,,,,,,,,4,53,64,
70560,note_on,120,0,5,,,,,,,,4,53,0,
70560,note_on,0,0,1,,,,,,,,0,79,64,
70560,note_on,960,0,1,,,,,,,,0,80,0,
70560,note_on,0,0,6,,,,,,,,5,51,64,
70560,note_on,480,0,6,,,,,,,,5,50,0,
70560,note_on,0,0,5,,,,,,,,4,55,64,
70560,note_on,0,0,2,,,,,,,,1,75,64,
70560,note_on,480,0,2,,,,,,,,1,77,0,
70800,note_on,480,0,3,,,,,,,,2,70,0,
70800,note_on,0,0,3,,,,,,,,2,72,64,
70920,note_on,120,0,3,,,,,,,,2,72,0,
70920,note_on,0,0,3,,,,,,,,2,73,64,
71040,note_on,120,0,3,,,,,,,,2,73,0,
71040,note_on,0,0,3,,,,,,,,2,72,64,
71040,note_on,480,0,6,,,,,,,,5,51,0,
71040,note_on,0,0,1,,,,,,,,0,84,64,
71040,note_on,480,0,1,,,,,,,,0,79,0,
71040,note_on,0,0,4,,,,,,,,3,56,64,
71040,note_on,0,0,6,,,,,,,,5,44,64,
71040,note_on,960,0,4,,,,,,,,3,58,0,
71280,note_on,0,0,5,,,,,,,,4,48,64,
71280,note_on,720,0,5,,,,,,,,4,55,0,
71280,note_on,0,0,2,,,,,,,,1,77,64,
71280,note_on,720,0,2,,,,,,,,1,75,0,
71400,note_on,0,0,2,,,,,,,,1,79,64,
71400,note_on,120,0,2,,,,,,,,1,77,0,
71520,note_on,120,0,2,,,,,,,,1,79,0,
71520,note_on,0,0,2,,,,,,,,1,77,64,
71520,note_on,0,0,5,,,,,,,,4,53,64,
71520,note_on,240,0,5,,,,,,,,4,48,0,
71760,note_on,240,0,2,,,,,,,,1,77,0,
71760,note_on,0,0,2,,,,,,,,1,75,64,
72000,note_on,240,0,2,,,,,,,,1,75,0,
72000,note_on,0,0,2,,,,,,,,1,74,64,
72000,note_on,960,0,6,,,,,,,,5,44,0,
72000,note_on,0,0,6,,,,,,,,5,46,64,
72000,note_on,0,0,3,,,,,,,,2,70,64,
72000,note_on,960,0,1,,,,,,,,0,84,0,
72000,note_on,960,0,3,,,,,,,,2,72,0,
72000,note_on,0,0,1,,,,,,,,0,77,64,
72240,note_on,0,0,1,,,,,,,,0,82,64,
72240,note_on,240,0,1,,,,,,,,0,77,0,
72480,note_on,0,0,4,,,,,,,,3,55,64,
72480,note_on,960,0,5,,,,,,,,4,53,0,
72480,note_on,0,0,5,,,,,,,,4,51,64,
72480,note_on,480,0,2,,,,,,,,1,74,0,
72480,note_on,1440,0,4,,,,,,,,3,56,0,
72480,note_on,0,0,2,,,,,,,,1,75,64,
72720,note_on,0,0,1,,,,,,,,0,80,64,
72720,note_on,480,0,1,,,,,,,,0,82,0,
72720,note_on,240,0,4,,,,,,,,3,55,0,
72720,note_on,0,0,4,,,,,,,,3,56,64,
72840,note_on,120,0,1,,,,,,,,0,80,0,
72840,note_on,0,0,1,,,,,,,,0,79,64,
72960,note_on,0,0,5,,,,,,,,4,53,64,
72960,note_on,240,0,4,,,,,,,,3,56,0,
72960,note_on,480,0,5,,,,,,,,4,51,0,
72960,note_on,0,0,4,,,,,,,,3,58,64,
72960,note_on,0,0,1,,,,,,,,0,77,64,
72960,note_on,120,0,1,,,,,,,,0,79,0,
73200,note_on,240,0,1,,,,,,,,0,77,0,
73200,note_on,0,0,1,,,,,,,,0,79,64,
73440,note_on,960,0,2,,,,,,,,1,75,0,
73440,note_on,0,0,2,,,,,,,,1,74,64,
73440,note_on,0,0,1,,,,,,,,0,80,64,
73440,note_on,240,0,1,,,,,,,,0,79,0,
73920,note_on,1920,0,6,,,,,,,,5,46,0,
73920,note_on,0,0,6,,,,,,,,5,39,64,
73920,note_on,0,0,2,,,,,,,,1,75,64,
73920,note_on,480,0,2,,,,,,,,1,74,0,
73920,note_on,960,0,4,,,,,,,,3,58,0,
73920,note_on,960,0,5,,,,,,,,4,53,0,
73920,note_on,0,0,5,,,,,,,,4,51,64,
74160,note_on,0,0,1,,,,,,,,0,79,64,
74160,note_on,720,0,1,,,,,,,,0,80,0,
74400,note_on,240,0,1,,,,,,,,0,79,0,
74400,note_on,480,0,4,,,,,,,,3,63,64,
74400,note_on,2400,0,3,,,,,,,,2,70,0,
74400,note_on,480,0,2,,,,,,,,1,75,0,
74400,note_on,480,0,5,,,,,,,,4,51,0,
74400,note_on,480,0,6,,,,,,,,5,39,0,
74880,note_on,480,0,3,,,,,,,,2,65,64,
75120,note_on,720,0,4,,,,,,,,3,63,0,
75120,note_on,0,0,4,,,,,,,,3,62,64,
75360,note_on,0,0,4,,,,,,,,3,61,64,
75360,note_on,240,0,4,,,,,,,,3,62,0,
75600,note_on,0,0,3,,,,,,,,2,70,64,
75600,note_on,720,0,3,,,,,,,,2,65,0,
75840,note_on,0,0,3,,,,,,,,2,63,64,
75840,note_on,240,0,3,,,,,,,,2,70,0,
76080,note_on,0,0,4,,,,,,,,3,60,64,
76080,note_on,720,0,4,,,,,,,,3,61,0,
76320,note_on,1920,0,2,,,,,,,,1,75,64,
76320,note_on,0,0,4,,,,,,,,3,59,64,
76320,note_on,240,0,4,,,,,,,,3,60,0,
76560,note_on,0,0,3,,,,,,,,2,68,64,
76560,note_on,720,0,3,,,,,,,,2,63,0,
76800,note_on,0,0,3,,,,,,,,2,67,64,
76800,note_on,0,0,4,,,,,,,,3,58,64,
76800,note_on,480,0,4,,,,,,,,3,59,0,
76800,note_on,240,0,3,,,,,,,,2,68,0,
77040,note_on,0,0,2,,,,,,,,1,74,64,
77040,note_on,720,0,2,,,,,,,,1,75,0,
77040,note_on,240,0,3,,,,,,,,2,67,0,
77040,note_on,0,0,3,,,,,,,,2,65,64,
77160,note_on,120,0,3,,,,,,,,2,65,0,
77160,note_on,0,0,3,,,,,,,,2,63,64,
77280,note_on,2880,0,1,,,,,,,,0,82,64,
77280,note_on,240,0,2,,,,,,,,1,74,0,
77280,note_on,0,0,2,,,,,,,,1,73,64,
77280,note_on,120,0,3,,,,,,,,2,63,0,
77280,note_on,0,0,3,,,,,,,,2,65,64,
77520,note_on,0,0,3,,,,,,,,2,67,64,
77520,note_on,720,0,4,,,,,,,,3,58,0,
77520,note_on,0,0,4,,,,,,,,3,63,64,
77520,note_on,240,0,3,,,,,,,,2,65,0,
77760,note_on,0,0,4,,,,,,,,3,56,64,
77760,note_on,0,0,3,,,,,,,,2,63,64,
77760,note_on,240,0,4,,,,,,,,3,63,0,
77760,note_on,240,0,3,,,,,,,,2,67,0,
78000,note_on,0,0,1,,,,,,,,0,80,64,
78000,note_on,720,0,1,,,,,,,,0,82,0,
78000,note_on,0,0,2,,,,,,,,1,72,64,
78000,note_on,720,0,2,,,,,,,,1,73,0,
78000,note_on,240,0,3,,,,,,,,2,63,0,
78000,note_on,0,0,3,,,,,,,,2,65,64,
78120,note_on,0,0,3,,,,,,,,2,66,64,
78120,note_on,120,0,3,,,,,,,,2,65,0,
78240,note_on,0,0,2,,,,,,,,1,71,64,
78240,note_on,240,0,1,,,,,,,,0,80,0,
78240,note_on,120,0,3,,,,,,,,2,66,0,
78240,note_on,0,0,3,,,,,,,,2,65,64,
78240,note_on,240,0,2,,,,,,,,1,72,0,
78240,note_on,0,0,1,,,,,,,,0,80,64,
78480,note_on,720,0,4,,,,,,,,3,56,0,
78480,note_on,0,0,3,,,,,,,,2,63,64,
78480,note_on,240,0,3,,,,,,,,2,65,0,
78480,note_on,0,0,4,,,,,,,,3,53,64,
78720,note_on,0,0,3,,,,,,,,2,62,64,
78720,note_on,240,0,4,,,,,,,,3,53,0,
78720,note_on,0,0,4,,,,,,,,3,58,64,
78720,note_on,480,0,2,,,,,,,,1,71,0,
78720,note_on,0,0,2,,,,,,,,1,70,64,
78720,note_on,240,0,3,,,,,,,,2,63,0,
78960,note_on,720,0,1,,,,,,,,0,80,0,
78960,note_on,0,0,1,,,,,,,,0,79,64,
79200,note_on,480,0,3,,,,,,,,2,62,0,
79200,note_on,240,0,1,,,,,,,,0,79,0,
79200,note_on,0,0,3,,,,,,,,2,63,64,
79200,note_on,0,0,1,,,,,,,,0,78,64,
79440,note_on,720,0,2,,,,,,,,1,70,0,
79440,note_on,0,0,2,,,,,,,,1,75,64,
79680,note_on,0,0,3,,,,,,,,2,65,64,
79680,note_on,480,0,3,,,,,,,,2,63,0,
79680,note_on,0,0,1,,,,,,,,0,77,64,
79680,note_on,480,0,1,,,,,,,,0,78,0,
79920,note_on,480,0,2,,,,,,,,1,75,0,
79920,note_on,0,0,2,,,,,,,,1,74,64,
79920,note_on,1200,0,4,,,,,,,,3,58,0,
79920,note_on,0,0,4,,,,,,,,3,60,64,
80040,note_on,120,0,2,,,,,,,,1,74,0,
80040,note_on,0,0,2,,,,,,,,1,72,64,
80160,note_on,0,0,4,,,,,,,,3,61,64,
80160,note_on,5760,0,5,,,,,,,,4,58,64,
80160,note_on,120,0,2,,,,,,,,1,72,0,
80160,note_on,0,0,2,,,,,,,,1,70,64,
80160,note_on,240,0,4,,,,,,,,3,60,0,
80400,note_on,0,0,3,,,,,,,,2,64,64,
80400,note_on,720,0,3,,,,,,,,2,65,0,
80400,note_on,720,0,1,,,,,,,,0,77,0,
80400,note_on,0,0,1,,,,,,,,0,82,64,
80520,note_on,120,0,3,,,,,,,,2,64,0,
80520,note_on,0,0,3,,,,,,,,2,65,64,
80640,note_on,120,0,3,,,,,,,,2,65,0,
80640,note_on,0,0,3,,,,,,,,2,67,64,
80640,note_on,0,0,2,,,,,,,,1,72,64,
80640,note_on,480,0,2,,,,,,,,1,70,0,
80640,note_on,0,0,4,,,,,,,,3,60,64,
80640,note_on,480,0,4,,,,,,,,3,61,0,
80640,note_on,240,0,1,,,,,,,,0,82,0,
80640,note_on,0,0,1,,,,,,,,0,76,64,
80880,note_on,720,0,5,,,,,,,,4,58,0,
80880,note_on,0,0,3,,,,,,,,2,65,64,
80880,note_on,240,0,3,,,,,,,,2,67,0,
80880,note_on,0,0,5,,,,,,,,4,57,64,
81000,note_on,0,0,3,,,,,,,,2,67,64,
81000,note_on,120,0,3,,,,,,,,2,65,0,
81120,note_on,6720,0,6,,,,,,,,5,53,64,
81120,note_on,120,0,3,,,,,,,,2,67,0,
81120,note_on,0,0,3,,,,,,,,2,68,64,
81120,note_on,0,0,5,,,,,,,,4,56,64,
81120,note_on,240,0,5,,,,,,,,4,57,0,
81120,note_on,480,0,1,,,,,,,,0,76,0,
81120,note_on,0,0,1,,,,,,,,0,77,64,
81360,note_on,0,0,4,,,,,,,,3,61,64,
81360,note_on,720,0,4,,,,,,,,3,60,0,
81360,note_on,0,0,2,,,,,,,,1,70,64,
81360,note_on,720,0,2,,,,,,,,1,72,0,
81480,note_on,0,0,2,,,,,,,,1,72,64,
81480,note_on,120,0,2,,,,,,,,1,70,0,
81480,note_on,0,0,4,,,,,,,,3,60,64,
81480,note_on,120,0,4,,,,,,,,3,61,0,
81600,note_on,120,0,2,,,,,,,,1,72,0,
81600,note_on,480,0,1,,,,,,,,0,77,0,
81600,note_on,0,0,1,,,,,,,,0,79,64,
81600,note_on,0,0,4,,,,,,,,3,58,64,
81600,note_on,0,0,2,,,,,,,,1,73,64,
81600,note_on,120,0,4,,,,,,,,3,60,0,
81600,note_on,0,0,3,,,,,,,,2,70,64,
81600,note_on,0,0,5,,,,,,,,4,55,64,
81600,note_on,480,0,5,,,,,,,,4,56,0,
81600,note_on,480,0,3,,,,,,,,2,68,0,
81840,note_on,720,0,6,,,,,,,,5,53,0,
81840,note_on,0,0,6,,,,,,,,5,52,64,
82080,note_on,480,0,2,,,,,,,,1,73,0,
82080,note_on,480,0,3,,,,,,,,2,70,0,
82080,note_on,0,0,4,,,,,,,,3,60,64,
82080,note_on,480,0,4,,,,,,,,3,58,0,
82080,note_on,240,0,6,,,,,,,,5,52,0,
82080,note_on,0,0,2,,,,,,,,1,72,64,
82080,note_on,480,0,1,,,,,,,,0,79,0,
82080,note_on,0,0,6,,,,,,,,5,51,64,
82080,note_on,0,0,1,,,,,,,,0,81,64,
82080,note_on,480,0,5,,,,,,,,4,55,0,
82080,note_on,0,0,5,,,,,,,,4,54,64,
82320,note_on,0,0,2,,,,,,,,1,73,64,
82320,note_on,240,0,2,,,,,,,,1,72,0,
82440,note_on,0,0,2,,,,,,,,1,75,64,
82440,note_on,120,0,2,,,,,,,,1,73,0,
82560,note_on,120,0,2,,,,,,,,1,75,0,
82560,note_on,0,0,5,,,,,,,,4,53,64,
82560,note_on,480,0,5,,,,,,,,4,54,0,
82560,note_on,0,0,4,,,,,,,,3,58,64,
82560,note_on,480,0,1,,,,,,,,0,81,0,
82560,note_on,0,0,1,,,,,,,,0,82,64,
82560,note_on,0,0,2,,,,,,,,1,77,64,
82560,note_on,480,0,4,,,,,,,,3,60,0,
82800,note_on,720,0,6,,,,,,,,5,51,0,
82800,note_on,720,0,3,,,,,,,,2,70,64,
82800,note_on,0,0,6,,,,,,,,5,50,64,
83040,note_on,0,0,6,,,,,,,,5,49,64,
83040,note_on,240,0,6,,,,,,,,5,50,0,
83280,note_on,480,0,3,,,,,,,,2,70,0,
83280,note_on,0,0,2,,,,,,,,1,75,64,
83280,note_on,720,0,2,,,,,,,,1,77,0,
83280,note_on,0,0,3,,,,,,,,2,72,64,
83400,note_on,120,0,2,,,,,,,,1,75,0,
83400,note_on,0,0,3,,,,,,,,2,73,64,
83400,note_on,120,0,3,,,,,,,,2,72,0,
83400,note_on,0,0,2,,,,,,,,1,77,64,
83520,note_on,0,0,2,,,,,,,,1,78,64,
83520,note_on,120,0,2,,,,,,,,1,77,0,
83520,note_on,960,0,4,,,,,,,,3,58,0,
83520,note_on,0,0,4,,,,,,,,3,60,64,
83520,note_on,0,0,6,,,,,,,,5,48,64,
83520,note_on,0,0,5,,,,,,,,4,51,64,
83520,note_on,480,0,6,,,,,,,,5,49,0,
83520,note_on,120,0,3,,,,,,,,2,73,0,
83520,note_on,0,0,3,,,,,,,,2,75,64,
83520,note_on,960,0,5,,,,,,,,4,53,0,
83760,note_on,240,0,5,,,,,,,,4,51,0,
83760,note_on,0,0,5,,,,,,,,4,50,64,
83880,note_on,120,0,5,,,,,,,,4,50,0,
83880,note_on,0,0,5,,,,,,,,4,51,64,
84000,note_on,1440,0,1,,,,,,,,0,82,0,
84000,note_on,480,0,6,,,,,,,,5,48,0,
84000,note_on,0,0,1,,,,,,,,0,81,64,
84000,note_on,0,0,6,,,,,,,,5,53,64,
84000,note_on,480,0,2,,,,,,,,1,78,0,
84000,note_on,120,0,5,,,,,,,,4,51,0,
84000,note_on,0,0,5,,,,,,,,4,53,64,
84000,note_on,0,0,2,,,,,,,,1,77,64,
84240,note_on,720,0,3,,,,,,,,2,75,0,
84240,note_on,0,0,3,,,,,,,,2,74,64,
84360,note_on,0,0,3,,,,,,,,2,72,64,
84360,note_on,120,0,3,,,,,,,,2,74,0,
84480,note_on,120,0,3,,,,,,,,2,72,0,
84480,note_on,0,0,6,,,,,,,,5,46,64,
84480,note_on,480,0,6,,,,,,,,5,53,0,
84480,note_on,0,0,3,,,,,,,,2,74,64,
84480,note_on,0,0,1,,,,,,,,0,82,64,
