tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,data,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
28770,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,76,127
28787,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,67,0
28787,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,52,0
28800,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,72,127
28800,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,45,127
28823,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,72,0
28830,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,69,127
28844,note_on,,14,0,1,,,,,,,,,,,,,,,3,,,76,0
28847,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,45,0
28853,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,69,0
28860,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,127
28860,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,127
28860,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,75,127
28883,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,66,0
28890,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,69,127
28907,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,75,0
28907,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,0
28913,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,69,0
28920,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
28920,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
28920,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,40,127
28920,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,40,127
28943,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,67,0
28950,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,71,127
28967,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,40,0
28967,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,76,0
28973,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,71,0
28979,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,40,0
28980,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,64,127
29003,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,64,0
29010,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,59,127
29010,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
29033,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,59,0
29033,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
29040,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,61,127
29040,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
29063,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,61,0
29070,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,63,127
29082,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,63,0
29085,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
29087,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,57,0
29097,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,64,0
29100,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,63,127
29100,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,127
29123,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,63,0
29130,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,64,127
29142,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,64,0
29145,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,66,127
29147,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,54,0
29157,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,66,0
29160,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
29160,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
29183,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,64,0
29190,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,66,127
29202,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,66,0
29205,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
29207,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,55,0
29217,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,67,0
29220,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,66,127
29220,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,51,127
29243,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,66,0
29250,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,67,127
29262,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,67,0
29265,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,69,127
29267,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,51,0
29277,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,69,0
29280,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
29280,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,52,127
29303,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,67,0
29310,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,69,127
29322,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,69,0
29325,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,71,127
29327,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,52,0
29337,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,71,0
29340,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,69,127
29340,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,127
29363,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,69,0
29370,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,71,127
29382,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,71,0
29385,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,72,127
29387,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,54,0
29397,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,72,0
29400,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,40,127
29400,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,71,127
29400,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
29430,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,59,127
29447,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,71,0
29453,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,59,0
29459,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,40,0
29460,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,64,127
29470,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,55,0
29490,note_on,,20,0,1,,,,,,,,,,,,,,,3,,,43,127
29507,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,64,0
29513,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,43,0
29520,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,45,127
29550,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,61,127
29573,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,61,0
29580,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,69,127
29580,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,127
29590,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,45,0
29603,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,66,0
29610,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,61,127
29610,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,42,127
29633,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,61,0
29633,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,42,0
29640,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,127
29640,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,63,127
29670,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,54,127
29681,note_on,,11,0,1,,,,,,,,,,,,,,,3,,,69,0
29687,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,63,0
29687,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,0
29693,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,54,0
29700,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,67,127
29700,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
29700,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
29723,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,55,0
29730,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,52,127
29747,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,67,0
29753,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,52,0
29760,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,66,127
29760,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
29777,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,64,0
29790,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,61,127
29813,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,61,0
29820,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,63,127
29820,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,127
29830,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,59,0
29850,note_on,,20,0,1,,,,,,,,,,,,,,,3,,,57,127
29855,note_on,,5,0,1,,,,,,,,,,,,,,,3,,,66,0
29867,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,0
29867,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,63,0
29873,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,57,0
29880,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,64,127
29880,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
29880,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
29880,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,40,127
29880,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,52,127
29903,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,52,0
29910,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,47,127
29927,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,64,0
29927,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
29927,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
29933,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,47,0
29939,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,40,0
29940,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,40,127
29963,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,40,0
29970,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,67,127
29970,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,63,127
29970,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,127
29993,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,67,0
29993,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,63,0
29993,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,0
30000,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,69,127
30000,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
30000,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,49,127
30023,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,49,0
30030,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,51,127
30042,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,51,0
30045,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,52,127
30047,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,69,0
30047,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
30057,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,52,0
30060,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,66,127
30060,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
30060,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,51,127
30083,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,51,0
30090,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,52,127
30102,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,52,0
30105,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,54,127
30107,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
30107,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,66,0
30117,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,54,0
30120,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
30120,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
30120,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,52,127
30143,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,52,0
30150,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,54,127
30162,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,54,0
30165,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,127
30167,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,67,0
30167,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
30177,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,55,0
30180,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,127
30180,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,63,127
30180,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
30203,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,54,0
30210,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,55,127
30222,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,55,0
30225,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,57,127
30227,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,63,0
30227,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,0
30237,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,57,0
30240,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,64,127
30240,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
30240,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
30263,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,55,0
30270,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,57,127
30282,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,57,0
30285,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,59,127
30287,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,64,0
30287,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
30297,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,59,0
30300,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,66,127
30300,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
30300,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,63,127
30323,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,57,0
30330,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,59,127
30342,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,59,0
30345,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,60,127
30347,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,63,0
30347,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,66,0
30357,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,60,0
30360,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,40,127
30360,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,127
30360,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
30360,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
30383,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,67,0
30390,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,71,127
30407,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,64,0
30407,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
30413,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,71,0
30420,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
30423,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,40,0
30450,note_on,,27,0,1,,,,,,,,,,,,,,,3,,,67,127
30467,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,76,0
30473,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,67,0
30480,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,69,127
30510,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,73,127
30533,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,73,0
30540,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
30540,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,78,127
30550,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,69,0
30563,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,78,0
30570,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,73,127
30570,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,127
30593,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,73,0
30593,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,0
30600,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,71,127
30600,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,75,127
30630,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,66,127
30641,note_on,,11,0,1,,,,,,,,,,,,,,,3,,,57,0
30647,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,75,0
30647,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,71,0
30653,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,66,0
30660,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,71,127
30660,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,76,127
30660,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
30660,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
30683,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,67,0
30690,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,64,127
30707,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
30707,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,76,0
30707,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,71,0
30713,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,64,0
30720,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,127
30720,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,66,127
30720,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
30750,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,73,127
30767,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,0
30767,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,66,0
30773,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,73,0
30780,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,75,127
30780,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,127
30780,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
30797,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,69,0
30810,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,69,127
30827,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,59,0
30830,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,0
30830,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,75,0
30833,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,69,0
30840,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,71,127
30840,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,76,127
30840,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
30840,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,52,127
30840,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,40,127
30863,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,52,0
30870,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,59,127
30887,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,71,0
30887,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,76,0
30887,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
30893,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,59,0
30899,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,40,0
30900,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,64,127
30923,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,64,0
30930,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,81,127
30953,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,81,0
30960,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
30983,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,79,0
30990,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,83,127
31013,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,83,0
31020,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
31043,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,76,0
31050,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
31073,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,79,0
31080,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,75,127
31103,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,75,0
31110,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,78,127
31133,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,78,0
31140,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,71,127
31163,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,71,0
31170,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,69,127
31193,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,69,0
31200,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
31200,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
31200,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
31223,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,67,0
31230,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,71,127
31250,note_on,,20,0,1,,,,,,,,,,,,,,,3,,,71,0
31260,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,64,127
31270,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,76,0
31273,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,71,0
31283,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,64,0
31290,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
31290,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
31290,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
31313,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,0
31313,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
31313,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,76,0
31320,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,78,127
31320,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
31320,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,63,127
31343,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,63,0
31350,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,66,127
31367,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,0
31367,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,78,0
31373,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,66,0
31380,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,59,127
31403,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,59,0
31410,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,57,127
31433,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,57,0
31440,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
31440,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
31440,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
31440,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
31463,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,55,0
31470,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,59,127
31493,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,59,0
31500,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,52,127
31510,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,79,0
31510,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,0
31510,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
31523,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,52,0
31530,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
31530,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
31530,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
31530,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
31553,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
31553,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,79,0
31553,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
31553,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,0
31560,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,127
31560,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,81,127
31560,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
31560,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
31607,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,81,0
31607,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,0
31607,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
31607,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,0
31620,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,79,127
31620,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
31620,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
31620,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,72,127
31643,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,79,0
31650,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,78,127
31667,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,72,0
31667,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
31667,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,0
31673,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,78,0
31680,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
31680,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
31680,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
31680,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
31727,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,0
31727,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
31727,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
31727,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,79,0
31740,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,78,127
31740,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
31740,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,63,127
31740,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,127
31763,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,78,0
31770,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
31787,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,63,0
31787,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,0
31787,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,69,0
31793,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,76,0
