tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,data,control,value,channel,program,pitch,note,velocity
51899,control_change,39,0,2,,,,,,,,,,,,,,11,89,1,,,,
51938,control_change,39,0,2,,,,,,,,,,,,,,11,92,1,,,,
51977,control_change,39,0,2,,,,,,,,,,,,,,11,96,1,,,,
52016,control_change,39,0,2,,,,,,,,,,,,,,11,100,1,,,,
52062,note_on,46,0,2,,,,,,,,,,,,,,,,1,,,66,87
52091,note_off,29,0,2,,,,,,,,,,,,,,,,1,,,75,64
52294,note_on,203,0,2,,,,,,,,,,,,,,,,1,,,59,81
52311,note_off,17,0,2,,,,,,,,,,,,,,,,1,,,66,64
52489,note_on,178,0,2,,,,,,,,,,,,,,,,1,,,66,104
52526,note_off,37,0,2,,,,,,,,,,,,,,,,1,,,59,64
52677,note_off,151,0,2,,,,,,,,,,,,,,,,1,,,66,64
52728,note_on,51,0,2,,,,,,,,,,,,,,,,1,,,58,95
53030,note_on,302,0,2,,,,,,,,,,,,,,,,1,,,65,101
53098,note_off,68,0,2,,,,,,,,,,,,,,,,1,,,58,64
53245,note_off,147,0,2,,,,,,,,,,,,,,,,1,,,65,64
53279,note_on,34,0,2,,,,,,,,,,,,,,,,1,,,75,86
53494,note_off,215,0,2,,,,,,,,,,,,,,,,1,,,75,64
53503,note_on,9,0,2,,,,,,,,,,,,,,,,1,,,71,93
53717,note_off,214,0,2,,,,,,,,,,,,,,,,1,,,71,64
53755,note_on,38,0,2,,,,,,,,,,,,,,,,1,,,73,109
53999,note_off,244,0,2,,,,,,,,,,,,,,,,1,,,73,64
53999,note_on,0,0,2,,,,,,,,,,,,,,,,1,,,70,76
54198,note_off,199,0,2,,,,,,,,,,,,,,,,1,,,70,64
54208,note_on,10,0,2,,,,,,,,,,,,,,,,1,,,64,78
54395,note_off,187,0,2,,,,,,,,,,,,,,,,1,,,64,64
54424,note_on,29,0,2,,,,,,,,,,,,,,,,1,,,70,88
54593,note_off,169,0,2,,,,,,,,,,,,,,,,1,,,70,64
54646,note_on,53,0,2,,,,,,,,,,,,,,,,1,,,55,72
54720,set_tempo,7440,1,0,,,,,,,360352,,,,,,,,,,,,,
54980,note_on,334,0,2,,,,,,,,,,,,,,,,1,,,63,80
55030,note_off,50,0,2,,,,,,,,,,,,,,,,1,,,55,64
55179,note_on,149,0,2,,,,,,,,,,,,,,,,1,,,73,91
55181,note_off,2,0,2,,,,,,,,,,,,,,,,1,,,63,64
55357,note_on,176,0,2,,,,,,,,,,,,,,,,1,,,70,89
55383,note_off,26,0,2,,,,,,,,,,,,,,,,1,,,73,64
55440,set_tempo,720,1,0,,,,,,,384375,,,,,,,,,,,,,
55555,note_off,172,0,2,,,,,,,,,,,,,,,,1,,,70,64
55615,control_change,60,0,2,,,,,,,,,,,,,,11,80,1,,,,
55636,note_on,21,0,2,,,,,,,,,,,,,,,,1,,,71,88
55647,control_change,11,0,2,,,,,,,,,,,,,,11,83,1,,,,
55680,control_change,33,0,2,,,,,,,,,,,,,,11,86,1,,,,
55713,control_change,33,0,2,,,,,,,,,,,,,,11,89,1,,,,
55745,control_change,32,0,2,,,,,,,,,,,,,,11,93,1,,,,
55778,control_change,33,0,2,,,,,,,,,,,,,,11,96,1,,,,
55810,control_change,32,0,2,,,,,,,,,,,,,,11,100,1,,,,
55920,set_tempo,480,1,0,,,,,,,339154,,,,,,,,,,,,,
55976,note_off,166,0,2,,,,,,,,,,,,,,,,1,,,71,64
55995,note_on,19,0,2,,,,,,,,,,,,,,,,1,,,68,89
56196,note_on,201,0,2,,,,,,,,,,,,,,,,1,,,66,83
56200,note_off,4,0,2,,,,,,,,,,,,,,,,1,,,68,64
56386,note_on,186,0,2,,,,,,,,,,,,,,,,1,,,68,70
56402,note_off,16,0,2,,,,,,,,,,,,,,,,1,,,66,64
56617,note_on,215,0,2,,,,,,,,,,,,,,,,1,,,64,76
56619,note_off,2,0,2,,,,,,,,,,,,,,,,1,,,68,64
56818,note_off,199,0,2,,,,,,,,,,,,,,,,1,,,64,64
56847,control_change,29,0,2,,,,,,,,,,,,,,11,80,1,,,,
56859,note_on,12,0,2,,,,,,,,,,,,,,,,1,,,59,85
56884,control_change,25,0,2,,,,,,,,,,,,,,11,83,1,,,,
56921,control_change,37,0,2,,,,,,,,,,,,,,11,87,1,,,,
56959,control_change,38,0,2,,,,,,,,,,,,,,11,90,1,,,,
56996,control_change,37,0,2,,,,,,,,,,,,,,11,94,1,,,,
57033,control_change,37,0,2,,,,,,,,,,,,,,11,98,1,,,,
57112,note_on,79,0,2,,,,,,,,,,,,,,,,1,,,57,68
57131,note_off,19,0,2,,,,,,,,,,,,,,,,1,,,59,64
57337,note_on,206,0,2,,,,,,,,,,,,,,,,1,,,59,62
57348,note_off,11,0,2,,,,,,,,,,,,,,,,1,,,57,64
57521,note_off,173,0,2,,,,,,,,,,,,,,,,1,,,59,64
57526,control_change,5,0,2,,,,,,,,,,,,,,11,82,1,,,,
57544,note_on,18,0,2,,,,,,,,,,,,,,,,1,,,56,91
57565,control_change,21,0,2,,,,,,,,,,,,,,11,85,1,,,,
57604,control_change,39,0,2,,,,,,,,,,,,,,11,89,1,,,,
57643,control_change,39,0,2,,,,,,,,,,,,,,11,92,1,,,,
57682,control_change,39,0,2,,,,,,,,,,,,,,11,96,1,,,,
57721,control_change,39,0,2,,,,,,,,,,,,,,11,100,1,,,,
57834,note_on,113,0,2,,,,,,,,,,,,,,,,1,,,54,76
57852,note_off,18,0,2,,,,,,,,,,,,,,,,1,,,56,64
58075,note_on,223,0,2,,,,,,,,,,,,,,,,1,,,56,76
58078,note_off,3,0,2,,,,,,,,,,,,,,,,1,,,54,64
58242,note_off,164,0,2,,,,,,,,,,,,,,,,1,,,56,64
58289,note_on,47,0,2,,,,,,,,,,,,,,,,1,,,59,93
58453,note_off,164,0,2,,,,,,,,,,,,,,,,1,,,59,64
58506,control_change,53,0,2,,,,,,,,,,,,,,11,80,1,,,,
58532,note_on,26,0,2,,,,,,,,,,,,,,,,1,,,64,82
58546,control_change,14,0,2,,,,,,,,,,,,,,11,83,1,,,,
58587,control_change,41,0,2,,,,,,,,,,,,,,11,87,1,,,,
58627,control_change,40,0,2,,,,,,,,,,,,,,11,91,1,,,,
58668,control_change,41,0,2,,,,,,,,,,,,,,11,95,1,,,,
58708,control_change,40,0,2,,,,,,,,,,,,,,11,100,1,,,,
58842,note_off,134,0,2,,,,,,,,,,,,,,,,1,,,64,64
58843,note_on,1,0,2,,,,,,,,,,,,,,,,1,,,56,104
59014,note_off,171,0,2,,,,,,,,,,,,,,,,1,,,56,64
59036,note_on,22,0,2,,,,,,,,,,,,,,,,1,,,59,85
59210,note_off,174,0,2,,,,,,,,,,,,,,,,1,,,59,64
59247,note_on,37,0,2,,,,,,,,,,,,,,,,1,,,64,100
59430,note_off,183,0,2,,,,,,,,,,,,,,,,1,,,64,64
59444,control_change,14,0,2,,,,,,,,,,,,,,11,80,1,,,,
59464,note_on,20,0,2,,,,,,,,,,,,,,,,1,,,68,112
59484,control_change,20,0,2,,,,,,,,,,,,,,11,83,1,,,,
59525,control_change,41,0,2,,,,,,,,,,,,,,11,87,1,,,,
59565,control_change,40,0,2,,,,,,,,,,,,,,11,91,1,,,,
59606,control_change,41,0,2,,,,,,,,,,,,,,11,95,1,,,,
59646,control_change,40,0,2,,,,,,,,,,,,,,11,100,1,,,,
59720,note_on,74,0,2,,,,,,,,,,,,,,,,1,,,66,93
59731,note_off,11,0,2,,,,,,,,,,,,,,,,1,,,68,64
59938,note_off,207,0,2,,,,,,,,,,,,,,,,1,,,66,64
59947,note_on,9,0,2,,,,,,,,,,,,,,,,1,,,68,85
60112,note_off,165,0,2,,,,,,,,,,,,,,,,1,,,68,64
60156,note_on,44,0,2,,,,,,,,,,,,,,,,1,,,71,91
60339,note_off,183,0,2,,,,,,,,,,,,,,,,1,,,71,64
60419,note_on,80,0,2,,,,,,,,,,,,,,,,1,,,76,102
60701,note_off,282,0,2,,,,,,,,,,,,,,,,1,,,76,64
60717,note_on,16,0,2,,,,,,,,,,,,,,,,1,,,68,112
60911,note_off,194,0,2,,,,,,,,,,,,,,,,1,,,68,64
60940,note_on,29,0,2,,,,,,,,,,,,,,,,1,,,71,112
61136,note_off,196,0,2,,,,,,,,,,,,,,,,1,,,71,64
61162,note_on,26,0,2,,,,,,,,,,,,,,,,1,,,76,89
61200,set_tempo,5280,1,0,,,,,,,384375,,,,,,,,,,,,,
61356,note_off,194,0,2,,,,,,,,,,,,,,,,1,,,76,64
61390,control_change,34,0,2,,,,,,,,,,,,,,11,84,1,,,,
61426,control_change,36,0,2,,,,,,,,,,,,,,11,87,1,,,,
61440,note_on,14,0,2,,,,,,,,,,,,,,,,1,,,74,111
61462,control_change,22,0,2,,,,,,,,,,,,,,11,90,1,,,,
61499,control_change,37,0,2,,,,,,,,,,,,,,11,93,1,,,,
61535,control_change,36,0,2,,,,,,,,,,,,,,11,96,1,,,,
61571,control_change,36,0,2,,,,,,,,,,,,,,11,100,1,,,,
61663,note_off,92,0,2,,,,,,,,,,,,,,,,1,,,74,64
61680,set_tempo,480,1,0,,,,,,,339154,,,,,,,,,,,,,
61684,control_change,21,0,2,,,,,,,,,,,,,,11,84,1,,,,
61697,note_on,13,0,2,,,,,,,,,,,,,,,,1,,,80,102
61724,control_change,27,0,2,,,,,,,,,,,,,,11,88,1,,,,
61764,control_change,40,0,2,,,,,,,,,,,,,,11,92,1,,,,
61804,control_change,40,0,2,,,,,,,,,,,,,,11,97,1,,,,
61844,control_change,40,0,2,,,,,,,,,,,,,,11,102,1,,,,
61872,note_off,28,0,2,,,,,,,,,,,,,,,,1,,,80,64
61910,note_on,38,0,2,,,,,,,,,,,,,,,,1,,,77,96
62071,note_off,161,0,2,,,,,,,,,,,,,,,,1,,,77,64
62115,note_on,44,0,2,,,,,,,,,,,,,,,,1,,,74,94
62303,note_off,188,0,2,,,,,,,,,,,,,,,,1,,,74,64
62338,note_on,35,0,2,,,,,,,,,,,,,,,,1,,,71,81
62558,note_off,220,0,2,,,,,,,,,,,,,,,,1,,,71,64
62590,note_on,32,0,2,,,,,,,,,,,,,,,,1,,,68,76
62753,note_off,163,0,2,,,,,,,,,,,,,,,,1,,,68,64
62803,note_on,50,0,2,,,,,,,,,,,,,,,,1,,,65,73
62980,note_off,177,0,2,,,,,,,,,,,,,,,,1,,,65,64
63021,note_on,41,0,2,,,,,,,,,,,,,,,,1,,,62,59
63183,note_off,162,0,2,,,,,,,,,,,,,,,,1,,,62,64
63217,control_change,34,0,2,,,,,,,,,,,,,,11,78,1,,,,
63253,control_change,36,0,2,,,,,,,,,,,,,,11,81,1,,,,
63280,note_on,27,0,2,,,,,,,,,,,,,,,,1,,,60,82
63289,control_change,9,0,2,,,,,,,,,,,,,,11,84,1,,,,
63325,control_change,36,0,2,,,,,,,,,,,,,,11,87,1,,,,
63361,control_change,36,0,2,,,,,,,,,,,,,,11,90,1,,,,
63397,control_change,36,0,2,,,,,,,,,,,,,,11,93,1,,,,
63433,control_change,36,0,2,,,,,,,,,,,,,,11,96,1,,,,
63468,control_change,35,0,2,,,,,,,,,,,,,,11,100,1,,,,
63563,note_off,95,0,2,,,,,,,,,,,,,,,,1,,,60,64
63589,note_on,26,0,2,,,,,,,,,,,,,,,,1,,,63,65
63756,note_off,167,0,2,,,,,,,,,,,,,,,,1,,,63,64
63793,note_on,37,0,2,,,,,,,,,,,,,,,,1,,,66,75
63971,note_off,178,0,2,,,,,,,,,,,,,,,,1,,,66,64
63995,note_on,24,0,2,,,,,,,,,,,,,,,,1,,,69,96
64163,note_off,168,0,2,,,,,,,,,,,,,,,,1,,,69,64
64214,note_on,51,0,2,,,,,,,,,,,,,,,,1,,,72,85
64431,note_on,217,0,2,,,,,,,,,,,,,,,,1,,,74,78
64441,note_off,10,0,2,,,,,,,,,,,,,,,,1,,,72,64
64651,note_off,210,0,2,,,,,,,,,,,,,,,,1,,,74,64
64651,note_on,0,0,2,,,,,,,,,,,,,,,,1,,,75,66
64813,control_change,162,0,2,,,,,,,,,,,,,,11,86,1,,,,
64828,note_off,15,0,2,,,,,,,,,,,,,,,,1,,,75,64
64853,control_change,25,0,2,,,,,,,,,,,,,,11,89,1,,,,
64884,note_on,31,0,2,,,,,,,,,,,,,,,,1,,,57,78
64893,control_change,9,0,2,,,,,,,,,,,,,,11,92,1,,,,
64933,control_change,40,0,2,,,,,,,,,,,,,,11,96,1,,,,
64973,control_change,40,0,2,,,,,,,,,,,,,,11,100,1,,,,
65187,note_off,214,0,2,,,,,,,,,,,,,,,,1,,,57,64
65205,control_change,18,0,2,,,,,,,,,,,,,,11,72,1,,,,
65242,control_change,37,0,2,,,,,,,,,,,,,,11,80,1,,,,
65247,note_on,5,0,2,,,,,,,,,,,,,,,,1,,,58,86
65280,set_tempo,3600,1,0,,,,,,,360352,,,,,,,,,,,,,
65280,control_change,33,0,2,,,,,,,,,,,,,,11,90,1,,,,
65318,control_change,38,0,2,,,,,,,,,,,,,,11,99,1,,,,
65356,control_change,38,0,2,,,,,,,,,,,,,,11,108,1,,,,
65393,control_change,37,0,2,,,,,,,,,,,,,,11,118,1,,,,
65422,control_change,29,0,2,,,,,,,,,,,,,,11,110,1,,,,
65470,control_change,48,0,2,,,,,,,,,,,,,,11,100,1,,,,
65537,note_on,67,0,2,,,,,,,,,,,,,,,,1,,,66,83
65567,note_off,30,0,2,,,,,,,,,,,,,,,,1,,,58,64
65753,note_off,186,0,2,,,,,,,,,,,,,,,,1,,,66,64
65770,note_on,17,0,2,,,,,,,,,,,,,,,,1,,,70,89
65961,note_off,191,0,2,,,,,,,,,,,,,,,,1,,,70,64
65970,note_on,9,0,2,,,,,,,,,,,,,,,,1,,,75,78
66162,note_off,192,0,2,,,,,,,,,,,,,,,,1,,,75,64
66188,note_on,26,0,2,,,,,,,,,,,,,,,,1,,,65,72
66414,note_off,226,0,2,,,,,,,,,,,,,,,,1,,,65,64
66441,note_on,27,0,2,,,,,,,,,,,,,,,,1,,,75,79
66659,note_off,218,0,2,,,,,,,,,,,,,,,,1,,,75,64
66681,note_on,22,0,2,,,,,,,,,,,,,,,,1,,,58,60
66904,note_off,223,0,2,,,,,,,,,,,,,,,,1,,,58,64
66935,note_on,31,0,2,,,,,,,,,,,,,,,,1,,,74,70
66960,set_tempo,1680,1,0,,,,,,,428571,,,,,,,,,,,,,
67025,control_change,90,0,2,,,,,,,,,,,,,,11,92,1,,,,
67063,control_change,38,0,2,,,,,,,,,,,,,,11,87,1,,,,
67101,control_change,38,0,2,,,,,,,,,,,,,,11,82,1,,,,
67122,control_change,21,0,2,,,,,,,,,,,,,,11,80,1,,,,
67138,note_off,16,0,2,,,,,,,,,,,,,,,,1,,,74,64
67158,control_change,20,0,2,,,,,,,,,,,,,,11,82,1,,,,
67192,control_change,34,0,2,,,,,,,,,,,,,,11,84,1,,,,
67200,note_on,8,0,2,,,,,,,,,,,,,,,,1,,,63,58
67226,control_change,26,0,2,,,,,,,,,,,,,,11,87,1,,,,
67260,control_change,34,0,2,,,,,,,,,,,,,,11,89,1,,,,
67294,control_change,34,0,2,,,,,,,,,,,,,,11,92,1,,,,
67328,control_change,34,0,2,,,,,,,,,,,,,,11,94,1,,,,
67362,control_change,34,0,2,,,,,,,,,,,,,,11,97,1,,,,
67395,control_change,33,0,2,,,,,,,,,,,,,,11,100,1,,,,
67461,note_on,66,0,2,,,,,,,,,,,,,,,,1,,,75,76
67466,note_off,5,0,2,,,,,,,,,,,,,,,,1,,,63,64
67677,note_off,211,0,2,,,,,,,,,,,,,,,,1,,,75,64
67680,set_tempo,720,1,0,,,,,,,339154,,,,,,,,,,,,,
67683,note_on,6,0,2,,,,,,,,,,,,,,,,1,,,73,65
67891,note_off,208,0,2,,,,,,,,,,,,,,,,1,,,73,64
67910,note_on,19,0,2,,,,,,,,,,,,,,,,1,,,75,67
68114,note_off,204,0,2,,,,,,,,,,,,,,,,1,,,75,64
68129,note_on,15,0,2,,,,,,,,,,,,,,,,1,,,71,83
68364,note_off,235,0,2,,,,,,,,,,,,,,,,1,,,71,64
68375,note_on,11,0,2,,,,,,,,,,,,,,,,1,,,75,62
68553,note_off,178,0,2,,,,,,,,,,,,,,,,1,,,75,64
68599,note_on,46,0,2,,,,,,,,,,,,,,,,1,,,68,83
68827,note_off,228,0,2,,,,,,,,,,,,,,,,1,,,68,64
68831,note_on,4,0,2,,,,,,,,,,,,,,,,1,,,75,67
69029,note_off,198,0,2,,,,,,,,,,,,,,,,1,,,75,64
69077,note_on,48,0,2,,,,,,,,,,,,,,,,1,,,70,83
69279,control_change,202,0,2,,,,,,,,,,,,,,11,92,1,,,,
69321,control_change,42,0,2,,,,,,,,,,,,,,11,86,1,,,,
69343,note_on,22,0,2,,,,,,,,,,,,,,,,1,,,75,83
69367,control_change,24,0,2,,,,,,,,,,,,,,11,90,1,,,,
69407,note_off,40,0,2,,,,,,,,,,,,,,,,1,,,70,64
69414,control_change,7,0,2,,,,,,,,,,,,,,11,95,1,,,,
69460,control_change,46,0,2,,,,,,,,,,,,,,11,100,1,,,,
69549,note_on,89,0,2,,,,,,,,,,,,,,,,1,,,74,65
69581,note_off,32,0,2,,,,,,,,,,,,,,,,1,,,75,64
69786,note_off,205,0,2,,,,,,,,,,,,,,,,1,,,74,64
69786,note_on,0,0,2,,,,,,,,,,,,,,,,1,,,75,65
69979,note_off,193,0,2,,,,,,,,,,,,,,,,1,,,75,64
70014,note_on,35,0,2,,,,,,,,,,,,,,,,1,,,70,83
70250,note_off,236,0,2,,,,,,,,,,,,,,,,1,,,70,64
70252,note_on,2,0,2,,,,,,,,,,,,,,,,1,,,75,65
70444,note_off,192,0,2,,,,,,,,,,,,,,,,1,,,75,64
70487,note_on,43,0,2,,,,,,,,,,,,,,,,1,,,66,83
70695,note_off,208,0,2,,,,,,,,,,,,,,,,1,,,66,64
70726,note_on,31,0,2,,,,,,,,,,,,,,,,1,,,75,68
70950,note_off,224,0,2,,,,,,,,,,,,,,,,1,,,75,64
71007,note_on,57,0,2,,,,,,,,,,,,,,,,1,,,68,84
71040,set_tempo,3360,1,0,,,,,,,349431,,,,,,,,,,,,,
71218,control_change,211,0,2,,,,,,,,,,,,,,11,90,1,,,,
71253,control_change,35,0,2,,,,,,,,,,,,,,11,86,1,,,,
71276,note_on,23,0,2,,,,,,,,,,,,,,,,1,,,75,85
71291,control_change,15,0,2,,,,,,,,,,,,,,11,89,1,,,,
71328,note_off,37,0,2,,,,,,,,,,,,,,,,1,,,68,64
71330,control_change,2,0,2,,,,,,,,,,,,,,11,92,1,,,,
71368,control_change,38,0,2,,,,,,,,,,,,,,11,96,1,,,,
71406,control_change,38,0,2,,,,,,,,,,,,,,11,100,1,,,,
71481,note_on,75,0,2,,,,,,,,,,,,,,,,1,,,74,63
71501,note_off,20,0,2,,,,,,,,,,,,,,,,1,,,75,64
71697,note_on,196,0,2,,,,,,,,,,,,,,,,1,,,75,63
71715,note_off,18,0,2,,,,,,,,,,,,,,,,1,,,74,64
71864,note_off,149,0,2,,,,,,,,,,,,,,,,1,,,75,64
71938,note_on,74,0,2,,,,,,,,,,,,,,,,1,,,68,86
72187,note_off,249,0,2,,,,,,,,,,,,,,,,1,,,68,64
72198,note_on,11,0,2,,,,,,,,,,,,,,,,1,,,75,67
72370,note_off,172,0,2,,,,,,,,,,,,,,,,1,,,75,64
72448,note_on,78,0,2,,,,,,,,,,,,,,,,1,,,65,81
72651,note_off,203,0,2,,,,,,,,,,,,,,,,1,,,65,64
72705,note_on,54,0,2,,,,,,,,,,,,,,,,1,,,75,68
72865,note_off,160,0,2,,,,,,,,,,,,,,,,1,,,75,64
72943,note_on,78,0,2,,,,,,,,,,,,,,,,1,,,66,87
73217,note_on,274,0,2,,,,,,,,,,,,,,,,1,,,75,96
73224,note_off,7,0,2,,,,,,,,,,,,,,,,1,,,66,64
73417,note_off,193,0,2,,,,,,,,,,,,,,,,1,,,75,64
73431,note_on,14,0,2,,,,,,,,,,,,,,,,1,,,74,68
73632,note_off,201,0,2,,,,,,,,,,,,,,,,1,,,74,64
73659,note_on,27,0,2,,,,,,,,,,,,,,,,1,,,75,78
73807,note_off,148,0,2,,,,,,,,,,,,,,,,1,,,75,64
73886,note_on,79,0,2,,,,,,,,,,,,,,,,1,,,66,95
74120,note_off,234,0,2,,,,,,,,,,,,,,,,1,,,66,64
74133,note_on,13,0,2,,,,,,,,,,,,,,,,1,,,75,84
74360,note_off,227,0,2,,,,,,,,,,,,,,,,1,,,75,64
74379,note_on,19,0,2,,,,,,,,,,,,,,,,1,,,63,109
74584,note_off,205,0,2,,,,,,,,,,,,,,,,1,,,63,64
74625,note_on,41,0,2,,,,,,,,,,,,,,,,1,,,75,94
74640,set_tempo,3600,1,0,,,,,,,384375,,,,,,,,,,,,,
74768,note_off,143,0,2,,,,,,,,,,,,,,,,1,,,75,64
74830,control_change,62,0,2,,,,,,,,,,,,,,11,84,1,,,,
74862,control_change,32,0,2,,,,,,,,,,,,,,11,89,1,,,,
74864,note_on,2,0,2,,,,,,,,,,,,,,,,1,,,74,94
74895,control_change,31,0,2,,,,,,,,,,,,,,11,95,1,,,,
74928,control_change,33,0,2,,,,,,,,,,,,,,11,100,1,,,,
74960,control_change,32,0,2,,,,,,,,,,,,,,11,106,1,,,,
74993,control_change,33,0,2,,,,,,,,,,,,,,11,112,1,,,,
75025,control_change,32,0,2,,,,,,,,,,,,,,11,118,1,,,,
75047,control_change,22,0,2,,,,,,,,,,,,,,11,112,1,,,,
75082,control_change,35,0,2,,,,,,,,,,,,,,11,106,1,,,,
75116,control_change,34,0,2,,,,,,,,,,,,,,11,100,1,,,,
75120,set_tempo,480,1,0,,,,,,,339154,,,,,,,,,,,,,
75138,note_off,22,0,2,,,,,,,,,,,,,,,,1,,,74,64
75151,note_on,13,0,2,,,,,,,,,,,,,,,,1,,,83,94
75361,note_off,210,0,2,,,,,,,,,,,,,,,,1,,,83,64
75365,note_on,4,0,2,,,,,,,,,,,,,,,,1,,,80,86
75544,note_off,179,0,2,,,,,,,,,,,,,,,,1,,,80,64
75583,note_on,39,0,2,,,,,,,,,,,,,,,,1,,,74,88
75760,note_off,177,0,2,,,,,,,,,,,,,,,,1,,,74,64
75800,note_on,40,0,2,,,,,,,,,,,,,,,,1,,,73,71
76017,note_off,217,0,2,,,,,,,,,,,,,,,,1,,,73,64
76053,note_on,36,0,2,,,,,,,,,,,,,,,,1,,,82,86
76279,note_on,226,0,2,,,,,,,,,,,,,,,,1,,,79,81
76292,note_off,13,0,2,,,,,,,,,,,,,,,,1,,,82,64
76484,note_off,192,0,2,,,,,,,,,,,,,,,,1,,,79,64
76520,note_on,36,0,2,,,,,,,,,,,,,,,,1,,,73,81
76708,note_off,188,0,2,,,,,,,,,,,,,,,,1,,,73,64
76747,note_on,39,0,2,,,,,,,,,,,,,,,,1,,,72,88
76995,note_off,248,0,2,,,,,,,,,,,,,,,,1,,,72,64
77031,note_on,36,0,2,,,,,,,,,,,,,,,,1,,,80,83
77228,note_off,197,0,2,,,,,,,,,,,,,,,,1,,,80,64
77234,note_on,6,0,2,,,,,,,,,,,,,,,,1,,,77,93
77420,note_off,186,0,2,,,,,,,,,,,,,,,,1,,,77,64
77475,note_on,55,0,2,,,,,,,,,,,,,,,,1,,,71,88
77660,note_off,185,0,2,,,,,,,,,,,,,,,,1,,,71,64
77680,control_change,20,0,2,,,,,,,,,,,,,,11,92,1,,,,
77700,control_change,20,0,2,,,,,,,,,,,,,,11,84,1,,,,
77728,note_on,28,0,2,,,,,,,,,,,,,,,,1,,,70,96
77740,control_change,12,0,2,,,,,,,,,,,,,,11,87,1,,,,
77781,control_change,41,0,2,,,,,,,,,,,,,,11,90,1,,,,
77821,control_change,40,0,2,,,,,,,,,,,,,,11,93,1,,,,
77862,control_change,41,0,2,,,,,,,,,,,,,,11,96,1,,,,
77902,control_change,40,0,2,,,,,,,,,,,,,,11,100,1,,,,
77941,note_off,39,0,2,,,,,,,,,,,,,,,,1,,,70,64
77973,note_on,32,0,2,,,,,,,,,,,,,,,,1,,,78,94
78188,note_off,215,0,2,,,,,,,,,,,,,,,,1,,,78,64
78208,note_on,20,0,2,,,,,,,,,,,,,,,,1,,,75,80
78414,note_off,206,0,2,,,,,,,,,,,,,,,,1,,,75,64
78447,note_on,33,0,2,,,,,,,,,,,,,,,,1,,,69,100
78640,control_change,193,0,2,,,,,,,,,,,,,,11,92,1,,,,
78649,note_off,9,0,2,,,,,,,,,,,,,,,,1,,,69,64
78673,control_change,24,0,2,,,,,,,,,,,,,,11,86,1,,,,
78687,note_on,14,0,2,,,,,,,,,,,,,,,,1,,,68,107
78709,control_change,22,0,2,,,,,,,,,,,,,,11,89,1,,,,
78746,control_change,37,0,2,,,,,,,,,,,,,,11,92,1,,,,
78783,control_change,37,0,2,,,,,,,,,,,,,,11,96,1,,,,
78819,control_change,36,0,2,,,,,,,,,,,,,,11,100,1,,,,
78938,note_off,119,0,2,,,,,,,,,,,,,,,,1,,,68,64
78997,note_on,59,0,2,,,,,,,,,,,,,,,,1,,,77,111
79209,note_on,212,0,2,,,,,,,,,,,,,,,,1,,,74,98
79225,note_off,16,0,2,,,,,,,,,,,,,,,,1,,,77,64
79415,note_on,190,0,2,,,,,,,,,,,,,,,,1,,,68,92
79419,note_off,4,0,2,,,,,,,,,,,,,,,,1,,,74,64
79624,control_change,205,0,2,,,,,,,,,,,,,,11,90,1,,,,
79645,note_off,21,0,2,,,,,,,,,,,,,,,,1,,,68,64
79653,control_change,8,0,2,,,,,,,,,,,,,,11,84,1,,,,
79671,note_on,18,0,2,,,,,,,,,,,,,,,,1,,,67,93
79693,control_change,22,0,2,,,,,,,,,,,,,,11,87,1,,,,
79733,control_change,40,0,2,,,,,,,,,,,,,,11,91,1,,,,
79773,control_change,40,0,2,,,,,,,,,,,,,,11,95,1,,,,
79813,control_change,40,0,2,,,,,,,,,,,,,,11,100,1,,,,
79905,note_off,92,0,2,,,,,,,,,,,,,,,,1,,,67,64
79925,note_on,20,0,2,,,,,,,,,,,,,,,,1,,,75,95
80142,note_off,217,0,2,,,,,,,,,,,,,,,,1,,,75,64
80156,note_on,14,0,2,,,,,,,,,,,,,,,,1,,,69,90
80160,set_tempo,5040,1,0,,,,,,,384375,,,,,,,,,,,,,
80369,note_on,213,0,2,,,,,,,,,,,,,,,,1,,,60,87
80381,note_off,12,0,2,,,,,,,,,,,,,,,,1,,,69,64
80601,note_off,220,0,2,,,,,,,,,,,,,,,,1,,,60,64
80640,set_tempo,480,1,0,,,,,,,388690,,,,,,,,,,,,,
80647,note_on,46,0,2,,,,,,,,,,,,,,,,1,,,58,76
80941,control_change,294,0,2,,,,,,,,,,,,,,11,90,1,,,,
80983,control_change,42,0,2,,,,,,,,,,,,,,11,86,1,,,,
81011,control_change,28,0,2,,,,,,,,,,,,,,11,80,1,,,,
81045,control_change,34,0,2,,,,,,,,,,,,,,11,82,1,,,,
81047,note_on,2,0,2,,,,,,,,,,,,,,,,1,,,77,94
81079,control_change,32,0,2,,,,,,,,,,,,,,11,85,1,,,,
81087,note_off,8,0,2,,,,,,,,,,,,,,,,1,,,58,64
81113,control_change,26,0,2,,,,,,,,,,,,,,11,88,1,,,,
81147,control_change,34,0,2,,,,,,,,,,,,,,11,91,1,,,,
81181,control_change,34,0,2,,,,,,,,,,,,,,11,94,1,,,,
81215,control_change,34,0,2,,,,,,,,,,,,,,11,97,1,,,,
81248,control_change,33,0,2,,,,,,,,,,,,,,11,100,1,,,,
81283,note_off,35,0,2,,,,,,,,,,,,,,,,1,,,77,64
