tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,control,value,channel,program,pitch,note,velocity
94920,note_on,,,,,120,0,1,,,,,,0,,,67,0
94920,note_on,,,,,0,0,1,,,,,,0,,,64,77
95040,note_on,,,,,0,0,1,,,,,,0,,,72,78
95040,note_on,,,,,120,0,1,,,,,,0,,,64,0
95160,note_on,,,,,0,0,1,,,,,,0,,,67,79
95160,note_on,,,,,120,0,1,,,,,,0,,,72,0
95280,note_on,,,,,120,0,1,,,,,,0,,,67,0
95280,note_on,,,,,0,0,1,,,,,,0,,,76,80
95400,note_on,,,,,0,0,1,,,,,,0,,,72,81
95400,note_on,,,,,120,0,1,,,,,,0,,,76,0
95520,note_on,,,,,960,0,4,,,,,,3,,,60,62
95520,note_on,,,,,0,0,1,,,,,,0,,,79,65
95520,note_on,,,,,0,0,3,,,,,,2,,,64,62
95520,note_on,,,,,960,0,3,,,,,,2,,,67,62
95520,note_on,,,,,120,0,1,,,,,,0,,,72,0
95616,note_on,,,,,96,0,1,,,,,,0,,,79,0
95616,note_on,,,,,0,0,3,,,,,,2,,,67,0
95616,note_on,,,,,96,0,3,,,,,,2,,,64,0
95616,note_on,,,,,96,0,4,,,,,,3,,,60,0
95760,note_on,,,,,144,0,4,,,,,,3,,,60,60
95760,note_on,,,,,144,0,1,,,,,,0,,,76,62
95760,note_on,,,,,0,0,3,,,,,,2,,,64,60
95760,note_on,,,,,144,0,3,,,,,,2,,,67,60
95856,note_on,,,,,96,0,4,,,,,,3,,,60,0
95856,note_on,,,,,96,0,1,,,,,,0,,,76,0
95856,note_on,,,,,0,0,3,,,,,,2,,,67,0
95856,note_on,,,,,96,0,3,,,,,,2,,,64,0
96000,note_on,,,,,144,0,1,,,,,,0,,,72,59
96000,note_on,,,,,144,0,4,,,,,,3,,,60,58
96000,note_on,,,,,0,0,3,,,,,,2,,,67,58
96000,note_on,,,,,144,0,3,,,,,,2,,,64,58
96096,note_on,,,,,0,0,3,,,,,,2,,,64,0
96096,note_on,,,,,96,0,3,,,,,,2,,,67,0
96096,note_on,,,,,96,0,4,,,,,,3,,,60,0
96096,note_on,,,,,96,0,1,,,,,,0,,,72,0
96120,set_tempo,,,,,2040,1,0,,425532,,,,,,,,
96240,note_on,,,,,144,0,3,,,,,,2,,,67,56
96240,note_on,,,,,0,0,3,,,,,,2,,,65,56
96240,note_on,,,,,144,0,4,,,,,,3,,,62,56
96240,note_on,,,,,144,0,1,,,,,,0,,,71,56
96241,note_on,,,,,1,0,1,,,,,,0,,,71,0
96600,note_on,,,,,360,0,4,,,,,,3,,,62,0
96600,note_on,,,,,0,0,3,,,,,,2,,,67,0
96600,note_on,,,,,360,0,3,,,,,,2,,,65,0
96720,note_on,,,,,479,0,1,,,,,,0,,,62,59
96720,set_tempo,,,,,600,1,0,,419580,,,,,,,,
96840,note_on,,,,,120,0,1,,,,,,0,,,62,0
96840,note_on,,,,,0,0,1,,,,,,0,,,60,60
96960,note_on,,,,,360,0,3,,,,,,2,,,47,68
96960,note_on,,,,,120,0,1,,,,,,0,,,60,0
96960,note_on,,,,,0,0,3,,,,,,2,,,50,68
96960,note_on,,,,,0,0,3,,,,,,2,,,55,68
96960,note_on,,,,,360,0,4,,,,,,3,,,43,68
96960,note_on,,,,,0,0,1,,,,,,0,,,59,61
97080,note_on,,,,,120,0,1,,,,,,0,,,59,0
97080,note_on,,,,,0,0,1,,,,,,0,,,62,62
97200,note_on,,,,,120,0,1,,,,,,0,,,62,0
97200,note_on,,,,,0,0,1,,,,,,0,,,67,63
97320,note_on,,,,,120,0,1,,,,,,0,,,67,0
97320,note_on,,,,,0,0,1,,,,,,0,,,62,63
97440,note_on,,,,,480,0,3,,,,,,2,,,55,0
97440,note_on,,,,,0,0,3,,,,,,2,,,50,0
97440,note_on,,,,,480,0,4,,,,,,3,,,43,0
97440,note_on,,,,,120,0,1,,,,,,0,,,62,0
97440,note_on,,,,,0,0,1,,,,,,0,,,71,64
97440,note_on,,,,,0,0,3,,,,,,2,,,47,0
97560,note_on,,,,,120,0,1,,,,,,0,,,71,0
97560,note_on,,,,,0,0,1,,,,,,0,,,67,65
97680,note_on,,,,,120,0,1,,,,,,0,,,67,0
97680,note_on,,,,,0,0,1,,,,,,0,,,74,66
97800,note_on,,,,,120,0,1,,,,,,0,,,74,0
97800,note_on,,,,,0,0,1,,,,,,0,,,71,67
97920,note_on,,,,,0,0,1,,,,,,0,,,79,68
97920,note_on,,,,,120,0,1,,,,,,0,,,71,0
98040,note_on,,,,,120,0,1,,,,,,0,,,79,0
98040,note_on,,,,,0,0,1,,,,,,0,,,74,69
98160,note_on,,,,,120,0,1,,,,,,0,,,74,0
98160,note_on,,,,,0,0,1,,,,,,0,,,83,70
98280,note_on,,,,,120,0,1,,,,,,0,,,83,0
98280,note_on,,,,,0,0,1,,,,,,0,,,79,71
98400,note_on,,,,,0,0,3,,,,,,2,,,67,57
98400,note_on,,,,,960,0,3,,,,,,2,,,62,57
98400,note_on,,,,,120,0,1,,,,,,0,,,79,0
98400,note_on,,,,,960,0,4,,,,,,3,,,59,57
98400,note_on,,,,,0,0,1,,,,,,0,,,86,55
98496,note_on,,,,,96,0,3,,,,,,2,,,67,0
98496,note_on,,,,,0,0,3,,,,,,2,,,62,0
98496,note_on,,,,,96,0,4,,,,,,3,,,59,0
98496,note_on,,,,,96,0,1,,,,,,0,,,86,0
98640,note_on,,,,,144,0,1,,,,,,0,,,83,52
98640,note_on,,,,,0,0,3,,,,,,2,,,67,55
98640,note_on,,,,,144,0,4,,,,,,3,,,59,55
98640,note_on,,,,,144,0,3,,,,,,2,,,62,55
98736,note_on,,,,,96,0,3,,,,,,2,,,67,0
98736,note_on,,,,,0,0,3,,,,,,2,,,62,0
98736,note_on,,,,,96,0,4,,,,,,3,,,59,0
98736,note_on,,,,,96,0,1,,,,,,0,,,83,0
98880,note_on,,,,,0,0,3,,,,,,2,,,67,53
98880,note_on,,,,,144,0,3,,,,,,2,,,62,53
98880,note_on,,,,,144,0,1,,,,,,0,,,77,49
98880,note_on,,,,,144,0,4,,,,,,3,,,59,53
98976,note_on,,,,,0,0,3,,,,,,2,,,62,0
98976,note_on,,,,,96,0,1,,,,,,0,,,77,0
98976,note_on,,,,,96,0,3,,,,,,2,,,67,0
98976,note_on,,,,,96,0,4,,,,,,3,,,59,0
99020,set_tempo,,,,,2300,1,0,,425532,,,,,,,,
99120,note_on,,,,,144,0,4,,,,,,3,,,60,51
99120,note_on,,,,,144,0,1,,,,,,0,,,76,46
99120,note_on,,,,,144,0,3,,,,,,2,,,67,51
99120,note_on,,,,,0,0,3,,,,,,2,,,64,51
99121,note_on,,,,,1,0,1,,,,,,0,,,76,0
99480,set_tempo,,,,,460,1,0,,428571,,,,,,,,
99480,note_on,,,,,0,0,3,,,,,,2,,,67,0
99480,note_on,,,,,360,0,3,,,,,,2,,,64,0
99480,note_on,,,,,360,0,4,,,,,,3,,,60,0
99600,note_on,,,,,0,0,1,,,,,,0,,,79,46
99600,control_change,,,,,120,0,3,,,,64,0,2,,,,
99600,control_change,,,,,5899,0,2,,,,64,0,1,,,,
99600,set_tempo,,,,,120,1,0,,419580,,,,,,,,
99600,control_change,,,,,120,0,4,,,,64,0,3,,,,
99600,control_change,,,,,479,0,1,,,,64,0,0,,,,
99720,note_on,,,,,0,0,1,,,,,,0,,,77,47
99720,note_on,,,,,120,0,1,,,,,,0,,,79,0
99840,note_on,,,,,0,0,1,,,,,,0,,,76,48
99840,note_on,,,,,120,0,1,,,,,,0,,,77,0
99960,note_on,,,,,0,0,1,,,,,,0,,,79,49
99960,note_on,,,,,120,0,1,,,,,,0,,,76,0
100080,note_on,,,,,120,0,1,,,,,,0,,,79,0
100080,note_on,,,,,0,0,1,,,,,,0,,,76,50
100080,note_on,,,,,480,0,4,,,,,,3,,,67,48
100200,note_on,,,,,120,0,1,,,,,,0,,,76,0
100200,note_on,,,,,0,0,1,,,,,,0,,,74,51
100200,note_on,,,,,120,0,4,,,,,,3,,,67,0
100200,note_on,,,,,0,0,4,,,,,,3,,,65,48
100320,note_on,,,,,120,0,1,,,,,,0,,,74,0
100320,note_on,,,,,0,0,1,,,,,,0,,,72,52
100320,note_on,,,,,0,0,4,,,,,,3,,,64,49
100320,note_on,,,,,120,0,4,,,,,,3,,,65,0
100440,note_on,,,,,0,0,4,,,,,,3,,,67,50
100440,note_on,,,,,120,0,1,,,,,,0,,,72,0
100440,note_on,,,,,0,0,1,,,,,,0,,,76,53
100440,note_on,,,,,120,0,4,,,,,,3,,,64,0
100560,note_on,,,,,120,0,1,,,,,,0,,,76,0
100560,note_on,,,,,120,0,4,,,,,,3,,,67,0
100560,note_on,,,,,0,0,1,,,,,,0,,,72,54
100560,note_on,,,,,0,0,4,,,,,,3,,,64,50
100680,note_on,,,,,0,0,4,,,,,,3,,,62,51
100680,note_on,,,,,120,0,1,,,,,,0,,,72,0
100680,note_on,,,,,0,0,1,,,,,,0,,,71,54
100680,note_on,,,,,120,0,4,,,,,,3,,,64,0
100800,note_on,,,,,0,0,4,,,,,,3,,,60,52
100800,note_on,,,,,120,0,4,,,,,,3,,,62,0
100800,note_on,,,,,120,0,1,,,,,,0,,,71,0
100800,note_on,,,,,0,0,1,,,,,,0,,,69,55
100920,note_on,,,,,120,0,4,,,,,,3,,,60,0
100920,note_on,,,,,0,0,1,,,,,,0,,,72,56
100920,note_on,,,,,120,0,1,,,,,,0,,,69,0
100920,note_on,,,,,0,0,4,,,,,,3,,,64,52
101040,note_on,,,,,120,0,4,,,,,,3,,,64,0
101040,note_on,,,,,120,0,1,,,,,,0,,,72,0
101040,note_on,,,,,0,0,1,,,,,,0,,,69,57
101040,note_on,,,,,0,0,4,,,,,,3,,,60,53
101160,note_on,,,,,120,0,4,,,,,,3,,,60,0
101160,note_on,,,,,0,0,4,,,,,,3,,,59,54
101160,note_on,,,,,0,0,1,,,,,,0,,,67,58
101160,note_on,,,,,120,0,1,,,,,,0,,,69,0
101280,note_on,,,,,120,0,1,,,,,,0,,,67,0
101280,note_on,,,,,0,0,4,,,,,,3,,,57,55
101280,note_on,,,,,120,0,4,,,,,,3,,,59,0
101280,note_on,,,,,0,0,1,,,,,,0,,,65,59
101400,note_on,,,,,120,0,1,,,,,,0,,,65,0
101400,note_on,,,,,0,0,1,,,,,,0,,,69,60
101400,note_on,,,,,0,0,4,,,,,,3,,,60,55
101400,note_on,,,,,120,0,4,,,,,,3,,,57,0
101520,note_on,,,,,120,0,4,,,,,,3,,,60,0
101520,note_on,,,,,0,0,4,,,,,,3,,,57,56
101520,note_on,,,,,0,0,1,,,,,,0,,,65,61
101520,note_on,,,,,120,0,1,,,,,,0,,,69,0
101640,note_on,,,,,0,0,1,,,,,,0,,,64,62
101640,note_on,,,,,120,0,1,,,,,,0,,,65,0
101640,note_on,,,,,120,0,4,,,,,,3,,,57,0
101640,note_on,,,,,0,0,4,,,,,,3,,,55,57
101760,note_on,,,,,0,0,1,,,,,,0,,,62,63
101760,note_on,,,,,120,0,1,,,,,,0,,,64,0
101760,note_on,,,,,120,0,4,,,,,,3,,,55,0
101760,note_on,,,,,0,0,4,,,,,,3,,,53,57
101880,note_on,,,,,0,0,1,,,,,,0,,,65,64
101880,note_on,,,,,0,0,4,,,,,,3,,,57,58
101880,note_on,,,,,120,0,1,,,,,,0,,,62,0
101880,note_on,,,,,120,0,4,,,,,,3,,,53,0
102000,note_on,,,,,0,0,4,,,,,,3,,,53,59
102000,note_on,,,,,0,0,1,,,,,,0,,,62,65
102000,note_on,,,,,120,0,1,,,,,,0,,,65,0
102000,note_on,,,,,120,0,4,,,,,,3,,,57,0
102120,note_on,,,,,120,0,4,,,,,,3,,,53,0
102120,note_on,,,,,120,0,1,,,,,,0,,,62,0
102120,note_on,,,,,0,0,4,,,,,,3,,,52,59
102120,note_on,,,,,0,0,1,,,,,,0,,,60,66
102240,note_on,,,,,120,0,4,,,,,,3,,,52,0
102240,note_on,,,,,0,0,4,,,,,,3,,,50,60
102240,note_on,,,,,120,0,1,,,,,,0,,,60,0
102240,note_on,,,,,0,0,1,,,,,,0,,,59,67
102360,note_on,,,,,120,0,4,,,,,,3,,,50,0
102360,note_on,,,,,0,0,4,,,,,,3,,,53,61
102360,note_on,,,,,0,0,1,,,,,,0,,,62,67
102360,note_on,,,,,120,0,1,,,,,,0,,,59,0
102480,note_on,,,,,0,0,1,,,,,,0,,,59,68
102480,note_on,,,,,120,0,1,,,,,,0,,,62,0
102480,note_on,,,,,0,0,4,,,,,,3,,,50,61
102480,note_on,,,,,120,0,4,,,,,,3,,,53,0
102600,note_on,,,,,0,0,4,,,,,,3,,,48,62
102600,note_on,,,,,120,0,4,,,,,,3,,,50,0
102600,note_on,,,,,120,0,1,,,,,,0,,,59,0
102600,note_on,,,,,0,0,1,,,,,,0,,,57,69
102720,note_on,,,,,120,0,1,,,,,,0,,,57,0
102720,note_on,,,,,120,0,4,,,,,,3,,,48,0
102720,note_on,,,,,0,0,4,,,,,,3,,,47,67
102720,note_on,,,,,0,0,1,,,,,,0,,,56,71
102840,note_on,,,,,120,0,1,,,,,,0,,,56,0
102840,note_on,,,,,0,0,1,,,,,,0,,,59,69
102960,note_on,,,,,120,0,1,,,,,,0,,,59,0
102960,note_on,,,,,0,0,1,,,,,,0,,,56,67
102960,note_on,,,,,240,0,4,,,,,,3,,,47,0
103080,note_on,,,,,120,0,1,,,,,,0,,,56,0
103080,note_on,,,,,0,0,1,,,,,,0,,,53,66
103080,note_on,,,,,120,0,4,,,,,,3,,,40,64
103200,note_on,,,,,120,0,1,,,,,,0,,,53,0
103200,note_on,,,,,0,0,1,,,,,,0,,,52,64
103200,note_on,,,,,120,0,4,,,,,,3,,,40,0
103200,note_on,,,,,0,0,4,,,,,,3,,,42,63
103320,note_on,,,,,120,0,1,,,,,,0,,,52,0
103320,note_on,,,,,0,0,1,,,,,,0,,,50,63
103320,note_on,,,,,0,0,4,,,,,,3,,,44,62
103320,note_on,,,,,120,0,4,,,,,,3,,,42,0
103440,note_on,,,,,0,0,1,,,,,,0,,,48,61
103440,note_on,,,,,0,0,4,,,,,,3,,,45,61
103440,note_on,,,,,120,0,1,,,,,,0,,,50,0
103440,note_on,,,,,120,0,4,,,,,,3,,,44,0
103560,note_on,,,,,0,0,1,,,,,,0,,,64,59
103560,note_on,,,,,120,0,1,,,,,,0,,,48,0
103680,note_on,,,,,240,0,4,,,,,,3,,,45,0
103680,note_on,,,,,0,0,1,,,,,,0,,,60,58
103680,note_on,,,,,120,0,1,,,,,,0,,,64,0
103800,note_on,,,,,120,0,4,,,,,,3,,,33,57
103800,note_on,,,,,0,0,1,,,,,,0,,,59,56
103800,note_on,,,,,120,0,1,,,,,,0,,,60,0
103920,note_on,,,,,0,0,1,,,,,,0,,,57,54
103920,note_on,,,,,0,0,4,,,,,,3,,,35,56
103920,note_on,,,,,120,0,1,,,,,,0,,,59,0
103920,note_on,,,,,120,0,4,,,,,,3,,,33,0
104040,note_on,,,,,120,0,4,,,,,,3,,,35,0
104040,note_on,,,,,0,0,4,,,,,,3,,,36,55
104040,note_on,,,,,120,0,1,,,,,,0,,,57,0
104040,note_on,,,,,0,0,1,,,,,,0,,,55,53
104160,note_on,,,,,0,0,1,,,,,,0,,,54,51
104160,note_on,,,,,120,0,1,,,,,,0,,,55,0
104160,note_on,,,,,0,0,4,,,,,,3,,,38,54
104160,note_on,,,,,120,0,4,,,,,,3,,,36,0
104280,note_on,,,,,0,0,1,,,,,,0,,,52,50
104280,note_on,,,,,120,0,1,,,,,,0,,,54,0
104400,note_on,,,,,120,0,1,,,,,,0,,,52,0
104400,note_on,,,,,240,0,4,,,,,,3,,,38,0
104400,note_on,,,,,0,0,1,,,,,,0,,,50,48
104520,note_on,,,,,0,0,1,,,,,,0,,,48,46
104520,note_on,,,,,120,0,4,,,,,,3,,,38,51
104520,note_on,,,,,120,0,1,,,,,,0,,,50,0
104640,note_on,,,,,0,0,4,,,,,,3,,,40,50
104640,note_on,,,,,0,0,1,,,,,,0,,,47,45
104640,note_on,,,,,120,0,1,,,,,,0,,,48,0
104640,note_on,,,,,120,0,4,,,,,,3,,,38,0
104760,note_on,,,,,0,0,1,,,,,,0,,,45,43
104760,note_on,,,,,120,0,1,,,,,,0,,,47,0
104760,note_on,,,,,0,0,4,,,,,,3,,,42,48
104760,note_on,,,,,120,0,4,,,,,,3,,,40,0
104835,set_tempo,,,,,5235,1,0,,425532,,,,,,,,
104880,note_on,,,,,120,0,4,,,,,,3,,,42,0
104880,note_on,,,,,0,0,4,,,,,,3,,,31,47
104880,note_on,,,,,120,0,1,,,,,,0,,,45,0
104880,note_on,,,,,0,0,4,,,,,,3,,,43,47
105240,note_on,,,,,360,0,4,,,,,,3,,,43,0
105240,note_on,,,,,0,0,4,,,,,,3,,,31,0
105360,set_tempo,,,,,525,1,0,,419580,,,,,,,,
105360,note_on,,,,,480,0,1,,,,,,0,,,55,68
105360,note_on,,,,,120,0,4,,,,,,3,,,62,36
105480,note_on,,,,,120,0,1,,,,,,0,,,55,0
105480,note_on,,,,,0,0,1,,,,,,0,,,53,69
105600,note_on,,,,,120,0,1,,,,,,0,,,53,0
105600,note_on,,,,,0,0,1,,,,,,0,,,52,70
105600,note_on,,,,,0,0,4,,,,,,3,,,36,69
105600,note_on,,,,,6000,0,3,,,,,,2,,,40,69
105600,note_on,,,,,0,0,3,,,,,,2,,,43,69
105600,note_on,,,,,0,0,3,,,,,,2,,,48,69
105600,note_on,,,,,240,0,4,,,,,,3,,,62,0
105720,note_on,,,,,120,0,1,,,,,,0,,,52,0
105720,note_on,,,,,0,0,1,,,,,,0,,,55,71
105840,note_on,,,,,0,0,1,,,,,,0,,,60,72
105840,note_on,,,,,120,0,1,,,,,,0,,,55,0
105960,note_on,,,,,0,0,1,,,,,,0,,,55,73
105960,note_on,,,,,120,0,1,,,,,,0,,,60,0
106080,note_on,,,,,480,0,4,,,,,,3,,,36,0
106080,note_on,,,,,120,0,1,,,,,,0,,,55,0
106080,note_on,,,,,480,0,3,,,,,,2,,,48,0
106080,note_on,,,,,0,0,3,,,,,,2,,,43,0
106080,note_on,,,,,0,0,3,,,,,,2,,,40,0
106080,note_on,,,,,0,0,1,,,,,,0,,,64,74
106200,note_on,,,,,120,0,1,,,,,,0,,,64,0
106200,note_on,,,,,0,0,1,,,,,,0,,,60,75
106320,note_on,,,,,120,0,1,,,,,,0,,,60,0
106320,note_on,,,,,0,0,1,,,,,,0,,,67,76
106440,note_on,,,,,120,0,1,,,,,,0,,,67,0
106440,note_on,,,,,0,0,1,,,,,,0,,,64,77
106560,note_on,,,,,120,0,1,,,,,,0,,,64,0
106560,note_on,,,,,0,0,1,,,,,,0,,,72,78
106680,note_on,,,,,0,0,1,,,,,,0,,,67,79
106680,note_on,,,,,120,0,1,,,,,,0,,,72,0
106800,note_on,,,,,120,0,1,,,,,,0,,,67,0
106800,note_on,,,,,0,0,1,,,,,,0,,,76,80
106920,note_on,,,,,120,0,1,,,,,,0,,,76,0
106920,note_on,,,,,0,0,1,,,,,,0,,,72,81
107040,note_on,,,,,120,0,1,,,,,,0,,,72,0
107040,note_on,,,,,0,0,1,,,,,,0,,,79,65
107040,note_on,,,,,960,0,3,,,,,,2,,,64,62
107040,note_on,,,,,0,0,3,,,,,,2,,,67,62
107040,note_on,,,,,960,0,4,,,,,,3,,,60,62
107136,note_on,,,,,0,0,3,,,,,,2,,,64,0
107136,note_on,,,,,96,0,3,,,,,,2,,,67,0
107136,note_on,,,,,96,0,4,,,,,,3,,,60,0
107136,note_on,,,,,96,0,1,,,,,,0,,,79,0
107280,note_on,,,,,144,0,1,,,,,,0,,,76,62
107280,note_on,,,,,144,0,3,,,,,,2,,,64,60
107280,note_on,,,,,0,0,3,,,,,,2,,,67,60
107280,note_on,,,,,144,0,4,,,,,,3,,,60,60
107376,note_on,,,,,96,0,4,,,,,,3,,,60,0
107376,note_on,,,,,96,0,3,,,,,,2,,,67,0
107376,note_on,,,,,0,0,3,,,,,,2,,,64,0
107376,note_on,,,,,96,0,1,,,,,,0,,,76,0
107520,note_on,,,,,144,0,3,,,,,,2,,,67,58
107520,note_on,,,,,0,0,3,,,,,,2,,,64,58
107520,note_on,,,,,144,0,4,,,,,,3,,,60,58
107520,note_on,,,,,144,0,1,,,,,,0,,,72,59
107616,note_on,,,,,96,0,3,,,,,,2,,,64,0
107616,note_on,,,,,0,0,3,,,,,,2,,,67,0
107616,note_on,,,,,96,0,4,,,,,,3,,,60,0
107616,note_on,,,,,96,0,1,,,,,,0,,,72,0
107640,set_tempo,,,,,2280,1,0,,425532,,,,,,,,
107760,note_on,,,,,144,0,1,,,,,,0,,,71,56
107760,note_on,,,,,144,0,3,,,,,,2,,,65,56
107760,note_on,,,,,144,0,4,,,,,,3,,,62,55
107760,note_on,,,,,0,0,3,,,,,,2,,,67,56
107761,note_on,,,,,1,0,1,,,,,,0,,,71,0
108120,note_on,,,,,360,0,3,,,,,,2,,,67,0
108120,note_on,,,,,0,0,3,,,,,,2,,,65,0
108120,note_on,,,,,360,0,4,,,,,,3,,,62,0
108240,note_on,,,,,479,0,1,,,,,,0,,,62,59
108240,set_tempo,,,,,600,1,0,,419580,,,,,,,,
108360,note_on,,,,,120,0,1,,,,,,0,,,62,0
108360,note_on,,,,,0,0,1,,,,,,0,,,60,60
108480,note_on,,,,,360,0,3,,,,,,2,,,55,68
108480,note_on,,,,,0,0,3,,,,,,2,,,50,68
108480,note_on,,,,,0,0,3,,,,,,2,,,47,68
108480,note_on,,,,,0,0,1,,,,,,0,,,59,61
108480,note_on,,,,,360,0,4,,,,,,3,,,43,68
108480,note_on,,,,,120,0,1,,,,,,0,,,60,0
108600,note_on,,,,,120,0,1,,,,,,0,,,59,0
108600,note_on,,,,,0,0,1,,,,,,0,,,62,62
108720,note_on,,,,,120,0,1,,,,,,0,,,62,0
108720,note_on,,,,,0,0,1,,,,,,0,,,67,63
108840,note_on,,,,,120,0,1,,,,,,0,,,67,0
108840,note_on,,,,,0,0,1,,,,,,0,,,62,63
108960,note_on,,,,,480,0,3,,,,,,2,,,47,0
108960,note_on,,,,,0,0,1,,,,,,0,,,71,64
108960,note_on,,,,,120,0,1,,,,,,0,,,62,0
108960,note_on,,,,,480,0,4,,,,,,3,,,43,0
108960,note_on,,,,,0,0,3,,,,,,2,,,50,0
108960,note_on,,,,,0,0,3,,,,,,2,,,55,0
109080,note_on,,,,,120,0,1,,,,,,0,,,71,0
109080,note_on,,,,,0,0,1,,,,,,0,,,67,65
109200,note_on,,,,,120,0,1,,,,,,0,,,67,0
109200,note_on,,,,,0,0,1,,,,,,0,,,74,66
109320,note_on,,,,,0,0,1,,,,,,0,,,71,67
109320,note_on,,,,,120,0,1,,,,,,0,,,74,0
109440,note_on,,,,,120,0,1,,,,,,0,,,71,0
109440,note_on,,,,,0,0,1,,,,,,0,,,79,68
109560,note_on,,,,,120,0,1,,,,,,0,,,79,0
109560,note_on,,,,,0,0,1,,,,,,0,,,74,69
109680,note_on,,,,,120,0,1,,,,,,0,,,74,0
109680,note_on,,,,,0,0,1,,,,,,0,,,83,70
109800,note_on,,,,,120,0,1,,,,,,0,,,83,0
109800,note_on,,,,,0,0,1,,,,,,0,,,79,71
109920,note_on,,,,,960,0,4,,,,,,3,,,59,57
109920,note_on,,,,,0,0,1,,,,,,0,,,86,55
109920,note_on,,,,,960,0,3,,,,,,2,,,67,57
109920,note_on,,,,,0,0,3,,,,,,2,,,62,57
109920,note_on,,,,,120,0,1,,,,,,0,,,79,0
110016,note_on,,,,,96,0,4,,,,,,3,,,59,0
110016,note_on,,,,,96,0,1,,,,,,0,,,86,0
110016,note_on,,,,,0,0,3,,,,,,2,,,67,0
110016,note_on,,,,,96,0,3,,,,,,2,,,62,0
110160,note_on,,,,,144,0,4,,,,,,3,,,59,55
110160,note_on,,,,,144,0,1,,,,,,0,,,83,52
110160,note_on,,,,,0,0,3,,,,,,2,,,62,55
110160,note_on,,,,,144,0,3,,,,,,2,,,67,55
110256,note_on,,,,,96,0,1,,,,,,0,,,83,0
110256,note_on,,,,,96,0,3,,,,,,2,,,62,0
110256,note_on,,,,,0,0,3,,,,,,2,,,67,0
110256,note_on,,,,,96,0,4,,,,,,3,,,59,0
110400,note_on,,,,,144,0,1,,,,,,0,,,77,49
110400,note_on,,,,,144,0,3,,,,,,2,,,67,53
110400,note_on,,,,,0,0,3,,,,,,2,,,62,53
110400,note_on,,,,,144,0,4,,,,,,3,,,59,53
110496,note_on,,,,,96,0,1,,,,,,0,,,77,0
110496,note_on,,,,,96,0,3,,,,,,2,,,62,0
110496,note_on,,,,,0,0,3,,,,,,2,,,67,0
110496,note_on,,,,,96,0,4,,,,,,3,,,59,0
110540,set_tempo,,,,,2300,1,0,,425532,,,,,,,,
110640,note_on,,,,,144,0,1,,,,,,0,,,76,46
110640,note_on,,,,,144,0,3,,,,,,2,,,64,51
110640,note_on,,,,,0,0,3,,,,,,2,,,67,51
110640,note_on,,,,,144,0,4,,,,,,3,,,60,50
110641,note_on,,,,,1,0,1,,,,,,0,,,76,0
111000,set_tempo,,,,,460,1,0,,428571,,,,,,,,
111000,note_on,,,,,0,0,3,,,,,,2,,,64,0
111000,note_on,,,,,360,0,4,,,,,,3,,,60,0
111000,note_on,,,,,360,0,3,,,,,,2,,,67,0
111120,set_tempo,,,,,120,1,0,,419580,,,,,,,,
111120,control_change,,,,,120,0,3,,,,64,0,2,,,,
111120,control_change,,,,,120,0,4,,,,64,0,3,,,,
111120,control_change,,,,,11520,0,2,,,,64,0,1,,,,
111120,control_change,,,,,479,0,1,,,,64,0,0,,,,
111120,note_on,,,,,0,0,1,,,,,,0,,,79,46
111240,note_on,,,,,0,0,1,,,,,,0,,,77,47
111240,note_on,,,,,120,0,1,,,,,,0,,,79,0
111360,note_on,,,,,0,0,1,,,,,,0,,,76,48
111360,note_on,,,,,120,0,1,,,,,,0,,,77,0
111480,note_on,,,,,120,0,1,,,,,,0,,,76,0
111480,note_on,,,,,0,0,1,,,,,,0,,,79,49
111600,note_on,,,,,480,0,4,,,,,,3,,,67,48
111600,note_on,,,,,120,0,1,,,,,,0,,,79,0
111600,note_on,,,,,0,0,1,,,,,,0,,,76,50
111720,note_on,,,,,120,0,4,,,,,,3,,,67,0
111720,note_on,,,,,0,0,4,,,,,,3,,,65,48
111720,note_on,,,,,120,0,1,,,,,,0,,,76,0
111720,note_on,,,,,0,0,1,,,,,,0,,,74,51
111840,note_on,,,,,0,0,4,,,,,,3,,,64,49
111840,note_on,,,,,0,0,1,,,,,,0,,,72,52
111840,note_on,,,,,120,0,1,,,,,,0,,,74,0
111840,note_on,,,,,120,0,4,,,,,,3,,,65,0
111960,note_on,,,,,120,0,4,,,,,,3,,,64,0
111960,note_on,,,,,0,0,4,,,,,,3,,,67,50
111960,note_on,,,,,0,0,1,,,,,,0,,,76,53
111960,note_on,,,,,120,0,1,,,,,,0,,,72,0
112080,note_on,,,,,120,0,1,,,,,,0,,,76,0
112080,note_on,,,,,0,0,4,,,,,,3,,,64,50
112080,note_on,,,,,0,0,1,,,,,,0,,,72,54
112080,note_on,,,,,120,0,4,,,,,,3,,,67,0
112200,note_on,,,,,0,0,1,,,,,,0,,,71,54
112200,note_on,,,,,0,0,4,,,,,,3,,,62,51
112200,note_on,,,,,120,0,1,,,,,,0,,,72,0
112200,note_on,,,,,120,0,4,,,,,,3,,,64,0
112320,note_on,,,,,120,0,4,,,,,,3,,,62,0
112320,note_on,,,,,0,0,4,,,,,,3,,,60,52
112320,note_on,,,,,120,0,1,,,,,,0,,,71,0
112320,note_on,,,,,0,0,1,,,,,,0,,,69,55
