tick,type,port,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
12990,note_on,,30,0,1,,,,,,,,,,0,,57,58
13019,note_on,,0,0,1,,,,,,,,,,0,,45,0
13019,note_on,,29,0,1,,,,,,,,,,0,,57,0
13020,note_on,,1,0,1,,,,,,,,,,0,,46,57
13050,note_on,,30,0,1,,,,,,,,,,0,,58,52
13079,note_on,,0,0,1,,,,,,,,,,0,,46,0
13079,note_on,,29,0,1,,,,,,,,,,0,,58,0
13080,note_on,,1,0,1,,,,,,,,,,0,,47,59
13110,note_on,,30,0,1,,,,,,,,,,0,,59,57
13139,note_on,,29,0,1,,,,,,,,,,0,,59,0
13139,note_on,,0,0,1,,,,,,,,,,0,,47,0
13140,note_on,,1,0,1,,,,,,,,,,0,,42,63
13170,note_on,,30,0,1,,,,,,,,,,0,,54,58
13199,note_on,,29,0,1,,,,,,,,,,0,,54,0
13199,note_on,,0,0,1,,,,,,,,,,0,,42,0
13200,note_on,,1,0,1,,,,,,,,,,0,,43,56
13230,note_on,,30,0,1,,,,,,,,,,0,,55,55
13259,note_on,,29,0,1,,,,,,,,,,0,,55,0
13259,note_on,,0,0,1,,,,,,,,,,0,,62,0
13259,note_on,,0,0,1,,,,,,,,,,0,,66,0
13259,note_on,,0,0,1,,,,,,,,,,0,,43,0
13260,note_on,,0,0,1,,,,,,,,,,0,,62,52
13260,note_on,,0,0,1,,,,,,,,,,0,,44,65
13260,note_on,,1,0,1,,,,,,,,,,0,,64,59
13289,note_on,,29,0,1,,,,,,,,,,0,,62,0
13290,note_on,,1,0,1,,,,,,,,,,0,,56,55
13319,note_on,,29,0,1,,,,,,,,,,0,,56,0
13319,note_on,,0,0,1,,,,,,,,,,0,,44,0
13319,note_on,,0,0,1,,,,,,,,,,0,,64,0
13320,note_on,,1,0,1,,,,,,,,,,0,,64,56
13320,note_on,,0,0,1,,,,,,,,,,0,,62,59
13320,note_on,,0,0,1,,,,,,,,,,0,,45,66
13349,note_on,,29,0,1,,,,,,,,,,0,,62,0
13350,note_on,,1,0,1,,,,,,,,,,0,,57,58
13379,note_on,,29,0,1,,,,,,,,,,0,,57,0
13379,note_on,,0,0,1,,,,,,,,,,0,,64,0
13380,note_on,,1,0,1,,,,,,,,,,0,,67,52
13380,note_on,,0,0,1,,,,,,,,,,0,,61,55
13409,note_on,,29,0,1,,,,,,,,,,0,,61,0
13410,note_on,,1,0,1,,,,,,,,,,0,,57,58
13439,note_on,,29,0,1,,,,,,,,,,0,,57,0
13439,note_on,,0,0,1,,,,,,,,,,0,,67,0
13440,note_on,,0,0,1,,,,,,,,,,0,,66,55
13440,note_on,,1,0,1,,,,,,,,,,0,,62,59
13470,note_on,,30,0,1,,,,,,,,,,0,,57,52
13499,note_on,,29,0,1,,,,,,,,,,0,,57,0
13499,note_on,,0,0,1,,,,,,,,,,0,,45,0
13500,note_on,,1,0,1,,,,,,,,,,0,,46,58
13530,note_on,,30,0,1,,,,,,,,,,0,,58,55
13559,note_on,,29,0,1,,,,,,,,,,0,,58,0
13559,note_on,,0,0,1,,,,,,,,,,0,,46,0
13560,note_on,,1,0,1,,,,,,,,,,0,,47,62
13590,note_on,,30,0,1,,,,,,,,,,0,,59,60
13619,note_on,,0,0,1,,,,,,,,,,0,,47,0
13619,note_on,,29,0,1,,,,,,,,,,0,,59,0
13620,note_on,,1,0,1,,,,,,,,,,0,,48,62
13650,note_on,,30,0,1,,,,,,,,,,0,,60,59
13679,note_on,,29,0,1,,,,,,,,,,0,,60,0
13679,note_on,,0,0,1,,,,,,,,,,0,,48,0
13680,note_on,,1,0,1,,,,,,,,,,0,,47,59
13710,note_on,,30,0,1,,,,,,,,,,0,,59,55
13739,note_on,,0,0,1,,,,,,,,,,0,,47,0
13739,note_on,,0,0,1,,,,,,,,,,0,,66,0
13739,note_on,,0,0,1,,,,,,,,,,0,,62,0
13739,note_on,,29,0,1,,,,,,,,,,0,,59,0
13740,note_on,,1,0,1,,,,,,,,,,0,,67,63
13740,note_on,,0,0,1,,,,,,,,,,0,,64,60
13740,note_on,,0,0,1,,,,,,,,,,0,,43,70
13769,note_on,,29,0,1,,,,,,,,,,0,,64,0
13770,note_on,,1,0,1,,,,,,,,,,0,,59,59
13799,note_on,,0,0,1,,,,,,,,,,0,,43,0
13799,note_on,,0,0,1,,,,,,,,,,0,,67,0
13799,note_on,,29,0,1,,,,,,,,,,0,,59,0
13800,set_tempo,,2280,1,0,,,,,,,740741,,,,,,
13800,note_on,,1,0,1,,,,,,,,,,0,,66,62
13800,note_on,,0,0,1,,,,,,,,,,0,,62,62
13800,note_on,,0,0,1,,,,,,,,,,0,,45,62
13829,note_on,,29,0,1,,,,,,,,,,0,,62,0
13830,note_on,,1,0,1,,,,,,,,,,0,,57,59
13859,note_on,,29,0,1,,,,,,,,,,0,,57,0
13859,note_on,,0,0,1,,,,,,,,,,0,,45,0
13859,note_on,,0,0,1,,,,,,,,,,0,,66,0
13860,note_on,,0,0,1,,,,,,,,,,0,,61,63
13860,note_on,,1,0,1,,,,,,,,,,0,,64,63
13860,set_tempo,,60,1,0,,,,,,,789474,,,,,,
13860,note_on,,0,0,1,,,,,,,,,,0,,33,65
13889,note_on,,29,0,1,,,,,,,,,,0,,61,0
13890,note_on,,1,0,1,,,,,,,,,,0,,55,61
13919,note_on,,29,0,1,,,,,,,,,,0,,55,0
13919,note_on,,0,0,1,,,,,,,,,,0,,33,0
13919,note_on,,0,0,1,,,,,,,,,,0,,64,0
13920,note_on,,1,0,1,,,,,,,,,,0,,62,59
13920,note_on,,0,0,1,,,,,,,,,,0,,54,63
13920,note_on,,0,0,1,,,,,,,,,,0,,38,60
13920,set_tempo,,60,1,0,,,,,,,821918,,,,,,
13949,note_on,,29,0,1,,,,,,,,,,0,,54,0
13950,note_on,,1,0,1,,,,,,,,,,0,,57,64
13979,note_on,,29,0,1,,,,,,,,,,0,,57,0
13980,note_on,,1,0,1,,,,,,,,,,0,,54,61
14009,note_on,,29,0,1,,,,,,,,,,0,,54,0
14010,note_on,,1,0,1,,,,,,,,,,0,,57,64
14039,note_on,,29,0,1,,,,,,,,,,0,,57,0
14040,note_on,,1,0,1,,,,,,,,,,0,,54,63
14040,set_tempo,,120,1,0,,,,,,,759494,,,,,,
14069,note_on,,29,0,1,,,,,,,,,,0,,54,0
14070,note_on,,1,0,1,,,,,,,,,,0,,57,65
14099,note_on,,29,0,1,,,,,,,,,,0,,57,0
14099,note_on,,0,0,1,,,,,,,,,,0,,62,0
14100,note_on,,1,0,1,,,,,,,,,,0,,64,66
14100,note_on,,0,0,1,,,,,,,,,,0,,55,68
14100,note_on,,0,0,1,,,,,,,,,,0,,50,64
14129,note_on,,29,0,1,,,,,,,,,,0,,55,0
14130,note_on,,1,0,1,,,,,,,,,,0,,61,64
14159,note_on,,29,0,1,,,,,,,,,,0,,61,0
14159,note_on,,0,0,1,,,,,,,,,,0,,50,0
14159,note_on,,0,0,1,,,,,,,,,,0,,64,0
14160,note_on,,0,0,1,,,,,,,,,,0,,50,61
14160,set_tempo,,120,1,0,,,,,,,722892,,,,,,
14160,note_on,,1,0,1,,,,,,,,,,0,,66,73
14160,note_on,,0,0,1,,,,,,,,,,0,,57,68
14189,note_on,,29,0,1,,,,,,,,,,0,,57,0
14190,note_on,,1,0,1,,,,,,,,,,0,,62,69
14219,note_on,,29,0,1,,,,,,,,,,0,,62,0
14220,note_on,,1,0,1,,,,,,,,,,0,,57,70
14249,note_on,,29,0,1,,,,,,,,,,0,,57,0
14250,note_on,,1,0,1,,,,,,,,,,0,,62,65
14279,note_on,,29,0,1,,,,,,,,,,0,,62,0
14280,note_on,,1,0,1,,,,,,,,,,0,,57,65
14309,note_on,,29,0,1,,,,,,,,,,0,,57,0
14310,note_on,,1,0,1,,,,,,,,,,0,,62,68
14339,note_on,,0,0,1,,,,,,,,,,0,,50,0
14339,note_on,,0,0,1,,,,,,,,,,0,,66,0
14339,note_on,,29,0,1,,,,,,,,,,0,,62,0
14340,note_on,,1,0,1,,,,,,,,,,0,,64,74
14340,note_on,,0,0,1,,,,,,,,,,0,,55,67
14340,note_on,,0,0,1,,,,,,,,,,0,,50,67
14369,note_on,,29,0,1,,,,,,,,,,0,,55,0
14370,note_on,,1,0,1,,,,,,,,,,0,,61,69
14399,note_on,,29,0,1,,,,,,,,,,0,,61,0
14399,note_on,,0,0,1,,,,,,,,,,0,,50,0
14399,note_on,,0,0,1,,,,,,,,,,0,,64,0
14399,note_on,,0,0,1,,,,,,,,,,0,,38,0
14400,note_on,,1,0,1,,,,,,,,,,0,,62,73
14400,note_on,,0,0,1,,,,,,,,,,0,,54,64
14400,note_on,,0,0,1,,,,,,,,,,0,,50,60
14429,note_on,,29,0,1,,,,,,,,,,0,,54,0
14430,note_on,,1,0,1,,,,,,,,,,0,,57,61
14459,note_on,,29,0,1,,,,,,,,,,0,,57,0
14460,note_on,,1,0,1,,,,,,,,,,0,,54,60
14489,note_on,,29,0,1,,,,,,,,,,0,,54,0
14490,note_on,,1,0,1,,,,,,,,,,0,,57,66
14519,note_on,,29,0,1,,,,,,,,,,0,,57,0
14520,note_on,,1,0,1,,,,,,,,,,0,,54,62
14549,note_on,,29,0,1,,,,,,,,,,0,,54,0
14550,note_on,,1,0,1,,,,,,,,,,0,,57,63
14579,note_on,,29,0,1,,,,,,,,,,0,,57,0
14579,note_on,,0,0,1,,,,,,,,,,0,,50,0
14579,note_on,,0,0,1,,,,,,,,,,0,,62,0
14580,note_on,,1,0,1,,,,,,,,,,0,,64,83
14580,note_on,,0,0,1,,,,,,,,,,0,,73,77
14580,note_on,,0,0,1,,,,,,,,,,0,,55,62
14580,note_on,,0,0,1,,,,,,,,,,0,,50,72
14609,note_on,,29,0,1,,,,,,,,,,0,,55,0
14610,note_on,,1,0,1,,,,,,,,,,0,,57,62
14639,note_on,,0,0,1,,,,,,,,,,0,,64,0
14639,note_on,,0,0,1,,,,,,,,,,0,,73,0
14639,note_on,,29,0,1,,,,,,,,,,0,,57,0
14640,note_on,,1,0,1,,,,,,,,,,0,,62,84
14640,note_on,,0,0,1,,,,,,,,,,0,,74,79
14640,note_on,,0,0,1,,,,,,,,,,0,,54,63
14669,note_on,,29,0,1,,,,,,,,,,0,,54,0
14670,note_on,,1,0,1,,,,,,,,,,0,,57,60
14699,note_on,,29,0,1,,,,,,,,,,0,,57,0
14699,note_on,,0,0,1,,,,,,,,,,0,,74,0
14699,note_on,,0,0,1,,,,,,,,,,0,,62,0
14699,note_on,,0,0,1,,,,,,,,,,0,,50,0
14700,note_on,,0,0,1,,,,,,,,,,0,,50,80
14700,note_on,,0,0,1,,,,,,,,,,0,,73,82
14700,note_on,,0,0,1,,,,,,,,,,0,,55,62
14700,note_on,,1,0,1,,,,,,,,,,0,,64,85
14729,note_on,,29,0,1,,,,,,,,,,0,,55,0
14730,note_on,,1,0,1,,,,,,,,,,0,,57,63
14759,note_on,,0,0,1,,,,,,,,,,0,,73,0
14759,note_on,,29,0,1,,,,,,,,,,0,,57,0
14759,note_on,,0,0,1,,,,,,,,,,0,,64,0
14760,note_on,,0,0,1,,,,,,,,,,0,,54,70
14760,note_on,,0,0,1,,,,,,,,,,0,,74,88
14760,note_on,,1,0,1,,,,,,,,,,0,,62,90
14789,note_on,,29,0,1,,,,,,,,,,0,,54,0
14790,note_on,,1,0,1,,,,,,,,,,0,,57,66
14819,note_on,,0,0,1,,,,,,,,,,0,,50,0
14819,note_on,,0,0,1,,,,,,,,,,0,,62,0
14819,note_on,,29,0,1,,,,,,,,,,0,,57,0
14819,note_on,,0,0,1,,,,,,,,,,0,,74,0
14820,set_tempo,,660,1,0,,,,,,,800000,,,,,,
14820,note_on,,0,0,1,,,,,,,,,,0,,73,74
14820,note_on,,0,0,1,,,,,,,,,,0,,55,72
14820,note_on,,0,0,1,,,,,,,,,,0,,50,87
14820,note_on,,1,0,1,,,,,,,,,,0,,64,91
14827,note_on,,7,0,1,,,,,,,,,,0,,73,0
14828,note_on,,1,0,1,,,,,,,,,,0,,74,72
14835,note_on,,7,0,1,,,,,,,,,,0,,74,0
14836,note_on,,1,0,1,,,,,,,,,,0,,73,71
14843,note_on,,7,0,1,,,,,,,,,,0,,73,0
14844,note_on,,1,0,1,,,,,,,,,,0,,74,72
14849,note_on,,5,0,1,,,,,,,,,,0,,55,0
14850,note_on,,1,0,1,,,,,,,,,,0,,57,66
14851,note_on,,1,0,1,,,,,,,,,,0,,74,0
14852,note_on,,1,0,1,,,,,,,,,,0,,73,72
14860,note_on,,8,0,1,,,,,,,,,,0,,73,0
14861,note_on,,1,0,1,,,,,,,,,,0,,71,70
14869,note_on,,8,0,1,,,,,,,,,,0,,71,0
14870,note_on,,1,0,1,,,,,,,,,,0,,73,73
14879,note_on,,0,0,1,,,,,,,,,,0,,64,0
14879,note_on,,9,0,1,,,,,,,,,,0,,73,0
14879,note_on,,0,0,1,,,,,,,,,,0,,57,0
14879,note_on,,0,0,1,,,,,,,,,,0,,50,0
14880,note_on,,0,0,1,,,,,,,,,,0,,76,95
14880,note_on,,1,0,1,,,,,,,,,,0,,67,97
14880,note_on,,0,0,1,,,,,,,,,,0,,57,88
14880,note_on,,0,0,1,,,,,,,,,,0,,61,91
14880,set_tempo,,60,1,0,,,,,,,714286,,,,,,
14880,note_on,,0,0,1,,,,,,,,,,0,,50,91
15119,note_on,,239,0,1,,,,,,,,,,0,,61,0
15119,note_on,,0,0,1,,,,,,,,,,0,,67,0
15119,note_on,,0,0,1,,,,,,,,,,0,,76,0
15120,note_on,,1,0,1,,,,,,,,,,0,,66,93
15120,note_on,,0,0,1,,,,,,,,,,0,,74,94
15120,note_on,,0,0,1,,,,,,,,,,0,,62,87
15179,note_on,,0,0,1,,,,,,,,,,0,,74,0
15179,note_on,,0,0,1,,,,,,,,,,0,,50,0
15179,note_on,,0,0,1,,,,,,,,,,0,,66,0
15179,note_on,,0,0,1,,,,,,,,,,0,,57,0
15179,note_on,,59,0,1,,,,,,,,,,0,,62,0
15240,set_tempo,,360,1,0,,,,,,,731707,,,,,,
15270,note_on,,91,0,1,,,,,,,,,,0,,62,53
15299,note_on,,29,0,1,,,,,,,,,,0,,62,0
15300,note_on,,1,0,1,,,,,,,,,,0,,74,56
15329,note_on,,29,0,1,,,,,,,,,,0,,74,0
15330,note_on,,1,0,1,,,,,,,,,,0,,70,57
15359,note_on,,29,0,1,,,,,,,,,,0,,70,0
15360,note_on,,1,0,1,,,,,,,,,,0,,71,58
15360,set_tempo,,120,1,0,,,,,,,652174,,,,,,
15389,note_on,,29,0,1,,,,,,,,,,0,,71,0
15390,note_on,,1,0,1,,,,,,,,,,0,,66,55
15419,note_on,,29,0,1,,,,,,,,,,0,,66,0
15420,note_on,,1,0,1,,,,,,,,,,0,,67,58
15420,note_on,,0,0,1,,,,,,,,,,0,,43,48
15450,note_on,,30,0,1,,,,,,,,,,0,,47,50
15480,note_on,,30,0,1,,,,,,,,,,0,,50,53
15509,note_on,,29,0,1,,,,,,,,,,0,,67,0
15510,note_on,,1,0,1,,,,,,,,,,0,,62,57
15539,note_on,,29,0,1,,,,,,,,,,0,,62,0
15540,note_on,,1,0,1,,,,,,,,,,0,,74,58
15569,note_on,,29,0,1,,,,,,,,,,0,,74,0
15570,note_on,,1,0,1,,,,,,,,,,0,,70,54
15599,note_on,,29,0,1,,,,,,,,,,0,,70,0
15599,note_on,,0,0,1,,,,,,,,,,0,,50,0
15599,note_on,,0,0,1,,,,,,,,,,0,,47,0
15599,note_on,,0,0,1,,,,,,,,,,0,,43,0
15600,note_on,,1,0,1,,,,,,,,,,0,,71,54
15629,note_on,,29,0,1,,,,,,,,,,0,,71,0
15630,note_on,,1,0,1,,,,,,,,,,0,,66,54
15659,note_on,,29,0,1,,,,,,,,,,0,,66,0
15660,note_on,,0,0,1,,,,,,,,,,0,,55,46
15660,note_on,,1,0,1,,,,,,,,,,0,,67,54
15690,note_on,,30,0,1,,,,,,,,,,0,,59,50
15720,note_on,,30,0,1,,,,,,,,,,0,,62,55
15749,note_on,,29,0,1,,,,,,,,,,0,,67,0
15750,note_on,,1,0,1,,,,,,,,,,0,,64,59
15779,note_on,,29,0,1,,,,,,,,,,0,,64,0
15780,note_on,,1,0,1,,,,,,,,,,0,,76,57
15809,note_on,,29,0,1,,,,,,,,,,0,,76,0
15810,note_on,,1,0,1,,,,,,,,,,0,,71,52
15839,note_on,,29,0,1,,,,,,,,,,0,,71,0
15839,note_on,,0,0,1,,,,,,,,,,0,,59,0
15839,note_on,,0,0,1,,,,,,,,,,0,,55,0
15839,note_on,,0,0,1,,,,,,,,,,0,,62,0
15840,note_on,,1,0,1,,,,,,,,,,0,,72,57
15869,note_on,,29,0,1,,,,,,,,,,0,,72,0
15870,note_on,,1,0,1,,,,,,,,,,0,,68,57
15899,note_on,,29,0,1,,,,,,,,,,0,,68,0
15900,note_on,,1,0,1,,,,,,,,,,0,,69,58
15900,note_on,,0,0,1,,,,,,,,,,0,,43,52
15930,note_on,,30,0,1,,,,,,,,,,0,,48,55
15960,note_on,,30,0,1,,,,,,,,,,0,,52,48
15989,note_on,,29,0,1,,,,,,,,,,0,,69,0
15990,note_on,,1,0,1,,,,,,,,,,0,,64,57
16019,note_on,,29,0,1,,,,,,,,,,0,,64,0
16020,note_on,,1,0,1,,,,,,,,,,0,,76,57
16049,note_on,,29,0,1,,,,,,,,,,0,,76,0
16050,note_on,,1,0,1,,,,,,,,,,0,,71,52
16079,note_on,,29,0,1,,,,,,,,,,0,,71,0
16079,note_on,,0,0,1,,,,,,,,,,0,,52,0
16079,note_on,,0,0,1,,,,,,,,,,0,,48,0
16079,note_on,,0,0,1,,,,,,,,,,0,,43,0
16080,note_on,,1,0,1,,,,,,,,,,0,,72,58
16109,note_on,,29,0,1,,,,,,,,,,0,,72,0
16110,note_on,,1,0,1,,,,,,,,,,0,,68,57
16139,note_on,,29,0,1,,,,,,,,,,0,,68,0
16140,note_on,,1,0,1,,,,,,,,,,0,,69,55
16140,note_on,,0,0,1,,,,,,,,,,0,,55,46
16170,note_on,,30,0,1,,,,,,,,,,0,,60,50
16200,note_on,,30,0,1,,,,,,,,,,0,,64,56
16229,note_on,,29,0,1,,,,,,,,,,0,,69,0
16230,note_on,,1,0,1,,,,,,,,,,0,,69,53
16259,note_on,,29,0,1,,,,,,,,,,0,,69,0
16260,note_on,,1,0,1,,,,,,,,,,0,,84,55
16274,note_on,,14,0,1,,,,,,,,,,0,,84,0
16290,note_on,,16,0,1,,,,,,,,,,0,,83,57
16304,note_on,,14,0,1,,,,,,,,,,0,,83,0
16319,note_on,,15,0,1,,,,,,,,,,0,,64,0
16319,note_on,,0,0,1,,,,,,,,,,0,,60,0
16319,note_on,,0,0,1,,,,,,,,,,0,,55,0
16320,note_on,,1,0,1,,,,,,,,,,0,,81,54
16350,note_on,,30,0,1,,,,,,,,,,0,,54,53
16379,note_on,,29,0,1,,,,,,,,,,0,,54,0
16380,note_on,,1,0,1,,,,,,,,,,0,,57,56
16409,note_on,,29,0,1,,,,,,,,,,0,,57,0
16409,note_on,,0,0,1,,,,,,,,,,0,,81,0
16410,note_on,,0,0,1,,,,,,,,,,0,,62,49
16410,note_on,,1,0,1,,,,,,,,,,0,,79,57
16439,note_on,,29,0,1,,,,,,,,,,0,,62,0
16439,note_on,,0,0,1,,,,,,,,,,0,,79,0
16440,note_on,,1,0,1,,,,,,,,,,0,,78,54
16469,note_on,,29,0,1,,,,,,,,,,0,,78,0
16470,note_on,,1,0,1,,,,,,,,,,0,,76,59
16470,note_on,,0,0,1,,,,,,,,,,0,,50,55
16499,note_on,,29,0,1,,,,,,,,,,0,,50,0
16499,note_on,,0,0,1,,,,,,,,,,0,,76,0
16500,note_on,,1,0,1,,,,,,,,,,0,,74,54
16500,note_on,,0,0,1,,,,,,,,,,0,,57,47
16529,note_on,,29,0,1,,,,,,,,,,0,,57,0
16529,note_on,,0,0,1,,,,,,,,,,0,,74,0
16530,note_on,,0,0,1,,,,,,,,,,0,,60,47
16530,note_on,,1,0,1,,,,,,,,,,0,,72,54
16555,note_on,,25,0,1,,,,,,,,,,0,,72,0
16556,note_on,,1,0,1,,,,,,,,,,0,,74,58
16559,note_on,,3,0,1,,,,,,,,,,0,,60,0
16563,note_on,,4,0,1,,,,,,,,,,0,,74,0
16563,note_on,,0,0,1,,,,,,,,,,0,,72,54
16589,note_on,,26,0,1,,,,,,,,,,0,,72,0
16590,note_on,,1,0,1,,,,,,,,,,0,,71,56
16590,note_on,,0,0,1,,,,,,,,,,0,,55,50
16619,note_on,,29,0,1,,,,,,,,,,0,,55,0
16620,note_on,,1,0,1,,,,,,,,,,0,,59,49
16649,note_on,,0,0,1,,,,,,,,,,0,,71,0
16649,note_on,,29,0,1,,,,,,,,,,0,,59,0
16650,note_on,,1,0,1,,,,,,,,,,0,,79,55
16650,note_on,,0,0,1,,,,,,,,,,0,,62,47
16679,note_on,,29,0,1,,,,,,,,,,0,,62,0
16679,note_on,,0,0,1,,,,,,,,,,0,,79,0
16680,note_on,,1,0,1,,,,,,,,,,0,,79,53
16709,note_on,,29,0,1,,,,,,,,,,0,,79,0
16710,note_on,,1,0,1,,,,,,,,,,0,,69,55
16710,note_on,,0,0,1,,,,,,,,,,0,,48,56
16739,note_on,,29,0,1,,,,,,,,,,0,,48,0
16740,note_on,,1,0,1,,,,,,,,,,0,,52,55
16769,note_on,,29,0,1,,,,,,,,,,0,,52,0
16769,note_on,,0,0,1,,,,,,,,,,0,,69,0
16770,note_on,,1,0,1,,,,,,,,,,0,,76,56
16770,note_on,,0,0,1,,,,,,,,,,0,,57,49
16799,note_on,,29,0,1,,,,,,,,,,0,,57,0
16799,note_on,,0,0,1,,,,,,,,,,0,,76,0
16800,note_on,,1,0,1,,,,,,,,,,0,,76,59
16829,note_on,,29,0,1,,,,,,,,,,0,,76,0
16830,note_on,,1,0,1,,,,,,,,,,0,,67,54
16830,note_on,,0,0,1,,,,,,,,,,0,,50,50
16859,note_on,,29,0,1,,,,,,,,,,0,,50,0
16860,note_on,,1,0,1,,,,,,,,,,0,,55,54
16889,note_on,,29,0,1,,,,,,,,,,0,,55,0
16889,note_on,,0,0,1,,,,,,,,,,0,,67,0
16890,note_on,,0,0,1,,,,,,,,,,0,,59,56
16890,note_on,,1,0,1,,,,,,,,,,0,,74,55
16919,note_on,,0,0,1,,,,,,,,,,0,,74,0
16919,note_on,,29,0,1,,,,,,,,,,0,,59,0
16920,note_on,,1,0,1,,,,,,,,,,0,,74,57
16949,note_on,,29,0,1,,,,,,,,,,0,,74,0
16950,note_on,,1,0,1,,,,,,,,,,0,,60,55
16950,note_on,,0,0,1,,,,,,,,,,0,,38,55
16979,note_on,,29,0,1,,,,,,,,,,0,,38,0
16980,note_on,,1,0,1,,,,,,,,,,0,,45,50
17009,note_on,,0,0,1,,,,,,,,,,0,,60,0
17009,note_on,,29,0,1,,,,,,,,,,0,,45,0
17010,note_on,,1,0,1,,,,,,,,,,0,,66,53
17010,note_on,,0,0,1,,,,,,,,,,0,,50,53
17039,note_on,,29,0,1,,,,,,,,,,0,,50,0
17039,note_on,,0,0,1,,,,,,,,,,0,,66,0
17040,note_on,,1,0,1,,,,,,,,,,0,,59,59
17040,note_on,,0,0,1,,,,,,,,,,0,,67,59
17040,set_tempo,,1680,1,0,,,,,,,705882,,,,,,
17040,note_on,,0,0,1,,,,,,,,,,0,,43,53
17069,note_on,,29,0,1,,,,,,,,,,0,,43,0
17070,note_on,,1,0,1,,,,,,,,,,0,,47,52
17099,note_on,,29,0,1,,,,,,,,,,0,,47,0
17100,note_on,,1,0,1,,,,,,,,,,0,,50,49
17129,note_on,,29,0,1,,,,,,,,,,0,,50,0
17130,note_on,,1,0,1,,,,,,,,,,0,,47,48
17159,note_on,,29,0,1,,,,,,,,,,0,,47,0
17159,note_on,,0,0,1,,,,,,,,,,0,,67,0
17159,note_on,,0,0,1,,,,,,,,,,0,,59,0
17160,note_on,,1,0,1,,,,,,,,,,0,,43,48
17160,set_tempo,,120,1,0,,,,,,,666667,,,,,,
17189,note_on,,29,0,1,,,,,,,,,,0,,43,0
17190,note_on,,1,0,1,,,,,,,,,,0,,47,51
17219,note_on,,29,0,1,,,,,,,,,,0,,47,0
17220,note_on,,1,0,1,,,,,,,,,,0,,74,55
17220,note_on,,0,0,1,,,,,,,,,,0,,50,50
17249,note_on,,29,0,1,,,,,,,,,,0,,50,0
17250,note_on,,1,0,1,,,,,,,,,,0,,47,48
17279,note_on,,0,0,1,,,,,,,,,,0,,74,0
17279,note_on,,29,0,1,,,,,,,,,,0,,47,0
17280,note_on,,1,0,1,,,,,,,,,,0,,74,54
17280,note_on,,0,0,1,,,,,,,,,,0,,43,47
17280,set_tempo,,120,1,0,,,,,,,645161,,,,,,
17309,note_on,,29,0,1,,,,,,,,,,0,,43,0
17309,note_on,,0,0,1,,,,,,,,,,0,,74,0
17310,note_on,,1,0,1,,,,,,,,,,0,,47,57
17339,note_on,,29,0,1,,,,,,,,,,0,,47,0
17340,note_on,,1,0,1,,,,,,,,,,0,,74,61
17340,note_on,,0,0,1,,,,,,,,,,0,,50,54
17369,note_on,,29,0,1,,,,,,,,,,0,,50,0
17369,note_on,,0,0,1,,,,,,,,,,0,,74,0
17370,note_on,,1,0,1,,,,,,,,,,0,,47,58
17399,note_on,,29,0,1,,,,,,,,,,0,,47,0
17400,note_on,,1,0,1,,,,,,,,,,0,,74,61
17400,note_on,,0,0,1,,,,,,,,,,0,,43,62
17429,note_on,,0,0,1,,,,,,,,,,0,,74,0
17429,note_on,,29,0,1,,,,,,,,,,0,,43,0
17430,note_on,,1,0,1,,,,,,,,,,0,,47,65
17459,note_on,,29,0,1,,,,,,,,,,0,,47,0
17460,note_on,,1,0,1,,,,,,,,,,0,,74,65
17460,note_on,,0,0,1,,,,,,,,,,0,,50,59
17471,note_on,,11,0,1,,,,,,,,,,0,,74,0
17472,note_on,,1,0,1,,,,,,,,,,0,,76,66
17483,note_on,,11,0,1,,,,,,,,,,0,,76,0
17484,note_on,,1,0,1,,,,,,,,,,0,,74,70
17489,note_on,,5,0,1,,,,,,,,,,0,,50,0
17490,note_on,,1,0,1,,,,,,,,,,0,,47,70
17495,note_on,,5,0,1,,,,,,,,,,0,,74,0
17496,note_on,,1,0,1,,,,,,,,,,0,,73,69
17507,note_on,,11,0,1,,,,,,,,,,0,,73,0
17508,note_on,,1,0,1,,,,,,,,,,0,,74,71
17519,note_on,,0,0,1,,,,,,,,,,0,,47,0
17519,note_on,,11,0,1,,,,,,,,,,0,,74,0
17520,note_on,,1,0,1,,,,,,,,,,0,,76,95
17520,note_on,,0,0,1,,,,,,,,,,0,,45,68
17549,note_on,,29,0,1,,,,,,,,,,0,,45,0
17550,note_on,,1,0,1,,,,,,,,,,0,,48,66
17579,note_on,,29,0,1,,,,,,,,,,0,,48,0
17580,note_on,,1,0,1,,,,,,,,,,0,,54,69
17609,note_on,,29,0,1,,,,,,,,,,0,,54,0
17610,note_on,,1,0,1,,,,,,,,,,0,,48,66
17639,note_on,,29,0,1,,,,,,,,,,0,,48,0
17639,note_on,,0,0,1,,,,,,,,,,0,,76,0
17640,note_on,,1,0,1,,,,,,,,,,0,,74,72
17640,note_on,,0,0,1,,,,,,,,,,0,,45,70
17669,note_on,,29,0,1,,,,,,,,,,0,,45,0
17670,note_on,,1,0,1,,,,,,,,,,0,,48,69
17699,note_on,,0,0,1,,,,,,,,,,0,,74,0
17699,note_on,,29,0,1,,,,,,,,,,0,,48,0
17700,note_on,,1,0,1,,,,,,,,,,0,,54,71
17729,note_on,,29,0,1,,,,,,,,,,0,,54,0
