tick,type,time,meta,track,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,data,control,value,channel,program,note,velocity
77280,note_on,0,0,4,,,,,,,,,,12,,76,58
77280,note_on,0,0,3,,,,,,,,,,11,,76,74
77280,note_on,0,0,7,,,,,,,,,,6,,69,0
77280,note_on,480,0,7,,,,,,,,,,6,,57,0
77280,note_on,0,0,4,,,,,,,,,,12,,64,58
77280,note_on,0,0,13,,,,,,,,,,2,,52,83
77280,note_on,480,0,3,,,,,,,,,,11,,76,0
77280,note_on,160,0,14,,,,,,,,,,3,,60,0
77280,note_on,0,0,14,,,,,,,,,,3,,45,91
77280,note_on,160,0,13,,,,,,,,,,2,,60,0
77280,note_on,0,0,4,,,,,,,,,,12,,76,0
77280,note_on,480,0,4,,,,,,,,,,12,,64,0
77280,note_on,480,0,6,,,,,,,,,,5,,52,0
77280,note_on,0,0,6,,,,,,,,,,5,,64,63
77280,note_on,240,0,12,,,,,,,,,,1,,69,0
77280,note_on,0,0,12,,,,,,,,,,1,,72,90
77280,note_on,0,0,2,,,,,,,,,,10,,76,58
77280,note_on,0,0,2,,,,,,,,,,10,,88,58
77280,note_on,480,0,2,,,,,,,,,,10,,76,0
77280,note_on,480,0,15,,,,,,,,,,4,,33,0
77280,note_on,0,0,2,,,,,,,,,,10,,88,0
77280,note_on,0,0,5,,,,,,,,,,13,,52,59
77280,note_on,0,0,5,,,,,,,,,,13,,64,0
77280,note_on,480,0,5,,,,,,,,,,13,,52,0
77280,note_on,480,0,8,,,,,,,,,,7,,45,0
77280,note_on,0,0,6,,,,,,,,,,5,,64,0
77280,note_on,0,0,5,,,,,,,,,,13,,64,59
77440,note_on,160,0,15,,,,,,,,,,4,,31,87
77520,note_on,720,0,11,,,,,,,,,,0,,84,0
77520,note_on,0,0,11,,,,,,,,,,0,,72,105
77520,note_on,240,0,3,,,,,,,,,,11,,76,0
77520,note_on,0,0,3,,,,,,,,,,11,,78,75
77520,note_on,0,0,4,,,,,,,,,,12,,78,58
77520,note_on,0,0,4,,,,,,,,,,12,,76,0
77520,note_on,0,0,2,,,,,,,,,,10,,90,58
77520,note_on,0,0,2,,,,,,,,,,10,,78,58
77520,note_on,0,0,2,,,,,,,,,,10,,88,0
77520,note_on,240,0,2,,,,,,,,,,10,,76,0
77520,note_on,240,0,4,,,,,,,,,,12,,64,0
77520,note_on,0,0,12,,,,,,,,,,1,,60,90
77520,note_on,240,0,12,,,,,,,,,,1,,72,0
77520,note_on,240,0,6,,,,,,,,,,5,,64,0
77520,note_on,0,0,5,,,,,,,,,,13,,54,59
77520,note_on,0,0,5,,,,,,,,,,13,,64,0
77520,note_on,0,0,5,,,,,,,,,,13,,66,59
77520,note_on,240,0,5,,,,,,,,,,13,,52,0
77520,note_on,0,0,4,,,,,,,,,,12,,66,58
77520,note_on,0,0,6,,,,,,,,,,5,,66,63
77600,note_on,0,0,15,,,,,,,,,,4,,43,87
77600,note_on,160,0,15,,,,,,,,,,4,,31,0
77640,note_on,0,0,11,,,,,,,,,,0,,74,105
77640,note_on,120,0,11,,,,,,,,,,0,,72,0
77760,note_on,240,0,3,,,,,,,,,,11,,78,0
77760,note_on,0,0,3,,,,,,,,,,11,,79,75
77760,note_on,240,0,12,,,,,,,,,,1,,60,0
77760,note_on,0,0,14,,,,,,,,,,3,,43,91
77760,note_on,0,0,15,,,,,,,,,,4,,31,87
77760,note_on,160,0,15,,,,,,,,,,4,,43,0
77760,note_on,480,0,13,,,,,,,,,,2,,52,0
77760,note_on,0,0,6,,,,,,,,,,5,,67,63
77760,note_on,240,0,6,,,,,,,,,,5,,66,0
77760,note_on,0,0,2,,,,,,,,,,10,,90,0
77760,note_on,0,0,2,,,,,,,,,,10,,79,58
77760,note_on,0,0,11,,,,,,,,,,0,,75,105
77760,note_on,240,0,4,,,,,,,,,,12,,66,0
77760,note_on,0,0,4,,,,,,,,,,12,,78,0
77760,note_on,0,0,4,,,,,,,,,,12,,67,58
77760,note_on,0,0,4,,,,,,,,,,12,,79,58
77760,note_on,0,0,2,,,,,,,,,,10,,91,58
77760,note_on,240,0,5,,,,,,,,,,13,,54,0
77760,note_on,120,0,11,,,,,,,,,,0,,74,0
77760,note_on,0,0,5,,,,,,,,,,13,,55,59
77760,note_on,0,0,5,,,,,,,,,,13,,67,59
77760,note_on,240,0,2,,,,,,,,,,10,,78,0
77760,note_on,0,0,5,,,,,,,,,,13,,66,0
77760,note_on,480,0,14,,,,,,,,,,3,,45,0
77920,note_on,0,0,14,,,,,,,,,,3,,55,91
77920,note_on,160,0,14,,,,,,,,,,3,,43,0
77920,note_on,160,0,13,,,,,,,,,,2,,57,83
77980,note_on,220,0,11,,,,,,,,,,0,,75,0
78000,note_on,240,0,12,,,,,,,,,,1,,72,90
78000,note_on,20,0,11,,,,,,,,,,0,,76,105
78080,note_on,0,0,13,,,,,,,,,,2,,60,83
78080,note_on,160,0,14,,,,,,,,,,3,,55,0
78080,note_on,160,0,13,,,,,,,,,,2,,57,0
78080,note_on,0,0,14,,,,,,,,,,3,,60,91
78240,note_on,0,0,4,,,,,,,,,,12,,79,58
78240,note_on,960,0,7,,,,,,,,,,6,,76,54
78240,note_on,480,0,5,,,,,,,,,,13,,55,0
78240,note_on,0,0,13,,,,,,,,,,2,,48,84
78240,note_on,0,0,4,,,,,,,,,,12,,67,58
78240,note_on,0,0,6,,,,,,,,,,5,,67,63
78240,note_on,0,0,12,,,,,,,,,,1,,76,90
78240,note_on,240,0,12,,,,,,,,,,1,,72,0
78240,note_on,0,0,11,,,,,,,,,,0,,76,105
78240,note_on,0,0,5,,,,,,,,,,13,,67,60
78240,note_on,0,0,5,,,,,,,,,,13,,55,60
78240,note_on,0,0,4,,,,,,,,,,12,,79,0
78240,note_on,0,0,14,,,,,,,,,,3,,43,91
78240,note_on,160,0,14,,,,,,,,,,3,,60,0
78240,note_on,160,0,13,,,,,,,,,,2,,60,0
78240,note_on,480,0,15,,,,,,,,,,4,,31,0
78240,note_on,0,0,2,,,,,,,,,,10,,91,58
78240,note_on,0,0,2,,,,,,,,,,10,,79,58
78240,note_on,960,0,8,,,,,,,,,,7,,52,108
78240,note_on,0,0,3,,,,,,,,,,11,,79,75
78240,note_on,0,0,2,,,,,,,,,,10,,91,0
78240,note_on,480,0,4,,,,,,,,,,12,,67,0
78240,note_on,480,0,2,,,,,,,,,,10,,79,0
78240,note_on,480,0,3,,,,,,,,,,11,,79,0
78240,note_on,240,0,11,,,,,,,,,,0,,76,0
78240,note_on,0,0,5,,,,,,,,,,13,,67,0
78240,note_on,480,0,6,,,,,,,,,,5,,67,0
78400,note_on,160,0,15,,,,,,,,,,4,,31,87
78480,note_on,240,0,11,,,,,,,,,,0,,76,0
78480,note_on,0,0,11,,,,,,,,,,0,,76,105
78480,note_on,0,0,12,,,,,,,,,,1,,64,90
78480,note_on,240,0,12,,,,,,,,,,1,,76,0
78560,note_on,160,0,15,,,,,,,,,,4,,31,0
78560,note_on,0,0,15,,,,,,,,,,4,,43,87
78720,note_on,480,0,13,,,,,,,,,,2,,48,0
78720,note_on,240,0,11,,,,,,,,,,0,,76,0
78720,note_on,0,0,11,,,,,,,,,,0,,74,106
78720,note_on,480,0,7,,,,,,,,,,6,,76,0
78720,note_on,0,0,4,,,,,,,,,,12,,79,58
78720,note_on,0,0,15,,,,,,,,,,4,,31,87
78720,note_on,480,0,4,,,,,,,,,,12,,67,0
78720,note_on,0,0,4,,,,,,,,,,12,,79,0
78720,note_on,0,0,4,,,,,,,,,,12,,67,58
78720,note_on,240,0,12,,,,,,,,,,1,,64,0
78720,note_on,0,0,6,,,,,,,,,,5,,67,63
78720,note_on,480,0,3,,,,,,,,,,11,,79,0
78720,note_on,0,0,5,,,,,,,,,,13,,67,60
78720,note_on,0,0,3,,,,,,,,,,11,,79,75
78720,note_on,0,0,5,,,,,,,,,,13,,55,60
78720,note_on,480,0,6,,,,,,,,,,5,,67,0
78720,note_on,480,0,5,,,,,,,,,,13,,55,0
78720,note_on,0,0,5,,,,,,,,,,13,,67,0
78720,note_on,0,0,2,,,,,,,,,,10,,91,58
78720,note_on,0,0,2,,,,,,,,,,10,,79,58
78720,note_on,0,0,2,,,,,,,,,,10,,91,0
78720,note_on,160,0,15,,,,,,,,,,4,,43,0
78720,note_on,480,0,8,,,,,,,,,,7,,52,0
78720,note_on,480,0,2,,,,,,,,,,10,,79,0
78720,note_on,480,0,14,,,,,,,,,,3,,43,0
78720,note_on,0,0,14,,,,,,,,,,3,,43,91
78840,note_on,120,0,11,,,,,,,,,,0,,76,106
78870,note_on,30,0,11,,,,,,,,,,0,,74,0
78880,note_on,0,0,14,,,,,,,,,,3,,59,91
78880,note_on,160,0,13,,,,,,,,,,2,,55,84
78880,note_on,160,0,14,,,,,,,,,,3,,43,0
78960,note_on,90,0,11,,,,,,,,,,0,,77,105
78960,note_on,240,0,12,,,,,,,,,,1,,71,90
78990,note_on,30,0,11,,,,,,,,,,0,,76,0
79040,note_on,160,0,13,,,,,,,,,,2,,55,0
79040,note_on,0,0,13,,,,,,,,,,2,,60,84
79040,note_on,160,0,14,,,,,,,,,,3,,59,0
79040,note_on,0,0,14,,,,,,,,,,3,,62,91
79200,note_on,0,0,5,,,,,,,,,,13,,67,0
79200,note_on,480,0,3,,,,,,,,,,11,,79,0
79200,note_on,0,0,4,,,,,,,,,,12,,67,58
79200,note_on,0,0,3,,,,,,,,,,11,,79,75
79200,note_on,0,0,6,,,,,,,,,,5,,67,63
79200,note_on,480,0,6,,,,,,,,,,5,,67,0
79200,note_on,0,0,2,,,,,,,,,,10,,91,58
79200,note_on,0,0,2,,,,,,,,,,10,,79,58
79200,note_on,0,0,2,,,,,,,,,,10,,91,0
79200,note_on,480,0,2,,,,,,,,,,10,,79,0
79200,note_on,0,0,14,,,,,,,,,,3,,43,91
79200,note_on,160,0,14,,,,,,,,,,3,,62,0
79200,note_on,0,0,4,,,,,,,,,,12,,79,58
79200,note_on,480,0,15,,,,,,,,,,4,,31,0
79200,note_on,240,0,12,,,,,,,,,,1,,71,0
79200,note_on,480,0,5,,,,,,,,,,13,,55,0
79200,note_on,0,0,5,,,,,,,,,,13,,55,60
79200,note_on,480,0,4,,,,,,,,,,12,,67,0
79200,note_on,0,0,4,,,,,,,,,,12,,79,0
79200,note_on,0,0,12,,,,,,,,,,1,,74,90
79200,note_on,0,0,5,,,,,,,,,,13,,67,60
79200,note_on,160,0,13,,,,,,,,,,2,,60,0
79200,note_on,0,0,13,,,,,,,,,,2,,48,84
79200,note_on,0,0,13,,,,,,,,,,2,,55,84
79360,note_on,160,0,15,,,,,,,,,,4,,31,87
79440,note_on,0,0,2,,,,,,,,,,10,,91,0
79440,note_on,240,0,2,,,,,,,,,,10,,79,0
79440,note_on,0,0,3,,,,,,,,,,11,,79,76
79440,note_on,0,0,5,,,,,,,,,,13,,67,60
79440,note_on,0,0,5,,,,,,,,,,13,,55,60
79440,note_on,240,0,12,,,,,,,,,,1,,74,0
79440,note_on,0,0,4,,,,,,,,,,12,,79,58
79440,note_on,0,0,12,,,,,,,,,,1,,67,90
79440,note_on,240,0,6,,,,,,,,,,5,,67,0
79440,note_on,0,0,2,,,,,,,,,,10,,79,58
79440,note_on,0,0,6,,,,,,,,,,5,,67,63
79440,note_on,0,0,4,,,,,,,,,,12,,67,58
79440,note_on,0,0,4,,,,,,,,,,12,,79,0
79440,note_on,240,0,3,,,,,,,,,,11,,79,0
79440,note_on,0,0,5,,,,,,,,,,13,,67,0
79440,note_on,240,0,4,,,,,,,,,,12,,67,0
79440,note_on,450,0,11,,,,,,,,,,0,,76,105
79440,note_on,240,0,5,,,,,,,,,,13,,55,0
79440,note_on,0,0,2,,,,,,,,,,10,,91,58
79450,note_on,10,0,3,,,,,,,,,,11,,79,0
79470,note_on,30,0,11,,,,,,,,,,0,,77,0
79520,note_on,0,0,15,,,,,,,,,,4,,43,87
79520,note_on,160,0,15,,,,,,,,,,4,,31,0
79560,note_on,90,0,11,,,,,,,,,,0,,76,0
79560,note_on,0,0,11,,,,,,,,,,0,,74,105
79680,note_on,960,0,8,,,,,,,,,,7,,52,108
79680,note_on,120,0,11,,,,,,,,,,0,,74,0
79680,note_on,0,0,11,,,,,,,,,,0,,74,105
79680,note_on,0,0,4,,,,,,,,,,12,,79,0
79680,note_on,240,0,4,,,,,,,,,,12,,67,0
79680,note_on,960,0,7,,,,,,,,,,6,,76,54
79680,note_on,0,0,5,,,,,,,,,,13,,55,60
79680,note_on,240,0,12,,,,,,,,,,1,,67,0
79680,note_on,0,0,4,,,,,,,,,,12,,67,58
79680,note_on,0,0,4,,,,,,,,,,12,,79,58
79680,note_on,0,0,2,,,,,,,,,,10,,91,58
79680,note_on,240,0,2,,,,,,,,,,10,,79,0
79680,note_on,0,0,2,,,,,,,,,,10,,91,0
79680,note_on,0,0,2,,,,,,,,,,10,,79,58
79680,note_on,480,0,14,,,,,,,,,,3,,43,0
79680,note_on,0,0,14,,,,,,,,,,3,,36,92
79680,note_on,0,0,5,,,,,,,,,,13,,67,0
79680,note_on,240,0,5,,,,,,,,,,13,,55,0
79680,note_on,0,0,5,,,,,,,,,,13,,67,60
79680,note_on,240,0,6,,,,,,,,,,5,,67,0
79680,note_on,0,0,6,,,,,,,,,,5,,67,63
79680,note_on,0,0,13,,,,,,,,,,2,,55,0
79680,note_on,0,0,15,,,,,,,,,,4,,36,87
79680,note_on,480,0,13,,,,,,,,,,2,,48,0
79680,note_on,160,0,15,,,,,,,,,,4,,43,0
79680,note_on,230,0,3,,,,,,,,,,11,,79,76
79840,note_on,160,0,14,,,,,,,,,,3,,36,0
79840,note_on,0,0,14,,,,,,,,,,3,,55,92
79840,note_on,160,0,13,,,,,,,,,,2,,59,84
79920,note_on,240,0,11,,,,,,,,,,0,,74,0
79920,note_on,0,0,11,,,,,,,,,,0,,76,106
79920,note_on,240,0,12,,,,,,,,,,1,,72,90
80000,note_on,160,0,14,,,,,,,,,,3,,55,0
80000,note_on,0,0,14,,,,,,,,,,3,,60,92
80000,note_on,160,0,13,,,,,,,,,,2,,59,0
80000,note_on,0,0,13,,,,,,,,,,2,,62,85
80160,note_on,0,0,11,,,,,,,,,,0,,76,106
80160,note_on,480,0,4,,,,,,,,,,12,,67,0
80160,note_on,0,0,5,,,,,,,,,,13,,67,0
80160,note_on,0,0,4,,,,,,,,,,12,,79,0
80160,note_on,480,0,8,,,,,,,,,,7,,52,0
80160,note_on,480,0,3,,,,,,,,,,11,,79,0
80160,note_on,160,0,14,,,,,,,,,,3,,60,0
80160,note_on,0,0,14,,,,,,,,,,3,,36,92
80160,note_on,240,0,12,,,,,,,,,,1,,72,0
80160,note_on,480,0,7,,,,,,,,,,6,,76,0
80160,note_on,480,0,5,,,,,,,,,,13,,55,0
80160,note_on,0,0,13,,,,,,,,,,2,,55,85
80160,note_on,480,0,15,,,,,,,,,,4,,36,0
80160,note_on,480,0,6,,,,,,,,,,5,,67,0
80160,note_on,0,0,2,,,,,,,,,,10,,91,0
80160,note_on,480,0,2,,,,,,,,,,10,,79,0
80160,note_on,240,0,11,,,,,,,,,,0,,76,0
80160,note_on,160,0,13,,,,,,,,,,2,,62,0
80160,note_on,0,0,12,,,,,,,,,,1,,76,90
80320,note_on,160,0,15,,,,,,,,,,4,,36,87
80400,note_on,0,0,12,,,,,,,,,,1,,67,90
80400,note_on,240,0,12,,,,,,,,,,1,,76,0
80480,note_on,160,0,15,,,,,,,,,,4,,36,0
80480,note_on,0,0,15,,,,,,,,,,4,,48,87
80640,note_on,0,0,11,,,,,,,,,,0,,76,106
80640,note_on,480,0,2,,,,,,,,,,10,,79,58
80640,note_on,0,0,15,,,,,,,,,,4,,36,87
80640,note_on,160,0,15,,,,,,,,,,4,,48,0
80640,note_on,480,0,4,,,,,,,,,,12,,67,58
80640,note_on,0,0,4,,,,,,,,,,12,,79,58
80640,note_on,480,0,8,,,,,,,,,,7,,52,108
80640,note_on,480,0,11,,,,,,,,,,0,,76,0
80640,note_on,480,0,3,,,,,,,,,,11,,79,76
80640,note_on,480,0,5,,,,,,,,,,13,,55,60
80640,note_on,480,0,14,,,,,,,,,,3,,36,0
80640,note_on,240,0,12,,,,,,,,,,1,,67,0
80640,note_on,480,0,7,,,,,,,,,,6,,76,54
80640,note_on,480,0,13,,,,,,,,,,2,,55,0
80640,note_on,480,0,6,,,,,,,,,,5,,67,63
80640,note_on,0,0,14,,,,,,,,,,3,,36,92
80800,note_on,160,0,14,,,,,,,,,,3,,36,0
80800,note_on,160,0,13,,,,,,,,,,2,,55,85
80800,note_on,0,0,14,,,,,,,,,,3,,55,92
80880,note_on,240,0,12,,,,,,,,,,1,,72,90
80960,note_on,0,0,13,,,,,,,,,,2,,60,85
80960,note_on,160,0,13,,,,,,,,,,2,,55,0
80960,note_on,160,0,14,,,,,,,,,,3,,55,0
80960,note_on,0,0,14,,,,,,,,,,3,,60,92
81120,note_on,480,0,4,,,,,,,,,,12,,67,0
81120,note_on,0,0,13,,,,,,,,,,2,,48,85
81120,note_on,0,0,4,,,,,,,,,,12,,79,0
81120,note_on,0,0,12,,,,,,,,,,1,,76,90
81120,note_on,240,0,12,,,,,,,,,,1,,72,0
81120,note_on,480,0,3,,,,,,,,,,11,,79,0
81120,note_on,160,0,13,,,,,,,,,,2,,60,0
81120,note_on,0,0,3,,,,,,,,,,11,,79,77
81120,note_on,480,0,11,,,,,,,,,,0,,76,0
81120,note_on,480,0,15,,,,,,,,,,4,,36,0
81120,note_on,480,0,2,,,,,,,,,,10,,79,0
81120,note_on,0,0,2,,,,,,,,,,10,,79,58
81120,note_on,0,0,14,,,,,,,,,,3,,36,92
81120,note_on,160,0,14,,,,,,,,,,3,,60,0
81120,note_on,0,0,11,,,,,,,,,,0,,88,112
81120,note_on,0,0,5,,,,,,,,,,13,,55,60
81120,note_on,480,0,8,,,,,,,,,,7,,52,0
81120,note_on,480,0,7,,,,,,,,,,6,,76,0
81120,note_on,0,0,4,,,,,,,,,,12,,67,58
81120,note_on,0,0,4,,,,,,,,,,12,,79,58
81120,note_on,480,0,5,,,,,,,,,,13,,55,0
81120,note_on,480,0,6,,,,,,,,,,5,,67,0
81120,note_on,0,0,6,,,,,,,,,,5,,67,63
81280,note_on,160,0,15,,,,,,,,,,4,,36,88
81360,note_on,0,0,4,,,,,,,,,,12,,69,58
81360,note_on,0,0,4,,,,,,,,,,12,,81,58
81360,note_on,0,0,4,,,,,,,,,,12,,79,0
81360,note_on,240,0,4,,,,,,,,,,12,,67,0
81360,note_on,0,0,3,,,,,,,,,,11,,81,77
81360,note_on,240,0,3,,,,,,,,,,11,,79,0
81360,note_on,240,0,6,,,,,,,,,,5,,67,0
81360,note_on,0,0,6,,,,,,,,,,5,,69,63
81360,note_on,240,0,2,,,,,,,,,,10,,79,0
81360,note_on,240,0,12,,,,,,,,,,1,,76,0
81360,note_on,0,0,12,,,,,,,,,,1,,64,90
81360,note_on,0,0,2,,,,,,,,,,10,,81,58
81360,note_on,0,0,5,,,,,,,,,,13,,57,60
81360,note_on,240,0,5,,,,,,,,,,13,,55,0
81440,note_on,160,0,15,,,,,,,,,,4,,36,0
81440,note_on,0,0,15,,,,,,,,,,4,,48,88
81600,note_on,0,0,6,,,,,,,,,,5,,71,63
81600,note_on,240,0,2,,,,,,,,,,10,,81,0
81600,note_on,0,0,2,,,,,,,,,,10,,83,58
81600,note_on,0,0,14,,,,,,,,,,3,,47,92
81600,note_on,480,0,14,,,,,,,,,,3,,36,0
81600,note_on,240,0,12,,,,,,,,,,1,,64,0
81600,note_on,0,0,15,,,,,,,,,,4,,35,88
81600,note_on,240,0,5,,,,,,,,,,13,,57,0
81600,note_on,0,0,5,,,,,,,,,,13,,59,61
81600,note_on,0,0,4,,,,,,,,,,12,,83,58
81600,note_on,0,0,4,,,,,,,,,,12,,71,58
81600,note_on,480,0,13,,,,,,,,,,2,,48,0
81600,note_on,160,0,15,,,,,,,,,,4,,48,0
81600,note_on,240,0,3,,,,,,,,,,11,,81,0
81600,note_on,240,0,6,,,,,,,,,,5,,69,0
81600,note_on,0,0,11,,,,,,,,,,0,,87,108
81600,note_on,480,0,11,,,,,,,,,,0,,88,0
81600,note_on,240,0,4,,,,,,,,,,12,,69,0
81600,note_on,0,0,3,,,,,,,,,,11,,71,77
81600,note_on,0,0,3,,,,,,,,,,11,,83,77
81600,note_on,0,0,4,,,,,,,,,,12,,81,0
81760,note_on,0,0,14,,,,,,,,,,3,,47,92
81760,note_on,160,0,14,,,,,,,,,,3,,47,0
81760,note_on,160,0,13,,,,,,,,,,2,,55,86
81840,note_on,240,0,12,,,,,,,,,,1,,75,90
81920,note_on,160,0,13,,,,,,,,,,2,,55,0
81920,note_on,160,0,14,,,,,,,,,,3,,47,0
81920,note_on,0,0,14,,,,,,,,,,3,,59,92
81920,note_on,0,0,13,,,,,,,,,,2,,60,86
82080,note_on,0,0,3,,,,,,,,,,11,,71,77
82080,note_on,0,0,3,,,,,,,,,,11,,83,0
82080,note_on,480,0,3,,,,,,,,,,11,,71,0
82080,note_on,480,0,15,,,,,,,,,,4,,35,0
82080,note_on,0,0,12,,,,,,,,,,1,,83,90
82080,note_on,0,0,13,,,,,,,,,,2,,48,86
82080,note_on,160,0,13,,,,,,,,,,2,,60,0
82080,note_on,0,0,2,,,,,,,,,,10,,83,58
82080,note_on,0,0,5,,,,,,,,,,13,,59,61
82080,note_on,480,0,5,,,,,,,,,,13,,59,0
82080,note_on,0,0,4,,,,,,,,,,12,,83,58
82080,note_on,0,0,4,,,,,,,,,,12,,71,58
82080,note_on,0,0,4,,,,,,,,,,12,,83,0
82080,note_on,480,0,4,,,,,,,,,,12,,71,0
82080,note_on,0,0,3,,,,,,,,,,11,,83,77
82080,note_on,480,0,6,,,,,,,,,,5,,71,0
82080,note_on,0,0,14,,,,,,,,,,3,,47,92
82080,note_on,0,0,6,,,,,,,,,,5,,71,63
82080,note_on,160,0,14,,,,,,,,,,3,,59,0
82080,note_on,240,0,12,,,,,,,,,,1,,75,0
82080,note_on,480,0,2,,,,,,,,,,10,,83,0
82240,note_on,160,0,15,,,,,,,,,,4,,35,88
82320,note_on,0,0,12,,,,,,,,,,1,,71,90
82320,note_on,240,0,12,,,,,,,,,,1,,83,0
82400,note_on,160,0,15,,,,,,,,,,4,,35,0
82400,note_on,0,0,15,,,,,,,,,,4,,47,88
82560,note_on,0,0,5,,,,,,,,,,13,,54,61
82560,note_on,0,0,2,,,,,,,,,,10,,90,58
82560,note_on,1440,0,8,,,,,,,,,,7,,52,108
82560,note_on,480,0,4,,,,,,,,,,12,,71,0
82560,note_on,0,0,4,,,,,,,,,,12,,78,58
82560,note_on,0,0,14,,,,,,,,,,3,,47,93
82560,note_on,480,0,5,,,,,,,,,,13,,59,0
82560,note_on,240,0,12,,,,,,,,,,1,,71,0
82560,note_on,480,0,13,,,,,,,,,,2,,48,0
82560,note_on,0,0,4,,,,,,,,,,12,,66,58
82560,note_on,0,0,4,,,,,,,,,,12,,83,0
82560,note_on,1440,0,7,,,,,,,,,,6,,76,54
82560,note_on,480,0,14,,,,,,,,,,3,,47,0
82560,note_on,0,0,11,,,,,,,,,,0,,86,106
82560,note_on,960,0,11,,,,,,,,,,0,,87,0
82560,note_on,480,0,2,,,,,,,,,,10,,83,0
82560,note_on,0,0,6,,,,,,,,,,5,,66,63
82560,note_on,480,0,6,,,,,,,,,,5,,71,0
82560,note_on,480,0,3,,,,,,,,,,11,,71,0
82560,note_on,0,0,3,,,,,,,,,,11,,83,0
82560,note_on,0,0,3,,,,,,,,,,11,,66,77
82560,note_on,0,0,3,,,,,,,,,,11,,78,77
82560,note_on,0,0,15,,,,,,,,,,4,,35,88
82560,note_on,160,0,15,,,,,,,,,,4,,47,0
82560,note_on,0,0,2,,,,,,,,,,10,,78,58
82720,note_on,160,0,14,,,,,,,,,,3,,47,0
82720,note_on,160,0,13,,,,,,,,,,2,,55,86
82720,note_on,0,0,14,,,,,,,,,,3,,59,93
82800,note_on,240,0,11,,,,,,,,,,0,,86,0
82800,note_on,0,0,11,,,,,,,,,,0,,83,106
82800,note_on,240,0,12,,,,,,,,,,1,,71,90
82880,note_on,160,0,13,,,,,,,,,,2,,55,0
82880,note_on,0,0,14,,,,,,,,,,3,,62,93
82880,note_on,160,0,14,,,,,,,,,,3,,59,0
82880,note_on,0,0,13,,,,,,,,,,2,,60,86
82920,note_on,120,0,11,,,,,,,,,,0,,83,0
82920,note_on,0,0,11,,,,,,,,,,0,,85,106
83040,note_on,480,0,2,,,,,,,,,,10,,78,0
83040,note_on,480,0,15,,,,,,,,,,4,,35,0
83040,note_on,0,0,2,,,,,,,,,,10,,90,0
83040,note_on,0,0,2,,,,,,,,,,10,,78,58
83040,note_on,160,0,13,,,,,,,,,,2,,60,0
83040,note_on,0,0,5,,,,,,,,,,13,,54,61
83040,note_on,0,0,13,,,,,,,,,,2,,48,86
83040,note_on,480,0,4,,,,,,,,,,12,,66,0
83040,note_on,0,0,4,,,,,,,,,,12,,78,0
83040,note_on,0,0,3,,,,,,,,,,11,,78,78
83040,note_on,480,0,8,,,,,,,,,,7,,52,0
83040,note_on,0,0,4,,,,,,,,,,12,,66,58
83040,note_on,480,0,3,,,,,,,,,,11,,66,0
83040,note_on,0,0,3,,,,,,,,,,11,,78,0
83040,note_on,0,0,3,,,,,,,,,,11,,66,78
83040,note_on,0,0,2,,,,,,,,,,10,,90,58
83040,note_on,480,0,5,,,,,,,,,,13,,54,0
83040,note_on,0,0,4,,,,,,,,,,12,,78,58
83040,note_on,480,0,7,,,,,,,,,,6,,76,0
83040,note_on,0,0,12,,,,,,,,,,1,,74,90
83040,note_on,240,0,12,,,,,,,,,,1,,71,0
83040,note_on,0,0,14,,,,,,,,,,3,,47,93
83040,note_on,160,0,14,,,,,,,,,,3,,62,0
83040,note_on,0,0,6,,,,,,,,,,5,,66,63
83040,note_on,480,0,6,,,,,,,,,,5,,66,0
83040,note_on,120,0,11,,,,,,,,,,0,,85,0
83060,note_on,20,0,11,,,,,,,,,,0,,86,106
83200,note_on,160,0,15,,,,,,,,,,4,,35,88
83280,note_on,0,0,3,,,,,,,,,,11,,80,78
83280,note_on,0,0,3,,,,,,,,,,11,,68,78
83280,note_on,0,0,3,,,,,,,,,,11,,78,0
83280,note_on,240,0,3,,,,,,,,,,11,,66,0
83280,note_on,0,0,2,,,,,,,,,,10,,92,58
83280,note_on,240,0,2,,,,,,,,,,10,,78,0
83280,note_on,0,0,2,,,,,,,,,,10,,90,0
83280,note_on,240,0,12,,,,,,,,,,1,,74,0
83280,note_on,240,0,6,,,,,,,,,,5,,66,0
83280,note_on,0,0,6,,,,,,,,,,5,,68,63
83280,note_on,240,0,4,,,,,,,,,,12,,66,0
83280,note_on,0,0,4,,,,,,,,,,12,,78,0
83280,note_on,0,0,4,,,,,,,,,,12,,80,58
83280,note_on,0,0,2,,,,,,,,,,10,,80,58
83280,note_on,0,0,12,,,,,,,,,,1,,62,90
83280,note_on,0,0,4,,,,,,,,,,12,,68,58
83280,note_on,0,0,11,,,,,,,,,,0,,88,106
83280,note_on,0,0,5,,,,,,,,,,13,,56,61
83280,note_on,220,0,11,,,,,,,,,,0,,86,0
83280,note_on,240,0,5,,,,,,,,,,13,,54,0
83360,note_on,0,0,15,,,,,,,,,,4,,47,88
83360,note_on,160,0,15,,,,,,,,,,4,,35,0
83400,note_on,120,0,11,,,,,,,,,,0,,88,0
83400,note_on,0,0,11,,,,,,,,,,0,,86,107
83520,note_on,0,0,6,,,,,,,,,,5,,69,63
83520,note_on,0,0,4,,,,,,,,,,12,,81,58
83520,note_on,240,0,5,,,,,,,,,,13,,56,0
83520,note_on,240,0,12,,,,,,,,,,1,,62,0
