tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,note,velocity
3570,note_on,0,0,2,,,,,,,,,,1,43,92
3600,note_on,30,0,1,,,,,,,,,,0,79,0
3600,note_on,30,0,2,,,,,,,,,,1,43,0
3600,note_on,0,0,2,,,,,,,,,,1,43,92
3600,note_on,0,0,1,,,,,,,,,,0,83,0
3600,note_on,0,0,1,,,,,,,,,,0,83,92
3660,note_on,0,0,2,,,,,,,,,,1,40,92
3660,note_on,60,0,2,,,,,,,,,,1,43,0
3660,note_on,0,0,1,,,,,,,,,,0,84,94
3660,note_on,60,0,1,,,,,,,,,,0,83,0
3720,note_on,0,0,1,,,,,,,,,,0,88,98
3720,note_on,60,0,1,,,,,,,,,,0,84,0
3720,note_on,0,0,2,,,,,,,,,,1,36,92
3720,note_on,60,0,2,,,,,,,,,,1,40,0
3780,note_on,0,0,1,,,,,,,,,,0,81,102
3780,note_on,0,0,2,,,,,,,,,,1,41,95
3780,note_on,0,0,1,,,,,,,,,,0,86,102
3780,note_on,60,0,1,,,,,,,,,,0,88,0
3780,note_on,0,0,1,,,,,,,,,,0,77,102
3780,note_on,60,0,2,,,,,,,,,,1,36,0
3836,set_tempo,1792,1,0,,,,,,,740741,,,,,
3840,note_on,0,0,1,,,,,,,,,,0,86,0
3840,note_on,0,0,1,,,,,,,,,,0,84,110
3840,note_on,0,0,1,,,,,,,,,,0,79,110
3840,set_tempo,4,1,0,,,,,,,750000,,,,,
3840,note_on,0,0,1,,,,,,,,,,0,81,0
3840,note_on,0,0,2,,,,,,,,,,1,43,97
3840,note_on,60,0,2,,,,,,,,,,1,41,0
3840,note_on,0,0,1,,,,,,,,,,0,76,110
3840,note_on,60,0,1,,,,,,,,,,0,77,0
3844,set_tempo,4,1,0,,,,,,,759494,,,,,
3848,set_tempo,4,1,0,,,,,,,769231,,,,,
3852,set_tempo,4,1,0,,,,,,,779221,,,,,
3856,set_tempo,4,1,0,,,,,,,789474,,,,,
3860,set_tempo,4,1,0,,,,,,,800000,,,,,
3864,set_tempo,4,1,0,,,,,,,810811,,,,,
3868,set_tempo,4,1,0,,,,,,,821918,,,,,
3872,set_tempo,4,1,0,,,,,,,833333,,,,,
3876,set_tempo,4,1,0,,,,,,,845070,,,,,
3880,set_tempo,4,1,0,,,,,,,857143,,,,,
3884,set_tempo,4,1,0,,,,,,,869565,,,,,
3888,set_tempo,4,1,0,,,,,,,882353,,,,,
3892,set_tempo,4,1,0,,,,,,,895522,,,,,
3896,set_tempo,4,1,0,,,,,,,909091,,,,,
3900,note_on,0,0,1,,,,,,,,,,0,79,0
3900,note_on,60,0,2,,,,,,,,,,1,43,0
3900,note_on,0,0,1,,,,,,,,,,0,79,120
3900,note_on,0,0,1,,,,,,,,,,0,83,120
3900,note_on,60,0,1,,,,,,,,,,0,76,0
3900,note_on,0,0,2,,,,,,,,,,1,31,100
3900,note_on,0,0,1,,,,,,,,,,0,74,120
3900,set_tempo,4,1,0,,,,,,,923077,,,,,
3900,note_on,0,0,1,,,,,,,,,,0,84,0
3904,set_tempo,4,1,0,,,,,,,937500,,,,,
3908,set_tempo,4,1,0,,,,,,,952381,,,,,
3912,set_tempo,4,1,0,,,,,,,967742,,,,,
3916,set_tempo,4,1,0,,,,,,,983607,,,,,
3920,set_tempo,4,1,0,,,,,,,1000000,,,,,
3924,set_tempo,4,1,0,,,,,,,1016949,,,,,
3928,set_tempo,4,1,0,,,,,,,1034483,,,,,
3932,set_tempo,4,1,0,,,,,,,1052632,,,,,
3936,set_tempo,4,1,0,,,,,,,1071429,,,,,
3940,set_tempo,4,1,0,,,,,,,1090909,,,,,
3944,set_tempo,4,1,0,,,,,,,1111111,,,,,
3948,set_tempo,4,1,0,,,,,,,1132075,,,,,
3952,set_tempo,4,1,0,,,,,,,1153846,,,,,
3956,set_tempo,4,1,0,,,,,,,1176471,,,,,
3960,set_tempo,4,1,0,,,,,,,1200000,,,,,
3960,note_on,60,0,1,,,,,,,,,,0,79,0
3960,note_on,0,0,2,,,,,,,,,,1,36,109
3960,note_on,0,0,1,,,,,,,,,,0,83,0
3960,note_on,0,0,1,,,,,,,,,,0,74,0
3960,note_on,0,0,1,,,,,,,,,,0,84,127
3960,note_on,0,0,1,,,,,,,,,,0,76,127
3960,note_on,0,0,1,,,,,,,,,,0,72,127
3960,note_on,60,0,2,,,,,,,,,,1,31,0
3964,set_tempo,4,1,0,,,,,,,1224490,,,,,
3968,set_tempo,4,1,0,,,,,,,1250000,,,,,
3972,set_tempo,4,1,0,,,,,,,1276596,,,,,
3976,set_tempo,4,1,0,,,,,,,1304348,,,,,
3980,set_tempo,4,1,0,,,,,,,1333333,,,,,
3984,set_tempo,4,1,0,,,,,,,1363636,,,,,
3988,set_tempo,4,1,0,,,,,,,1395349,,,,,
3992,set_tempo,4,1,0,,,,,,,1428571,,,,,
3996,set_tempo,4,1,0,,,,,,,1463415,,,,,
4000,set_tempo,4,1,0,,,,,,,1500000,,,,,
4004,set_tempo,4,1,0,,,,,,,1538462,,,,,
4008,set_tempo,4,1,0,,,,,,,1578947,,,,,
4012,set_tempo,4,1,0,,,,,,,1621622,,,,,
4016,set_tempo,4,1,0,,,,,,,1666667,,,,,
4020,end_of_track,0,1,2,,,,,,,,,,,,
4020,note_on,60,0,2,,,,,,,,,,1,36,0
4020,note_on,0,0,1,,,,,,,,,,0,84,0
4020,note_on,0,0,1,,,,,,,,,,0,76,0
4020,set_tempo,4,1,0,,,,,,,1714286,,,,,
4020,note_on,60,0,1,,,,,,,,,,0,72,0
4020,end_of_track,0,1,1,,,,,,,,,,,,
4024,set_tempo,4,1,0,,,,,,,1764706,,,,,
4028,set_tempo,4,1,0,,,,,,,1818182,,,,,
4032,set_tempo,4,1,0,,,,,,,1875000,,,,,
4036,set_tempo,4,1,0,,,,,,,1935484,,,,,
4040,set_tempo,4,1,0,,,,,,,2000000,,,,,
4044,set_tempo,4,1,0,,,,,,,2068966,,,,,
4048,set_tempo,4,1,0,,,,,,,2142857,,,,,
4052,set_tempo,4,1,0,,,,,,,2222222,,,,,
4056,set_tempo,4,1,0,,,,,,,2307692,,,,,
4060,set_tempo,4,1,0,,,,,,,2400000,,,,,
4064,set_tempo,4,1,0,,,,,,,2500000,,,,,
4068,set_tempo,4,1,0,,,,,,,2608696,,,,,
4072,set_tempo,4,1,0,,,,,,,2727273,,,,,
4076,set_tempo,4,1,0,,,,,,,2857143,,,,,
4080,set_tempo,4,1,0,,,,,,,3000000,,,,,
4084,set_tempo,4,1,0,,,,,,,3157895,,,,,
4088,set_tempo,4,1,0,,,,,,,3333333,,,,,
4092,set_tempo,4,1,0,,,,,,,3529412,,,,,
4094,end_of_track,0,1,0,,,,,,,,,,,,
4094,set_tempo,2,1,0,,,,,,,3750000,,,,,
