tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,program,note,velocity
73080,note_on,,24,0,1,,,,,,,0,,66,127
73176,note_off,,96,0,1,,,,,,,0,,66,64
73200,note_on,,24,0,1,,,,,,,0,,69,127
73296,note_off,,96,0,1,,,,,,,0,,69,64
73320,note_on,,24,0,1,,,,,,,0,,66,127
73416,note_off,,96,0,1,,,,,,,0,,66,64
73440,note_on,,24,0,1,,,,,,,0,,74,127
73536,note_off,,96,0,1,,,,,,,0,,50,64
73536,note_off,,0,0,1,,,,,,,0,,74,64
73536,note_off,,0,0,1,,,,,,,0,,38,64
73560,note_on,,24,0,1,,,,,,,0,,69,127
73656,note_off,,96,0,1,,,,,,,0,,69,64
73680,note_on,,24,0,1,,,,,,,0,,36,127
73680,note_on,,0,0,1,,,,,,,0,,48,127
73680,note_on,,0,0,1,,,,,,,0,,78,127
73776,note_off,,96,0,1,,,,,,,0,,78,64
73800,note_on,,24,0,1,,,,,,,0,,74,127
73872,note_off,,0,0,1,,,,,,,0,,36,64
73872,note_off,,72,0,1,,,,,,,0,,48,64
73896,note_off,,24,0,1,,,,,,,0,,74,64
73920,note_on,,0,0,1,,,,,,,0,,46,127
73920,note_on,,0,0,1,,,,,,,0,,34,127
73920,note_on,,24,0,1,,,,,,,0,,79,127
74016,note_off,,96,0,1,,,,,,,0,,79,64
74040,note_on,,24,0,1,,,,,,,0,,74,127
74112,note_off,,0,0,1,,,,,,,0,,46,64
74112,note_off,,72,0,1,,,,,,,0,,34,64
74136,note_off,,24,0,1,,,,,,,0,,74,64
74160,note_on,,0,0,1,,,,,,,0,,46,127
74160,note_on,,0,0,1,,,,,,,0,,70,127
74160,note_on,,24,0,1,,,,,,,0,,34,127
74256,note_off,,96,0,1,,,,,,,0,,70,64
74280,note_on,,24,0,1,,,,,,,0,,74,127
74352,note_off,,0,0,1,,,,,,,0,,34,64
74352,note_off,,72,0,1,,,,,,,0,,46,64
74376,note_off,,24,0,1,,,,,,,0,,74,64
74400,note_on,,24,0,1,,,,,,,0,,67,127
74496,note_off,,96,0,1,,,,,,,0,,67,64
74520,note_on,,24,0,1,,,,,,,0,,70,127
74616,note_off,,96,0,1,,,,,,,0,,70,64
74640,note_on,,0,0,1,,,,,,,0,,62,127
74640,note_on,,0,0,1,,,,,,,0,,46,127
74640,note_on,,24,0,1,,,,,,,0,,34,127
74736,note_off,,96,0,1,,,,,,,0,,62,64
74760,note_on,,24,0,1,,,,,,,0,,67,127
74832,note_off,,72,0,1,,,,,,,0,,46,64
74832,note_off,,0,0,1,,,,,,,0,,34,64
74856,note_off,,24,0,1,,,,,,,0,,67,64
74880,note_on,,24,0,1,,,,,,,0,,36,127
74880,note_on,,0,0,1,,,,,,,0,,63,127
74880,note_on,,0,0,1,,,,,,,0,,48,127
74976,note_off,,96,0,1,,,,,,,0,,63,64
75000,note_on,,24,0,1,,,,,,,0,,67,127
75096,note_off,,96,0,1,,,,,,,0,,67,64
75120,note_on,,24,0,1,,,,,,,0,,60,127
75216,note_off,,96,0,1,,,,,,,0,,60,64
75240,note_on,,24,0,1,,,,,,,0,,63,127
75264,note_off,,24,0,1,,,,,,,0,,36,64
75264,note_off,,0,0,1,,,,,,,0,,48,64
75336,note_off,,72,0,1,,,,,,,0,,63,64
75360,note_on,,0,0,1,,,,,,,0,,57,127
75360,note_on,,24,0,1,,,,,,,0,,38,127
75360,note_on,,0,0,1,,,,,,,0,,50,127
75456,note_off,,96,0,1,,,,,,,0,,57,64
75480,note_on,,24,0,1,,,,,,,0,,60,127
75576,note_off,,96,0,1,,,,,,,0,,60,64
75600,note_on,,24,0,1,,,,,,,0,,54,127
75696,note_off,,96,0,1,,,,,,,0,,54,64
75720,note_on,,24,0,1,,,,,,,0,,57,127
75744,note_off,,0,0,1,,,,,,,0,,38,64
75744,note_off,,24,0,1,,,,,,,0,,50,64
75816,note_off,,72,0,1,,,,,,,0,,57,64
75840,note_on,,24,0,1,,,,,,,0,,55,127
75960,note_on,,120,0,1,,,,,,,0,,31,127
76056,note_off,,96,0,1,,,,,,,0,,31,64
76080,note_on,,24,0,1,,,,,,,0,,34,127
76176,note_off,,96,0,1,,,,,,,0,,34,64
76200,note_on,,24,0,1,,,,,,,0,,38,127
76224,note_off,,24,0,1,,,,,,,0,,55,64
76296,note_off,,72,0,1,,,,,,,0,,38,64
76320,note_on,,24,0,1,,,,,,,0,,43,127
76512,note_off,,192,0,1,,,,,,,0,,43,64
76560,note_on,,48,0,1,,,,,,,0,,77,127
76752,note_off,,192,0,1,,,,,,,0,,77,64
76800,note_on,,48,0,1,,,,,,,0,,58,127
76800,note_on,,0,0,1,,,,,,,0,,89,127
76800,note_on,,0,0,1,,,,,,,0,,46,127
76896,note_off,,96,0,1,,,,,,,0,,89,64
76920,note_on,,24,0,1,,,,,,,0,,86,127
77016,note_off,,96,0,1,,,,,,,0,,86,64
77040,note_on,,24,0,1,,,,,,,0,,82,127
77136,note_off,,96,0,1,,,,,,,0,,82,64
77160,note_on,,24,0,1,,,,,,,0,,86,127
77256,note_off,,96,0,1,,,,,,,0,,86,64
77280,note_on,,24,0,1,,,,,,,0,,77,127
77376,note_off,,0,0,1,,,,,,,0,,77,64
77376,note_off,,0,0,1,,,,,,,0,,46,64
77376,note_off,,96,0,1,,,,,,,0,,58,64
77400,note_on,,24,0,1,,,,,,,0,,82,127
77496,note_off,,96,0,1,,,,,,,0,,82,64
77520,note_on,,0,0,1,,,,,,,0,,56,127
77520,note_on,,24,0,1,,,,,,,0,,44,127
77520,note_on,,0,0,1,,,,,,,0,,74,127
77616,note_off,,96,0,1,,,,,,,0,,74,64
77640,note_on,,24,0,1,,,,,,,0,,77,127
77712,note_off,,72,0,1,,,,,,,0,,56,64
77712,note_off,,0,0,1,,,,,,,0,,44,64
77736,note_off,,24,0,1,,,,,,,0,,77,64
77760,note_on,,0,0,1,,,,,,,0,,43,127
77760,note_on,,0,0,1,,,,,,,0,,71,127
77760,note_on,,24,0,1,,,,,,,0,,55,127
77856,note_off,,96,0,1,,,,,,,0,,71,64
77880,note_on,,24,0,1,,,,,,,0,,74,127
77976,note_off,,96,0,1,,,,,,,0,,74,64
78000,note_on,,24,0,1,,,,,,,0,,65,127
78096,note_off,,96,0,1,,,,,,,0,,65,64
78120,note_on,,24,0,1,,,,,,,0,,71,127
78144,note_off,,24,0,1,,,,,,,0,,43,64
78144,note_off,,0,0,1,,,,,,,0,,55,64
78216,note_off,,72,0,1,,,,,,,0,,71,64
78240,note_on,,24,0,1,,,,,,,0,,62,127
78336,note_off,,96,0,1,,,,,,,0,,62,64
78360,note_on,,24,0,1,,,,,,,0,,65,127
78456,note_off,,96,0,1,,,,,,,0,,65,64
78480,note_on,,0,0,1,,,,,,,0,,59,127
78480,note_on,,0,0,1,,,,,,,0,,55,127
78480,note_on,,24,0,1,,,,,,,0,,43,127
78576,note_off,,96,0,1,,,,,,,0,,59,64
78600,note_on,,24,0,1,,,,,,,0,,62,127
78672,note_off,,0,0,1,,,,,,,0,,43,64
78672,note_off,,72,0,1,,,,,,,0,,55,64
78696,note_off,,24,0,1,,,,,,,0,,62,64
78720,note_on,,0,0,1,,,,,,,0,,60,127
78720,note_on,,0,0,1,,,,,,,0,,87,127
78720,note_on,,24,0,1,,,,,,,0,,48,127
78816,note_off,,96,0,1,,,,,,,0,,87,64
78840,note_on,,24,0,1,,,,,,,0,,84,127
78936,note_off,,96,0,1,,,,,,,0,,84,64
78960,note_on,,24,0,1,,,,,,,0,,79,127
79056,note_off,,96,0,1,,,,,,,0,,79,64
79080,note_on,,24,0,1,,,,,,,0,,84,127
79104,note_off,,0,0,1,,,,,,,0,,48,64
79104,note_off,,24,0,1,,,,,,,0,,60,64
79176,note_off,,72,0,1,,,,,,,0,,84,64
79200,note_on,,24,0,1,,,,,,,0,,75,127
79296,note_off,,96,0,1,,,,,,,0,,75,64
79320,note_on,,24,0,1,,,,,,,0,,79,127
79416,note_off,,96,0,1,,,,,,,0,,79,64
79440,note_on,,0,0,1,,,,,,,0,,58,127
79440,note_on,,0,0,1,,,,,,,0,,74,127
79440,note_on,,24,0,1,,,,,,,0,,46,127
79536,note_off,,96,0,1,,,,,,,0,,74,64
79560,note_on,,24,0,1,,,,,,,0,,79,127
79632,note_off,,0,0,1,,,,,,,0,,46,64
79632,note_off,,72,0,1,,,,,,,0,,58,64
79656,note_off,,24,0,1,,,,,,,0,,79,64
79680,note_on,,0,0,1,,,,,,,0,,73,127
79680,note_on,,0,0,1,,,,,,,0,,57,127
79680,note_on,,24,0,1,,,,,,,0,,45,127
79776,note_off,,96,0,1,,,,,,,0,,73,64
79800,note_on,,24,0,1,,,,,,,0,,76,127
79896,note_off,,96,0,1,,,,,,,0,,76,64
79920,note_on,,24,0,1,,,,,,,0,,67,127
80016,note_off,,96,0,1,,,,,,,0,,67,64
80040,note_on,,24,0,1,,,,,,,0,,73,127
80064,note_off,,0,0,1,,,,,,,0,,45,64
80064,note_off,,24,0,1,,,,,,,0,,57,64
80136,note_off,,72,0,1,,,,,,,0,,73,64
80160,note_on,,24,0,1,,,,,,,0,,64,127
80256,note_off,,96,0,1,,,,,,,0,,64,64
80280,note_on,,24,0,1,,,,,,,0,,67,127
80376,note_off,,96,0,1,,,,,,,0,,67,64
80400,note_on,,0,0,1,,,,,,,0,,45,127
80400,note_on,,24,0,1,,,,,,,0,,33,127
80400,note_on,,0,0,1,,,,,,,0,,61,127
80496,note_off,,96,0,1,,,,,,,0,,61,64
80520,note_on,,24,0,1,,,,,,,0,,64,127
80592,note_off,,72,0,1,,,,,,,0,,45,64
80592,note_off,,0,0,1,,,,,,,0,,33,64
80616,note_off,,24,0,1,,,,,,,0,,64,64
80640,note_on,,0,0,1,,,,,,,0,,38,127
80640,note_on,,0,0,1,,,,,,,0,,62,127
80640,note_on,,24,0,1,,,,,,,0,,50,127
80736,note_off,,96,0,1,,,,,,,0,,62,64
80760,note_on,,24,0,1,,,,,,,0,,66,127
80856,note_off,,96,0,1,,,,,,,0,,66,64
80880,note_on,,24,0,1,,,,,,,0,,69,127
80976,note_off,,96,0,1,,,,,,,0,,69,64
81000,note_on,,24,0,1,,,,,,,0,,66,127
81096,note_off,,96,0,1,,,,,,,0,,66,64
81120,note_on,,24,0,1,,,,,,,0,,74,127
81216,note_off,,0,0,1,,,,,,,0,,74,64
81216,note_off,,0,0,1,,,,,,,0,,38,64
81216,note_off,,96,0,1,,,,,,,0,,50,64
81240,note_on,,24,0,1,,,,,,,0,,69,127
81336,note_off,,96,0,1,,,,,,,0,,69,64
81360,note_on,,0,0,1,,,,,,,0,,78,127
81360,note_on,,0,0,1,,,,,,,0,,48,127
81360,note_on,,24,0,1,,,,,,,0,,36,127
81456,note_off,,96,0,1,,,,,,,0,,78,64
81480,note_on,,24,0,1,,,,,,,0,,74,127
81552,note_off,,0,0,1,,,,,,,0,,36,64
81552,note_off,,72,0,1,,,,,,,0,,48,64
81576,note_off,,24,0,1,,,,,,,0,,74,64
81600,note_on,,0,0,1,,,,,,,0,,46,127
81600,note_on,,24,0,1,,,,,,,0,,79,127
81600,note_on,,0,0,1,,,,,,,0,,34,127
81696,note_off,,96,0,1,,,,,,,0,,79,64
81720,note_on,,24,0,1,,,,,,,0,,74,127
81792,note_off,,0,0,1,,,,,,,0,,46,64
81792,note_off,,72,0,1,,,,,,,0,,34,64
81816,note_off,,24,0,1,,,,,,,0,,74,64
81840,note_on,,0,0,1,,,,,,,0,,46,127
81840,note_on,,24,0,1,,,,,,,0,,34,127
81840,note_on,,0,0,1,,,,,,,0,,70,127
81936,note_off,,96,0,1,,,,,,,0,,70,64
81960,note_on,,24,0,1,,,,,,,0,,74,127
82032,note_off,,0,0,1,,,,,,,0,,34,64
82032,note_off,,72,0,1,,,,,,,0,,46,64
82056,note_off,,24,0,1,,,,,,,0,,74,64
82080,note_on,,24,0,1,,,,,,,0,,67,127
82176,note_off,,96,0,1,,,,,,,0,,67,64
82200,note_on,,24,0,1,,,,,,,0,,70,127
82296,note_off,,96,0,1,,,,,,,0,,70,64
82320,note_on,,0,0,1,,,,,,,0,,62,127
82320,note_on,,0,0,1,,,,,,,0,,46,127
82320,note_on,,24,0,1,,,,,,,0,,34,127
82416,note_off,,96,0,1,,,,,,,0,,62,64
82440,note_on,,24,0,1,,,,,,,0,,67,127
82512,note_off,,0,0,1,,,,,,,0,,34,64
82512,note_off,,72,0,1,,,,,,,0,,46,64
82536,note_off,,24,0,1,,,,,,,0,,67,64
82560,note_on,,0,0,1,,,,,,,0,,48,127
82560,note_on,,0,0,1,,,,,,,0,,63,127
82560,note_on,,24,0,1,,,,,,,0,,36,127
82656,note_off,,96,0,1,,,,,,,0,,63,64
82680,note_on,,24,0,1,,,,,,,0,,67,127
82776,note_off,,96,0,1,,,,,,,0,,67,64
82800,note_on,,24,0,1,,,,,,,0,,60,127
82896,note_off,,96,0,1,,,,,,,0,,60,64
82920,note_on,,24,0,1,,,,,,,0,,63,127
82944,note_off,,24,0,1,,,,,,,0,,36,64
82944,note_off,,0,0,1,,,,,,,0,,48,64
83016,note_off,,72,0,1,,,,,,,0,,63,64
83040,note_on,,24,0,1,,,,,,,0,,38,127
83040,note_on,,0,0,1,,,,,,,0,,50,127
83040,note_on,,0,0,1,,,,,,,0,,57,127
83136,note_off,,96,0,1,,,,,,,0,,57,64
83160,note_on,,24,0,1,,,,,,,0,,60,127
83256,note_off,,96,0,1,,,,,,,0,,60,64
83280,note_on,,24,0,1,,,,,,,0,,54,127
83376,note_off,,96,0,1,,,,,,,0,,54,64
83400,note_on,,24,0,1,,,,,,,0,,57,127
83424,note_off,,0,0,1,,,,,,,0,,38,64
83424,note_off,,24,0,1,,,,,,,0,,50,64
83496,note_off,,72,0,1,,,,,,,0,,57,64
83520,note_on,,24,0,1,,,,,,,0,,31,127
83520,note_on,,0,0,1,,,,,,,0,,55,127
83520,note_on,,0,0,1,,,,,,,0,,43,127
83616,note_off,,96,0,1,,,,,,,0,,55,64
83640,note_on,,24,0,1,,,,,,,0,,62,127
83736,note_off,,96,0,1,,,,,,,0,,62,64
83760,note_on,,24,0,1,,,,,,,0,,58,127
83856,note_off,,96,0,1,,,,,,,0,,58,64
83880,note_on,,24,0,1,,,,,,,0,,62,127
83904,note_off,,0,0,1,,,,,,,0,,43,64
83904,note_off,,24,0,1,,,,,,,0,,31,64
83976,note_off,,72,0,1,,,,,,,0,,62,64
84000,note_on,,24,0,1,,,,,,,0,,55,127
84120,note_on,,120,0,1,,,,,,,0,,34,127
84192,note_off,,72,0,1,,,,,,,0,,55,64
84216,note_off,,24,0,1,,,,,,,0,,34,64
84240,note_on,,24,0,1,,,,,,,0,,36,127
84336,note_off,,96,0,1,,,,,,,0,,36,64
84360,note_on,,24,0,1,,,,,,,0,,38,127
84456,note_off,,96,0,1,,,,,,,0,,38,64
84480,note_on,,0,0,1,,,,,,,0,,55,127
84480,note_on,,0,0,1,,,,,,,0,,39,127
84480,note_on,,24,0,1,,,,,,,0,,58,127
84672,note_off,,192,0,1,,,,,,,0,,55,64
84672,note_off,,0,0,1,,,,,,,0,,58,64
84720,note_on,,48,0,1,,,,,,,0,,55,127
84720,note_on,,0,0,1,,,,,,,0,,58,127
84864,note_off,,144,0,1,,,,,,,0,,39,64
84912,note_off,,0,0,1,,,,,,,0,,58,64
84912,note_off,,48,0,1,,,,,,,0,,55,64
84960,note_on,,0,0,1,,,,,,,0,,55,127
84960,note_on,,0,0,1,,,,,,,0,,58,127
84960,note_on,,48,0,1,,,,,,,0,,43,127
85152,note_off,,0,0,1,,,,,,,0,,43,64
85152,note_off,,0,0,1,,,,,,,0,,58,64
85152,note_off,,192,0,1,,,,,,,0,,55,64
85200,note_on,,0,0,1,,,,,,,0,,58,127
85200,note_on,,0,0,1,,,,,,,0,,55,127
85200,note_on,,48,0,1,,,,,,,0,,43,127
85392,note_off,,0,0,1,,,,,,,0,,43,64
85392,note_off,,0,0,1,,,,,,,0,,58,64
85392,note_off,,192,0,1,,,,,,,0,,55,64
85440,note_on,,48,0,1,,,,,,,0,,46,127
85440,note_on,,0,0,1,,,,,,,0,,58,127
85440,note_on,,0,0,1,,,,,,,0,,55,127
85632,note_off,,0,0,1,,,,,,,0,,46,64
85632,note_off,,0,0,1,,,,,,,0,,58,64
85632,note_off,,192,0,1,,,,,,,0,,55,64
85680,note_on,,0,0,1,,,,,,,0,,55,127
85680,note_on,,48,0,1,,,,,,,0,,46,127
85680,note_on,,0,0,1,,,,,,,0,,58,127
85872,note_off,,192,0,1,,,,,,,0,,55,64
85872,note_off,,0,0,1,,,,,,,0,,46,64
85872,note_off,,0,0,1,,,,,,,0,,58,64
85920,note_on,,48,0,1,,,,,,,0,,51,127
85920,note_on,,0,0,1,,,,,,,0,,58,127
85920,note_on,,0,0,1,,,,,,,0,,55,127
86112,note_off,,0,0,1,,,,,,,0,,58,64
86112,note_off,,192,0,1,,,,,,,0,,55,64
86160,note_on,,48,0,1,,,,,,,0,,58,127
86160,note_on,,0,0,1,,,,,,,0,,55,127
86304,note_off,,144,0,1,,,,,,,0,,51,64
86352,note_off,,0,0,1,,,,,,,0,,55,64
86352,note_off,,48,0,1,,,,,,,0,,58,64
86400,note_on,,0,0,1,,,,,,,0,,58,127
86400,note_on,,0,0,1,,,,,,,0,,56,127
86400,note_on,,48,0,1,,,,,,,0,,51,127
86496,note_off,,96,0,1,,,,,,,0,,51,64
86520,note_on,,24,0,1,,,,,,,0,,50,127
86592,note_off,,0,0,1,,,,,,,0,,58,64
86592,note_off,,72,0,1,,,,,,,0,,56,64
86616,note_off,,24,0,1,,,,,,,0,,50,64
86640,note_on,,0,0,1,,,,,,,0,,58,127
86640,note_on,,24,0,1,,,,,,,0,,51,127
86640,note_on,,0,0,1,,,,,,,0,,56,127
86736,note_off,,96,0,1,,,,,,,0,,51,64
86760,note_on,,24,0,1,,,,,,,0,,50,127
86832,note_off,,0,0,1,,,,,,,0,,58,64
86832,note_off,,72,0,1,,,,,,,0,,56,64
86856,note_off,,24,0,1,,,,,,,0,,50,64
86880,note_on,,0,0,1,,,,,,,0,,56,127
86880,note_on,,0,0,1,,,,,,,0,,58,127
86880,note_on,,24,0,1,,,,,,,0,,46,127
87072,note_off,,0,0,1,,,,,,,0,,58,64
87072,note_off,,192,0,1,,,,,,,0,,56,64
87120,note_on,,48,0,1,,,,,,,0,,58,127
87120,note_on,,0,0,1,,,,,,,0,,56,127
87264,note_off,,144,0,1,,,,,,,0,,46,64
87312,note_off,,0,0,1,,,,,,,0,,56,64
87312,note_off,,48,0,1,,,,,,,0,,58,64
87360,note_on,,0,0,1,,,,,,,0,,58,127
87360,note_on,,0,0,1,,,,,,,0,,56,127
87360,note_on,,48,0,1,,,,,,,0,,51,127
87456,note_off,,96,0,1,,,,,,,0,,51,64
87480,note_on,,24,0,1,,,,,,,0,,50,127
87552,note_off,,0,0,1,,,,,,,0,,58,64
87552,note_off,,72,0,1,,,,,,,0,,56,64
87576,note_off,,24,0,1,,,,,,,0,,50,64
87600,note_on,,0,0,1,,,,,,,0,,58,127
87600,note_on,,24,0,1,,,,,,,0,,51,127
87600,note_on,,0,0,1,,,,,,,0,,56,127
87696,note_off,,96,0,1,,,,,,,0,,51,64
87720,note_on,,24,0,1,,,,,,,0,,50,127
87792,note_off,,0,0,1,,,,,,,0,,56,64
87792,note_off,,72,0,1,,,,,,,0,,58,64
87816,note_off,,24,0,1,,,,,,,0,,50,64
87840,note_on,,0,0,1,,,,,,,0,,56,127
87840,note_on,,0,0,1,,,,,,,0,,58,127
87840,note_on,,24,0,1,,,,,,,0,,46,127
88032,note_off,,0,0,1,,,,,,,0,,58,64
88032,note_off,,192,0,1,,,,,,,0,,56,64
88080,note_on,,0,0,1,,,,,,,0,,56,127
88080,note_on,,48,0,1,,,,,,,0,,58,127
88224,note_off,,144,0,1,,,,,,,0,,46,64
88272,note_off,,0,0,1,,,,,,,0,,56,64
88272,note_off,,48,0,1,,,,,,,0,,58,64
88320,note_on,,0,0,1,,,,,,,0,,63,127
88320,note_on,,0,0,1,,,,,,,0,,55,127
88320,note_on,,0,0,1,,,,,,,0,,58,127
88320,note_on,,48,0,1,,,,,,,0,,51,127
88512,note_off,,0,0,1,,,,,,,0,,51,64
88512,note_off,,0,0,1,,,,,,,0,,58,64
88512,note_off,,192,0,1,,,,,,,0,,55,64
88560,note_on,,0,0,1,,,,,,,0,,58,127
88560,note_on,,48,0,1,,,,,,,0,,51,127
88560,note_on,,0,0,1,,,,,,,0,,55,127
88704,note_off,,144,0,1,,,,,,,0,,63,64
88752,note_off,,0,0,1,,,,,,,0,,55,64
88752,note_off,,0,0,1,,,,,,,0,,58,64
88752,note_off,,48,0,1,,,,,,,0,,51,64
88800,note_on,,0,0,1,,,,,,,0,,67,127
88800,note_on,,0,0,1,,,,,,,0,,55,127
88800,note_on,,0,0,1,,,,,,,0,,58,127
88800,note_on,,48,0,1,,,,,,,0,,51,127
88992,note_off,,0,0,1,,,,,,,0,,51,64
88992,note_off,,192,0,1,,,,,,,0,,67,64
88992,note_off,,0,0,1,,,,,,,0,,55,64
88992,note_off,,0,0,1,,,,,,,0,,58,64
89040,note_on,,0,0,1,,,,,,,0,,55,127
89040,note_on,,0,0,1,,,,,,,0,,58,127
89040,note_on,,48,0,1,,,,,,,0,,51,127
89040,note_on,,0,0,1,,,,,,,0,,67,127
89232,note_off,,192,0,1,,,,,,,0,,67,64
89232,note_off,,0,0,1,,,,,,,0,,58,64
89232,note_off,,0,0,1,,,,,,,0,,55,64
89232,note_off,,0,0,1,,,,,,,0,,51,64
89280,note_on,,48,0,1,,,,,,,0,,55,127
89280,note_on,,0,0,1,,,,,,,0,,51,127
89280,note_on,,0,0,1,,,,,,,0,,70,127
89280,note_on,,0,0,1,,,,,,,0,,58,127
89472,note_off,,0,0,1,,,,,,,0,,55,64
89472,note_off,,0,0,1,,,,,,,0,,58,64
89472,note_off,,0,0,1,,,,,,,0,,51,64
89472,note_off,,192,0,1,,,,,,,0,,70,64
89520,note_on,,0,0,1,,,,,,,0,,58,127
89520,note_on,,0,0,1,,,,,,,0,,70,127
89520,note_on,,0,0,1,,,,,,,0,,55,127
89520,note_on,,48,0,1,,,,,,,0,,51,127
89712,note_off,,0,0,1,,,,,,,0,,51,64
89712,note_off,,192,0,1,,,,,,,0,,70,64
89712,note_off,,0,0,1,,,,,,,0,,55,64
89712,note_off,,0,0,1,,,,,,,0,,58,64
89760,note_on,,48,0,1,,,,,,,0,,51,127
89760,note_on,,0,0,1,,,,,,,0,,55,127
89760,note_on,,0,0,1,,,,,,,0,,58,127
89760,note_on,,0,0,1,,,,,,,0,,75,127
89952,note_off,,192,0,1,,,,,,,0,,58,64
89952,note_off,,0,0,1,,,,,,,0,,51,64
89952,note_off,,0,0,1,,,,,,,0,,55,64
90000,note_on,,0,0,1,,,,,,,0,,55,127
90000,note_on,,48,0,1,,,,,,,0,,51,127
90000,note_on,,0,0,1,,,,,,,0,,58,127
90144,note_off,,144,0,1,,,,,,,0,,75,64
90192,note_off,,0,0,1,,,,,,,0,,55,64
90192,note_off,,0,0,1,,,,,,,0,,58,64
90192,note_off,,48,0,1,,,,,,,0,,51,64
90240,note_on,,0,0,1,,,,,,,0,,74,127
90240,note_on,,0,0,1,,,,,,,0,,55,127
90240,note_on,,0,0,1,,,,,,,0,,58,127
90240,note_on,,48,0,1,,,,,,,0,,52,127
90336,note_off,,96,0,1,,,,,,,0,,74,64
90360,note_on,,24,0,1,,,,,,,0,,73,127
90432,note_off,,0,0,1,,,,,,,0,,52,64
90432,note_off,,72,0,1,,,,,,,0,,55,64
90432,note_off,,0,0,1,,,,,,,0,,58,64
90456,note_off,,24,0,1,,,,,,,0,,73,64
90480,note_on,,0,0,1,,,,,,,0,,74,127
90480,note_on,,0,0,1,,,,,,,0,,55,127
90480,note_on,,0,0,1,,,,,,,0,,52,127
90480,note_on,,24,0,1,,,,,,,0,,58,127
90576,note_off,,96,0,1,,,,,,,0,,74,64
90600,note_on,,24,0,1,,,,,,,0,,73,127
90672,note_off,,0,0,1,,,,,,,0,,58,64
90672,note_off,,0,0,1,,,,,,,0,,52,64
90672,note_off,,72,0,1,,,,,,,0,,55,64
90696,note_off,,24,0,1,,,,,,,0,,73,64
90720,note_on,,24,0,1,,,,,,,0,,52,127
90720,note_on,,0,0,1,,,,,,,0,,79,127
90720,note_on,,0,0,1,,,,,,,0,,55,127
90720,note_on,,0,0,1,,,,,,,0,,58,127
90912,note_off,,0,0,1,,,,,,,0,,52,64
90912,note_off,,0,0,1,,,,,,,0,,58,64
90912,note_off,,192,0,1,,,,,,,0,,55,64
90960,note_on,,0,0,1,,,,,,,0,,55,127
90960,note_on,,0,0,1,,,,,,,0,,58,127
90960,note_on,,48,0,1,,,,,,,0,,52,127
91104,note_off,,144,0,1,,,,,,,0,,79,64
91152,note_off,,0,0,1,,,,,,,0,,58,64
91152,note_off,,48,0,1,,,,,,,0,,52,64
91152,note_off,,0,0,1,,,,,,,0,,55,64
91200,note_on,,0,0,1,,,,,,,0,,62,127
91200,note_on,,0,0,1,,,,,,,0,,74,127
91200,note_on,,48,0,1,,,,,,,0,,54,127
91200,note_on,,0,0,1,,,,,,,0,,57,127
91296,note_off,,96,0,1,,,,,,,0,,74,64
91320,note_on,,24,0,1,,,,,,,0,,72,127
91392,note_off,,72,0,1,,,,,,,0,,57,64
91392,note_off,,0,0,1,,,,,,,0,,62,64
91392,note_off,,0,0,1,,,,,,,0,,54,64
91416,note_off,,24,0,1,,,,,,,0,,72,64
91440,note_on,,24,0,1,,,,,,,0,,62,127
91440,note_on,,0,0,1,,,,,,,0,,54,127
91440,note_on,,0,0,1,,,,,,,0,,74,127
91440,note_on,,0,0,1,,,,,,,0,,57,127
91536,note_off,,96,0,1,,,,,,,0,,74,64
91560,note_on,,24,0,1,,,,,,,0,,72,127
91632,note_off,,72,0,1,,,,,,,0,,57,64
91632,note_off,,0,0,1,,,,,,,0,,54,64
91632,note_off,,0,0,1,,,,,,,0,,62,64
91656,note_off,,24,0,1,,,,,,,0,,72,64
91680,note_on,,0,0,1,,,,,,,0,,54,127
91680,note_on,,0,0,1,,,,,,,0,,57,127
91680,note_on,,0,0,1,,,,,,,0,,81,127
91680,note_on,,24,0,1,,,,,,,0,,62,127
91872,note_off,,192,0,1,,,,,,,0,,57,64
91872,note_off,,0,0,1,,,,,,,0,,54,64
91872,note_off,,0,0,1,,,,,,,0,,62,64
91920,note_on,,48,0,1,,,,,,,0,,62,127
91920,note_on,,0,0,1,,,,,,,0,,54,127
91920,note_on,,0,0,1,,,,,,,0,,57,127
92064,note_off,,144,0,1,,,,,,,0,,81,64
92112,note_off,,0,0,1,,,,,,,0,,57,64
92112,note_off,,0,0,1,,,,,,,0,,54,64
92112,note_off,,48,0,1,,,,,,,0,,62,64
92160,note_on,,48,0,1,,,,,,,0,,59,127
92160,note_on,,0,0,1,,,,,,,0,,71,127
92160,note_on,,0,0,1,,,,,,,0,,55,127
92160,note_on,,0,0,1,,,,,,,0,,62,127
92352,note_off,,0,0,1,,,,,,,0,,59,64
92352,note_off,,0,0,1,,,,,,,0,,62,64
92352,note_off,,192,0,1,,,,,,,0,,55,64
92400,note_on,,0,0,1,,,,,,,0,,59,127
92400,note_on,,0,0,1,,,,,,,0,,62,127
92400,note_on,,48,0,1,,,,,,,0,,55,127
92544,note_off,,144,0,1,,,,,,,0,,71,64
92592,note_off,,0,0,1,,,,,,,0,,59,64
92592,note_off,,0,0,1,,,,,,,0,,62,64
92592,note_off,,48,0,1,,,,,,,0,,55,64
92640,note_on,,0,0,1,,,,,,,0,,74,127
92640,note_on,,0,0,1,,,,,,,0,,62,127
