tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,pitch,program,note,velocity
15360,note_on,120,0,5,,,,,,,,,4,,,70,0
15360,note_on,120,0,4,,,,,,,,,3,,,74,0
15360,note_on,0,0,5,,,,,,,,,4,,,72,76
15360,control_change,0,0,5,,,,,,,11,108,4,,,,
15360,note_on,0,0,4,,,,,,,,,3,,,75,76
15480,control_change,120,0,4,,,,,,,11,113,3,,,,
15480,control_change,120,0,5,,,,,,,11,113,4,,,,
15600,note_on,0,0,4,,,,,,,,,3,,,76,76
15600,control_change,0,0,4,,,,,,,11,118,3,,,,
15600,note_on,120,0,4,,,,,,,,,3,,,75,0
15600,note_on,0,0,5,,,,,,,,,4,,,73,76
15600,note_on,120,0,5,,,,,,,,,4,,,72,0
15600,control_change,0,0,5,,,,,,,11,118,4,,,,
15720,control_change,120,0,4,,,,,,,11,123,3,,,,
15720,control_change,120,0,5,,,,,,,11,123,4,,,,
15840,control_change,0,0,4,,,,,,,11,127,3,,,,
15840,note_on,530,0,7,,,,,,,,,6,,,46,76
15840,note_on,120,0,4,,,,,,,,,3,,,76,0
15840,note_on,14400,0,1,,,,,,,,,0,,,77,76
15840,note_on,0,0,1,,,,,,,,,0,,,74,76
15840,note_on,0,0,5,,,,,,,,,4,,,74,76
15840,control_change,0,0,5,,,,,,,11,127,4,,,,
15840,note_on,0,0,4,,,,,,,,,3,,,77,76
15840,note_on,0,0,2,,,,,,,,,1,,,58,76
15840,note_on,14400,0,2,,,,,,,,,1,,,46,76
15840,note_on,530,0,8,,,,,,,,,7,,,34,76
15840,note_on,0,0,6,,,,,,,,,5,,,62,76
15840,note_on,530,0,6,,,,,,,,,5,,,65,76
15840,note_on,120,0,5,,,,,,,,,4,,,73,0
16270,note_on,430,0,7,,,,,,,,,6,,,46,0
16270,note_on,430,0,8,,,,,,,,,7,,,34,0
16320,note_on,50,0,8,,,,,,,,,7,,,34,76
16320,note_on,50,0,7,,,,,,,,,6,,,46,76
16750,note_on,430,0,8,,,,,,,,,7,,,34,0
16750,note_on,430,0,7,,,,,,,,,6,,,46,0
16800,note_on,50,0,8,,,,,,,,,7,,,34,76
16800,note_on,50,0,7,,,,,,,,,6,,,46,76
17130,note_on,1290,0,1,,,,,,,,,0,,,77,0
17130,note_on,1290,0,6,,,,,,,,,5,,,65,0
17130,note_on,1290,0,5,,,,,,,,,4,,,74,0
17130,note_on,0,0,1,,,,,,,,,0,,,74,0
17130,note_on,0,0,6,,,,,,,,,5,,,62,0
17130,note_on,1290,0,4,,,,,,,,,3,,,77,0
17230,note_on,430,0,8,,,,,,,,,7,,,34,0
17230,note_on,430,0,7,,,,,,,,,6,,,46,0
17280,note_on,150,0,6,,,,,,,,,5,,,67,76
17280,note_on,0,0,6,,,,,,,,,5,,,63,76
17280,note_on,50,0,8,,,,,,,,,7,,,34,76
17280,note_on,50,0,7,,,,,,,,,6,,,46,76
17280,note_on,0,0,1,,,,,,,,,0,,,75,76
17280,note_on,150,0,1,,,,,,,,,0,,,79,76
17280,note_on,150,0,5,,,,,,,,,4,,,75,76
17280,note_on,150,0,4,,,,,,,,,3,,,79,76
17440,note_on,160,0,1,,,,,,,,,0,,,79,0
17440,note_on,160,0,5,,,,,,,,,4,,,75,0
17440,note_on,0,0,5,,,,,,,,,4,,,77,76
17440,note_on,160,0,6,,,,,,,,,5,,,67,0
17440,note_on,0,0,6,,,,,,,,,5,,,63,0
17440,note_on,0,0,6,,,,,,,,,5,,,69,76
17440,note_on,0,0,6,,,,,,,,,5,,,65,76
17440,note_on,0,0,4,,,,,,,,,3,,,81,76
17440,note_on,160,0,4,,,,,,,,,3,,,79,0
17440,note_on,0,0,1,,,,,,,,,0,,,77,76
17440,note_on,0,0,1,,,,,,,,,0,,,81,76
17440,note_on,0,0,1,,,,,,,,,0,,,75,0
17600,note_on,0,0,1,,,,,,,,,0,,,82,76
17600,note_on,0,0,1,,,,,,,,,0,,,79,76
17600,note_on,0,0,6,,,,,,,,,5,,,70,76
17600,note_on,0,0,6,,,,,,,,,5,,,65,0
17600,note_on,160,0,6,,,,,,,,,5,,,69,0
17600,note_on,0,0,5,,,,,,,,,4,,,79,76
17600,note_on,160,0,5,,,,,,,,,4,,,77,0
17600,note_on,0,0,1,,,,,,,,,0,,,77,0
17600,note_on,0,0,6,,,,,,,,,5,,,67,76
17600,note_on,160,0,1,,,,,,,,,0,,,81,0
17600,note_on,160,0,4,,,,,,,,,3,,,81,0
17600,note_on,0,0,4,,,,,,,,,3,,,82,76
17710,note_on,430,0,8,,,,,,,,,7,,,34,0
17710,note_on,430,0,7,,,,,,,,,6,,,46,0
17760,note_on,0,0,6,,,,,,,,,5,,,70,76
17760,note_on,0,0,6,,,,,,,,,5,,,67,0
17760,note_on,160,0,6,,,,,,,,,5,,,70,0
17760,note_on,0,0,5,,,,,,,,,4,,,79,76
17760,note_on,0,0,1,,,,,,,,,0,,,79,76
17760,note_on,0,0,1,,,,,,,,,0,,,82,76
17760,note_on,0,0,1,,,,,,,,,0,,,79,0
17760,note_on,160,0,1,,,,,,,,,0,,,82,0
17760,note_on,160,0,5,,,,,,,,,4,,,79,0
17760,note_on,0,0,4,,,,,,,,,3,,,82,76
17760,note_on,160,0,4,,,,,,,,,3,,,82,0
17760,note_on,50,0,7,,,,,,,,,6,,,46,76
17760,note_on,0,0,6,,,,,,,,,5,,,67,76
17760,note_on,50,0,8,,,,,,,,,7,,,34,76
18190,note_on,430,0,7,,,,,,,,,6,,,46,0
18190,note_on,430,0,8,,,,,,,,,7,,,34,0
18240,note_on,50,0,7,,,,,,,,,6,,,46,76
18240,note_on,50,0,8,,,,,,,,,7,,,34,76
18360,note_on,0,0,4,,,,,,,,,3,,,81,76
18360,note_on,600,0,4,,,,,,,,,3,,,82,0
18360,note_on,0,0,1,,,,,,,,,0,,,77,76
18360,note_on,0,0,1,,,,,,,,,0,,,81,76
18360,note_on,600,0,5,,,,,,,,,4,,,79,0
18360,note_on,0,0,1,,,,,,,,,0,,,79,0
18360,note_on,600,0,6,,,,,,,,,5,,,70,0
18360,note_on,0,0,5,,,,,,,,,4,,,77,76
18360,note_on,0,0,6,,,,,,,,,5,,,65,76
18360,note_on,0,0,6,,,,,,,,,5,,,69,76
18360,note_on,0,0,6,,,,,,,,,5,,,67,0
18360,note_on,600,0,1,,,,,,,,,0,,,82,0
18480,note_on,0,0,1,,,,,,,,,0,,,77,0
18480,note_on,120,0,4,,,,,,,,,3,,,81,0
18480,note_on,120,0,1,,,,,,,,,0,,,81,0
18480,note_on,0,0,1,,,,,,,,,0,,,79,76
18480,note_on,0,0,4,,,,,,,,,3,,,79,76
18480,note_on,120,0,5,,,,,,,,,4,,,77,0
18480,note_on,0,0,5,,,,,,,,,4,,,75,76
18480,note_on,0,0,6,,,,,,,,,5,,,63,76
18480,note_on,0,0,6,,,,,,,,,5,,,67,76
18480,note_on,0,0,6,,,,,,,,,5,,,65,0
18480,note_on,120,0,6,,,,,,,,,5,,,69,0
18480,note_on,0,0,1,,,,,,,,,0,,,75,76
18600,note_on,0,0,1,,,,,,,,,0,,,74,76
18600,note_on,120,0,4,,,,,,,,,3,,,79,0
18600,note_on,0,0,6,,,,,,,,,5,,,65,76
18600,note_on,0,0,6,,,,,,,,,5,,,63,0
18600,note_on,120,0,6,,,,,,,,,5,,,67,0
18600,note_on,0,0,4,,,,,,,,,3,,,77,76
18600,note_on,0,0,6,,,,,,,,,5,,,62,76
18600,note_on,120,0,1,,,,,,,,,0,,,79,0
18600,note_on,0,0,1,,,,,,,,,0,,,75,0
18600,note_on,0,0,1,,,,,,,,,0,,,77,76
18600,note_on,120,0,5,,,,,,,,,4,,,75,0
18600,note_on,0,0,5,,,,,,,,,4,,,74,76
18670,note_on,430,0,8,,,,,,,,,7,,,34,0
18670,note_on,430,0,7,,,,,,,,,6,,,46,0
18720,note_on,0,0,1,,,,,,,,,0,,,72,76
18720,note_on,0,0,6,,,,,,,,,5,,,62,0
18720,note_on,120,0,6,,,,,,,,,5,,,65,0
18720,note_on,120,0,5,,,,,,,,,4,,,74,0
18720,note_on,0,0,5,,,,,,,,,4,,,72,76
18720,note_on,50,0,7,,,,,,,,,6,,,46,76
18720,note_on,0,0,1,,,,,,,,,0,,,74,0
18720,note_on,50,0,8,,,,,,,,,7,,,34,76
18720,note_on,0,0,1,,,,,,,,,0,,,75,76
18720,note_on,120,0,1,,,,,,,,,0,,,77,0
18720,note_on,0,0,4,,,,,,,,,3,,,75,76
18720,note_on,120,0,4,,,,,,,,,3,,,77,0
18720,note_on,0,0,6,,,,,,,,,5,,,63,76
18720,note_on,0,0,6,,,,,,,,,5,,,60,76
18880,note_on,0,0,5,,,,,,,,,4,,,74,76
18880,note_on,160,0,5,,,,,,,,,4,,,72,0
18880,note_on,0,0,6,,,,,,,,,5,,,65,76
18880,note_on,0,0,6,,,,,,,,,5,,,60,0
18880,note_on,160,0,1,,,,,,,,,0,,,75,0
18880,note_on,0,0,6,,,,,,,,,5,,,62,76
18880,note_on,0,0,1,,,,,,,,,0,,,74,76
18880,note_on,0,0,4,,,,,,,,,3,,,77,76
18880,note_on,0,0,1,,,,,,,,,0,,,77,76
18880,note_on,0,0,1,,,,,,,,,0,,,72,0
18880,note_on,160,0,4,,,,,,,,,3,,,75,0
18880,note_on,160,0,6,,,,,,,,,5,,,63,0
19040,note_on,0,0,1,,,,,,,,,0,,,74,0
19040,note_on,160,0,1,,,,,,,,,0,,,77,0
19040,note_on,160,0,4,,,,,,,,,3,,,77,0
19040,note_on,160,0,5,,,,,,,,,4,,,74,0
19040,note_on,0,0,4,,,,,,,,,3,,,79,76
19040,note_on,0,0,5,,,,,,,,,4,,,75,76
19040,note_on,0,0,1,,,,,,,,,0,,,75,76
19040,note_on,160,0,6,,,,,,,,,5,,,65,0
19040,note_on,0,0,6,,,,,,,,,5,,,62,0
19040,note_on,0,0,6,,,,,,,,,5,,,67,76
19040,note_on,0,0,6,,,,,,,,,5,,,63,76
19040,note_on,0,0,1,,,,,,,,,0,,,79,76
19150,note_on,430,0,7,,,,,,,,,6,,,46,0
19150,note_on,430,0,8,,,,,,,,,7,,,34,0
19200,note_on,50,0,7,,,,,,,,,6,,,46,76
19200,note_on,160,0,5,,,,,,,,,4,,,75,0
19200,note_on,160,0,1,,,,,,,,,0,,,79,0
19200,note_on,0,0,1,,,,,,,,,0,,,75,0
19200,note_on,0,0,1,,,,,,,,,0,,,79,76
19200,note_on,0,0,1,,,,,,,,,0,,,75,76
19200,note_on,0,0,5,,,,,,,,,4,,,75,76
19200,note_on,0,0,6,,,,,,,,,5,,,63,0
19200,note_on,0,0,6,,,,,,,,,5,,,67,76
19200,note_on,0,0,6,,,,,,,,,5,,,63,76
19200,note_on,50,0,8,,,,,,,,,7,,,34,76
19200,note_on,0,0,4,,,,,,,,,3,,,79,76
19200,note_on,160,0,4,,,,,,,,,3,,,79,0
19200,note_on,160,0,6,,,,,,,,,5,,,67,0
19630,note_on,430,0,8,,,,,,,,,7,,,34,0
19630,note_on,430,0,7,,,,,,,,,6,,,46,0
19680,note_on,50,0,8,,,,,,,,,7,,,34,76
19680,note_on,50,0,7,,,,,,,,,6,,,46,76
19800,note_on,0,0,6,,,,,,,,,5,,,65,76
19800,note_on,0,0,6,,,,,,,,,5,,,63,0
19800,note_on,600,0,6,,,,,,,,,5,,,67,0
19800,note_on,0,0,1,,,,,,,,,0,,,77,76
19800,note_on,0,0,5,,,,,,,,,4,,,74,76
19800,note_on,0,0,6,,,,,,,,,5,,,62,76
19800,note_on,0,0,1,,,,,,,,,0,,,75,0
19800,note_on,600,0,5,,,,,,,,,4,,,75,0
19800,note_on,0,0,1,,,,,,,,,0,,,74,76
19800,note_on,600,0,4,,,,,,,,,3,,,79,0
19800,note_on,0,0,4,,,,,,,,,3,,,77,76
19800,note_on,600,0,1,,,,,,,,,0,,,79,0
19920,note_on,0,0,6,,,,,,,,,5,,,62,0
19920,note_on,120,0,1,,,,,,,,,0,,,77,0
19920,note_on,0,0,1,,,,,,,,,0,,,72,76
19920,note_on,0,0,1,,,,,,,,,0,,,75,76
19920,note_on,0,0,6,,,,,,,,,5,,,63,76
19920,note_on,0,0,6,,,,,,,,,5,,,60,76
19920,note_on,120,0,4,,,,,,,,,3,,,77,0
19920,note_on,0,0,1,,,,,,,,,0,,,74,0
19920,note_on,120,0,5,,,,,,,,,4,,,74,0
19920,note_on,0,0,5,,,,,,,,,4,,,72,76
19920,note_on,0,0,4,,,,,,,,,3,,,75,76
19920,note_on,120,0,6,,,,,,,,,5,,,65,0
20010,note_on,4170,0,2,,,,,,,,,1,,,46,0
20010,note_on,0,0,2,,,,,,,,,1,,,58,0
20040,note_on,120,0,4,,,,,,,,,3,,,75,0
20040,note_on,0,0,4,,,,,,,,,3,,,74,76
20040,note_on,0,0,5,,,,,,,,,4,,,70,76
20040,note_on,120,0,5,,,,,,,,,4,,,72,0
20040,note_on,0,0,1,,,,,,,,,0,,,74,76
20040,note_on,120,0,1,,,,,,,,,0,,,75,0
20040,note_on,120,0,6,,,,,,,,,5,,,63,0
20040,note_on,0,0,6,,,,,,,,,5,,,60,0
20040,note_on,0,0,6,,,,,,,,,5,,,62,76
20040,note_on,0,0,6,,,,,,,,,5,,,58,76
20040,note_on,0,0,1,,,,,,,,,0,,,70,76
20040,note_on,0,0,1,,,,,,,,,0,,,72,0
20110,note_on,430,0,7,,,,,,,,,6,,,46,0
20110,note_on,430,0,8,,,,,,,,,7,,,34,0
20160,note_on,120,0,5,,,,,,,,,4,,,70,0
20160,note_on,0,0,5,,,,,,,,,4,,,74,76
20160,note_on,0,0,1,,,,,,,,,0,,,70,0
20160,note_on,0,0,1,,,,,,,,,0,,,77,76
20160,note_on,0,0,1,,,,,,,,,0,,,74,76
20160,note_on,150,0,2,,,,,,,,,1,,,65,76
20160,note_on,50,0,7,,,,,,,,,6,,,53,76
20160,note_on,50,0,8,,,,,,,,,7,,,41,76
20160,note_on,120,0,6,,,,,,,,,5,,,62,0
20160,note_on,0,0,6,,,,,,,,,5,,,58,0
20160,note_on,0,0,6,,,,,,,,,5,,,65,76
20160,note_on,0,0,6,,,,,,,,,5,,,62,76
20160,note_on,120,0,4,,,,,,,,,3,,,74,0
20160,note_on,0,0,4,,,,,,,,,3,,,77,76
20160,note_on,120,0,1,,,,,,,,,0,,,74,0
20400,note_on,240,0,5,,,,,,,,,4,,,74,0
20400,note_on,240,0,4,,,,,,,,,3,,,77,0
20400,note_on,0,0,5,,,,,,,,,4,,,72,76
20400,note_on,0,0,4,,,,,,,,,3,,,75,76
20400,note_on,240,0,1,,,,,,,,,0,,,77,0
20400,note_on,0,0,1,,,,,,,,,0,,,72,76
20400,note_on,240,0,6,,,,,,,,,5,,,65,0
20400,note_on,0,0,6,,,,,,,,,5,,,63,76
20400,note_on,0,0,6,,,,,,,,,5,,,60,76
20400,note_on,0,0,6,,,,,,,,,5,,,62,0
20400,note_on,0,0,1,,,,,,,,,0,,,75,76
20400,note_on,0,0,1,,,,,,,,,0,,,74,0
20590,note_on,430,0,2,,,,,,,,,1,,,65,0
20590,note_on,430,0,7,,,,,,,,,6,,,53,0
20590,note_on,430,0,8,,,,,,,,,7,,,41,0
20640,note_on,0,0,2,,,,,,,,,1,,,58,76
20640,note_on,240,0,5,,,,,,,,,4,,,72,0
20640,note_on,240,0,4,,,,,,,,,3,,,75,0
20640,note_on,240,0,1,,,,,,,,,0,,,75,0
20640,note_on,0,0,1,,,,,,,,,0,,,72,0
20640,note_on,0,0,1,,,,,,,,,0,,,74,76
20640,note_on,50,0,7,,,,,,,,,6,,,46,76
20640,note_on,50,0,2,,,,,,,,,1,,,65,76
20640,note_on,0,0,6,,,,,,,,,5,,,60,0
20640,note_on,0,0,4,,,,,,,,,3,,,74,76
20640,note_on,0,0,6,,,,,,,,,5,,,58,76
20640,note_on,0,0,6,,,,,,,,,5,,,62,76
20640,note_on,0,0,1,,,,,,,,,0,,,70,76
20640,note_on,0,0,5,,,,,,,,,4,,,70,76
20640,note_on,50,0,8,,,,,,,,,7,,,34,76
20640,note_on,240,0,6,,,,,,,,,5,,,63,0
20850,note_on,210,0,7,,,,,,,,,6,,,46,0
20850,note_on,210,0,8,,,,,,,,,7,,,34,0
20880,note_on,30,0,7,,,,,,,,,6,,,58,76
20880,note_on,30,0,8,,,,,,,,,7,,,46,76
21070,note_on,430,0,6,,,,,,,,,5,,,62,0
21070,note_on,430,0,2,,,,,,,,,1,,,65,0
21070,note_on,0,0,2,,,,,,,,,1,,,58,0
21070,note_on,0,0,1,,,,,,,,,0,,,70,0
21070,note_on,430,0,1,,,,,,,,,0,,,74,0
21070,note_on,0,0,6,,,,,,,,,5,,,58,0
21070,note_on,430,0,4,,,,,,,,,3,,,74,0
21070,note_on,430,0,5,,,,,,,,,4,,,70,0
21090,note_on,210,0,8,,,,,,,,,7,,,46,0
21090,note_on,210,0,7,,,,,,,,,6,,,58,0
21120,note_on,30,0,8,,,,,,,,,7,,,41,76
21120,note_on,30,0,7,,,,,,,,,6,,,53,76
21330,note_on,210,0,8,,,,,,,,,7,,,41,0
21330,note_on,210,0,7,,,,,,,,,6,,,53,0
21360,note_on,30,0,8,,,,,,,,,7,,,38,76
21360,note_on,30,0,7,,,,,,,,,6,,,50,76
21570,note_on,210,0,7,,,,,,,,,6,,,50,0
21570,note_on,210,0,8,,,,,,,,,7,,,38,0
21600,note_on,30,0,8,,,,,,,,,7,,,34,51
21600,note_on,30,0,7,,,,,,,,,6,,,46,51
21600,note_on,530,0,4,,,,,,,,,3,,,70,51
22030,note_on,430,0,8,,,,,,,,,7,,,34,0
22030,note_on,430,0,7,,,,,,,,,6,,,46,0
22080,note_on,1010,0,5,,,,,,,,,4,,,68,64
22080,note_on,50,0,8,,,,,,,,,7,,,38,51
22080,note_on,50,0,7,,,,,,,,,6,,,50,51
22080,note_on,1010,0,6,,,,,,,,,5,,,65,51
22560,note_on,0,0,5,,,,,,,,,4,,,67,64
22560,note_on,0,0,6,,,,,,,,,5,,,63,51
22560,note_on,480,0,5,,,,,,,,,4,,,68,0
22560,note_on,0,0,8,,,,,,,,,7,,,39,51
22560,note_on,480,0,6,,,,,,,,,5,,,65,0
22560,note_on,480,0,8,,,,,,,,,7,,,38,0
22560,note_on,480,0,7,,,,,,,,,6,,,50,0
22560,note_on,0,0,7,,,,,,,,,6,,,51,51
22890,note_on,1290,0,4,,,,,,,,,3,,,70,0
23040,note_on,480,0,8,,,,,,,,,7,,,39,0
23040,note_on,480,0,5,,,,,,,,,4,,,67,0
23040,note_on,480,0,6,,,,,,,,,5,,,63,0
23040,note_on,150,0,4,,,,,,,,,3,,,75,51
23040,note_on,480,0,7,,,,,,,,,6,,,51,0
23520,note_on,480,0,8,,,,,,,,,7,,,36,51
23520,note_on,480,0,6,,,,,,,,,5,,,58,51
23520,note_on,480,0,5,,,,,,,,,4,,,67,64
23520,note_on,480,0,7,,,,,,,,,6,,,48,51
24000,note_on,0,0,8,,,,,,,,,7,,,41,51
24000,note_on,480,0,8,,,,,,,,,7,,,36,0
24000,note_on,480,0,7,,,,,,,,,6,,,48,0
24000,note_on,0,0,6,,,,,,,,,5,,,60,51
24000,note_on,0,0,7,,,,,,,,,6,,,53,51
24000,note_on,480,0,6,,,,,,,,,5,,,58,0
24000,note_on,480,0,5,,,,,,,,,4,,,67,0
24000,note_on,0,0,5,,,,,,,,,4,,,69,64
24330,note_on,1290,0,4,,,,,,,,,3,,,75,0
24480,note_on,480,0,5,,,,,,,,,4,,,69,0
24480,note_on,0,0,5,,,,,,,,,4,,,70,64
24480,note_on,0,0,6,,,,,,,,,5,,,62,76
24480,note_on,0,0,8,,,,,,,,,7,,,34,51
24480,note_on,0,0,1,,,,,,,,,0,,,77,76
24480,control_change,3410,0,1,,,,,,,11,106,0,,,,
24480,note_on,150,0,4,,,,,,,,,3,,,74,51
24480,note_on,480,0,6,,,,,,,,,5,,,60,0
24480,note_on,0,0,7,,,,,,,,,6,,,46,51
24480,note_on,480,0,7,,,,,,,,,6,,,53,0
24480,note_on,480,0,8,,,,,,,,,7,,,41,0
24480,note_on,0,0,1,,,,,,,,,0,,,65,76
24480,control_change,0,0,6,,,,,,,11,85,5,,,,
24600,control_change,120,0,1,,,,,,,11,106,0,,,,
24720,note_on,240,0,4,,,,,,,,,3,,,74,0
24720,note_on,0,0,5,,,,,,,,,4,,,74,76
24720,control_change,0,0,5,,,,,,,11,106,4,,,,
24720,note_on,240,0,5,,,,,,,,,4,,,70,0
24720,control_change,120,0,1,,,,,,,11,108,0,,,,
24720,note_on,0,0,4,,,,,,,,,3,,,77,51
24840,control_change,120,0,1,,,,,,,11,110,0,,,,
24910,note_on,430,0,6,,,,,,,,,5,,,62,0
24910,note_on,430,0,7,,,,,,,,,6,,,46,0
24910,note_on,430,0,8,,,,,,,,,7,,,34,0
24960,note_on,0,0,4,,,,,,,,,3,,,82,76
24960,note_on,240,0,4,,,,,,,,,3,,,77,0
24960,control_change,0,0,4,,,,,,,11,85,3,,,,
24960,note_on,50,0,6,,,,,,,,,5,,,65,76
24960,control_change,0,0,6,,,,,,,11,88,5,,,,
24960,control_change,120,0,1,,,,,,,11,111,0,,,,
25080,control_change,120,0,6,,,,,,,11,93,5,,,,
25080,control_change,120,0,1,,,,,,,11,113,0,,,,
25080,control_change,360,0,5,,,,,,,11,108,4,,,,
25080,control_change,120,0,4,,,,,,,11,90,3,,,,
25200,note_on,0,0,4,,,,,,,,,3,,,86,76
25200,control_change,0,0,4,,,,,,,11,96,3,,,,
25200,note_on,120,0,4,,,,,,,,,3,,,82,0
25200,control_change,120,0,6,,,,,,,11,98,5,,,,
25200,note_on,0,0,5,,,,,,,,,4,,,77,76
25200,control_change,0,0,5,,,,,,,11,111,4,,,,
25200,note_on,120,0,5,,,,,,,,,4,,,74,0
25200,control_change,120,0,1,,,,,,,11,115,0,,,,
25320,control_change,120,0,1,,,,,,,11,118,0,,,,
25320,control_change,120,0,5,,,,,,,11,115,4,,,,
25320,control_change,120,0,6,,,,,,,11,103,5,,,,
25320,control_change,120,0,4,,,,,,,11,101,3,,,,
25440,control_change,120,0,6,,,,,,,11,108,5,,,,
25440,note_on,120,0,4,,,,,,,,,3,,,86,0
25440,control_change,120,0,1,,,,,,,11,120,0,,,,
25440,note_on,530,0,8,,,,,,,,,7,,,46,76
25440,note_on,0,0,5,,,,,,,,,4,,,75,76
25440,control_change,0,0,5,,,,,,,11,118,4,,,,
25440,note_on,530,0,7,,,,,,,,,6,,,58,76
25440,note_on,120,0,5,,,,,,,,,4,,,77,0
25440,control_change,0,0,4,,,,,,,11,108,3,,,,
25440,note_on,0,0,4,,,,,,,,,3,,,84,76
25560,control_change,120,0,4,,,,,,,11,113,3,,,,
25560,control_change,120,0,5,,,,,,,11,120,4,,,,
25560,control_change,120,0,1,,,,,,,11,121,0,,,,
25560,control_change,120,0,6,,,,,,,11,115,5,,,,
25680,note_on,120,0,4,,,,,,,,,3,,,84,0
25680,control_change,0,0,4,,,,,,,11,120,3,,,,
25680,control_change,120,0,6,,,,,,,11,120,5,,,,
25680,control_change,0,0,5,,,,,,,11,123,4,,,,
25680,note_on,120,0,5,,,,,,,,,4,,,75,0
25680,note_on,0,0,5,,,,,,,,,4,,,74,76
25680,control_change,120,0,1,,,,,,,11,123,0,,,,
25680,note_on,0,0,4,,,,,,,,,3,,,82,76
25770,note_on,90,0,1,,,,,,,,,0,,,77,0
25770,note_on,0,0,1,,,,,,,,,0,,,65,0
25800,control_change,120,0,4,,,,,,,11,127,3,,,,
25800,control_change,120,0,6,,,,,,,11,125,5,,,,
25800,control_change,30,0,1,,,,,,,11,125,0,,,,
25800,control_change,120,0,5,,,,,,,11,127,4,,,,
25870,note_on,430,0,8,,,,,,,,,7,,,46,0
25870,note_on,430,0,7,,,,,,,,,6,,,58,0
25920,note_on,120,0,5,,,,,,,,,4,,,74,0
25920,note_on,0,0,1,,,,,,,,,0,,,69,76
25920,control_change,120,0,1,,,,,,,11,127,0,,,,
25920,note_on,120,0,4,,,,,,,,,3,,,82,0
25920,note_on,0,0,4,,,,,,,,,3,,,81,76
25920,control_change,120,0,6,,,,,,,11,127,5,,,,
25920,note_on,50,0,7,,,,,,,,,6,,,60,76
25920,note_on,50,0,8,,,,,,,,,7,,,48,76
25920,note_on,4850,0,2,,,,,,,,,1,,,65,76
25920,note_on,0,0,5,,,,,,,,,4,,,75,76
25920,note_on,0,0,1,,,,,,,,,0,,,75,76
26350,note_on,430,0,8,,,,,,,,,7,,,48,0
26350,note_on,430,0,6,,,,,,,,,5,,,65,0
26350,note_on,430,0,7,,,,,,,,,6,,,60,0
26400,note_on,50,0,7,,,,,,,,,6,,,53,76
26400,note_on,50,0,8,,,,,,,,,7,,,41,76
26400,note_on,50,0,6,,,,,,,,,5,,,65,76
26640,note_on,720,0,4,,,,,,,,,3,,,81,0
26640,note_on,0,0,4,,,,,,,,,3,,,82,76
26760,note_on,0,0,4,,,,,,,,,3,,,84,76
26760,note_on,120,0,4,,,,,,,,,3,,,82,0
26780,note_on,860,0,2,,,,,,,,,1,,,65,0
26780,note_on,0,0,1,,,,,,,,,0,,,69,0
26780,note_on,860,0,1,,,,,,,,,0,,,75,0
26780,note_on,860,0,5,,,,,,,,,4,,,75,0
26830,note_on,430,0,8,,,,,,,,,7,,,41,0
26830,note_on,430,0,7,,,,,,,,,6,,,53,0
26880,note_on,0,0,1,,,,,,,,,0,,,70,76
26880,note_on,120,0,4,,,,,,,,,3,,,84,0
26880,note_on,100,0,1,,,,,,,,,0,,,74,76
26880,note_on,100,0,5,,,,,,,,,4,,,74,76
26880,note_on,50,0,8,,,,,,,,,7,,,46,76
26880,note_on,0,0,2,,,,,,,,,1,,,58,76
26880,note_on,100,0,2,,,,,,,,,1,,,65,76
26880,note_on,0,0,4,,,,,,,,,3,,,82,76
26880,note_on,50,0,7,,,,,,,,,6,,,58,76
27000,note_on,0,0,4,,,,,,,,,3,,,77,76
27000,note_on,120,0,4,,,,,,,,,3,,,82,0
27120,note_on,120,0,4,,,,,,,,,3,,,77,0
27120,note_on,0,0,4,,,,,,,,,3,,,75,76
27120,note_on,240,0,5,,,,,,,,,4,,,74,0
27120,note_on,0,0,5,,,,,,,,,4,,,72,76
27240,note_on,120,0,5,,,,,,,,,4,,,72,0
27240,note_on,0,0,5,,,,,,,,,4,,,70,76
27240,note_on,120,0,4,,,,,,,,,3,,,75,0
27240,note_on,0,0,4,,,,,,,,,3,,,74,76
27260,note_on,860,0,6,,,,,,,,,5,,,65,0
27310,note_on,0,0,1,,,,,,,,,0,,,70,0
27310,note_on,430,0,7,,,,,,,,,6,,,58,0
27310,note_on,0,0,2,,,,,,,,,1,,,58,0
27310,note_on,430,0,8,,,,,,,,,7,,,46,0
27310,note_on,430,0,1,,,,,,,,,0,,,74,0
27310,note_on,430,0,2,,,,,,,,,1,,,65,0
27360,note_on,50,0,8,,,,,,,,,7,,,39,76
27360,note_on,0,0,5,,,,,,,,,4,,,67,76
27360,note_on,0,0,2,,,,,,,,,1,,,58,76
27360,note_on,0,0,1,,,,,,,,,0,,,75,76
27360,note_on,120,0,4,,,,,,,,,3,,,74,0
27360,note_on,0,0,4,,,,,,,,,3,,,74,76
27360,note_on,50,0,1,,,,,,,,,0,,,84,76
27360,note_on,50,0,7,,,,,,,,,6,,,51,76
27360,note_on,50,0,2,,,,,,,,,1,,,67,76
27360,note_on,100,0,6,,,,,,,,,5,,,63,76
27360,note_on,120,0,5,,,,,,,,,4,,,70,0
27480,note_on,0,0,4,,,,,,,,,3,,,72,76
27480,note_on,120,0,4,,,,,,,,,3,,,74,0
