tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity,data
164880,program_change,0,0,10,,,,,,,,,,,,,,,10,48,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,note_on,0,0,5,,,,,,,,,,,,,,,4,,86,105,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,note_on,240,0,10,,,,,,,,,,,,,,,10,,31,0,
164880,control_change,0,0,10,,,,,,,,,,,,,0,0,10,,,,
164880,note_on,120,0,5,,,,,,,,,,,,,,,4,,79,0,
165000,note_on,120,0,5,,,,,,,,,,,,,,,4,,86,0,
165000,note_on,0,0,5,,,,,,,,,,,,,,,4,,83,105,
165100,note_on,480,0,6,,,,,,,,,,,,,,,5,,62,105,
165104,note_on,480,0,7,,,,,,,,,,,,,,,6,,62,105,
165108,note_on,2400,0,8,,,,,,,,,,,,,,,7,,62,105,
165110,note_on,80160,0,1,,,,,,,,,,,,,,,0,,74,93,
165112,note_on,240,0,9,,,,,,,,,,,,,,,8,,50,105,
165120,note_on,120,0,5,,,,,,,,,,,,,,,4,,83,0,
165120,note_on,80160,0,3,,,,,,,,,,,,,,,2,,62,105,
165120,note_on,0,0,5,,,,,,,,,,,,,,,4,,78,105,
165120,note_on,0,0,5,,,,,,,,,,,,,,,4,,50,105,
165120,note_on,0,0,5,,,,,,,,,,,,,,,4,,62,105,
165120,note_on,240,0,10,,,,,,,,,,,,,,,10,,38,105,
165120,note_on,306,0,4,,,,,,,,,,,,,,,3,,62,105,
165120,note_on,0,0,5,,,,,,,,,,,,,,,4,,81,105,
165348,note_on,240,0,8,,,,,,,,,,,,,,,7,,62,0,
165348,note_on,0,0,8,,,,,,,,,,,,,,,7,,66,105,
165350,note_on,240,0,1,,,,,,,,,,,,,,,0,,81,93,
165352,note_on,240,0,9,,,,,,,,,,,,,,,8,,50,0,
165352,note_on,0,0,9,,,,,,,,,,,,,,,8,,54,105,
165360,note_on,0,0,10,,,,,,,,,,,,,,,10,,42,105,
165360,note_on,240,0,10,,,,,,,,,,,,,,,10,,38,0,
165390,note_on,40,0,1,,,,,,,,,,,,,,,0,,74,0,
165542,note_on,152,0,1,,,,,,,,,,,,,,,0,,81,0,
165580,note_on,480,0,6,,,,,,,,,,,,,,,5,,62,0,
165584,note_on,480,0,7,,,,,,,,,,,,,,,6,,62,0,
165588,note_on,0,0,8,,,,,,,,,,,,,,,7,,69,105,
165588,note_on,240,0,8,,,,,,,,,,,,,,,7,,66,0,
165590,note_on,84520,0,2,,,,,,,,,,,,,,,1,,78,98,
165590,note_on,48,0,1,,,,,,,,,,,,,,,0,,84,98,
165592,note_on,240,0,9,,,,,,,,,,,,,,,8,,54,0,
165592,note_on,0,0,9,,,,,,,,,,,,,,,8,,57,105,
165600,note_on,0,0,5,,,,,,,,,,,,,,,4,,81,0,
165600,note_on,0,0,10,,,,,,,,,,,,,,,10,,45,105,
165600,note_on,240,0,10,,,,,,,,,,,,,,,10,,42,0,
165600,note_on,0,0,5,,,,,,,,,,,,,,,4,,50,0,
165600,note_on,480,0,4,,,,,,,,,,,,,,,3,,62,0,
165600,note_on,0,0,5,,,,,,,,,,,,,,,4,,78,0,
165600,note_on,480,0,5,,,,,,,,,,,,,,,4,,62,0,
165600,note_on,480,0,3,,,,,,,,,,,,,,,2,,62,0,
165820,note_on,240,0,6,,,,,,,,,,,,,,,5,,74,105,
165820,note_on,0,0,6,,,,,,,,,,,,,,,5,,81,105,
165824,note_on,0,0,7,,,,,,,,,,,,,,,6,,78,105,
165824,note_on,240,0,7,,,,,,,,,,,,,,,6,,69,105,
165828,note_on,0,0,8,,,,,,,,,,,,,,,7,,62,105,
165828,note_on,240,0,8,,,,,,,,,,,,,,,7,,69,0,
165830,note_on,240,0,1,,,,,,,,,,,,,,,0,,84,0,
165830,note_on,240,0,2,,,,,,,,,,,,,,,1,,78,0,
165830,note_on,0,0,1,,,,,,,,,,,,,,,0,,84,98,
165830,note_on,0,0,2,,,,,,,,,,,,,,,1,,78,98,
165832,note_on,0,0,9,,,,,,,,,,,,,,,8,,50,105,
165832,note_on,240,0,9,,,,,,,,,,,,,,,8,,57,0,
165840,note_on,240,0,10,,,,,,,,,,,,,,,10,,45,0,
165840,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,105,
165840,note_on,0,0,10,,,,,,,,,,,,,,,10,,38,105,
165988,note_on,0,0,6,,,,,,,,,,,,,,,5,,74,0,
165988,note_on,168,0,6,,,,,,,,,,,,,,,5,,81,0,
165992,note_on,168,0,7,,,,,,,,,,,,,,,6,,78,0,
165992,note_on,0,0,7,,,,,,,,,,,,,,,6,,69,0,
166060,note_on,0,0,6,,,,,,,,,,,,,,,5,,83,105,
166060,note_on,72,0,6,,,,,,,,,,,,,,,5,,74,105,
166064,note_on,72,0,7,,,,,,,,,,,,,,,6,,71,105,
166064,note_on,0,0,7,,,,,,,,,,,,,,,6,,79,105,
166068,note_on,240,0,8,,,,,,,,,,,,,,,7,,62,0,
166068,note_on,0,0,8,,,,,,,,,,,,,,,7,,67,105,
166070,note_on,240,0,2,,,,,,,,,,,,,,,1,,78,0,
166070,note_on,0,0,1,,,,,,,,,,,,,,,0,,83,98,
166070,note_on,240,0,1,,,,,,,,,,,,,,,0,,84,0,
166070,note_on,0,0,2,,,,,,,,,,,,,,,1,,79,98,
166072,note_on,240,0,9,,,,,,,,,,,,,,,8,,50,0,
166072,note_on,0,0,9,,,,,,,,,,,,,,,8,,55,105,
166080,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
166080,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,105,
166080,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,0,
166080,note_on,240,0,10,,,,,,,,,,,,,,,10,,38,0,
166080,note_on,0,0,10,,,,,,,,,,,,,,,10,,43,105,
166228,note_on,168,0,6,,,,,,,,,,,,,,,5,,83,0,
166228,note_on,0,0,6,,,,,,,,,,,,,,,5,,74,0,
166232,note_on,0,0,7,,,,,,,,,,,,,,,6,,71,0,
166232,note_on,168,0,7,,,,,,,,,,,,,,,6,,79,0,
166300,note_on,72,0,6,,,,,,,,,,,,,,,5,,74,105,
166300,note_on,0,0,6,,,,,,,,,,,,,,,5,,83,105,
166304,note_on,0,0,7,,,,,,,,,,,,,,,6,,79,105,
166304,note_on,72,0,7,,,,,,,,,,,,,,,6,,71,105,
166308,note_on,240,0,8,,,,,,,,,,,,,,,7,,67,0,
166308,note_on,0,0,8,,,,,,,,,,,,,,,7,,62,105,
166312,note_on,0,0,9,,,,,,,,,,,,,,,8,,50,105,
166312,note_on,240,0,9,,,,,,,,,,,,,,,8,,55,0,
166320,note_on,0,0,10,,,,,,,,,,,,,,,10,,38,105,
166320,note_on,240,0,10,,,,,,,,,,,,,,,10,,43,0,
166320,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
166320,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,105,
166320,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,0,
166320,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,0,
166468,note_on,0,0,6,,,,,,,,,,,,,,,5,,74,0,
166468,note_on,168,0,6,,,,,,,,,,,,,,,5,,83,0,
166472,note_on,0,0,7,,,,,,,,,,,,,,,6,,71,0,
166472,note_on,168,0,7,,,,,,,,,,,,,,,6,,79,0,
166540,note_on,72,0,6,,,,,,,,,,,,,,,5,,74,105,
166540,note_on,0,0,6,,,,,,,,,,,,,,,5,,83,105,
166544,note_on,0,0,7,,,,,,,,,,,,,,,6,,79,105,
166544,note_on,72,0,7,,,,,,,,,,,,,,,6,,71,105,
166548,note_on,0,0,8,,,,,,,,,,,,,,,7,,59,105,
166548,note_on,240,0,8,,,,,,,,,,,,,,,7,,62,0,
166550,note_on,480,0,1,,,,,,,,,,,,,,,0,,83,0,
166550,note_on,480,0,2,,,,,,,,,,,,,,,1,,79,0,
166552,note_on,240,0,9,,,,,,,,,,,,,,,8,,50,0,
166552,note_on,0,0,9,,,,,,,,,,,,,,,8,,47,105,
166560,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,105,
166560,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
166560,note_on,0,0,10,,,,,,,,,,,,,,,10,,35,105,
166560,note_on,240,0,10,,,,,,,,,,,,,,,10,,38,0,
166560,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,0,
166560,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,0,
166708,note_on,168,0,6,,,,,,,,,,,,,,,5,,83,0,
166708,note_on,0,0,6,,,,,,,,,,,,,,,5,,74,0,
166712,note_on,0,0,7,,,,,,,,,,,,,,,6,,71,0,
166712,note_on,168,0,7,,,,,,,,,,,,,,,6,,79,0,
166780,note_on,0,0,6,,,,,,,,,,,,,,,5,,83,105,
166780,note_on,72,0,6,,,,,,,,,,,,,,,5,,74,105,
166784,note_on,72,0,7,,,,,,,,,,,,,,,6,,71,105,
166784,note_on,0,0,7,,,,,,,,,,,,,,,6,,79,105,
166788,note_on,0,0,8,,,,,,,,,,,,,,,7,,55,105,
166788,note_on,240,0,8,,,,,,,,,,,,,,,7,,59,0,
166790,note_on,240,0,2,,,,,,,,,,,,,,,1,,79,98,
166790,note_on,240,0,1,,,,,,,,,,,,,,,0,,83,98,
166792,note_on,0,0,9,,,,,,,,,,,,,,,8,,43,105,
166792,note_on,240,0,9,,,,,,,,,,,,,,,8,,47,0,
166800,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,0,
166800,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,0,
166800,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
166800,note_on,0,0,10,,,,,,,,,,,,,,,10,,31,105,
166800,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,105,
166800,note_on,240,0,10,,,,,,,,,,,,,,,10,,35,0,
166948,note_on,168,0,6,,,,,,,,,,,,,,,5,,83,0,
166948,note_on,0,0,6,,,,,,,,,,,,,,,5,,74,0,
166952,note_on,168,0,7,,,,,,,,,,,,,,,6,,79,0,
166952,note_on,0,0,7,,,,,,,,,,,,,,,6,,71,0,
167020,note_on,72,0,6,,,,,,,,,,,,,,,5,,74,105,
167020,note_on,0,0,6,,,,,,,,,,,,,,,5,,81,105,
167024,note_on,0,0,7,,,,,,,,,,,,,,,6,,78,105,
167024,note_on,72,0,7,,,,,,,,,,,,,,,6,,69,105,
167028,note_on,240,0,8,,,,,,,,,,,,,,,7,,55,0,
167028,note_on,0,0,8,,,,,,,,,,,,,,,7,,62,105,
167030,note_on,240,0,1,,,,,,,,,,,,,,,0,,83,0,
167030,note_on,240,0,2,,,,,,,,,,,,,,,1,,79,0,
167030,note_on,0,0,2,,,,,,,,,,,,,,,1,,78,98,
167030,note_on,0,0,1,,,,,,,,,,,,,,,0,,81,98,
167032,note_on,240,0,9,,,,,,,,,,,,,,,8,,43,0,
167032,note_on,0,0,9,,,,,,,,,,,,,,,8,,50,105,
167040,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,0,
167040,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,0,
167040,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
167040,note_on,0,0,10,,,,,,,,,,,,,,,10,,38,105,
167040,note_on,240,0,10,,,,,,,,,,,,,,,10,,31,0,
167230,note_on,200,0,1,,,,,,,,,,,,,,,0,,81,0,
167268,note_on,240,0,8,,,,,,,,,,,,,,,7,,62,0,
167268,note_on,0,0,8,,,,,,,,,,,,,,,7,,66,105,
167272,note_on,240,0,9,,,,,,,,,,,,,,,8,,50,0,
167272,note_on,0,0,9,,,,,,,,,,,,,,,8,,54,105,
167278,note_on,48,0,1,,,,,,,,,,,,,,,0,,81,98,
167280,note_on,0,0,10,,,,,,,,,,,,,,,10,,42,105,
167280,note_on,240,0,10,,,,,,,,,,,,,,,10,,38,0,
167310,note_on,280,0,2,,,,,,,,,,,,,,,1,,78,0,
167500,note_on,480,0,6,,,,,,,,,,,,,,,5,,81,0,
167500,note_on,0,0,6,,,,,,,,,,,,,,,5,,74,0,
167504,note_on,480,0,7,,,,,,,,,,,,,,,6,,78,0,
167504,note_on,0,0,7,,,,,,,,,,,,,,,6,,69,0,
167508,note_on,240,0,8,,,,,,,,,,,,,,,7,,66,0,
167508,note_on,0,0,8,,,,,,,,,,,,,,,7,,69,105,
167510,note_on,232,0,1,,,,,,,,,,,,,,,0,,84,98,
167510,note_on,200,0,2,,,,,,,,,,,,,,,1,,78,98,
167512,note_on,0,0,9,,,,,,,,,,,,,,,8,,57,105,
167512,note_on,240,0,9,,,,,,,,,,,,,,,8,,54,0,
167518,note_on,8,0,1,,,,,,,,,,,,,,,0,,81,0,
167520,note_on,240,0,10,,,,,,,,,,,,,,,10,,42,0,
167520,note_on,0,0,10,,,,,,,,,,,,,,,10,,45,105,
167520,note_on,480,0,3,,,,,,,,,,,,,,,2,,62,0,
167638,note_on,128,0,2,,,,,,,,,,,,,,,1,,78,0,
167638,note_on,120,0,1,,,,,,,,,,,,,,,0,,84,0,
167740,note_on,0,0,6,,,,,,,,,,,,,,,5,,81,105,
167740,note_on,240,0,6,,,,,,,,,,,,,,,5,,74,105,
167744,note_on,240,0,7,,,,,,,,,,,,,,,6,,69,105,
167744,note_on,0,0,7,,,,,,,,,,,,,,,6,,78,105,
167748,note_on,240,0,8,,,,,,,,,,,,,,,7,,69,0,
167748,note_on,0,0,8,,,,,,,,,,,,,,,7,,62,105,
167750,note_on,112,0,1,,,,,,,,,,,,,,,0,,84,98,
167750,note_on,112,0,2,,,,,,,,,,,,,,,1,,78,98,
167752,note_on,0,0,9,,,,,,,,,,,,,,,8,,50,105,
167752,note_on,240,0,9,,,,,,,,,,,,,,,8,,57,0,
167760,note_on,240,0,10,,,,,,,,,,,,,,,10,,45,0,
167760,note_on,0,0,10,,,,,,,,,,,,,,,10,,38,105,
167760,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,105,
167854,note_on,104,0,1,,,,,,,,,,,,,,,0,,84,0,
167870,note_on,120,0,2,,,,,,,,,,,,,,,1,,78,0,
167908,note_on,168,0,6,,,,,,,,,,,,,,,5,,81,0,
167908,note_on,0,0,6,,,,,,,,,,,,,,,5,,74,0,
167912,note_on,0,0,7,,,,,,,,,,,,,,,6,,69,0,
167912,note_on,168,0,7,,,,,,,,,,,,,,,6,,78,0,
167980,note_on,72,0,6,,,,,,,,,,,,,,,5,,74,105,
167980,note_on,0,0,6,,,,,,,,,,,,,,,5,,83,105,
167984,note_on,72,0,7,,,,,,,,,,,,,,,6,,71,105,
167984,note_on,0,0,7,,,,,,,,,,,,,,,6,,79,105,
167988,note_on,240,0,8,,,,,,,,,,,,,,,7,,62,0,
167988,note_on,0,0,8,,,,,,,,,,,,,,,7,,67,105,
167990,note_on,120,0,2,,,,,,,,,,,,,,,1,,79,98,
167990,note_on,136,0,1,,,,,,,,,,,,,,,0,,83,98,
167992,note_on,240,0,9,,,,,,,,,,,,,,,8,,50,0,
167992,note_on,0,0,9,,,,,,,,,,,,,,,8,,55,105,
168000,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
168000,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,105,
168000,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,0,
168000,note_on,0,0,10,,,,,,,,,,,,,,,10,,43,105,
168000,note_on,240,0,10,,,,,,,,,,,,,,,10,,38,0,
168148,note_on,0,0,6,,,,,,,,,,,,,,,5,,74,0,
168148,note_on,168,0,6,,,,,,,,,,,,,,,5,,83,0,
168152,note_on,168,0,7,,,,,,,,,,,,,,,6,,79,0,
168152,note_on,0,0,7,,,,,,,,,,,,,,,6,,71,0,
168220,note_on,72,0,6,,,,,,,,,,,,,,,5,,74,105,
168220,note_on,0,0,6,,,,,,,,,,,,,,,5,,83,105,
168224,note_on,0,0,7,,,,,,,,,,,,,,,6,,79,105,
168224,note_on,72,0,7,,,,,,,,,,,,,,,6,,71,105,
168228,note_on,0,0,8,,,,,,,,,,,,,,,7,,74,105,
168228,note_on,240,0,8,,,,,,,,,,,,,,,7,,67,0,
168232,note_on,240,0,9,,,,,,,,,,,,,,,8,,55,0,
168232,note_on,0,0,9,,,,,,,,,,,,,,,8,,62,105,
168240,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,0,
168240,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,0,
168240,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,105,
168240,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
168240,note_on,0,0,10,,,,,,,,,,,,,,,10,,50,105,
168240,note_on,240,0,10,,,,,,,,,,,,,,,10,,43,0,
168388,note_on,0,0,6,,,,,,,,,,,,,,,5,,74,0,
168388,note_on,168,0,6,,,,,,,,,,,,,,,5,,83,0,
168392,note_on,168,0,7,,,,,,,,,,,,,,,6,,79,0,
168392,note_on,0,0,7,,,,,,,,,,,,,,,6,,71,0,
168460,note_on,0,0,6,,,,,,,,,,,,,,,5,,83,105,
168460,note_on,72,0,6,,,,,,,,,,,,,,,5,,74,105,
168464,note_on,72,0,7,,,,,,,,,,,,,,,6,,71,105,
168464,note_on,0,0,7,,,,,,,,,,,,,,,6,,79,105,
168468,note_on,240,0,8,,,,,,,,,,,,,,,7,,74,0,
168468,note_on,0,0,8,,,,,,,,,,,,,,,7,,71,105,
168470,note_on,480,0,1,,,,,,,,,,,,,,,0,,83,0,
168470,note_on,480,0,2,,,,,,,,,,,,,,,1,,79,0,
168472,note_on,0,0,9,,,,,,,,,,,,,,,8,,59,105,
168472,note_on,240,0,9,,,,,,,,,,,,,,,8,,62,0,
168480,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,0,
168480,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,105,
168480,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,0,
168480,note_on,0,0,10,,,,,,,,,,,,,,,10,,47,105,
168480,note_on,240,0,10,,,,,,,,,,,,,,,10,,50,0,
168480,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
168628,note_on,168,0,6,,,,,,,,,,,,,,,5,,83,0,
168628,note_on,0,0,6,,,,,,,,,,,,,,,5,,74,0,
168632,note_on,168,0,7,,,,,,,,,,,,,,,6,,79,0,
168632,note_on,0,0,7,,,,,,,,,,,,,,,6,,71,0,
168700,note_on,0,0,6,,,,,,,,,,,,,,,5,,83,105,
168700,note_on,72,0,6,,,,,,,,,,,,,,,5,,74,105,
168704,note_on,72,0,7,,,,,,,,,,,,,,,6,,71,105,
168704,note_on,0,0,7,,,,,,,,,,,,,,,6,,79,105,
168708,note_on,240,0,8,,,,,,,,,,,,,,,7,,71,0,
168708,note_on,0,0,8,,,,,,,,,,,,,,,7,,67,105,
168710,note_on,240,0,1,,,,,,,,,,,,,,,0,,83,98,
168710,note_on,240,0,2,,,,,,,,,,,,,,,1,,79,98,
168712,note_on,240,0,9,,,,,,,,,,,,,,,8,,59,0,
168712,note_on,0,0,9,,,,,,,,,,,,,,,8,,55,105,
168720,note_on,0,0,10,,,,,,,,,,,,,,,10,,43,105,
168720,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
168720,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,105,
168720,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,0,
168720,note_on,240,0,10,,,,,,,,,,,,,,,10,,47,0,
168720,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,0,
168868,note_on,168,0,6,,,,,,,,,,,,,,,5,,83,0,
168868,note_on,0,0,6,,,,,,,,,,,,,,,5,,74,0,
168872,note_on,168,0,7,,,,,,,,,,,,,,,6,,79,0,
168872,note_on,0,0,7,,,,,,,,,,,,,,,6,,71,0,
168940,note_on,72,0,6,,,,,,,,,,,,,,,5,,74,105,
168940,note_on,0,0,6,,,,,,,,,,,,,,,5,,81,105,
168944,note_on,0,0,7,,,,,,,,,,,,,,,6,,78,105,
168944,note_on,72,0,7,,,,,,,,,,,,,,,6,,69,105,
168948,note_on,0,0,8,,,,,,,,,,,,,,,7,,62,105,
168948,note_on,240,0,8,,,,,,,,,,,,,,,7,,67,0,
168950,note_on,0,0,2,,,,,,,,,,,,,,,1,,78,98,
168950,note_on,240,0,2,,,,,,,,,,,,,,,1,,79,0,
168950,note_on,240,0,1,,,,,,,,,,,,,,,0,,83,0,
168950,note_on,0,0,1,,,,,,,,,,,,,,,0,,81,98,
168952,note_on,240,0,9,,,,,,,,,,,,,,,8,,55,0,
168952,note_on,0,0,9,,,,,,,,,,,,,,,8,,50,105,
168960,note_on,240,0,10,,,,,,,,,,,,,,,10,,43,0,
168960,note_on,0,0,10,,,,,,,,,,,,,,,10,,38,105,
168960,note_on,0,0,3,,,,,,,,,,,,,,,2,,55,0,
168960,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
168960,note_on,240,0,3,,,,,,,,,,,,,,,2,,62,0,
169327,note_on,383,0,7,,,,,,,,,,,,,,,6,,69,0,
169329,note_on,389,0,6,,,,,,,,,,,,,,,5,,74,0,
169340,note_on,11,0,6,,,,,,,,,,,,,,,5,,62,105,
169393,note_on,66,0,7,,,,,,,,,,,,,,,6,,78,0,
169400,note_on,60,0,6,,,,,,,,,,,,,,,5,,74,105,
169420,note_on,20,0,6,,,,,,,,,,,,,,,5,,81,0,
169420,note_on,0,0,6,,,,,,,,,,,,,,,5,,86,105,
169428,note_on,480,0,8,,,,,,,,,,,,,,,7,,62,0,
169430,note_on,480,0,2,,,,,,,,,,,,,,,1,,78,0,
169430,note_on,0,0,1,,,,,,,,,,,,,,,0,,86,98,
169430,note_on,0,0,2,,,,,,,,,,,,,,,1,,74,98,
169430,note_on,480,0,1,,,,,,,,,,,,,,,0,,81,0,
169432,note_on,0,0,9,,,,,,,,,,,,,,,8,,62,105,
169432,note_on,480,0,9,,,,,,,,,,,,,,,8,,50,0,
169440,note_on,480,0,3,,,,,,,,,,,,,,,2,,62,0,
169440,note_on,480,0,10,,,,,,,,,,,,,,,10,,38,0,
169440,note_on,0,0,10,,,,,,,,,,,,,,,10,,50,105,
169440,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
169460,note_on,40,0,6,,,,,,,,,,,,,,,5,,62,0,
169844,note_on,384,0,6,,,,,,,,,,,,,,,5,,86,0,
169869,note_on,25,0,6,,,,,,,,,,,,,,,5,,74,0,
169900,note_on,31,0,6,,,,,,,,,,,,,,,5,,62,105,
169910,note_on,0,0,1,,,,,,,,,,,,,,,0,,74,98,
169910,note_on,480,0,1,,,,,,,,,,,,,,,0,,86,0,
169910,note_on,480,0,2,,,,,,,,,,,,,,,1,,74,0,
169910,note_on,0,0,2,,,,,,,,,,,,,,,1,,62,98,
169912,note_on,0,0,9,,,,,,,,,,,,,,,8,,50,105,
169912,note_on,480,0,9,,,,,,,,,,,,,,,8,,62,0,
169920,note_on,0,0,3,,,,,,,,,,,,,,,2,,62,105,
169920,note_on,480,0,3,,,,,,,,,,,,,,,2,,62,0,
169920,note_on,480,0,10,,,,,,,,,,,,,,,10,,50,0,
169920,note_on,0,0,10,,,,,,,,,,,,,,,10,,38,105,
170380,note_on,480,0,6,,,,,,,,,,,,,,,5,,62,0,
170390,note_on,480,0,2,,,,,,,,,,,,,,,1,,62,0,
170390,note_on,480,0,1,,,,,,,,,,,,,,,0,,74,0,
170392,note_on,480,0,9,,,,,,,,,,,,,,,8,,50,0,
170400,note_on,480,0,10,,,,,,,,,,,,,,,10,,38,0,
170400,note_on,480,0,3,,,,,,,,,,,,,,,2,,62,0,
170860,note_on,480,0,6,,,,,,,,,,,,,,,5,,71,70,
170864,note_on,1471,0,7,,,,,,,,,,,,,,,6,,67,70,
170880,note_on,5280,0,4,,,,,,,,,,,,,,,3,,79,105,
171100,note_on,240,0,6,,,,,,,,,,,,,,,5,,67,70,
171104,note_on,240,0,7,,,,,,,,,,,,,,,6,,62,70,
171155,note_on,55,0,6,,,,,,,,,,,,,,,5,,71,0,
171159,note_on,55,0,7,,,,,,,,,,,,,,,6,,67,0,
171340,note_on,185,0,6,,,,,,,,,,,,,,,5,,71,70,
171344,note_on,185,0,7,,,,,,,,,,,,,,,6,,67,70,
171395,note_on,55,0,6,,,,,,,,,,,,,,,5,,67,0,
171399,note_on,55,0,7,,,,,,,,,,,,,,,6,,62,0,
171580,note_on,185,0,6,,,,,,,,,,,,,,,5,,67,70,
171584,note_on,185,0,7,,,,,,,,,,,,,,,6,,62,70,
171635,note_on,55,0,6,,,,,,,,,,,,,,,5,,71,0,
171639,note_on,55,0,7,,,,,,,,,,,,,,,6,,67,0,
171820,note_on,185,0,6,,,,,,,,,,,,,,,5,,71,70,
171824,note_on,185,0,7,,,,,,,,,,,,,,,6,,67,70,
171875,note_on,55,0,6,,,,,,,,,,,,,,,5,,67,0,
171879,note_on,55,0,7,,,,,,,,,,,,,,,6,,62,0,
172060,note_on,185,0,6,,,,,,,,,,,,,,,5,,67,70,
172064,note_on,185,0,7,,,,,,,,,,,,,,,6,,62,70,
172115,note_on,55,0,6,,,,,,,,,,,,,,,5,,71,0,
172119,note_on,55,0,7,,,,,,,,,,,,,,,6,,67,0,
172300,note_on,185,0,6,,,,,,,,,,,,,,,5,,71,70,
172304,note_on,185,0,7,,,,,,,,,,,,,,,6,,67,70,
172355,note_on,55,0,6,,,,,,,,,,,,,,,5,,67,0,
172359,note_on,55,0,7,,,,,,,,,,,,,,,6,,62,0,
172540,note_on,185,0,6,,,,,,,,,,,,,,,5,,67,70,
172544,note_on,185,0,7,,,,,,,,,,,,,,,6,,62,70,
172595,note_on,55,0,6,,,,,,,,,,,,,,,5,,71,0,
172599,note_on,55,0,7,,,,,,,,,,,,,,,6,,67,0,
172733,note_on,134,0,7,,,,,,,,,,,,,,,6,,62,0,
172744,note_on,149,0,6,,,,,,,,,,,,,,,5,,67,0,
172744,note_on,1864,0,4,,,,,,,,,,,,,,,3,,79,0,
172780,note_on,36,0,6,,,,,,,,,,,,,,,5,,72,70,
172784,note_on,51,0,7,,,,,,,,,,,,,,,6,,69,70,
172791,control_change,2399,0,9,,,,,,,,,,,,,0,0,8,,,,
172792,program_change,1,0,9,,,,,,,,,,,,,,,8,45,,,
172799,control_change,2399,0,10,,,,,,,,,,,,,0,0,10,,,,
172800,program_change,1,0,10,,,,,,,,,,,,,,,10,45,,,
172800,note_on,56,0,4,,,,,,,,,,,,,,,3,,74,105,
173020,note_on,240,0,6,,,,,,,,,,,,,,,5,,69,70,
173024,note_on,240,0,7,,,,,,,,,,,,,,,6,,62,70,
173075,note_on,55,0,6,,,,,,,,,,,,,,,5,,72,0,
173079,note_on,55,0,7,,,,,,,,,,,,,,,6,,69,0,
173260,note_on,185,0,6,,,,,,,,,,,,,,,5,,72,70,
173264,note_on,185,0,7,,,,,,,,,,,,,,,6,,69,70,
