tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity,pitch
12288,note_on,1,0,8,,,,,,,,3,,,70,64,
12288,note_on,51,0,4,,,,,,,,1,,,62,49,
12288,note_on,51,0,3,,,,,,,,1,,,70,49,
12288,note_on,7,0,2,,,,,,,,0,,,74,49,
12288,note_on,51,0,11,,,,,,,,3,,,46,64,
12288,note_on,3,0,1,,,,,,,,0,,,82,49,
12298,note_on,10,0,9,,,,,,,,3,,,58,0,
12308,note_on,20,0,8,,,,,,,,3,,,70,0,
12312,note_on,14,0,9,,,,,,,,3,,,65,64,
12322,note_on,10,0,9,,,,,,,,3,,,65,0,
12333,note_on,45,0,11,,,,,,,,3,,,46,0,
12333,note_on,45,0,4,,,,,,,,1,,,62,0,
12333,note_on,45,0,1,,,,,,,,0,,,82,0,
12333,note_on,45,0,3,,,,,,,,1,,,70,0,
12336,note_on,3,0,1,,,,,,,,0,,,77,49,
12336,note_on,14,0,9,,,,,,,,3,,,58,64,
12336,note_on,28,0,8,,,,,,,,3,,,70,64,
12346,note_on,10,0,9,,,,,,,,3,,,58,0,
12356,note_on,20,0,8,,,,,,,,3,,,70,0,
12360,note_on,14,0,9,,,,,,,,3,,,65,64,
12370,note_on,10,0,9,,,,,,,,3,,,65,0,
12377,note_on,89,0,10,,,,,,,,3,,,62,0,
12377,note_on,89,0,2,,,,,,,,0,,,74,0,
12384,note_on,28,0,8,,,,,,,,3,,,72,64,
12384,note_on,7,0,10,,,,,,,,3,,,63,64,
12384,note_on,14,0,9,,,,,,,,3,,,57,64,
12384,note_on,7,0,2,,,,,,,,0,,,75,49,
12384,note_on,51,0,11,,,,,,,,3,,,41,64,
12384,note_on,51,0,3,,,,,,,,1,,,72,49,
12384,note_on,51,0,4,,,,,,,,1,,,65,49,
12394,note_on,10,0,9,,,,,,,,3,,,57,0,
12407,note_on,23,0,8,,,,,,,,3,,,72,0,
12408,note_on,1,0,8,,,,,,,,3,,,75,64,
12408,note_on,14,0,9,,,,,,,,3,,,65,64,
12418,note_on,10,0,9,,,,,,,,3,,,65,0,
12425,note_on,89,0,1,,,,,,,,0,,,77,0,
12429,note_on,45,0,3,,,,,,,,1,,,72,0,
12429,note_on,45,0,11,,,,,,,,3,,,41,0,
12429,note_on,45,0,4,,,,,,,,1,,,65,0,
12431,note_on,23,0,8,,,,,,,,3,,,75,0,
12432,note_on,1,0,8,,,,,,,,3,,,74,64,
12432,note_on,7,0,1,,,,,,,,0,,,81,49,
12432,note_on,14,0,9,,,,,,,,3,,,57,64,
12442,note_on,10,0,9,,,,,,,,3,,,57,0,
12455,note_on,23,0,8,,,,,,,,3,,,74,0,
12456,note_on,14,0,9,,,,,,,,3,,,65,64,
12456,note_on,1,0,8,,,,,,,,3,,,72,64,
12466,note_on,10,0,9,,,,,,,,3,,,65,0,
12473,note_on,89,0,10,,,,,,,,3,,,63,0,
12473,note_on,89,0,2,,,,,,,,0,,,75,0,
12477,note_on,45,0,1,,,,,,,,0,,,81,0,
12479,note_on,23,0,8,,,,,,,,3,,,72,0,
12480,note_on,1,0,8,,,,,,,,3,,,70,64,
12480,note_on,51,0,11,,,,,,,,3,,,34,64,
12480,note_on,3,0,1,,,,,,,,0,,,82,49,
12480,note_on,7,0,10,,,,,,,,3,,,62,64,
12480,note_on,7,0,2,,,,,,,,0,,,74,49,
12480,note_on,51,0,4,,,,,,,,1,,,62,49,
12480,note_on,14,0,9,,,,,,,,3,,,58,64,
12480,note_on,51,0,3,,,,,,,,1,,,70,49,
12525,note_on,45,0,4,,,,,,,,1,,,62,0,
12525,note_on,45,0,3,,,,,,,,1,,,70,0,
12569,note_on,89,0,9,,,,,,,,3,,,58,0,
12569,note_on,89,0,2,,,,,,,,0,,,74,0,
12569,note_on,89,0,10,,,,,,,,3,,,62,0,
12569,note_on,89,0,1,,,,,,,,0,,,82,0,
12569,note_on,89,0,11,,,,,,,,3,,,34,0,
12569,note_on,89,0,8,,,,,,,,3,,,70,0,
12672,note_on,12672,0,5,,,,,,,,2,,,70,85,
12672,note_on,12672,0,7,,,,,,,,2,,,58,64,
12695,note_on,23,0,7,,,,,,,,2,,,58,0,
12696,note_on,1,0,7,,,,,,,,2,,,65,64,
12719,note_on,23,0,7,,,,,,,,2,,,65,0,
12720,note_on,1,0,7,,,,,,,,2,,,62,64,
12743,note_on,23,0,7,,,,,,,,2,,,62,0,
12744,note_on,1,0,7,,,,,,,,2,,,65,64,
12767,note_on,23,0,7,,,,,,,,2,,,65,0,
12768,note_on,1,0,7,,,,,,,,2,,,58,64,
12791,note_on,23,0,7,,,,,,,,2,,,58,0,
12792,note_on,1,0,7,,,,,,,,2,,,65,64,
12815,note_on,23,0,7,,,,,,,,2,,,65,0,
12816,note_on,1,0,7,,,,,,,,2,,,62,64,
12839,note_on,23,0,7,,,,,,,,2,,,62,0,
12840,note_on,1,0,7,,,,,,,,2,,,65,64,
12849,note_on,177,0,5,,,,,,,,2,,,70,0,
12863,note_on,23,0,7,,,,,,,,2,,,65,0,
12864,note_on,1,0,7,,,,,,,,2,,,58,64,
12864,note_on,15,0,5,,,,,,,,2,,,74,85,
12887,note_on,23,0,7,,,,,,,,2,,,58,0,
12888,note_on,1,0,7,,,,,,,,2,,,65,64,
12911,note_on,23,0,7,,,,,,,,2,,,65,0,
12912,note_on,1,0,7,,,,,,,,2,,,62,64,
12935,note_on,23,0,7,,,,,,,,2,,,62,0,
12936,note_on,1,0,7,,,,,,,,2,,,65,64,
12953,note_on,89,0,5,,,,,,,,2,,,74,0,
12959,note_on,23,0,7,,,,,,,,2,,,65,0,
12960,note_on,1,0,7,,,,,,,,2,,,58,64,
12960,note_on,7,0,5,,,,,,,,2,,,70,85,
12983,note_on,23,0,7,,,,,,,,2,,,58,0,
12984,note_on,1,0,7,,,,,,,,2,,,65,64,
13007,note_on,23,0,7,,,,,,,,2,,,65,0,
13008,note_on,1,0,7,,,,,,,,2,,,62,64,
13031,note_on,23,0,7,,,,,,,,2,,,62,0,
13032,note_on,1,0,7,,,,,,,,2,,,65,64,
13049,note_on,89,0,5,,,,,,,,2,,,70,0,
13055,note_on,23,0,7,,,,,,,,2,,,65,0,
13056,note_on,1,0,7,,,,,,,,2,,,57,64,
13056,note_on,7,0,5,,,,,,,,2,,,77,85,
13079,note_on,23,0,7,,,,,,,,2,,,57,0,
13080,note_on,1,0,7,,,,,,,,2,,,65,64,
13103,note_on,23,0,7,,,,,,,,2,,,65,0,
13104,note_on,1,0,7,,,,,,,,2,,,60,64,
13127,note_on,23,0,7,,,,,,,,2,,,60,0,
13128,note_on,1,0,7,,,,,,,,2,,,65,64,
13151,note_on,23,0,7,,,,,,,,2,,,65,0,
13152,note_on,1,0,7,,,,,,,,2,,,57,64,
13175,note_on,23,0,7,,,,,,,,2,,,57,0,
13176,note_on,1,0,7,,,,,,,,2,,,65,64,
13199,note_on,23,0,7,,,,,,,,2,,,65,0,
13200,note_on,1,0,7,,,,,,,,2,,,60,64,
13219,note_on,163,0,5,,,,,,,,2,,,77,0,
13223,note_on,23,0,7,,,,,,,,2,,,60,0,
13224,note_on,5,0,5,,,,,,,,2,,,79,85,
13224,note_on,1,0,7,,,,,,,,2,,,65,64,
13247,note_on,23,0,7,,,,,,,,2,,,65,0,
13247,note_on,23,0,5,,,,,,,,2,,,79,0,
13248,note_on,1,0,7,,,,,,,,2,,,57,64,
13248,note_on,1,0,5,,,,,,,,2,,,77,85,
13271,note_on,23,0,7,,,,,,,,2,,,57,0,
13272,note_on,1,0,7,,,,,,,,2,,,65,64,
13295,note_on,23,0,7,,,,,,,,2,,,65,0,
13296,note_on,1,0,7,,,,,,,,2,,,60,64,
13319,note_on,23,0,7,,,,,,,,2,,,60,0,
13320,note_on,1,0,7,,,,,,,,2,,,65,64,
13337,note_on,89,0,5,,,,,,,,2,,,77,0,
13343,note_on,23,0,7,,,,,,,,2,,,65,0,
13344,note_on,1,0,7,,,,,,,,2,,,57,64,
13367,note_on,23,0,7,,,,,,,,2,,,57,0,
13368,note_on,1,0,7,,,,,,,,2,,,65,64,
13391,note_on,23,0,7,,,,,,,,2,,,65,0,
13392,note_on,55,0,5,,,,,,,,2,,,77,85,
13392,note_on,1,0,7,,,,,,,,2,,,60,64,
13415,note_on,23,0,7,,,,,,,,2,,,60,0,
13416,note_on,1,0,7,,,,,,,,2,,,65,64,
13437,note_on,45,0,5,,,,,,,,2,,,77,0,
13439,note_on,23,0,7,,,,,,,,2,,,65,0,
13440,note_on,3,0,5,,,,,,,,2,,,75,85,
13440,note_on,1,0,7,,,,,,,,2,,,55,64,
13463,note_on,23,0,7,,,,,,,,2,,,55,0,
13464,note_on,1,0,7,,,,,,,,2,,,63,64,
13487,note_on,23,0,7,,,,,,,,2,,,63,0,
13488,note_on,1,0,7,,,,,,,,2,,,58,64,
13511,note_on,23,0,7,,,,,,,,2,,,58,0,
13512,note_on,1,0,7,,,,,,,,2,,,63,64,
13535,note_on,23,0,7,,,,,,,,2,,,63,0,
13536,note_on,1,0,7,,,,,,,,2,,,55,64,
13559,note_on,23,0,7,,,,,,,,2,,,55,0,
13560,note_on,1,0,7,,,,,,,,2,,,63,64,
13583,note_on,23,0,7,,,,,,,,2,,,63,0,
13584,note_on,1,0,7,,,,,,,,2,,,58,64,
13607,note_on,23,0,7,,,,,,,,2,,,58,0,
13608,note_on,1,0,7,,,,,,,,2,,,63,64,
13617,note_on,177,0,5,,,,,,,,2,,,75,0,
13631,note_on,23,0,7,,,,,,,,2,,,63,0,
13632,note_on,1,0,7,,,,,,,,2,,,53,64,
13632,note_on,15,0,5,,,,,,,,2,,,74,85,
13655,note_on,23,0,7,,,,,,,,2,,,53,0,
13656,note_on,1,0,7,,,,,,,,2,,,62,64,
13679,note_on,23,0,7,,,,,,,,2,,,62,0,
13680,note_on,1,0,7,,,,,,,,2,,,57,64,
13703,note_on,23,0,7,,,,,,,,2,,,57,0,
13704,note_on,1,0,7,,,,,,,,2,,,62,64,
13721,note_on,89,0,5,,,,,,,,2,,,74,0,
13727,note_on,23,0,7,,,,,,,,2,,,62,0,
13728,note_on,1,0,7,,,,,,,,2,,,51,64,
13728,note_on,7,0,5,,,,,,,,2,,,79,85,
13751,note_on,23,0,7,,,,,,,,2,,,51,0,
13752,note_on,1,0,7,,,,,,,,2,,,60,64,
13767,note_on,39,0,5,,,,,,,,2,,,79,0,
13775,note_on,23,0,7,,,,,,,,2,,,60,0,
13776,note_on,1,0,7,,,,,,,,2,,,55,64,
13799,note_on,23,0,7,,,,,,,,2,,,55,0,
13800,note_on,1,0,7,,,,,,,,2,,,60,64,
13823,note_on,23,0,7,,,,,,,,2,,,60,0,
13824,note_on,1,0,7,,,,,,,,2,,,53,64,
13824,note_on,57,0,5,,,,,,,,2,,,74,85,
13847,note_on,23,0,7,,,,,,,,2,,,53,0,
13848,note_on,1,0,7,,,,,,,,2,,,62,64,
13871,note_on,23,0,7,,,,,,,,2,,,62,0,
13872,note_on,1,0,7,,,,,,,,2,,,58,64,
13895,note_on,23,0,7,,,,,,,,2,,,58,0,
13896,note_on,1,0,7,,,,,,,,2,,,62,64,
13913,note_on,89,0,5,,,,,,,,2,,,74,0,
13919,note_on,23,0,7,,,,,,,,2,,,62,0,
13920,note_on,1,0,7,,,,,,,,2,,,51,64,
13920,note_on,7,0,5,,,,,,,,2,,,72,85,
13932,note_on,12,0,5,,,,,,,,2,,,72,0,
13932,note_on,0,0,5,,,,,,,,2,,,74,85,
13943,note_on,23,0,7,,,,,,,,2,,,51,0,
13944,note_on,1,0,7,,,,,,,,2,,,60,64,
13944,note_on,12,0,5,,,,,,,,2,,,74,0,
13944,note_on,0,0,5,,,,,,,,2,,,72,85,
13956,note_on,12,0,5,,,,,,,,2,,,72,0,
13956,note_on,0,0,5,,,,,,,,2,,,74,85,
13967,note_on,23,0,7,,,,,,,,2,,,60,0,
13968,note_on,12,0,5,,,,,,,,2,,,74,0,
13968,note_on,1,0,7,,,,,,,,2,,,53,64,
13968,note_on,0,0,5,,,,,,,,2,,,72,85,
13980,note_on,12,0,5,,,,,,,,2,,,72,0,
13980,note_on,0,0,5,,,,,,,,2,,,74,85,
13991,note_on,23,0,7,,,,,,,,2,,,53,0,
13992,note_on,1,0,7,,,,,,,,2,,,60,64,
13992,note_on,12,0,5,,,,,,,,2,,,74,0,
13992,note_on,0,0,5,,,,,,,,2,,,72,85,
14004,note_on,0,0,5,,,,,,,,2,,,74,85,
14004,note_on,12,0,5,,,,,,,,2,,,72,0,
14009,note_on,5,0,5,,,,,,,,2,,,74,0,
14015,note_on,23,0,7,,,,,,,,2,,,60,0,
14016,note_on,7,0,5,,,,,,,,2,,,70,85,
14016,note_on,1,0,7,,,,,,,,2,,,50,64,
14036,note_on,20,0,5,,,,,,,,2,,,70,0,
14064,note_on,28,0,5,,,,,,,,2,,,70,85,
14064,note_on,1495,0,9,,,,,,,,3,,,70,49,
14064,note_on,1495,0,8,,,,,,,,3,,,70,49,
14105,note_on,89,0,7,,,,,,,,2,,,50,0,
14109,note_on,45,0,5,,,,,,,,2,,,70,0,
14109,note_on,45,0,9,,,,,,,,3,,,70,0,
14109,note_on,45,0,8,,,,,,,,3,,,70,0,
14112,note_on,3,0,5,,,,,,,,2,,,72,85,
14112,note_on,3,0,9,,,,,,,,3,,,69,49,
14112,note_on,3,0,8,,,,,,,,3,,,72,49,
14157,note_on,45,0,5,,,,,,,,2,,,72,0,
14157,note_on,45,0,9,,,,,,,,3,,,69,0,
14157,note_on,45,0,8,,,,,,,,3,,,72,0,
14160,note_on,3,0,9,,,,,,,,3,,,70,49,
14160,note_on,3,0,5,,,,,,,,2,,,74,85,
14160,note_on,3,0,8,,,,,,,,3,,,74,49,
14205,note_on,45,0,9,,,,,,,,3,,,70,0,
14205,note_on,45,0,5,,,,,,,,2,,,74,0,
14205,note_on,45,0,8,,,,,,,,3,,,74,0,
14208,note_on,103,0,7,,,,,,,,2,,,48,64,
14208,note_on,1639,0,11,,,,,,,,3,,,36,49,
14208,note_on,1639,0,10,,,,,,,,3,,,67,49,
14208,note_on,3,0,9,,,,,,,,3,,,72,49,
14208,note_on,3,0,8,,,,,,,,3,,,75,49,
14208,note_on,3,0,5,,,,,,,,2,,,72,85,
14214,note_on,0,0,5,,,,,,,,2,,,75,85,
14214,note_on,6,0,5,,,,,,,,2,,,72,0,
14231,note_on,23,0,7,,,,,,,,2,,,48,0,
14232,note_on,1,0,7,,,,,,,,2,,,60,64,
14253,note_on,45,0,8,,,,,,,,3,,,75,0,
14253,note_on,45,0,9,,,,,,,,3,,,72,0,
14255,note_on,23,0,7,,,,,,,,2,,,60,0,
14256,note_on,1,0,7,,,,,,,,2,,,59,64,
14279,note_on,23,0,7,,,,,,,,2,,,59,0,
14280,note_on,1,0,7,,,,,,,,2,,,60,64,
14297,note_on,83,0,5,,,,,,,,2,,,75,0,
14297,note_on,89,0,10,,,,,,,,3,,,67,0,
14297,note_on,89,0,11,,,,,,,,3,,,36,0,
14303,note_on,23,0,7,,,,,,,,2,,,60,0,
14304,note_on,7,0,5,,,,,,,,2,,,75,85,
14304,note_on,51,0,8,,,,,,,,3,,,67,49,
14304,note_on,1,0,7,,,,,,,,2,,,62,64,
14304,note_on,51,0,9,,,,,,,,3,,,63,49,
14327,note_on,23,0,7,,,,,,,,2,,,62,0,
14328,note_on,1,0,7,,,,,,,,2,,,60,64,
14349,note_on,45,0,8,,,,,,,,3,,,67,0,
14349,note_on,45,0,9,,,,,,,,3,,,63,0,
14351,note_on,23,0,7,,,,,,,,2,,,60,0,
14352,note_on,1,0,7,,,,,,,,2,,,59,64,
14375,note_on,23,0,7,,,,,,,,2,,,59,0,
14376,note_on,1,0,7,,,,,,,,2,,,60,64,
14399,note_on,23,0,7,,,,,,,,2,,,60,0,
14400,note_on,51,0,9,,,,,,,,3,,,67,49,
14400,note_on,1,0,7,,,,,,,,2,,,48,64,
14400,note_on,51,0,8,,,,,,,,3,,,72,49,
14400,note_on,103,0,10,,,,,,,,3,,,63,49,
14400,note_on,103,0,11,,,,,,,,3,,,39,49,
14423,note_on,23,0,7,,,,,,,,2,,,48,0,
14424,note_on,1,0,7,,,,,,,,2,,,60,64,
14437,note_on,133,0,5,,,,,,,,2,,,75,0,
14445,note_on,45,0,9,,,,,,,,3,,,67,0,
14445,note_on,45,0,8,,,,,,,,3,,,72,0,
14447,note_on,23,0,7,,,,,,,,2,,,60,0,
14448,note_on,11,0,5,,,,,,,,2,,,79,85,
14448,note_on,1,0,7,,,,,,,,2,,,59,64,
14471,note_on,23,0,7,,,,,,,,2,,,59,0,
14472,note_on,1,0,7,,,,,,,,2,,,60,64,
14489,note_on,89,0,10,,,,,,,,3,,,63,0,
14489,note_on,89,0,11,,,,,,,,3,,,39,0,
14493,note_on,45,0,5,,,,,,,,2,,,79,0,
14495,note_on,23,0,7,,,,,,,,2,,,60,0,
14496,note_on,1,0,7,,,,,,,,2,,,62,64,
14496,note_on,3,0,5,,,,,,,,2,,,75,85,
14496,note_on,51,0,8,,,,,,,,3,,,79,49,
14496,note_on,51,0,9,,,,,,,,3,,,72,49,
14519,note_on,23,0,7,,,,,,,,2,,,62,0,
14520,note_on,1,0,7,,,,,,,,2,,,60,64,
14541,note_on,45,0,5,,,,,,,,2,,,75,0,
14541,note_on,45,0,8,,,,,,,,3,,,79,0,
14541,note_on,45,0,9,,,,,,,,3,,,72,0,
14543,note_on,23,0,7,,,,,,,,2,,,60,0,
14544,note_on,1,0,7,,,,,,,,2,,,59,64,
14544,note_on,3,0,5,,,,,,,,2,,,72,85,
14567,note_on,23,0,7,,,,,,,,2,,,59,0,
14568,note_on,1,0,7,,,,,,,,2,,,60,64,
14589,note_on,45,0,5,,,,,,,,2,,,72,0,
14591,note_on,23,0,7,,,,,,,,2,,,60,0,
14592,note_on,1,0,7,,,,,,,,2,,,53,64,
14592,note_on,103,0,11,,,,,,,,3,,,41,49,
14592,note_on,3,0,5,,,,,,,,2,,,70,85,
14615,note_on,23,0,5,,,,,,,,2,,,70,0,
14616,note_on,1,0,5,,,,,,,,2,,,69,85,
14637,note_on,45,0,11,,,,,,,,3,,,41,0,
14637,note_on,45,0,7,,,,,,,,2,,,53,0,
14639,note_on,23,0,5,,,,,,,,2,,,69,0,
14640,note_on,1,0,5,,,,,,,,2,,,74,85,
14640,note_on,151,0,10,,,,,,,,3,,,65,49,
14640,note_on,99,0,8,,,,,,,,3,,,69,49,
14640,note_on,3,0,7,,,,,,,,2,,,57,64,
14640,note_on,99,0,9,,,,,,,,3,,,60,49,
14663,note_on,23,0,5,,,,,,,,2,,,74,0,
14664,note_on,1,0,5,,,,,,,,2,,,72,85,
14685,note_on,45,0,7,,,,,,,,2,,,57,0,
14687,note_on,23,0,5,,,,,,,,2,,,72,0,
14688,note_on,1,0,5,,,,,,,,2,,,70,85,
14688,note_on,51,0,11,,,,,,,,3,,,39,49,
14688,note_on,3,0,7,,,,,,,,2,,,51,64,
14711,note_on,23,0,5,,,,,,,,2,,,70,0,
14712,note_on,1,0,5,,,,,,,,2,,,69,85,
14729,note_on,89,0,8,,,,,,,,3,,,69,0,
14729,note_on,89,0,9,,,,,,,,3,,,60,0,
14729,note_on,89,0,10,,,,,,,,3,,,65,0,
14733,note_on,45,0,11,,,,,,,,3,,,39,0,
14733,note_on,45,0,7,,,,,,,,2,,,51,0,
14735,note_on,23,0,5,,,,,,,,2,,,69,0,
14736,note_on,7,0,9,,,,,,,,3,,,60,49,
14736,note_on,3,0,7,,,,,,,,2,,,60,64,
14736,note_on,7,0,8,,,,,,,,3,,,69,49,
14736,note_on,1,0,5,,,,,,,,2,,,67,85,
14736,note_on,7,0,10,,,,,,,,3,,,65,49,
14759,note_on,23,0,5,,,,,,,,2,,,67,0,
14760,note_on,1,0,5,,,,,,,,2,,,65,85,
14781,note_on,45,0,10,,,,,,,,3,,,65,0,
14781,note_on,45,0,8,,,,,,,,3,,,69,0,
14781,note_on,45,0,9,,,,,,,,3,,,60,0,
14781,note_on,45,0,7,,,,,,,,2,,,60,0,
14783,note_on,23,0,5,,,,,,,,2,,,65,0,
14784,note_on,3,0,7,,,,,,,,2,,,50,64,
14784,note_on,51,0,11,,,,,,,,3,,,38,49,
14784,note_on,1,0,5,,,,,,,,2,,,70,85,
14807,note_on,23,0,5,,,,,,,,2,,,70,0,
14808,note_on,1,0,5,,,,,,,,2,,,72,85,
14829,note_on,45,0,7,,,,,,,,2,,,50,0,
14831,note_on,23,0,5,,,,,,,,2,,,72,0,
14832,note_on,3,0,7,,,,,,,,2,,,53,64,
14832,note_on,1,0,5,,,,,,,,2,,,74,85,
14832,note_on,51,0,10,,,,,,,,3,,,65,49,
14832,note_on,51,0,8,,,,,,,,3,,,70,49,
14832,note_on,51,0,9,,,,,,,,3,,,62,49,
14855,note_on,23,0,5,,,,,,,,2,,,74,0,
14856,note_on,1,0,5,,,,,,,,2,,,75,85,
14873,note_on,89,0,11,,,,,,,,3,,,38,0,
14877,note_on,45,0,7,,,,,,,,2,,,53,0,
14879,note_on,23,0,5,,,,,,,,2,,,75,0,
14880,note_on,3,0,7,,,,,,,,2,,,58,64,
14880,note_on,1,0,5,,,,,,,,2,,,77,85,
14903,note_on,23,0,5,,,,,,,,2,,,77,0,
14904,note_on,1,0,5,,,,,,,,2,,,79,85,
14921,note_on,89,0,9,,,,,,,,3,,,62,0,
14921,note_on,89,0,8,,,,,,,,3,,,70,0,
14921,note_on,89,0,10,,,,,,,,3,,,65,0,
14925,note_on,45,0,7,,,,,,,,2,,,58,0,
14927,note_on,23,0,5,,,,,,,,2,,,79,0,
14928,note_on,7,0,8,,,,,,,,3,,,70,49,
14928,note_on,7,0,9,,,,,,,,3,,,62,49,
14928,note_on,1,0,5,,,,,,,,2,,,81,85,
14928,note_on,3,0,7,,,,,,,,2,,,50,64,
14928,note_on,7,0,10,,,,,,,,3,,,65,49,
14951,note_on,23,0,5,,,,,,,,2,,,81,0,
14952,note_on,1,0,5,,,,,,,,2,,,82,85,
14973,note_on,45,0,9,,,,,,,,3,,,62,0,
14973,note_on,45,0,10,,,,,,,,3,,,65,0,
14973,note_on,45,0,8,,,,,,,,3,,,70,0,
14973,note_on,45,0,7,,,,,,,,2,,,50,0,
14975,note_on,23,0,5,,,,,,,,2,,,82,0,
14976,note_on,3,0,7,,,,,,,,2,,,51,64,
14976,note_on,1,0,5,,,,,,,,2,,,78,85,
14976,note_on,103,0,11,,,,,,,,3,,,39,49,
14999,note_on,23,0,5,,,,,,,,2,,,78,0,
15000,note_on,1,0,5,,,,,,,,2,,,79,85,
15021,note_on,45,0,7,,,,,,,,2,,,51,0,
15023,note_on,23,0,5,,,,,,,,2,,,79,0,
15024,note_on,51,0,8,,,,,,,,3,,,72,85,
15024,note_on,1,0,5,,,,,,,,2,,,74,85,
15024,note_on,51,0,10,,,,,,,,3,,,55,49,
15024,note_on,3,0,7,,,,,,,,2,,,55,64,
15024,note_on,51,0,9,,,,,,,,3,,,63,85,
15047,note_on,23,0,5,,,,,,,,2,,,74,0,
15048,note_on,1,0,5,,,,,,,,2,,,75,85,
15065,note_on,89,0,11,,,,,,,,3,,,39,0,
15069,note_on,45,0,8,,,,,,,,3,,,72,0,
15069,note_on,45,0,7,,,,,,,,2,,,55,0,
15069,note_on,45,0,9,,,,,,,,3,,,63,0,
15071,note_on,23,0,5,,,,,,,,2,,,75,0,
15072,note_on,1,0,5,,,,,,,,2,,,71,85,
15072,note_on,3,0,7,,,,,,,,2,,,60,64,
15072,note_on,3,0,8,,,,,,,,3,,,75,49,
15072,note_on,3,0,9,,,,,,,,3,,,67,49,
15095,note_on,23,0,5,,,,,,,,2,,,71,0,
15096,note_on,1,0,5,,,,,,,,2,,,72,85,
15113,note_on,89,0,10,,,,,,,,3,,,55,0,
15117,note_on,45,0,8,,,,,,,,3,,,75,0,
15117,note_on,45,0,7,,,,,,,,2,,,60,0,
15117,note_on,45,0,9,,,,,,,,3,,,67,0,
15119,note_on,23,0,5,,,,,,,,2,,,72,0,
15120,note_on,3,0,9,,,,,,,,3,,,63,49,
15120,note_on,3,0,8,,,,,,,,3,,,72,49,
15120,note_on,3,0,7,,,,,,,,2,,,51,64,
15120,note_on,7,0,10,,,,,,,,3,,,67,49,
15120,note_on,1,0,5,,,,,,,,2,,,75,85,
15143,note_on,23,0,5,,,,,,,,2,,,75,0,
15144,note_on,1,0,5,,,,,,,,2,,,72,85,
15165,note_on,45,0,9,,,,,,,,3,,,63,0,
15165,note_on,45,0,10,,,,,,,,3,,,67,0,
15165,note_on,45,0,8,,,,,,,,3,,,72,0,
15165,note_on,45,0,7,,,,,,,,2,,,51,0,
15167,note_on,23,0,5,,,,,,,,2,,,72,0,
15168,note_on,3,0,9,,,,,,,,3,,,62,49,
15168,note_on,3,0,8,,,,,,,,3,,,70,49,
15168,note_on,3,0,7,,,,,,,,2,,,53,64,
15168,note_on,3,0,10,,,,,,,,3,,,65,49,
15168,note_on,1,0,5,,,,,,,,2,,,70,85,
15168,note_on,103,0,11,,,,,,,,3,,,41,49,
15207,note_on,39,0,9,,,,,,,,3,,,62,0,
15207,note_on,39,0,8,,,,,,,,3,,,70,0,
15213,note_on,45,0,7,,,,,,,,2,,,53,0,
15216,note_on,3,0,7,,,,,,,,2,,,62,64,
15257,note_on,89,0,5,,,,,,,,2,,,70,0,
15257,note_on,89,0,10,,,,,,,,3,,,65,0,
15257,note_on,89,0,11,,,,,,,,3,,,41,0,
15261,note_on,45,0,7,,,,,,,,2,,,62,0,
15264,note_on,57,0,8,,,,,,,,3,,,72,49,
15264,note_on,3,0,7,,,,,,,,2,,,53,64,
15264,note_on,7,0,10,,,,,,,,3,,,53,49,
15264,note_on,57,0,9,,,,,,,,3,,,69,49,
15264,note_on,7,0,5,,,,,,,,2,,,72,85,
15303,note_on,39,0,9,,,,,,,,3,,,69,0,
15303,note_on,39,0,8,,,,,,,,3,,,72,0,
15309,note_on,45,0,7,,,,,,,,2,,,53,0,
15312,note_on,3,0,7,,,,,,,,2,,,57,64,
15353,note_on,89,0,5,,,,,,,,2,,,72,0,
15353,note_on,89,0,10,,,,,,,,3,,,53,0,
15357,note_on,45,0,7,,,,,,,,2,,,57,0,
15360,note_on,15360,0,6,,,,,,,,2,,,69,64,
15360,note_on,7,0,5,,,,,,,,2,,,72,85,
15408,note_on,105,0,9,,,,,,,,3,,,65,49,
15408,note_on,105,0,8,,,,,,,,3,,,65,49,
15408,note_on,51,0,7,,,,,,,,2,,,65,64,
15428,note_on,20,0,7,,,,,,,,2,,,65,0,
15428,note_on,20,0,9,,,,,,,,3,,,65,0,
15428,note_on,20,0,8,,,,,,,,3,,,65,0,
15456,note_on,28,0,7,,,,,,,,2,,,65,64,
15456,note_on,28,0,8,,,,,,,,3,,,65,49,
15456,note_on,28,0,9,,,,,,,,3,,,65,49,
15476,note_on,20,0,9,,,,,,,,3,,,65,0,
15476,note_on,20,0,8,,,,,,,,3,,,65,0,
15476,note_on,20,0,7,,,,,,,,2,,,65,0,
15493,note_on,133,0,5,,,,,,,,2,,,72,0,
15504,note_on,11,0,5,,,,,,,,2,,,73,85,
15504,note_on,28,0,8,,,,,,,,3,,,65,49,
15504,note_on,28,0,9,,,,,,,,3,,,65,49,
15504,note_on,28,0,7,,,,,,,,2,,,65,64,
15524,note_on,20,0,7,,,,,,,,2,,,65,0,
15524,note_on,20,0,8,,,,,,,,3,,,65,0,
15524,note_on,20,0,9,,,,,,,,3,,,65,0,
15537,note_on,177,0,6,,,,,,,,2,,,69,0,
15549,note_on,45,0,5,,,,,,,,2,,,73,0,
15552,note_on,28,0,7,,,,,,,,2,,,70,64,
15552,note_on,15,0,6,,,,,,,,2,,,70,64,
