tick,type,time,meta,track,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,program,channel,control,value,note,velocity
10068,note_on,0,0,11,,,,,,,,6,,,83,100
10080,note_on,0,0,3,,,,,,,,0,,,60,100
10080,note_on,288,0,2,,,,,,,,0,,,67,0
10080,note_on,24,0,3,,,,,,,,0,,,59,0
10080,note_on,0,0,2,,,,,,,,0,,,67,100
10080,note_on,0,0,4,,,,,,,,0,,,48,100
10080,note_on,288,0,4,,,,,,,,0,,,55,0
10080,note_on,0,0,14,,,,,,,,7,,,67,100
10080,note_on,0,0,14,,,,,,,,7,,,72,100
10080,note_on,12,0,11,,,,,,,,6,,,83,0
10080,note_on,0,0,11,,,,,,,,6,,,84,100
10080,note_on,288,0,1,,,,,,,,0,,,77,0
10080,note_on,3936,0,14,,,,,,,,7,,,76,100
10080,note_on,24,0,12,,,,,,,,6,,,52,100
10080,note_on,0,0,15,,,,,,,,7,,,36,100
10080,note_on,3936,0,15,,,,,,,,7,,,48,100
10080,note_on,0,0,1,,,,,,,,0,,,76,100
10080,note_on,24,0,13,,,,,,,,6,,,48,100
10080,note_on,480,0,9,,,,,,,,5,,,48,100
10128,note_on,0,0,13,,,,,,,,6,,,48,100
10128,note_on,48,0,11,,,,,,,,6,,,84,0
10128,note_on,48,0,13,,,,,,,,6,,,48,0
10128,note_on,48,0,12,,,,,,,,6,,,52,0
10128,note_on,0,0,12,,,,,,,,6,,,67,100
10128,note_on,1680,0,10,,,,,,,,6,,,76,100
10128,note_on,0,0,11,,,,,,,,6,,,76,100
10176,note_on,96,0,9,,,,,,,,5,,,48,0
10176,note_on,0,0,2,,,,,,,,0,,,67,100
10176,note_on,48,0,13,,,,,,,,6,,,48,0
10176,note_on,0,0,13,,,,,,,,6,,,48,100
10176,note_on,96,0,4,,,,,,,,0,,,48,0
10176,note_on,0,0,1,,,,,,,,0,,,76,100
10176,note_on,96,0,1,,,,,,,,0,,,76,0
10176,note_on,96,0,3,,,,,,,,0,,,60,0
10176,note_on,96,0,2,,,,,,,,0,,,67,0
10224,note_on,96,0,12,,,,,,,,6,,,67,0
10224,note_on,96,0,10,,,,,,,,6,,,76,0
10224,note_on,96,0,11,,,,,,,,6,,,76,0
10224,note_on,48,0,13,,,,,,,,6,,,48,0
10224,note_on,0,0,11,,,,,,,,6,,,76,100
10224,note_on,0,0,13,,,,,,,,6,,,48,100
10224,note_on,0,0,10,,,,,,,,6,,,76,100
10224,note_on,0,0,12,,,,,,,,6,,,67,100
10272,note_on,0,0,2,,,,,,,,0,,,67,100
10272,note_on,0,0,13,,,,,,,,6,,,48,100
10272,note_on,96,0,1,,,,,,,,0,,,76,0
10272,note_on,0,0,1,,,,,,,,0,,,76,100
10272,note_on,96,0,2,,,,,,,,0,,,67,0
10272,note_on,48,0,13,,,,,,,,6,,,48,0
10320,note_on,0,0,10,,,,,,,,6,,,76,100
10320,note_on,96,0,10,,,,,,,,6,,,76,0
10320,note_on,0,0,13,,,,,,,,6,,,48,100
10320,note_on,48,0,13,,,,,,,,6,,,48,0
10320,note_on,0,0,12,,,,,,,,6,,,67,100
10320,note_on,0,0,11,,,,,,,,6,,,76,100
10320,note_on,96,0,11,,,,,,,,6,,,76,0
10320,note_on,96,0,12,,,,,,,,6,,,67,0
10368,note_on,0,0,1,,,,,,,,0,,,75,100
10368,note_on,96,0,1,,,,,,,,0,,,76,0
10368,note_on,48,0,13,,,,,,,,6,,,48,0
10368,note_on,0,0,14,,,,,,,,7,,,76,0
10368,note_on,0,0,14,,,,,,,,7,,,72,0
10368,note_on,288,0,14,,,,,,,,7,,,67,0
10368,note_on,48,0,10,,,,,,,,6,,,76,0
10368,note_on,0,0,10,,,,,,,,6,,,75,100
10368,note_on,192,0,9,,,,,,,,5,,,48,100
10368,note_on,0,0,13,,,,,,,,6,,,36,100
10368,note_on,0,0,15,,,,,,,,7,,,36,100
10368,note_on,0,0,14,,,,,,,,7,,,66,100
10368,note_on,288,0,15,,,,,,,,7,,,36,0
10368,note_on,0,0,15,,,,,,,,7,,,48,0
10368,note_on,0,0,15,,,,,,,,7,,,48,100
10368,note_on,48,0,12,,,,,,,,6,,,67,0
10368,note_on,0,0,12,,,,,,,,6,,,66,100
10368,note_on,0,0,2,,,,,,,,0,,,69,100
10368,note_on,48,0,11,,,,,,,,6,,,76,0
10368,note_on,0,0,11,,,,,,,,6,,,75,100
10368,note_on,0,0,14,,,,,,,,7,,,75,100
10368,note_on,0,0,14,,,,,,,,7,,,69,100
10368,note_on,96,0,2,,,,,,,,0,,,67,0
10368,note_on,0,0,13,,,,,,,,6,,,48,100
10416,note_on,48,0,10,,,,,,,,6,,,75,0
10416,note_on,0,0,10,,,,,,,,6,,,75,100
10416,note_on,48,0,11,,,,,,,,6,,,75,0
10416,note_on,0,0,11,,,,,,,,6,,,75,100
10416,note_on,48,0,12,,,,,,,,6,,,66,0
10416,note_on,0,0,12,,,,,,,,6,,,66,100
10416,note_on,0,0,13,,,,,,,,6,,,60,100
10416,note_on,0,0,13,,,,,,,,6,,,48,0
10416,note_on,48,0,13,,,,,,,,6,,,36,0
10464,note_on,0,0,13,,,,,,,,6,,,60,100
10464,note_on,288,0,4,,,,,,,,0,,,60,100
10464,note_on,96,0,9,,,,,,,,5,,,48,0
10464,note_on,48,0,13,,,,,,,,6,,,60,0
10464,note_on,288,0,3,,,,,,,,0,,,66,100
10512,note_on,48,0,13,,,,,,,,6,,,60,0
10512,note_on,96,0,10,,,,,,,,6,,,75,0
10512,note_on,0,0,10,,,,,,,,6,,,75,100
10512,note_on,96,0,11,,,,,,,,6,,,75,0
10512,note_on,0,0,11,,,,,,,,6,,,75,100
10512,note_on,0,0,13,,,,,,,,6,,,60,100
10512,note_on,96,0,12,,,,,,,,6,,,66,0
10512,note_on,0,0,12,,,,,,,,6,,,66,100
10560,note_on,0,0,4,,,,,,,,0,,,60,100
10560,note_on,96,0,4,,,,,,,,0,,,60,0
10560,note_on,0,0,13,,,,,,,,6,,,60,100
10560,note_on,48,0,13,,,,,,,,6,,,60,0
10560,note_on,96,0,3,,,,,,,,0,,,66,0
10560,note_on,0,0,3,,,,,,,,0,,,66,100
10608,note_on,0,0,13,,,,,,,,6,,,60,100
10608,note_on,96,0,11,,,,,,,,6,,,75,0
10608,note_on,0,0,12,,,,,,,,6,,,66,100
10608,note_on,96,0,12,,,,,,,,6,,,66,0
10608,note_on,0,0,11,,,,,,,,6,,,75,100
10608,note_on,0,0,10,,,,,,,,6,,,75,100
10608,note_on,96,0,10,,,,,,,,6,,,75,0
10608,note_on,48,0,13,,,,,,,,6,,,60,0
10656,note_on,192,0,9,,,,,,,,5,,,43,100
10656,note_on,0,0,1,,,,,,,,0,,,76,100
10656,note_on,48,0,11,,,,,,,,6,,,75,0
10656,note_on,96,0,3,,,,,,,,0,,,66,0
10656,note_on,0,0,3,,,,,,,,0,,,59,100
10656,note_on,288,0,14,,,,,,,,7,,,69,0
10656,note_on,48,0,10,,,,,,,,6,,,75,0
10656,note_on,0,0,10,,,,,,,,6,,,76,100
10656,note_on,0,0,13,,,,,,,,6,,,43,100
10656,note_on,0,0,13,,,,,,,,6,,,55,100
10656,note_on,48,0,13,,,,,,,,6,,,60,0
10656,note_on,0,0,11,,,,,,,,6,,,76,100
10656,note_on,0,0,4,,,,,,,,0,,,55,100
10656,note_on,96,0,4,,,,,,,,0,,,60,0
10656,note_on,288,0,15,,,,,,,,7,,,36,0
10656,note_on,0,0,14,,,,,,,,7,,,67,100
10656,note_on,0,0,15,,,,,,,,7,,,48,0
10656,note_on,0,0,14,,,,,,,,7,,,71,100
10656,note_on,0,0,14,,,,,,,,7,,,76,100
10656,note_on,0,0,15,,,,,,,,7,,,43,100
10656,note_on,0,0,2,,,,,,,,0,,,71,100
10656,note_on,0,0,14,,,,,,,,7,,,66,0
10656,note_on,288,0,1,,,,,,,,0,,,75,0
10656,note_on,48,0,12,,,,,,,,6,,,66,0
10656,note_on,0,0,12,,,,,,,,6,,,71,100
10656,note_on,0,0,12,,,,,,,,6,,,67,100
10656,note_on,0,0,14,,,,,,,,7,,,75,0
10656,note_on,288,0,2,,,,,,,,0,,,69,0
10656,note_on,0,0,15,,,,,,,,7,,,55,100
10704,note_on,48,0,13,,,,,,,,6,,,43,0
10704,note_on,0,0,10,,,,,,,,6,,,71,100
10704,note_on,48,0,10,,,,,,,,6,,,76,0
10704,note_on,0,0,12,,,,,,,,6,,,71,100
10704,note_on,0,0,12,,,,,,,,6,,,71,0
10704,note_on,0,0,13,,,,,,,,6,,,55,100
10704,note_on,0,0,12,,,,,,,,6,,,67,100
10704,note_on,0,0,11,,,,,,,,6,,,71,100
10704,note_on,48,0,11,,,,,,,,6,,,76,0
10704,note_on,48,0,12,,,,,,,,6,,,67,0
10704,note_on,0,0,13,,,,,,,,6,,,55,0
10728,note_on,72,0,2,,,,,,,,0,,,71,0
10728,note_on,0,0,2,,,,,,,,0,,,71,100
10728,note_on,72,0,1,,,,,,,,0,,,76,0
10728,note_on,24,0,11,,,,,,,,6,,,71,0
10728,note_on,0,0,1,,,,,,,,0,,,76,100
10728,note_on,0,0,10,,,,,,,,6,,,76,100
10728,note_on,24,0,10,,,,,,,,6,,,71,0
10728,note_on,0,0,11,,,,,,,,6,,,76,100
10752,note_on,24,0,1,,,,,,,,0,,,76,0
10752,note_on,24,0,2,,,,,,,,0,,,71,0
10752,note_on,0,0,1,,,,,,,,0,,,79,100
10752,note_on,0,0,2,,,,,,,,0,,,71,100
10752,note_on,0,0,11,,,,,,,,6,,,79,100
10752,note_on,96,0,9,,,,,,,,5,,,43,0
10752,note_on,48,0,13,,,,,,,,6,,,55,0
10752,note_on,0,0,13,,,,,,,,6,,,55,100
10752,note_on,24,0,10,,,,,,,,6,,,76,0
10752,note_on,0,0,10,,,,,,,,6,,,79,100
10752,note_on,24,0,11,,,,,,,,6,,,76,0
10800,note_on,0,0,11,,,,,,,,6,,,76,100
10800,note_on,96,0,12,,,,,,,,6,,,67,0
10800,note_on,0,0,12,,,,,,,,6,,,71,0
10800,note_on,0,0,12,,,,,,,,6,,,71,100
10800,note_on,0,0,12,,,,,,,,6,,,67,100
10800,note_on,0,0,13,,,,,,,,6,,,55,100
10800,note_on,48,0,11,,,,,,,,6,,,79,0
10800,note_on,0,0,10,,,,,,,,6,,,76,100
10800,note_on,48,0,10,,,,,,,,6,,,79,0
10800,note_on,48,0,13,,,,,,,,6,,,55,0
10824,note_on,0,0,11,,,,,,,,6,,,79,100
10824,note_on,24,0,11,,,,,,,,6,,,76,0
10824,note_on,24,0,10,,,,,,,,6,,,76,0
10824,note_on,0,0,10,,,,,,,,6,,,79,100
10848,note_on,96,0,1,,,,,,,,0,,,79,0
10848,note_on,0,0,1,,,,,,,,0,,,76,100
10848,note_on,48,0,13,,,,,,,,6,,,55,0
10848,note_on,0,0,13,,,,,,,,6,,,55,100
10848,note_on,96,0,2,,,,,,,,0,,,71,0
10848,note_on,0,0,2,,,,,,,,0,,,67,100
10848,note_on,0,0,11,,,,,,,,6,,,83,100
10848,note_on,24,0,10,,,,,,,,6,,,79,0
10848,note_on,24,0,11,,,,,,,,6,,,79,0
10848,note_on,0,0,10,,,,,,,,6,,,83,100
10896,note_on,48,0,11,,,,,,,,6,,,83,0
10896,note_on,0,0,11,,,,,,,,6,,,83,100
10896,note_on,48,0,13,,,,,,,,6,,,55,0
10896,note_on,48,0,10,,,,,,,,6,,,83,0
10896,note_on,0,0,13,,,,,,,,6,,,55,100
10896,note_on,0,0,10,,,,,,,,6,,,83,100
10896,note_on,0,0,12,,,,,,,,6,,,67,100
10896,note_on,0,0,12,,,,,,,,6,,,67,100
10896,note_on,0,0,12,,,,,,,,6,,,71,0
10896,note_on,96,0,12,,,,,,,,6,,,67,0
10944,note_on,0,0,14,,,,,,,,7,,,64,100
10944,note_on,48,0,10,,,,,,,,6,,,83,0
10944,note_on,0,0,14,,,,,,,,7,,,73,100
10944,note_on,0,0,12,,,,,,,,6,,,67,0
10944,note_on,0,0,3,,,,,,,,0,,,64,100
10944,note_on,48,0,11,,,,,,,,6,,,83,0
10944,note_on,288,0,4,,,,,,,,0,,,55,0
10944,note_on,48,0,12,,,,,,,,6,,,67,0
10944,note_on,0,0,10,,,,,,,,6,,,73,100
10944,note_on,0,0,11,,,,,,,,6,,,73,100
10944,note_on,288,0,3,,,,,,,,0,,,59,0
10944,note_on,0,0,4,,,,,,,,0,,,58,100
10944,note_on,0,0,13,,,,,,,,6,,,46,100
10944,note_on,96,0,1,,,,,,,,0,,,76,0
10944,note_on,0,0,1,,,,,,,,0,,,73,100
10944,note_on,48,0,13,,,,,,,,6,,,55,0
10944,note_on,0,0,14,,,,,,,,7,,,67,100
10944,note_on,0,0,14,,,,,,,,7,,,76,0
10944,note_on,0,0,14,,,,,,,,7,,,71,0
10944,note_on,192,0,9,,,,,,,,5,,,46,100
10944,note_on,0,0,12,,,,,,,,6,,,64,100
10944,note_on,0,0,12,,,,,,,,6,,,67,100
10944,note_on,288,0,14,,,,,,,,7,,,67,0
10944,note_on,288,0,15,,,,,,,,7,,,43,0
10944,note_on,96,0,2,,,,,,,,0,,,67,0
10944,note_on,0,0,15,,,,,,,,7,,,46,100
10944,note_on,0,0,15,,,,,,,,7,,,55,0
10944,note_on,0,0,15,,,,,,,,7,,,58,100
10944,note_on,0,0,2,,,,,,,,0,,,67,100
10992,note_on,0,0,11,,,,,,,,6,,,73,100
10992,note_on,0,0,13,,,,,,,,6,,,58,100
10992,note_on,48,0,13,,,,,,,,6,,,46,0
10992,note_on,0,0,10,,,,,,,,6,,,73,100
10992,note_on,48,0,10,,,,,,,,6,,,73,0
10992,note_on,0,0,12,,,,,,,,6,,,67,100
10992,note_on,48,0,12,,,,,,,,6,,,64,0
10992,note_on,48,0,11,,,,,,,,6,,,73,0
10992,note_on,0,0,12,,,,,,,,6,,,64,100
10992,note_on,0,0,12,,,,,,,,6,,,67,0
11016,note_on,0,0,4,,,,,,,,0,,,58,100
11016,note_on,72,0,4,,,,,,,,0,,,58,0
11016,note_on,0,0,3,,,,,,,,0,,,64,100
11016,note_on,72,0,3,,,,,,,,0,,,64,0
11040,note_on,0,0,4,,,,,,,,0,,,58,100
11040,note_on,24,0,4,,,,,,,,0,,,58,0
11040,note_on,48,0,13,,,,,,,,6,,,58,0
11040,note_on,0,0,3,,,,,,,,0,,,64,100
11040,note_on,96,0,9,,,,,,,,5,,,46,0
11040,note_on,24,0,3,,,,,,,,0,,,64,0
11040,note_on,0,0,13,,,,,,,,6,,,58,100
11088,note_on,96,0,11,,,,,,,,6,,,73,0
11088,note_on,0,0,11,,,,,,,,6,,,73,100
11088,note_on,0,0,13,,,,,,,,6,,,58,100
11088,note_on,48,0,13,,,,,,,,6,,,58,0
11088,note_on,96,0,12,,,,,,,,6,,,64,0
11088,note_on,0,0,12,,,,,,,,6,,,67,0
11088,note_on,96,0,10,,,,,,,,6,,,73,0
11088,note_on,0,0,12,,,,,,,,6,,,67,100
11088,note_on,0,0,12,,,,,,,,6,,,64,100
11088,note_on,0,0,10,,,,,,,,6,,,73,100
11136,note_on,0,0,1,,,,,,,,0,,,73,100
11136,note_on,0,0,13,,,,,,,,6,,,58,100
11136,note_on,48,0,13,,,,,,,,6,,,58,0
11136,note_on,0,0,3,,,,,,,,0,,,64,100
11136,note_on,192,0,1,,,,,,,,0,,,73,0
11136,note_on,0,0,2,,,,,,,,0,,,67,100
11136,note_on,192,0,2,,,,,,,,0,,,67,0
11136,note_on,96,0,4,,,,,,,,0,,,58,0
11136,note_on,96,0,3,,,,,,,,0,,,64,0
11136,note_on,0,0,4,,,,,,,,0,,,58,100
11184,note_on,0,0,13,,,,,,,,6,,,58,100
11184,note_on,48,0,13,,,,,,,,6,,,58,0
11184,note_on,96,0,11,,,,,,,,6,,,73,0
11184,note_on,0,0,11,,,,,,,,6,,,73,100
11184,note_on,96,0,10,,,,,,,,6,,,73,0
11184,note_on,96,0,12,,,,,,,,6,,,64,0
11184,note_on,0,0,12,,,,,,,,6,,,67,0
11184,note_on,0,0,10,,,,,,,,6,,,73,100
11184,note_on,0,0,12,,,,,,,,6,,,64,100
11184,note_on,0,0,12,,,,,,,,6,,,67,100
11232,note_on,0,0,2,,,,,,,,0,,,69,100
11232,note_on,96,0,2,,,,,,,,0,,,67,0
11232,note_on,96,0,3,,,,,,,,0,,,64,0
11232,note_on,0,0,3,,,,,,,,0,,,57,100
11232,note_on,0,0,15,,,,,,,,7,,,41,100
11232,note_on,0,0,15,,,,,,,,7,,,53,100
11232,note_on,0,0,4,,,,,,,,0,,,53,100
11232,note_on,96,0,4,,,,,,,,0,,,58,0
11232,note_on,48,0,10,,,,,,,,6,,,73,0
11232,note_on,0,0,11,,,,,,,,6,,,74,100
11232,note_on,0,0,10,,,,,,,,6,,,74,100
11232,note_on,0,0,12,,,,,,,,6,,,65,100
11232,note_on,0,0,12,,,,,,,,6,,,69,100
11232,note_on,0,0,12,,,,,,,,6,,,64,0
11232,note_on,48,0,12,,,,,,,,6,,,67,0
11232,note_on,192,0,9,,,,,,,,5,,,41,100
11232,note_on,0,0,14,,,,,,,,7,,,65,100
11232,note_on,48,0,11,,,,,,,,6,,,73,0
11232,note_on,0,0,14,,,,,,,,7,,,74,100
11232,note_on,0,0,14,,,,,,,,7,,,69,100
11232,note_on,0,0,15,,,,,,,,7,,,58,0
11232,note_on,48,0,13,,,,,,,,6,,,58,0
11232,note_on,0,0,14,,,,,,,,7,,,73,0
11232,note_on,0,0,14,,,,,,,,7,,,67,0
11232,note_on,288,0,14,,,,,,,,7,,,64,0
11232,note_on,288,0,15,,,,,,,,7,,,46,0
11232,note_on,96,0,1,,,,,,,,0,,,73,0
11232,note_on,0,0,1,,,,,,,,0,,,74,100
11232,note_on,0,0,13,,,,,,,,6,,,41,100
11280,note_on,48,0,11,,,,,,,,6,,,74,0
11280,note_on,48,0,10,,,,,,,,6,,,74,0
11280,note_on,0,0,10,,,,,,,,6,,,69,100
11280,note_on,0,0,12,,,,,,,,6,,,65,100
11280,note_on,48,0,13,,,,,,,,6,,,41,0
11280,note_on,0,0,12,,,,,,,,6,,,69,0
11280,note_on,48,0,12,,,,,,,,6,,,65,0
11280,note_on,0,0,13,,,,,,,,6,,,53,100
11280,note_on,0,0,12,,,,,,,,6,,,69,100
11280,note_on,0,0,11,,,,,,,,6,,,69,100
11304,note_on,24,0,11,,,,,,,,6,,,69,0
11304,note_on,0,0,10,,,,,,,,6,,,74,100
11304,note_on,24,0,10,,,,,,,,6,,,69,0
11304,note_on,0,0,11,,,,,,,,6,,,74,100
11328,note_on,96,0,1,,,,,,,,0,,,74,0
11328,note_on,48,0,13,,,,,,,,6,,,53,0
11328,note_on,24,0,10,,,,,,,,6,,,74,0
11328,note_on,0,0,11,,,,,,,,6,,,77,100
11328,note_on,0,0,1,,,,,,,,0,,,77,100
11328,note_on,0,0,13,,,,,,,,6,,,53,100
11328,note_on,0,0,10,,,,,,,,6,,,77,100
11328,note_on,96,0,2,,,,,,,,0,,,69,0
11328,note_on,0,0,2,,,,,,,,0,,,69,100
11328,note_on,96,0,9,,,,,,,,5,,,41,0
11328,note_on,24,0,11,,,,,,,,6,,,74,0
11376,note_on,0,0,10,,,,,,,,6,,,74,100
11376,note_on,48,0,10,,,,,,,,6,,,77,0
11376,note_on,96,0,12,,,,,,,,6,,,65,0
11376,note_on,0,0,13,,,,,,,,6,,,53,100
11376,note_on,48,0,13,,,,,,,,6,,,53,0
11376,note_on,0,0,12,,,,,,,,6,,,69,100
11376,note_on,0,0,12,,,,,,,,6,,,69,0
11376,note_on,0,0,12,,,,,,,,6,,,65,100
11376,note_on,0,0,11,,,,,,,,6,,,74,100
11376,note_on,48,0,11,,,,,,,,6,,,77,0
11400,note_on,24,0,10,,,,,,,,6,,,74,0
11400,note_on,0,0,10,,,,,,,,6,,,77,100
11400,note_on,0,0,11,,,,,,,,6,,,77,100
11400,note_on,24,0,11,,,,,,,,6,,,74,0
11424,note_on,0,0,1,,,,,,,,0,,,74,100
11424,note_on,0,0,4,,,,,,,,0,,,53,100
11424,note_on,192,0,4,,,,,,,,0,,,53,0
11424,note_on,0,0,3,,,,,,,,0,,,57,100
11424,note_on,24,0,10,,,,,,,,6,,,77,0
11424,note_on,0,0,10,,,,,,,,6,,,81,100
11424,note_on,192,0,3,,,,,,,,0,,,57,0
11424,note_on,0,0,2,,,,,,,,0,,,65,100
11424,note_on,96,0,2,,,,,,,,0,,,69,0
11424,note_on,96,0,1,,,,,,,,0,,,77,0
11424,note_on,24,0,11,,,,,,,,6,,,77,0
11424,note_on,48,0,13,,,,,,,,6,,,53,0
11424,note_on,0,0,13,,,,,,,,6,,,53,100
11424,note_on,0,0,11,,,,,,,,6,,,81,100
11472,note_on,48,0,10,,,,,,,,6,,,81,0
11472,note_on,0,0,13,,,,,,,,6,,,53,100
11472,note_on,0,0,10,,,,,,,,6,,,81,100
11472,note_on,96,0,12,,,,,,,,6,,,65,0
11472,note_on,0,0,12,,,,,,,,6,,,65,100
11472,note_on,48,0,13,,,,,,,,6,,,53,0
11472,note_on,0,0,12,,,,,,,,6,,,65,100
11472,note_on,0,0,11,,,,,,,,6,,,81,100
11472,note_on,0,0,12,,,,,,,,6,,,69,0
11472,note_on,48,0,11,,,,,,,,6,,,81,0
11520,note_on,0,0,14,,,,,,,,7,,,71,100
11520,note_on,0,0,12,,,,,,,,6,,,65,100
11520,note_on,0,0,12,,,,,,,,6,,,65,0
11520,note_on,0,0,12,,,,,,,,6,,,62,100
11520,note_on,0,0,14,,,,,,,,7,,,62,100
11520,note_on,48,0,12,,,,,,,,6,,,65,0
11520,note_on,0,0,3,,,,,,,,0,,,62,100
11520,note_on,0,0,10,,,,,,,,6,,,71,100
11520,note_on,192,0,9,,,,,,,,5,,,44,100
11520,note_on,0,0,14,,,,,,,,7,,,65,100
11520,note_on,0,0,14,,,,,,,,7,,,74,0
11520,note_on,0,0,14,,,,,,,,7,,,69,0
11520,note_on,0,0,1,,,,,,,,0,,,71,100
11520,note_on,0,0,13,,,,,,,,6,,,44,100
11520,note_on,48,0,13,,,,,,,,6,,,53,0
11520,note_on,96,0,1,,,,,,,,0,,,74,0
11520,note_on,0,0,15,,,,,,,,7,,,56,100
11520,note_on,96,0,3,,,,,,,,0,,,57,0
11520,note_on,0,0,15,,,,,,,,7,,,44,100
11520,note_on,0,0,15,,,,,,,,7,,,41,0
11520,note_on,288,0,15,,,,,,,,7,,,53,0
11520,note_on,48,0,10,,,,,,,,6,,,81,0
11520,note_on,288,0,14,,,,,,,,7,,,65,0
11520,note_on,96,0,2,,,,,,,,0,,,65,0
11520,note_on,0,0,2,,,,,,,,0,,,65,100
11520,note_on,0,0,11,,,,,,,,6,,,71,100
11520,note_on,48,0,11,,,,,,,,6,,,81,0
11520,note_on,0,0,4,,,,,,,,0,,,56,100
11520,note_on,96,0,4,,,,,,,,0,,,53,0
11568,note_on,0,0,10,,,,,,,,6,,,71,100
11568,note_on,48,0,10,,,,,,,,6,,,71,0
11568,note_on,48,0,11,,,,,,,,6,,,71,0
11568,note_on,48,0,13,,,,,,,,6,,,44,0
11568,note_on,0,0,13,,,,,,,,6,,,56,100
11568,note_on,0,0,12,,,,,,,,6,,,65,100
11568,note_on,0,0,12,,,,,,,,6,,,62,100
11568,note_on,0,0,12,,,,,,,,6,,,62,0
11568,note_on,48,0,12,,,,,,,,6,,,65,0
11568,note_on,0,0,11,,,,,,,,6,,,71,100
11616,note_on,96,0,3,,,,,,,,0,,,62,0
11616,note_on,96,0,9,,,,,,,,5,,,44,0
11616,note_on,0,0,4,,,,,,,,0,,,56,100
11616,note_on,48,0,13,,,,,,,,6,,,56,0
11616,note_on,0,0,13,,,,,,,,6,,,56,100
11616,note_on,0,0,3,,,,,,,,0,,,62,100
11616,note_on,96,0,4,,,,,,,,0,,,56,0
11664,note_on,96,0,11,,,,,,,,6,,,71,100
11664,note_on,0,0,12,,,,,,,,6,,,65,100
11664,note_on,96,0,10,,,,,,,,6,,,71,100
11664,note_on,96,0,12,,,,,,,,6,,,62,100
11664,note_on,48,0,13,,,,,,,,6,,,56,0
11664,note_on,0,0,13,,,,,,,,6,,,56,100
11712,note_on,48,0,11,,,,,,,,6,,,71,0
11712,note_on,0,0,4,,,,,,,,0,,,56,100
11712,note_on,0,0,3,,,,,,,,0,,,62,100
11712,note_on,96,0,3,,,,,,,,0,,,62,0
11712,note_on,0,0,12,,,,,,,,6,,,62,0
11712,note_on,48,0,12,,,,,,,,6,,,65,0
11712,note_on,48,0,13,,,,,,,,6,,,56,0
11712,note_on,0,0,13,,,,,,,,6,,,56,100
11712,note_on,48,0,10,,,,,,,,6,,,71,0
11712,note_on,96,0,4,,,,,,,,0,,,56,0
11760,note_on,48,0,11,,,,,,,,6,,,71,100
11760,note_on,0,0,13,,,,,,,,6,,,56,100
11760,note_on,48,0,13,,,,,,,,6,,,56,0
11760,note_on,48,0,12,,,,,,,,6,,,62,100
11760,note_on,0,0,12,,,,,,,,6,,,65,100
11760,note_on,48,0,10,,,,,,,,6,,,71,100
11808,note_on,0,0,14,,,,,,,,7,,,62,0
11808,note_on,0,0,1,,,,,,,,0,,,72,100
11808,note_on,288,0,1,,,,,,,,0,,,71,0
11808,note_on,288,0,14,,,,,,,,7,,,71,0
11808,note_on,192,0,9,,,,,,,,5,,,39,100
11808,note_on,48,0,12,,,,,,,,6,,,65,0
11808,note_on,0,0,12,,,,,,,,6,,,62,0
11808,note_on,48,0,10,,,,,,,,6,,,71,0
11808,note_on,48,0,13,,,,,,,,6,,,56,0
11808,note_on,96,0,3,,,,,,,,0,,,62,0
11808,note_on,0,0,3,,,,,,,,0,,,55,100
11808,note_on,0,0,12,,,,,,,,6,,,62,0
11808,note_on,0,0,14,,,,,,,,7,,,65,0
11808,note_on,0,0,12,,,,,,,,6,,,67,100
11808,note_on,0,0,13,,,,,,,,6,,,39,100
11808,note_on,0,0,14,,,,,,,,7,,,72,100
11808,note_on,0,0,2,,,,,,,,0,,,67,100
11808,note_on,288,0,2,,,,,,,,0,,,65,0
11808,note_on,0,0,10,,,,,,,,6,,,72,100
11808,note_on,0,0,10,,,,,,,,6,,,71,0
11808,note_on,0,0,11,,,,,,,,6,,,71,0
11808,note_on,96,0,4,,,,,,,,0,,,56,0
11808,note_on,0,0,14,,,,,,,,7,,,63,100
11808,note_on,0,0,12,,,,,,,,6,,,65,0
11808,note_on,0,0,11,,,,,,,,6,,,72,100
11808,note_on,288,0,15,,,,,,,,7,,,56,0
11808,note_on,0,0,15,,,,,,,,7,,,44,0
11808,note_on,0,0,15,,,,,,,,7,,,39,100
11808,note_on,0,0,14,,,,,,,,7,,,67,100
11808,note_on,0,0,15,,,,,,,,7,,,51,100
11808,note_on,0,0,4,,,,,,,,0,,,51,100
11808,note_on,48,0,11,,,,,,,,6,,,71,0
11808,note_on,0,0,12,,,,,,,,6,,,60,100
11856,note_on,48,0,13,,,,,,,,6,,,39,0
11856,note_on,0,0,13,,,,,,,,6,,,51,100
11856,note_on,0,0,11,,,,,,,,6,,,67,100
11856,note_on,0,0,10,,,,,,,,6,,,67,100
11856,note_on,48,0,10,,,,,,,,6,,,72,0
11856,note_on,48,0,11,,,,,,,,6,,,72,0
11880,note_on,24,0,11,,,,,,,,6,,,67,0
11880,note_on,0,0,10,,,,,,,,6,,,72,100
11880,note_on,24,0,10,,,,,,,,6,,,67,0
11880,note_on,0,0,11,,,,,,,,6,,,72,100
11904,note_on,96,0,12,,,,,,,,6,,,67,0
11904,note_on,48,0,13,,,,,,,,6,,,51,0
11904,note_on,0,0,13,,,,,,,,6,,,51,100
11904,note_on,0,0,12,,,,,,,,6,,,60,100
