tick,type,key,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
9359,note_on,,0,0,1,,,,,,,,0,,74,0
9359,note_on,,119,0,1,,,,,,,,0,,71,0
9359,note_on,,239,0,2,,,,,,,,1,,55,0
9360,note_on,,1,0,1,,,,,,,,0,,76,64
9360,note_on,,1,0,2,,,,,,,,1,,48,60
9360,note_on,,0,0,1,,,,,,,,0,,72,64
9419,note_on,,59,0,1,,,,,,,,0,,72,0
9419,note_on,,0,0,1,,,,,,,,0,,76,0
9420,note_on,,0,0,1,,,,,,,,0,,71,64
9420,note_on,,1,0,1,,,,,,,,0,,74,64
9479,note_on,,59,0,1,,,,,,,,0,,71,0
9479,note_on,,0,0,1,,,,,,,,0,,74,0
9480,note_on,,1,0,1,,,,,,,,0,,72,64
9480,note_on,,0,0,1,,,,,,,,0,,69,64
9539,note_on,,59,0,1,,,,,,,,0,,69,0
9539,note_on,,0,0,1,,,,,,,,0,,72,0
9540,note_on,,1,0,1,,,,,,,,0,,71,64
9540,note_on,,0,0,1,,,,,,,,0,,67,64
9599,note_on,,0,0,1,,,,,,,,0,,71,0
9599,note_on,,59,0,1,,,,,,,,0,,67,0
9599,note_on,,239,0,2,,,,,,,,1,,48,0
9600,note_on,,1,0,2,,,,,,,,1,,50,60
9600,note_on,,0,0,1,,,,,,,,0,,67,64
9600,note_on,,1,0,1,,,,,,,,0,,71,64
9720,note_on,,0,0,1,,,,,,,,0,,71,0
9720,note_on,,0,0,1,,,,,,,,0,,67,0
9720,note_on,,120,0,1,,,,,,,,0,,69,64
9720,note_on,,0,0,1,,,,,,,,0,,66,64
9837,note_on,,117,0,1,,,,,,,,0,,69,0
9837,note_on,,0,0,1,,,,,,,,0,,66,0
9839,note_on,,239,0,2,,,,,,,,1,,50,0
9840,note_on,,1,0,2,,,,,,,,1,,55,95
9840,note_on,,3,0,1,,,,,,,,0,,71,100
9959,note_on,,119,0,2,,,,,,,,1,,55,0
9959,note_on,,119,0,1,,,,,,,,0,,71,0
9960,note_on,,1,0,1,,,,,,,,0,,74,100
9960,note_on,,1,0,2,,,,,,,,1,,57,95
9989,note_on,,29,0,1,,,,,,,,0,,74,0
9990,note_on,,1,0,1,,,,,,,,0,,72,100
10019,note_on,,29,0,1,,,,,,,,0,,72,0
10020,note_on,,1,0,1,,,,,,,,0,,71,100
10049,note_on,,29,0,1,,,,,,,,0,,71,0
10050,note_on,,1,0,1,,,,,,,,0,,72,100
10079,note_on,,119,0,2,,,,,,,,1,,57,0
10079,note_on,,29,0,1,,,,,,,,0,,72,0
10080,note_on,,1,0,2,,,,,,,,1,,59,95
10080,note_on,,1,0,1,,,,,,,,0,,74,100
10199,note_on,,119,0,1,,,,,,,,0,,74,0
10199,note_on,,119,0,2,,,,,,,,1,,59,0
10200,note_on,,1,0,2,,,,,,,,1,,64,95
10200,note_on,,1,0,1,,,,,,,,0,,79,100
10200,note_on,,0,0,1,,,,,,,,0,,72,100
10319,note_on,,119,0,2,,,,,,,,1,,64,0
10319,note_on,,119,0,1,,,,,,,,0,,72,0
10319,note_on,,0,0,1,,,,,,,,0,,79,0
10320,note_on,,1,0,1,,,,,,,,0,,79,100
10320,note_on,,1,0,2,,,,,,,,1,,62,95
10320,note_on,,0,0,1,,,,,,,,0,,71,100
10439,note_on,,0,0,1,,,,,,,,0,,79,0
10439,note_on,,119,0,2,,,,,,,,1,,62,0
10439,note_on,,119,0,1,,,,,,,,0,,71,0
10440,note_on,,1,0,1,,,,,,,,0,,79,100
10440,note_on,,0,0,1,,,,,,,,0,,76,100
10440,note_on,,1,0,2,,,,,,,,1,,60,95
10559,note_on,,119,0,1,,,,,,,,0,,76,0
10559,note_on,,0,0,1,,,,,,,,0,,79,0
10559,note_on,,119,0,2,,,,,,,,1,,60,0
10560,note_on,,1,0,1,,,,,,,,0,,79,100
10560,note_on,,0,0,1,,,,,,,,0,,74,100
10560,note_on,,1,0,2,,,,,,,,1,,59,95
10679,note_on,,119,0,2,,,,,,,,1,,59,0
10680,note_on,,1,0,2,,,,,,,,1,,55,95
10680,note_on,,120,0,1,,,,,,,,0,,71,100
10680,note_on,,0,0,1,,,,,,,,0,,74,0
10797,note_on,,117,0,1,,,,,,,,0,,71,0
10799,note_on,,2,0,1,,,,,,,,0,,79,0
10799,note_on,,119,0,2,,,,,,,,1,,55,0
10800,note_on,,1,0,1,,,,,,,,0,,83,100
10800,polytouch,,1,0,2,,,,,,,64,1,,55,
10859,note_on,,59,0,1,,,,,,,,0,,83,0
10860,note_on,,1,0,1,,,,,,,,0,,79,100
10919,note_on,,59,0,1,,,,,,,,0,,79,0
10920,note_on,,120,0,2,,,,,,,,1,,55,95
10920,note_on,,1,0,1,,,,,,,,0,,78,100
10979,note_on,,59,0,1,,,,,,,,0,,78,0
10980,note_on,,1,0,1,,,,,,,,0,,76,100
11039,note_on,,59,0,1,,,,,,,,0,,76,0
11039,note_on,,119,0,2,,,,,,,,1,,55,0
11040,note_on,,1,0,1,,,,,,,,0,,81,100
11040,note_on,,1,0,2,,,,,,,,1,,54,95
11099,note_on,,59,0,1,,,,,,,,0,,81,0
11100,note_on,,1,0,1,,,,,,,,0,,78,100
11159,note_on,,119,0,2,,,,,,,,1,,54,0
11159,note_on,,59,0,1,,,,,,,,0,,78,0
11160,note_on,,1,0,1,,,,,,,,0,,76,100
11160,note_on,,1,0,2,,,,,,,,1,,59,95
11219,note_on,,59,0,1,,,,,,,,0,,76,0
11220,note_on,,1,0,1,,,,,,,,0,,74,100
11279,note_on,,119,0,2,,,,,,,,1,,59,0
11279,note_on,,59,0,1,,,,,,,,0,,74,0
11280,note_on,,1,0,2,,,,,,,,1,,55,95
11280,note_on,,1,0,1,,,,,,,,0,,79,100
11339,note_on,,59,0,1,,,,,,,,0,,79,0
11340,note_on,,1,0,1,,,,,,,,0,,76,100
11399,note_on,,59,0,1,,,,,,,,0,,76,0
11399,note_on,,119,0,2,,,,,,,,1,,55,0
11400,note_on,,1,0,2,,,,,,,,1,,57,95
11400,note_on,,1,0,1,,,,,,,,0,,74,100
11459,note_on,,59,0,1,,,,,,,,0,,74,0
11460,note_on,,1,0,1,,,,,,,,0,,73,100
11519,note_on,,119,0,2,,,,,,,,1,,57,0
11519,note_on,,59,0,1,,,,,,,,0,,73,0
11520,note_on,,1,0,2,,,,,,,,1,,50,95
11520,note_on,,1,0,1,,,,,,,,0,,74,100
11759,note_on,,239,0,2,,,,,,,,1,,50,0
11759,note_on,,239,0,1,,,,,,,,0,,74,0
11760,note_on,,1,0,2,,,,,,,,1,,55,60
11760,note_on,,1,0,1,,,,,,,,0,,71,100
11879,note_on,,119,0,2,,,,,,,,1,,55,0
11879,note_on,,119,0,1,,,,,,,,0,,71,0
11880,note_on,,1,0,2,,,,,,,,1,,57,60
11880,note_on,,1,0,1,,,,,,,,0,,74,100
11909,note_on,,29,0,1,,,,,,,,0,,74,0
11910,note_on,,1,0,1,,,,,,,,0,,72,100
11939,note_on,,29,0,1,,,,,,,,0,,72,0
11940,note_on,,1,0,1,,,,,,,,0,,71,100
11969,note_on,,29,0,1,,,,,,,,0,,71,0
11970,note_on,,1,0,1,,,,,,,,0,,72,100
11999,note_on,,29,0,1,,,,,,,,0,,72,0
11999,note_on,,119,0,2,,,,,,,,1,,57,0
12000,note_on,,1,0,1,,,,,,,,0,,74,64
12000,note_on,,1,0,2,,,,,,,,1,,59,60
12119,note_on,,119,0,2,,,,,,,,1,,59,0
12119,note_on,,119,0,1,,,,,,,,0,,74,0
12120,note_on,,0,0,1,,,,,,,,0,,72,64
12120,note_on,,1,0,1,,,,,,,,0,,79,64
12120,note_on,,1,0,2,,,,,,,,1,,64,60
12239,note_on,,0,0,1,,,,,,,,0,,79,0
12239,note_on,,119,0,1,,,,,,,,0,,72,0
12239,note_on,,119,0,2,,,,,,,,1,,64,0
12240,note_on,,0,0,1,,,,,,,,0,,71,64
12240,note_on,,1,0,1,,,,,,,,0,,79,64
12240,note_on,,1,0,2,,,,,,,,1,,62,60
12359,note_on,,0,0,1,,,,,,,,0,,79,0
12359,note_on,,119,0,1,,,,,,,,0,,71,0
12359,note_on,,119,0,2,,,,,,,,1,,62,0
12360,note_on,,1,0,2,,,,,,,,1,,60,60
12360,note_on,,1,0,1,,,,,,,,0,,79,64
12360,note_on,,0,0,1,,,,,,,,0,,76,64
12479,note_on,,119,0,2,,,,,,,,1,,60,0
12479,note_on,,0,0,1,,,,,,,,0,,79,0
12479,note_on,,119,0,1,,,,,,,,0,,76,0
12480,note_on,,1,0,2,,,,,,,,1,,59,60
12480,note_on,,1,0,1,,,,,,,,0,,79,64
12480,note_on,,0,0,1,,,,,,,,0,,74,64
12599,note_on,,119,0,2,,,,,,,,1,,59,0
12600,note_on,,1,0,2,,,,,,,,1,,55,60
12600,note_on,,120,0,1,,,,,,,,0,,71,64
12600,note_on,,0,0,1,,,,,,,,0,,74,0
12717,note_on,,117,0,1,,,,,,,,0,,71,0
12719,note_on,,119,0,2,,,,,,,,1,,55,0
12719,note_on,,2,0,1,,,,,,,,0,,79,0
12720,polytouch,,1,0,2,,,,,,,64,1,,55,
12720,note_on,,1,0,1,,,,,,,,0,,81,64
12780,note_on,,0,0,1,,,,,,,,0,,81,0
12780,note_on,,60,0,1,,,,,,,,0,,79,64
12837,note_on,,57,0,1,,,,,,,,0,,79,0
12840,note_on,,3,0,1,,,,,,,,0,,78,64
12899,note_on,,59,0,1,,,,,,,,0,,78,0
12900,note_on,,1,0,1,,,,,,,,0,,76,64
12959,note_on,,59,0,1,,,,,,,,0,,76,0
12960,note_on,,240,0,2,,,,,,,,1,,55,60
12960,note_on,,1,0,1,,,,,,,,0,,74,64
13079,note_on,,119,0,1,,,,,,,,0,,74,0
13080,note_on,,1,0,1,,,,,,,,0,,74,64
13080,note_on,,0,0,1,,,,,,,,0,,71,64
13199,note_on,,119,0,1,,,,,,,,0,,71,0
13199,note_on,,0,0,1,,,,,,,,0,,74,0
13199,note_on,,239,0,2,,,,,,,,1,,55,0
13200,note_on,,1,0,2,,,,,,,,1,,48,60
13200,note_on,,1,0,1,,,,,,,,0,,76,64
13200,note_on,,0,0,1,,,,,,,,0,,72,64
13259,note_on,,0,0,1,,,,,,,,0,,76,0
13259,note_on,,59,0,1,,,,,,,,0,,72,0
13260,note_on,,1,0,1,,,,,,,,0,,74,64
13260,note_on,,0,0,1,,,,,,,,0,,71,64
13319,note_on,,0,0,1,,,,,,,,0,,74,0
13319,note_on,,59,0,1,,,,,,,,0,,71,0
13320,note_on,,0,0,1,,,,,,,,0,,69,64
13320,note_on,,1,0,1,,,,,,,,0,,72,64
13379,note_on,,0,0,1,,,,,,,,0,,72,0
13379,note_on,,59,0,1,,,,,,,,0,,69,0
13380,note_on,,1,0,1,,,,,,,,0,,71,64
13380,note_on,,0,0,1,,,,,,,,0,,67,64
13439,note_on,,59,0,1,,,,,,,,0,,67,0
13439,note_on,,0,0,1,,,,,,,,0,,71,0
13439,note_on,,239,0,2,,,,,,,,1,,48,0
13440,note_on,,0,0,1,,,,,,,,0,,67,64
13440,note_on,,1,0,1,,,,,,,,0,,71,64
13440,note_on,,1,0,2,,,,,,,,1,,50,60
13560,note_on,,120,0,1,,,,,,,,0,,69,64
13560,note_on,,0,0,1,,,,,,,,0,,67,0
13560,note_on,,0,0,1,,,,,,,,0,,71,0
13560,note_on,,0,0,1,,,,,,,,0,,66,64
13677,note_on,,117,0,1,,,,,,,,0,,69,0
13677,note_on,,0,0,1,,,,,,,,0,,66,0
13679,note_on,,239,0,2,,,,,,,,1,,50,0
13680,note_on,,1,0,2,,,,,,,,1,,55,95
13680,note_on,,3,0,1,,,,,,,,0,,71,100
13799,note_on,,119,0,2,,,,,,,,1,,55,0
13799,note_on,,119,0,1,,,,,,,,0,,71,0
13800,note_on,,1,0,2,,,,,,,,1,,57,95
13800,note_on,,1,0,1,,,,,,,,0,,74,100
13829,note_on,,29,0,1,,,,,,,,0,,74,0
13830,note_on,,1,0,1,,,,,,,,0,,72,100
13859,note_on,,29,0,1,,,,,,,,0,,72,0
13860,note_on,,1,0,1,,,,,,,,0,,71,100
13889,note_on,,29,0,1,,,,,,,,0,,71,0
13890,note_on,,1,0,1,,,,,,,,0,,72,100
13919,note_on,,119,0,2,,,,,,,,1,,57,0
13919,note_on,,29,0,1,,,,,,,,0,,72,0
13920,note_on,,1,0,2,,,,,,,,1,,59,95
13920,note_on,,1,0,1,,,,,,,,0,,74,100
14039,note_on,,119,0,2,,,,,,,,1,,59,0
14039,note_on,,119,0,1,,,,,,,,0,,74,0
14040,note_on,,1,0,1,,,,,,,,0,,79,100
14040,note_on,,0,0,1,,,,,,,,0,,72,100
14040,note_on,,1,0,2,,,,,,,,1,,64,95
14159,note_on,,119,0,2,,,,,,,,1,,64,0
14159,note_on,,119,0,1,,,,,,,,0,,72,0
14159,note_on,,0,0,1,,,,,,,,0,,79,0
14160,note_on,,1,0,2,,,,,,,,1,,62,95
14160,note_on,,1,0,1,,,,,,,,0,,79,100
14160,note_on,,0,0,1,,,,,,,,0,,71,100
14279,note_on,,0,0,1,,,,,,,,0,,79,0
14279,note_on,,119,0,2,,,,,,,,1,,62,0
14279,note_on,,119,0,1,,,,,,,,0,,71,0
14280,note_on,,1,0,1,,,,,,,,0,,79,100
14280,note_on,,1,0,2,,,,,,,,1,,60,95
14280,note_on,,0,0,1,,,,,,,,0,,76,100
14399,note_on,,119,0,2,,,,,,,,1,,60,0
14399,note_on,,0,0,1,,,,,,,,0,,79,0
14399,note_on,,119,0,1,,,,,,,,0,,76,0
14400,note_on,,1,0,2,,,,,,,,1,,59,95
14400,note_on,,0,0,1,,,,,,,,0,,74,100
14400,note_on,,1,0,1,,,,,,,,0,,79,100
14519,note_on,,119,0,2,,,,,,,,1,,59,0
14520,note_on,,0,0,1,,,,,,,,0,,74,0
14520,note_on,,1,0,2,,,,,,,,1,,55,95
14520,note_on,,120,0,1,,,,,,,,0,,71,100
14637,note_on,,117,0,1,,,,,,,,0,,71,0
14639,note_on,,119,0,2,,,,,,,,1,,55,0
14639,note_on,,2,0,1,,,,,,,,0,,79,0
14640,polytouch,,1,0,2,,,,,,,64,1,,55,
14640,note_on,,1,0,1,,,,,,,,0,,83,100
14699,note_on,,59,0,1,,,,,,,,0,,83,0
14700,note_on,,1,0,1,,,,,,,,0,,79,100
14759,note_on,,59,0,1,,,,,,,,0,,79,0
14760,note_on,,120,0,2,,,,,,,,1,,55,95
14760,note_on,,1,0,1,,,,,,,,0,,78,100
14819,note_on,,59,0,1,,,,,,,,0,,78,0
14820,note_on,,1,0,1,,,,,,,,0,,76,100
14879,note_on,,119,0,2,,,,,,,,1,,55,0
14879,note_on,,59,0,1,,,,,,,,0,,76,0
14880,note_on,,1,0,1,,,,,,,,0,,81,100
14880,note_on,,1,0,2,,,,,,,,1,,54,95
14939,note_on,,59,0,1,,,,,,,,0,,81,0
14940,note_on,,1,0,1,,,,,,,,0,,78,100
14999,note_on,,59,0,1,,,,,,,,0,,78,0
14999,note_on,,119,0,2,,,,,,,,1,,54,0
15000,note_on,,1,0,2,,,,,,,,1,,59,95
15000,note_on,,1,0,1,,,,,,,,0,,76,100
15059,note_on,,59,0,1,,,,,,,,0,,76,0
15060,note_on,,1,0,1,,,,,,,,0,,74,100
15119,note_on,,119,0,2,,,,,,,,1,,59,0
15119,note_on,,59,0,1,,,,,,,,0,,74,0
15120,note_on,,1,0,1,,,,,,,,0,,79,100
15120,note_on,,1,0,2,,,,,,,,1,,55,95
15179,note_on,,59,0,1,,,,,,,,0,,79,0
15180,note_on,,1,0,1,,,,,,,,0,,76,100
15239,note_on,,59,0,1,,,,,,,,0,,76,0
15239,note_on,,119,0,2,,,,,,,,1,,55,0
15240,note_on,,1,0,2,,,,,,,,1,,57,95
15240,note_on,,1,0,1,,,,,,,,0,,74,100
15299,note_on,,59,0,1,,,,,,,,0,,74,0
15300,note_on,,1,0,1,,,,,,,,0,,73,100
15359,note_on,,59,0,1,,,,,,,,0,,73,0
15359,note_on,,119,0,2,,,,,,,,1,,57,0
15360,note_on,,1,0,1,,,,,,,,0,,74,100
15360,note_on,,1,0,2,,,,,,,,1,,50,95
15599,note_on,,239,0,2,,,,,,,,1,,50,0
15599,note_on,,239,0,1,,,,,,,,0,,74,0
15600,note_on,,0,0,1,,,,,,,,0,,67,64
15600,note_on,,1,0,2,,,,,,,,1,,55,60
15600,note_on,,1,0,1,,,,,,,,0,,71,64
15719,note_on,,119,0,2,,,,,,,,1,,55,0
15719,note_on,,119,0,1,,,,,,,,0,,67,0
15719,note_on,,0,0,1,,,,,,,,0,,71,0
15720,note_on,,0,0,1,,,,,,,,0,,67,64
15720,note_on,,1,0,2,,,,,,,,1,,49,60
15720,note_on,,1,0,1,,,,,,,,0,,71,64
15839,note_on,,0,0,1,,,,,,,,0,,71,0
15839,note_on,,119,0,1,,,,,,,,0,,67,0
15839,note_on,,119,0,2,,,,,,,,1,,49,0
15840,note_on,,1,0,1,,,,,,,,0,,71,64
15840,note_on,,0,0,1,,,,,,,,0,,67,64
15840,note_on,,1,0,2,,,,,,,,1,,50,60
15959,note_on,,119,0,2,,,,,,,,1,,50,0
15959,note_on,,119,0,1,,,,,,,,0,,67,0
15959,note_on,,0,0,1,,,,,,,,0,,71,0
15960,polytouch,,1,0,2,,,,,,,64,1,,50,
15960,note_on,,0,0,1,,,,,,,,0,,66,64
15960,note_on,,1,0,1,,,,,,,,0,,69,64
16019,note_on,,59,0,1,,,,,,,,0,,66,0
16019,note_on,,0,0,1,,,,,,,,0,,69,0
16020,note_on,,1,0,1,,,,,,,,0,,71,64
16020,note_on,,0,0,1,,,,,,,,0,,67,64
16079,note_on,,0,0,1,,,,,,,,0,,71,0
16079,note_on,,59,0,1,,,,,,,,0,,67,0
16080,note_on,,120,0,2,,,,,,,,1,,62,60
16080,note_on,,0,0,1,,,,,,,,0,,69,64
16080,note_on,,1,0,1,,,,,,,,0,,72,64
16199,note_on,,119,0,2,,,,,,,,1,,62,0
16199,note_on,,0,0,1,,,,,,,,0,,72,0
16199,note_on,,119,0,1,,,,,,,,0,,69,0
16200,note_on,,0,0,1,,,,,,,,0,,69,64
16200,note_on,,1,0,1,,,,,,,,0,,72,64
16200,note_on,,1,0,2,,,,,,,,1,,54,60
16319,note_on,,0,0,1,,,,,,,,0,,72,0
16319,note_on,,119,0,1,,,,,,,,0,,69,0
16319,note_on,,119,0,2,,,,,,,,1,,54,0
16320,note_on,,1,0,1,,,,,,,,0,,72,64
16320,note_on,,1,0,2,,,,,,,,1,,55,60
16320,note_on,,0,0,1,,,,,,,,0,,69,64
16439,note_on,,119,0,2,,,,,,,,1,,55,0
16440,note_on,,120,0,1,,,,,,,,0,,71,64
16440,note_on,,0,0,1,,,,,,,,0,,67,64
16440,note_on,,0,0,1,,,,,,,,0,,69,0
16440,note_on,,0,0,1,,,,,,,,0,,72,0
16440,polytouch,,1,0,2,,,,,,,64,1,,54,
16557,note_on,,0,0,1,,,,,,,,0,,67,0
16557,note_on,,117,0,1,,,,,,,,0,,71,0
16560,note_on,,120,0,2,,,,,,,,1,,55,95
16560,note_on,,0,0,1,,,,,,,,0,,71,100
16560,note_on,,3,0,1,,,,,,,,0,,74,100
16619,note_on,,59,0,2,,,,,,,,1,,55,0
16620,note_on,,1,0,2,,,,,,,,1,,54,95
16679,note_on,,0,0,1,,,,,,,,0,,74,0
16679,note_on,,119,0,1,,,,,,,,0,,71,0
16679,note_on,,59,0,2,,,,,,,,1,,54,0
16680,note_on,,1,0,1,,,,,,,,0,,74,100
16680,note_on,,1,0,2,,,,,,,,1,,55,95
16680,note_on,,0,0,1,,,,,,,,0,,71,100
16739,note_on,,59,0,2,,,,,,,,1,,55,0
16740,note_on,,1,0,2,,,,,,,,1,,54,95
16799,note_on,,59,0,2,,,,,,,,1,,54,0
16799,note_on,,119,0,1,,,,,,,,0,,71,0
16799,note_on,,0,0,1,,,,,,,,0,,74,0
16800,note_on,,0,0,1,,,,,,,,0,,72,100
16800,note_on,,1,0,2,,,,,,,,1,,55,95
16800,note_on,,1,0,1,,,,,,,,0,,76,100
16860,note_on,,0,0,1,,,,,,,,0,,72,0
16860,note_on,,60,0,1,,,,,,,,0,,74,100
16860,note_on,,0,0,1,,,,,,,,0,,71,100
16860,note_on,,0,0,1,,,,,,,,0,,76,0
16917,note_on,,0,0,1,,,,,,,,0,,71,0
16917,note_on,,57,0,1,,,,,,,,0,,74,0
16919,note_on,,119,0,2,,,,,,,,1,,55,0
16920,note_on,,3,0,1,,,,,,,,0,,72,100
16920,note_on,,0,0,1,,,,,,,,0,,69,100
16920,note_on,,1,0,2,,,,,,,,1,,55,95
16979,note_on,,0,0,1,,,,,,,,0,,72,0
16979,note_on,,59,0,1,,,,,,,,0,,69,0
16980,note_on,,1,0,1,,,,,,,,0,,71,100
16980,note_on,,0,0,1,,,,,,,,0,,67,100
17039,note_on,,119,0,2,,,,,,,,1,,55,0
17039,note_on,,0,0,1,,,,,,,,0,,71,0
17039,note_on,,59,0,1,,,,,,,,0,,67,0
17040,note_on,,0,0,1,,,,,,,,0,,66,100
17040,note_on,,1,0,1,,,,,,,,0,,69,100
17040,note_on,,1,0,2,,,,,,,,1,,62,95
17159,note_on,,119,0,1,,,,,,,,0,,66,0
17159,note_on,,0,0,1,,,,,,,,0,,69,0
17159,note_on,,119,0,2,,,,,,,,1,,62,0
17160,note_on,,1,0,2,,,,,,,,1,,61,95
17160,note_on,,1,0,1,,,,,,,,0,,71,100
17160,note_on,,0,0,1,,,,,,,,0,,67,100
17279,note_on,,119,0,2,,,,,,,,1,,61,0
17279,note_on,,119,0,1,,,,,,,,0,,67,0
17279,note_on,,0,0,1,,,,,,,,0,,71,0
17280,note_on,,1,0,1,,,,,,,,0,,71,100
17280,note_on,,1,0,2,,,,,,,,1,,62,95
17280,note_on,,0,0,1,,,,,,,,0,,67,100
17400,note_on,,0,0,1,,,,,,,,0,,66,100
17400,note_on,,0,0,1,,,,,,,,0,,67,0
17400,note_on,,0,0,1,,,,,,,,0,,71,0
17400,note_on,,120,0,1,,,,,,,,0,,69,100
17517,note_on,,0,0,1,,,,,,,,0,,66,0
17517,note_on,,117,0,1,,,,,,,,0,,69,0
17519,note_on,,239,0,2,,,,,,,,1,,62,0
17520,note_on,,0,0,2,,,,,,,,1,,55,60
17520,note_on,,3,0,1,,,,,,,,0,,71,64
17520,note_on,,1,0,2,,,,,,,,1,,62,60
17639,note_on,,119,0,1,,,,,,,,0,,71,0
17639,note_on,,119,0,2,,,,,,,,1,,55,0
17639,note_on,,0,0,2,,,,,,,,1,,62,0
17640,note_on,,1,0,1,,,,,,,,0,,71,64
17640,note_on,,1,0,2,,,,,,,,1,,62,60
17640,note_on,,0,0,2,,,,,,,,1,,55,60
17759,note_on,,119,0,1,,,,,,,,0,,71,0
17759,note_on,,119,0,2,,,,,,,,1,,55,0
17759,note_on,,0,0,2,,,,,,,,1,,62,0
17760,note_on,,1,0,1,,,,,,,,0,,72,64
17760,note_on,,0,0,2,,,,,,,,1,,55,60
17760,note_on,,1,0,2,,,,,,,,1,,62,60
17820,note_on,,0,0,1,,,,,,,,0,,72,0
17820,note_on,,60,0,1,,,,,,,,0,,71,64
17877,note_on,,57,0,1,,,,,,,,0,,71,0
17879,note_on,,119,0,2,,,,,,,,1,,55,0
17879,note_on,,0,0,2,,,,,,,,1,,62,0
17880,polytouch,,1,0,2,,,,,,,64,1,,62,
17880,note_on,,3,0,1,,,,,,,,0,,69,64
17939,note_on,,59,0,1,,,,,,,,0,,69,0
17940,note_on,,1,0,1,,,,,,,,0,,67,64
17999,note_on,,59,0,1,,,,,,,,0,,67,0
18000,note_on,,1,0,1,,,,,,,,0,,74,64
18000,note_on,,0,0,2,,,,,,,,1,,55,60
18000,note_on,,120,0,2,,,,,,,,1,,59,60
18119,note_on,,119,0,2,,,,,,,,1,,55,0
18119,note_on,,119,0,1,,,,,,,,0,,74,0
18119,note_on,,0,0,2,,,,,,,,1,,59,0
18120,note_on,,0,0,1,,,,,,,,0,,71,64
18120,note_on,,1,0,2,,,,,,,,1,,59,60
18120,note_on,,1,0,1,,,,,,,,0,,74,64
18120,note_on,,0,0,2,,,,,,,,1,,55,60
18239,note_on,,119,0,2,,,,,,,,1,,55,0
18239,note_on,,0,0,2,,,,,,,,1,,59,0
18239,note_on,,0,0,1,,,,,,,,0,,74,0
18239,note_on,,119,0,1,,,,,,,,0,,71,0
18240,note_on,,1,0,1,,,,,,,,0,,76,64
18240,note_on,,1,0,2,,,,,,,,1,,59,60
18240,note_on,,0,0,2,,,,,,,,1,,55,60
18300,note_on,,60,0,1,,,,,,,,0,,74,64
18300,note_on,,0,0,1,,,,,,,,0,,76,0
18357,note_on,,57,0,1,,,,,,,,0,,74,0
18359,note_on,,0,0,2,,,,,,,,1,,59,0
18359,note_on,,119,0,2,,,,,,,,1,,55,0
18360,note_on,,3,0,1,,,,,,,,0,,72,64
18360,polytouch,,1,0,2,,,,,,,64,1,,59,
18419,note_on,,59,0,1,,,,,,,,0,,72,0
18420,note_on,,1,0,1,,,,,,,,0,,71,64
18479,note_on,,59,0,1,,,,,,,,0,,71,0
18480,note_on,,0,0,2,,,,,,,,1,,48,95
18480,note_on,,1,0,1,,,,,,,,0,,76,100
18480,note_on,,120,0,2,,,,,,,,1,,55,95
18599,note_on,,119,0,2,,,,,,,,1,,48,0
18599,note_on,,0,0,2,,,,,,,,1,,55,0
18599,note_on,,119,0,1,,,,,,,,0,,76,0
18600,note_on,,0,0,2,,,,,,,,1,,55,95
18600,note_on,,1,0,2,,,,,,,,1,,55,95
18600,note_on,,1,0,1,,,,,,,,0,,76,100
18719,note_on,,119,0,2,,,,,,,,1,,55,0
18719,note_on,,0,0,2,,,,,,,,1,,55,0
18719,note_on,,119,0,1,,,,,,,,0,,76,0
18720,note_on,,1,0,1,,,,,,,,0,,76,100
18720,note_on,,1,0,2,,,,,,,,1,,55,95
18720,note_on,,0,0,2,,,,,,,,1,,48,95
18779,note_on,,59,0,1,,,,,,,,0,,76,0
18780,note_on,,1,0,1,,,,,,,,0,,78,100
18839,note_on,,119,0,2,,,,,,,,1,,48,0
18839,note_on,,59,0,1,,,,,,,,0,,78,0
18840,note_on,,1,0,2,,,,,,,,1,,52,95
18840,note_on,,1,0,1,,,,,,,,0,,79,100
18899,note_on,,59,0,1,,,,,,,,0,,79,0
18900,note_on,,1,0,1,,,,,,,,0,,72,100
18959,note_on,,119,0,2,,,,,,,,1,,52,0
18959,note_on,,59,0,1,,,,,,,,0,,72,0
18960,note_on,,1,0,1,,,,,,,,0,,71,100
18960,note_on,,1,0,2,,,,,,,,1,,50,95
19079,note_on,,0,0,2,,,,,,,,1,,55,0
19079,note_on,,119,0,2,,,,,,,,1,,50,0
19079,note_on,,119,0,1,,,,,,,,0,,71,0
19080,note_on,,1,0,1,,,,,,,,0,,71,100
19080,note_on,,0,0,2,,,,,,,,1,,50,95
19080,note_on,,1,0,2,,,,,,,,1,,54,95
19095,note_on,,15,0,1,,,,,,,,0,,69,100
19095,note_on,,0,0,1,,,,,,,,0,,71,0
19110,note_on,,15,0,1,,,,,,,,0,,71,100
19110,note_on,,0,0,1,,,,,,,,0,,69,0
19125,note_on,,15,0,1,,,,,,,,0,,69,100
19125,note_on,,0,0,1,,,,,,,,0,,71,0
19140,note_on,,15,0,1,,,,,,,,0,,67,100
19140,note_on,,0,0,1,,,,,,,,0,,69,0
19170,note_on,,30,0,1,,,,,,,,0,,69,100
19170,note_on,,0,0,1,,,,,,,,0,,67,0
19199,note_on,,0,0,2,,,,,,,,1,,54,0
19199,note_on,,119,0,2,,,,,,,,1,,50,0
