tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity,pitch
147600,note_on,0,0,1,,,,,,,,,0,,62,85,
147600,note_off,120,0,1,,,,,,,,,0,,74,0,
147720,note_off,120,0,1,,,,,,,,,0,,62,0,
147720,note_on,0,0,1,,,,,,,,,0,,74,85,
147840,note_on,0,0,4,,,,,,,,,3,,49,86,
147840,note_off,240,0,4,,,,,,,,,3,,50,0,
147840,note_off,120,0,1,,,,,,,,,0,,74,0,
147840,note_on,0,0,1,,,,,,,,,0,,61,85,
147960,note_on,0,0,1,,,,,,,,,0,,73,86,
147960,note_off,120,0,1,,,,,,,,,0,,61,0,
148080,note_on,0,0,1,,,,,,,,,0,,62,86,
148080,note_off,120,0,1,,,,,,,,,0,,73,0,
148080,note_off,240,0,4,,,,,,,,,3,,49,0,
148080,note_on,0,0,4,,,,,,,,,3,,50,86,
148200,note_on,0,0,1,,,,,,,,,0,,74,86,
148200,note_off,120,0,1,,,,,,,,,0,,62,0,
148320,note_on,0,0,1,,,,,,,,,0,,65,99,
148320,note_off,120,0,1,,,,,,,,,0,,74,0,
148320,note_off,240,0,4,,,,,,,,,3,,50,0,
148320,note_on,0,0,4,,,,,,,,,3,,41,98,
148440,note_off,120,0,1,,,,,,,,,0,,65,0,
148440,note_on,0,0,1,,,,,,,,,0,,77,87,
148476,note_off,156,0,4,,,,,,,,,3,,41,0,
148560,note_off,120,0,1,,,,,,,,,0,,77,0,
148560,note_on,84,0,4,,,,,,,,,3,,53,87,
148560,note_on,0,0,1,,,,,,,,,0,,65,87,
148680,note_off,120,0,1,,,,,,,,,0,,65,0,
148680,note_on,0,0,1,,,,,,,,,0,,77,87,
148716,note_off,156,0,4,,,,,,,,,3,,53,0,
148800,note_on,84,0,4,,,,,,,,,3,,53,88,
148800,note_off,120,0,1,,,,,,,,,0,,77,0,
148800,note_on,0,0,1,,,,,,,,,0,,65,88,
148920,note_off,120,0,1,,,,,,,,,0,,65,0,
148920,note_on,0,0,1,,,,,,,,,0,,77,88,
148956,note_off,156,0,4,,,,,,,,,3,,53,0,
149040,note_on,84,0,4,,,,,,,,,3,,53,89,
149040,note_off,120,0,1,,,,,,,,,0,,77,0,
149040,note_on,0,0,1,,,,,,,,,0,,65,88,
149160,note_off,120,0,1,,,,,,,,,0,,65,0,
149160,note_on,0,0,1,,,,,,,,,0,,77,89,
149280,note_off,240,0,4,,,,,,,,,3,,53,0,
149280,note_off,120,0,1,,,,,,,,,0,,77,0,
149280,note_on,0,0,1,,,,,,,,,0,,64,89,
149280,note_on,0,0,4,,,,,,,,,3,,52,89,
149400,note_off,120,0,1,,,,,,,,,0,,64,0,
149400,note_on,0,0,1,,,,,,,,,0,,76,89,
149520,note_on,0,0,1,,,,,,,,,0,,65,89,
149520,note_on,0,0,4,,,,,,,,,3,,53,90,
149520,note_off,240,0,4,,,,,,,,,3,,52,0,
149520,note_off,120,0,1,,,,,,,,,0,,76,0,
149640,note_on,0,0,1,,,,,,,,,0,,77,90,
149640,note_off,120,0,1,,,,,,,,,0,,65,0,
149760,note_off,120,0,1,,,,,,,,,0,,77,0,
149760,note_on,0,0,1,,,,,,,,,0,,70,101,
149760,note_on,0,0,4,,,,,,,,,3,,46,104,
149760,note_off,240,0,4,,,,,,,,,3,,53,0,
149880,note_off,120,0,1,,,,,,,,,0,,70,0,
149880,note_on,0,0,1,,,,,,,,,0,,82,90,
149916,note_off,156,0,4,,,,,,,,,3,,46,0,
150000,note_on,0,0,1,,,,,,,,,0,,70,91,
150000,note_off,120,0,1,,,,,,,,,0,,82,0,
150000,note_on,84,0,4,,,,,,,,,3,,58,91,
150120,note_on,0,0,1,,,,,,,,,0,,82,91,
150120,note_off,120,0,1,,,,,,,,,0,,70,0,
150156,note_off,156,0,4,,,,,,,,,3,,58,0,
150240,note_on,0,0,1,,,,,,,,,0,,70,91,
150240,note_off,120,0,1,,,,,,,,,0,,82,0,
150240,note_on,84,0,4,,,,,,,,,3,,58,92,
150360,note_on,0,0,1,,,,,,,,,0,,82,92,
150360,note_off,120,0,1,,,,,,,,,0,,70,0,
150396,note_off,156,0,4,,,,,,,,,3,,58,0,
150480,note_on,0,0,1,,,,,,,,,0,,70,92,
150480,note_off,120,0,1,,,,,,,,,0,,82,0,
150480,note_on,84,0,4,,,,,,,,,3,,58,92,
150600,note_on,0,0,1,,,,,,,,,0,,82,92,
150600,note_off,120,0,1,,,,,,,,,0,,70,0,
150720,note_off,240,0,4,,,,,,,,,3,,58,0,
150720,note_on,0,0,4,,,,,,,,,3,,57,93,
150720,note_on,0,0,1,,,,,,,,,0,,69,92,
150720,note_off,120,0,1,,,,,,,,,0,,82,0,
150840,note_on,0,0,1,,,,,,,,,0,,81,93,
150840,note_off,120,0,1,,,,,,,,,0,,69,0,
150960,set_tempo,5520,1,0,,,,,,327868,,,,,,,
150960,note_off,120,0,1,,,,,,,,,0,,81,0,
150960,note_off,240,0,4,,,,,,,,,3,,57,0,
150960,note_on,0,0,1,,,,,,,,,0,,70,93,
150960,note_on,0,0,4,,,,,,,,,3,,58,93,
151080,note_on,0,0,1,,,,,,,,,0,,82,93,
151080,note_off,120,0,1,,,,,,,,,0,,70,0,
151080,set_tempo,120,1,0,,,,,,331491,,,,,,,
151200,note_on,0,0,4,,,,,,,,,3,,55,66,
151200,note_on,0,0,4,,,,,,,,,3,,46,66,
151200,note_off,120,0,1,,,,,,,,,0,,82,0,
151200,note_on,0,0,1,,,,,,,,,0,,58,46,
151200,set_tempo,120,1,0,,,,,,324324,,,,,,,
151200,note_off,240,0,4,,,,,,,,,3,,58,0,
151200,note_on,0,0,4,,,,,,,,,3,,43,66,
151320,note_off,120,0,1,,,,,,,,,0,,58,0,
151320,note_on,0,0,1,,,,,,,,,0,,60,47,
151440,note_off,120,0,1,,,,,,,,,0,,60,0,
151440,note_on,0,0,1,,,,,,,,,0,,58,48,
151560,note_off,120,0,1,,,,,,,,,0,,58,0,
151560,note_on,0,0,1,,,,,,,,,0,,57,49,
151680,note_off,120,0,1,,,,,,,,,0,,57,0,
151680,note_on,0,0,1,,,,,,,,,0,,58,50,
151800,note_off,120,0,1,,,,,,,,,0,,58,0,
151800,note_on,0,0,1,,,,,,,,,0,,57,51,
151920,note_off,120,0,1,,,,,,,,,0,,57,0,
151920,note_on,0,0,1,,,,,,,,,0,,58,52,
152040,note_off,120,0,1,,,,,,,,,0,,58,0,
152040,note_on,0,0,1,,,,,,,,,0,,59,53,
152160,note_off,120,0,1,,,,,,,,,0,,59,0,
152160,note_on,0,0,1,,,,,,,,,0,,60,54,
152280,note_off,120,0,1,,,,,,,,,0,,60,0,
152280,note_on,0,0,1,,,,,,,,,0,,61,55,
152400,note_on,0,0,1,,,,,,,,,0,,62,56,
152400,note_off,120,0,1,,,,,,,,,0,,61,0,
152520,note_off,120,0,1,,,,,,,,,0,,62,0,
152520,note_on,0,0,1,,,,,,,,,0,,63,57,
152640,note_off,120,0,1,,,,,,,,,0,,63,0,
152640,note_on,0,0,1,,,,,,,,,0,,64,59,
152640,note_on,0,0,4,,,,,,,,,3,,54,72,
152640,note_on,0,0,4,,,,,,,,,3,,46,72,
152640,note_on,0,0,4,,,,,,,,,3,,42,72,
152640,note_off,0,0,4,,,,,,,,,3,,43,0,
152640,note_off,0,0,4,,,,,,,,,3,,55,0,
152640,note_off,1440,0,4,,,,,,,,,3,,46,0,
152760,note_off,120,0,1,,,,,,,,,0,,64,0,
152760,note_on,0,0,1,,,,,,,,,0,,65,60,
152880,note_off,120,0,1,,,,,,,,,0,,65,0,
152880,note_on,0,0,1,,,,,,,,,0,,66,61,
153000,note_on,0,0,1,,,,,,,,,0,,67,62,
153000,note_off,120,0,1,,,,,,,,,0,,66,0,
153120,note_on,0,0,1,,,,,,,,,0,,68,63,
153120,note_off,120,0,1,,,,,,,,,0,,67,0,
153240,note_off,120,0,1,,,,,,,,,0,,68,0,
153240,note_on,0,0,1,,,,,,,,,0,,69,64,
153360,note_off,120,0,1,,,,,,,,,0,,69,0,
153360,note_on,0,0,1,,,,,,,,,0,,70,65,
153480,note_off,120,0,1,,,,,,,,,0,,70,0,
153480,note_on,0,0,1,,,,,,,,,0,,71,66,
153600,note_off,120,0,1,,,,,,,,,0,,71,0,
153600,note_on,0,0,1,,,,,,,,,0,,72,67,
153720,note_off,120,0,1,,,,,,,,,0,,72,0,
153720,note_on,0,0,1,,,,,,,,,0,,73,68,
153840,note_off,120,0,1,,,,,,,,,0,,73,0,
153840,note_on,0,0,1,,,,,,,,,0,,74,69,
153960,note_on,0,0,1,,,,,,,,,0,,75,70,
153960,note_off,120,0,1,,,,,,,,,0,,74,0,
154080,note_on,0,0,1,,,,,,,,,0,,76,71,
154080,note_on,0,0,4,,,,,,,,,3,,53,78,
154080,note_on,0,0,4,,,,,,,,,3,,46,78,
154080,note_on,0,0,4,,,,,,,,,3,,41,78,
154080,note_off,0,0,4,,,,,,,,,3,,46,0,
154080,note_off,0,0,4,,,,,,,,,3,,54,0,
154080,note_off,1440,0,4,,,,,,,,,3,,42,0,
154080,note_off,120,0,1,,,,,,,,,0,,75,0,
154200,note_off,120,0,1,,,,,,,,,0,,76,0,
154200,note_on,0,0,1,,,,,,,,,0,,77,72,
154320,note_off,120,0,1,,,,,,,,,0,,77,0,
154320,note_on,0,0,1,,,,,,,,,0,,78,74,
154440,note_off,120,0,1,,,,,,,,,0,,78,0,
154440,note_on,0,0,1,,,,,,,,,0,,79,75,
154560,note_off,120,0,1,,,,,,,,,0,,79,0,
154560,note_on,0,0,1,,,,,,,,,0,,80,76,
154680,note_off,120,0,1,,,,,,,,,0,,80,0,
154680,note_on,0,0,1,,,,,,,,,0,,81,77,
154800,note_off,120,0,1,,,,,,,,,0,,81,0,
154800,note_on,0,0,1,,,,,,,,,0,,82,78,
154920,note_off,120,0,1,,,,,,,,,0,,82,0,
154920,note_on,0,0,1,,,,,,,,,0,,83,79,
155040,note_off,120,0,1,,,,,,,,,0,,83,0,
155040,note_on,0,0,1,,,,,,,,,0,,84,80,
155160,note_off,120,0,1,,,,,,,,,0,,84,0,
155160,note_on,0,0,1,,,,,,,,,0,,85,81,
155280,note_on,0,0,1,,,,,,,,,0,,84,82,
155280,note_off,120,0,1,,,,,,,,,0,,85,0,
155400,note_off,120,0,1,,,,,,,,,0,,84,0,
155400,note_on,0,0,1,,,,,,,,,0,,85,83,
155520,note_on,0,0,1,,,,,,,,,0,,84,84,
155520,note_off,120,0,1,,,,,,,,,0,,85,0,
155520,note_on,0,0,4,,,,,,,,,3,,52,85,
155520,note_on,0,0,4,,,,,,,,,3,,40,85,
155520,note_off,0,0,4,,,,,,,,,3,,41,0,
155520,note_off,1440,0,4,,,,,,,,,3,,53,0,
155520,note_on,0,0,4,,,,,,,,,3,,46,85,
155520,note_off,0,0,4,,,,,,,,,3,,46,0,
155640,note_off,120,0,1,,,,,,,,,0,,84,0,
155640,note_on,0,0,1,,,,,,,,,0,,85,85,
155760,note_on,0,0,1,,,,,,,,,0,,84,86,
155760,note_off,120,0,1,,,,,,,,,0,,85,0,
155880,note_on,0,0,1,,,,,,,,,0,,85,87,
155880,note_off,120,0,1,,,,,,,,,0,,84,0,
156000,note_on,0,0,1,,,,,,,,,0,,84,89,
156000,note_off,120,0,1,,,,,,,,,0,,85,0,
156120,note_off,120,0,1,,,,,,,,,0,,84,0,
156120,note_on,0,0,1,,,,,,,,,0,,85,90,
156240,note_off,120,0,1,,,,,,,,,0,,85,0,
156240,note_on,0,0,1,,,,,,,,,0,,84,91,
156360,note_off,120,0,1,,,,,,,,,0,,84,0,
156360,note_on,0,0,1,,,,,,,,,0,,85,92,
156480,note_on,0,0,1,,,,,,,,,0,,84,93,
156480,note_off,120,0,1,,,,,,,,,0,,85,0,
156600,note_off,120,0,1,,,,,,,,,0,,84,0,
156600,note_on,0,0,1,,,,,,,,,0,,85,94,
156720,note_off,120,0,1,,,,,,,,,0,,85,0,
156720,note_on,0,0,1,,,,,,,,,0,,84,95,
156840,note_off,120,0,1,,,,,,,,,0,,84,0,
156840,note_on,0,0,1,,,,,,,,,0,,85,97,
156840,set_tempo,5640,1,0,,,,,,327868,,,,,,,
156960,note_on,0,0,1,,,,,,,,,0,,86,97,
156960,note_off,120,0,1,,,,,,,,,0,,85,0,
156960,note_off,1440,0,4,,,,,,,,,3,,46,0,
156960,note_off,0,0,4,,,,,,,,,3,,52,0,
156960,note_on,0,0,4,,,,,,,,,3,,41,91,
156960,note_on,0,0,4,,,,,,,,,3,,46,91,
156960,note_on,0,0,4,,,,,,,,,3,,53,91,
156960,set_tempo,120,1,0,,,,,,324324,,,,,,,
156960,note_off,0,0,4,,,,,,,,,3,,40,0,
157020,note_off,60,0,1,,,,,,,,,0,,86,0,
157020,note_on,0,0,1,,,,,,,,,0,,87,97,
157080,note_off,60,0,1,,,,,,,,,0,,87,0,
157080,note_on,0,0,1,,,,,,,,,0,,86,97,
157200,note_off,120,0,1,,,,,,,,,0,,86,0,
157200,note_on,0,0,1,,,,,,,,,0,,84,97,
157356,note_off,156,0,1,,,,,,,,,0,,84,0,
157440,note_off,0,0,4,,,,,,,,,3,,46,0,
157440,note_off,480,0,4,,,,,,,,,3,,53,0,
157440,note_on,84,0,1,,,,,,,,,0,,82,97,
157440,note_off,0,0,4,,,,,,,,,3,,41,0,
157596,note_off,156,0,1,,,,,,,,,0,,82,0,
157680,note_on,0,0,4,,,,,,,,,3,,62,89,
157680,note_on,0,0,4,,,,,,,,,3,,58,89,
157680,note_on,84,0,1,,,,,,,,,0,,82,96,
157680,note_on,240,0,4,,,,,,,,,3,,53,89,
157740,note_off,60,0,1,,,,,,,,,0,,82,0,
157740,note_on,0,0,1,,,,,,,,,0,,84,96,
157800,note_off,60,0,1,,,,,,,,,0,,84,0,
157800,note_on,0,0,1,,,,,,,,,0,,82,96,
157920,note_on,0,0,1,,,,,,,,,0,,81,96,
157920,note_off,120,0,1,,,,,,,,,0,,82,0,
158076,note_off,156,0,1,,,,,,,,,0,,81,0,
158160,note_off,0,0,4,,,,,,,,,3,,53,0,
158160,note_off,0,0,4,,,,,,,,,3,,62,0,
158160,note_off,480,0,4,,,,,,,,,3,,58,0,
158160,note_on,84,0,1,,,,,,,,,0,,79,96,
158316,note_off,156,0,1,,,,,,,,,0,,79,0,
158400,note_on,84,0,1,,,,,,,,,0,,77,96,
158400,note_on,0,0,4,,,,,,,,,3,,53,93,
158400,note_on,0,0,4,,,,,,,,,3,,58,93,
158400,note_on,240,0,4,,,,,,,,,3,,62,93,
158460,note_off,60,0,1,,,,,,,,,0,,77,0,
158460,note_on,0,0,1,,,,,,,,,0,,79,96,
158520,note_off,60,0,1,,,,,,,,,0,,79,0,
158520,note_on,0,0,1,,,,,,,,,0,,77,95,
158640,note_on,120,0,1,,,,,,,,,0,,75,95,
158650,note_off,10,0,1,,,,,,,,,0,,77,0,
158796,note_off,146,0,1,,,,,,,,,0,,75,0,
158880,note_off,0,0,4,,,,,,,,,3,,62,0,
158880,note_off,0,0,4,,,,,,,,,3,,53,0,
158880,note_off,480,0,4,,,,,,,,,3,,58,0,
158880,note_on,84,0,1,,,,,,,,,0,,74,95,
159036,note_off,156,0,1,,,,,,,,,0,,74,0,
159120,note_on,0,0,4,,,,,,,,,3,,53,96,
159120,note_on,84,0,1,,,,,,,,,0,,72,95,
159120,note_on,0,0,4,,,,,,,,,3,,63,96,
159120,note_on,240,0,4,,,,,,,,,3,,60,96,
159360,note_on,0,0,1,,,,,,,,,0,,75,94,
159360,note_off,240,0,1,,,,,,,,,0,,72,0,
159516,note_off,156,0,1,,,,,,,,,0,,75,0,
159600,note_on,84,0,1,,,,,,,,,0,,69,94,
159600,note_off,480,0,4,,,,,,,,,3,,63,0,
159600,note_off,0,0,4,,,,,,,,,3,,60,0,
159600,note_off,0,0,4,,,,,,,,,3,,53,0,
159720,set_tempo,2760,1,0,,,,,,335195,,,,,,,
159756,note_off,156,0,1,,,,,,,,,0,,69,0,
159840,set_tempo,120,1,0,,,,,,324324,,,,,,,
159840,note_on,0,0,2,,,,,,,,,1,,70,94,
159840,control_change,14640,0,2,,,,,,,64,0,1,,,,
159840,control_change,84,0,1,,,,,,,64,0,0,,,,
159840,note_on,0,0,4,,,,,,,,,3,,58,99,
159840,note_on,240,0,4,,,,,,,,,3,,62,99,
159900,control_change,60,0,2,,,,,,,64,127,1,,,,
159900,control_change,60,0,1,,,,,,,64,127,0,,,,
159960,note_off,60,0,2,,,,,,,,,1,,70,0,
159960,note_on,0,0,2,,,,,,,,,1,,74,94,
160080,note_on,180,0,1,,,,,,,,,0,,82,91,
160080,note_off,120,0,2,,,,,,,,,1,,74,0,
160200,note_off,120,0,1,,,,,,,,,0,,82,0,
160200,note_on,120,0,2,,,,,,,,,1,,74,93,
160320,note_off,0,0,4,,,,,,,,,3,,62,0,
160320,note_on,120,0,1,,,,,,,,,0,,82,91,
160320,note_off,480,0,4,,,,,,,,,3,,58,0,
160320,note_off,120,0,2,,,,,,,,,1,,74,0,
160440,note_off,120,0,1,,,,,,,,,0,,82,0,
160440,set_tempo,600,1,0,,,,,,327868,,,,,,,
160440,note_on,120,0,2,,,,,,,,,1,,74,93,
160560,control_change,120,0,2,,,,,,,64,0,1,,,,
160560,set_tempo,120,1,0,,,,,,324324,,,,,,,
160560,note_on,240,0,4,,,,,,,,,3,,46,103,
160560,control_change,120,0,1,,,,,,,64,0,0,,,,
160560,note_off,0,0,2,,,,,,,,,1,,74,0,
160560,note_on,0,0,2,,,,,,,,,1,,70,93,
160620,control_change,60,0,1,,,,,,,64,127,0,,,,
160620,control_change,60,0,2,,,,,,,64,127,1,,,,
160680,note_off,60,0,2,,,,,,,,,1,,70,0,
160680,note_on,0,0,2,,,,,,,,,1,,74,93,
160800,note_off,120,0,2,,,,,,,,,1,,74,0,
160800,note_on,180,0,1,,,,,,,,,0,,82,90,
160920,note_on,120,0,2,,,,,,,,,1,,74,93,
160920,note_off,120,0,1,,,,,,,,,0,,82,0,
161040,note_off,120,0,2,,,,,,,,,1,,74,0,
161040,note_on,120,0,1,,,,,,,,,0,,82,90,
161160,note_on,120,0,2,,,,,,,,,1,,74,92,
161160,note_off,120,0,1,,,,,,,,,0,,82,0,
161280,note_on,0,0,2,,,,,,,,,1,,71,92,
161280,note_off,0,0,2,,,,,,,,,1,,74,0,
161280,control_change,120,0,2,,,,,,,64,0,1,,,,
161280,control_change,120,0,1,,,,,,,64,0,0,,,,
161340,control_change,60,0,2,,,,,,,64,127,1,,,,
161340,control_change,60,0,1,,,,,,,64,127,0,,,,
161400,note_on,0,0,2,,,,,,,,,1,,74,92,
161400,note_off,60,0,2,,,,,,,,,1,,71,0,
161520,note_off,120,0,2,,,,,,,,,1,,74,0,
161520,note_on,180,0,1,,,,,,,,,0,,80,89,
161640,note_on,120,0,2,,,,,,,,,1,,74,92,
161640,note_off,120,0,1,,,,,,,,,0,,80,0,
161760,note_off,120,0,2,,,,,,,,,1,,74,0,
161760,note_on,120,0,1,,,,,,,,,0,,80,89,
161880,note_off,120,0,1,,,,,,,,,0,,80,0,
161880,note_on,120,0,2,,,,,,,,,1,,74,91,
162000,control_change,120,0,1,,,,,,,64,0,0,,,,
162000,control_change,120,0,2,,,,,,,64,0,1,,,,
162000,note_off,0,0,2,,,,,,,,,1,,74,0,
162000,note_on,0,0,2,,,,,,,,,1,,70,91,
162060,control_change,60,0,1,,,,,,,64,127,0,,,,
162060,control_change,60,0,2,,,,,,,64,127,1,,,,
162120,note_on,0,0,2,,,,,,,,,1,,74,91,
162120,note_off,60,0,2,,,,,,,,,1,,70,0,
162240,note_on,180,0,1,,,,,,,,,0,,82,88,
162240,note_off,120,0,2,,,,,,,,,1,,74,0,
162360,note_on,120,0,2,,,,,,,,,1,,74,91,
162360,note_off,120,0,1,,,,,,,,,0,,82,0,
162480,note_off,120,0,2,,,,,,,,,1,,74,0,
162480,note_on,120,0,1,,,,,,,,,0,,82,88,
162600,note_on,120,0,2,,,,,,,,,1,,74,91,
162600,note_off,120,0,1,,,,,,,,,0,,82,0,
162720,note_off,0,0,2,,,,,,,,,1,,74,0,
162720,control_change,120,0,1,,,,,,,64,0,0,,,,
162720,note_on,0,0,2,,,,,,,,,1,,68,90,
162720,control_change,120,0,2,,,,,,,64,0,1,,,,
162780,control_change,60,0,2,,,,,,,64,127,1,,,,
162780,control_change,60,0,1,,,,,,,64,127,0,,,,
162840,note_off,60,0,2,,,,,,,,,1,,68,0,
162840,note_on,0,0,2,,,,,,,,,1,,74,90,
162960,note_on,180,0,1,,,,,,,,,0,,83,87,
162960,note_off,120,0,2,,,,,,,,,1,,74,0,
163080,note_off,120,0,1,,,,,,,,,0,,83,0,
163080,note_on,120,0,2,,,,,,,,,1,,74,90,
163200,note_on,120,0,1,,,,,,,,,0,,83,87,
163200,note_off,120,0,2,,,,,,,,,1,,74,0,
163320,note_off,120,0,1,,,,,,,,,0,,83,0,
163320,set_tempo,2760,1,0,,,,,,327868,,,,,,,
163320,note_on,120,0,2,,,,,,,,,1,,74,90,
163440,control_change,120,0,2,,,,,,,64,0,1,,,,
163440,set_tempo,120,1,0,,,,,,324324,,,,,,,
163440,note_off,2880,0,4,,,,,,,,,3,,46,0,
163440,note_on,0,0,4,,,,,,,,,3,,58,99,
163440,note_off,0,0,2,,,,,,,,,1,,74,0,
163440,note_on,0,0,2,,,,,,,,,1,,68,90,
163440,control_change,120,0,1,,,,,,,64,0,0,,,,
163500,control_change,60,0,2,,,,,,,64,127,1,,,,
163500,control_change,60,0,1,,,,,,,64,127,0,,,,
163560,note_off,60,0,2,,,,,,,,,1,,68,0,
163560,note_on,0,0,2,,,,,,,,,1,,74,89,
163680,note_on,180,0,1,,,,,,,,,0,,82,86,
163680,note_off,120,0,2,,,,,,,,,1,,74,0,
163800,note_off,120,0,1,,,,,,,,,0,,82,0,
163800,note_on,120,0,2,,,,,,,,,1,,74,89,
163920,note_off,120,0,2,,,,,,,,,1,,74,0,
163920,note_on,120,0,1,,,,,,,,,0,,82,86,
164040,note_on,120,0,2,,,,,,,,,1,,74,89,
164040,note_off,120,0,1,,,,,,,,,0,,82,0,
164160,control_change,120,0,2,,,,,,,64,0,1,,,,
164160,note_off,0,0,2,,,,,,,,,1,,74,0,
164160,note_on,0,0,2,,,,,,,,,1,,71,89,
164160,control_change,120,0,1,,,,,,,64,0,0,,,,
164220,control_change,60,0,2,,,,,,,64,127,1,,,,
164220,control_change,60,0,1,,,,,,,64,127,0,,,,
164280,note_off,60,0,2,,,,,,,,,1,,71,0,
164280,note_on,0,0,2,,,,,,,,,1,,74,89,
164400,note_off,120,0,2,,,,,,,,,1,,74,0,
164400,note_on,180,0,1,,,,,,,,,0,,80,85,
164520,note_off,120,0,1,,,,,,,,,0,,80,0,
164520,note_on,120,0,2,,,,,,,,,1,,74,88,
164640,note_on,120,0,1,,,,,,,,,0,,80,85,
164640,note_off,120,0,2,,,,,,,,,1,,74,0,
164760,note_off,120,0,1,,,,,,,,,0,,80,0,
164760,note_on,120,0,2,,,,,,,,,1,,74,88,
164880,control_change,120,0,2,,,,,,,64,0,1,,,,
164880,note_off,0,0,2,,,,,,,,,1,,74,0,
164880,control_change,120,0,1,,,,,,,64,0,0,,,,
164880,note_on,0,0,2,,,,,,,,,1,,68,88,
164940,control_change,60,0,2,,,,,,,64,127,1,,,,
164940,control_change,60,0,1,,,,,,,64,127,0,,,,
165000,note_off,60,0,2,,,,,,,,,1,,68,0,
165000,note_on,0,0,2,,,,,,,,,1,,74,88,
165120,note_on,180,0,1,,,,,,,,,0,,83,84,
165120,note_off,120,0,2,,,,,,,,,1,,74,0,
165240,note_off,120,0,1,,,,,,,,,0,,83,0,
165240,note_on,120,0,2,,,,,,,,,1,,74,87,
165360,note_on,120,0,1,,,,,,,,,0,,83,84,
165360,note_off,120,0,2,,,,,,,,,1,,74,0,
165480,note_off,120,0,1,,,,,,,,,0,,83,0,
165480,note_on,120,0,2,,,,,,,,,1,,74,87,
165600,control_change,120,0,2,,,,,,,64,0,1,,,,
165600,note_off,0,0,2,,,,,,,,,1,,74,0,
165600,note_on,0,0,2,,,,,,,,,1,,67,87,
165600,control_change,120,0,1,,,,,,,64,0,0,,,,
165660,control_change,60,0,1,,,,,,,64,127,0,,,,
165660,control_change,60,0,2,,,,,,,64,127,1,,,,
165720,note_on,0,0,2,,,,,,,,,1,,75,87,
165720,note_off,60,0,2,,,,,,,,,1,,67,0,
165840,note_on,180,0,1,,,,,,,,,0,,82,83,
165840,note_off,120,0,2,,,,,,,,,1,,75,0,
165960,note_on,120,0,2,,,,,,,,,1,,75,87,
165960,note_off,120,0,1,,,,,,,,,0,,82,0,
166080,note_off,120,0,2,,,,,,,,,1,,75,0,
166080,note_on,120,0,1,,,,,,,,,0,,82,83,
166200,note_on,120,0,2,,,,,,,,,1,,75,86,
166200,note_off,120,0,1,,,,,,,,,0,,82,0,
166200,set_tempo,2760,1,0,,,,,,327868,,,,,,,
166320,note_on,0,0,4,,,,,,,,,3,,46,95,
166320,note_off,2880,0,4,,,,,,,,,3,,58,0,
166320,note_on,0,0,2,,,,,,,,,1,,68,86,
166320,control_change,120,0,1,,,,,,,64,0,0,,,,
166320,note_off,0,0,2,,,,,,,,,1,,75,0,
166320,control_change,120,0,2,,,,,,,64,0,1,,,,
166320,set_tempo,120,1,0,,,,,,324324,,,,,,,
166380,control_change,60,0,1,,,,,,,64,127,0,,,,
166380,control_change,60,0,2,,,,,,,64,127,1,,,,
166440,note_off,60,0,2,,,,,,,,,1,,68,0,
166440,note_on,0,0,2,,,,,,,,,1,,75,86,
166560,note_off,120,0,2,,,,,,,,,1,,75,0,
166560,note_on,180,0,1,,,,,,,,,0,,80,82,
166680,note_off,120,0,1,,,,,,,,,0,,80,0,
166680,note_on,120,0,2,,,,,,,,,1,,75,86,
166800,note_off,120,0,2,,,,,,,,,1,,75,0,
166800,note_on,120,0,1,,,,,,,,,0,,80,82,
166920,note_off,120,0,1,,,,,,,,,0,,80,0,
166920,note_on,120,0,2,,,,,,,,,1,,75,85,
167040,control_change,120,0,2,,,,,,,64,0,1,,,,
167040,note_on,0,0,2,,,,,,,,,1,,70,85,
167040,control_change,120,0,1,,,,,,,64,0,0,,,,
167040,note_off,0,0,2,,,,,,,,,1,,75,0,
167100,control_change,60,0,2,,,,,,,64,127,1,,,,
167100,control_change,60,0,1,,,,,,,64,127,0,,,,
167160,note_off,60,0,2,,,,,,,,,1,,70,0,
167160,note_on,0,0,2,,,,,,,,,1,,75,85,
167280,note_off,120,0,2,,,,,,,,,1,,75,0,
167280,note_on,180,0,1,,,,,,,,,0,,79,81,
167400,note_off,120,0,1,,,,,,,,,0,,79,0,
167400,note_on,120,0,2,,,,,,,,,1,,75,85,
167520,note_on,120,0,1,,,,,,,,,0,,79,81,
167520,note_off,120,0,2,,,,,,,,,1,,75,0,
167640,note_off,120,0,1,,,,,,,,,0,,79,0,
167640,note_on,120,0,2,,,,,,,,,1,,75,85,
167760,control_change,120,0,1,,,,,,,64,0,0,,,,
167760,control_change,120,0,2,,,,,,,64,0,1,,,,
167760,note_off,0,0,2,,,,,,,,,1,,75,0,
167760,note_on,0,0,2,,,,,,,,,1,,70,84,
167820,control_change,60,0,1,,,,,,,64,127,0,,,,
167820,control_change,60,0,2,,,,,,,64,127,1,,,,
167880,note_on,0,0,2,,,,,,,,,1,,75,84,
167880,note_off,60,0,2,,,,,,,,,1,,70,0,
168000,note_off,120,0,2,,,,,,,,,1,,75,0,
168000,note_on,180,0,1,,,,,,,,,0,,78,80,
168120,note_on,120,0,2,,,,,,,,,1,,75,84,
168120,note_off,120,0,1,,,,,,,,,0,,78,0,
