tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
11046,note_on,6,0,1,,,,,,,,,,,0,,59,0
11160,note_on,114,0,1,,,,,,,,,,,0,,63,71
11160,note_on,0,0,1,,,,,,,,,,,0,,83,71
11163,note_on,3,0,1,,,,,,,,,,,0,,78,0
11280,note_on,117,0,1,,,,,,,,,,,0,,67,72
11280,note_on,0,0,1,,,,,,,,,,,0,,76,72
11283,note_on,0,0,1,,,,,,,,,,,0,,63,0
11283,note_on,3,0,1,,,,,,,,,,,0,,83,0
11370,note_on,87,0,1,,,,,,,,,,,0,,78,74
11371,note_on,1,0,1,,,,,,,,,,,0,,76,0
11400,note_on,29,0,1,,,,,,,,,,,0,,79,74
11401,note_on,1,0,1,,,,,,,,,,,0,,78,0
11520,note_on,119,0,1,,,,,,,,,,,0,,58,75
11520,note_on,0,0,1,,,,,,,,,,,0,,73,75
11523,note_on,3,0,1,,,,,,,,,,,0,,79,0
11526,note_on,3,0,1,,,,,,,,,,,0,,67,0
11640,note_on,114,0,1,,,,,,,,,,,0,,78,77
11643,note_on,3,0,1,,,,,,,,,,,0,,73,0
11760,note_on,0,0,1,,,,,,,,,,,0,,74,78
11760,note_on,117,0,1,,,,,,,,,,,0,,59,78
11763,note_on,3,0,1,,,,,,,,,,,0,,78,0
11766,note_on,3,0,1,,,,,,,,,,,0,,58,0
11850,note_on,84,0,1,,,,,,,,,,,0,,73,79
11851,note_on,1,0,1,,,,,,,,,,,0,,74,0
11880,note_on,29,0,1,,,,,,,,,,,0,,71,80
11881,note_on,1,0,1,,,,,,,,,,,0,,73,0
12000,note_on,119,0,1,,,,,,,,,,,0,,75,81
12000,note_on,957,0,2,,,,,,,,,,,1,,42,81
12003,note_on,3,0,1,,,,,,,,,,,0,,71,0
12006,note_on,3,0,1,,,,,,,,,,,0,,59,0
12120,note_on,120,0,2,,,,,,,,,,,1,,47,83
12120,note_on,114,0,1,,,,,,,,,,,0,,71,83
12123,note_on,3,0,2,,,,,,,,,,,1,,42,0
12210,note_on,90,0,1,,,,,,,,,,,0,,72,84
12211,note_on,1,0,1,,,,,,,,,,,0,,71,0
12240,note_on,0,0,1,,,,,,,,,,,0,,79,84
12240,note_on,117,0,2,,,,,,,,,,,1,,40,84
12240,note_on,29,0,1,,,,,,,,,,,0,,71,84
12241,note_on,1,0,1,,,,,,,,,,,0,,72,0
12243,note_on,3,0,2,,,,,,,,,,,1,,47,0
12246,note_on,5,0,1,,,,,,,,,,,0,,75,0
12330,note_on,87,0,2,,,,,,,,,,,1,,42,85
12331,note_on,1,0,2,,,,,,,,,,,1,,40,0
12360,note_on,29,0,2,,,,,,,,,,,1,,43,86
12361,note_on,1,0,2,,,,,,,,,,,1,,42,0
12480,note_on,234,0,1,,,,,,,,,,,0,,70,87
12480,note_on,119,0,2,,,,,,,,,,,1,,37,87
12483,note_on,3,0,2,,,,,,,,,,,1,,43,0
12486,note_on,0,0,1,,,,,,,,,,,0,,79,0
12486,note_on,6,0,1,,,,,,,,,,,0,,71,0
12600,note_on,117,0,2,,,,,,,,,,,1,,42,89
12600,note_on,114,0,1,,,,,,,,,,,0,,66,89
12603,note_on,3,0,2,,,,,,,,,,,1,,37,0
12690,note_on,90,0,1,,,,,,,,,,,0,,67,90
12691,note_on,1,0,1,,,,,,,,,,,0,,66,0
12720,note_on,0,0,1,,,,,,,,,,,0,,66,90
12720,note_on,29,0,1,,,,,,,,,,,0,,71,90
12720,note_on,117,0,2,,,,,,,,,,,1,,38,90
12721,note_on,1,0,1,,,,,,,,,,,0,,67,0
12723,note_on,3,0,2,,,,,,,,,,,1,,42,0
12726,note_on,5,0,1,,,,,,,,,,,0,,70,0
12810,note_on,87,0,2,,,,,,,,,,,1,,37,91
12811,note_on,1,0,2,,,,,,,,,,,1,,38,0
12840,note_on,29,0,2,,,,,,,,,,,1,,35,92
12840,note_on,114,0,1,,,,,,,,,,,0,,74,92
12841,note_on,1,0,2,,,,,,,,,,,1,,37,0
12843,note_on,3,0,1,,,,,,,,,,,0,,71,0
12960,note_on,117,0,1,,,,,,,,,,,0,,70,93
12960,note_on,119,0,2,,,,,,,,,,,1,,37,93
12963,note_on,3,0,1,,,,,,,,,,,0,,74,0
12963,note_on,3,0,2,,,,,,,,,,,1,,35,0
12966,note_on,3,0,1,,,,,,,,,,,0,,66,0
13080,note_on,114,0,1,,,,,,,,,,,0,,66,95
13080,note_on,117,0,2,,,,,,,,,,,1,,42,95
13083,note_on,3,0,2,,,,,,,,,,,1,,37,0
13170,note_on,90,0,1,,,,,,,,,,,0,,67,96
13171,note_on,1,0,1,,,,,,,,,,,0,,66,0
13200,note_on,0,0,1,,,,,,,,,,,0,,66,96
13200,note_on,29,0,1,,,,,,,,,,,0,,71,96
13200,note_on,117,0,2,,,,,,,,,,,1,,38,96
13201,note_on,1,0,1,,,,,,,,,,,0,,67,0
13203,note_on,3,0,2,,,,,,,,,,,1,,42,0
13206,note_on,5,0,1,,,,,,,,,,,0,,70,0
13290,note_on,87,0,2,,,,,,,,,,,1,,37,97
13291,note_on,1,0,2,,,,,,,,,,,1,,38,0
13320,note_on,29,0,2,,,,,,,,,,,1,,35,98
13320,note_on,114,0,1,,,,,,,,,,,0,,78,98
13321,note_on,1,0,2,,,,,,,,,,,1,,37,0
13323,note_on,3,0,1,,,,,,,,,,,0,,71,0
13440,note_on,119,0,2,,,,,,,,,,,1,,37,99
13440,note_on,117,0,1,,,,,,,,,,,0,,70,99
13443,note_on,3,0,2,,,,,,,,,,,1,,35,0
13443,note_on,3,0,1,,,,,,,,,,,0,,78,0
13446,note_on,3,0,1,,,,,,,,,,,0,,66,0
13560,note_on,114,0,1,,,,,,,,,,,0,,66,101
13560,note_on,117,0,2,,,,,,,,,,,1,,42,101
13563,note_on,3,0,2,,,,,,,,,,,1,,37,0
13650,note_on,90,0,1,,,,,,,,,,,0,,67,102
13651,note_on,1,0,1,,,,,,,,,,,0,,66,0
13680,note_on,117,0,2,,,,,,,,,,,1,,38,102
13680,note_on,0,0,1,,,,,,,,,,,0,,66,102
13680,note_on,29,0,1,,,,,,,,,,,0,,71,102
13681,note_on,1,0,1,,,,,,,,,,,0,,67,0
13683,note_on,3,0,2,,,,,,,,,,,1,,42,0
13686,note_on,5,0,1,,,,,,,,,,,0,,70,0
13770,note_on,87,0,2,,,,,,,,,,,1,,37,103
13771,note_on,1,0,2,,,,,,,,,,,1,,38,0
13800,note_on,114,0,1,,,,,,,,,,,0,,83,104
13800,note_on,29,0,2,,,,,,,,,,,1,,35,104
13801,note_on,1,0,2,,,,,,,,,,,1,,37,0
13803,note_on,3,0,1,,,,,,,,,,,0,,71,0
13923,note_on,120,0,1,,,,,,,,,,,0,,83,0
13923,note_on,122,0,2,,,,,,,,,,,1,,35,0
13926,note_on,3,0,1,,,,,,,,,,,0,,66,0
14040,note_on,0,0,2,,,,,,,,,,,1,,47,107
14040,note_on,114,0,1,,,,,,,,,,,0,,71,107
14040,note_on,117,0,2,,,,,,,,,,,1,,35,107
14163,note_on,123,0,1,,,,,,,,,,,0,,71,0
14163,note_on,123,0,2,,,,,,,,,,,1,,47,0
14163,note_on,0,0,2,,,,,,,,,,,1,,35,0
14280,note_on,117,0,2,,,,,,,,,,,1,,47,109
14280,note_on,117,0,1,,,,,,,,,,,0,,71,109
14280,note_on,0,0,1,,,,,,,,,,,0,,75,109
14280,note_on,0,0,2,,,,,,,,,,,1,,54,109
14400,note_on,120,0,1,,,,,,,,,,,0,,68,70
14400,note_on,0,0,2,,,,,,,,,,,1,,56,70
14400,note_on,120,0,2,,,,,,,,,,,1,,52,70
14400,note_on,0,0,1,,,,,,,,,,,0,,73,70
14403,note_on,3,0,2,,,,,,,,,,,1,,54,0
14403,note_on,0,0,1,,,,,,,,,,,0,,71,0
14403,note_on,0,0,2,,,,,,,,,,,1,,47,0
14403,note_on,3,0,1,,,,,,,,,,,0,,75,0
14520,note_on,0,0,1,,,,,,,,,,,0,,70,70
14520,note_on,117,0,2,,,,,,,,,,,1,,54,70
14520,note_on,0,0,2,,,,,,,,,,,1,,61,70
14520,note_on,117,0,1,,,,,,,,,,,0,,66,70
14523,note_on,3,0,2,,,,,,,,,,,1,,52,0
14523,note_on,0,0,1,,,,,,,,,,,0,,73,0
14523,note_on,3,0,1,,,,,,,,,,,0,,68,0
14523,note_on,0,0,2,,,,,,,,,,,1,,56,0
14580,note_on,57,0,2,,,,,,,,,,,1,,54,0
14580,note_on,0,0,2,,,,,,,,,,,1,,61,0
14580,note_on,57,0,1,,,,,,,,,,,0,,66,0
14580,note_on,0,0,1,,,,,,,,,,,0,,70,0
14760,note_on,0,0,2,,,,,,,,,,,1,,54,70
14760,note_on,180,0,2,,,,,,,,,,,1,,47,70
14760,note_on,180,0,1,,,,,,,,,,,0,,71,70
14760,note_on,0,0,1,,,,,,,,,,,0,,75,70
14880,note_on,0,0,2,,,,,,,,,,,1,,56,70
14880,note_on,120,0,1,,,,,,,,,,,0,,68,70
14880,note_on,120,0,2,,,,,,,,,,,1,,52,70
14880,note_on,0,0,1,,,,,,,,,,,0,,73,70
14883,note_on,3,0,1,,,,,,,,,,,0,,75,0
14883,note_on,0,0,1,,,,,,,,,,,0,,71,0
14883,note_on,3,0,2,,,,,,,,,,,1,,54,0
14883,note_on,0,0,2,,,,,,,,,,,1,,47,0
15000,note_on,117,0,1,,,,,,,,,,,0,,66,70
15000,note_on,0,0,1,,,,,,,,,,,0,,70,70
15000,note_on,0,0,2,,,,,,,,,,,1,,61,70
15000,note_on,117,0,2,,,,,,,,,,,1,,54,70
15003,note_on,3,0,1,,,,,,,,,,,0,,68,0
15003,note_on,0,0,1,,,,,,,,,,,0,,73,0
15003,note_on,0,0,2,,,,,,,,,,,1,,56,0
15003,note_on,3,0,2,,,,,,,,,,,1,,52,0
15060,note_on,57,0,2,,,,,,,,,,,1,,54,0
15060,note_on,57,0,1,,,,,,,,,,,0,,66,0
15060,note_on,0,0,2,,,,,,,,,,,1,,61,0
15060,note_on,0,0,1,,,,,,,,,,,0,,70,0
15240,note_on,0,0,2,,,,,,,,,,,1,,59,70
15240,note_on,180,0,1,,,,,,,,,,,0,,71,70
15240,note_on,180,0,2,,,,,,,,,,,1,,56,70
15240,note_on,0,0,1,,,,,,,,,,,0,,75,70
15360,note_on,0,0,1,,,,,,,,,,,0,,70,70
15360,note_on,0,0,2,,,,,,,,,,,1,,58,70
15360,note_on,120,0,1,,,,,,,,,,,0,,73,70
15360,note_on,120,0,2,,,,,,,,,,,1,,61,70
15363,note_on,3,0,2,,,,,,,,,,,1,,59,0
15363,note_on,0,0,2,,,,,,,,,,,1,,56,0
15363,note_on,0,0,1,,,,,,,,,,,0,,71,0
15363,note_on,3,0,1,,,,,,,,,,,0,,75,0
15420,note_on,57,0,2,,,,,,,,,,,1,,61,0
15420,note_on,0,0,2,,,,,,,,,,,1,,58,0
15420,note_on,57,0,1,,,,,,,,,,,0,,73,0
15420,note_on,0,0,1,,,,,,,,,,,0,,70,0
15480,note_on,60,0,2,,,,,,,,,,,1,,63,70
15480,note_on,0,0,2,,,,,,,,,,,1,,59,70
15480,note_on,60,0,1,,,,,,,,,,,0,,68,70
15480,note_on,0,0,1,,,,,,,,,,,0,,78,70
15540,note_on,60,0,1,,,,,,,,,,,0,,78,0
15540,note_on,0,0,1,,,,,,,,,,,0,,68,0
15540,note_on,60,0,2,,,,,,,,,,,1,,59,0
15540,note_on,0,0,2,,,,,,,,,,,1,,63,0
15600,note_on,60,0,2,,,,,,,,,,,1,,66,70
15600,note_on,0,0,2,,,,,,,,,,,1,,61,70
15600,note_on,60,0,1,,,,,,,,,,,0,,78,70
15600,note_on,0,0,1,,,,,,,,,,,0,,70,70
15660,note_on,0,0,2,,,,,,,,,,,1,,66,0
15660,note_on,60,0,1,,,,,,,,,,,0,,70,0
15660,note_on,0,0,1,,,,,,,,,,,0,,78,0
15660,note_on,60,0,2,,,,,,,,,,,1,,61,0
15720,note_on,0,0,2,,,,,,,,,,,1,,49,110
15720,note_on,60,0,1,,,,,,,,,,,0,,68,110
15720,note_on,0,0,1,,,,,,,,,,,0,,71,110
15720,note_on,0,0,1,,,,,,,,,,,0,,77,110
15720,note_on,60,0,2,,,,,,,,,,,1,,37,110
15780,note_on,0,0,1,,,,,,,,,,,0,,71,0
15780,note_on,0,0,2,,,,,,,,,,,1,,37,0
15780,note_on,60,0,1,,,,,,,,,,,0,,77,0
15780,note_on,60,0,2,,,,,,,,,,,1,,49,0
15780,note_on,0,0,1,,,,,,,,,,,0,,68,0
15840,note_on,60,0,1,,,,,,,,,,,0,,66,110
15840,note_on,0,0,1,,,,,,,,,,,0,,70,110
15840,note_on,0,0,1,,,,,,,,,,,0,,78,110
15840,note_on,0,0,2,,,,,,,,,,,1,,42,110
15840,note_on,60,0,2,,,,,,,,,,,1,,30,110
16200,note_on,360,0,1,,,,,,,,,,,0,,71,70
16200,note_on,0,0,1,,,,,,,,,,,0,,75,70
16200,note_on,0,0,2,,,,,,,,,,,1,,54,70
16200,note_on,360,0,2,,,,,,,,,,,1,,47,70
16209,note_on,9,0,2,,,,,,,,,,,1,,42,0
16209,note_on,9,0,1,,,,,,,,,,,0,,78,0
16209,note_on,0,0,1,,,,,,,,,,,0,,66,0
16209,note_on,0,0,1,,,,,,,,,,,0,,70,0
16209,note_on,0,0,2,,,,,,,,,,,1,,30,0
16320,note_on,111,0,2,,,,,,,,,,,1,,52,70
16320,note_on,0,0,2,,,,,,,,,,,1,,56,70
16320,note_on,111,0,1,,,,,,,,,,,0,,68,70
16320,note_on,0,0,1,,,,,,,,,,,0,,73,70
16323,note_on,3,0,2,,,,,,,,,,,1,,47,0
16323,note_on,0,0,2,,,,,,,,,,,1,,54,0
16323,note_on,3,0,1,,,,,,,,,,,0,,71,0
16323,note_on,0,0,1,,,,,,,,,,,0,,75,0
16440,note_on,117,0,1,,,,,,,,,,,0,,66,70
16440,note_on,0,0,2,,,,,,,,,,,1,,61,70
16440,note_on,0,0,1,,,,,,,,,,,0,,70,70
16440,note_on,117,0,2,,,,,,,,,,,1,,54,70
16443,note_on,0,0,1,,,,,,,,,,,0,,73,0
16443,note_on,3,0,2,,,,,,,,,,,1,,52,0
16443,note_on,0,0,2,,,,,,,,,,,1,,56,0
16443,note_on,3,0,1,,,,,,,,,,,0,,68,0
16500,note_on,0,0,1,,,,,,,,,,,0,,70,0
16500,note_on,57,0,2,,,,,,,,,,,1,,54,0
16500,note_on,0,0,2,,,,,,,,,,,1,,61,0
16500,note_on,57,0,1,,,,,,,,,,,0,,66,0
16680,note_on,0,0,2,,,,,,,,,,,1,,54,70
16680,note_on,0,0,1,,,,,,,,,,,0,,75,70
16680,note_on,180,0,1,,,,,,,,,,,0,,71,70
16680,note_on,180,0,2,,,,,,,,,,,1,,47,70
16800,note_on,0,0,1,,,,,,,,,,,0,,73,70
16800,note_on,120,0,1,,,,,,,,,,,0,,68,70
16800,note_on,120,0,2,,,,,,,,,,,1,,52,70
16800,note_on,0,0,2,,,,,,,,,,,1,,56,70
16803,note_on,0,0,1,,,,,,,,,,,0,,71,0
16803,note_on,3,0,1,,,,,,,,,,,0,,75,0
16803,note_on,0,0,2,,,,,,,,,,,1,,47,0
16803,note_on,3,0,2,,,,,,,,,,,1,,54,0
16920,note_on,0,0,1,,,,,,,,,,,0,,70,70
16920,note_on,117,0,1,,,,,,,,,,,0,,66,70
16920,note_on,117,0,2,,,,,,,,,,,1,,54,70
16920,note_on,0,0,2,,,,,,,,,,,1,,61,70
16923,note_on,0,0,1,,,,,,,,,,,0,,73,0
16923,note_on,3,0,1,,,,,,,,,,,0,,68,0
16923,note_on,0,0,2,,,,,,,,,,,1,,56,0
16923,note_on,3,0,2,,,,,,,,,,,1,,52,0
16980,note_on,0,0,1,,,,,,,,,,,0,,70,0
16980,note_on,57,0,1,,,,,,,,,,,0,,66,0
16980,note_on,0,0,2,,,,,,,,,,,1,,61,0
16980,note_on,57,0,2,,,,,,,,,,,1,,54,0
17160,note_on,180,0,2,,,,,,,,,,,1,,56,70
17160,note_on,180,0,1,,,,,,,,,,,0,,71,70
17160,note_on,0,0,1,,,,,,,,,,,0,,75,70
17160,note_on,0,0,2,,,,,,,,,,,1,,59,70
17280,note_on,0,0,2,,,,,,,,,,,1,,58,70
17280,note_on,120,0,2,,,,,,,,,,,1,,61,70
17280,note_on,120,0,1,,,,,,,,,,,0,,73,70
17280,note_on,0,0,1,,,,,,,,,,,0,,70,70
17283,note_on,3,0,2,,,,,,,,,,,1,,59,0
17283,note_on,3,0,1,,,,,,,,,,,0,,75,0
17283,note_on,0,0,1,,,,,,,,,,,0,,71,0
17283,note_on,0,0,2,,,,,,,,,,,1,,56,0
17340,note_on,57,0,2,,,,,,,,,,,1,,61,0
17340,note_on,0,0,2,,,,,,,,,,,1,,58,0
17340,note_on,57,0,1,,,,,,,,,,,0,,73,0
17340,note_on,0,0,1,,,,,,,,,,,0,,70,0
17400,note_on,60,0,2,,,,,,,,,,,1,,63,70
17400,note_on,0,0,2,,,,,,,,,,,1,,59,70
17400,note_on,60,0,1,,,,,,,,,,,0,,68,70
17400,note_on,0,0,1,,,,,,,,,,,0,,78,70
17460,note_on,60,0,2,,,,,,,,,,,1,,59,0
17460,note_on,0,0,2,,,,,,,,,,,1,,63,0
17460,note_on,60,0,1,,,,,,,,,,,0,,78,0
17460,note_on,0,0,1,,,,,,,,,,,0,,68,0
17520,note_on,0,0,2,,,,,,,,,,,1,,61,70
17520,note_on,60,0,1,,,,,,,,,,,0,,78,70
17520,note_on,0,0,1,,,,,,,,,,,0,,70,70
17520,note_on,60,0,2,,,,,,,,,,,1,,66,70
17580,note_on,0,0,2,,,,,,,,,,,1,,66,0
17580,note_on,60,0,1,,,,,,,,,,,0,,70,0
17580,note_on,60,0,2,,,,,,,,,,,1,,61,0
17580,note_on,0,0,1,,,,,,,,,,,0,,78,0
17640,note_on,60,0,2,,,,,,,,,,,1,,37,110
17640,note_on,60,0,1,,,,,,,,,,,0,,68,110
17640,note_on,0,0,1,,,,,,,,,,,0,,71,110
17640,note_on,0,0,1,,,,,,,,,,,0,,77,110
17640,note_on,0,0,2,,,,,,,,,,,1,,49,110
17700,note_on,60,0,1,,,,,,,,,,,0,,77,0
17700,note_on,0,0,2,,,,,,,,,,,1,,37,0
17700,note_on,60,0,2,,,,,,,,,,,1,,49,0
17700,note_on,0,0,1,,,,,,,,,,,0,,68,0
17700,note_on,0,0,1,,,,,,,,,,,0,,71,0
17760,note_on,0,0,1,,,,,,,,,,,0,,78,110
17760,note_on,0,0,1,,,,,,,,,,,0,,70,110
17760,note_on,60,0,1,,,,,,,,,,,0,,66,110
17760,note_on,0,0,2,,,,,,,,,,,1,,42,110
17760,note_on,60,0,2,,,,,,,,,,,1,,30,110
18120,note_on,0,0,2,,,,,,,,,,,1,,60,70
18120,note_on,360,0,2,,,,,,,,,,,1,,63,70
18120,note_on,0,0,1,,,,,,,,,,,0,,78,70
18120,note_on,360,0,1,,,,,,,,,,,0,,69,70
18129,note_on,0,0,1,,,,,,,,,,,0,,70,0
18129,note_on,0,0,2,,,,,,,,,,,1,,30,0
18129,note_on,9,0,1,,,,,,,,,,,0,,78,0
18129,note_on,0,0,1,,,,,,,,,,,0,,66,0
18129,note_on,9,0,2,,,,,,,,,,,1,,42,0
18240,note_on,0,0,2,,,,,,,,,,,1,,61,70
18240,note_on,111,0,1,,,,,,,,,,,0,,68,70
18240,note_on,111,0,2,,,,,,,,,,,1,,64,70
18240,note_on,0,0,1,,,,,,,,,,,0,,76,70
18243,note_on,0,0,1,,,,,,,,,,,0,,78,0
18243,note_on,3,0,2,,,,,,,,,,,1,,63,0
18243,note_on,0,0,2,,,,,,,,,,,1,,60,0
18243,note_on,3,0,1,,,,,,,,,,,0,,69,0
18360,note_on,117,0,2,,,,,,,,,,,1,,64,70
18360,note_on,0,0,1,,,,,,,,,,,0,,73,70
18360,note_on,117,0,1,,,,,,,,,,,0,,68,70
18363,note_on,3,0,2,,,,,,,,,,,1,,64,0
18363,note_on,0,0,2,,,,,,,,,,,1,,61,0
18363,note_on,0,0,1,,,,,,,,,,,0,,76,0
18363,note_on,3,0,1,,,,,,,,,,,0,,68,0
18420,note_on,0,0,1,,,,,,,,,,,0,,73,0
18420,note_on,57,0,1,,,,,,,,,,,0,,68,0
18420,note_on,57,0,2,,,,,,,,,,,1,,64,0
18600,note_on,180,0,2,,,,,,,,,,,1,,56,70
18600,note_on,0,0,1,,,,,,,,,,,0,,76,70
18600,note_on,180,0,1,,,,,,,,,,,0,,71,70
18720,note_on,120,0,2,,,,,,,,,,,1,,58,70
18720,note_on,120,0,1,,,,,,,,,,,0,,75,70
18720,note_on,0,0,1,,,,,,,,,,,0,,66,70
18723,note_on,3,0,1,,,,,,,,,,,0,,76,0
18723,note_on,0,0,1,,,,,,,,,,,0,,71,0
18723,note_on,3,0,2,,,,,,,,,,,1,,56,0
18840,note_on,117,0,2,,,,,,,,,,,1,,59,70
18840,note_on,0,0,1,,,,,,,,,,,0,,71,70
18840,note_on,117,0,1,,,,,,,,,,,0,,66,70
18843,note_on,3,0,1,,,,,,,,,,,0,,75,0
18843,note_on,0,0,1,,,,,,,,,,,0,,66,0
18843,note_on,3,0,2,,,,,,,,,,,1,,58,0
18900,note_on,57,0,2,,,,,,,,,,,1,,59,0
18900,note_on,57,0,1,,,,,,,,,,,0,,66,0
18900,note_on,0,0,1,,,,,,,,,,,0,,71,0
19080,note_on,180,0,1,,,,,,,,,,,0,,70,70
19080,note_on,0,0,1,,,,,,,,,,,0,,80,70
19080,note_on,180,0,2,,,,,,,,,,,1,,64,70
19080,note_on,0,0,2,,,,,,,,,,,1,,61,70
19200,note_on,120,0,2,,,,,,,,,,,1,,66,70
19200,note_on,0,0,1,,,,,,,,,,,0,,78,70
19200,note_on,0,0,2,,,,,,,,,,,1,,63,70
19200,note_on,120,0,1,,,,,,,,,,,0,,71,70
19203,note_on,3,0,2,,,,,,,,,,,1,,61,0
19203,note_on,3,0,1,,,,,,,,,,,0,,80,0
19203,note_on,0,0,1,,,,,,,,,,,0,,70,0
19203,note_on,0,0,2,,,,,,,,,,,1,,64,0
19260,note_on,0,0,2,,,,,,,,,,,1,,63,0
19260,note_on,57,0,2,,,,,,,,,,,1,,66,0
19260,note_on,57,0,1,,,,,,,,,,,0,,71,0
19260,note_on,0,0,1,,,,,,,,,,,0,,78,0
19320,note_on,0,0,2,,,,,,,,,,,1,,61,70
19320,note_on,60,0,1,,,,,,,,,,,0,,83,70
19320,note_on,0,0,1,,,,,,,,,,,0,,76,70
19320,note_on,0,0,1,,,,,,,,,,,0,,71,70
19320,note_on,60,0,2,,,,,,,,,,,1,,49,70
19380,note_on,60,0,2,,,,,,,,,,,1,,61,0
19380,note_on,0,0,2,,,,,,,,,,,1,,49,0
19380,note_on,0,0,1,,,,,,,,,,,0,,83,0
19380,note_on,60,0,1,,,,,,,,,,,0,,71,0
19380,note_on,0,0,1,,,,,,,,,,,0,,76,0
19440,note_on,0,0,1,,,,,,,,,,,0,,73,70
19440,note_on,60,0,1,,,,,,,,,,,0,,71,70
19440,note_on,0,0,1,,,,,,,,,,,0,,83,70
19440,note_on,0,0,2,,,,,,,,,,,1,,66,70
19440,note_on,60,0,2,,,,,,,,,,,1,,54,70
19440,note_on,0,0,1,,,,,,,,,,,0,,76,70
19500,note_on,60,0,1,,,,,,,,,,,0,,83,0
19500,note_on,0,0,1,,,,,,,,,,,0,,71,0
19500,note_on,0,0,1,,,,,,,,,,,0,,76,0
19500,note_on,0,0,2,,,,,,,,,,,1,,54,0
19500,note_on,60,0,2,,,,,,,,,,,1,,66,0
19500,note_on,0,0,1,,,,,,,,,,,0,,73,0
19560,note_on,0,0,2,,,,,,,,,,,1,,54,70
19560,note_on,60,0,2,,,,,,,,,,,1,,42,70
19560,note_on,0,0,1,,,,,,,,,,,0,,73,100
19560,note_on,0,0,1,,,,,,,,,,,0,,76,100
19560,note_on,60,0,1,,,,,,,,,,,0,,82,100
19560,note_on,0,0,1,,,,,,,,,,,0,,70,100
19620,note_on,0,0,2,,,,,,,,,,,1,,42,0
19620,note_on,60,0,2,,,,,,,,,,,1,,54,0
19620,note_on,60,0,1,,,,,,,,,,,0,,70,0
19620,note_on,0,0,1,,,,,,,,,,,0,,82,0
19620,note_on,0,0,1,,,,,,,,,,,0,,76,0
19620,note_on,0,0,1,,,,,,,,,,,0,,73,0
19680,note_on,0,0,2,,,,,,,,,,,1,,47,70
19680,note_on,60,0,2,,,,,,,,,,,1,,35,70
19680,note_on,0,0,1,,,,,,,,,,,0,,83,100
19680,note_on,0,0,1,,,,,,,,,,,0,,75,100
19680,note_on,60,0,1,,,,,,,,,,,0,,71,100
20040,note_on,0,0,2,,,,,,,,,,,1,,60,70
20040,note_on,360,0,2,,,,,,,,,,,1,,63,70
20040,note_on,0,0,1,,,,,,,,,,,0,,78,70
20040,note_on,360,0,1,,,,,,,,,,,0,,69,70
20049,note_on,9,0,1,,,,,,,,,,,0,,83,0
20049,note_on,0,0,1,,,,,,,,,,,0,,71,0
20049,note_on,0,0,1,,,,,,,,,,,0,,75,0
20049,note_on,9,0,2,,,,,,,,,,,1,,47,0
20049,note_on,0,0,2,,,,,,,,,,,1,,35,0
20160,note_on,111,0,1,,,,,,,,,,,0,,68,70
20160,note_on,0,0,1,,,,,,,,,,,0,,76,70
20160,note_on,111,0,2,,,,,,,,,,,1,,64,70
20160,note_on,0,0,2,,,,,,,,,,,1,,61,70
20163,note_on,3,0,2,,,,,,,,,,,1,,63,0
20163,note_on,0,0,2,,,,,,,,,,,1,,60,0
20163,note_on,0,0,1,,,,,,,,,,,0,,78,0
20163,note_on,3,0,1,,,,,,,,,,,0,,69,0
20280,note_on,117,0,2,,,,,,,,,,,1,,64,70
20280,note_on,117,0,1,,,,,,,,,,,0,,68,70
20280,note_on,0,0,1,,,,,,,,,,,0,,73,70
20283,note_on,3,0,2,,,,,,,,,,,1,,64,0
20283,note_on,0,0,2,,,,,,,,,,,1,,61,0
20283,note_on,0,0,1,,,,,,,,,,,0,,76,0
20283,note_on,3,0,1,,,,,,,,,,,0,,68,0
20340,note_on,0,0,1,,,,,,,,,,,0,,73,0
20340,note_on,57,0,1,,,,,,,,,,,0,,68,0
20340,note_on,57,0,2,,,,,,,,,,,1,,64,0
20520,note_on,180,0,2,,,,,,,,,,,1,,56,70
20520,note_on,180,0,1,,,,,,,,,,,0,,71,70
20520,note_on,0,0,1,,,,,,,,,,,0,,76,70
20640,note_on,120,0,2,,,,,,,,,,,1,,58,70
20640,note_on,120,0,1,,,,,,,,,,,0,,75,70
20640,note_on,0,0,1,,,,,,,,,,,0,,66,70
20643,note_on,3,0,2,,,,,,,,,,,1,,56,0
20643,note_on,3,0,1,,,,,,,,,,,0,,76,0
20643,note_on,0,0,1,,,,,,,,,,,0,,71,0
20760,note_on,117,0,2,,,,,,,,,,,1,,59,70
20760,note_on,117,0,1,,,,,,,,,,,0,,66,70
20760,note_on,0,0,1,,,,,,,,,,,0,,71,70
20763,note_on,3,0,2,,,,,,,,,,,1,,58,0
20763,note_on,0,0,1,,,,,,,,,,,0,,66,0
20763,note_on,3,0,1,,,,,,,,,,,0,,75,0
20820,note_on,0,0,1,,,,,,,,,,,0,,71,0
20820,note_on,57,0,1,,,,,,,,,,,0,,66,0
20820,note_on,57,0,2,,,,,,,,,,,1,,59,0
21000,note_on,180,0,2,,,,,,,,,,,1,,64,70
21000,note_on,0,0,1,,,,,,,,,,,0,,80,70
21000,note_on,180,0,1,,,,,,,,,,,0,,70,70
21000,note_on,0,0,2,,,,,,,,,,,1,,61,70
