tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,control,value,channel,program,note,velocity,data
39066,control_change,,139,0,3,,,,,,,6,14,2,,,,
39072,note_on,,24,0,10,,,,,,,,,10,,64,105,
39072,note_on,,0,0,7,,,,,,,,,6,,72,105,
39072,note_on,,0,0,4,,,,,,,,,3,,55,105,
39072,note_on,,24,0,7,,,,,,,,,6,,60,105,
39072,control_change,,864,0,4,,,,,,,11,120,3,,,,
39072,note_on,,0,0,3,,,,,,,,,2,,64,105,
39072,note_on,,0,0,5,,,,,,,,,4,,43,105,
39072,note_on,,24,0,6,,,,,,,,,5,,72,105,
39072,control_change,,6,0,3,,,,,,,11,120,2,,,,
39072,note_on,,0,0,8,,,,,,,,,7,,76,100,
39072,note_on,,0,0,2,,,,,,,,,1,,76,105,
39072,control_change,,0,0,2,,,,,,,6,14,1,,,,
39072,control_change,,864,0,2,,,,,,,11,120,1,,,,
39072,note_on,,24,0,8,,,,,,,,,7,,72,100,
39072,note_on,,0,0,6,,,,,,,,,5,,84,105,
39072,control_change,,864,0,1,,,,,,,11,120,0,,,,
39072,control_change,,864,0,5,,,,,,,11,120,4,,,,
39072,note_on,,24,0,9,,,,,,,,,8,,43,100,
39072,note_on,,0,0,9,,,,,,,,,8,,55,100,
39072,note_on,,0,0,1,,,,,,,,,0,,88,105,
39072,note_on,,24,0,11,,,,,,,,,11,,60,100,
39096,note_on,,24,0,9,,,,,,,,,8,,55,0,
39096,note_on,,0,0,9,,,,,,,,,8,,43,0,
39096,note_on,,24,0,3,,,,,,,,,2,,64,0,
39096,note_on,,24,0,5,,,,,,,,,4,,43,0,
39096,note_on,,24,0,4,,,,,,,,,3,,55,0,
39096,note_on,,24,0,10,,,,,,,,,10,,64,0,
39096,note_on,,0,0,7,,,,,,,,,6,,60,0,
39096,note_on,,24,0,7,,,,,,,,,6,,72,0,
39096,note_on,,0,0,6,,,,,,,,,5,,72,0,
39096,note_on,,24,0,6,,,,,,,,,5,,84,0,
39096,note_on,,24,0,8,,,,,,,,,7,,76,0,
39096,note_on,,24,0,2,,,,,,,,,1,,76,0,
39096,note_on,,24,0,11,,,,,,,,,11,,60,0,
39096,note_on,,24,0,1,,,,,,,,,0,,88,0,
39096,note_on,,0,0,8,,,,,,,,,7,,72,0,
39120,note_on,,24,0,4,,,,,,,,,3,,60,100,
39120,note_on,,24,0,10,,,,,,,,,10,,67,100,
39120,note_on,,24,0,2,,,,,,,,,1,,64,100,
39120,note_on,,24,0,5,,,,,,,,,4,,48,100,
39120,note_on,,24,0,1,,,,,,,,,0,,84,100,
39120,note_on,,24,0,3,,,,,,,,,2,,76,100,
39144,note_on,,24,0,5,,,,,,,,,4,,48,0,
39144,note_on,,24,0,4,,,,,,,,,3,,60,0,
39144,note_on,,24,0,1,,,,,,,,,0,,84,0,
39144,note_on,,24,0,2,,,,,,,,,1,,64,0,
39144,note_on,,24,0,10,,,,,,,,,10,,67,0,
39144,note_on,,24,0,3,,,,,,,,,2,,76,0,
39168,note_on,,24,0,1,,,,,,,,,0,,89,100,
39168,note_on,,24,0,2,,,,,,,,,1,,81,100,
39168,note_on,,24,0,3,,,,,,,,,2,,72,100,
39168,note_on,,24,0,4,,,,,,,,,3,,57,100,
39168,note_on,,24,0,5,,,,,,,,,4,,45,100,
39168,note_on,,24,0,10,,,,,,,,,10,,69,100,
39192,note_on,,24,0,4,,,,,,,,,3,,57,0,
39192,note_on,,24,0,10,,,,,,,,,10,,69,0,
39192,note_on,,24,0,5,,,,,,,,,4,,45,0,
39192,note_on,,24,0,1,,,,,,,,,0,,89,0,
39192,note_on,,24,0,2,,,,,,,,,1,,81,0,
39192,note_on,,24,0,3,,,,,,,,,2,,72,0,
39216,note_on,,24,0,10,,,,,,,,,10,,69,105,
39216,note_on,,24,0,3,,,,,,,,,2,,69,105,
39216,note_on,,24,0,4,,,,,,,,,3,,53,105,
39216,note_on,,24,0,5,,,,,,,,,4,,41,105,
39216,note_on,,24,0,2,,,,,,,,,1,,81,105,
39216,note_on,,24,0,1,,,,,,,,,0,,86,105,
39240,note_on,,24,0,2,,,,,,,,,1,,81,0,
39240,note_on,,24,0,3,,,,,,,,,2,,69,0,
39240,note_on,,24,0,5,,,,,,,,,4,,41,0,
39240,note_on,,24,0,1,,,,,,,,,0,,86,0,
39240,note_on,,24,0,10,,,,,,,,,10,,69,0,
39240,note_on,,24,0,4,,,,,,,,,3,,53,0,
39264,note_on,,24,0,1,,,,,,,,,0,,83,100,
39264,note_on,,24,0,10,,,,,,,,,10,,67,100,
39264,note_on,,24,0,5,,,,,,,,,4,,43,100,
39264,note_on,,24,0,4,,,,,,,,,3,,55,100,
39264,note_on,,24,0,3,,,,,,,,,2,,71,100,
39264,note_on,,24,0,2,,,,,,,,,1,,79,100,
39288,note_on,,24,0,2,,,,,,,,,1,,79,0,
39288,note_on,,24,0,1,,,,,,,,,0,,83,0,
39288,note_on,,24,0,10,,,,,,,,,10,,67,0,
39288,note_on,,24,0,4,,,,,,,,,3,,55,0,
39288,note_on,,24,0,3,,,,,,,,,2,,71,0,
39288,note_on,,24,0,5,,,,,,,,,4,,43,0,
39312,note_on,,24,0,2,,,,,,,,,1,,72,100,
39312,note_on,,0,0,2,,,,,,,,,1,,76,100,
39312,note_on,,24,0,4,,,,,,,,,3,,43,100,
39312,note_on,,24,0,10,,,,,,,,,10,,67,100,
39312,note_on,,24,0,1,,,,,,,,,0,,88,100,
39312,note_on,,24,0,3,,,,,,,,,2,,72,105,
39312,note_on,,24,0,5,,,,,,,,,4,,31,100,
39336,note_on,,24,0,1,,,,,,,,,0,,88,0,
39336,note_on,,24,0,3,,,,,,,,,2,,72,0,
39336,note_on,,24,0,5,,,,,,,,,4,,31,0,
39336,note_on,,24,0,10,,,,,,,,,10,,67,0,
39336,note_on,,0,0,2,,,,,,,,,1,,72,0,
39336,note_on,,24,0,4,,,,,,,,,3,,43,0,
39336,note_on,,24,0,2,,,,,,,,,1,,76,0,
39360,note_on,,0,0,2,,,,,,,,,1,,76,105,
39360,note_on,,264,0,7,,,,,,,,,6,,67,105,
39360,note_on,,24,0,1,,,,,,,,,0,,84,105,
39360,note_on,,24,0,4,,,,,,,,,3,,48,105,
39360,note_on,,24,0,5,,,,,,,,,4,,36,105,
39360,note_on,,2424,0,12,,,,,,,,,12,,84,100,
39360,note_on,,264,0,11,,,,,,,,,11,,60,105,
39360,note_on,,264,0,8,,,,,,,,,7,,55,105,
39360,note_on,,0,0,6,,,,,,,,,5,,91,105,
39360,note_on,,264,0,6,,,,,,,,,5,,79,105,
39360,note_on,,24,0,3,,,,,,,,,2,,72,100,
39360,note_on,,0,0,8,,,,,,,,,7,,67,105,
39360,note_on,,0,0,7,,,,,,,,,6,,79,105,
39360,note_on,,0,0,9,,,,,,,,,8,,48,105,
39360,note_on,,264,0,9,,,,,,,,,8,,36,105,
39360,note_on,,24,0,10,,,,,,,,,10,,67,100,
39360,note_on,,24,0,2,,,,,,,,,1,,72,105,
39384,note_on,,0,0,7,,,,,,,,,6,,67,0,
39384,note_on,,24,0,10,,,,,,,,,10,,67,0,
39384,note_on,,24,0,11,,,,,,,,,11,,60,0,
39384,note_on,,24,0,4,,,,,,,,,3,,48,0,
39384,note_on,,0,0,2,,,,,,,,,1,,72,0,
39384,note_on,,24,0,2,,,,,,,,,1,,76,0,
39384,note_on,,24,0,7,,,,,,,,,6,,79,0,
39384,note_on,,24,0,1,,,,,,,,,0,,84,0,
39384,note_on,,24,0,5,,,,,,,,,4,,36,0,
39384,note_on,,24,0,3,,,,,,,,,2,,72,0,
39384,note_on,,24,0,12,,,,,,,,,12,,84,0,
39384,note_on,,24,0,8,,,,,,,,,7,,67,0,
39384,note_on,,0,0,6,,,,,,,,,5,,79,0,
39384,note_on,,24,0,6,,,,,,,,,5,,91,0,
39384,note_on,,0,0,8,,,,,,,,,7,,55,0,
39384,note_on,,24,0,9,,,,,,,,,8,,48,0,
39384,note_on,,0,0,9,,,,,,,,,8,,36,0,
39408,note_on,,0,0,7,,,,,,,,,6,,76,100,
39408,note_on,,24,0,7,,,,,,,,,6,,64,100,
39408,note_on,,24,0,11,,,,,,,,,11,,60,100,
39408,note_on,,0,0,9,,,,,,,,,8,,48,100,
39408,note_on,,24,0,9,,,,,,,,,8,,36,100,
39408,note_on,,24,0,8,,,,,,,,,7,,64,100,
39408,note_on,,0,0,8,,,,,,,,,7,,76,100,
39408,note_on,,24,0,6,,,,,,,,,5,,76,100,
39408,note_on,,0,0,6,,,,,,,,,5,,88,100,
39432,note_on,,24,0,8,,,,,,,,,7,,76,0,
39432,note_on,,0,0,8,,,,,,,,,7,,64,0,
39432,note_on,,0,0,7,,,,,,,,,6,,64,0,
39432,note_on,,24,0,9,,,,,,,,,8,,48,0,
39432,note_on,,0,0,9,,,,,,,,,8,,36,0,
39432,note_on,,24,0,7,,,,,,,,,6,,76,0,
39432,note_on,,24,0,11,,,,,,,,,11,,60,0,
39432,note_on,,24,0,6,,,,,,,,,5,,88,0,
39432,note_on,,0,0,6,,,,,,,,,5,,76,0,
39456,note_on,,24,0,6,,,,,,,,,5,,81,100,
39456,note_on,,24,0,11,,,,,,,,,11,,60,100,
39456,note_on,,0,0,8,,,,,,,,,7,,69,100,
39456,note_on,,24,0,8,,,,,,,,,7,,65,100,
39456,note_on,,24,0,7,,,,,,,,,6,,69,100,
39456,note_on,,0,0,7,,,,,,,,,6,,81,100,
39456,note_on,,0,0,6,,,,,,,,,5,,93,100,
39456,note_on,,0,0,9,,,,,,,,,8,,53,100,
39456,note_on,,24,0,9,,,,,,,,,8,,41,100,
39480,note_on,,0,0,7,,,,,,,,,6,,69,0,
39480,note_on,,24,0,7,,,,,,,,,6,,81,0,
39480,note_on,,24,0,9,,,,,,,,,8,,53,0,
39480,note_on,,0,0,8,,,,,,,,,7,,65,0,
39480,note_on,,24,0,8,,,,,,,,,7,,69,0,
39480,note_on,,24,0,6,,,,,,,,,5,,93,0,
39480,note_on,,24,0,11,,,,,,,,,11,,60,0,
39480,note_on,,0,0,9,,,,,,,,,8,,41,0,
39480,note_on,,0,0,6,,,,,,,,,5,,81,0,
39504,note_on,,24,0,7,,,,,,,,,6,,65,105,
39504,note_on,,0,0,8,,,,,,,,,7,,77,105,
39504,note_on,,24,0,8,,,,,,,,,7,,65,105,
39504,note_on,,0,0,9,,,,,,,,,8,,50,105,
39504,note_on,,24,0,9,,,,,,,,,8,,38,105,
39504,note_on,,0,0,6,,,,,,,,,5,,89,105,
39504,note_on,,24,0,6,,,,,,,,,5,,77,105,
39504,note_on,,24,0,11,,,,,,,,,11,,50,105,
39504,note_on,,0,0,11,,,,,,,,,11,,62,105,
39504,note_on,,0,0,7,,,,,,,,,6,,77,105,
39528,note_on,,24,0,6,,,,,,,,,5,,89,0,
39528,note_on,,0,0,6,,,,,,,,,5,,77,0,
39528,note_on,,0,0,8,,,,,,,,,7,,65,0,
39528,note_on,,24,0,9,,,,,,,,,8,,50,0,
39528,note_on,,0,0,9,,,,,,,,,8,,38,0,
39528,note_on,,24,0,11,,,,,,,,,11,,62,0,
39528,note_on,,0,0,11,,,,,,,,,11,,50,0,
39528,note_on,,0,0,7,,,,,,,,,6,,65,0,
39528,note_on,,24,0,8,,,,,,,,,7,,77,0,
39528,note_on,,24,0,7,,,,,,,,,6,,77,0,
39552,note_on,,24,0,8,,,,,,,,,7,,67,100,
39552,note_on,,0,0,8,,,,,,,,,7,,74,100,
39552,note_on,,0,0,11,,,,,,,,,11,,62,100,
39552,note_on,,24,0,11,,,,,,,,,11,,50,100,
39552,note_on,,0,0,6,,,,,,,,,5,,86,100,
39552,note_on,,24,0,6,,,,,,,,,5,,74,100,
39552,note_on,,0,0,7,,,,,,,,,6,,74,100,
39552,note_on,,0,0,9,,,,,,,,,8,,59,100,
39552,note_on,,24,0,9,,,,,,,,,8,,47,100,
39552,note_on,,24,0,7,,,,,,,,,6,,62,100,
39576,note_on,,24,0,6,,,,,,,,,5,,86,0,
39576,note_on,,0,0,7,,,,,,,,,6,,62,0,
39576,note_on,,24,0,7,,,,,,,,,6,,74,0,
39576,note_on,,0,0,11,,,,,,,,,11,,50,0,
39576,note_on,,0,0,6,,,,,,,,,5,,74,0,
39576,note_on,,24,0,11,,,,,,,,,11,,62,0,
39576,note_on,,24,0,8,,,,,,,,,7,,74,0,
39576,note_on,,24,0,9,,,,,,,,,8,,59,0,
39576,note_on,,0,0,9,,,,,,,,,8,,47,0,
39576,note_on,,0,0,8,,,,,,,,,7,,67,0,
39600,note_on,,24,0,9,,,,,,,,,8,,43,100,
39600,note_on,,0,0,9,,,,,,,,,8,,55,100,
39600,note_on,,24,0,7,,,,,,,,,6,,67,100,
39600,note_on,,0,0,7,,,,,,,,,6,,79,100,
39600,note_on,,24,0,6,,,,,,,,,5,,79,100,
39600,note_on,,0,0,6,,,,,,,,,5,,91,100,
39600,note_on,,24,0,11,,,,,,,,,11,,50,100,
39600,note_on,,0,0,11,,,,,,,,,11,,62,100,
39600,note_on,,24,0,8,,,,,,,,,7,,71,100,
39600,note_on,,0,0,8,,,,,,,,,7,,74,100,
39624,note_on,,24,0,8,,,,,,,,,7,,74,0,
39624,note_on,,0,0,8,,,,,,,,,7,,71,0,
39624,note_on,,24,0,11,,,,,,,,,11,,62,0,
39624,note_on,,0,0,7,,,,,,,,,6,,67,0,
39624,note_on,,24,0,7,,,,,,,,,6,,79,0,
39624,note_on,,24,0,9,,,,,,,,,8,,55,0,
39624,note_on,,0,0,6,,,,,,,,,5,,79,0,
39624,note_on,,24,0,6,,,,,,,,,5,,91,0,
39624,note_on,,0,0,9,,,,,,,,,8,,43,0,
39624,note_on,,0,0,11,,,,,,,,,11,,50,0,
39648,note_on,,24,0,9,,,,,,,,,8,,43,105,
39648,note_on,,264,0,1,,,,,,,,,0,,88,105,
39648,note_on,,264,0,12,,,,,,,,,12,,84,100,
39648,note_on,,264,0,3,,,,,,,,,2,,64,105,
39648,note_on,,24,0,11,,,,,,,,,11,,60,100,
39648,note_on,,0,0,9,,,,,,,,,8,,55,105,
39648,note_on,,264,0,5,,,,,,,,,4,,43,105,
39648,note_on,,0,0,8,,,,,,,,,7,,76,105,
39648,note_on,,264,0,2,,,,,,,,,1,,76,105,
39648,note_on,,264,0,10,,,,,,,,,10,,64,105,
39648,note_on,,24,0,6,,,,,,,,,5,,79,105,
39648,note_on,,0,0,6,,,,,,,,,5,,91,105,
39648,note_on,,0,0,7,,,,,,,,,6,,79,105,
39648,note_on,,24,0,7,,,,,,,,,6,,67,105,
39648,note_on,,264,0,4,,,,,,,,,3,,55,105,
39648,note_on,,24,0,8,,,,,,,,,7,,72,105,
39672,note_on,,24,0,9,,,,,,,,,8,,55,0,
39672,note_on,,0,0,8,,,,,,,,,7,,72,0,
39672,note_on,,24,0,2,,,,,,,,,1,,76,0,
39672,note_on,,24,0,5,,,,,,,,,4,,43,0,
39672,note_on,,24,0,4,,,,,,,,,3,,55,0,
39672,note_on,,0,0,9,,,,,,,,,8,,43,0,
39672,note_on,,24,0,8,,,,,,,,,7,,76,0,
39672,note_on,,24,0,7,,,,,,,,,6,,79,0,
39672,note_on,,0,0,7,,,,,,,,,6,,67,0,
39672,note_on,,0,0,6,,,,,,,,,5,,79,0,
39672,note_on,,24,0,6,,,,,,,,,5,,91,0,
39672,note_on,,24,0,11,,,,,,,,,11,,60,0,
39672,note_on,,24,0,12,,,,,,,,,12,,84,0,
39672,note_on,,24,0,10,,,,,,,,,10,,64,0,
39672,note_on,,24,0,3,,,,,,,,,2,,64,0,
39672,note_on,,24,0,1,,,,,,,,,0,,88,0,
39696,note_on,,0,0,6,,,,,,,,,5,,91,100,
39696,note_on,,24,0,6,,,,,,,,,5,,79,100,
39696,note_on,,24,0,10,,,,,,,,,10,,67,100,
39696,note_on,,24,0,3,,,,,,,,,2,,60,100,
39696,note_on,,24,0,1,,,,,,,,,0,,84,100,
39696,note_on,,24,0,2,,,,,,,,,1,,72,100,
39696,note_on,,24,0,7,,,,,,,,,6,,67,100,
39696,note_on,,0,0,7,,,,,,,,,6,,79,100,
39696,note_on,,24,0,5,,,,,,,,,4,,40,100,
39696,note_on,,0,0,9,,,,,,,,,8,,67,100,
39696,note_on,,24,0,9,,,,,,,,,8,,55,100,
39696,note_on,,24,0,8,,,,,,,,,7,,67,100,
39696,note_on,,0,0,8,,,,,,,,,7,,79,100,
39696,note_on,,24,0,4,,,,,,,,,3,,52,100,
39720,note_on,,24,0,10,,,,,,,,,10,,67,0,
39720,note_on,,0,0,9,,,,,,,,,8,,55,0,
39720,note_on,,24,0,5,,,,,,,,,4,,40,0,
39720,note_on,,0,0,8,,,,,,,,,7,,67,0,
39720,note_on,,24,0,9,,,,,,,,,8,,67,0,
39720,note_on,,24,0,3,,,,,,,,,2,,60,0,
39720,note_on,,24,0,6,,,,,,,,,5,,91,0,
39720,note_on,,24,0,2,,,,,,,,,1,,72,0,
39720,note_on,,24,0,8,,,,,,,,,7,,79,0,
39720,note_on,,0,0,6,,,,,,,,,5,,79,0,
39720,note_on,,24,0,7,,,,,,,,,6,,79,0,
39720,note_on,,0,0,7,,,,,,,,,6,,67,0,
39720,note_on,,24,0,1,,,,,,,,,0,,84,0,
39720,note_on,,24,0,4,,,,,,,,,3,,52,0,
39744,note_on,,0,0,9,,,,,,,,,8,,67,100,
39744,note_on,,24,0,9,,,,,,,,,8,,55,100,
39744,note_on,,24,0,7,,,,,,,,,6,,67,100,
39744,note_on,,0,0,8,,,,,,,,,7,,79,100,
39744,note_on,,24,0,3,,,,,,,,,2,,65,100,
39744,note_on,,0,0,7,,,,,,,,,6,,79,100,
39744,note_on,,24,0,8,,,,,,,,,7,,67,100,
39744,note_on,,24,0,2,,,,,,,,,1,,77,100,
39744,note_on,,24,0,10,,,,,,,,,10,,67,100,
39744,note_on,,24,0,6,,,,,,,,,5,,79,100,
39744,note_on,,24,0,1,,,,,,,,,0,,89,100,
39744,note_on,,0,0,6,,,,,,,,,5,,91,100,
39744,note_on,,24,0,4,,,,,,,,,3,,57,100,
39744,note_on,,24,0,5,,,,,,,,,4,,45,100,
39768,note_on,,24,0,6,,,,,,,,,5,,91,0,
39768,note_on,,24,0,2,,,,,,,,,1,,77,0,
39768,note_on,,24,0,7,,,,,,,,,6,,79,0,
39768,note_on,,0,0,7,,,,,,,,,6,,67,0,
39768,note_on,,24,0,1,,,,,,,,,0,,89,0,
39768,note_on,,24,0,4,,,,,,,,,3,,57,0,
39768,note_on,,24,0,8,,,,,,,,,7,,79,0,
39768,note_on,,0,0,8,,,,,,,,,7,,67,0,
39768,note_on,,24,0,3,,,,,,,,,2,,65,0,
39768,note_on,,24,0,9,,,,,,,,,8,,67,0,
39768,note_on,,0,0,9,,,,,,,,,8,,55,0,
39768,note_on,,24,0,10,,,,,,,,,10,,67,0,
39768,note_on,,24,0,5,,,,,,,,,4,,45,0,
39768,note_on,,0,0,6,,,,,,,,,5,,79,0,
39792,note_on,,0,0,7,,,,,,,,,6,,79,105,
39792,note_on,,24,0,6,,,,,,,,,5,,79,105,
39792,note_on,,0,0,6,,,,,,,,,5,,91,105,
39792,note_on,,24,0,1,,,,,,,,,0,,86,105,
39792,note_on,,24,0,4,,,,,,,,,3,,53,105,
39792,note_on,,24,0,8,,,,,,,,,7,,67,105,
39792,note_on,,0,0,8,,,,,,,,,7,,79,105,
39792,note_on,,24,0,3,,,,,,,,,2,,62,105,
39792,note_on,,24,0,5,,,,,,,,,4,,41,105,
39792,note_on,,24,0,2,,,,,,,,,1,,74,105,
39792,note_on,,24,0,7,,,,,,,,,6,,67,105,
39792,note_on,,24,0,10,,,,,,,,,10,,67,105,
39792,note_on,,24,0,9,,,,,,,,,8,,55,105,
39792,note_on,,0,0,9,,,,,,,,,8,,67,105,
39816,note_on,,24,0,8,,,,,,,,,7,,79,0,
39816,note_on,,24,0,3,,,,,,,,,2,,62,0,
39816,note_on,,24,0,4,,,,,,,,,3,,53,0,
39816,note_on,,0,0,9,,,,,,,,,8,,55,0,
39816,note_on,,24,0,5,,,,,,,,,4,,41,0,
39816,note_on,,24,0,7,,,,,,,,,6,,79,0,
39816,note_on,,0,0,7,,,,,,,,,6,,67,0,
39816,note_on,,24,0,2,,,,,,,,,1,,74,0,
39816,note_on,,24,0,10,,,,,,,,,10,,67,0,
39816,note_on,,24,0,9,,,,,,,,,8,,67,0,
39816,note_on,,0,0,6,,,,,,,,,5,,79,0,
39816,note_on,,24,0,1,,,,,,,,,0,,86,0,
39816,note_on,,0,0,8,,,,,,,,,7,,67,0,
39816,note_on,,24,0,6,,,,,,,,,5,,91,0,
39840,note_on,,24,0,4,,,,,,,,,3,,50,100,
39840,note_on,,24,0,7,,,,,,,,,6,,67,100,
39840,note_on,,0,0,7,,,,,,,,,6,,79,100,
39840,note_on,,0,0,9,,,,,,,,,8,,67,100,
39840,note_on,,0,0,8,,,,,,,,,7,,79,100,
39840,note_on,,24,0,5,,,,,,,,,4,,38,100,
39840,note_on,,24,0,8,,,,,,,,,7,,67,100,
39840,note_on,,24,0,9,,,,,,,,,8,,55,100,
39840,note_on,,24,0,1,,,,,,,,,0,,83,100,
39840,note_on,,24,0,6,,,,,,,,,5,,79,100,
39840,note_on,,0,0,6,,,,,,,,,5,,91,100,
39840,note_on,,24,0,2,,,,,,,,,1,,71,100,
39840,note_on,,24,0,10,,,,,,,,,10,,67,100,
39840,note_on,,24,0,3,,,,,,,,,2,,59,100,
39864,note_on,,24,0,5,,,,,,,,,4,,38,0,
39864,note_on,,24,0,3,,,,,,,,,2,,59,0,
39864,note_on,,0,0,7,,,,,,,,,6,,67,0,
39864,note_on,,24,0,1,,,,,,,,,0,,83,0,
39864,note_on,,24,0,7,,,,,,,,,6,,79,0,
39864,note_on,,24,0,6,,,,,,,,,5,,91,0,
39864,note_on,,24,0,10,,,,,,,,,10,,67,0,
39864,note_on,,0,0,6,,,,,,,,,5,,79,0,
39864,note_on,,0,0,9,,,,,,,,,8,,55,0,
39864,note_on,,24,0,2,,,,,,,,,1,,71,0,
39864,note_on,,24,0,4,,,,,,,,,3,,50,0,
39864,note_on,,24,0,8,,,,,,,,,7,,79,0,
39864,note_on,,0,0,8,,,,,,,,,7,,67,0,
39864,note_on,,24,0,9,,,,,,,,,8,,67,0,
39888,note_on,,24,0,9,,,,,,,,,8,,55,100,
39888,note_on,,0,0,9,,,,,,,,,8,,67,100,
39888,note_on,,24,0,3,,,,,,,,,2,,62,100,
39888,note_on,,24,0,1,,,,,,,,,0,,88,100,
39888,note_on,,24,0,8,,,,,,,,,7,,67,100,
39888,note_on,,0,0,8,,,,,,,,,7,,79,100,
39888,note_on,,24,0,10,,,,,,,,,10,,67,100,
39888,note_on,,24,0,5,,,,,,,,,4,,43,100,
39888,note_on,,0,0,6,,,,,,,,,5,,91,100,
39888,note_on,,24,0,2,,,,,,,,,1,,76,100,
39888,note_on,,24,0,6,,,,,,,,,5,,79,100,
39888,note_on,,24,0,4,,,,,,,,,3,,55,100,
39888,note_on,,24,0,7,,,,,,,,,6,,67,100,
39888,note_on,,0,0,7,,,,,,,,,6,,79,100,
39912,note_on,,24,0,7,,,,,,,,,6,,79,0,
39912,note_on,,24,0,2,,,,,,,,,1,,76,0,
39912,note_on,,0,0,6,,,,,,,,,5,,79,0,
39912,note_on,,24,0,10,,,,,,,,,10,,67,0,
39912,note_on,,24,0,9,,,,,,,,,8,,67,0,
39912,note_on,,0,0,9,,,,,,,,,8,,55,0,
39912,note_on,,24,0,3,,,,,,,,,2,,62,0,
39912,note_on,,0,0,7,,,,,,,,,6,,67,0,
39912,note_on,,24,0,8,,,,,,,,,7,,79,0,
39912,note_on,,24,0,5,,,,,,,,,4,,43,0,
39912,note_on,,24,0,1,,,,,,,,,0,,88,0,
39912,note_on,,0,0,8,,,,,,,,,7,,67,0,
39912,note_on,,24,0,6,,,,,,,,,5,,91,0,
39912,note_on,,24,0,4,,,,,,,,,3,,55,0,
39936,note_on,,24,0,4,,,,,,,,,3,,48,100,
39936,note_on,,24,0,7,,,,,,,,,6,,76,105,
39936,note_on,,264,0,11,,,,,,,,,11,,60,100,
39936,note_on,,0,0,9,,,,,,,,,8,,64,105,
39936,note_on,,24,0,9,,,,,,,,,8,,60,105,
39936,note_on,,24,0,10,,,,,,,,,10,,67,105,
39936,note_on,,0,0,6,,,,,,,,,5,,88,105,
39936,note_on,,24,0,6,,,,,,,,,5,,84,105,
39936,note_on,,24,0,2,,,,,,,,,1,,60,103,
39936,note_on,,24,0,3,,,,,,,,,2,,48,97,
39936,note_on,,264,0,12,,,,,,,,,12,,84,100,
39936,note_on,,24,0,8,,,,,,,,,7,,72,105,
39936,note_on,,24,0,5,,,,,,,,,4,,36,100,
39936,note_on,,24,0,1,,,,,,,,,0,,84,107,
39936,note_on,,0,0,7,,,,,,,,,6,,84,105,
39936,note_on,,0,0,8,,,,,,,,,7,,76,105,
39938,note_on,,2,0,2,,,,,,,,,1,,67,105,
39938,note_on,,2,0,3,,,,,,,,,2,,55,100,
39940,note_on,,2,0,2,,,,,,,,,1,,76,107,
39940,note_on,,2,0,3,,,,,,,,,2,,64,105,
39960,note_on,,24,0,6,,,,,,,,,5,,88,0,
39960,note_on,,24,0,11,,,,,,,,,11,,60,0,
39960,note_on,,24,0,12,,,,,,,,,12,,84,0,
39960,note_on,,20,0,3,,,,,,,,,2,,48,0,
39960,note_on,,24,0,10,,,,,,,,,10,,67,0,
39960,note_on,,0,0,8,,,,,,,,,7,,72,0,
39960,note_on,,24,0,8,,,,,,,,,7,,76,0,
39960,note_on,,0,0,9,,,,,,,,,8,,60,0,
39960,note_on,,24,0,9,,,,,,,,,8,,64,0,
39960,note_on,,24,0,5,,,,,,,,,4,,36,0,
39960,note_on,,24,0,4,,,,,,,,,3,,48,0,
39960,note_on,,0,0,6,,,,,,,,,5,,84,0,
39960,note_on,,0,0,7,,,,,,,,,6,,76,0,
39960,note_on,,24,0,7,,,,,,,,,6,,84,0,
39962,note_on,,2,0,3,,,,,,,,,2,,55,0,
39964,note_on,,2,0,3,,,,,,,,,2,,64,0,
39971,note_on,,35,0,1,,,,,,,,,0,,84,0,
39971,note_on,,31,0,2,,,,,,,,,1,,60,0,
39973,note_on,,2,0,2,,,,,,,,,1,,67,0,
39975,note_on,,2,0,2,,,,,,,,,1,,76,0,
39984,note_on,,24,0,7,,,,,,,,,6,,76,100,
39984,note_on,,0,0,7,,,,,,,,,6,,79,100,
39984,note_on,,24,0,10,,,,,,,,,10,,67,100,
39984,note_on,,24,0,9,,,,,,,,,8,,64,100,
39984,note_on,,0,0,8,,,,,,,,,7,,72,100,
39984,note_on,,24,0,8,,,,,,,,,7,,67,100,
39984,note_on,,0,0,9,,,,,,,,,8,,67,100,
39984,note_on,,24,0,6,,,,,,,,,5,,84,100,
40008,note_on,,33,0,2,,,,,,,,,1,,72,100,
40008,note_on,,24,0,10,,,,,,,,,10,,67,0,
40008,note_on,,24,0,9,,,,,,,,,8,,67,0,
40008,note_on,,0,0,9,,,,,,,,,8,,64,0,
40008,note_on,,24,0,8,,,,,,,,,7,,72,0,
40008,note_on,,0,0,8,,,,,,,,,7,,67,0,
40008,note_on,,0,0,7,,,,,,,,,6,,76,0,
40008,note_on,,24,0,7,,,,,,,,,6,,79,0,
40008,note_on,,24,0,6,,,,,,,,,5,,84,0,
40010,note_on,,39,0,1,,,,,,,,,0,,72,100,
40020,note_on,,12,0,2,,,,,,,,,1,,72,0,
40022,note_on,,12,0,1,,,,,,,,,0,,72,0,
40032,note_on,,24,0,9,,,,,,,,,8,,60,100,
40032,note_on,,0,0,9,,,,,,,,,8,,64,100,
40032,note_on,,24,0,10,,,,,,,,,10,,67,100,
