tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,pitch,program,note,velocity
7410,set_tempo,10,1,0,,,,,,,402685,,,,,,,
7420,set_tempo,10,1,0,,,,,,,408163,,,,,,,
7430,set_tempo,10,1,0,,,,,,,413793,,,,,,,
7440,note_on,120,0,1,,,,,,,,,,0,,,79,0
7440,note_on,120,0,2,,,,,,,,,,1,,,58,0
7440,note_on,0,0,2,,,,,,,,,,1,,,63,0
7440,note_on,0,0,2,,,,,,,,,,1,,,46,80
7440,note_on,0,0,1,,,,,,,,,,0,,,68,80
7440,note_on,0,0,1,,,,,,,,,,0,,,70,0
7440,set_tempo,10,1,0,,,,,,,416667,,,,,,,
7450,set_tempo,10,1,0,,,,,,,422535,,,,,,,
7460,set_tempo,10,1,0,,,,,,,425532,,,,,,,
7470,set_tempo,10,1,0,,,,,,,431655,,,,,,,
7480,set_tempo,10,1,0,,,,,,,437956,,,,,,,
7490,set_tempo,10,1,0,,,,,,,441176,,,,,,,
7500,set_tempo,10,1,0,,,,,,,447761,,,,,,,
7500,note_on,0,0,1,,,,,,,,,,0,,,80,80
7500,note_on,60,0,1,,,,,,,,,,0,,,68,0
7510,set_tempo,10,1,0,,,,,,,451128,,,,,,,
7520,set_tempo,10,1,0,,,,,,,458015,,,,,,,
7530,set_tempo,10,1,0,,,,,,,465116,,,,,,,
7540,set_tempo,10,1,0,,,,,,,468750,,,,,,,
7550,set_tempo,10,1,0,,,,,,,476190,,,,,,,
7560,note_on,120,0,2,,,,,,,,,,1,,,46,0
7560,note_on,0,0,1,,,,,,,,,,0,,,77,80
7560,note_on,0,0,2,,,,,,,,,,1,,,58,80
7560,note_on,60,0,1,,,,,,,,,,0,,,80,0
7560,set_tempo,10,1,0,,,,,,,480000,,,,,,,
7570,set_tempo,10,1,0,,,,,,,487805,,,,,,,
7580,set_tempo,10,1,0,,,,,,,495868,,,,,,,
7590,set_tempo,10,1,0,,,,,,,500000,,,,,,,
7600,set_tempo,10,1,0,,,,,,,508475,,,,,,,
7610,set_tempo,10,1,0,,,,,,,512821,,,,,,,
7620,set_tempo,10,1,0,,,,,,,521739,,,,,,,
7620,note_on,0,0,1,,,,,,,,,,0,,,74,80
7620,note_on,60,0,1,,,,,,,,,,0,,,77,0
7630,set_tempo,10,1,0,,,,,,,530973,,,,,,,
7640,set_tempo,10,1,0,,,,,,,535714,,,,,,,
7650,set_tempo,10,1,0,,,,,,,545455,,,,,,,
7660,set_tempo,10,1,0,,,,,,,550459,,,,,,,
7670,set_tempo,10,1,0,,,,,,,560748,,,,,,,
7680,note_on,60,0,1,,,,,,,,,,0,,,74,0
7680,note_on,120,0,2,,,,,,,,,,1,,,58,0
7680,set_tempo,10,1,0,,,,,,,571429,,,,,,,
7680,note_on,0,0,2,,,,,,,,,,1,,,51,80
7680,note_on,0,0,1,,,,,,,,,,0,,,75,80
7690,set_tempo,10,1,0,,,,,,,576923,,,,,,,
7700,set_tempo,10,1,0,,,,,,,588235,,,,,,,
7710,set_tempo,10,1,0,,,,,,,594059,,,,,,,
7720,set_tempo,10,1,0,,,,,,,606061,,,,,,,
7730,set_tempo,10,1,0,,,,,,,618557,,,,,,,
7740,set_tempo,10,1,0,,,,,,,625000,,,,,,,
7750,set_tempo,10,1,0,,,,,,,638298,,,,,,,
7760,set_tempo,10,1,0,,,,,,,645161,,,,,,,
7770,set_tempo,10,1,0,,,,,,,659341,,,,,,,
7780,set_tempo,10,1,0,,,,,,,659341,,,,,,,
7790,set_tempo,10,1,0,,,,,,,731707,,,,,,,
7800,note_on,0,0,2,,,,,,,,,,1,,,39,80
7800,note_on,120,0,2,,,,,,,,,,1,,,51,0
7800,set_tempo,10,1,0,,,,,,,821918,,,,,,,
7800,note_on,120,0,1,,,,,,,,,,0,,,75,0
7810,set_tempo,10,1,0,,,,,,,937500,,,,,,,
7820,set_tempo,10,1,0,,,,,,,1090909,,,,,,,
7920,set_tempo,100,1,0,,,,,,,363636,,,,,,,
7920,marker,0,1,0,,,,,,,,,,,,,,
7920,note_on,120,0,2,,,,,,,,,,1,,,39,0
7920,note_on,0,0,2,,,,,,,,,,1,,,51,52
7920,note_on,120,0,1,,,,,,,,,,0,,,82,58
7979,note_on,59,0,1,,,,,,,,,,0,,,82,0
7980,note_on,1,0,1,,,,,,,,,,0,,,79,58
8039,note_on,119,0,2,,,,,,,,,,1,,,51,0
8039,note_on,59,0,1,,,,,,,,,,0,,,79,0
8040,note_on,1,0,2,,,,,,,,,,1,,,58,56
8040,note_on,0,0,2,,,,,,,,,,1,,,55,56
8040,note_on,1,0,1,,,,,,,,,,0,,,75,58
8099,note_on,59,0,1,,,,,,,,,,0,,,75,0
8100,note_on,1,0,1,,,,,,,,,,0,,,70,58
8159,note_on,0,0,2,,,,,,,,,,1,,,58,0
8159,note_on,119,0,2,,,,,,,,,,1,,,55,0
8159,note_on,59,0,1,,,,,,,,,,0,,,70,0
8160,note_on,1,0,2,,,,,,,,,,1,,,51,52
8160,note_on,1,0,1,,,,,,,,,,0,,,67,80
8279,note_on,119,0,2,,,,,,,,,,1,,,51,0
8280,note_on,0,0,2,,,,,,,,,,1,,,55,51
8280,note_on,1,0,2,,,,,,,,,,1,,,58,51
8280,note_on,120,0,1,,,,,,,,,,0,,,67,0
8399,note_on,0,0,2,,,,,,,,,,1,,,58,0
8399,note_on,119,0,2,,,,,,,,,,1,,,55,0
8400,note_on,120,0,1,,,,,,,,,,0,,,82,58
8400,note_on,1,0,2,,,,,,,,,,1,,,51,51
8459,note_on,59,0,1,,,,,,,,,,0,,,82,0
8460,note_on,1,0,1,,,,,,,,,,0,,,79,58
8519,note_on,119,0,2,,,,,,,,,,1,,,51,0
8519,note_on,59,0,1,,,,,,,,,,0,,,79,0
8520,note_on,0,0,2,,,,,,,,,,1,,,58,52
8520,note_on,1,0,2,,,,,,,,,,1,,,55,52
8520,note_on,1,0,1,,,,,,,,,,0,,,75,58
8579,note_on,59,0,1,,,,,,,,,,0,,,75,0
8580,note_on,1,0,1,,,,,,,,,,0,,,70,58
8639,note_on,59,0,1,,,,,,,,,,0,,,70,0
8639,note_on,0,0,2,,,,,,,,,,1,,,55,0
8639,note_on,119,0,2,,,,,,,,,,1,,,58,0
8640,note_on,1,0,1,,,,,,,,,,0,,,67,51
8640,note_on,1,0,2,,,,,,,,,,1,,,51,54
8759,note_on,119,0,1,,,,,,,,,,0,,,67,0
8759,note_on,119,0,2,,,,,,,,,,1,,,51,0
8760,note_on,1,0,2,,,,,,,,,,1,,,58,52
8760,note_on,0,0,2,,,,,,,,,,1,,,55,52
8879,note_on,119,0,2,,,,,,,,,,1,,,55,0
8879,note_on,0,0,2,,,,,,,,,,1,,,58,0
8880,note_on,1,0,2,,,,,,,,,,1,,,51,50
8880,note_on,121,0,1,,,,,,,,,,0,,,82,51
8954,note_on,74,0,1,,,,,,,,,,0,,,82,0
8955,note_on,1,0,1,,,,,,,,,,0,,,86,51
8970,note_on,0,0,1,,,,,,,,,,0,,,84,51
8970,note_on,15,0,1,,,,,,,,,,0,,,86,0
8985,note_on,15,0,1,,,,,,,,,,0,,,84,0
8985,note_on,0,0,1,,,,,,,,,,0,,,82,51
8999,note_on,119,0,2,,,,,,,,,,1,,,51,0
9000,note_on,0,0,1,,,,,,,,,,0,,,84,51
9000,note_on,0,0,2,,,,,,,,,,1,,,58,50
9000,note_on,1,0,2,,,,,,,,,,1,,,55,50
9000,note_on,15,0,1,,,,,,,,,,0,,,82,0
9060,note_on,0,0,1,,,,,,,,,,0,,,82,51
9060,note_on,60,0,1,,,,,,,,,,0,,,84,0
9119,note_on,0,0,2,,,,,,,,,,1,,,55,0
9119,note_on,119,0,2,,,,,,,,,,1,,,58,0
9120,note_on,60,0,1,,,,,,,,,,0,,,82,0
9120,note_on,0,0,1,,,,,,,,,,0,,,80,59
9120,note_on,1,0,2,,,,,,,,,,1,,,51,56
9179,note_on,59,0,1,,,,,,,,,,0,,,80,0
9180,note_on,1,0,1,,,,,,,,,,0,,,79,59
9239,note_on,59,0,1,,,,,,,,,,0,,,79,0
9239,note_on,119,0,2,,,,,,,,,,1,,,51,0
9240,note_on,1,0,2,,,,,,,,,,1,,,58,53
9240,note_on,1,0,1,,,,,,,,,,0,,,77,59
9240,note_on,0,0,2,,,,,,,,,,1,,,55,53
9299,note_on,59,0,1,,,,,,,,,,0,,,77,0
9300,note_on,1,0,1,,,,,,,,,,0,,,75,59
9359,note_on,59,0,1,,,,,,,,,,0,,,75,0
9359,note_on,119,0,2,,,,,,,,,,1,,,55,0
9359,note_on,0,0,2,,,,,,,,,,1,,,58,0
9360,note_on,1,0,1,,,,,,,,,,0,,,82,58
9360,note_on,1,0,2,,,,,,,,,,1,,,46,51
9419,note_on,59,0,1,,,,,,,,,,0,,,82,0
9420,note_on,1,0,1,,,,,,,,,,0,,,80,58
9479,note_on,119,0,2,,,,,,,,,,1,,,46,0
9479,note_on,59,0,1,,,,,,,,,,0,,,80,0
9480,note_on,1,0,2,,,,,,,,,,1,,,53,52
9480,note_on,0,0,2,,,,,,,,,,1,,,58,52
9480,note_on,1,0,1,,,,,,,,,,0,,,77,58
9539,note_on,59,0,1,,,,,,,,,,0,,,77,0
9540,note_on,1,0,1,,,,,,,,,,0,,,74,58
9599,note_on,59,0,1,,,,,,,,,,0,,,74,0
9599,note_on,0,0,2,,,,,,,,,,1,,,53,0
9599,note_on,119,0,2,,,,,,,,,,1,,,58,0
9600,note_on,1,0,1,,,,,,,,,,0,,,70,58
9600,note_on,1,0,2,,,,,,,,,,1,,,46,53
9659,note_on,59,0,1,,,,,,,,,,0,,,70,0
9660,note_on,1,0,1,,,,,,,,,,0,,,68,58
9719,note_on,119,0,2,,,,,,,,,,1,,,46,0
9719,note_on,59,0,1,,,,,,,,,,0,,,68,0
9720,note_on,1,0,1,,,,,,,,,,0,,,65,58
9720,note_on,0,0,2,,,,,,,,,,1,,,58,52
9720,note_on,1,0,2,,,,,,,,,,1,,,53,52
9779,note_on,59,0,1,,,,,,,,,,0,,,65,0
9780,note_on,1,0,1,,,,,,,,,,0,,,62,58
9839,note_on,59,0,1,,,,,,,,,,0,,,62,0
9839,note_on,0,0,2,,,,,,,,,,1,,,53,0
9839,note_on,119,0,2,,,,,,,,,,1,,,58,0
9840,note_on,1,0,1,,,,,,,,,,0,,,82,58
9840,note_on,1,0,2,,,,,,,,,,1,,,51,50
9899,note_on,59,0,1,,,,,,,,,,0,,,82,0
9900,note_on,1,0,1,,,,,,,,,,0,,,79,58
9959,note_on,119,0,2,,,,,,,,,,1,,,51,0
9959,note_on,59,0,1,,,,,,,,,,0,,,79,0
9960,note_on,1,0,2,,,,,,,,,,1,,,58,49
9960,note_on,1,0,1,,,,,,,,,,0,,,75,58
9960,note_on,0,0,2,,,,,,,,,,1,,,55,49
10019,note_on,59,0,1,,,,,,,,,,0,,,75,0
10020,note_on,1,0,1,,,,,,,,,,0,,,70,58
10079,note_on,0,0,2,,,,,,,,,,1,,,58,0
10079,note_on,119,0,2,,,,,,,,,,1,,,55,0
10079,note_on,59,0,1,,,,,,,,,,0,,,70,0
10080,note_on,1,0,2,,,,,,,,,,1,,,51,53
10080,note_on,1,0,1,,,,,,,,,,0,,,67,51
10199,note_on,119,0,2,,,,,,,,,,1,,,51,0
10200,note_on,120,0,1,,,,,,,,,,0,,,67,0
10200,note_on,1,0,2,,,,,,,,,,1,,,58,54
10200,note_on,0,0,2,,,,,,,,,,1,,,55,54
10319,note_on,119,0,2,,,,,,,,,,1,,,55,0
10319,note_on,0,0,2,,,,,,,,,,1,,,58,0
10320,note_on,1,0,2,,,,,,,,,,1,,,51,56
10320,note_on,120,0,1,,,,,,,,,,0,,,82,58
10379,note_on,59,0,1,,,,,,,,,,0,,,82,0
10380,note_on,1,0,1,,,,,,,,,,0,,,79,58
10439,note_on,59,0,1,,,,,,,,,,0,,,79,0
10439,note_on,119,0,2,,,,,,,,,,1,,,51,0
10440,note_on,1,0,1,,,,,,,,,,0,,,75,58
10440,note_on,1,0,2,,,,,,,,,,1,,,55,57
10440,note_on,0,0,2,,,,,,,,,,1,,,58,57
10499,note_on,59,0,1,,,,,,,,,,0,,,75,0
10500,note_on,1,0,1,,,,,,,,,,0,,,70,58
10559,note_on,0,0,2,,,,,,,,,,1,,,55,0
10559,note_on,59,0,1,,,,,,,,,,0,,,70,0
10559,note_on,119,0,2,,,,,,,,,,1,,,58,0
10560,note_on,1,0,1,,,,,,,,,,0,,,67,51
10560,note_on,1,0,2,,,,,,,,,,1,,,51,53
10679,note_on,119,0,2,,,,,,,,,,1,,,51,0
10680,note_on,120,0,1,,,,,,,,,,0,,,67,0
10680,note_on,0,0,2,,,,,,,,,,1,,,58,53
10680,note_on,1,0,2,,,,,,,,,,1,,,55,53
10799,note_on,119,0,2,,,,,,,,,,1,,,58,0
10799,note_on,0,0,2,,,,,,,,,,1,,,55,0
10800,note_on,120,0,1,,,,,,,,,,0,,,82,51
10800,note_on,1,0,2,,,,,,,,,,1,,,51,53
10875,note_on,0,0,1,,,,,,,,,,0,,,86,51
10875,note_on,75,0,1,,,,,,,,,,0,,,82,0
10890,note_on,15,0,1,,,,,,,,,,0,,,86,0
10890,note_on,0,0,1,,,,,,,,,,0,,,84,51
10905,note_on,15,0,1,,,,,,,,,,0,,,84,0
10905,note_on,0,0,1,,,,,,,,,,0,,,82,51
10919,note_on,119,0,2,,,,,,,,,,1,,,51,0
10920,note_on,1,0,2,,,,,,,,,,1,,,58,53
10920,note_on,0,0,2,,,,,,,,,,1,,,55,53
10920,note_on,15,0,1,,,,,,,,,,0,,,82,0
10920,note_on,0,0,1,,,,,,,,,,0,,,84,58
10979,note_on,59,0,1,,,,,,,,,,0,,,84,0
10980,note_on,1,0,1,,,,,,,,,,0,,,82,58
11039,note_on,0,0,2,,,,,,,,,,1,,,58,0
11039,note_on,119,0,2,,,,,,,,,,1,,,55,0
11039,note_on,59,0,1,,,,,,,,,,0,,,82,0
11040,note_on,1,0,2,,,,,,,,,,1,,,46,53
11040,note_on,1,0,1,,,,,,,,,,0,,,80,51
11100,note_on,0,0,1,,,,,,,,,,0,,,82,51
11100,note_on,60,0,1,,,,,,,,,,0,,,80,0
11159,note_on,119,0,2,,,,,,,,,,1,,,46,0
11160,note_on,0,0,2,,,,,,,,,,1,,,53,54
11160,note_on,1,0,2,,,,,,,,,,1,,,58,51
11160,note_on,60,0,1,,,,,,,,,,0,,,82,0
11160,note_on,0,0,1,,,,,,,,,,0,,,77,51
11220,note_on,0,0,1,,,,,,,,,,0,,,82,51
11220,note_on,60,0,1,,,,,,,,,,0,,,77,0
11230,set_tempo,3310,1,0,,,,,,,370370,,,,,,,
11279,note_on,119,0,2,,,,,,,,,,1,,,53,0
11280,note_on,0,0,2,,,,,,,,,,1,,,46,54
11280,note_on,60,0,1,,,,,,,,,,0,,,82,0
11280,note_on,0,0,1,,,,,,,,,,0,,,74,51
11280,note_on,1,0,2,,,,,,,,,,1,,,58,0
11340,note_on,60,0,1,,,,,,,,,,0,,,74,0
11340,note_on,0,0,1,,,,,,,,,,0,,,82,51
11399,note_on,119,0,2,,,,,,,,,,1,,,46,0
11400,note_on,1,0,2,,,,,,,,,,1,,,53,52
11400,note_on,0,0,2,,,,,,,,,,1,,,58,52
11400,note_on,60,0,1,,,,,,,,,,0,,,82,0
11400,note_on,0,0,1,,,,,,,,,,0,,,70,51
11460,note_on,60,0,1,,,,,,,,,,0,,,70,0
11460,note_on,0,0,1,,,,,,,,,,0,,,82,51
11519,note_on,119,0,2,,,,,,,,,,1,,,58,0
11519,note_on,0,0,2,,,,,,,,,,1,,,53,0
11520,note_on,0,0,1,,,,,,,,,,0,,,68,51
11520,note_on,60,0,1,,,,,,,,,,0,,,82,0
11520,note_on,1,0,2,,,,,,,,,,1,,,46,51
11580,note_on,60,0,1,,,,,,,,,,0,,,68,0
11580,note_on,0,0,1,,,,,,,,,,0,,,82,51
11639,note_on,119,0,2,,,,,,,,,,1,,,46,0
11640,note_on,60,0,1,,,,,,,,,,0,,,82,0
11640,note_on,0,0,1,,,,,,,,,,0,,,65,51
11640,note_on,0,0,2,,,,,,,,,,1,,,58,51
11640,note_on,1,0,2,,,,,,,,,,1,,,53,51
11700,note_on,60,0,1,,,,,,,,,,0,,,65,0
11700,note_on,0,0,1,,,,,,,,,,0,,,82,51
11759,note_on,119,0,2,,,,,,,,,,1,,,58,0
11759,note_on,0,0,2,,,,,,,,,,1,,,53,0
11760,note_on,60,0,1,,,,,,,,,,0,,,82,0
11760,note_on,0,0,1,,,,,,,,,,0,,,63,51
11760,note_on,1,0,2,,,,,,,,,,1,,,43,51
11880,note_on,120,0,1,,,,,,,,,,0,,,63,0
11880,note_on,120,0,2,,,,,,,,,,1,,,43,0
11880,note_on,0,0,2,,,,,,,,,,1,,,31,51
11880,note_on,0,0,1,,,,,,,,,,0,,,58,51
11880,note_on,0,0,1,,,,,,,,,,0,,,70,51
12000,note_on,120,0,2,,,,,,,,,,1,,,31,0
12000,note_on,0,0,2,,,,,,,,,,1,,,32,100
12000,note_on,120,0,1,,,,,,,,,,0,,,58,0
12000,note_on,0,0,1,,,,,,,,,,0,,,70,0
12000,note_on,0,0,1,,,,,,,,,,0,,,60,76
12059,note_on,59,0,1,,,,,,,,,,0,,,60,0
12060,note_on,1,0,1,,,,,,,,,,0,,,72,76
12119,note_on,59,0,1,,,,,,,,,,0,,,72,0
12120,note_on,1,0,1,,,,,,,,,,0,,,63,100
12120,note_on,0,0,1,,,,,,,,,,0,,,72,100
12120,note_on,120,0,2,,,,,,,,,,1,,,32,0
12120,note_on,0,0,2,,,,,,,,,,1,,,44,100
12130,set_tempo,900,1,0,,,,,,,372671,,,,,,,
12240,note_on,120,0,1,,,,,,,,,,0,,,72,0
12240,note_on,0,0,1,,,,,,,,,,0,,,63,0
12240,note_on,0,0,2,,,,,,,,,,1,,,46,100
12240,note_on,0,0,1,,,,,,,,,,0,,,62,77
12240,note_on,120,0,2,,,,,,,,,,1,,,44,0
12359,note_on,119,0,1,,,,,,,,,,0,,,62,0
12360,note_on,1,0,1,,,,,,,,,,0,,,74,78
12360,note_on,0,0,1,,,,,,,,,,0,,,65,78
12360,note_on,0,0,2,,,,,,,,,,1,,,34,100
12360,note_on,120,0,2,,,,,,,,,,1,,,46,0
12479,note_on,119,0,1,,,,,,,,,,0,,,65,0
12479,note_on,0,0,1,,,,,,,,,,0,,,74,0
12480,note_on,0,0,2,,,,,,,,,,1,,,36,100
12480,note_on,120,0,2,,,,,,,,,,1,,,34,0
12480,note_on,1,0,1,,,,,,,,,,0,,,63,78
12539,note_on,59,0,1,,,,,,,,,,0,,,63,0
12540,note_on,1,0,1,,,,,,,,,,0,,,75,79
12599,note_on,59,0,1,,,,,,,,,,0,,,75,0
12600,note_on,1,0,1,,,,,,,,,,0,,,75,100
12600,note_on,0,0,2,,,,,,,,,,1,,,48,100
12600,note_on,0,0,1,,,,,,,,,,0,,,67,100
12600,note_on,120,0,2,,,,,,,,,,1,,,36,0
12720,note_on,120,0,1,,,,,,,,,,0,,,67,0
12720,note_on,0,0,1,,,,,,,,,,0,,,75,0
12720,note_on,120,0,2,,,,,,,,,,1,,,48,0
12720,note_on,0,0,1,,,,,,,,,,0,,,65,80
12720,note_on,0,0,2,,,,,,,,,,1,,,50,100
12839,note_on,119,0,1,,,,,,,,,,0,,,65,0
12840,note_on,0,0,1,,,,,,,,,,0,,,77,80
12840,note_on,1,0,1,,,,,,,,,,0,,,68,80
12840,note_on,120,0,2,,,,,,,,,,1,,,50,0
12840,note_on,0,0,2,,,,,,,,,,1,,,38,100
12959,note_on,0,0,1,,,,,,,,,,0,,,68,0
12959,note_on,119,0,1,,,,,,,,,,0,,,77,0
12960,note_on,0,0,2,,,,,,,,,,1,,,39,100
12960,note_on,120,0,2,,,,,,,,,,1,,,38,0
12960,note_on,1,0,1,,,,,,,,,,0,,,67,79
13019,note_on,59,0,1,,,,,,,,,,0,,,67,0
13020,note_on,1,0,1,,,,,,,,,,0,,,79,79
13030,set_tempo,900,1,0,,,,,,,375000,,,,,,,
13079,note_on,59,0,1,,,,,,,,,,0,,,79,0
13080,set_tempo,50,1,0,,,,,,,372671,,,,,,,
13080,note_on,1,0,1,,,,,,,,,,0,,,70,100
13080,note_on,0,0,1,,,,,,,,,,0,,,79,100
13080,note_on,120,0,2,,,,,,,,,,1,,,39,0
13080,note_on,0,0,2,,,,,,,,,,1,,,51,100
13200,note_on,120,0,1,,,,,,,,,,0,,,79,0
13200,note_on,0,0,2,,,,,,,,,,1,,,46,100
13200,note_on,120,0,2,,,,,,,,,,1,,,51,0
13200,note_on,0,0,1,,,,,,,,,,0,,,68,80
13200,note_on,0,0,1,,,,,,,,,,0,,,70,0
13259,note_on,59,0,1,,,,,,,,,,0,,,68,0
13260,note_on,1,0,1,,,,,,,,,,0,,,80,80
13319,note_on,59,0,1,,,,,,,,,,0,,,80,0
13320,note_on,1,0,1,,,,,,,,,,0,,,77,80
13320,note_on,0,0,2,,,,,,,,,,1,,,34,100
13320,note_on,120,0,2,,,,,,,,,,1,,,46,0
13379,note_on,59,0,1,,,,,,,,,,0,,,77,0
13380,note_on,1,0,1,,,,,,,,,,0,,,74,80
13439,note_on,59,0,1,,,,,,,,,,0,,,74,0
13440,note_on,120,0,2,,,,,,,,,,1,,,34,0
13440,note_on,0,0,2,,,,,,,,,,1,,,39,80
13440,note_on,1,0,1,,,,,,,,,,0,,,75,80
13499,note_on,59,0,1,,,,,,,,,,0,,,75,0
13500,note_on,1,0,1,,,,,,,,,,0,,,79,79
13559,note_on,59,0,1,,,,,,,,,,0,,,79,0
13560,note_on,120,0,2,,,,,,,,,,1,,,39,0
13560,note_on,0,0,2,,,,,,,,,,1,,,51,80
13560,note_on,1,0,1,,,,,,,,,,0,,,75,80
13619,note_on,59,0,1,,,,,,,,,,0,,,75,0
13620,note_on,1,0,1,,,,,,,,,,0,,,70,80
13679,note_on,59,0,1,,,,,,,,,,0,,,70,0
13680,note_on,1,0,1,,,,,,,,,,0,,,67,80
13680,note_on,0,0,2,,,,,,,,,,1,,,39,80
13680,note_on,0,0,2,,,,,,,,,,1,,,51,80
13680,note_on,120,0,2,,,,,,,,,,1,,,51,0
13800,note_on,120,0,1,,,,,,,,,,0,,,67,0
13800,note_on,0,0,1,,,,,,,,,,0,,,70,80
13800,note_on,0,0,1,,,,,,,,,,0,,,58,80
13800,note_on,0,0,2,,,,,,,,,,1,,,43,80
13800,note_on,120,0,2,,,,,,,,,,1,,,51,0
13800,note_on,0,0,2,,,,,,,,,,1,,,39,0
13800,note_on,0,0,2,,,,,,,,,,1,,,55,80
13920,note_on,120,0,2,,,,,,,,,,1,,,43,0
13920,note_on,0,0,2,,,,,,,,,,1,,,55,0
13920,note_on,0,0,2,,,,,,,,,,1,,,44,80
13920,note_on,120,0,1,,,,,,,,,,0,,,58,0
13920,note_on,0,0,1,,,,,,,,,,0,,,70,0
13920,note_on,0,0,1,,,,,,,,,,0,,,60,85
13979,note_on,59,0,1,,,,,,,,,,0,,,60,0
13980,note_on,1,0,1,,,,,,,,,,0,,,72,85
14039,note_on,59,0,1,,,,,,,,,,0,,,72,0
14040,note_on,0,0,1,,,,,,,,,,0,,,63,80
14040,note_on,120,0,2,,,,,,,,,,1,,,44,0
14040,note_on,0,0,2,,,,,,,,,,1,,,51,80
14040,note_on,0,0,2,,,,,,,,,,1,,,56,80
14040,note_on,1,0,1,,,,,,,,,,0,,,72,80
14160,note_on,120,0,1,,,,,,,,,,0,,,63,0
14160,note_on,0,0,1,,,,,,,,,,0,,,62,85
14160,note_on,120,0,2,,,,,,,,,,1,,,56,0
14160,note_on,0,0,2,,,,,,,,,,1,,,51,0
14160,note_on,0,0,2,,,,,,,,,,1,,,46,80
14160,note_on,0,0,1,,,,,,,,,,0,,,72,0
14279,note_on,119,0,1,,,,,,,,,,0,,,62,0
14280,note_on,0,0,2,,,,,,,,,,1,,,53,80
14280,note_on,0,0,2,,,,,,,,,,1,,,58,80
14280,note_on,120,0,2,,,,,,,,,,1,,,46,0
14280,note_on,0,0,1,,,,,,,,,,0,,,65,85
14280,note_on,1,0,1,,,,,,,,,,0,,,74,85
14399,note_on,0,0,1,,,,,,,,,,0,,,74,0
14399,note_on,119,0,1,,,,,,,,,,0,,,65,0
14400,note_on,120,0,2,,,,,,,,,,1,,,53,0
14400,note_on,0,0,2,,,,,,,,,,1,,,58,0
14400,note_on,1,0,1,,,,,,,,,,0,,,63,85
14400,note_on,0,0,2,,,,,,,,,,1,,,48,80
14459,note_on,59,0,1,,,,,,,,,,0,,,63,0
14460,note_on,1,0,1,,,,,,,,,,0,,,75,85
14519,note_on,59,0,1,,,,,,,,,,0,,,75,0
14520,note_on,1,0,1,,,,,,,,,,0,,,67,80
14520,note_on,0,0,1,,,,,,,,,,0,,,75,80
14520,note_on,0,0,2,,,,,,,,,,1,,,55,80
14520,note_on,0,0,2,,,,,,,,,,1,,,60,80
14520,note_on,120,0,2,,,,,,,,,,1,,,48,0
14640,note_on,120,0,1,,,,,,,,,,0,,,75,0
14640,note_on,0,0,1,,,,,,,,,,0,,,65,85
14640,note_on,120,0,2,,,,,,,,,,1,,,55,0
14640,note_on,0,0,2,,,,,,,,,,1,,,50,100
14640,note_on,0,0,2,,,,,,,,,,1,,,60,0
14640,note_on,0,0,1,,,,,,,,,,0,,,67,0
14759,note_on,119,0,1,,,,,,,,,,0,,,65,0
14760,note_on,1,0,1,,,,,,,,,,0,,,77,85
14760,note_on,0,0,1,,,,,,,,,,0,,,68,85
14760,note_on,0,0,2,,,,,,,,,,1,,,58,100
14760,note_on,0,0,2,,,,,,,,,,1,,,62,100
14760,note_on,120,0,2,,,,,,,,,,1,,,50,0
14879,note_on,0,0,1,,,,,,,,,,0,,,77,0
14879,note_on,119,0,1,,,,,,,,,,0,,,68,0
14880,note_on,1,0,1,,,,,,,,,,0,,,67,85
14880,note_on,0,0,2,,,,,,,,,,1,,,62,0
14880,note_on,120,0,2,,,,,,,,,,1,,,58,0
14880,note_on,0,0,2,,,,,,,,,,1,,,51,80
14939,note_on,59,0,1,,,,,,,,,,0,,,67,0
14940,note_on,1,0,1,,,,,,,,,,0,,,79,85
14990,set_tempo,1910,1,0,,,,,,,372671,,,,,,,
14999,note_on,59,0,1,,,,,,,,,,0,,,79,0
15000,note_on,120,0,2,,,,,,,,,,1,,,51,0
15000,note_on,0,0,2,,,,,,,,,,1,,,63,80
15000,note_on,0,0,2,,,,,,,,,,1,,,58,80
15000,note_on,0,0,1,,,,,,,,,,0,,,79,80
15000,note_on,1,0,1,,,,,,,,,,0,,,70,80
15010,set_tempo,20,1,0,,,,,,,375000,,,,,,,
15020,set_tempo,10,1,0,,,,,,,377358,,,,,,,
15030,set_tempo,10,1,0,,,,,,,379747,,,,,,,
15040,set_tempo,10,1,0,,,,,,,382166,,,,,,,
15050,set_tempo,10,1,0,,,,,,,384615,,,,,,,
15060,set_tempo,10,1,0,,,,,,,387097,,,,,,,
15070,set_tempo,10,1,0,,,,,,,389610,,,,,,,
15090,set_tempo,20,1,0,,,,,,,392157,,,,,,,
15100,set_tempo,10,1,0,,,,,,,394737,,,,,,,
15110,set_tempo,10,1,0,,,,,,,397351,,,,,,,
15120,note_on,0,0,1,,,,,,,,,,0,,,68,80
15120,set_tempo,10,1,0,,,,,,,400000,,,,,,,
15120,note_on,0,0,2,,,,,,,,,,1,,,46,80
15120,note_on,0,0,2,,,,,,,,,,1,,,63,0
15120,note_on,0,0,1,,,,,,,,,,0,,,70,0
15120,note_on,120,0,1,,,,,,,,,,0,,,79,0
15120,note_on,120,0,2,,,,,,,,,,1,,,58,0
