tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,channel,pitch,control,value,program,note,velocity
310400,note_on,0,0,1,,,,,,,0,,,,,49,50
310440,set_tempo,1185,1,0,,,,,,271493,,,,,,,
310560,set_tempo,120,1,0,,,,,,306122,,,,,,,
310560,note_off,160,0,1,,,,,,,0,,,,,49,0
310560,note_on,0,0,1,,,,,,,0,,,,,45,52
310640,note_on,0,0,1,,,,,,,0,,,,,49,52
310640,note_off,80,0,1,,,,,,,0,,,,,45,0
310720,note_on,0,0,1,,,,,,,0,,,,,54,53
310720,note_off,80,0,1,,,,,,,0,,,,,49,0
310800,note_on,0,0,1,,,,,,,0,,,,,57,54
310800,note_off,80,0,1,,,,,,,0,,,,,54,0
310880,note_on,0,0,1,,,,,,,0,,,,,61,54
310880,note_off,80,0,1,,,,,,,0,,,,,57,0
310920,set_tempo,360,1,0,,,,,,309278,,,,,,,
310960,note_on,0,0,1,,,,,,,0,,,,,66,55
310960,note_off,80,0,1,,,,,,,0,,,,,61,0
311040,note_on,0,0,1,,,,,,,0,,,,,69,56
311040,note_off,80,0,1,,,,,,,0,,,,,66,0
311040,set_tempo,120,1,0,,,,,,271493,,,,,,,
311160,set_tempo,120,1,0,,,,,,267857,,,,,,,
311200,note_off,160,0,1,,,,,,,0,,,,,69,0
311200,note_on,0,0,1,,,,,,,0,,,,,66,57
311360,note_off,160,0,1,,,,,,,0,,,,,66,0
311360,note_on,0,0,1,,,,,,,0,,,,,61,59
311520,note_on,0,0,1,,,,,,,0,,,,,57,60
311520,note_off,160,0,1,,,,,,,0,,,,,61,0
311680,note_on,0,0,1,,,,,,,0,,,,,61,62
311680,note_off,160,0,1,,,,,,,0,,,,,57,0
311840,note_on,0,0,1,,,,,,,0,,,,,66,64
311840,note_off,160,0,1,,,,,,,0,,,,,61,0
312000,note_off,160,0,1,,,,,,,0,,,,,66,0
312000,note_on,0,0,1,,,,,,,0,,,,,69,65
312160,note_off,160,0,1,,,,,,,0,,,,,69,0
312160,note_on,0,0,1,,,,,,,0,,,,,73,67
312320,note_off,160,0,1,,,,,,,0,,,,,73,0
312320,note_on,0,0,1,,,,,,,0,,,,,78,68
312360,set_tempo,1200,1,0,,,,,,271493,,,,,,,
312480,note_on,160,0,1,,,,,,,0,,,,,81,69
312480,set_tempo,120,1,0,,,,,,306122,,,,,,,
312517,note_off,37,0,1,,,,,,,0,,,,,78,0
312600,note_off,83,0,1,,,,,,,0,,,,,81,0
312600,note_on,0,0,1,,,,,,,0,,,,,78,64
312720,note_on,0,0,1,,,,,,,0,,,,,73,61
312720,note_off,120,0,1,,,,,,,0,,,,,78,0
312840,note_off,120,0,1,,,,,,,0,,,,,73,0
312840,set_tempo,360,1,0,,,,,,314136,,,,,,,
312840,note_on,0,0,1,,,,,,,0,,,,,69,59
312960,note_on,0,0,1,,,,,,,0,,,,,69,62
312960,control_change,120,0,1,,,,,,,0,,64,0,,,
312960,note_on,0,0,2,,,,,,,1,,,,,54,66
312960,set_tempo,120,1,0,,,,,,267857,,,,,,,
312960,control_change,3605,0,3,,,,,,,2,,64,0,,,
312960,note_on,0,0,3,,,,,,,2,,,,,50,66
312960,note_off,0,0,1,,,,,,,0,,,,,69,0
312960,note_on,4610,0,2,,,,,,,1,,,,,57,66
312960,note_on,0,0,4,,,,,,,3,,,,,42,58
312960,control_change,3605,0,4,,,,,,,3,,64,0,,,
312960,note_on,0,0,2,,,,,,,1,,,,,62,66
313150,note_off,190,0,1,,,,,,,0,,,,,69,0
313150,note_off,190,0,4,,,,,,,3,,,,,42,0
313150,note_off,0,0,2,,,,,,,1,,,,,57,0
313150,note_off,190,0,3,,,,,,,2,,,,,50,0
313150,note_off,0,0,2,,,,,,,1,,,,,54,0
313150,note_off,190,0,2,,,,,,,1,,,,,62,0
313920,note_on,770,0,3,,,,,,,2,,,,,50,68
313920,note_on,770,0,4,,,,,,,3,,,,,42,61
313920,note_on,0,0,2,,,,,,,1,,,,,54,68
313920,note_on,770,0,2,,,,,,,1,,,,,57,68
313920,note_on,770,0,1,,,,,,,0,,,,,69,65
313920,note_on,0,0,2,,,,,,,1,,,,,62,68
314110,note_off,190,0,1,,,,,,,0,,,,,69,0
314110,note_off,190,0,2,,,,,,,1,,,,,62,0
314110,note_off,190,0,3,,,,,,,2,,,,,50,0
314110,note_off,0,0,2,,,,,,,1,,,,,57,0
314110,note_off,0,0,2,,,,,,,1,,,,,54,0
314110,note_off,190,0,4,,,,,,,3,,,,,42,0
314880,note_on,770,0,3,,,,,,,2,,,,,50,70
314880,note_on,770,0,4,,,,,,,3,,,,,42,63
314880,note_on,770,0,1,,,,,,,0,,,,,69,68
314880,note_on,770,0,2,,,,,,,1,,,,,62,70
314880,note_on,0,0,2,,,,,,,1,,,,,54,70
314880,note_on,0,0,2,,,,,,,1,,,,,57,70
315070,note_off,0,0,2,,,,,,,1,,,,,54,0
315070,note_off,190,0,1,,,,,,,0,,,,,69,0
315070,note_off,190,0,4,,,,,,,3,,,,,42,0
315070,note_off,190,0,2,,,,,,,1,,,,,57,0
315070,note_off,0,0,2,,,,,,,1,,,,,62,0
315070,note_off,190,0,3,,,,,,,2,,,,,50,0
315840,note_on,0,0,2,,,,,,,1,,,,,57,72
315840,note_on,770,0,3,,,,,,,2,,,,,50,72
315840,note_on,0,0,2,,,,,,,1,,,,,54,72
315840,note_on,770,0,4,,,,,,,3,,,,,42,66
315840,note_on,770,0,2,,,,,,,1,,,,,62,72
315840,note_on,770,0,1,,,,,,,0,,,,,69,71
316030,note_off,0,0,2,,,,,,,1,,,,,54,0
316030,note_off,190,0,4,,,,,,,3,,,,,42,0
316030,note_off,190,0,1,,,,,,,0,,,,,69,0
316030,note_off,190,0,3,,,,,,,2,,,,,50,0
316030,note_off,0,0,2,,,,,,,1,,,,,62,0
316030,note_off,190,0,2,,,,,,,1,,,,,57,0
316680,set_tempo,3720,1,0,,,,,,271493,,,,,,,
316800,control_change,770,0,3,,,,,,,2,,64,127,,,
316800,note_on,0,0,1,,,,,,,0,,,,,70,70
316800,control_change,770,0,1,,,,,,,0,,64,127,,,
316800,note_on,0,0,3,,,,,,,2,,,,,50,74
316800,note_on,0,0,3,,,,,,,2,,,,,55,74
316800,control_change,770,0,4,,,,,,,3,,64,127,,,
316800,note_on,0,0,4,,,,,,,3,,,,,43,68
316935,set_tempo,255,1,0,,,,,,267857,,,,,,,
316960,note_on,0,0,1,,,,,,,0,,,,,67,69
316960,note_off,160,0,1,,,,,,,0,,,,,70,0
316968,note_off,0,0,3,,,,,,,2,,,,,55,0
316968,note_off,168,0,3,,,,,,,2,,,,,50,0
316968,note_off,168,0,4,,,,,,,3,,,,,43,0
317120,note_on,0,0,1,,,,,,,0,,,,,62,69
317120,note_off,160,0,1,,,,,,,0,,,,,67,0
317280,note_on,0,0,1,,,,,,,0,,,,,58,68
317280,note_off,160,0,1,,,,,,,0,,,,,62,0
317440,note_on,0,0,1,,,,,,,0,,,,,55,67
317440,note_off,160,0,1,,,,,,,0,,,,,58,0
317600,note_on,0,0,1,,,,,,,0,,,,,50,66
317600,note_off,160,0,1,,,,,,,0,,,,,55,0
317760,note_off,160,0,1,,,,,,,0,,,,,50,0
317760,note_on,0,0,1,,,,,,,0,,,,,46,66
317920,note_off,160,0,1,,,,,,,0,,,,,46,0
317920,note_on,0,0,1,,,,,,,0,,,,,50,65
318080,note_on,0,0,1,,,,,,,0,,,,,55,64
318080,note_off,160,0,1,,,,,,,0,,,,,50,0
318120,set_tempo,1185,1,0,,,,,,271493,,,,,,,
318240,note_off,160,0,1,,,,,,,0,,,,,55,0
318240,set_tempo,120,1,0,,,,,,306122,,,,,,,
318240,note_on,0,0,1,,,,,,,0,,,,,46,66
318320,note_on,0,0,1,,,,,,,0,,,,,50,67
318320,note_off,80,0,1,,,,,,,0,,,,,46,0
318400,note_on,0,0,1,,,,,,,0,,,,,55,67
318400,note_off,80,0,1,,,,,,,0,,,,,50,0
318480,note_on,0,0,1,,,,,,,0,,,,,58,68
318480,note_off,80,0,1,,,,,,,0,,,,,55,0
318560,note_on,0,0,1,,,,,,,0,,,,,62,69
318560,note_off,80,0,1,,,,,,,0,,,,,58,0
318600,set_tempo,360,1,0,,,,,,309278,,,,,,,
318640,note_off,80,0,1,,,,,,,0,,,,,62,0
318640,note_on,0,0,1,,,,,,,0,,,,,67,69
318720,note_on,0,0,1,,,,,,,0,,,,,70,70
318720,set_tempo,120,1,0,,,,,,271493,,,,,,,
318720,note_off,80,0,1,,,,,,,0,,,,,67,0
318840,set_tempo,120,1,0,,,,,,267857,,,,,,,
318880,note_off,160,0,1,,,,,,,0,,,,,70,0
318880,note_on,0,0,1,,,,,,,0,,,,,67,71
319040,note_off,160,0,1,,,,,,,0,,,,,67,0
319040,note_on,0,0,1,,,,,,,0,,,,,62,73
319200,note_off,160,0,1,,,,,,,0,,,,,62,0
319200,note_on,0,0,1,,,,,,,0,,,,,58,74
319360,note_off,160,0,1,,,,,,,0,,,,,58,0
319360,note_on,0,0,1,,,,,,,0,,,,,62,75
319520,note_on,0,0,1,,,,,,,0,,,,,67,77
319520,note_off,160,0,1,,,,,,,0,,,,,62,0
319680,note_on,0,0,1,,,,,,,0,,,,,70,78
319680,note_off,160,0,1,,,,,,,0,,,,,67,0
319840,note_off,160,0,1,,,,,,,0,,,,,70,0
319840,note_on,0,0,1,,,,,,,0,,,,,74,79
320000,note_on,0,0,1,,,,,,,0,,,,,79,81
320000,note_off,160,0,1,,,,,,,0,,,,,74,0
320040,set_tempo,1200,1,0,,,,,,271493,,,,,,,
320160,note_on,0,0,1,,,,,,,0,,,,,82,83
320160,note_off,160,0,1,,,,,,,0,,,,,79,0
320160,set_tempo,120,1,0,,,,,,306122,,,,,,,
320280,note_on,0,0,1,,,,,,,0,,,,,79,80
320280,note_off,120,0,1,,,,,,,0,,,,,82,0
320400,note_on,0,0,1,,,,,,,0,,,,,74,78
320400,note_off,120,0,1,,,,,,,0,,,,,79,0
320520,set_tempo,360,1,0,,,,,,314136,,,,,,,
320520,note_on,0,0,1,,,,,,,0,,,,,70,77
320520,note_off,120,0,1,,,,,,,0,,,,,74,0
320640,set_tempo,120,1,0,,,,,,267857,,,,,,,
320640,note_on,0,0,3,,,,,,,2,,,,,61,82
320640,note_on,0,0,2,,,,,,,1,,,,,70,82
320640,note_on,4610,0,2,,,,,,,1,,,,,73,82
320640,note_on,0,0,3,,,,,,,2,,,,,64,82
320640,note_on,0,0,3,,,,,,,2,,,,,58,82
320640,control_change,3672,0,4,,,,,,,3,,64,0,,,
320640,control_change,3672,0,3,,,,,,,2,,64,0,,,
320640,note_on,0,0,1,,,,,,,0,,,,,76,80
320640,note_off,0,0,1,,,,,,,0,,,,,70,0
320640,control_change,120,0,1,,,,,,,0,,64,0,,,
320640,note_on,0,0,4,,,,,,,3,,,,,55,78
320830,note_off,190,0,2,,,,,,,1,,,,,70,0
320830,note_off,0,0,2,,,,,,,1,,,,,73,0
320830,note_off,0,0,3,,,,,,,2,,,,,58,0
320830,note_off,190,0,3,,,,,,,2,,,,,64,0
320830,note_off,190,0,1,,,,,,,0,,,,,76,0
320830,note_off,0,0,3,,,,,,,2,,,,,61,0
320830,note_off,190,0,4,,,,,,,3,,,,,55,0
321600,note_on,770,0,4,,,,,,,3,,,,,55,81
321600,note_on,770,0,3,,,,,,,2,,,,,64,84
321600,note_on,0,0,3,,,,,,,2,,,,,58,84
321600,note_on,0,0,3,,,,,,,2,,,,,61,84
321600,note_on,770,0,2,,,,,,,1,,,,,70,84
321600,note_on,0,0,2,,,,,,,1,,,,,73,84
321600,note_on,770,0,1,,,,,,,0,,,,,76,82
321790,note_off,190,0,3,,,,,,,2,,,,,61,0
321790,note_off,0,0,2,,,,,,,1,,,,,70,0
321790,note_off,190,0,2,,,,,,,1,,,,,73,0
321790,note_off,190,0,4,,,,,,,3,,,,,55,0
321790,note_off,0,0,3,,,,,,,2,,,,,64,0
321790,note_off,0,0,3,,,,,,,2,,,,,58,0
321790,note_off,190,0,1,,,,,,,0,,,,,76,0
322560,note_on,770,0,4,,,,,,,3,,,,,55,83
322560,note_on,770,0,1,,,,,,,0,,,,,76,85
322560,note_on,770,0,2,,,,,,,1,,,,,70,86
322560,note_on,770,0,3,,,,,,,2,,,,,64,86
322560,note_on,0,0,3,,,,,,,2,,,,,58,86
322560,note_on,0,0,2,,,,,,,1,,,,,73,86
322560,note_on,0,0,3,,,,,,,2,,,,,61,86
322750,note_off,190,0,4,,,,,,,3,,,,,55,0
322750,note_off,190,0,1,,,,,,,0,,,,,76,0
322750,note_off,190,0,2,,,,,,,1,,,,,73,0
322750,note_off,0,0,2,,,,,,,1,,,,,70,0
322750,note_off,190,0,3,,,,,,,2,,,,,61,0
322750,note_off,0,0,3,,,,,,,2,,,,,64,0
322750,note_off,0,0,3,,,,,,,2,,,,,58,0
323520,note_on,770,0,1,,,,,,,0,,,,,76,87
323520,note_on,0,0,3,,,,,,,2,,,,,64,88
323520,note_on,0,0,3,,,,,,,2,,,,,58,88
323520,note_on,770,0,4,,,,,,,3,,,,,55,86
323520,note_on,770,0,3,,,,,,,2,,,,,61,88
323520,note_on,0,0,2,,,,,,,1,,,,,70,88
323520,note_on,770,0,2,,,,,,,1,,,,,73,88
323710,note_off,0,0,3,,,,,,,2,,,,,58,0
323710,note_off,190,0,4,,,,,,,3,,,,,55,0
323710,note_off,0,0,2,,,,,,,1,,,,,73,0
323710,note_off,190,0,2,,,,,,,1,,,,,70,0
323710,note_off,190,0,3,,,,,,,2,,,,,64,0
323710,note_off,0,0,3,,,,,,,2,,,,,61,0
323710,note_off,190,0,1,,,,,,,0,,,,,76,0
324360,set_tempo,3720,1,0,,,,,,271493,,,,,,,
324480,control_change,770,0,3,,,,,,,2,,64,127,,,
324480,note_on,0,0,4,,,,,,,3,,,,,56,91
324480,note_on,0,0,1,,,,,,,0,,,,,77,89
324480,note_on,770,0,2,,,,,,,1,,,,,65,90
324480,note_on,0,0,3,,,,,,,2,,,,,59,90
324480,control_change,770,0,4,,,,,,,3,,64,127,,,
324480,control_change,770,0,1,,,,,,,0,,64,127,,,
324480,note_on,0,0,3,,,,,,,2,,,,,62,90
324615,set_tempo,255,1,0,,,,,,267857,,,,,,,
324640,note_off,160,0,1,,,,,,,0,,,,,77,0
324640,note_on,0,0,1,,,,,,,0,,,,,74,89
324674,note_off,194,0,2,,,,,,,1,,,,,65,0
324679,note_off,199,0,3,,,,,,,2,,,,,62,0
324679,note_off,199,0,4,,,,,,,3,,,,,56,0
324679,note_off,0,0,3,,,,,,,2,,,,,59,0
324800,note_on,0,0,1,,,,,,,0,,,,,71,88
324800,note_off,160,0,1,,,,,,,0,,,,,74,0
324960,note_off,160,0,1,,,,,,,0,,,,,71,0
324960,note_on,0,0,1,,,,,,,0,,,,,68,88
325120,note_off,160,0,1,,,,,,,0,,,,,68,0
325120,note_on,0,0,1,,,,,,,0,,,,,65,87
325280,note_off,160,0,1,,,,,,,0,,,,,65,0
325280,note_on,0,0,1,,,,,,,0,,,,,74,87
325440,note_off,160,0,1,,,,,,,0,,,,,74,0
325440,note_on,0,0,1,,,,,,,0,,,,,71,86
325600,note_off,160,0,1,,,,,,,0,,,,,71,0
325600,note_on,0,0,1,,,,,,,0,,,,,68,88
325760,note_off,160,0,1,,,,,,,0,,,,,68,0
325760,note_on,0,0,1,,,,,,,0,,,,,65,89
325920,note_on,0,0,1,,,,,,,0,,,,,62,90
325920,note_off,160,0,1,,,,,,,0,,,,,65,0
326080,note_off,160,0,1,,,,,,,0,,,,,62,0
326080,note_on,0,0,1,,,,,,,0,,,,,65,91
326240,note_off,160,0,1,,,,,,,0,,,,,65,0
326240,note_on,0,0,1,,,,,,,0,,,,,68,92
326400,note_off,160,0,1,,,,,,,0,,,,,68,0
326400,note_on,0,0,1,,,,,,,0,,,,,71,93
326560,note_off,160,0,1,,,,,,,0,,,,,71,0
326560,note_on,0,0,1,,,,,,,0,,,,,74,94
326720,note_off,160,0,1,,,,,,,0,,,,,74,0
326720,note_on,0,0,1,,,,,,,0,,,,,77,95
326880,note_on,0,0,1,,,,,,,0,,,,,80,96
326880,note_off,160,0,1,,,,,,,0,,,,,77,0
327040,note_off,160,0,1,,,,,,,0,,,,,80,0
327040,note_on,0,0,1,,,,,,,0,,,,,83,97
327135,set_tempo,2520,1,0,,,,,,271493,,,,,,,
327200,note_off,160,0,1,,,,,,,0,,,,,83,0
327200,note_on,0,0,1,,,,,,,0,,,,,86,99
327360,note_off,160,0,1,,,,,,,0,,,,,86,0
327360,note_on,0,0,1,,,,,,,0,,,,,89,100
327360,set_tempo,225,1,0,,,,,,251046,,,,,,,
327840,set_tempo,480,1,0,,,,,,258620,,,,,,,
327840,note_off,480,0,1,,,,,,,0,,,,,89,0
327840,note_on,0,0,1,,,,,,,0,,,,,86,95
328320,control_change,3641,0,3,,,,,,,2,,64,0,,,
328320,set_tempo,480,1,0,,,,,,240963,,,,,,,
328320,note_on,0,0,4,,,,,,,3,,,,,57,79
328320,control_change,3641,0,4,,,,,,,3,,64,0,,,
328320,note_on,0,0,1,,,,,,,0,,,,,85,79
328320,note_off,0,0,1,,,,,,,0,,,,,86,0
328320,control_change,480,0,1,,,,,,,0,,64,0,,,
328560,note_on,240,0,3,,,,,,,2,,,,,69,42
328575,note_off,255,0,1,,,,,,,0,,,,,85,0
328800,note_off,240,0,3,,,,,,,2,,,,,69,0
328800,note_on,0,0,3,,,,,,,2,,,,,67,42
328800,note_on,0,0,3,,,,,,,2,,,,,64,42
329040,note_off,0,0,3,,,,,,,2,,,,,67,0
329040,note_on,0,0,3,,,,,,,2,,,,,69,42
329040,note_off,240,0,3,,,,,,,2,,,,,64,0
329280,note_off,240,0,3,,,,,,,2,,,,,69,0
329280,note_on,0,0,3,,,,,,,2,,,,,70,42
329520,note_off,240,0,3,,,,,,,2,,,,,70,0
329520,note_on,0,0,3,,,,,,,2,,,,,69,42
329760,note_on,1185,0,1,,,,,,,0,,,,,88,54
329760,note_off,240,0,3,,,,,,,2,,,,,69,0
329760,note_on,0,0,3,,,,,,,2,,,,,67,43
329760,note_on,0,0,3,,,,,,,2,,,,,64,43
330000,note_off,240,0,3,,,,,,,2,,,,,64,0
330000,note_off,0,0,3,,,,,,,2,,,,,67,0
330000,note_on,0,0,3,,,,,,,2,,,,,69,43
330000,note_off,240,0,1,,,,,,,0,,,,,88,0
330000,note_on,0,0,1,,,,,,,0,,,,,85,54
330141,note_off,1821,0,4,,,,,,,3,,,,,57,0
330240,note_on,99,0,4,,,,,,,3,,,,,57,66
330240,note_off,240,0,1,,,,,,,0,,,,,85,0
330240,note_on,0,0,1,,,,,,,0,,,,,81,54
330240,note_off,240,0,3,,,,,,,2,,,,,69,0
330480,note_on,0,0,1,,,,,,,0,,,,,82,54
330480,note_on,240,0,3,,,,,,,2,,,,,69,43
330480,note_off,240,0,1,,,,,,,0,,,,,81,0
330720,note_on,0,0,1,,,,,,,0,,,,,82,55
330720,note_on,0,0,3,,,,,,,2,,,,,67,44
330720,note_on,0,0,3,,,,,,,2,,,,,64,44
330720,note_off,240,0,1,,,,,,,0,,,,,82,0
330720,note_off,240,0,3,,,,,,,2,,,,,69,0
330960,note_off,240,0,3,,,,,,,2,,,,,64,0
330960,note_off,0,0,3,,,,,,,2,,,,,67,0
330960,note_on,0,0,3,,,,,,,2,,,,,69,44
330960,note_off,240,0,1,,,,,,,0,,,,,82,0
330960,note_on,0,0,1,,,,,,,0,,,,,79,52
331200,note_off,240,0,3,,,,,,,2,,,,,69,0
331200,note_on,0,0,3,,,,,,,2,,,,,70,44
331200,note_off,240,0,1,,,,,,,0,,,,,79,0
331440,note_off,240,0,3,,,,,,,2,,,,,70,0
331440,note_on,0,0,3,,,,,,,2,,,,,69,44
331680,note_off,240,0,3,,,,,,,2,,,,,69,0
331680,note_on,0,0,3,,,,,,,2,,,,,64,45
331680,note_on,0,0,3,,,,,,,2,,,,,67,45
331680,note_on,480,0,1,,,,,,,0,,,,,88,56
331920,note_off,240,0,1,,,,,,,0,,,,,88,0
331920,note_on,0,0,3,,,,,,,2,,,,,69,45
331920,note_on,0,0,1,,,,,,,0,,,,,85,56
331920,note_off,240,0,3,,,,,,,2,,,,,67,0
331920,note_off,0,0,3,,,,,,,2,,,,,64,0
332061,note_off,1821,0,4,,,,,,,3,,,,,57,0
332160,note_off,240,0,1,,,,,,,0,,,,,85,0
332160,note_on,0,0,1,,,,,,,0,,,,,81,56
332160,note_on,99,0,4,,,,,,,3,,,,,57,68
332160,note_off,240,0,3,,,,,,,2,,,,,69,0
332400,note_on,240,0,3,,,,,,,2,,,,,69,45
332400,note_on,0,0,1,,,,,,,0,,,,,82,56
332400,note_off,240,0,1,,,,,,,0,,,,,81,0
332640,note_on,0,0,3,,,,,,,2,,,,,67,46
332640,note_on,0,0,3,,,,,,,2,,,,,64,46
332640,note_off,240,0,3,,,,,,,2,,,,,69,0
332640,note_off,240,0,1,,,,,,,0,,,,,82,0
332640,note_on,0,0,1,,,,,,,0,,,,,82,56
332880,note_off,240,0,1,,,,,,,0,,,,,82,0
332880,note_on,0,0,1,,,,,,,0,,,,,79,55
332880,note_off,240,0,3,,,,,,,2,,,,,64,0
332880,note_off,0,0,3,,,,,,,2,,,,,67,0
332880,note_on,0,0,3,,,,,,,2,,,,,69,46
333120,note_on,0,0,3,,,,,,,2,,,,,70,46
333120,note_off,240,0,3,,,,,,,2,,,,,69,0
333120,note_off,240,0,1,,,,,,,0,,,,,79,0
333360,note_off,240,0,3,,,,,,,2,,,,,70,0
333360,note_on,0,0,3,,,,,,,2,,,,,69,46
333600,note_on,480,0,1,,,,,,,0,,,,,88,57
333600,note_off,240,0,3,,,,,,,2,,,,,69,0
333600,note_on,0,0,3,,,,,,,2,,,,,64,46
333600,note_on,0,0,3,,,,,,,2,,,,,67,46
333840,note_off,0,0,3,,,,,,,2,,,,,64,0
333840,note_off,240,0,3,,,,,,,2,,,,,67,0
333840,note_on,0,0,3,,,,,,,2,,,,,69,47
333840,note_off,240,0,1,,,,,,,0,,,,,88,0
333840,note_on,0,0,1,,,,,,,0,,,,,85,58
333981,note_off,1821,0,4,,,,,,,3,,,,,57,0
334080,note_off,240,0,3,,,,,,,2,,,,,69,0
334080,note_on,99,0,4,,,,,,,3,,,,,57,69
334080,note_on,0,0,1,,,,,,,0,,,,,81,58
334080,note_off,240,0,1,,,,,,,0,,,,,85,0
334320,note_on,240,0,3,,,,,,,2,,,,,69,47
334320,note_on,0,0,1,,,,,,,0,,,,,82,58
334320,note_off,240,0,1,,,,,,,0,,,,,81,0
334560,note_off,240,0,3,,,,,,,2,,,,,69,0
334560,note_on,0,0,3,,,,,,,2,,,,,67,47
334560,note_on,0,0,1,,,,,,,0,,,,,82,58
334560,note_off,240,0,1,,,,,,,0,,,,,82,0
334560,note_on,0,0,3,,,,,,,2,,,,,64,47
334800,note_off,240,0,1,,,,,,,0,,,,,82,0
334800,note_off,240,0,3,,,,,,,2,,,,,64,0
334800,note_on,0,0,1,,,,,,,0,,,,,79,58
334800,note_on,0,0,3,,,,,,,2,,,,,69,48
334800,note_off,0,0,3,,,,,,,2,,,,,67,0
335002,note_off,922,0,4,,,,,,,3,,,,,57,0
335040,note_off,240,0,3,,,,,,,2,,,,,69,0
335040,note_on,38,0,4,,,,,,,3,,,,,57,70
335040,note_on,0,0,1,,,,,,,0,,,,,79,59
335040,note_off,240,0,1,,,,,,,0,,,,,79,0
335280,note_on,240,0,3,,,,,,,2,,,,,69,48
335280,note_off,240,0,1,,,,,,,0,,,,,79,0
335280,note_on,0,0,1,,,,,,,0,,,,,77,59
335520,note_on,0,0,3,,,,,,,2,,,,,64,48
335520,note_off,240,0,3,,,,,,,2,,,,,69,0
335520,note_on,0,0,1,,,,,,,0,,,,,77,59
335520,note_off,240,0,1,,,,,,,0,,,,,77,0
335520,note_on,0,0,3,,,,,,,2,,,,,61,48
335760,note_off,240,0,3,,,,,,,2,,,,,61,0
335760,note_off,240,0,1,,,,,,,0,,,,,77,0
335760,note_on,0,0,1,,,,,,,0,,,,,76,59
335760,note_off,0,0,3,,,,,,,2,,,,,64,0
335760,note_on,0,0,3,,,,,,,2,,,,,69,49
335962,note_off,922,0,4,,,,,,,3,,,,,57,0
336000,note_on,0,0,1,,,,,,,0,,,,,76,60
336000,note_off,240,0,1,,,,,,,0,,,,,76,0
336000,note_on,38,0,4,,,,,,,3,,,,,57,71
336000,note_off,240,0,3,,,,,,,2,,,,,69,0
336240,note_on,240,0,3,,,,,,,2,,,,,69,49
336240,note_on,0,0,1,,,,,,,0,,,,,77,60
336240,note_off,240,0,1,,,,,,,0,,,,,76,0
336480,note_on,0,0,1,,,,,,,0,,,,,74,59
336480,note_off,240,0,1,,,,,,,0,,,,,77,0
336480,note_on,0,0,3,,,,,,,2,,,,,62,49
336480,note_on,0,0,3,,,,,,,2,,,,,65,49
336480,note_off,240,0,3,,,,,,,2,,,,,69,0
336720,note_off,0,0,3,,,,,,,2,,,,,65,0
336720,note_off,240,0,1,,,,,,,0,,,,,74,0
336720,note_off,240,0,3,,,,,,,2,,,,,62,0
336720,note_on,0,0,3,,,,,,,2,,,,,69,49
336960,note_off,240,0,3,,,,,,,2,,,,,69,0
336960,note_on,0,0,3,,,,,,,2,,,,,70,50
337200,note_off,240,0,3,,,,,,,2,,,,,70,0
337200,note_on,0,0,3,,,,,,,2,,,,,69,50
337440,note_off,240,0,3,,,,,,,2,,,,,69,0
337440,note_on,720,0,1,,,,,,,0,,,,,89,61
337440,note_on,0,0,3,,,,,,,2,,,,,62,50
337440,note_on,0,0,3,,,,,,,2,,,,,65,50
337680,note_off,240,0,1,,,,,,,0,,,,,89,0
337680,note_on,0,0,1,,,,,,,0,,,,,86,61
337680,note_off,0,0,3,,,,,,,2,,,,,65,0
337680,note_on,0,0,3,,,,,,,2,,,,,69,50
337680,note_off,240,0,3,,,,,,,2,,,,,62,0
337852,note_off,1852,0,4,,,,,,,3,,,,,57,0
337920,note_off,240,0,3,,,,,,,2,,,,,69,0
337920,note_off,240,0,1,,,,,,,0,,,,,86,0
337920,note_on,68,0,4,,,,,,,3,,,,,57,73
337920,note_on,0,0,1,,,,,,,0,,,,,80,61
338160,note_on,240,0,3,,,,,,,2,,,,,69,51
338160,note_on,0,0,1,,,,,,,0,,,,,81,62
338160,note_off,240,0,1,,,,,,,0,,,,,80,0
338400,note_off,240,0,3,,,,,,,2,,,,,69,0
338400,note_on,0,0,3,,,,,,,2,,,,,65,51
338400,note_on,0,0,3,,,,,,,2,,,,,62,51
338400,note_on,0,0,1,,,,,,,0,,,,,81,62
338400,note_off,240,0,1,,,,,,,0,,,,,81,0
338640,note_off,0,0,3,,,,,,,2,,,,,62,0
338640,note_on,0,0,1,,,,,,,0,,,,,77,61
338640,note_off,240,0,1,,,,,,,0,,,,,81,0
338640,note_off,240,0,3,,,,,,,2,,,,,65,0
338640,note_on,0,0,3,,,,,,,2,,,,,69,51
338880,note_off,240,0,1,,,,,,,0,,,,,77,0
338880,note_off,240,0,3,,,,,,,2,,,,,69,0
338880,note_on,0,0,3,,,,,,,2,,,,,70,52
339120,note_off,240,0,3,,,,,,,2,,,,,70,0
339120,note_on,0,0,3,,,,,,,2,,,,,69,52
339360,note_on,480,0,1,,,,,,,0,,,,,89,63
339360,note_on,0,0,3,,,,,,,2,,,,,62,52
339360,note_off,240,0,3,,,,,,,2,,,,,69,0
339360,note_on,0,0,3,,,,,,,2,,,,,65,52
339600,note_off,240,0,1,,,,,,,0,,,,,89,0
339600,note_on,0,0,1,,,,,,,0,,,,,86,63
339600,note_on,0,0,3,,,,,,,2,,,,,69,52
