tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,note,velocity
300288,note_off,,,,,192,0,2,,,,,2,,51,64
300288,note_on,,,,,0,0,2,,,,,2,,43,75
300384,note_on,,,,,96,0,1,,,,,1,,75,72
300480,note_on,,,,,0,0,2,,,,,2,,51,68
300480,note_off,,,,,192,0,2,,,,,2,,43,64
300480,note_on,,,,,96,0,1,,,,,1,,73,68
300576,note_on,,,,,96,0,1,,,,,1,,70,64
300672,note_off,,,,,96,0,1,,,,,1,,82,64
300672,note_off,,,,,0,0,1,,,,,1,,75,64
300672,note_off,,,,,0,0,1,,,,,1,,73,64
300672,note_off,,,,,0,0,1,,,,,1,,70,64
300672,note_on,,,,,0,0,1,,,,,1,,71,60
300672,note_off,,,,,192,0,2,,,,,2,,51,64
300672,note_on,,,,,0,0,2,,,,,2,,44,60
300672,set_tempo,,,,,768,1,0,,359281,,,,,,
300768,note_on,,,,,0,0,2,,,,,2,,51,50
300768,note_off,,,,,96,0,2,,,,,2,,44,64
300864,note_off,,,,,96,0,2,,,,,2,,51,64
300864,note_on,,,,,0,0,2,,,,,2,,47,50
300960,note_on,,,,,0,0,2,,,,,2,,51,50
300960,note_off,,,,,96,0,2,,,,,2,,47,64
301056,note_off,,,,,384,0,1,,,,,1,,71,64
301056,note_on,,,,,0,0,1,,,,,1,,75,85
301056,note_on,,,,,0,0,2,,,,,2,,44,50
301056,note_off,,,,,96,0,2,,,,,2,,51,64
301152,note_off,,,,,96,0,2,,,,,2,,44,64
301152,note_on,,,,,0,0,2,,,,,2,,51,50
301248,note_off,,,,,96,0,2,,,,,2,,51,64
301248,note_on,,,,,0,0,2,,,,,2,,47,50
301344,note_on,,,,,0,0,2,,,,,2,,51,50
301344,note_off,,,,,96,0,2,,,,,2,,47,64
301440,note_off,,,,,96,0,2,,,,,2,,51,64
301440,note_on,,,,,0,0,2,,,,,2,,44,60
301536,note_off,,,,,96,0,2,,,,,2,,44,64
301536,note_on,,,,,0,0,2,,,,,2,,51,63
301632,note_off,,,,,96,0,2,,,,,2,,51,64
301632,note_on,,,,,0,0,2,,,,,2,,47,66
301728,note_off,,,,,96,0,2,,,,,2,,47,64
301728,note_on,,,,,0,0,2,,,,,2,,51,69
301824,note_on,,,,,0,0,1,,,,,1,,71,65
301824,note_off,,,,,768,0,1,,,,,1,,75,64
301824,note_off,,,,,96,0,2,,,,,2,,51,64
301824,note_on,,,,,0,0,2,,,,,2,,44,72
301920,note_off,,,,,96,0,2,,,,,2,,44,64
301920,note_on,,,,,0,0,2,,,,,2,,51,75
302016,note_off,,,,,96,0,2,,,,,2,,51,64
302016,note_on,,,,,0,0,2,,,,,2,,47,78
302112,note_off,,,,,96,0,2,,,,,2,,47,64
302112,note_on,,,,,0,0,2,,,,,2,,51,81
302112,note_on,,,,,0,0,1,,,,,1,,68,65
302112,note_off,,,,,288,0,1,,,,,1,,71,64
302208,note_on,,,,,0,0,1,,,,,1,,67,65
302208,note_off,,,,,96,0,1,,,,,1,,68,64
302208,note_off,,,,,96,0,2,,,,,2,,51,64
302208,note_on,,,,,0,0,2,,,,,2,,46,85
302240,note_on,,,,,0,0,1,,,,,1,,68,65
302240,note_off,,,,,32,0,1,,,,,1,,67,64
302272,note_off,,,,,32,0,1,,,,,1,,68,64
302272,note_on,,,,,0,0,1,,,,,1,,70,65
302304,note_off,,,,,96,0,2,,,,,2,,46,64
302304,note_on,,,,,0,0,2,,,,,2,,51,79
302304,note_off,,,,,32,0,1,,,,,1,,70,64
302304,note_on,,,,,0,0,1,,,,,1,,68,85
302400,note_off,,,,,96,0,2,,,,,2,,51,64
302400,note_on,,,,,0,0,2,,,,,2,,49,73
302496,note_off,,,,,96,0,2,,,,,2,,49,64
302496,note_on,,,,,0,0,2,,,,,2,,51,67
302592,note_off,,,,,96,0,2,,,,,2,,51,64
302592,note_on,,,,,0,0,2,,,,,2,,46,50
302592,note_on,,,,,0,0,1,,,,,1,,67,65
302592,note_off,,,,,288,0,1,,,,,1,,68,64
302688,note_on,,,,,0,0,2,,,,,2,,51,50
302688,note_off,,,,,96,0,2,,,,,2,,46,64
302784,note_off,,,,,96,0,2,,,,,2,,51,64
302784,note_on,,,,,0,0,2,,,,,2,,49,50
302880,note_off,,,,,96,0,2,,,,,2,,49,64
302880,note_on,,,,,0,0,2,,,,,2,,51,50
302976,note_on,,,,,0,0,2,,,,,2,,46,60
302976,note_off,,,,,96,0,2,,,,,2,,51,64
303072,note_on,,,,,0,0,2,,,,,2,,51,67
303072,note_off,,,,,96,0,2,,,,,2,,46,64
303168,note_on,,,,,0,0,2,,,,,2,,49,75
303168,note_off,,,,,96,0,2,,,,,2,,51,64
303168,note_off,,,,,576,0,1,,,,,1,,67,64
303168,note_on,,,,,0,0,1,,,,,1,,67,65
303264,note_off,,,,,96,0,2,,,,,2,,49,64
303264,note_on,,,,,0,0,2,,,,,2,,51,82
303360,note_on,,,,,192,0,1,,,,,1,,75,65
303360,note_on,,,,,0,0,2,,,,,2,,46,90
303360,note_off,,,,,96,0,2,,,,,2,,51,64
303456,note_off,,,,,96,0,2,,,,,2,,46,64
303456,note_on,,,,,0,0,2,,,,,2,,51,83
303552,note_off,,,,,96,0,2,,,,,2,,51,64
303552,note_on,,,,,0,0,2,,,,,2,,49,75
303648,note_off,,,,,96,0,2,,,,,2,,49,64
303648,note_on,,,,,0,0,2,,,,,2,,51,68
303648,note_off,,,,,288,0,1,,,,,1,,67,64
303648,note_on,,,,,0,0,1,,,,,1,,67,65
303648,note_off,,,,,0,0,1,,,,,1,,75,64
303744,note_off,,,,,96,0,2,,,,,2,,51,64
303744,note_on,,,,,0,0,2,,,,,2,,47,60
303744,note_on,,,,,0,0,1,,,,,1,,70,65
303744,note_off,,,,,96,0,1,,,,,1,,67,64
303840,note_off,,,,,96,0,2,,,,,2,,47,64
303840,note_on,,,,,0,0,2,,,,,2,,51,50
303936,note_off,,,,,96,0,2,,,,,2,,51,64
303936,note_on,,,,,0,0,2,,,,,2,,47,50
304032,note_on,,,,,0,0,2,,,,,2,,51,50
304032,note_off,,,,,96,0,2,,,,,2,,47,64
304128,note_on,,,,,0,0,1,,,,,1,,68,65
304128,note_off,,,,,384,0,1,,,,,1,,70,64
304128,note_on,,,,,0,0,2,,,,,2,,47,50
304128,note_off,,,,,96,0,2,,,,,2,,51,64
304224,note_on,,,,,0,0,2,,,,,2,,51,50
304224,note_off,,,,,96,0,2,,,,,2,,47,64
304320,note_on,,,,,0,0,2,,,,,2,,47,50
304320,note_off,,,,,96,0,2,,,,,2,,51,64
304416,note_on,,,,,0,0,2,,,,,2,,51,50
304416,note_off,,,,,96,0,2,,,,,2,,47,64
304512,note_on,,,,,0,0,2,,,,,2,,47,60
304512,note_off,,,,,96,0,2,,,,,2,,51,64
304608,note_on,,,,,0,0,2,,,,,2,,51,66
304608,note_off,,,,,96,0,2,,,,,2,,47,64
304704,note_off,,,,,96,0,2,,,,,2,,51,64
304704,note_off,,,,,576,0,1,,,,,1,,68,64
304704,note_on,,,,,0,0,1,,,,,1,,68,65
304704,note_on,,,,,0,0,2,,,,,2,,47,72
304800,note_on,,,,,0,0,2,,,,,2,,51,78
304800,note_off,,,,,96,0,2,,,,,2,,47,64
304896,note_on,,,,,192,0,1,,,,,1,,75,65
304896,note_on,,,,,0,0,2,,,,,2,,47,85
304896,note_off,,,,,96,0,2,,,,,2,,51,64
304992,note_off,,,,,96,0,2,,,,,2,,47,64
304992,note_on,,,,,0,0,2,,,,,2,,51,80
305088,note_on,,,,,0,0,2,,,,,2,,47,74
305088,note_off,,,,,96,0,2,,,,,2,,51,64
305184,note_on,,,,,0,0,1,,,,,1,,68,65
305184,note_off,,,,,0,0,1,,,,,1,,75,64
305184,note_off,,,,,288,0,1,,,,,1,,68,64
305184,note_off,,,,,96,0,2,,,,,2,,47,64
305184,note_on,,,,,0,0,2,,,,,2,,51,68
305280,note_off,,,,,96,0,1,,,,,1,,68,64
305280,note_off,,,,,96,0,2,,,,,2,,51,64
305280,note_on,,,,,0,0,2,,,,,2,,43,60
305280,note_on,,,,,0,0,1,,,,,1,,71,65
305376,note_off,,,,,96,0,2,,,,,2,,43,64
305376,note_on,,,,,0,0,2,,,,,2,,51,50
305472,note_off,,,,,96,0,2,,,,,2,,51,64
305472,note_on,,,,,0,0,2,,,,,2,,43,50
305568,note_off,,,,,96,0,2,,,,,2,,43,64
305568,note_on,,,,,0,0,2,,,,,2,,51,50
305664,note_on,,,,,0,0,1,,,,,1,,70,65
305664,note_off,,,,,96,0,2,,,,,2,,51,64
305664,note_off,,,,,384,0,1,,,,,1,,71,64
305664,note_on,,,,,0,0,2,,,,,2,,43,50
305760,note_off,,,,,96,0,2,,,,,2,,43,64
305760,note_on,,,,,0,0,2,,,,,2,,51,50
305856,note_off,,,,,96,0,2,,,,,2,,51,64
305856,note_on,,,,,0,0,2,,,,,2,,43,50
305952,note_on,,,,,0,0,2,,,,,2,,51,50
305952,note_off,,,,,96,0,2,,,,,2,,43,64
306048,note_off,,,,,96,0,2,,,,,2,,51,64
306048,note_on,,,,,0,0,2,,,,,2,,43,50
306144,note_off,,,,,96,0,2,,,,,2,,43,64
306144,note_on,,,,,0,0,2,,,,,2,,51,50
306240,note_on,,,,,0,0,1,,,,,1,,70,65
306240,note_off,,,,,576,0,1,,,,,1,,70,64
306240,note_off,,,,,96,0,2,,,,,2,,51,64
306240,note_on,,,,,0,0,2,,,,,2,,43,50
306336,note_off,,,,,96,0,2,,,,,2,,43,64
306336,note_on,,,,,0,0,2,,,,,2,,51,50
306432,note_on,,,,,192,0,1,,,,,1,,75,65
306432,note_off,,,,,96,0,2,,,,,2,,51,64
306432,note_on,,,,,0,0,2,,,,,2,,43,50
306528,note_off,,,,,96,0,2,,,,,2,,43,64
306528,note_on,,,,,0,0,2,,,,,2,,51,50
306624,note_on,,,,,0,0,2,,,,,2,,43,50
306624,note_off,,,,,96,0,2,,,,,2,,51,64
306720,note_off,,,,,96,0,2,,,,,2,,43,64
306720,note_on,,,,,0,0,2,,,,,2,,51,50
306720,note_on,,,,,0,0,1,,,,,1,,70,65
306720,note_off,,,,,288,0,1,,,,,1,,70,64
306720,note_off,,,,,0,0,1,,,,,1,,75,64
306816,note_off,,,,,96,0,2,,,,,2,,51,64
306816,note_on,,,,,0,0,2,,,,,2,,44,60
306816,note_off,,,,,96,0,1,,,,,1,,70,64
306816,note_on,,,,,0,0,1,,,,,1,,71,65
306912,note_on,,,,,96,0,2,,,,,2,,51,50
307008,note_off,,,,,96,0,2,,,,,2,,44,64
307008,note_on,,,,,0,0,2,,,,,2,,47,50
307008,note_on,,,,,192,0,1,,,,,1,,87,65
307008,note_on,,,,,0,0,1,,,,,1,,75,65
307104,note_on,,,,,0,0,2,,,,,2,,51,50
307104,note_off,,,,,96,0,2,,,,,2,,51,64
307200,note_off,,,,,96,0,2,,,,,2,,47,64
307200,note_on,,,,,0,0,2,,,,,2,,44,50
307296,note_off,,,,,96,0,2,,,,,2,,51,64
307296,note_on,,,,,0,0,2,,,,,2,,51,50
307392,note_on,,,,,0,0,1,,,,,1,,87,65
307392,note_on,,,,,0,0,2,,,,,2,,47,50
307392,note_off,,,,,96,0,2,,,,,2,,44,64
307392,note_off,,,,,0,0,1,,,,,1,,75,64
307392,note_off,,,,,384,0,1,,,,,1,,87,64
307392,note_on,,,,,0,0,1,,,,,1,,75,65
307488,note_on,,,,,0,0,2,,,,,2,,51,50
307488,note_off,,,,,96,0,2,,,,,2,,51,64
307584,note_on,,,,,0,0,2,,,,,2,,44,50
307584,note_off,,,,,96,0,2,,,,,2,,47,64
307680,note_on,,,,,0,0,2,,,,,2,,51,50
307680,note_off,,,,,96,0,2,,,,,2,,51,64
307776,note_off,,,,,96,0,2,,,,,2,,44,64
307776,note_on,,,,,0,0,1,,,,,1,,87,65
307776,note_on,,,,,0,0,1,,,,,1,,75,65
307776,note_off,,,,,0,0,1,,,,,1,,87,64
307776,note_off,,,,,384,0,1,,,,,1,,75,64
307776,note_on,,,,,0,0,2,,,,,2,,47,50
307872,note_on,,,,,0,0,2,,,,,2,,51,50
307872,note_off,,,,,96,0,2,,,,,2,,51,64
307968,note_on,,,,,0,0,1,,,,,1,,71,65
307968,note_on,,,,,0,0,1,,,,,1,,83,65
307968,note_off,,,,,0,0,1,,,,,1,,87,64
307968,note_off,,,,,0,0,1,,,,,1,,75,64
307968,note_off,,,,,192,0,1,,,,,1,,71,64
307968,note_off,,,,,96,0,2,,,,,2,,47,64
307968,note_on,,,,,0,0,2,,,,,2,,44,50
308064,note_on,,,,,0,0,2,,,,,2,,51,50
308064,note_off,,,,,96,0,2,,,,,2,,51,64
308160,note_on,,,,,0,0,2,,,,,2,,47,50
308160,note_off,,,,,96,0,2,,,,,2,,44,64
308160,note_on,,,,,192,0,1,,,,,1,,68,65
308160,note_on,,,,,0,0,1,,,,,1,,80,65
308256,note_off,,,,,96,0,2,,,,,2,,51,64
308256,note_on,,,,,0,0,2,,,,,2,,51,50
308352,note_on,,,,,0,0,1,,,,,1,,80,65
308352,note_on,,,,,0,0,1,,,,,1,,68,65
308352,note_off,,,,,0,0,1,,,,,1,,80,64
308352,note_off,,,,,0,0,1,,,,,1,,68,64
308352,note_off,,,,,0,0,1,,,,,1,,71,64
308352,note_off,,,,,192,0,1,,,,,1,,83,64
308352,note_off,,,,,96,0,2,,,,,2,,47,64
308352,note_off,,,,,0,0,2,,,,,2,,51,64
308352,note_on,,,,,0,0,2,,,,,2,,46,60
308448,note_on,,,,,96,0,2,,,,,2,,51,50
308544,note_off,,,,,96,0,2,,,,,2,,46,64
308544,note_on,,,,,0,0,2,,,,,2,,49,50
308544,note_off,,,,,0,0,1,,,,,1,,80,64
308544,note_off,,,,,192,0,1,,,,,1,,68,64
308544,note_on,,,,,0,0,1,,,,,1,,67,65
308544,note_on,,,,,0,0,1,,,,,1,,79,65
308640,note_on,,,,,0,0,2,,,,,2,,51,50
308640,note_off,,,,,96,0,2,,,,,2,,51,64
308736,note_off,,,,,96,0,2,,,,,2,,49,64
308736,note_on,,,,,0,0,2,,,,,2,,46,50
308832,note_on,,,,,0,0,2,,,,,2,,51,50
308832,note_off,,,,,96,0,2,,,,,2,,51,64
308928,note_on,,,,,0,0,2,,,,,2,,49,50
308928,note_on,,,,,0,0,1,,,,,1,,67,65
308928,note_off,,,,,96,0,2,,,,,2,,46,64
308928,note_off,,,,,384,0,1,,,,,1,,67,64
308928,note_off,,,,,0,0,1,,,,,1,,79,64
308928,note_on,,,,,0,0,1,,,,,1,,79,65
309024,note_off,,,,,96,0,2,,,,,2,,51,64
309024,note_on,,,,,0,0,2,,,,,2,,51,50
309120,set_tempo,,,,,8448,1,0,,352941,,,,,,
309120,note_off,,,,,96,0,2,,,,,2,,49,64
309120,note_on,,,,,0,0,2,,,,,2,,46,50
309216,note_on,,,,,0,0,2,,,,,2,,51,50
309216,note_off,,,,,96,0,2,,,,,2,,51,64
309312,note_off,,,,,384,0,1,,,,,1,,79,64
309312,note_off,,,,,0,0,1,,,,,1,,67,64
309312,note_on,,,,,0,0,1,,,,,1,,79,65
309312,note_on,,,,,0,0,1,,,,,1,,67,65
309312,note_on,,,,,0,0,2,,,,,2,,49,50
309312,note_off,,,,,96,0,2,,,,,2,,46,64
309408,note_off,,,,,96,0,2,,,,,2,,51,64
309408,note_on,,,,,0,0,2,,,,,2,,51,50
309504,note_on,,,,,0,0,2,,,,,2,,46,50
309504,note_on,,,,,0,0,1,,,,,1,,75,65
309504,note_on,,,,,192,0,1,,,,,1,,87,65
309504,note_off,,,,,96,0,2,,,,,2,,49,64
309600,note_off,,,,,96,0,2,,,,,2,,51,64
309600,note_on,,,,,0,0,2,,,,,2,,51,50
309696,note_off,,,,,96,0,2,,,,,2,,46,64
309696,note_off,,,,,0,0,1,,,,,1,,67,64
309696,note_off,,,,,192,0,1,,,,,1,,79,64
309696,note_on,,,,,0,0,2,,,,,2,,49,50
309696,note_on,,,,,0,0,1,,,,,1,,67,65
309696,note_on,,,,,0,0,1,,,,,1,,79,65
309792,note_off,,,,,96,0,2,,,,,2,,51,64
309792,note_on,,,,,0,0,2,,,,,2,,51,50
309888,note_on,,,,,0,0,2,,,,,2,,47,60
309888,note_off,,,,,0,0,2,,,,,2,,51,64
309888,note_off,,,,,0,0,1,,,,,1,,75,64
309888,note_off,,,,,0,0,1,,,,,1,,67,64
309888,note_off,,,,,0,0,1,,,,,1,,79,64
309888,note_on,,,,,0,0,1,,,,,1,,82,60
309888,note_on,,,,,0,0,1,,,,,1,,70,60
309888,note_off,,,,,96,0,2,,,,,2,,49,64
309888,note_off,,,,,192,0,1,,,,,1,,87,64
309984,note_off,,,,,96,0,2,,,,,2,,47,64
309984,note_on,,,,,0,0,2,,,,,2,,51,50
310080,note_on,,,,,0,0,1,,,,,1,,68,60
310080,note_on,,,,,0,0,2,,,,,2,,47,50
310080,note_off,,,,,192,0,1,,,,,1,,82,64
310080,note_off,,,,,0,0,1,,,,,1,,70,64
310080,note_on,,,,,0,0,1,,,,,1,,80,60
310080,note_off,,,,,96,0,2,,,,,2,,51,64
310176,note_off,,,,,96,0,2,,,,,2,,47,64
310176,note_on,,,,,0,0,2,,,,,2,,51,50
310272,note_on,,,,,0,0,2,,,,,2,,47,50
310272,note_off,,,,,96,0,2,,,,,2,,51,64
310368,note_on,,,,,96,0,2,,,,,2,,51,50
310464,note_off,,,,,384,0,1,,,,,1,,80,64
310464,note_on,,,,,0,0,1,,,,,1,,68,60
310464,note_off,,,,,0,0,1,,,,,1,,68,64
310464,note_on,,,,,0,0,1,,,,,1,,80,60
310464,note_on,,,,,0,0,2,,,,,2,,47,50
310464,note_off,,,,,96,0,2,,,,,2,,47,64
310560,note_on,,,,,0,0,2,,,,,2,,51,50
310560,note_off,,,,,96,0,2,,,,,2,,51,64
310656,note_off,,,,,96,0,2,,,,,2,,47,64
310656,note_on,,,,,0,0,2,,,,,2,,47,50
310752,note_on,,,,,0,0,2,,,,,2,,51,50
310752,note_off,,,,,96,0,2,,,,,2,,51,64
310848,note_off,,,,,96,0,2,,,,,2,,47,64
310848,note_on,,,,,0,0,2,,,,,2,,47,50
310848,note_on,,,,,0,0,1,,,,,1,,80,60
310848,note_off,,,,,0,0,1,,,,,1,,68,64
310848,note_off,,,,,384,0,1,,,,,1,,80,64
310848,note_on,,,,,0,0,1,,,,,1,,68,60
310944,note_off,,,,,96,0,2,,,,,2,,51,64
310944,note_on,,,,,0,0,2,,,,,2,,51,50
311040,note_off,,,,,96,0,2,,,,,2,,47,64
311040,note_on,,,,,0,0,1,,,,,1,,87,60
311040,note_off,,,,,192,0,1,,,,,1,,80,64
311040,note_on,,,,,0,0,2,,,,,2,,47,50
311040,note_off,,,,,0,0,1,,,,,1,,68,64
311040,note_on,,,,,0,0,1,,,,,1,,75,60
311136,note_off,,,,,96,0,2,,,,,2,,51,64
311136,note_on,,,,,0,0,2,,,,,2,,51,50
311232,note_off,,,,,192,0,1,,,,,1,,87,64
311232,note_off,,,,,0,0,1,,,,,1,,75,64
311232,note_on,,,,,0,0,1,,,,,1,,80,60
311232,note_on,,,,,0,0,1,,,,,1,,68,60
311232,note_on,,,,,0,0,2,,,,,2,,47,50
311232,note_off,,,,,96,0,2,,,,,2,,47,64
311328,note_on,,,,,0,0,2,,,,,2,,51,50
311328,note_off,,,,,96,0,2,,,,,2,,51,64
311424,note_off,,,,,96,0,2,,,,,2,,47,64
311424,note_on,,,,,0,0,2,,,,,2,,43,60
311424,note_off,,,,,0,0,2,,,,,2,,51,64
311424,note_on,,,,,0,0,1,,,,,1,,71,60
311424,note_on,,,,,0,0,1,,,,,1,,83,60
311424,note_off,,,,,0,0,1,,,,,1,,68,64
311424,note_off,,,,,192,0,1,,,,,1,,80,64
311520,note_on,,,,,0,0,2,,,,,2,,51,50
311520,note_off,,,,,96,0,2,,,,,2,,43,64
311616,note_off,,,,,96,0,2,,,,,2,,51,64
311616,note_on,,,,,0,0,1,,,,,1,,70,60
311616,note_on,,,,,0,0,1,,,,,1,,82,60
311616,note_off,,,,,0,0,1,,,,,1,,71,64
311616,note_off,,,,,192,0,1,,,,,1,,83,64
311616,note_on,,,,,0,0,2,,,,,2,,43,50
311712,note_off,,,,,96,0,2,,,,,2,,43,64
311712,note_on,,,,,0,0,2,,,,,2,,51,50
311808,note_on,,,,,0,0,2,,,,,2,,43,50
311808,note_off,,,,,96,0,2,,,,,2,,51,64
311904,note_on,,,,,96,0,2,,,,,2,,51,50
312000,note_off,,,,,96,0,2,,,,,2,,43,64
312000,note_on,,,,,0,0,2,,,,,2,,43,50
312000,note_on,,,,,0,0,1,,,,,1,,70,60
312000,note_on,,,,,0,0,1,,,,,1,,82,60
312000,note_off,,,,,0,0,1,,,,,1,,70,64
312000,note_off,,,,,384,0,1,,,,,1,,82,64
312096,note_off,,,,,96,0,2,,,,,2,,51,64
312096,note_on,,,,,0,0,2,,,,,2,,51,50
312192,note_off,,,,,96,0,2,,,,,2,,43,64
312192,note_on,,,,,0,0,2,,,,,2,,43,50
312288,note_off,,,,,96,0,2,,,,,2,,51,64
312288,note_on,,,,,0,0,2,,,,,2,,51,50
312384,note_off,,,,,0,0,1,,,,,1,,70,64
312384,note_on,,,,,0,0,1,,,,,1,,70,60
312384,note_off,,,,,384,0,1,,,,,1,,82,64
312384,note_off,,,,,96,0,2,,,,,2,,43,64
312384,note_on,,,,,0,0,2,,,,,2,,43,50
312384,note_on,,,,,0,0,1,,,,,1,,82,60
312480,note_on,,,,,0,0,2,,,,,2,,51,50
312480,note_off,,,,,96,0,2,,,,,2,,51,64
312576,note_on,,,,,0,0,2,,,,,2,,43,50
312576,note_off,,,,,96,0,2,,,,,2,,43,64
312576,note_on,,,,,0,0,1,,,,,1,,75,60
312576,note_on,,,,,0,0,1,,,,,1,,87,60
312576,note_off,,,,,0,0,1,,,,,1,,70,64
312576,note_off,,,,,192,0,1,,,,,1,,82,64
312672,note_on,,,,,0,0,2,,,,,2,,51,50
312672,note_off,,,,,96,0,2,,,,,2,,51,64
312768,note_off,,,,,96,0,2,,,,,2,,43,64
312768,note_on,,,,,0,0,2,,,,,2,,43,50
312768,note_off,,,,,0,0,1,,,,,1,,75,64
312768,note_off,,,,,192,0,1,,,,,1,,87,64
312768,note_on,,,,,0,0,1,,,,,1,,70,60
312768,note_on,,,,,0,0,1,,,,,1,,82,60
312864,note_on,,,,,0,0,2,,,,,2,,51,50
312864,note_off,,,,,96,0,2,,,,,2,,51,64
312960,note_on,,,,,0,0,1,,,,,1,,72,95
312960,note_on,,,,,0,0,1,,,,,1,,84,95
312960,note_off,,,,,0,0,1,,,,,1,,70,64
312960,note_off,,,,,192,0,1,,,,,1,,82,64
312960,note_off,,,,,96,0,2,,,,,2,,43,64
312960,note_off,,,,,0,0,2,,,,,2,,51,64
312960,note_on,,,,,0,0,2,,,,,2,,42,95
313056,note_on,,,,,96,0,2,,,,,2,,51,60
313152,note_on,,,,,0,0,2,,,,,2,,44,60
313152,note_off,,,,,96,0,2,,,,,2,,42,64
313248,note_on,,,,,0,0,2,,,,,2,,51,60
313248,note_off,,,,,96,0,2,,,,,2,,51,64
313344,note_on,,,,,0,0,2,,,,,2,,42,60
313344,note_off,,,,,96,0,2,,,,,2,,44,64
313440,note_on,,,,,0,0,2,,,,,2,,51,60
313440,note_off,,,,,96,0,2,,,,,2,,51,64
313536,note_on,,,,,0,0,2,,,,,2,,44,60
313536,note_off,,,,,96,0,2,,,,,2,,42,64
313632,note_on,,,,,0,0,2,,,,,2,,51,60
313632,note_off,,,,,96,0,2,,,,,2,,51,64
313728,note_on,,,,,0,0,2,,,,,2,,40,95
313728,note_off,,,,,0,0,2,,,,,2,,51,64
313728,note_off,,,,,96,0,2,,,,,2,,44,64
313728,note_off,,,,,768,0,1,,,,,1,,84,64
313728,note_off,,,,,0,0,1,,,,,1,,72,64
313728,note_on,,,,,0,0,1,,,,,1,,73,95
313728,note_on,,,,,0,0,1,,,,,1,,85,95
313824,note_on,,,,,96,0,2,,,,,2,,49,60
313920,note_off,,,,,96,0,2,,,,,2,,40,64
313920,note_on,,,,,0,0,2,,,,,2,,44,60
314016,note_off,,,,,96,0,2,,,,,2,,49,64
314016,note_on,,,,,0,0,2,,,,,2,,49,60
314112,note_off,,,,,96,0,2,,,,,2,,44,64
314112,note_on,,,,,0,0,2,,,,,2,,40,60
314208,note_off,,,,,96,0,2,,,,,2,,49,64
314208,note_on,,,,,0,0,2,,,,,2,,49,60
314304,note_off,,,,,96,0,2,,,,,2,,40,64
314304,note_on,,,,,0,0,2,,,,,2,,44,60
314400,note_off,,,,,96,0,2,,,,,2,,49,64
314400,note_on,,,,,0,0,2,,,,,2,,49,60
314496,note_off,,,,,0,0,2,,,,,2,,49,64
314496,note_off,,,,,768,0,1,,,,,1,,85,64
314496,note_off,,,,,0,0,1,,,,,1,,73,64
314496,note_on,,,,,0,0,1,,,,,1,,82,65
314496,note_on,,,,,0,0,1,,,,,1,,70,95
314496,note_on,,,,,0,0,2,,,,,2,,40,95
314496,note_off,,,,,96,0,2,,,,,2,,44,64
314572,note_off,,,,,76,0,1,,,,,1,,82,64
314572,note_on,,,,,0,0,1,,,,,1,,83,65
314592,note_off,,,,,96,0,2,,,,,2,,40,64
314592,note_on,,,,,0,0,2,,,,,2,,49,50
314648,note_off,,,,,76,0,1,,,,,1,,83,64
314648,note_on,,,,,0,0,1,,,,,1,,82,65
314688,note_off,,,,,96,0,2,,,,,2,,49,64
314688,note_on,,,,,0,0,2,,,,,2,,42,50
314724,note_on,,,,,0,0,1,,,,,1,,80,65
314724,note_off,,,,,76,0,1,,,,,1,,82,64
314784,note_on,,,,,0,0,2,,,,,2,,49,50
314784,note_off,,,,,96,0,2,,,,,2,,42,64
314800,note_off,,,,,76,0,1,,,,,1,,80,64
314800,note_on,,,,,0,0,1,,,,,1,,82,65
314880,note_off,,,,,96,0,2,,,,,2,,49,64
314880,note_on,,,,,0,0,2,,,,,2,,39,95
314880,note_off,,,,,80,0,1,,,,,1,,70,64
314880,note_off,,,,,0,0,1,,,,,1,,82,64
314880,note_on,,,,,0,0,1,,,,,1,,71,95
314880,note_on,,,,,0,0,1,,,,,1,,83,95
314976,note_off,,,,,96,0,2,,,,,2,,39,64
314976,note_on,,,,,0,0,2,,,,,2,,47,50
315072,note_off,,,,,96,0,2,,,,,2,,47,64
315072,note_on,,,,,0,0,2,,,,,2,,42,50
315168,note_on,,,,,0,0,2,,,,,2,,47,50
315168,note_off,,,,,96,0,2,,,,,2,,42,64
315264,note_off,,,,,96,0,2,,,,,2,,47,64
315264,note_on,,,,,0,0,2,,,,,2,,39,50
315360,note_off,,,,,96,0,2,,,,,2,,39,64
315360,note_on,,,,,0,0,2,,,,,2,,47,50
315456,note_on,,,,,0,0,2,,,,,2,,42,50
315456,note_off,,,,,96,0,2,,,,,2,,47,64
315552,note_on,,,,,0,0,2,,,,,2,,47,50
315552,note_off,,,,,96,0,2,,,,,2,,42,64
315648,note_on,,,,,0,0,2,,,,,2,,39,50
315648,note_off,,,,,96,0,2,,,,,2,,47,64
315744,note_off,,,,,96,0,2,,,,,2,,39,64
315744,note_on,,,,,0,0,2,,,,,2,,47,50
315840,note_on,,,,,0,0,2,,,,,2,,42,50
315840,note_off,,,,,96,0,2,,,,,2,,47,64
315936,note_on,,,,,0,0,2,,,,,2,,47,50
315936,note_off,,,,,96,0,2,,,,,2,,42,64
316032,note_off,,,,,0,0,1,,,,,1,,83,64
316032,note_on,,,,,0,0,1,,,,,1,,68,95
316032,note_on,,,,,0,0,1,,,,,1,,80,95
316032,note_off,,,,,1152,0,1,,,,,1,,71,64
