tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
16440,note_on,0,0,1,,,,,,,,,,,0,,67,76
16469,note_on,29,0,2,,,,,,,,,,,1,,58,0
16470,note_on,1,0,2,,,,,,,,,,,1,,60,63
16499,note_on,29,0,2,,,,,,,,,,,1,,60,0
16500,note_on,0,0,1,,,,,,,,,,,0,,65,75
16500,note_on,60,0,1,,,,,,,,,,,0,,67,0
16500,note_on,1,0,2,,,,,,,,,,,1,,57,63
16529,note_on,29,0,2,,,,,,,,,,,1,,57,0
16530,note_on,1,0,2,,,,,,,,,,,1,,60,63
16545,note_on,45,0,1,,,,,,,,,,,0,,69,75
16559,note_on,14,0,1,,,,,,,,,,,0,,65,0
16559,note_on,29,0,2,,,,,,,,,,,1,,60,0
16560,note_on,1,0,1,,,,,,,,,,,0,,69,0
16560,note_on,0,0,1,,,,,,,,,,,0,,67,75
16560,note_on,1,0,2,,,,,,,,,,,1,,58,63
16589,note_on,29,0,2,,,,,,,,,,,1,,58,0
16590,note_on,1,0,2,,,,,,,,,,,1,,60,63
16619,note_on,29,0,2,,,,,,,,,,,1,,60,0
16620,note_on,60,0,1,,,,,,,,,,,0,,67,0
16620,note_on,0,0,1,,,,,,,,,,,0,,65,75
16620,note_on,1,0,2,,,,,,,,,,,1,,57,63
16649,note_on,29,0,2,,,,,,,,,,,1,,57,0
16650,note_on,1,0,2,,,,,,,,,,,1,,60,63
16679,note_on,29,0,2,,,,,,,,,,,1,,60,0
16679,note_on,59,0,1,,,,,,,,,,,0,,65,0
16680,note_on,1,0,1,,,,,,,,,,,0,,77,75
16709,note_on,29,0,1,,,,,,,,,,,0,,77,0
16710,note_on,1,0,1,,,,,,,,,,,0,,72,75
16739,note_on,29,0,1,,,,,,,,,,,0,,72,0
16740,note_on,1,0,1,,,,,,,,,,,0,,77,75
16769,note_on,29,0,1,,,,,,,,,,,0,,77,0
16770,note_on,1,0,1,,,,,,,,,,,0,,72,75
16799,note_on,29,0,1,,,,,,,,,,,0,,72,0
16800,note_on,121,0,2,,,,,,,,,,,1,,53,63
16800,note_on,1,0,1,,,,,,,,,,,0,,69,75
16829,note_on,29,0,2,,,,,,,,,,,1,,53,0
16830,note_on,1,0,2,,,,,,,,,,,1,,60,63
16859,note_on,29,0,2,,,,,,,,,,,1,,60,0
16859,note_on,59,0,1,,,,,,,,,,,0,,69,0
16860,note_on,1,0,2,,,,,,,,,,,1,,53,63
16889,note_on,29,0,2,,,,,,,,,,,1,,53,0
16890,note_on,1,0,2,,,,,,,,,,,1,,60,64
16905,note_on,46,0,1,,,,,,,,,,,0,,72,75
16919,note_on,29,0,2,,,,,,,,,,,1,,60,0
16920,note_on,1,0,2,,,,,,,,,,,1,,55,64
16920,note_on,15,0,1,,,,,,,,,,,0,,72,0
16920,note_on,0,0,1,,,,,,,,,,,0,,70,75
16949,note_on,29,0,2,,,,,,,,,,,1,,55,0
16950,note_on,1,0,2,,,,,,,,,,,1,,60,64
16979,note_on,59,0,1,,,,,,,,,,,0,,70,0
16979,note_on,29,0,2,,,,,,,,,,,1,,60,0
16980,note_on,1,0,2,,,,,,,,,,,1,,53,64
16980,note_on,1,0,1,,,,,,,,,,,0,,69,75
17009,note_on,29,0,2,,,,,,,,,,,1,,53,0
17010,note_on,1,0,2,,,,,,,,,,,1,,60,64
17025,note_on,45,0,1,,,,,,,,,,,0,,72,75
17039,note_on,29,0,2,,,,,,,,,,,1,,60,0
17039,note_on,14,0,1,,,,,,,,,,,0,,69,0
17040,note_on,1,0,2,,,,,,,,,,,1,,55,64
17040,note_on,0,0,1,,,,,,,,,,,0,,70,74
17040,note_on,1,0,1,,,,,,,,,,,0,,72,0
17069,note_on,29,0,2,,,,,,,,,,,1,,55,0
17070,note_on,1,0,2,,,,,,,,,,,1,,60,64
17099,note_on,29,0,2,,,,,,,,,,,1,,60,0
17099,note_on,59,0,1,,,,,,,,,,,0,,70,0
17100,note_on,1,0,2,,,,,,,,,,,1,,53,64
17100,note_on,1,0,1,,,,,,,,,,,0,,69,74
17129,note_on,29,0,2,,,,,,,,,,,1,,53,0
17130,note_on,1,0,2,,,,,,,,,,,1,,60,64
17159,note_on,59,0,1,,,,,,,,,,,0,,69,0
17159,note_on,29,0,2,,,,,,,,,,,1,,60,0
17160,note_on,1,0,1,,,,,,,,,,,0,,81,73
17189,note_on,29,0,1,,,,,,,,,,,0,,81,0
17190,note_on,1,0,1,,,,,,,,,,,0,,77,73
17219,note_on,29,0,1,,,,,,,,,,,0,,77,0
17220,note_on,1,0,1,,,,,,,,,,,0,,81,73
17249,note_on,29,0,1,,,,,,,,,,,0,,81,0
17250,note_on,1,0,1,,,,,,,,,,,0,,77,72
17279,note_on,29,0,1,,,,,,,,,,,0,,77,0
17280,note_on,1,0,1,,,,,,,,,,,0,,74,72
17280,note_on,121,0,2,,,,,,,,,,,1,,53,65
17280,note_on,0,0,2,,,,,,,,,,,1,,59,65
17339,note_on,59,0,1,,,,,,,,,,,0,,74,0
17340,note_on,1,0,1,,,,,,,,,,,0,,74,72
17399,note_on,59,0,1,,,,,,,,,,,0,,74,0
17400,note_on,1,0,1,,,,,,,,,,,0,,73,71
17429,note_on,29,0,1,,,,,,,,,,,0,,73,0
17430,note_on,1,0,1,,,,,,,,,,,0,,74,71
17459,note_on,29,0,1,,,,,,,,,,,0,,74,0
17460,note_on,1,0,1,,,,,,,,,,,0,,76,71
17489,note_on,29,0,1,,,,,,,,,,,0,,76,0
17490,note_on,1,0,1,,,,,,,,,,,0,,77,71
17517,note_on,0,0,2,,,,,,,,,,,1,,53,0
17517,note_on,237,0,2,,,,,,,,,,,1,,59,0
17519,note_on,29,0,1,,,,,,,,,,,0,,77,0
17520,note_on,1,0,1,,,,,,,,,,,0,,79,71
17520,note_on,0,0,2,,,,,,,,,,,1,,64,64
17520,note_on,3,0,2,,,,,,,,,,,1,,52,64
17579,note_on,59,0,1,,,,,,,,,,,0,,79,0
17580,note_on,1,0,1,,,,,,,,,,,0,,79,71
17633,note_on,0,0,2,,,,,,,,,,,1,,52,0
17633,note_on,113,0,2,,,,,,,,,,,1,,64,0
17639,note_on,59,0,1,,,,,,,,,,,0,,79,0
17640,note_on,1,0,1,,,,,,,,,,,0,,86,71
17669,note_on,29,0,1,,,,,,,,,,,0,,86,0
17670,note_on,1,0,1,,,,,,,,,,,0,,82,71
17699,note_on,29,0,1,,,,,,,,,,,0,,82,0
17700,note_on,1,0,1,,,,,,,,,,,0,,86,71
17729,note_on,29,0,1,,,,,,,,,,,0,,86,0
17730,note_on,1,0,1,,,,,,,,,,,0,,82,71
17759,note_on,29,0,1,,,,,,,,,,,0,,82,0
17760,note_on,0,0,2,,,,,,,,,,,1,,64,64
17760,note_on,1,0,1,,,,,,,,,,,0,,81,71
17760,note_on,127,0,2,,,,,,,,,,,1,,58,64
17789,note_on,29,0,1,,,,,,,,,,,0,,81,0
17790,note_on,1,0,1,,,,,,,,,,,0,,79,71
17819,note_on,29,0,1,,,,,,,,,,,0,,79,0
17820,note_on,1,0,1,,,,,,,,,,,0,,81,71
17849,note_on,29,0,1,,,,,,,,,,,0,,81,0
17850,note_on,1,0,1,,,,,,,,,,,0,,79,71
17879,note_on,29,0,1,,,,,,,,,,,0,,79,0
17880,note_on,1,0,1,,,,,,,,,,,0,,78,71
17909,note_on,29,0,1,,,,,,,,,,,0,,78,0
17910,note_on,1,0,1,,,,,,,,,,,0,,79,71
17939,note_on,29,0,1,,,,,,,,,,,0,,79,0
17940,note_on,1,0,1,,,,,,,,,,,0,,81,71
17969,note_on,29,0,1,,,,,,,,,,,0,,81,0
17970,note_on,1,0,1,,,,,,,,,,,0,,82,71
17997,note_on,237,0,2,,,,,,,,,,,1,,64,0
17997,note_on,0,0,2,,,,,,,,,,,1,,58,0
17999,note_on,29,0,1,,,,,,,,,,,0,,82,0
18000,note_on,1,0,1,,,,,,,,,,,0,,86,71
18000,note_on,0,0,2,,,,,,,,,,,1,,65,64
18000,note_on,3,0,2,,,,,,,,,,,1,,57,64
18029,note_on,29,0,1,,,,,,,,,,,0,,86,0
18030,note_on,1,0,1,,,,,,,,,,,0,,84,71
18059,note_on,29,0,1,,,,,,,,,,,0,,84,0
18060,note_on,1,0,1,,,,,,,,,,,0,,86,71
18089,note_on,29,0,1,,,,,,,,,,,0,,86,0
18090,note_on,1,0,1,,,,,,,,,,,0,,84,71
18113,note_on,0,0,2,,,,,,,,,,,1,,57,0
18113,note_on,113,0,2,,,,,,,,,,,1,,65,0
18119,note_on,29,0,1,,,,,,,,,,,0,,84,0
18120,note_on,1,0,1,,,,,,,,,,,0,,82,71
18149,note_on,29,0,1,,,,,,,,,,,0,,82,0
18150,note_on,1,0,1,,,,,,,,,,,0,,81,71
18179,note_on,29,0,1,,,,,,,,,,,0,,81,0
18180,note_on,1,0,1,,,,,,,,,,,0,,79,71
18209,note_on,29,0,1,,,,,,,,,,,0,,79,0
18210,note_on,1,0,1,,,,,,,,,,,0,,77,72
18239,note_on,29,0,1,,,,,,,,,,,0,,77,0
18240,note_on,1,0,1,,,,,,,,,,,0,,79,72
18299,note_on,59,0,1,,,,,,,,,,,0,,79,0
18300,note_on,187,0,2,,,,,,,,,,,1,,58,67
18300,note_on,1,0,1,,,,,,,,,,,0,,81,73
18329,note_on,29,0,1,,,,,,,,,,,0,,81,0
18330,note_on,1,0,1,,,,,,,,,,,0,,82,73
18359,note_on,59,0,2,,,,,,,,,,,1,,58,0
18359,note_on,29,0,1,,,,,,,,,,,0,,82,0
18360,note_on,1,0,2,,,,,,,,,,,1,,60,67
18360,note_on,1,0,1,,,,,,,,,,,0,,77,73
18419,note_on,59,0,1,,,,,,,,,,,0,,77,0
18419,note_on,59,0,2,,,,,,,,,,,1,,60,0
18420,note_on,1,0,1,,,,,,,,,,,0,,76,73
18420,note_on,1,0,2,,,,,,,,,,,1,,48,67
18479,note_on,59,0,1,,,,,,,,,,,0,,76,0
18479,note_on,59,0,2,,,,,,,,,,,1,,48,0
18480,note_on,1,0,1,,,,,,,,,,,0,,77,75
18480,note_on,1,0,2,,,,,,,,,,,1,,53,67
18539,note_on,59,0,1,,,,,,,,,,,0,,77,0
18540,note_on,1,0,1,,,,,,,,,,,0,,81,79
18593,note_on,113,0,2,,,,,,,,,,,1,,53,0
18599,note_on,59,0,1,,,,,,,,,,,0,,81,0
18600,note_on,1,0,1,,,,,,,,,,,0,,77,83
18659,note_on,59,0,1,,,,,,,,,,,0,,77,0
18660,note_on,1,0,1,,,,,,,,,,,0,,74,87
18719,note_on,59,0,1,,,,,,,,,,,0,,74,0
18720,note_on,1,0,1,,,,,,,,,,,0,,72,91
18780,note_on,187,0,2,,,,,,,,,,,1,,64,67
18839,note_on,59,0,2,,,,,,,,,,,1,,64,0
18840,note_on,1,0,2,,,,,,,,,,,1,,67,67
18899,note_on,59,0,2,,,,,,,,,,,1,,67,0
18900,note_on,1,0,2,,,,,,,,,,,1,,70,67
18959,note_on,59,0,2,,,,,,,,,,,1,,70,0
18960,note_on,1,0,2,,,,,,,,,,,1,,69,67
18960,note_on,0,0,2,,,,,,,,,,,1,,65,67
19019,note_on,299,0,1,,,,,,,,,,,0,,72,0
19020,note_on,1,0,1,,,,,,,,,,,0,,81,71
19073,note_on,113,0,2,,,,,,,,,,,1,,65,0
19073,note_on,0,0,2,,,,,,,,,,,1,,69,0
19079,note_on,59,0,1,,,,,,,,,,,0,,81,0
19080,note_on,1,0,1,,,,,,,,,,,0,,77,71
19139,note_on,59,0,1,,,,,,,,,,,0,,77,0
19140,note_on,1,0,1,,,,,,,,,,,0,,74,71
19199,note_on,59,0,1,,,,,,,,,,,0,,74,0
19200,note_on,1,0,1,,,,,,,,,,,0,,72,71
19260,note_on,187,0,2,,,,,,,,,,,1,,64,69
19319,note_on,59,0,2,,,,,,,,,,,1,,64,0
19320,note_on,1,0,2,,,,,,,,,,,1,,67,69
19379,note_on,59,0,2,,,,,,,,,,,1,,67,0
19380,note_on,1,0,2,,,,,,,,,,,1,,70,69
19439,note_on,59,0,2,,,,,,,,,,,1,,70,0
19440,note_on,1,0,2,,,,,,,,,,,1,,65,69
19440,note_on,0,0,2,,,,,,,,,,,1,,69,69
19499,note_on,299,0,1,,,,,,,,,,,0,,72,0
19500,note_on,1,0,1,,,,,,,,,,,0,,81,74
19553,note_on,113,0,2,,,,,,,,,,,1,,69,0
19553,note_on,0,0,2,,,,,,,,,,,1,,65,0
19559,note_on,59,0,1,,,,,,,,,,,0,,81,0
19560,note_on,1,0,1,,,,,,,,,,,0,,79,75
19589,note_on,29,0,1,,,,,,,,,,,0,,79,0
19590,note_on,1,0,1,,,,,,,,,,,0,,77,76
19619,note_on,29,0,1,,,,,,,,,,,0,,77,0
19620,note_on,1,0,1,,,,,,,,,,,0,,76,77
19649,note_on,29,0,1,,,,,,,,,,,0,,76,0
19650,note_on,1,0,1,,,,,,,,,,,0,,74,78
19679,note_on,29,0,1,,,,,,,,,,,0,,74,0
19680,note_on,1,0,1,,,,,,,,,,,0,,72,79
19709,note_on,29,0,1,,,,,,,,,,,0,,72,0
19710,note_on,1,0,1,,,,,,,,,,,0,,74,79
19739,note_on,29,0,1,,,,,,,,,,,0,,74,0
19740,note_on,187,0,2,,,,,,,,,,,1,,64,73
19740,note_on,1,0,1,,,,,,,,,,,0,,72,80
19769,note_on,29,0,1,,,,,,,,,,,0,,72,0
19770,note_on,1,0,1,,,,,,,,,,,0,,74,81
19799,note_on,59,0,2,,,,,,,,,,,1,,64,0
19799,note_on,29,0,1,,,,,,,,,,,0,,74,0
19800,note_on,1,0,2,,,,,,,,,,,1,,67,74
19800,note_on,1,0,1,,,,,,,,,,,0,,72,82
19829,note_on,29,0,1,,,,,,,,,,,0,,72,0
19830,note_on,1,0,1,,,,,,,,,,,0,,74,82
19859,note_on,59,0,2,,,,,,,,,,,1,,67,0
19859,note_on,29,0,1,,,,,,,,,,,0,,74,0
19860,note_on,1,0,2,,,,,,,,,,,1,,70,75
19860,note_on,1,0,1,,,,,,,,,,,0,,72,83
19889,note_on,29,0,1,,,,,,,,,,,0,,72,0
19890,note_on,1,0,1,,,,,,,,,,,0,,74,83
19919,note_on,29,0,1,,,,,,,,,,,0,,74,0
19919,note_on,59,0,2,,,,,,,,,,,1,,70,0
19920,note_on,1,0,1,,,,,,,,,,,0,,72,84
19920,note_on,1,0,2,,,,,,,,,,,1,,67,77
19949,note_on,29,0,1,,,,,,,,,,,0,,72,0
19950,note_on,1,0,1,,,,,,,,,,,0,,74,84
19979,note_on,59,0,2,,,,,,,,,,,1,,67,0
19979,note_on,29,0,1,,,,,,,,,,,0,,74,0
19980,note_on,1,0,1,,,,,,,,,,,0,,72,84
19980,note_on,1,0,2,,,,,,,,,,,1,,64,78
20009,note_on,29,0,1,,,,,,,,,,,0,,72,0
20010,note_on,1,0,1,,,,,,,,,,,0,,74,84
20039,note_on,29,0,1,,,,,,,,,,,0,,74,0
20039,note_on,59,0,2,,,,,,,,,,,1,,64,0
20040,note_on,1,0,2,,,,,,,,,,,1,,67,79
20040,note_on,1,0,1,,,,,,,,,,,0,,72,85
20069,note_on,29,0,1,,,,,,,,,,,0,,72,0
20070,note_on,1,0,1,,,,,,,,,,,0,,74,85
20099,note_on,59,0,2,,,,,,,,,,,1,,67,0
20099,note_on,29,0,1,,,,,,,,,,,0,,74,0
20100,note_on,1,0,2,,,,,,,,,,,1,,70,80
20100,note_on,1,0,1,,,,,,,,,,,0,,72,86
20129,note_on,29,0,1,,,,,,,,,,,0,,72,0
20130,note_on,1,0,1,,,,,,,,,,,0,,74,87
20159,note_on,59,0,2,,,,,,,,,,,1,,70,0
20159,note_on,29,0,1,,,,,,,,,,,0,,74,0
20160,note_on,0,0,2,,,,,,,,,,,1,,69,81
20160,note_on,1,0,2,,,,,,,,,,,1,,65,81
20160,note_on,1,0,1,,,,,,,,,,,0,,72,88
20189,note_on,29,0,1,,,,,,,,,,,0,,72,0
20190,note_on,1,0,1,,,,,,,,,,,0,,74,89
20219,note_on,29,0,1,,,,,,,,,,,0,,74,0
20220,note_on,1,0,1,,,,,,,,,,,0,,72,89
20249,note_on,29,0,1,,,,,,,,,,,0,,72,0
20250,note_on,1,0,1,,,,,,,,,,,0,,74,90
20273,note_on,113,0,2,,,,,,,,,,,1,,69,0
20273,note_on,0,0,2,,,,,,,,,,,1,,65,0
20279,note_on,29,0,1,,,,,,,,,,,0,,74,0
20280,note_on,1,0,1,,,,,,,,,,,0,,72,91
20309,note_on,29,0,1,,,,,,,,,,,0,,72,0
20310,note_on,1,0,1,,,,,,,,,,,0,,81,92
20339,note_on,29,0,1,,,,,,,,,,,0,,81,0
20340,note_on,1,0,1,,,,,,,,,,,0,,79,93
20369,note_on,29,0,1,,,,,,,,,,,0,,79,0
20370,note_on,1,0,1,,,,,,,,,,,0,,77,95
20399,note_on,29,0,1,,,,,,,,,,,0,,77,0
20400,note_on,1,0,1,,,,,,,,,,,0,,76,96
20400,note_on,127,0,2,,,,,,,,,,,1,,60,88
20400,note_on,0,0,2,,,,,,,,,,,1,,67,88
20429,note_on,29,0,1,,,,,,,,,,,0,,76,0
20430,note_on,1,0,1,,,,,,,,,,,0,,77,97
20459,note_on,29,0,1,,,,,,,,,,,0,,77,0
20460,note_on,1,0,1,,,,,,,,,,,0,,76,97
20489,note_on,29,0,1,,,,,,,,,,,0,,76,0
20490,note_on,1,0,1,,,,,,,,,,,0,,77,98
20513,note_on,113,0,2,,,,,,,,,,,1,,67,0
20513,note_on,0,0,2,,,,,,,,,,,1,,60,0
20519,note_on,29,0,1,,,,,,,,,,,0,,77,0
20520,note_on,1,0,1,,,,,,,,,,,0,,76,99
20549,note_on,29,0,1,,,,,,,,,,,0,,76,0
20550,note_on,1,0,1,,,,,,,,,,,0,,82,100
20579,note_on,29,0,1,,,,,,,,,,,0,,82,0
20580,note_on,1,0,1,,,,,,,,,,,0,,81,101
20609,note_on,29,0,1,,,,,,,,,,,0,,81,0
20610,note_on,1,0,1,,,,,,,,,,,0,,79,102
20639,note_on,29,0,1,,,,,,,,,,,0,,79,0
20640,note_on,1,0,1,,,,,,,,,,,0,,77,103
20640,note_on,0,0,2,,,,,,,,,,,1,,57,93
20640,note_on,127,0,2,,,,,,,,,,,1,,65,93
20753,note_on,113,0,1,,,,,,,,,,,0,,77,0
20753,note_on,0,0,2,,,,,,,,,,,1,,65,0
20753,note_on,113,0,2,,,,,,,,,,,1,,57,0
20880,note_on,0,0,2,,,,,,,,,,,1,,60,101
20880,note_on,0,0,1,,,,,,,,,,,0,,88,110
20880,note_on,127,0,1,,,,,,,,,,,0,,79,110
20880,note_on,127,0,2,,,,,,,,,,,1,,48,101
20880,note_on,0,0,1,,,,,,,,,,,0,,82,110
20993,note_on,0,0,1,,,,,,,,,,,0,,88,0
20993,note_on,113,0,1,,,,,,,,,,,0,,82,0
20993,note_on,0,0,1,,,,,,,,,,,0,,79,0
20993,note_on,113,0,2,,,,,,,,,,,1,,60,0
20993,note_on,0,0,2,,,,,,,,,,,1,,48,0
21120,note_on,0,0,1,,,,,,,,,,,0,,81,120
21120,note_on,0,0,2,,,,,,,,,,,1,,53,112
21120,note_on,127,0,2,,,,,,,,,,,1,,41,112
21120,note_on,127,0,1,,,,,,,,,,,0,,89,120
21233,note_on,0,0,2,,,,,,,,,,,1,,41,0
21233,note_on,113,0,2,,,,,,,,,,,1,,53,0
21233,note_on,113,0,1,,,,,,,,,,,0,,81,0
21233,note_on,0,0,1,,,,,,,,,,,0,,89,0
21360,note_on,127,0,2,,,,,,,,,,,1,,53,99
21360,set_tempo,12720,1,0,,,,,,,535714,,,,,,,
21360,note_on,127,0,1,,,,,,,,,,,0,,77,110
21389,note_on,29,0,2,,,,,,,,,,,1,,53,0
21390,note_on,1,0,2,,,,,,,,,,,1,,57,99
21419,note_on,29,0,2,,,,,,,,,,,1,,57,0
21420,note_on,1,0,2,,,,,,,,,,,1,,60,99
21449,note_on,29,0,2,,,,,,,,,,,1,,60,0
21450,note_on,1,0,2,,,,,,,,,,,1,,57,99
21479,note_on,29,0,2,,,,,,,,,,,1,,57,0
21480,note_on,120,0,1,,,,,,,,,,,0,,77,110
21480,note_on,1,0,2,,,,,,,,,,,1,,53,99
21484,note_on,4,0,1,,,,,,,,,,,0,,77,0
21509,note_on,29,0,2,,,,,,,,,,,1,,53,0
21510,note_on,1,0,2,,,,,,,,,,,1,,57,99
21539,note_on,55,0,1,,,,,,,,,,,0,,77,0
21539,note_on,29,0,2,,,,,,,,,,,1,,57,0
21540,note_on,1,0,1,,,,,,,,,,,0,,77,110
21540,note_on,1,0,2,,,,,,,,,,,1,,60,99
21569,note_on,29,0,2,,,,,,,,,,,1,,60,0
21570,note_on,1,0,2,,,,,,,,,,,1,,57,99
21599,note_on,29,0,2,,,,,,,,,,,1,,57,0
21599,note_on,59,0,1,,,,,,,,,,,0,,77,0
21600,note_on,1,0,2,,,,,,,,,,,1,,53,99
21600,note_on,1,0,1,,,,,,,,,,,0,,77,110
21629,note_on,29,0,1,,,,,,,,,,,0,,77,0
21630,note_on,1,0,1,,,,,,,,,,,0,,76,110
21659,note_on,29,0,1,,,,,,,,,,,0,,76,0
21660,note_on,1,0,1,,,,,,,,,,,0,,74,110
21689,note_on,29,0,1,,,,,,,,,,,0,,74,0
21690,note_on,1,0,1,,,,,,,,,,,0,,72,110
21719,note_on,29,0,1,,,,,,,,,,,0,,72,0
21720,note_on,1,0,1,,,,,,,,,,,0,,70,110
21725,note_on,125,0,2,,,,,,,,,,,1,,53,0
21749,note_on,29,0,1,,,,,,,,,,,0,,70,0
21750,note_on,1,0,1,,,,,,,,,,,0,,69,110
21779,note_on,29,0,1,,,,,,,,,,,0,,69,0
21780,note_on,1,0,1,,,,,,,,,,,0,,67,110
21809,note_on,29,0,1,,,,,,,,,,,0,,67,0
21810,note_on,1,0,1,,,,,,,,,,,0,,65,110
21839,note_on,29,0,1,,,,,,,,,,,0,,65,0
21840,note_on,1,0,1,,,,,,,,,,,0,,63,110
21840,note_on,115,0,2,,,,,,,,,,,1,,48,61
21869,note_on,29,0,2,,,,,,,,,,,1,,48,0
21870,note_on,1,0,2,,,,,,,,,,,1,,53,61
21899,note_on,59,0,1,,,,,,,,,,,0,,63,0
21899,note_on,29,0,2,,,,,,,,,,,1,,53,0
21900,note_on,1,0,2,,,,,,,,,,,1,,47,61
21900,note_on,1,0,1,,,,,,,,,,,0,,62,73
21929,note_on,29,0,1,,,,,,,,,,,0,,62,0
21929,note_on,29,0,2,,,,,,,,,,,1,,47,0
21930,note_on,1,0,1,,,,,,,,,,,0,,65,73
21930,note_on,1,0,2,,,,,,,,,,,1,,53,61
21959,note_on,29,0,2,,,,,,,,,,,1,,53,0
21959,note_on,29,0,1,,,,,,,,,,,0,,65,0
21960,note_on,1,0,2,,,,,,,,,,,1,,48,61
21960,note_on,1,0,1,,,,,,,,,,,0,,63,73
21989,note_on,29,0,2,,,,,,,,,,,1,,48,0
21990,note_on,1,0,2,,,,,,,,,,,1,,53,61
22019,note_on,59,0,1,,,,,,,,,,,0,,63,0
22019,note_on,29,0,2,,,,,,,,,,,1,,53,0
22020,note_on,1,0,2,,,,,,,,,,,1,,47,61
22020,note_on,1,0,1,,,,,,,,,,,0,,62,73
22049,note_on,29,0,2,,,,,,,,,,,1,,47,0
22049,note_on,29,0,1,,,,,,,,,,,0,,62,0
22050,note_on,1,0,2,,,,,,,,,,,1,,53,61
22050,note_on,1,0,1,,,,,,,,,,,0,,65,72
22079,note_on,29,0,2,,,,,,,,,,,1,,53,0
22079,note_on,29,0,1,,,,,,,,,,,0,,65,0
22080,note_on,1,0,2,,,,,,,,,,,1,,48,60
22080,note_on,1,0,1,,,,,,,,,,,0,,63,72
22193,note_on,113,0,1,,,,,,,,,,,0,,63,0
22193,note_on,113,0,2,,,,,,,,,,,1,,48,0
22320,note_on,127,0,2,,,,,,,,,,,1,,53,110
22320,note_on,127,0,1,,,,,,,,,,,0,,75,110
22349,note_on,29,0,2,,,,,,,,,,,1,,53,0
22350,note_on,1,0,2,,,,,,,,,,,1,,57,110
22379,note_on,29,0,2,,,,,,,,,,,1,,57,0
22380,note_on,1,0,2,,,,,,,,,,,1,,60,110
22409,note_on,29,0,2,,,,,,,,,,,1,,60,0
22410,note_on,1,0,2,,,,,,,,,,,1,,57,110
22439,note_on,29,0,2,,,,,,,,,,,1,,57,0
22440,note_on,120,0,1,,,,,,,,,,,0,,75,110
22440,note_on,1,0,2,,,,,,,,,,,1,,53,110
22443,note_on,3,0,1,,,,,,,,,,,0,,75,0
22469,note_on,29,0,2,,,,,,,,,,,1,,53,0
22470,note_on,1,0,2,,,,,,,,,,,1,,57,110
22499,note_on,29,0,2,,,,,,,,,,,1,,57,0
22499,note_on,56,0,1,,,,,,,,,,,0,,75,0
22500,note_on,1,0,1,,,,,,,,,,,0,,75,110
22500,note_on,1,0,2,,,,,,,,,,,1,,60,110
22529,note_on,29,0,2,,,,,,,,,,,1,,60,0
22530,note_on,1,0,2,,,,,,,,,,,1,,57,110
22559,note_on,59,0,1,,,,,,,,,,,0,,75,0
22559,note_on,29,0,2,,,,,,,,,,,1,,57,0
22560,note_on,1,0,1,,,,,,,,,,,0,,75,110
22589,note_on,29,0,1,,,,,,,,,,,0,,75,0
22590,note_on,1,0,1,,,,,,,,,,,0,,74,110
22619,note_on,29,0,1,,,,,,,,,,,0,,74,0
22620,note_on,1,0,1,,,,,,,,,,,0,,72,110
22649,note_on,29,0,1,,,,,,,,,,,0,,72,0
22650,note_on,1,0,1,,,,,,,,,,,0,,70,110
22679,note_on,29,0,1,,,,,,,,,,,0,,70,0
22680,note_on,1,0,1,,,,,,,,,,,0,,69,110
22709,note_on,29,0,1,,,,,,,,,,,0,,69,0
22710,note_on,1,0,1,,,,,,,,,,,0,,67,110
22739,note_on,29,0,1,,,,,,,,,,,0,,67,0
22740,note_on,1,0,1,,,,,,,,,,,0,,65,110
22769,note_on,29,0,1,,,,,,,,,,,0,,65,0
22770,note_on,1,0,1,,,,,,,,,,,0,,63,110
22799,note_on,29,0,1,,,,,,,,,,,0,,63,0
22800,note_on,1,0,1,,,,,,,,,,,0,,62,110
22800,note_on,241,0,2,,,,,,,,,,,1,,46,65
22829,note_on,29,0,2,,,,,,,,,,,1,,46,0
22830,note_on,1,0,2,,,,,,,,,,,1,,53,65
22859,note_on,29,0,2,,,,,,,,,,,1,,53,0
22859,note_on,59,0,1,,,,,,,,,,,0,,62,0
22860,note_on,1,0,1,,,,,,,,,,,0,,60,67
22860,note_on,1,0,2,,,,,,,,,,,1,,45,65
22889,note_on,29,0,1,,,,,,,,,,,0,,60,0
22889,note_on,29,0,2,,,,,,,,,,,1,,45,0
22890,note_on,1,0,1,,,,,,,,,,,0,,63,67
22890,note_on,1,0,2,,,,,,,,,,,1,,53,66
22919,note_on,29,0,2,,,,,,,,,,,1,,53,0
22919,note_on,29,0,1,,,,,,,,,,,0,,63,0
22920,note_on,1,0,2,,,,,,,,,,,1,,46,66
22920,note_on,1,0,1,,,,,,,,,,,0,,62,67
22949,note_on,29,0,2,,,,,,,,,,,1,,46,0
22950,note_on,1,0,2,,,,,,,,,,,1,,53,66
22979,note_on,29,0,2,,,,,,,,,,,1,,53,0
22979,note_on,59,0,1,,,,,,,,,,,0,,62,0
22980,note_on,1,0,2,,,,,,,,,,,1,,45,66
22980,note_on,1,0,1,,,,,,,,,,,0,,60,67
23009,note_on,29,0,1,,,,,,,,,,,0,,60,0
23009,note_on,29,0,2,,,,,,,,,,,1,,45,0
23010,note_on,1,0,2,,,,,,,,,,,1,,53,67
23010,note_on,1,0,1,,,,,,,,,,,0,,63,67
