tick,type,time,meta,track,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,port,program,channel,control,value,note,velocity
5328,note_on,2,0,2,,,,,,,,,1,,,59,110
5350,note_on,22,0,1,,,,,,,,,0,,,75,0
5350,note_on,22,0,2,,,,,,,,,1,,,59,0
5352,note_on,2,0,2,,,,,,,,,1,,,60,110
5352,note_on,2,0,1,,,,,,,,,0,,,76,110
5374,note_on,22,0,1,,,,,,,,,0,,,76,0
5374,note_on,22,0,2,,,,,,,,,1,,,60,0
5376,note_on,2,0,2,,,,,,,,,1,,,59,110
5376,note_on,2,0,1,,,,,,,,,0,,,75,110
5398,note_on,22,0,1,,,,,,,,,0,,,75,0
5398,note_on,22,0,2,,,,,,,,,1,,,59,0
5400,note_on,2,0,1,,,,,,,,,0,,,73,110
5400,note_on,2,0,2,,,,,,,,,1,,,57,110
5422,note_on,22,0,1,,,,,,,,,0,,,73,0
5422,note_on,22,0,2,,,,,,,,,1,,,57,0
5424,note_on,2,0,2,,,,,,,,,1,,,55,110
5424,note_on,2,0,1,,,,,,,,,0,,,71,110
5446,note_on,22,0,1,,,,,,,,,0,,,71,0
5446,note_on,22,0,2,,,,,,,,,1,,,55,0
5448,note_on,2,0,1,,,,,,,,,0,,,69,110
5448,note_on,2,0,2,,,,,,,,,1,,,54,110
5470,note_on,22,0,1,,,,,,,,,0,,,69,0
5470,note_on,22,0,2,,,,,,,,,1,,,54,0
5472,note_on,2,0,1,,,,,,,,,0,,,67,110
5472,note_on,2,0,2,,,,,,,,,1,,,52,110
5494,note_on,22,0,1,,,,,,,,,0,,,67,0
5494,note_on,22,0,2,,,,,,,,,1,,,52,0
5496,note_on,2,0,1,,,,,,,,,0,,,66,110
5496,note_on,2,0,2,,,,,,,,,1,,,54,110
5518,note_on,22,0,1,,,,,,,,,0,,,66,0
5518,note_on,22,0,2,,,,,,,,,1,,,54,0
5520,note_on,2,0,1,,,,,,,,,0,,,64,110
5520,note_on,2,0,2,,,,,,,,,1,,,55,110
5542,note_on,22,0,1,,,,,,,,,0,,,64,0
5542,note_on,22,0,2,,,,,,,,,1,,,55,0
5544,note_on,2,0,1,,,,,,,,,0,,,66,110
5544,note_on,2,0,2,,,,,,,,,1,,,57,110
5566,note_on,22,0,2,,,,,,,,,1,,,57,0
5566,note_on,22,0,1,,,,,,,,,0,,,66,0
5568,note_on,2,0,2,,,,,,,,,1,,,59,110
5568,note_on,2,0,1,,,,,,,,,0,,,67,110
5590,note_on,22,0,1,,,,,,,,,0,,,67,0
5590,note_on,22,0,2,,,,,,,,,1,,,59,0
5592,note_on,2,0,1,,,,,,,,,0,,,69,110
5592,note_on,2,0,2,,,,,,,,,1,,,61,110
5614,note_on,22,0,1,,,,,,,,,0,,,69,0
5614,note_on,22,0,2,,,,,,,,,1,,,61,0
5616,note_on,2,0,1,,,,,,,,,0,,,71,110
5616,note_on,2,0,2,,,,,,,,,1,,,63,110
5638,note_on,22,0,2,,,,,,,,,1,,,63,0
5638,note_on,22,0,1,,,,,,,,,0,,,71,0
5640,note_on,2,0,1,,,,,,,,,0,,,72,110
5640,note_on,2,0,2,,,,,,,,,1,,,64,110
5662,note_on,22,0,2,,,,,,,,,1,,,64,0
5662,note_on,22,0,1,,,,,,,,,0,,,72,0
5664,note_on,2,0,2,,,,,,,,,1,,,63,110
5664,note_on,2,0,1,,,,,,,,,0,,,71,110
5686,note_on,22,0,1,,,,,,,,,0,,,71,0
5686,note_on,22,0,2,,,,,,,,,1,,,63,0
5688,note_on,2,0,2,,,,,,,,,1,,,61,110
5688,note_on,2,0,1,,,,,,,,,0,,,69,110
5710,note_on,22,0,1,,,,,,,,,0,,,69,0
5710,note_on,22,0,2,,,,,,,,,1,,,61,0
5712,note_on,2,0,1,,,,,,,,,0,,,67,110
5712,note_on,2,0,2,,,,,,,,,1,,,59,110
5734,note_on,22,0,1,,,,,,,,,0,,,67,0
5734,note_on,22,0,2,,,,,,,,,1,,,59,0
5736,note_on,2,0,1,,,,,,,,,0,,,66,110
5736,note_on,2,0,2,,,,,,,,,1,,,57,110
5758,note_on,22,0,1,,,,,,,,,0,,,66,0
5758,note_on,22,0,2,,,,,,,,,1,,,57,0
5760,note_on,2,0,2,,,,,,,,,1,,,55,110
5760,note_on,2,0,1,,,,,,,,,0,,,64,110
5782,note_on,22,0,1,,,,,,,,,0,,,64,0
5782,note_on,22,0,2,,,,,,,,,1,,,55,0
5784,note_on,2,0,2,,,,,,,,,1,,,54,110
5784,note_on,2,0,1,,,,,,,,,0,,,66,110
5806,note_on,22,0,2,,,,,,,,,1,,,54,0
5806,note_on,22,0,1,,,,,,,,,0,,,66,0
5808,note_on,2,0,2,,,,,,,,,1,,,52,110
5808,note_on,2,0,1,,,,,,,,,0,,,67,110
5830,note_on,22,0,2,,,,,,,,,1,,,52,0
5830,note_on,22,0,1,,,,,,,,,0,,,67,0
5832,note_on,2,0,2,,,,,,,,,1,,,54,110
5832,note_on,2,0,1,,,,,,,,,0,,,69,110
5854,note_on,22,0,1,,,,,,,,,0,,,69,0
5854,note_on,22,0,2,,,,,,,,,1,,,54,0
5856,note_on,2,0,1,,,,,,,,,0,,,71,110
5856,note_on,2,0,2,,,,,,,,,1,,,55,110
5878,note_on,22,0,2,,,,,,,,,1,,,55,0
5878,note_on,22,0,1,,,,,,,,,0,,,71,0
5880,note_on,2,0,2,,,,,,,,,1,,,57,110
5880,note_on,2,0,1,,,,,,,,,0,,,73,110
5902,note_on,22,0,1,,,,,,,,,0,,,73,0
5902,note_on,22,0,2,,,,,,,,,1,,,57,0
5904,note_on,2,0,2,,,,,,,,,1,,,59,110
5904,note_on,2,0,1,,,,,,,,,0,,,75,110
5926,note_on,22,0,1,,,,,,,,,0,,,75,0
5926,note_on,22,0,2,,,,,,,,,1,,,59,0
5928,note_on,2,0,1,,,,,,,,,0,,,76,110
5928,note_on,2,0,2,,,,,,,,,1,,,60,110
5950,note_on,22,0,1,,,,,,,,,0,,,76,0
5950,note_on,22,0,2,,,,,,,,,1,,,60,0
5952,note_on,2,0,1,,,,,,,,,0,,,75,110
5952,note_on,2,0,2,,,,,,,,,1,,,59,110
5974,note_on,22,0,2,,,,,,,,,1,,,59,0
5974,note_on,22,0,1,,,,,,,,,0,,,75,0
5976,note_on,2,0,1,,,,,,,,,0,,,73,110
5976,note_on,2,0,2,,,,,,,,,1,,,57,110
5998,note_on,22,0,1,,,,,,,,,0,,,73,0
5998,note_on,22,0,2,,,,,,,,,1,,,57,0
6000,note_on,2,0,1,,,,,,,,,0,,,71,110
6000,note_on,2,0,2,,,,,,,,,1,,,55,110
6022,note_on,22,0,2,,,,,,,,,1,,,55,0
6022,note_on,22,0,1,,,,,,,,,0,,,71,0
6024,note_on,2,0,2,,,,,,,,,1,,,54,110
6024,note_on,2,0,1,,,,,,,,,0,,,69,110
6046,note_on,22,0,1,,,,,,,,,0,,,69,0
6046,note_on,22,0,2,,,,,,,,,1,,,54,0
6048,note_on,2,0,1,,,,,,,,,0,,,67,110
6048,note_on,2,0,2,,,,,,,,,1,,,52,110
6070,note_on,22,0,1,,,,,,,,,0,,,67,0
6072,note_on,2,0,1,,,,,,,,,0,,,66,110
6080,note_on,32,0,2,,,,,,,,,1,,,52,0
6094,note_on,22,0,1,,,,,,,,,0,,,66,0
6096,note_on,2,0,1,,,,,,,,,0,,,64,110
6142,note_on,46,0,1,,,,,,,,,0,,,64,0
6144,note_on,64,0,2,,,,,,,,,1,,,64,110
6192,note_on,50,0,1,,,,,,,,,0,,,84,110
6238,note_on,46,0,1,,,,,,,,,0,,,84,0
6238,note_on,94,0,2,,,,,,,,,1,,,64,0
6240,note_on,2,0,1,,,,,,,,,0,,,83,110
6240,note_on,2,0,2,,,,,,,,,1,,,52,110
6286,note_on,46,0,1,,,,,,,,,0,,,83,0
6288,note_on,2,0,1,,,,,,,,,0,,,82,110
6334,note_on,94,0,2,,,,,,,,,1,,,52,0
6334,note_on,46,0,1,,,,,,,,,0,,,82,0
6336,note_on,2,0,1,,,,,,,,,0,,,82,110
6336,note_on,2,0,2,,,,,,,,,1,,,51,110
6358,note_on,22,0,1,,,,,,,,,0,,,82,0
6360,note_on,2,0,1,,,,,,,,,0,,,83,110
6382,note_on,22,0,1,,,,,,,,,0,,,83,0
6384,note_on,2,0,1,,,,,,,,,0,,,71,110
6416,note_on,32,0,1,,,,,,,,,0,,,71,0
6430,note_on,94,0,2,,,,,,,,,1,,,51,0
6432,note_on,2,0,2,,,,,,,,,1,,,62,110
6480,note_on,64,0,1,,,,,,,,,0,,,82,110
6526,note_on,94,0,2,,,,,,,,,1,,,62,0
6526,note_on,46,0,1,,,,,,,,,0,,,82,0
6528,note_on,2,0,2,,,,,,,,,1,,,50,110
6528,note_on,2,0,1,,,,,,,,,0,,,81,110
6574,note_on,46,0,1,,,,,,,,,0,,,81,0
6576,note_on,2,0,1,,,,,,,,,0,,,80,110
6622,note_on,94,0,2,,,,,,,,,1,,,50,0
6622,note_on,46,0,1,,,,,,,,,0,,,80,0
6624,note_on,2,0,1,,,,,,,,,0,,,80,110
6624,note_on,2,0,2,,,,,,,,,1,,,49,110
6646,note_on,22,0,1,,,,,,,,,0,,,80,0
6648,note_on,2,0,1,,,,,,,,,0,,,81,110
6670,note_on,22,0,1,,,,,,,,,0,,,81,0
6672,note_on,2,0,1,,,,,,,,,0,,,69,110
6704,note_on,32,0,1,,,,,,,,,0,,,69,0
6718,note_on,94,0,2,,,,,,,,,1,,,49,0
6720,note_on,2,0,2,,,,,,,,,1,,,60,110
6744,note_on,40,0,1,,,,,,,,,0,,,69,110
6766,note_on,22,0,1,,,,,,,,,0,,,69,0
6768,note_on,2,0,1,,,,,,,,,0,,,72,110
6790,note_on,22,0,1,,,,,,,,,0,,,72,0
6792,note_on,2,0,1,,,,,,,,,0,,,76,110
6814,note_on,22,0,1,,,,,,,,,0,,,76,0
6814,note_on,94,0,2,,,,,,,,,1,,,60,0
6816,note_on,2,0,1,,,,,,,,,0,,,81,110
6816,note_on,2,0,2,,,,,,,,,1,,,48,110
6838,note_on,22,0,1,,,,,,,,,0,,,81,0
6840,note_on,2,0,1,,,,,,,,,0,,,79,110
6862,note_on,22,0,1,,,,,,,,,0,,,79,0
6864,note_on,2,0,1,,,,,,,,,0,,,78,110
6886,note_on,22,0,1,,,,,,,,,0,,,78,0
6888,note_on,2,0,1,,,,,,,,,0,,,76,110
6910,note_on,22,0,1,,,,,,,,,0,,,76,0
6910,note_on,94,0,2,,,,,,,,,1,,,48,0
6912,note_on,2,0,2,,,,,,,,,1,,,47,110
6912,note_on,2,0,1,,,,,,,,,0,,,75,110
6934,note_on,22,0,1,,,,,,,,,0,,,75,0
6936,note_on,2,0,1,,,,,,,,,0,,,78,110
6958,note_on,22,0,1,,,,,,,,,0,,,78,0
6960,note_on,2,0,1,,,,,,,,,0,,,79,110
7008,note_on,96,0,2,,,,,,,,,1,,,47,0
7008,note_on,0,0,2,,,,,,,,,1,,,49,110
7030,note_on,70,0,1,,,,,,,,,0,,,79,0
7032,note_on,2,0,1,,,,,,,,,0,,,76,110
7054,note_on,22,0,1,,,,,,,,,0,,,76,0
7056,note_on,2,0,1,,,,,,,,,0,,,70,110
7104,note_on,0,0,2,,,,,,,,,1,,,51,110
7104,note_on,96,0,2,,,,,,,,,1,,,49,0
7126,note_on,70,0,1,,,,,,,,,0,,,70,0
7128,note_on,2,0,1,,,,,,,,,0,,,69,110
7150,note_on,22,0,1,,,,,,,,,0,,,69,0
7152,note_on,2,0,1,,,,,,,,,0,,,78,110
7174,note_on,22,0,1,,,,,,,,,0,,,78,0
7176,note_on,2,0,1,,,,,,,,,0,,,69,110
7198,note_on,22,0,1,,,,,,,,,0,,,69,0
7200,note_on,0,0,2,,,,,,,,,1,,,52,110
7200,note_on,2,0,1,,,,,,,,,0,,,68,110
7200,note_on,96,0,2,,,,,,,,,1,,,51,0
7222,note_on,22,0,1,,,,,,,,,0,,,68,0
7224,note_on,2,0,1,,,,,,,,,0,,,71,110
7246,note_on,22,0,1,,,,,,,,,0,,,71,0
7248,note_on,2,0,1,,,,,,,,,0,,,72,110
7296,note_on,96,0,2,,,,,,,,,1,,,52,0
7296,note_on,0,0,2,,,,,,,,,1,,,54,110
7318,note_on,70,0,1,,,,,,,,,0,,,72,0
7320,note_on,2,0,1,,,,,,,,,0,,,69,110
7342,note_on,22,0,1,,,,,,,,,0,,,69,0
7344,note_on,2,0,1,,,,,,,,,0,,,63,110
7392,note_on,96,0,2,,,,,,,,,1,,,54,0
7392,note_on,0,0,2,,,,,,,,,1,,,56,110
7414,note_on,70,0,1,,,,,,,,,0,,,63,0
7416,note_on,2,0,1,,,,,,,,,0,,,64,110
7424,note_on,32,0,2,,,,,,,,,1,,,56,0
7438,note_on,22,0,1,,,,,,,,,0,,,64,0
7440,note_on,2,0,1,,,,,,,,,0,,,71,110
7462,note_on,22,0,1,,,,,,,,,0,,,71,0
7464,note_on,2,0,1,,,,,,,,,0,,,74,110
7486,note_on,22,0,1,,,,,,,,,0,,,74,0
7488,note_on,64,0,2,,,,,,,,,1,,,45,110
7488,note_on,2,0,1,,,,,,,,,0,,,73,110
7510,note_on,22,0,1,,,,,,,,,0,,,73,0
7512,note_on,2,0,1,,,,,,,,,0,,,76,110
7534,note_on,22,0,1,,,,,,,,,0,,,76,0
7536,note_on,2,0,1,,,,,,,,,0,,,77,110
7584,note_on,0,0,2,,,,,,,,,1,,,47,110
7584,note_on,96,0,2,,,,,,,,,1,,,45,0
7606,note_on,70,0,1,,,,,,,,,0,,,77,0
7608,note_on,2,0,1,,,,,,,,,0,,,74,110
7630,note_on,22,0,1,,,,,,,,,0,,,74,0
7632,note_on,2,0,1,,,,,,,,,0,,,68,110
7680,note_on,0,0,2,,,,,,,,,1,,,49,110
7680,note_on,96,0,2,,,,,,,,,1,,,47,0
7702,note_on,70,0,1,,,,,,,,,0,,,68,0
7704,note_on,2,0,1,,,,,,,,,0,,,67,110
7726,note_on,22,0,1,,,,,,,,,0,,,67,0
7728,note_on,2,0,1,,,,,,,,,0,,,76,110
7750,note_on,22,0,1,,,,,,,,,0,,,76,0
7752,note_on,2,0,1,,,,,,,,,0,,,67,110
7774,note_on,22,0,1,,,,,,,,,0,,,67,0
7776,note_on,96,0,2,,,,,,,,,1,,,49,0
7776,note_on,0,0,2,,,,,,,,,1,,,50,110
7776,note_on,2,0,1,,,,,,,,,0,,,66,110
7798,note_on,22,0,1,,,,,,,,,0,,,66,0
7800,note_on,2,0,1,,,,,,,,,0,,,69,110
7822,note_on,22,0,1,,,,,,,,,0,,,69,0
7824,note_on,2,0,1,,,,,,,,,0,,,70,110
7872,note_on,0,0,2,,,,,,,,,1,,,52,110
7872,note_on,96,0,2,,,,,,,,,1,,,50,0
7894,note_on,70,0,1,,,,,,,,,0,,,70,0
7896,note_on,2,0,1,,,,,,,,,0,,,67,110
7918,note_on,22,0,1,,,,,,,,,0,,,67,0
7920,note_on,2,0,1,,,,,,,,,0,,,61,110
7968,note_on,0,0,2,,,,,,,,,1,,,54,110
7968,note_on,96,0,2,,,,,,,,,1,,,52,0
7990,note_on,70,0,1,,,,,,,,,0,,,61,0
7992,note_on,2,0,1,,,,,,,,,0,,,62,110
8000,note_on,32,0,2,,,,,,,,,1,,,54,0
8014,note_on,22,0,1,,,,,,,,,0,,,62,0
8016,note_on,2,0,1,,,,,,,,,0,,,69,110
8038,note_on,22,0,1,,,,,,,,,0,,,69,0
8040,note_on,2,0,1,,,,,,,,,0,,,72,110
8062,note_on,22,0,1,,,,,,,,,0,,,72,0
8064,note_on,2,0,1,,,,,,,,,0,,,71,110
8064,note_on,64,0,2,,,,,,,,,1,,,43,110
8086,note_on,22,0,2,,,,,,,,,1,,,43,0
8086,note_on,22,0,1,,,,,,,,,0,,,71,0
8088,note_on,2,0,2,,,,,,,,,1,,,45,110
8088,note_on,2,0,1,,,,,,,,,0,,,69,110
8110,note_on,22,0,2,,,,,,,,,1,,,45,0
8110,note_on,22,0,1,,,,,,,,,0,,,69,0
8112,note_on,2,0,2,,,,,,,,,1,,,47,110
8112,note_on,2,0,1,,,,,,,,,0,,,67,110
8134,note_on,22,0,1,,,,,,,,,0,,,67,0
8134,note_on,22,0,2,,,,,,,,,1,,,47,0
8136,note_on,2,0,2,,,,,,,,,1,,,48,110
8136,note_on,2,0,1,,,,,,,,,0,,,69,110
8158,note_on,22,0,2,,,,,,,,,1,,,48,0
8158,note_on,22,0,1,,,,,,,,,0,,,69,0
8160,note_on,2,0,2,,,,,,,,,1,,,50,110
8160,note_on,2,0,1,,,,,,,,,0,,,71,110
8182,note_on,22,0,2,,,,,,,,,1,,,50,0
8182,note_on,22,0,1,,,,,,,,,0,,,71,0
8184,note_on,2,0,2,,,,,,,,,1,,,52,110
8184,note_on,2,0,1,,,,,,,,,0,,,72,110
8206,note_on,22,0,1,,,,,,,,,0,,,72,0
8206,note_on,22,0,2,,,,,,,,,1,,,52,0
8208,note_on,2,0,1,,,,,,,,,0,,,74,110
8208,note_on,2,0,2,,,,,,,,,1,,,54,110
8230,note_on,22,0,2,,,,,,,,,1,,,54,0
8230,note_on,22,0,1,,,,,,,,,0,,,74,0
8232,note_on,2,0,1,,,,,,,,,0,,,76,110
8232,note_on,2,0,2,,,,,,,,,1,,,55,110
8254,note_on,22,0,1,,,,,,,,,0,,,76,0
8254,note_on,22,0,2,,,,,,,,,1,,,55,0
8256,note_on,2,0,2,,,,,,,,,1,,,54,110
8256,note_on,2,0,1,,,,,,,,,0,,,78,110
8278,note_on,22,0,2,,,,,,,,,1,,,54,0
8278,note_on,22,0,1,,,,,,,,,0,,,78,0
8280,note_on,2,0,1,,,,,,,,,0,,,79,110
8280,note_on,2,0,2,,,,,,,,,1,,,52,110
8302,note_on,22,0,2,,,,,,,,,1,,,52,0
8302,note_on,22,0,1,,,,,,,,,0,,,79,0
8304,note_on,2,0,2,,,,,,,,,1,,,50,110
8304,note_on,2,0,1,,,,,,,,,0,,,78,110
8326,note_on,22,0,1,,,,,,,,,0,,,78,0
8326,note_on,22,0,2,,,,,,,,,1,,,50,0
8328,note_on,2,0,1,,,,,,,,,0,,,76,110
8328,note_on,2,0,2,,,,,,,,,1,,,48,110
8350,note_on,22,0,2,,,,,,,,,1,,,48,0
8350,note_on,22,0,1,,,,,,,,,0,,,76,0
8352,note_on,2,0,1,,,,,,,,,0,,,74,110
8352,note_on,2,0,2,,,,,,,,,1,,,47,110
8374,note_on,22,0,1,,,,,,,,,0,,,74,0
8374,note_on,22,0,2,,,,,,,,,1,,,47,0
8376,note_on,2,0,1,,,,,,,,,0,,,72,110
8376,note_on,2,0,2,,,,,,,,,1,,,45,110
8398,note_on,22,0,1,,,,,,,,,0,,,72,0
8398,note_on,22,0,2,,,,,,,,,1,,,45,0
8400,note_on,2,0,1,,,,,,,,,0,,,71,110
8400,note_on,2,0,2,,,,,,,,,1,,,43,110
8422,note_on,22,0,1,,,,,,,,,0,,,71,0
8424,note_on,2,0,1,,,,,,,,,0,,,69,110
8446,note_on,46,0,2,,,,,,,,,1,,,43,0
8446,note_on,22,0,1,,,,,,,,,0,,,69,0
8448,note_on,2,0,1,,,,,,,,,0,,,67,110
8496,note_on,50,0,2,,,,,,,,,1,,,51,110
8542,note_on,46,0,2,,,,,,,,,1,,,51,0
8542,note_on,94,0,1,,,,,,,,,0,,,67,0
8544,note_on,2,0,2,,,,,,,,,1,,,50,110
8544,note_on,2,0,1,,,,,,,,,0,,,79,110
8590,note_on,46,0,2,,,,,,,,,1,,,50,0
8592,note_on,2,0,2,,,,,,,,,1,,,49,110
8638,note_on,46,0,2,,,,,,,,,1,,,49,0
8640,note_on,2,0,2,,,,,,,,,1,,,49,110
8640,note_on,0,0,1,,,,,,,,,0,,,78,110
8640,note_on,96,0,1,,,,,,,,,0,,,79,0
8662,note_on,22,0,2,,,,,,,,,1,,,49,0
8664,note_on,2,0,2,,,,,,,,,1,,,50,110
8672,note_on,32,0,1,,,,,,,,,0,,,78,0
8686,note_on,22,0,2,,,,,,,,,1,,,50,0
8688,note_on,2,0,2,,,,,,,,,1,,,38,110
8720,note_on,32,0,2,,,,,,,,,1,,,38,0
8736,note_on,64,0,1,,,,,,,,,0,,,65,110
8784,note_on,64,0,2,,,,,,,,,1,,,49,110
8830,note_on,46,0,2,,,,,,,,,1,,,49,0
8832,note_on,2,0,2,,,,,,,,,1,,,48,110
8832,note_on,0,0,1,,,,,,,,,0,,,77,110
8832,note_on,96,0,1,,,,,,,,,0,,,65,0
8878,note_on,46,0,2,,,,,,,,,1,,,48,0
8880,note_on,2,0,2,,,,,,,,,1,,,47,110
8926,note_on,46,0,2,,,,,,,,,1,,,47,0
8928,note_on,2,0,2,,,,,,,,,1,,,47,110
8928,note_on,96,0,1,,,,,,,,,0,,,77,0
8928,note_on,0,0,1,,,,,,,,,0,,,76,110
8950,note_on,22,0,2,,,,,,,,,1,,,47,0
8952,note_on,2,0,2,,,,,,,,,1,,,48,110
8960,note_on,32,0,1,,,,,,,,,0,,,76,0
8974,note_on,22,0,2,,,,,,,,,1,,,48,0
8976,note_on,2,0,2,,,,,,,,,1,,,36,110
9008,note_on,32,0,2,,,,,,,,,1,,,36,0
9024,note_on,64,0,1,,,,,,,,,0,,,63,110
9048,note_on,40,0,2,,,,,,,,,1,,,48,110
9070,note_on,22,0,2,,,,,,,,,1,,,48,0
9072,note_on,2,0,2,,,,,,,,,1,,,51,110
9094,note_on,22,0,2,,,,,,,,,1,,,51,0
9096,note_on,2,0,2,,,,,,,,,1,,,55,110
9118,note_on,94,0,1,,,,,,,,,0,,,63,0
9118,note_on,22,0,2,,,,,,,,,1,,,55,0
9120,note_on,2,0,2,,,,,,,,,1,,,60,110
9120,note_on,2,0,1,,,,,,,,,0,,,75,110
9142,note_on,22,0,2,,,,,,,,,1,,,60,0
9144,note_on,2,0,2,,,,,,,,,1,,,58,110
9166,note_on,22,0,2,,,,,,,,,1,,,58,0
9168,note_on,2,0,2,,,,,,,,,1,,,57,110
9190,note_on,22,0,2,,,,,,,,,1,,,57,0
9192,note_on,2,0,2,,,,,,,,,1,,,55,110
9214,note_on,22,0,2,,,,,,,,,1,,,55,0
9214,note_on,94,0,1,,,,,,,,,0,,,75,0
9216,note_on,2,0,2,,,,,,,,,1,,,54,110
9216,note_on,2,0,1,,,,,,,,,0,,,74,110
9238,note_on,22,0,2,,,,,,,,,1,,,54,0
9240,note_on,2,0,2,,,,,,,,,1,,,57,110
9262,note_on,22,0,2,,,,,,,,,1,,,57,0
9264,note_on,2,0,2,,,,,,,,,1,,,58,110
9310,note_on,94,0,1,,,,,,,,,0,,,74,0
9312,note_on,2,0,1,,,,,,,,,0,,,76,110
9334,note_on,70,0,2,,,,,,,,,1,,,58,0
9336,note_on,2,0,2,,,,,,,,,1,,,55,110
9358,note_on,22,0,2,,,,,,,,,1,,,55,0
9360,note_on,2,0,2,,,,,,,,,1,,,49,110
9406,note_on,94,0,1,,,,,,,,,0,,,76,0
9408,note_on,2,0,1,,,,,,,,,0,,,78,110
9430,note_on,70,0,2,,,,,,,,,1,,,49,0
9432,note_on,2,0,2,,,,,,,,,1,,,48,110
9454,note_on,22,0,2,,,,,,,,,1,,,48,0
9456,note_on,2,0,2,,,,,,,,,1,,,57,110
9478,note_on,22,0,2,,,,,,,,,1,,,57,0
9480,note_on,2,0,2,,,,,,,,,1,,,48,110
9502,note_on,22,0,2,,,,,,,,,1,,,48,0
9502,note_on,94,0,1,,,,,,,,,0,,,78,0
9504,note_on,2,0,1,,,,,,,,,0,,,67,110
9504,note_on,2,0,2,,,,,,,,,1,,,48,110
9526,note_on,22,0,2,,,,,,,,,1,,,48,0
9528,note_on,2,0,2,,,,,,,,,1,,,45,110
9550,note_on,22,0,2,,,,,,,,,1,,,45,0
9552,note_on,2,0,2,,,,,,,,,1,,,47,110
9574,note_on,22,0,2,,,,,,,,,1,,,47,0
9576,note_on,2,0,2,,,,,,,,,1,,,52,110
9598,note_on,22,0,2,,,,,,,,,1,,,52,0
9598,note_on,94,0,1,,,,,,,,,0,,,67,0
9600,note_on,2,0,1,,,,,,,,,0,,,66,110
9600,note_on,2,0,2,,,,,,,,,1,,,52,110
9622,note_on,22,0,2,,,,,,,,,1,,,52,0
9624,note_on,2,0,2,,,,,,,,,1,,,49,110
9646,note_on,22,0,2,,,,,,,,,1,,,49,0
9648,note_on,2,0,2,,,,,,,,,1,,,50,110
9670,note_on,22,0,2,,,,,,,,,1,,,50,0
9672,note_on,2,0,2,,,,,,,,,1,,,57,110
9694,note_on,22,0,2,,,,,,,,,1,,,57,0
9694,note_on,94,0,1,,,,,,,,,0,,,66,0
9696,note_on,2,0,1,,,,,,,,,0,,,64,110
9696,note_on,2,0,2,,,,,,,,,1,,,55,110
9718,note_on,22,0,2,,,,,,,,,1,,,55,0
9720,note_on,2,0,2,,,,,,,,,1,,,54,110
9742,note_on,22,0,2,,,,,,,,,1,,,54,0
9744,note_on,2,0,2,,,,,,,,,1,,,55,110
9766,note_on,22,0,2,,,,,,,,,1,,,55,0
9768,note_on,2,0,2,,,,,,,,,1,,,49,110
9790,note_on,94,0,1,,,,,,,,,0,,,64,0
9790,note_on,22,0,2,,,,,,,,,1,,,49,0
9792,note_on,2,0,2,,,,,,,,,1,,,54,110
9792,note_on,2,0,1,,,,,,,,,0,,,62,110
9814,note_on,22,0,2,,,,,,,,,1,,,54,0
9814,note_on,22,0,1,,,,,,,,,0,,,62,0
9816,note_on,2,0,1,,,,,,,,,0,,,64,110
9816,note_on,2,0,2,,,,,,,,,1,,,52,110
9838,note_on,22,0,2,,,,,,,,,1,,,52,0
9838,note_on,22,0,1,,,,,,,,,0,,,64,0
9840,note_on,2,0,2,,,,,,,,,1,,,50,110
9840,note_on,2,0,1,,,,,,,,,0,,,66,110
9862,note_on,22,0,2,,,,,,,,,1,,,50,0
9862,note_on,22,0,1,,,,,,,,,0,,,66,0
9864,note_on,2,0,2,,,,,,,,,1,,,52,110
9864,note_on,2,0,1,,,,,,,,,0,,,67,110
9886,note_on,22,0,2,,,,,,,,,1,,,52,0
9886,note_on,22,0,1,,,,,,,,,0,,,67,0
9888,note_on,2,0,1,,,,,,,,,0,,,69,110
9888,note_on,2,0,2,,,,,,,,,1,,,54,110
9910,note_on,22,0,2,,,,,,,,,1,,,54,0
9910,note_on,22,0,1,,,,,,,,,0,,,69,0
9912,note_on,2,0,2,,,,,,,,,1,,,55,110
9912,note_on,2,0,1,,,,,,,,,0,,,71,110
9934,note_on,22,0,1,,,,,,,,,0,,,71,0
9934,note_on,22,0,2,,,,,,,,,1,,,55,0
9936,note_on,2,0,1,,,,,,,,,0,,,73,110
9936,note_on,2,0,2,,,,,,,,,1,,,57,110
9958,note_on,22,0,1,,,,,,,,,0,,,73,0
9958,note_on,22,0,2,,,,,,,,,1,,,57,0
9960,note_on,2,0,2,,,,,,,,,1,,,59,110
9960,note_on,2,0,1,,,,,,,,,0,,,74,110
9982,note_on,22,0,1,,,,,,,,,0,,,74,0
9982,note_on,22,0,2,,,,,,,,,1,,,59,0
9984,note_on,2,0,1,,,,,,,,,0,,,73,110
9984,note_on,2,0,2,,,,,,,,,1,,,61,110
10006,note_on,22,0,2,,,,,,,,,1,,,61,0
10006,note_on,22,0,1,,,,,,,,,0,,,73,0
10008,note_on,2,0,2,,,,,,,,,1,,,62,110
10008,note_on,2,0,1,,,,,,,,,0,,,71,110
10030,note_on,22,0,1,,,,,,,,,0,,,71,0
10030,note_on,22,0,2,,,,,,,,,1,,,62,0
10032,note_on,2,0,1,,,,,,,,,0,,,69,110
10032,note_on,2,0,2,,,,,,,,,1,,,61,110
10054,note_on,22,0,1,,,,,,,,,0,,,69,0
