tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,control,value,channel,program,note,velocity
43582,note_on,46,0,4,,,,,,,,,,3,,50,0
43584,note_on,98,0,1,,,,,,,,,,0,,69,92
43584,note_on,2,0,4,,,,,,,,,,3,,49,92
43630,note_on,46,0,4,,,,,,,,,,3,,49,0
43630,note_on,46,0,1,,,,,,,,,,0,,69,0
43632,note_on,2,0,4,,,,,,,,,,3,,47,92
43632,note_on,2,0,1,,,,,,,,,,0,,71,92
43678,note_on,46,0,1,,,,,,,,,,0,,71,0
43678,note_on,46,0,4,,,,,,,,,,3,,47,0
43680,note_on,2,0,4,,,,,,,,,,3,,45,92
43680,note_on,2,0,1,,,,,,,,,,0,,73,92
43726,note_on,46,0,1,,,,,,,,,,0,,73,0
43726,note_on,46,0,4,,,,,,,,,,3,,45,0
43728,note_on,2,0,4,,,,,,,,,,3,,52,92
43728,note_on,2,0,1,,,,,,,,,,0,,74,92
43774,note_on,46,0,1,,,,,,,,,,0,,74,0
43774,note_on,46,0,4,,,,,,,,,,3,,52,0
43776,note_on,2,0,1,,,,,,,,,,0,,76,92
43776,note_on,2,0,4,,,,,,,,,,3,,43,92
43822,note_on,46,0,1,,,,,,,,,,0,,76,0
43822,note_on,46,0,4,,,,,,,,,,3,,43,0
43824,note_on,2,0,4,,,,,,,,,,3,,52,92
43824,note_on,2,0,1,,,,,,,,,,0,,73,92
43870,note_on,46,0,4,,,,,,,,,,3,,52,0
43870,note_on,46,0,1,,,,,,,,,,0,,73,0
43872,note_on,2,0,4,,,,,,,,,,3,,42,92
43872,note_on,2,0,1,,,,,,,,,,0,,74,92
43918,note_on,46,0,1,,,,,,,,,,0,,74,0
43920,note_on,2,0,1,,,,,,,,,,0,,76,92
43966,note_on,46,0,1,,,,,,,,,,0,,76,0
43966,note_on,94,0,4,,,,,,,,,,3,,42,0
43968,note_on,2,0,1,,,,,,,,,,0,,69,92
43968,note_on,2,0,4,,,,,,,,,,3,,40,92
44014,note_on,46,0,1,,,,,,,,,,0,,69,0
44016,note_on,2,0,1,,,,,,,,,,0,,73,92
44062,note_on,94,0,4,,,,,,,,,,3,,40,0
44062,note_on,46,0,1,,,,,,,,,,0,,73,0
44064,note_on,2,0,4,,,,,,,,,,3,,42,92
44064,note_on,2,0,1,,,,,,,,,,0,,74,92
44110,note_on,46,0,1,,,,,,,,,,0,,74,0
44112,note_on,2,0,1,,,,,,,,,,0,,76,92
44158,note_on,94,0,4,,,,,,,,,,3,,42,0
44158,note_on,46,0,1,,,,,,,,,,0,,76,0
44160,note_on,2,0,4,,,,,,,,,,3,,45,92
44160,note_on,2,0,1,,,,,,,,,,0,,69,92
44206,note_on,46,0,1,,,,,,,,,,0,,69,0
44208,note_on,2,0,1,,,,,,,,,,0,,74,92
44254,note_on,46,0,1,,,,,,,,,,0,,74,0
44254,note_on,94,0,4,,,,,,,,,,3,,45,0
44256,note_on,2,0,1,,,,,,,,,,0,,66,92
44256,note_on,2,0,4,,,,,,,,,,3,,50,92
44302,note_on,46,0,1,,,,,,,,,,0,,66,0
44304,note_on,2,0,1,,,,,,,,,,0,,74,92
44350,note_on,94,0,4,,,,,,,,,,3,,50,0
44350,note_on,46,0,1,,,,,,,,,,0,,74,0
44352,note_on,2,0,1,,,,,,,,,,0,,69,92
44352,note_on,2,0,4,,,,,,,,,,3,,42,92
44398,note_on,46,0,1,,,,,,,,,,0,,69,0
44400,note_on,2,0,1,,,,,,,,,,0,,76,92
44446,note_on,46,0,1,,,,,,,,,,0,,76,0
44446,note_on,94,0,4,,,,,,,,,,3,,42,0
44448,note_on,2,0,4,,,,,,,,,,3,,43,92
44448,note_on,2,0,1,,,,,,,,,,0,,74,92
44494,note_on,46,0,1,,,,,,,,,,0,,74,0
44496,note_on,2,0,1,,,,,,,,,,0,,76,92
44542,note_on,94,0,4,,,,,,,,,,3,,43,0
44542,note_on,46,0,1,,,,,,,,,,0,,76,0
44544,note_on,2,0,1,,,,,,,,,,0,,71,92
44544,note_on,2,0,4,,,,,,,,,,3,,45,92
44590,note_on,46,0,1,,,,,,,,,,0,,71,0
44592,note_on,2,0,1,,,,,,,,,,0,,73,92
44638,note_on,94,0,4,,,,,,,,,,3,,45,0
44638,note_on,46,0,1,,,,,,,,,,0,,73,0
44640,note_on,2,0,4,,,,,,,,,,3,,47,92
44640,note_on,2,0,1,,,,,,,,,,0,,74,92
44686,note_on,46,0,1,,,,,,,,,,0,,74,0
44688,note_on,2,0,1,,,,,,,,,,0,,76,92
44734,note_on,46,0,1,,,,,,,,,,0,,76,0
44734,note_on,94,0,4,,,,,,,,,,3,,47,0
44736,note_on,2,0,1,,,,,,,,,,0,,71,92
44736,note_on,2,0,4,,,,,,,,,,3,,43,92
44782,note_on,46,0,1,,,,,,,,,,0,,71,0
44784,note_on,2,0,1,,,,,,,,,,0,,74,92
44830,note_on,94,0,4,,,,,,,,,,3,,43,0
44830,note_on,46,0,1,,,,,,,,,,0,,74,0
44832,note_on,2,0,4,,,,,,,,,,3,,40,92
44832,note_on,2,0,1,,,,,,,,,,0,,67,92
44878,note_on,46,0,1,,,,,,,,,,0,,67,0
44880,note_on,2,0,1,,,,,,,,,,0,,74,92
44926,note_on,46,0,1,,,,,,,,,,0,,74,0
44926,note_on,94,0,4,,,,,,,,,,3,,40,0
44928,note_on,2,0,4,,,,,,,,,,3,,43,92
44928,note_on,2,0,1,,,,,,,,,,0,,71,92
44974,note_on,46,0,1,,,,,,,,,,0,,71,0
44976,note_on,2,0,1,,,,,,,,,,0,,74,92
45022,note_on,94,0,4,,,,,,,,,,3,,43,0
45022,note_on,46,0,1,,,,,,,,,,0,,74,0
45024,note_on,2,0,4,,,,,,,,,,3,,45,92
45024,note_on,2,0,1,,,,,,,,,,0,,73,92
45070,note_on,46,0,1,,,,,,,,,,0,,73,0
45072,note_on,2,0,1,,,,,,,,,,0,,74,92
45118,note_on,46,0,1,,,,,,,,,,0,,74,0
45118,note_on,94,0,4,,,,,,,,,,3,,45,0
45120,note_on,2,0,4,,,,,,,,,,3,,47,92
45120,note_on,2,0,1,,,,,,,,,,0,,76,92
45166,note_on,46,0,1,,,,,,,,,,0,,76,0
45168,note_on,2,0,1,,,,,,,,,,0,,73,92
45214,note_on,46,0,1,,,,,,,,,,0,,73,0
45214,note_on,94,0,4,,,,,,,,,,3,,47,0
45216,note_on,2,0,4,,,,,,,,,,3,,49,92
45216,note_on,2,0,1,,,,,,,,,,0,,67,92
45262,note_on,46,0,1,,,,,,,,,,0,,67,0
45264,note_on,2,0,1,,,,,,,,,,0,,71,92
45310,note_on,94,0,4,,,,,,,,,,3,,49,0
45310,note_on,46,0,1,,,,,,,,,,0,,71,0
45312,note_on,2,0,4,,,,,,,,,,3,,50,92
45312,note_on,2,0,1,,,,,,,,,,0,,69,92
45358,note_on,46,0,1,,,,,,,,,,0,,69,0
45360,note_on,2,0,1,,,,,,,,,,0,,67,92
45406,note_on,94,0,4,,,,,,,,,,3,,50,0
45406,note_on,46,0,1,,,,,,,,,,0,,67,0
45408,note_on,2,0,4,,,,,,,,,,3,,45,92
45408,note_on,2,0,1,,,,,,,,,,0,,66,92
45454,note_on,46,0,1,,,,,,,,,,0,,66,0
45456,note_on,2,0,1,,,,,,,,,,0,,74,92
45502,note_on,94,0,4,,,,,,,,,,3,,45,0
45502,note_on,46,0,1,,,,,,,,,,0,,74,0
45504,note_on,2,0,1,,,,,,,,,,0,,64,92
45504,note_on,2,0,4,,,,,,,,,,3,,55,92
45550,note_on,46,0,1,,,,,,,,,,0,,64,0
45552,note_on,2,0,1,,,,,,,,,,0,,73,92
45598,note_on,94,0,4,,,,,,,,,,3,,55,0
45598,note_on,46,0,1,,,,,,,,,,0,,73,0
45600,note_on,8912,0,3,,,,,,,,,,2,,54,92
45600,note_on,2,0,1,,,,,,,,,,0,,74,92
45694,note_on,94,0,1,,,,,,,,,,0,,74,0
45696,note_on,2,0,1,,,,,,,,,,0,,73,92
45696,note_on,98,0,4,,,,,,,,,,3,,50,92
45742,note_on,46,0,1,,,,,,,,,,0,,73,0
45744,note_on,2,0,1,,,,,,,,,,0,,71,92
45760,note_on,160,0,3,,,,,,,,,,2,,54,0
45790,note_on,46,0,1,,,,,,,,,,0,,71,0
45792,note_on,2,0,1,,,,,,,,,,0,,69,92
45792,note_on,32,0,3,,,,,,,,,,2,,54,92
45838,note_on,46,0,1,,,,,,,,,,0,,69,0
45840,note_on,2,0,1,,,,,,,,,,0,,67,92
45886,note_on,94,0,3,,,,,,,,,,2,,54,0
45886,note_on,46,0,1,,,,,,,,,,0,,67,0
45888,note_on,2,0,3,,,,,,,,,,2,,57,92
45888,note_on,2,0,1,,,,,,,,,,0,,66,92
45934,note_on,46,0,1,,,,,,,,,,0,,66,0
45936,note_on,2,0,1,,,,,,,,,,0,,64,92
45982,note_on,94,0,3,,,,,,,,,,2,,57,0
45982,note_on,46,0,1,,,,,,,,,,0,,64,0
45984,note_on,2,0,1,,,,,,,,,,0,,62,92
45984,note_on,2,0,3,,,,,,,,,,2,,62,92
46126,note_on,142,0,1,,,,,,,,,,0,,62,0
46126,note_on,430,0,4,,,,,,,,,,3,,50,0
46126,note_on,142,0,3,,,,,,,,,,2,,62,0
46128,note_on,2,0,1,,,,,,,,,,0,,79,92
46128,set_tempo,9216,1,0,600000,,,,,,,,,,,,
46174,note_on,46,0,1,,,,,,,,,,0,,79,0
46176,note_on,0,0,1,,,,,,,,,,0,,79,92
46176,note_on,0,0,1,,,,,,,,,,0,,74,92
46176,note_on,2,0,1,,,,,,,,,,0,,71,92
46176,note_on,50,0,4,,,,,,,,,,3,,55,92
46270,note_on,0,0,1,,,,,,,,,,0,,79,0
46270,note_on,0,0,1,,,,,,,,,,0,,74,0
46270,note_on,94,0,1,,,,,,,,,,0,,71,0
46272,note_on,2,0,1,,,,,,,,,,0,,78,92
46318,note_on,46,0,1,,,,,,,,,,0,,78,0
46320,note_on,2,0,1,,,,,,,,,,0,,76,92
46336,note_on,160,0,4,,,,,,,,,,3,,55,0
46366,note_on,46,0,1,,,,,,,,,,0,,76,0
46368,note_on,2,0,1,,,,,,,,,,0,,74,92
46414,note_on,46,0,1,,,,,,,,,,0,,74,0
46416,note_on,2,0,1,,,,,,,,,,0,,72,92
46462,note_on,46,0,1,,,,,,,,,,0,,72,0
46464,note_on,128,0,4,,,,,,,,,,3,,62,92
46464,note_on,2,0,1,,,,,,,,,,0,,71,92
46510,note_on,46,0,1,,,,,,,,,,0,,71,0
46512,note_on,2,0,1,,,,,,,,,,0,,69,92
46558,note_on,94,0,4,,,,,,,,,,3,,62,0
46558,note_on,46,0,1,,,,,,,,,,0,,69,0
46560,note_on,2,0,4,,,,,,,,,,3,,67,92
46560,note_on,2,0,1,,,,,,,,,,0,,71,92
46606,note_on,46,0,1,,,,,,,,,,0,,71,0
46608,note_on,2,0,1,,,,,,,,,,0,,74,92
46654,note_on,94,0,4,,,,,,,,,,3,,67,0
46654,note_on,46,0,1,,,,,,,,,,0,,74,0
46656,note_on,2,0,4,,,,,,,,,,3,,66,92
46656,note_on,2,0,1,,,,,,,,,,0,,69,92
46702,note_on,46,0,1,,,,,,,,,,0,,69,0
46704,note_on,2,0,1,,,,,,,,,,0,,72,92
46750,note_on,94,0,4,,,,,,,,,,3,,66,0
46750,note_on,46,0,1,,,,,,,,,,0,,72,0
46752,note_on,2,0,1,,,,,,,,,,0,,71,92
46752,note_on,2,0,4,,,,,,,,,,3,,67,92
46846,note_on,94,0,1,,,,,,,,,,0,,71,0
46846,note_on,94,0,4,,,,,,,,,,3,,67,0
46848,note_on,2,0,1,,,,,,,,,,0,,67,92
46848,note_on,2,0,4,,,,,,,,,,3,,66,92
46894,note_on,46,0,4,,,,,,,,,,3,,66,0
46896,note_on,2,0,4,,,,,,,,,,3,,64,92
46942,note_on,94,0,1,,,,,,,,,,0,,67,0
46942,note_on,46,0,4,,,,,,,,,,3,,64,0
46944,note_on,2,0,4,,,,,,,,,,3,,62,92
46944,note_on,2,0,1,,,,,,,,,,0,,71,92
46990,note_on,46,0,4,,,,,,,,,,3,,62,0
46992,note_on,2,0,4,,,,,,,,,,3,,60,92
47038,note_on,94,0,1,,,,,,,,,,0,,71,0
47038,note_on,46,0,4,,,,,,,,,,3,,60,0
47040,note_on,2,0,1,,,,,,,,,,0,,74,92
47040,note_on,2,0,4,,,,,,,,,,3,,59,92
47086,note_on,46,0,4,,,,,,,,,,3,,59,0
47088,note_on,2,0,4,,,,,,,,,,3,,57,92
47134,note_on,46,0,4,,,,,,,,,,3,,57,0
47134,note_on,94,0,1,,,,,,,,,,0,,74,0
47136,note_on,2,0,4,,,,,,,,,,3,,59,92
47136,note_on,2,0,1,,,,,,,,,,0,,79,92
47182,note_on,46,0,4,,,,,,,,,,3,,59,0
47184,note_on,2,0,4,,,,,,,,,,3,,62,92
47230,note_on,46,0,4,,,,,,,,,,3,,62,0
47230,note_on,94,0,1,,,,,,,,,,0,,79,0
47232,note_on,2,0,4,,,,,,,,,,3,,57,92
47232,note_on,2,0,1,,,,,,,,,,0,,78,92
47278,note_on,46,0,4,,,,,,,,,,3,,57,0
47280,note_on,2,0,4,,,,,,,,,,3,,60,92
47326,note_on,94,0,1,,,,,,,,,,0,,78,0
47326,note_on,46,0,4,,,,,,,,,,3,,60,0
47328,note_on,2,0,4,,,,,,,,,,3,,59,92
47328,note_on,2,0,1,,,,,,,,,,0,,79,92
47374,note_on,46,0,1,,,,,,,,,,0,,79,0
47376,note_on,2,0,1,,,,,,,,,,0,,81,92
47422,note_on,94,0,4,,,,,,,,,,3,,59,0
47422,note_on,46,0,1,,,,,,,,,,0,,81,0
47424,note_on,2,0,1,,,,,,,,,,0,,83,92
47424,note_on,2,0,4,,,,,,,,,,3,,55,92
47470,note_on,46,0,1,,,,,,,,,,0,,83,0
47472,note_on,2,0,1,,,,,,,,,,0,,79,92
47518,note_on,46,0,1,,,,,,,,,,0,,79,0
47518,note_on,94,0,4,,,,,,,,,,3,,55,0
47520,note_on,2,0,4,,,,,,,,,,3,,59,92
47520,note_on,2,0,1,,,,,,,,,,0,,74,92
47566,note_on,46,0,1,,,,,,,,,,0,,74,0
47568,note_on,2,0,1,,,,,,,,,,0,,77,92
47614,note_on,94,0,4,,,,,,,,,,3,,59,0
47614,note_on,46,0,1,,,,,,,,,,0,,77,0
47616,note_on,2,0,1,,,,,,,,,,0,,76,92
47616,note_on,2,0,4,,,,,,,,,,3,,55,92
47662,note_on,46,0,1,,,,,,,,,,0,,76,0
47664,note_on,2,0,1,,,,,,,,,,0,,74,92
47710,note_on,94,0,4,,,,,,,,,,3,,55,0
47710,note_on,46,0,1,,,,,,,,,,0,,74,0
47712,note_on,2,0,1,,,,,,,,,,0,,76,92
47712,note_on,2,0,4,,,,,,,,,,3,,60,92
47758,note_on,46,0,1,,,,,,,,,,0,,76,0
47760,note_on,2,0,1,,,,,,,,,,0,,81,92
47806,note_on,46,0,1,,,,,,,,,,0,,81,0
47806,note_on,94,0,4,,,,,,,,,,3,,60,0
47808,note_on,2,0,1,,,,,,,,,,0,,83,92
47808,note_on,2,0,4,,,,,,,,,,3,,57,92
47854,note_on,46,0,1,,,,,,,,,,0,,83,0
47856,note_on,2,0,1,,,,,,,,,,0,,84,92
47902,note_on,46,0,1,,,,,,,,,,0,,84,0
47902,note_on,94,0,4,,,,,,,,,,3,,57,0
47904,note_on,2,0,1,,,,,,,,,,0,,79,92
47904,note_on,2,0,4,,,,,,,,,,3,,62,92
47918,note_on,14,0,1,,,,,,,,,,0,,79,0
47920,note_on,2,0,1,,,,,,,,,,0,,78,92
47934,note_on,14,0,1,,,,,,,,,,0,,78,0
47936,note_on,2,0,1,,,,,,,,,,0,,79,92
47950,note_on,14,0,1,,,,,,,,,,0,,79,0
47952,note_on,2,0,1,,,,,,,,,,0,,78,92
47998,note_on,94,0,4,,,,,,,,,,3,,62,0
47998,note_on,46,0,1,,,,,,,,,,0,,78,0
48000,note_on,2,0,4,,,,,,,,,,3,,60,92
48000,note_on,2,0,1,,,,,,,,,,0,,74,92
48046,note_on,46,0,4,,,,,,,,,,3,,60,0
48048,note_on,2,0,4,,,,,,,,,,3,,59,92
48094,note_on,46,0,4,,,,,,,,,,3,,59,0
48094,note_on,94,0,1,,,,,,,,,,0,,74,0
48096,note_on,2,0,4,,,,,,,,,,3,,57,92
48142,note_on,46,0,4,,,,,,,,,,3,,57,0
48144,note_on,2,0,4,,,,,,,,,,3,,55,92
48144,note_on,50,0,1,,,,,,,,,,0,,76,92
48190,note_on,46,0,1,,,,,,,,,,0,,76,0
48190,note_on,46,0,4,,,,,,,,,,3,,55,0
48192,note_on,2,0,4,,,,,,,,,,3,,54,92
48192,note_on,2,0,1,,,,,,,,,,0,,74,92
48238,note_on,46,0,1,,,,,,,,,,0,,74,0
48238,note_on,46,0,4,,,,,,,,,,3,,54,0
48240,note_on,2,0,1,,,,,,,,,,0,,72,92
48240,note_on,2,0,4,,,,,,,,,,3,,52,92
48286,note_on,46,0,4,,,,,,,,,,3,,52,0
48286,note_on,46,0,1,,,,,,,,,,0,,72,0
48288,note_on,2,0,1,,,,,,,,,,0,,71,92
48288,note_on,2,0,4,,,,,,,,,,3,,50,92
48334,note_on,46,0,1,,,,,,,,,,0,,71,0
48334,note_on,46,0,4,,,,,,,,,,3,,50,0
48336,note_on,2,0,4,,,,,,,,,,3,,54,92
48336,note_on,2,0,1,,,,,,,,,,0,,74,92
48382,note_on,46,0,4,,,,,,,,,,3,,54,0
48382,note_on,46,0,1,,,,,,,,,,0,,74,0
48384,note_on,2,0,1,,,,,,,,,,0,,69,92
48384,note_on,2,0,4,,,,,,,,,,3,,48,92
48430,note_on,46,0,1,,,,,,,,,,0,,69,0
48430,note_on,46,0,4,,,,,,,,,,3,,48,0
48432,note_on,2,0,1,,,,,,,,,,0,,74,92
48432,note_on,2,0,4,,,,,,,,,,3,,54,92
48478,note_on,46,0,1,,,,,,,,,,0,,74,0
48478,note_on,46,0,4,,,,,,,,,,3,,54,0
48480,note_on,2,0,4,,,,,,,,,,3,,47,92
48480,note_on,2,0,1,,,,,,,,,,0,,67,92
48526,note_on,46,0,1,,,,,,,,,,0,,67,0
48528,note_on,2,0,1,,,,,,,,,,0,,74,92
48574,note_on,94,0,4,,,,,,,,,,3,,47,0
48574,note_on,46,0,1,,,,,,,,,,0,,74,0
48576,note_on,2,0,1,,,,,,,,,,0,,66,92
48576,note_on,2,0,4,,,,,,,,,,3,,45,92
48622,note_on,46,0,1,,,,,,,,,,0,,66,0
48624,note_on,2,0,1,,,,,,,,,,0,,74,92
48670,note_on,94,0,4,,,,,,,,,,3,,45,0
48670,note_on,46,0,1,,,,,,,,,,0,,74,0
48672,note_on,2,0,4,,,,,,,,,,3,,47,92
48672,note_on,2,0,1,,,,,,,,,,0,,67,92
48718,note_on,46,0,1,,,,,,,,,,0,,67,0
48720,note_on,2,0,1,,,,,,,,,,0,,74,92
48766,note_on,46,0,1,,,,,,,,,,0,,74,0
48766,note_on,94,0,4,,,,,,,,,,3,,47,0
48768,note_on,2,0,1,,,,,,,,,,0,,72,92
48768,note_on,2,0,4,,,,,,,,,,3,,43,92
48814,note_on,46,0,1,,,,,,,,,,0,,72,0
48816,note_on,2,0,1,,,,,,,,,,0,,71,92
48862,note_on,46,0,1,,,,,,,,,,0,,71,0
48862,note_on,94,0,4,,,,,,,,,,3,,43,0
48864,note_on,2,0,4,,,,,,,,,,3,,45,92
48864,note_on,2,0,1,,,,,,,,,,0,,69,92
48910,note_on,46,0,1,,,,,,,,,,0,,69,0
48912,note_on,2,0,1,,,,,,,,,,0,,67,92
48958,note_on,94,0,4,,,,,,,,,,3,,45,0
48958,note_on,46,0,1,,,,,,,,,,0,,67,0
48960,note_on,2,0,4,,,,,,,,,,3,,47,92
48960,note_on,2,0,1,,,,,,,,,,0,,65,92
49006,note_on,46,0,1,,,,,,,,,,0,,65,0
49008,note_on,2,0,1,,,,,,,,,,0,,74,92
49054,note_on,94,0,4,,,,,,,,,,3,,47,0
49054,note_on,46,0,1,,,,,,,,,,0,,74,0
49056,note_on,2,0,4,,,,,,,,,,3,,48,92
49056,note_on,2,0,1,,,,,,,,,,0,,64,92
49102,note_on,46,0,1,,,,,,,,,,0,,64,0
49104,note_on,2,0,1,,,,,,,,,,0,,74,92
49150,note_on,94,0,4,,,,,,,,,,3,,48,0
49150,note_on,46,0,1,,,,,,,,,,0,,74,0
49152,note_on,2,0,1,,,,,,,,,,0,,62,92
49152,note_on,2,0,4,,,,,,,,,,3,,47,92
49198,note_on,46,0,1,,,,,,,,,,0,,62,0
49200,note_on,2,0,1,,,,,,,,,,0,,74,92
49246,note_on,46,0,1,,,,,,,,,,0,,74,0
49246,note_on,94,0,4,,,,,,,,,,3,,47,0
49248,note_on,2,0,4,,,,,,,,,,3,,48,92
49248,note_on,2,0,1,,,,,,,,,,0,,64,92
49294,note_on,46,0,1,,,,,,,,,,0,,64,0
49296,note_on,2,0,1,,,,,,,,,,0,,74,92
49342,note_on,46,0,1,,,,,,,,,,0,,74,0
49342,note_on,94,0,4,,,,,,,,,,3,,48,0
49344,note_on,2,0,4,,,,,,,,,,3,,45,92
49344,note_on,2,0,1,,,,,,,,,,0,,72,92
49390,note_on,46,0,1,,,,,,,,,,0,,72,0
49392,note_on,2,0,1,,,,,,,,,,0,,71,92
49438,note_on,94,0,4,,,,,,,,,,3,,45,0
49438,note_on,46,0,1,,,,,,,,,,0,,71,0
49440,note_on,2,0,4,,,,,,,,,,3,,47,92
49440,note_on,2,0,1,,,,,,,,,,0,,69,92
49486,note_on,46,0,1,,,,,,,,,,0,,69,0
49488,note_on,2,0,1,,,,,,,,,,0,,67,92
49534,note_on,94,0,4,,,,,,,,,,3,,47,0
49534,note_on,46,0,1,,,,,,,,,,0,,67,0
49536,note_on,2,0,1,,,,,,,,,,0,,69,92
49536,note_on,2,0,4,,,,,,,,,,3,,48,92
49582,note_on,46,0,1,,,,,,,,,,0,,69,0
49584,note_on,2,0,1,,,,,,,,,,0,,72,92
49630,note_on,94,0,4,,,,,,,,,,3,,48,0
49630,note_on,46,0,1,,,,,,,,,,0,,72,0
49632,note_on,2,0,4,,,,,,,,,,3,,50,92
49632,note_on,2,0,1,,,,,,,,,,0,,66,92
49678,note_on,46,0,1,,,,,,,,,,0,,66,0
49680,note_on,2,0,1,,,,,,,,,,0,,64,92
49726,note_on,46,0,1,,,,,,,,,,0,,64,0
49726,note_on,94,0,4,,,,,,,,,,3,,50,0
49728,note_on,2,0,1,,,,,,,,,,0,,62,92
49728,note_on,2,0,4,,,,,,,,,,3,,48,92
49774,note_on,46,0,1,,,,,,,,,,0,,62,0
49774,note_on,46,0,4,,,,,,,,,,3,,48,0
49776,note_on,2,0,1,,,,,,,,,,0,,64,92
49776,note_on,2,0,4,,,,,,,,,,3,,47,92
49822,note_on,46,0,4,,,,,,,,,,3,,47,0
49822,note_on,46,0,1,,,,,,,,,,0,,64,0
49824,note_on,2,0,4,,,,,,,,,,3,,45,92
49824,note_on,2,0,1,,,,,,,,,,0,,66,92
49870,note_on,46,0,4,,,,,,,,,,3,,45,0
49870,note_on,46,0,1,,,,,,,,,,0,,66,0
49872,note_on,2,0,4,,,,,,,,,,3,,43,92
49872,note_on,2,0,1,,,,,,,,,,0,,67,92
49918,note_on,46,0,1,,,,,,,,,,0,,67,0
49918,note_on,46,0,4,,,,,,,,,,3,,43,0
49920,note_on,2,0,1,,,,,,,,,,0,,69,92
49920,note_on,2,0,4,,,,,,,,,,3,,42,92
49966,note_on,46,0,4,,,,,,,,,,3,,42,0
49966,note_on,46,0,1,,,,,,,,,,0,,69,0
49968,note_on,2,0,4,,,,,,,,,,3,,40,92
49968,note_on,2,0,1,,,,,,,,,,0,,71,92
50014,note_on,46,0,4,,,,,,,,,,3,,40,0
50014,note_on,46,0,1,,,,,,,,,,0,,71,0
50016,note_on,2,0,4,,,,,,,,,,3,,38,92
50016,note_on,2,0,1,,,,,,,,,,0,,72,92
50062,note_on,46,0,1,,,,,,,,,,0,,72,0
50062,note_on,46,0,4,,,,,,,,,,3,,38,0
50064,note_on,2,0,4,,,,,,,,,,3,,42,92
50064,note_on,2,0,1,,,,,,,,,,0,,69,92
50110,note_on,46,0,4,,,,,,,,,,3,,42,0
50110,note_on,46,0,1,,,,,,,,,,0,,69,0
50112,note_on,2,0,1,,,,,,,,,,0,,74,92
50112,note_on,2,0,4,,,,,,,,,,3,,45,92
50158,note_on,46,0,1,,,,,,,,,,0,,74,0
50158,note_on,46,0,4,,,,,,,,,,3,,45,0
50160,note_on,2,0,4,,,,,,,,,,3,,50,92
50160,note_on,2,0,1,,,,,,,,,,0,,69,92
50206,note_on,46,0,4,,,,,,,,,,3,,50,0
50206,note_on,46,0,1,,,,,,,,,,0,,69,0
50208,note_on,2,0,1,,,,,,,,,,0,,71,92
50208,note_on,2,0,4,,,,,,,,,,3,,43,92
50256,note_on,9026,0,2,,,,,,,,,,1,,67,92
50302,note_on,46,0,2,,,,,,,,,,1,,67,0
50304,note_on,2,0,2,,,,,,,,,,1,,66,92
50350,note_on,46,0,2,,,,,,,,,,1,,66,0
50352,note_on,2,0,2,,,,,,,,,,1,,64,92
50368,note_on,160,0,4,,,,,,,,,,3,,43,0
50398,note_on,46,0,2,,,,,,,,,,1,,64,0
50400,note_on,2,0,2,,,,,,,,,,1,,62,92
50446,note_on,46,0,2,,,,,,,,,,1,,62,0
50448,note_on,80,0,4,,,,,,,,,,3,,60,92
50494,note_on,46,0,4,,,,,,,,,,3,,60,0
50496,note_on,2,0,4,,,,,,,,,,3,,59,92
50542,note_on,46,0,4,,,,,,,,,,3,,59,0
50544,note_on,336,0,1,,,,,,,,,,0,,71,0
50544,note_on,2,0,4,,,,,,,,,,3,,57,92
50590,note_on,46,0,4,,,,,,,,,,3,,57,0
50592,note_on,2,0,4,,,,,,,,,,3,,55,92
50638,note_on,46,0,4,,,,,,,,,,3,,55,0
50640,note_on,2,0,4,,,,,,,,,,3,,59,92
50686,note_on,46,0,4,,,,,,,,,,3,,59,0
50688,note_on,144,0,1,,,,,,,,,,0,,71,92
50688,note_on,2,0,4,,,,,,,,,,3,,54,92
50734,note_on,46,0,4,,,,,,,,,,3,,54,0
50736,note_on,2,0,4,,,,,,,,,,3,,57,92
50782,note_on,94,0,1,,,,,,,,,,0,,71,0
50782,note_on,46,0,4,,,,,,,,,,3,,57,0
50784,note_on,2,0,4,,,,,,,,,,3,,55,92
50784,note_on,2,0,1,,,,,,,,,,0,,76,92
50830,note_on,46,0,1,,,,,,,,,,0,,76,0
50832,note_on,2,0,1,,,,,,,,,,0,,78,92
50878,note_on,94,0,4,,,,,,,,,,3,,55,0
50878,note_on,46,0,1,,,,,,,,,,0,,78,0
50880,note_on,2,0,1,,,,,,,,,,0,,79,92
50880,note_on,2,0,4,,,,,,,,,,3,,52,92
50926,note_on,46,0,1,,,,,,,,,,0,,79,0
50928,note_on,2,0,1,,,,,,,,,,0,,76,92
50974,note_on,46,0,1,,,,,,,,,,0,,76,0
50974,note_on,94,0,4,,,,,,,,,,3,,52,0
50976,note_on,2,0,4,,,,,,,,,,3,,55,92
50976,note_on,2,0,1,,,,,,,,,,0,,71,92
51022,note_on,46,0,1,,,,,,,,,,0,,71,0
51024,note_on,2,0,1,,,,,,,,,,0,,76,92
51070,note_on,94,0,4,,,,,,,,,,3,,55,0
51070,note_on,46,0,1,,,,,,,,,,0,,76,0
51072,note_on,2,0,1,,,,,,,,,,0,,78,92
51072,note_on,2,0,4,,,,,,,,,,3,,52,92
51118,note_on,46,0,1,,,,,,,,,,0,,78,0
51120,note_on,2,0,1,,,,,,,,,,0,,79,92
