tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
80640,note_on,0,0,1,,,,,,,0,79,92
80640,note_off,120,0,1,,,,,,,0,78,64
80640,note_on,0,0,2,,,,,,,0,71,97
80640,note_off,120,0,2,,,,,,,0,69,64
80760,note_on,0,0,2,,,,,,,0,67,97
80760,note_off,120,0,2,,,,,,,0,71,64
80880,note_off,120,0,2,,,,,,,0,67,64
80880,note_on,0,0,2,,,,,,,0,64,97
80880,note_off,240,0,1,,,,,,,0,79,64
80880,note_on,0,0,1,,,,,,,0,83,92
81000,note_off,120,0,2,,,,,,,0,64,64
81000,note_on,0,0,2,,,,,,,0,67,97
81120,note_off,240,0,1,,,,,,,0,83,64
81120,note_off,480,0,3,,,,,,,0,52,64
81120,note_on,0,0,2,,,,,,,0,59,97
81120,note_off,120,0,2,,,,,,,0,67,64
81120,note_on,0,0,1,,,,,,,0,79,92
81240,note_on,0,0,2,,,,,,,0,64,97
81240,note_off,120,0,2,,,,,,,0,59,64
81360,note_off,240,0,1,,,,,,,0,79,64
81360,note_on,0,0,1,,,,,,,0,76,92
81360,note_off,120,0,2,,,,,,,0,64,64
81360,note_on,0,0,2,,,,,,,0,67,97
81480,note_on,0,0,2,,,,,,,0,64,97
81480,note_off,120,0,2,,,,,,,0,67,64
81600,note_on,480,0,3,,,,,,,0,50,97
81600,note_on,0,0,2,,,,,,,0,71,97
81600,note_off,120,0,2,,,,,,,0,64,64
81600,note_off,240,0,1,,,,,,,0,76,64
81720,note_on,0,0,2,,,,,,,0,67,97
81720,note_off,120,0,2,,,,,,,0,71,64
81840,note_off,120,0,2,,,,,,,0,67,64
81840,note_on,240,0,1,,,,,,,0,79,92
81840,note_on,0,0,2,,,,,,,0,64,97
81960,note_on,0,0,2,,,,,,,0,67,97
81960,note_off,120,0,2,,,,,,,0,64,64
82080,note_on,0,0,2,,,,,,,0,59,97
82080,note_off,120,0,2,,,,,,,0,67,64
82080,note_off,480,0,3,,,,,,,0,50,64
82080,note_off,240,0,1,,,,,,,0,79,64
82080,note_on,0,0,1,,,,,,,0,76,92
82200,note_on,0,0,2,,,,,,,0,64,97
82200,note_off,120,0,2,,,,,,,0,59,64
82320,note_on,0,0,2,,,,,,,0,67,97
82320,note_off,120,0,2,,,,,,,0,64,64
82320,note_off,240,0,1,,,,,,,0,76,64
82320,note_on,0,0,1,,,,,,,0,71,92
82440,note_off,120,0,2,,,,,,,0,67,64
82440,note_on,0,0,2,,,,,,,0,64,97
82560,note_off,240,0,1,,,,,,,0,71,64
82560,note_on,0,0,2,,,,,,,0,69,97
82560,note_off,120,0,2,,,,,,,0,64,64
82560,note_on,480,0,3,,,,,,,0,49,97
82680,note_on,0,0,2,,,,,,,0,64,97
82680,note_off,120,0,2,,,,,,,0,69,64
82800,note_on,240,0,1,,,,,,,0,76,92
82800,note_on,0,0,2,,,,,,,0,61,97
82800,note_off,120,0,2,,,,,,,0,64,64
82920,note_on,0,0,2,,,,,,,0,64,97
82920,note_off,120,0,2,,,,,,,0,61,64
83040,note_off,480,0,3,,,,,,,0,49,64
83040,note_off,120,0,2,,,,,,,0,64,64
83040,note_off,240,0,1,,,,,,,0,76,64
83040,note_on,0,0,2,,,,,,,0,57,97
83040,note_on,0,0,1,,,,,,,0,73,92
83160,note_off,120,0,2,,,,,,,0,57,64
83160,note_on,0,0,2,,,,,,,0,61,97
83280,note_on,0,0,1,,,,,,,0,69,92
83280,note_off,120,0,2,,,,,,,0,61,64
83280,note_on,0,0,2,,,,,,,0,64,97
83280,note_off,240,0,1,,,,,,,0,73,64
83400,note_off,120,0,2,,,,,,,0,64,64
83400,note_on,0,0,2,,,,,,,0,61,97
83520,note_off,240,0,1,,,,,,,0,69,64
83520,note_on,480,0,3,,,,,,,0,45,97
83520,note_on,0,0,2,,,,,,,0,69,97
83520,note_off,120,0,2,,,,,,,0,61,64
83640,note_on,0,0,2,,,,,,,0,64,97
83640,note_off,120,0,2,,,,,,,0,69,64
83760,note_off,120,0,2,,,,,,,0,64,64
83760,note_on,240,0,1,,,,,,,0,81,92
83760,note_on,0,0,2,,,,,,,0,61,97
83880,note_on,0,0,2,,,,,,,0,64,97
83880,note_off,120,0,2,,,,,,,0,61,64
84000,note_off,120,0,2,,,,,,,0,64,64
84000,note_on,0,0,2,,,,,,,0,57,97
84000,note_off,480,0,3,,,,,,,0,45,64
84000,note_off,240,0,1,,,,,,,0,81,64
84000,note_on,0,0,1,,,,,,,0,76,92
84120,note_off,120,0,2,,,,,,,0,57,64
84120,note_on,0,0,2,,,,,,,0,61,97
84240,note_off,120,0,2,,,,,,,0,61,64
84240,note_on,0,0,2,,,,,,,0,64,97
84240,note_on,0,0,1,,,,,,,0,73,92
84240,note_off,240,0,1,,,,,,,0,76,64
84360,note_on,0,0,2,,,,,,,0,61,97
84360,note_off,120,0,2,,,,,,,0,64,64
84480,note_off,240,0,1,,,,,,,0,73,64
84480,note_on,0,0,2,,,,,,,0,69,97
84480,note_on,480,0,3,,,,,,,0,50,97
84480,note_off,120,0,2,,,,,,,0,61,64
84600,note_off,120,0,2,,,,,,,0,69,64
84600,note_on,0,0,2,,,,,,,0,66,97
84720,note_on,0,0,2,,,,,,,0,62,97
84720,note_off,120,0,2,,,,,,,0,66,64
84720,note_on,240,0,1,,,,,,,0,81,92
84840,note_on,0,0,2,,,,,,,0,66,97
84840,note_off,120,0,2,,,,,,,0,62,64
84960,note_on,0,0,2,,,,,,,0,57,97
84960,note_off,120,0,2,,,,,,,0,66,64
84960,note_off,240,0,1,,,,,,,0,81,64
84960,note_on,0,0,1,,,,,,,0,78,92
84960,note_off,480,0,3,,,,,,,0,50,64
85080,note_on,0,0,2,,,,,,,0,62,97
85080,note_off,120,0,2,,,,,,,0,57,64
85200,note_off,240,0,1,,,,,,,0,78,64
85200,note_on,0,0,1,,,,,,,0,74,92
85200,note_off,120,0,2,,,,,,,0,62,64
85200,note_on,0,0,2,,,,,,,0,66,97
85320,note_off,120,0,2,,,,,,,0,66,64
85320,note_on,0,0,2,,,,,,,0,62,97
85440,note_on,480,0,3,,,,,,,0,49,97
85440,note_off,120,0,2,,,,,,,0,62,64
85440,note_on,0,0,2,,,,,,,0,69,97
85440,note_off,240,0,1,,,,,,,0,74,64
85560,note_off,120,0,2,,,,,,,0,69,64
85560,note_on,0,0,2,,,,,,,0,66,97
85680,note_on,0,0,2,,,,,,,0,62,97
85680,note_on,240,0,1,,,,,,,0,78,92
85680,note_off,120,0,2,,,,,,,0,66,64
85800,note_on,0,0,2,,,,,,,0,66,97
85800,note_off,120,0,2,,,,,,,0,62,64
85920,note_off,120,0,2,,,,,,,0,66,64
85920,note_on,0,0,2,,,,,,,0,57,97
85920,note_off,480,0,3,,,,,,,0,49,64
85920,note_off,240,0,1,,,,,,,0,78,64
85920,note_on,0,0,1,,,,,,,0,74,92
86040,note_off,120,0,2,,,,,,,0,57,64
86040,note_on,0,0,2,,,,,,,0,62,97
86160,note_on,0,0,1,,,,,,,0,69,92
86160,note_off,240,0,1,,,,,,,0,74,64
86160,note_off,120,0,2,,,,,,,0,62,64
86160,note_on,0,0,2,,,,,,,0,66,97
86280,note_off,120,0,2,,,,,,,0,66,64
86280,note_on,0,0,2,,,,,,,0,62,97
86400,note_on,480,0,3,,,,,,,0,47,97
86400,note_off,120,0,2,,,,,,,0,62,64
86400,note_on,0,0,2,,,,,,,0,67,97
86400,note_off,240,0,1,,,,,,,0,69,64
86520,note_off,120,0,2,,,,,,,0,67,64
86520,note_on,0,0,2,,,,,,,0,62,97
86640,note_on,240,0,1,,,,,,,0,74,92
86640,note_on,0,0,2,,,,,,,0,59,97
86640,note_off,120,0,2,,,,,,,0,62,64
86760,note_on,0,0,2,,,,,,,0,62,97
86760,note_off,120,0,2,,,,,,,0,59,64
86880,note_off,120,0,2,,,,,,,0,62,64
86880,note_off,240,0,1,,,,,,,0,74,64
86880,note_on,0,0,1,,,,,,,0,71,92
86880,note_off,480,0,3,,,,,,,0,47,64
86880,note_on,0,0,2,,,,,,,0,55,97
87000,note_on,0,0,2,,,,,,,0,59,97
87000,note_off,120,0,2,,,,,,,0,55,64
87120,note_off,240,0,1,,,,,,,0,71,64
87120,note_on,0,0,1,,,,,,,0,67,92
87120,note_off,120,0,2,,,,,,,0,59,64
87120,note_on,0,0,2,,,,,,,0,62,97
87240,note_on,0,0,2,,,,,,,0,59,97
87240,note_off,120,0,2,,,,,,,0,62,64
87360,note_on,480,0,3,,,,,,,0,43,97
87360,note_off,240,0,1,,,,,,,0,67,64
87360,note_off,120,0,2,,,,,,,0,59,64
87360,note_on,0,0,2,,,,,,,0,67,97
87480,note_off,120,0,2,,,,,,,0,67,64
87480,note_on,0,0,2,,,,,,,0,62,97
87600,note_off,120,0,2,,,,,,,0,62,64
87600,note_on,240,0,1,,,,,,,0,79,92
87600,note_on,0,0,2,,,,,,,0,59,97
87720,note_on,0,0,2,,,,,,,0,62,97
87720,note_off,120,0,2,,,,,,,0,59,64
87840,note_off,240,0,1,,,,,,,0,79,64
87840,note_off,480,0,3,,,,,,,0,43,64
87840,note_on,0,0,1,,,,,,,0,74,92
87840,note_on,0,0,2,,,,,,,0,55,97
87840,note_off,120,0,2,,,,,,,0,62,64
87960,note_off,120,0,2,,,,,,,0,55,64
87960,note_on,0,0,2,,,,,,,0,59,97
88080,note_off,120,0,2,,,,,,,0,59,64
88080,note_off,240,0,1,,,,,,,0,74,64
88080,note_on,0,0,1,,,,,,,0,71,92
88080,note_on,0,0,2,,,,,,,0,62,97
88200,note_off,120,0,2,,,,,,,0,62,64
88200,note_on,0,0,2,,,,,,,0,59,97
88320,note_on,480,0,3,,,,,,,0,49,97
88320,note_off,240,0,1,,,,,,,0,71,64
88320,note_off,120,0,2,,,,,,,0,59,64
88320,note_on,0,0,2,,,,,,,0,67,97
88440,note_off,120,0,2,,,,,,,0,67,64
88440,note_on,0,0,2,,,,,,,0,64,97
88560,note_on,240,0,1,,,,,,,0,79,92
88560,note_on,0,0,2,,,,,,,0,59,97
88560,note_off,120,0,2,,,,,,,0,64,64
88680,note_on,0,0,2,,,,,,,0,64,97
88680,note_off,120,0,2,,,,,,,0,59,64
88800,note_on,0,0,2,,,,,,,0,55,97
88800,note_off,120,0,2,,,,,,,0,64,64
88800,note_on,0,0,1,,,,,,,0,76,92
88800,note_off,480,0,3,,,,,,,0,49,64
88800,note_off,240,0,1,,,,,,,0,79,64
88920,note_on,0,0,2,,,,,,,0,59,97
88920,note_off,120,0,2,,,,,,,0,55,64
89040,note_off,120,0,2,,,,,,,0,59,64
89040,note_off,240,0,1,,,,,,,0,76,64
89040,note_on,0,0,1,,,,,,,0,73,92
89040,note_on,0,0,2,,,,,,,0,64,97
89160,note_off,120,0,2,,,,,,,0,64,64
89160,note_on,0,0,2,,,,,,,0,59,97
89280,note_off,120,0,2,,,,,,,0,59,64
89280,note_on,0,0,2,,,,,,,0,67,97
89280,note_off,240,0,1,,,,,,,0,73,64
89280,note_on,480,0,3,,,,,,,0,47,97
89400,note_on,0,0,2,,,,,,,0,64,97
89400,note_off,120,0,2,,,,,,,0,67,64
89520,note_on,240,0,1,,,,,,,0,76,92
89520,note_on,0,0,2,,,,,,,0,61,97
89520,note_off,120,0,2,,,,,,,0,64,64
89640,note_on,0,0,2,,,,,,,0,64,97
89640,note_off,120,0,2,,,,,,,0,61,64
89760,note_on,0,0,2,,,,,,,0,55,97
89760,note_off,120,0,2,,,,,,,0,64,64
89760,note_off,240,0,1,,,,,,,0,76,64
89760,note_off,480,0,3,,,,,,,0,47,64
89760,note_on,0,0,1,,,,,,,0,73,92
89880,note_on,0,0,2,,,,,,,0,61,97
89880,note_off,120,0,2,,,,,,,0,55,64
90000,note_off,240,0,1,,,,,,,0,73,64
90000,note_off,120,0,2,,,,,,,0,61,64
90000,note_on,0,0,2,,,,,,,0,64,97
90000,note_on,0,0,1,,,,,,,0,67,92
90120,note_on,0,0,2,,,,,,,0,61,97
90120,note_off,120,0,2,,,,,,,0,64,64
90240,note_on,480,0,3,,,,,,,0,46,97
90240,note_on,0,0,2,,,,,,,0,66,97
90240,note_off,240,0,1,,,,,,,0,67,64
90240,note_off,120,0,2,,,,,,,0,61,64
90360,note_off,120,0,2,,,,,,,0,66,64
90360,note_on,0,0,2,,,,,,,0,64,97
90480,note_on,240,0,1,,,,,,,0,76,92
90480,note_off,120,0,2,,,,,,,0,64,64
90480,note_on,0,0,2,,,,,,,0,61,97
90600,note_on,0,0,2,,,,,,,0,64,97
90600,note_off,120,0,2,,,,,,,0,61,64
90720,note_off,480,0,3,,,,,,,0,46,64
90720,note_off,120,0,2,,,,,,,0,64,64
90720,note_on,0,0,2,,,,,,,0,58,97
90720,note_off,240,0,1,,,,,,,0,76,64
90720,note_on,0,0,1,,,,,,,0,73,92
90840,note_on,0,0,2,,,,,,,0,61,97
90840,note_off,120,0,2,,,,,,,0,58,64
90960,note_on,0,0,2,,,,,,,0,64,97
90960,note_off,120,0,2,,,,,,,0,61,64
90960,note_off,240,0,1,,,,,,,0,73,64
90960,note_on,0,0,1,,,,,,,0,66,92
91080,note_off,120,0,2,,,,,,,0,64,64
91080,note_on,0,0,2,,,,,,,0,61,97
91200,note_off,240,0,1,,,,,,,0,66,64
91200,note_off,120,0,2,,,,,,,0,61,64
91200,note_on,0,0,2,,,,,,,0,66,97
91200,note_on,480,0,3,,,,,,,0,42,97
91320,note_off,120,0,2,,,,,,,0,66,64
91320,note_on,0,0,2,,,,,,,0,64,97
91440,note_on,240,0,1,,,,,,,0,76,92
91440,note_off,120,0,2,,,,,,,0,64,64
91440,note_on,0,0,2,,,,,,,0,61,97
91560,note_off,120,0,2,,,,,,,0,61,64
91560,note_on,0,0,2,,,,,,,0,64,97
91680,note_on,0,0,2,,,,,,,0,58,97
91680,note_off,120,0,2,,,,,,,0,64,64
91680,note_on,0,0,1,,,,,,,0,73,92
91680,note_off,240,0,1,,,,,,,0,76,64
91680,note_off,480,0,3,,,,,,,0,42,64
91800,note_off,120,0,2,,,,,,,0,58,64
91800,note_on,0,0,2,,,,,,,0,61,97
91920,note_off,240,0,1,,,,,,,0,73,64
91920,note_on,0,0,1,,,,,,,0,70,92
91920,note_off,120,0,2,,,,,,,0,61,64
91920,note_on,0,0,2,,,,,,,0,64,97
92040,note_on,0,0,2,,,,,,,0,59,97
92040,note_off,120,0,2,,,,,,,0,64,64
92160,note_on,480,0,3,,,,,,,0,47,97
92160,note_off,240,0,1,,,,,,,0,70,64
92160,note_off,120,0,2,,,,,,,0,59,64
92160,note_on,0,0,2,,,,,,,0,66,97
92280,note_on,0,0,2,,,,,,,0,62,97
92280,note_off,120,0,2,,,,,,,0,66,64
92400,note_off,120,0,2,,,,,,,0,62,64
92400,note_on,0,0,2,,,,,,,0,59,97
92400,note_on,240,0,1,,,,,,,0,74,92
92520,note_off,120,0,2,,,,,,,0,59,64
92520,note_on,0,0,2,,,,,,,0,62,97
92640,note_off,240,0,1,,,,,,,0,74,64
92640,note_on,0,0,1,,,,,,,0,71,92
92640,note_off,480,0,3,,,,,,,0,47,64
92640,note_on,0,0,2,,,,,,,0,54,97
92640,note_off,120,0,2,,,,,,,0,62,64
92760,note_off,120,0,2,,,,,,,0,54,64
92760,note_on,0,0,2,,,,,,,0,59,97
92880,note_off,240,0,1,,,,,,,0,71,64
92880,note_on,0,0,1,,,,,,,0,66,92
92880,note_on,0,0,2,,,,,,,0,62,97
92880,note_off,120,0,2,,,,,,,0,59,64
93000,note_on,0,0,2,,,,,,,0,59,97
93000,note_off,120,0,2,,,,,,,0,62,64
93120,note_on,480,0,3,,,,,,,0,50,97
93120,note_off,120,0,2,,,,,,,0,59,64
93120,note_on,0,0,2,,,,,,,0,66,97
93120,note_off,240,0,1,,,,,,,0,66,64
93240,note_on,0,0,2,,,,,,,0,62,97
93240,note_off,120,0,2,,,,,,,0,66,64
93360,note_on,240,0,1,,,,,,,0,78,92
93360,note_off,120,0,2,,,,,,,0,62,64
93360,note_on,0,0,2,,,,,,,0,59,97
93480,note_off,120,0,2,,,,,,,0,59,64
93480,note_on,0,0,2,,,,,,,0,62,97
93600,note_on,0,0,1,,,,,,,0,74,92
93600,note_off,240,0,1,,,,,,,0,78,64
93600,note_off,480,0,3,,,,,,,0,50,64
93600,note_on,0,0,2,,,,,,,0,54,97
93600,note_off,120,0,2,,,,,,,0,62,64
93720,note_off,120,0,2,,,,,,,0,54,64
93720,note_on,0,0,2,,,,,,,0,59,97
93840,note_on,0,0,2,,,,,,,0,62,97
93840,note_off,120,0,2,,,,,,,0,59,64
93840,note_off,240,0,1,,,,,,,0,74,64
93840,note_on,0,0,1,,,,,,,0,71,92
93960,note_on,0,0,2,,,,,,,0,59,97
93960,note_off,120,0,2,,,,,,,0,62,64
94080,note_off,240,0,1,,,,,,,0,71,64
94080,note_off,120,0,2,,,,,,,0,59,64
94080,note_on,480,0,3,,,,,,,0,54,97
94080,note_on,0,0,2,,,,,,,0,66,97
94200,note_on,0,0,2,,,,,,,0,61,97
94200,note_off,120,0,2,,,,,,,0,66,64
94320,note_on,0,0,2,,,,,,,0,59,97
94320,note_off,120,0,2,,,,,,,0,61,64
94320,note_on,240,0,1,,,,,,,0,76,92
94440,note_on,0,0,2,,,,,,,0,61,97
94440,note_off,120,0,2,,,,,,,0,59,64
94560,note_off,480,0,3,,,,,,,0,54,64
94560,note_on,0,0,1,,,,,,,0,73,92
94560,note_off,240,0,1,,,,,,,0,76,64
94560,note_on,0,0,2,,,,,,,0,54,97
94560,note_off,120,0,2,,,,,,,0,61,64
94680,note_on,0,0,2,,,,,,,0,59,97
94680,note_off,120,0,2,,,,,,,0,54,64
94800,note_off,120,0,2,,,,,,,0,59,64
94800,note_on,0,0,2,,,,,,,0,61,97
94800,note_on,0,0,1,,,,,,,0,66,92
94800,note_off,240,0,1,,,,,,,0,73,64
94920,note_on,0,0,2,,,,,,,0,59,97
94920,note_off,120,0,2,,,,,,,0,61,64
95040,note_on,480,0,3,,,,,,,0,42,97
95040,note_off,240,0,1,,,,,,,0,66,64
95040,note_off,120,0,2,,,,,,,0,59,64
95040,note_on,0,0,2,,,,,,,0,64,97
95160,note_on,0,0,2,,,,,,,0,61,97
95160,note_off,120,0,2,,,,,,,0,64,64
95280,note_on,240,0,1,,,,,,,0,73,92
95280,note_off,120,0,2,,,,,,,0,61,64
95280,note_on,0,0,2,,,,,,,0,58,97
95400,note_off,120,0,2,,,,,,,0,58,64
95400,note_on,0,0,2,,,,,,,0,61,97
95520,note_off,240,0,1,,,,,,,0,73,64
95520,note_off,480,0,3,,,,,,,0,42,64
95520,note_off,120,0,2,,,,,,,0,61,64
95520,note_on,0,0,2,,,,,,,0,54,97
95520,note_on,0,0,1,,,,,,,0,70,92
95640,note_off,120,0,2,,,,,,,0,54,64
95640,note_on,0,0,2,,,,,,,0,58,97
95760,note_on,0,0,2,,,,,,,0,61,97
95760,note_off,120,0,2,,,,,,,0,58,64
95760,note_on,0,0,1,,,,,,,0,66,92
95760,note_off,240,0,1,,,,,,,0,70,64
95880,note_on,0,0,2,,,,,,,0,58,97
95880,note_off,120,0,2,,,,,,,0,61,64
96000,note_off,240,0,1,,,,,,,0,66,64
96000,note_on,0,0,2,,,,,,,0,59,97
96000,note_off,120,0,2,,,,,,,0,58,64
96000,note_on,0,0,1,,,,,,,0,74,92
96000,note_on,480,0,3,,,,,,,0,47,97
96120,note_on,0,0,1,,,,,,,0,71,92
96120,note_off,120,0,1,,,,,,,0,74,64
96240,note_off,240,0,2,,,,,,,0,59,64
96240,note_on,0,0,2,,,,,,,0,62,97
96240,note_off,120,0,1,,,,,,,0,71,64
96240,note_on,0,0,1,,,,,,,0,78,92
96360,note_off,120,0,2,,,,,,,0,62,64
96360,note_on,0,0,2,,,,,,,0,66,97
96480,note_off,120,0,2,,,,,,,0,66,64
96480,note_off,480,0,3,,,,,,,0,47,64
96480,note_on,0,0,3,,,,,,,0,45,97
96480,note_on,0,0,2,,,,,,,0,71,97
96600,note_on,0,0,2,,,,,,,0,66,97
96600,note_off,120,0,2,,,,,,,0,71,64
96600,note_on,0,0,1,,,,,,,0,76,92
96600,note_off,360,0,1,,,,,,,0,78,64
96720,note_on,0,0,2,,,,,,,0,71,97
96720,note_off,120,0,2,,,,,,,0,66,64
96720,note_on,0,0,1,,,,,,,0,74,92
96720,note_off,120,0,1,,,,,,,0,76,64
96840,note_off,120,0,1,,,,,,,0,74,64
96840,note_on,0,0,1,,,,,,,0,73,92
96960,note_on,0,0,1,,,,,,,0,76,92
96960,note_off,480,0,3,,,,,,,0,45,64
96960,note_on,0,0,3,,,,,,,0,43,97
96960,note_off,120,0,1,,,,,,,0,73,64
97080,note_off,120,0,1,,,,,,,0,76,64
97080,note_on,0,0,1,,,,,,,0,74,92
97200,note_on,0,0,2,,,,,,,0,69,97
97200,note_off,480,0,2,,,,,,,0,71,64
97200,note_off,120,0,1,,,,,,,0,74,64
97200,note_on,0,0,1,,,,,,,0,73,92
97320,note_on,0,0,2,,,,,,,0,67,97
97320,note_off,120,0,1,,,,,,,0,73,64
97320,note_on,0,0,1,,,,,,,0,71,92
97320,note_off,120,0,2,,,,,,,0,69,64
97440,note_off,120,0,2,,,,,,,0,67,64
97440,note_on,0,0,2,,,,,,,0,66,97
97440,note_on,0,0,1,,,,,,,0,83,92
97440,note_off,480,0,3,,,,,,,0,43,64
97440,note_off,120,0,1,,,,,,,0,71,64
97440,note_on,0,0,3,,,,,,,0,38,97
97560,note_off,120,0,2,,,,,,,0,66,64
97560,note_on,0,0,2,,,,,,,0,71,97
97680,note_on,0,0,2,,,,,,,0,64,97
97680,note_off,120,0,2,,,,,,,0,71,64
97800,note_on,0,0,2,,,,,,,0,71,97
97800,note_off,120,0,2,,,,,,,0,64,64
97920,note_on,0,0,3,,,,,,,0,40,97
97920,note_off,120,0,2,,,,,,,0,71,64
97920,note_on,0,0,2,,,,,,,0,62,97
97920,note_off,480,0,3,,,,,,,0,38,64
98040,note_on,0,0,2,,,,,,,0,66,97
98040,note_off,120,0,2,,,,,,,0,62,64
98160,note_off,120,0,2,,,,,,,0,66,64
98160,note_off,720,0,1,,,,,,,0,83,64
98160,note_on,0,0,1,,,,,,,0,81,92
98160,note_on,0,0,2,,,,,,,0,71,97
98280,note_on,0,0,1,,,,,,,0,79,92
98280,note_off,120,0,1,,,,,,,0,81,64
98400,note_on,0,0,2,,,,,,,0,61,97
98400,note_off,240,0,2,,,,,,,0,71,64
98400,note_off,480,0,3,,,,,,,0,40,64
98400,note_off,120,0,1,,,,,,,0,79,64
98400,note_on,0,0,1,,,,,,,0,78,92
98400,note_on,0,0,3,,,,,,,0,42,97
98520,note_off,120,0,1,,,,,,,0,78,64
98520,note_on,0,0,1,,,,,,,0,76,92
98640,note_off,240,0,2,,,,,,,0,61,64
98640,note_off,120,0,1,,,,,,,0,76,64
98640,note_on,0,0,2,,,,,,,0,70,97
98640,note_on,0,0,1,,,,,,,0,74,92
98760,note_on,0,0,1,,,,,,,0,73,92
98760,note_off,120,0,1,,,,,,,0,74,64
98880,note_on,0,0,3,,,,,,,0,47,97
98880,note_off,480,0,3,,,,,,,0,42,64
98880,note_off,240,0,2,,,,,,,0,70,64
98880,note_on,0,0,2,,,,,,,0,59,97
98880,note_on,0,0,1,,,,,,,0,74,92
98880,note_off,120,0,1,,,,,,,0,73,64
99000,note_off,120,0,2,,,,,,,0,59,64
99000,note_on,0,0,2,,,,,,,0,58,97
99120,note_on,0,0,2,,,,,,,0,59,97
99120,note_off,120,0,2,,,,,,,0,58,64
99120,note_on,0,0,1,,,,,,,0,71,92
99120,note_off,240,0,1,,,,,,,0,74,64
99120,note_off,240,0,3,,,,,,,0,47,64
99120,note_on,0,0,3,,,,,,,0,59,97
99240,note_on,0,0,2,,,,,,,0,61,97
99240,note_off,120,0,2,,,,,,,0,59,64
99360,note_off,240,0,1,,,,,,,0,71,64
99360,note_off,240,0,3,,,,,,,0,59,64
99360,note_on,0,0,3,,,,,,,0,57,97
99360,note_on,0,0,2,,,,,,,0,62,97
99360,note_off,120,0,2,,,,,,,0,61,64
99480,note_on,0,0,2,,,,,,,0,64,97
99480,note_off,120,0,2,,,,,,,0,62,64
99600,note_on,0,0,3,,,,,,,0,55,97
99600,note_on,0,0,2,,,,,,,0,66,97
99600,note_off,120,0,2,,,,,,,0,64,64
99600,note_off,240,0,3,,,,,,,0,57,64
99720,note_on,0,0,2,,,,,,,0,67,97
99720,note_off,120,0,2,,,,,,,0,66,64
99840,note_on,0,0,3,,,,,,,0,54,97
99840,note_off,120,0,2,,,,,,,0,67,64
99840,note_on,0,0,2,,,,,,,0,69,97
99840,note_off,240,0,3,,,,,,,0,55,64
99960,note_on,0,0,2,,,,,,,0,71,97
99960,note_off,120,0,2,,,,,,,0,69,64
100080,note_on,0,0,3,,,,,,,0,57,97
100080,note_off,240,0,3,,,,,,,0,54,64
100080,note_on,0,0,2,,,,,,,0,72,97
100080,note_on,720,0,1,,,,,,,0,66,92
100080,note_off,120,0,2,,,,,,,0,71,64
100200,note_on,0,0,2,,,,,,,0,71,97
100200,note_off,120,0,2,,,,,,,0,72,64
100200,note_on,0,0,1,,,,,,,0,62,92
100200,note_off,120,0,1,,,,,,,0,66,64
100320,note_off,120,0,2,,,,,,,0,71,64
100320,note_on,0,0,3,,,,,,,0,54,97
100320,note_off,240,0,3,,,,,,,0,57,64
100320,note_on,0,0,2,,,,,,,0,74,97
100320,note_off,120,0,1,,,,,,,0,62,64
100320,note_on,0,0,1,,,,,,,0,69,92
100440,note_on,0,0,2,,,,,,,0,72,97
100440,note_off,120,0,2,,,,,,,0,74,64
100440,note_off,120,0,1,,,,,,,0,69,64
100440,note_on,0,0,1,,,,,,,0,66,92
100560,note_on,0,0,3,,,,,,,0,50,97
100560,note_off,240,0,3,,,,,,,0,54,64
100560,note_off,120,0,2,,,,,,,0,72,64
100560,note_on,0,0,2,,,,,,,0,71,97
100560,note_on,0,0,1,,,,,,,0,74,92
100560,note_off,120,0,1,,,,,,,0,66,64
100680,note_on,0,0,2,,,,,,,0,69,97
100680,note_off,120,0,2,,,,,,,0,71,64
100800,note_off,240,0,3,,,,,,,0,50,64
100800,note_on,0,0,2,,,,,,,0,72,97
100800,note_off,120,0,2,,,,,,,0,69,64
100800,note_on,0,0,3,,,,,,,0,55,97
100920,note_on,0,0,2,,,,,,,0,71,97
100920,note_off,120,0,2,,,,,,,0,72,64
101040,note_off,240,0,3,,,,,,,0,55,64
101040,note_off,480,0,1,,,,,,,0,74,64
101040,note_on,0,0,3,,,,,,,0,52,97
101040,note_on,0,0,1,,,,,,,0,73,92
101040,note_off,120,0,2,,,,,,,0,71,64
101040,note_on,0,0,2,,,,,,,0,69,97
101160,note_off,120,0,2,,,,,,,0,69,64
101160,note_on,0,0,2,,,,,,,0,67,97
101160,note_on,0,0,1,,,,,,,0,71,92
101160,note_off,120,0,1,,,,,,,0,73,64
101280,note_on,0,0,3,,,,,,,0,54,97
101280,note_off,120,0,2,,,,,,,0,67,64
101280,note_on,0,0,2,,,,,,,0,74,97
101280,note_off,240,0,3,,,,,,,0,52,64
101280,note_off,120,0,1,,,,,,,0,71,64
101280,note_on,0,0,1,,,,,,,0,69,92
101400,note_off,120,0,1,,,,,,,0,69,64
101400,note_on,0,0,1,,,,,,,0,74,92
101520,note_off,240,0,3,,,,,,,0,54,64
101520,note_on,0,0,1,,,,,,,0,67,92
101520,note_off,120,0,1,,,,,,,0,74,64
101520,note_on,0,0,3,,,,,,,0,59,97
101640,note_on,0,0,1,,,,,,,0,74,92
101640,note_off,120,0,1,,,,,,,0,67,64
101760,note_on,0,0,3,,,,,,,0,57,97
