tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,number,port,control,value,channel,program,note,velocity
5160,note_on,12,0,1,,,,,,,,,,,0,,79,100
5208,note_on,108,0,4,,,,,,,,,,,3,,76,0
5214,note_on,54,0,5,,,,,,,,,,,4,,50,0
5214,note_on,54,0,3,,,,,,,,,,,2,,71,0
5220,note_on,6,0,5,,,,,,,,,,,4,,48,100
5220,note_on,6,0,3,,,,,,,,,,,2,,76,100
5220,note_on,12,0,4,,,,,,,,,,,3,,81,100
5268,note_on,108,0,1,,,,,,,,,,,0,,79,0
5274,note_on,54,0,3,,,,,,,,,,,2,,76,0
5274,note_on,54,0,5,,,,,,,,,,,4,,48,0
5280,note_on,6,0,3,,,,,,,,,,,2,,74,100
5280,note_on,6,0,5,,,,,,,,,,,4,,50,100
5280,note_on,12,0,1,,,,,,,,,,,0,,78,100
5328,note_on,108,0,4,,,,,,,,,,,3,,81,0
5334,note_on,54,0,3,,,,,,,,,,,2,,74,0
5340,note_on,12,0,4,,,,,,,,,,,3,,72,100
5340,note_on,6,0,3,,,,,,,,,,,2,,69,100
5388,note_on,108,0,5,,,,,,,,,,,4,,50,0
5394,note_on,54,0,3,,,,,,,,,,,2,,69,0
5394,note_on,54,0,4,,,,,,,,,,,3,,72,0
5400,note_on,12,0,5,,,,,,,,,,,4,,43,100
5400,note_on,6,0,4,,,,,,,,,,,3,,72,100
5454,note_on,54,0,5,,,,,,,,,,,4,,43,0
5460,note_on,6,0,5,,,,,,,,,,,4,,55,100
5460,note_on,66,0,3,,,,,,,,,,,2,,62,100
5508,note_on,108,0,4,,,,,,,,,,,3,,72,0
5508,note_on,228,0,1,,,,,,,,,,,0,,78,0
5514,note_on,54,0,3,,,,,,,,,,,2,,62,0
5520,note_on,12,0,1,,,,,,,,,,,0,,79,100
5520,note_on,12,0,4,,,,,,,,,,,3,,71,100
5520,note_on,6,0,3,,,,,,,,,,,2,,74,100
5568,note_on,108,0,5,,,,,,,,,,,4,,55,0
5574,note_on,54,0,3,,,,,,,,,,,2,,74,0
5580,note_on,12,0,5,,,,,,,,,,,4,,53,100
5580,note_on,6,0,3,,,,,,,,,,,2,,71,100
5628,note_on,108,0,4,,,,,,,,,,,3,,71,0
5628,note_on,108,0,1,,,,,,,,,,,0,,79,0
5634,note_on,54,0,5,,,,,,,,,,,4,,53,0
5634,note_on,54,0,3,,,,,,,,,,,2,,71,0
5640,note_on,6,0,5,,,,,,,,,,,4,,52,100
5640,note_on,6,0,3,,,,,,,,,,,2,,67,100
5694,note_on,54,0,5,,,,,,,,,,,4,,52,0
5700,note_on,6,0,5,,,,,,,,,,,4,,50,100
5748,note_on,108,0,3,,,,,,,,,,,2,,67,0
5754,note_on,54,0,5,,,,,,,,,,,4,,50,0
5760,note_on,5760,0,2,,,,,,,,,,,1,,67,100
5760,note_on,132,0,4,,,,,,,,,,,3,,76,100
5760,note_on,6,0,5,,,,,,,,,,,4,,48,100
5820,note_on,192,0,1,,,,,,,,,,,0,,84,100
5868,note_on,108,0,5,,,,,,,,,,,4,,48,0
5874,note_on,54,0,1,,,,,,,,,,,0,,84,0
5880,note_on,12,0,5,,,,,,,,,,,4,,36,100
5880,note_on,6,0,1,,,,,,,,,,,0,,79,100
5934,note_on,54,0,1,,,,,,,,,,,0,,79,0
5940,note_on,6,0,1,,,,,,,,,,,0,,76,100
5976,note_on,216,0,4,,,,,,,,,,,3,,76,0
5976,note_on,216,0,2,,,,,,,,,,,1,,67,0
5988,note_on,108,0,5,,,,,,,,,,,4,,36,0
5994,note_on,54,0,1,,,,,,,,,,,0,,76,0
6000,note_on,6,0,1,,,,,,,,,,,0,,72,100
6000,note_on,24,0,2,,,,,,,,,,,1,,69,100
6000,note_on,12,0,5,,,,,,,,,,,4,,48,100
6000,note_on,24,0,4,,,,,,,,,,,3,,77,100
6054,note_on,54,0,1,,,,,,,,,,,0,,72,0
6060,note_on,6,0,1,,,,,,,,,,,0,,84,100
6108,note_on,108,0,2,,,,,,,,,,,1,,69,0
6108,note_on,108,0,4,,,,,,,,,,,3,,77,0
6114,note_on,54,0,1,,,,,,,,,,,0,,84,0
6120,note_on,12,0,2,,,,,,,,,,,1,,62,100
6120,note_on,12,0,4,,,,,,,,,,,3,,71,100
6180,note_on,66,0,1,,,,,,,,,,,0,,77,100
6228,note_on,228,0,5,,,,,,,,,,,4,,48,0
6234,note_on,54,0,1,,,,,,,,,,,0,,77,0
6240,note_on,6,0,1,,,,,,,,,,,0,,74,100
6240,note_on,12,0,5,,,,,,,,,,,4,,36,100
6294,note_on,54,0,1,,,,,,,,,,,0,,74,0
6300,note_on,6,0,1,,,,,,,,,,,0,,71,100
6336,note_on,216,0,2,,,,,,,,,,,1,,62,0
6336,note_on,216,0,4,,,,,,,,,,,3,,71,0
6348,note_on,108,0,5,,,,,,,,,,,4,,36,0
6354,note_on,54,0,1,,,,,,,,,,,0,,71,0
6360,note_on,24,0,4,,,,,,,,,,,3,,72,100
6360,note_on,6,0,1,,,,,,,,,,,0,,67,100
6360,note_on,12,0,5,,,,,,,,,,,4,,48,100
6360,note_on,24,0,2,,,,,,,,,,,1,,64,100
6414,note_on,54,0,1,,,,,,,,,,,0,,67,0
6420,note_on,6,0,1,,,,,,,,,,,0,,79,100
6468,note_on,108,0,2,,,,,,,,,,,1,,64,0
6468,note_on,108,0,4,,,,,,,,,,,3,,72,0
6474,note_on,54,0,1,,,,,,,,,,,0,,79,0
6480,note_on,12,0,2,,,,,,,,,,,1,,65,100
6480,note_on,12,0,4,,,,,,,,,,,3,,74,100
6516,note_on,36,0,2,,,,,,,,,,,1,,65,0
6516,note_on,36,0,4,,,,,,,,,,,3,,74,0
6520,note_on,4,0,4,,,,,,,,,,,3,,72,100
6520,note_on,4,0,2,,,,,,,,,,,1,,64,100
6540,note_on,66,0,1,,,,,,,,,,,0,,69,100
6556,note_on,36,0,2,,,,,,,,,,,1,,64,0
6556,note_on,36,0,4,,,,,,,,,,,3,,72,0
6560,note_on,4,0,2,,,,,,,,,,,1,,65,100
6560,note_on,4,0,4,,,,,,,,,,,3,,74,100
6588,note_on,228,0,5,,,,,,,,,,,4,,48,0
6594,note_on,54,0,1,,,,,,,,,,,0,,69,0
6596,note_on,36,0,2,,,,,,,,,,,1,,65,0
6596,note_on,36,0,4,,,,,,,,,,,3,,74,0
6600,note_on,6,0,1,,,,,,,,,,,0,,65,100
6600,note_on,4,0,2,,,,,,,,,,,1,,74,100
6600,note_on,12,0,5,,,,,,,,,,,4,,47,100
6600,note_on,4,0,4,,,,,,,,,,,3,,67,100
6654,note_on,54,0,1,,,,,,,,,,,0,,65,0
6660,note_on,6,0,1,,,,,,,,,,,0,,62,100
6708,note_on,108,0,4,,,,,,,,,,,3,,67,0
6708,note_on,108,0,2,,,,,,,,,,,1,,74,0
6708,note_on,108,0,5,,,,,,,,,,,4,,47,0
6714,note_on,54,0,1,,,,,,,,,,,0,,62,0
6720,note_on,6,0,1,,,,,,,,,,,0,,74,100
6720,note_on,12,0,5,,,,,,,,,,,4,,43,100
6720,note_on,12,0,4,,,,,,,,,,,3,,71,100
6720,note_on,12,0,2,,,,,,,,,,,1,,65,100
6774,note_on,54,0,1,,,,,,,,,,,0,,74,0
6780,note_on,6,0,1,,,,,,,,,,,0,,67,100
6828,note_on,108,0,5,,,,,,,,,,,4,,43,0
6834,note_on,54,0,1,,,,,,,,,,,0,,67,0
6840,note_on,12,0,5,,,,,,,,,,,4,,48,100
6900,note_on,66,0,1,,,,,,,,,,,0,,67,100
6948,note_on,228,0,2,,,,,,,,,,,1,,65,0
6948,note_on,228,0,4,,,,,,,,,,,3,,71,0
6954,note_on,54,0,1,,,,,,,,,,,0,,67,0
6960,note_on,12,0,4,,,,,,,,,,,3,,72,100
6960,note_on,6,0,1,,,,,,,,,,,0,,79,100
6960,note_on,12,0,2,,,,,,,,,,,1,,64,100
7002,note_on,162,0,5,,,,,,,,,,,4,,48,0
7014,note_on,54,0,1,,,,,,,,,,,0,,79,0
7020,note_on,18,0,5,,,,,,,,,,,4,,50,100
7020,note_on,6,0,1,,,,,,,,,,,0,,72,100
7047,note_on,27,0,5,,,,,,,,,,,4,,50,0
7050,note_on,3,0,5,,,,,,,,,,,4,,52,100
7068,note_on,108,0,2,,,,,,,,,,,1,,64,0
7068,note_on,108,0,4,,,,,,,,,,,3,,72,0
7074,note_on,54,0,1,,,,,,,,,,,0,,72,0
7077,note_on,27,0,5,,,,,,,,,,,4,,52,0
7080,note_on,6,0,1,,,,,,,,,,,0,,71,100
7080,note_on,3,0,5,,,,,,,,,,,4,,50,100
7134,note_on,54,0,5,,,,,,,,,,,4,,50,0
7134,note_on,54,0,1,,,,,,,,,,,0,,71,0
7140,note_on,6,0,1,,,,,,,,,,,0,,74,100
7140,note_on,6,0,5,,,,,,,,,,,4,,52,100
7167,note_on,27,0,5,,,,,,,,,,,4,,52,0
7170,note_on,3,0,5,,,,,,,,,,,4,,53,100
7194,note_on,54,0,1,,,,,,,,,,,0,,74,0
7197,note_on,27,0,5,,,,,,,,,,,4,,53,0
7200,note_on,3,0,5,,,,,,,,,,,4,,52,100
7200,note_on,132,0,2,,,,,,,,,,,1,,72,100
7200,note_on,6,0,1,,,,,,,,,,,0,,67,100
7254,note_on,54,0,5,,,,,,,,,,,4,,52,0
7260,note_on,6,0,5,,,,,,,,,,,4,,50,100
7308,note_on,108,0,2,,,,,,,,,,,1,,72,0
7308,note_on,108,0,1,,,,,,,,,,,0,,67,0
7314,note_on,54,0,5,,,,,,,,,,,4,,50,0
7320,note_on,6,0,5,,,,,,,,,,,4,,50,100
7320,note_on,12,0,2,,,,,,,,,,,1,,71,100
7374,note_on,54,0,5,,,,,,,,,,,4,,50,0
7380,note_on,6,0,5,,,,,,,,,,,4,,52,100
7428,note_on,108,0,2,,,,,,,,,,,1,,71,0
7434,note_on,54,0,5,,,,,,,,,,,4,,52,0
7440,note_on,12,0,2,,,,,,,,,,,1,,70,100
7440,note_on,6,0,5,,,,,,,,,,,4,,52,100
7494,note_on,54,0,5,,,,,,,,,,,4,,52,0
7500,note_on,6,0,5,,,,,,,,,,,4,,53,100
7554,note_on,54,0,5,,,,,,,,,,,4,,53,0
7560,note_on,6,0,5,,,,,,,,,,,4,,53,100
7614,note_on,174,0,2,,,,,,,,,,,1,,70,0
7620,note_on,312,0,1,,,,,,,,,,,0,,72,100
7620,note_on,6,0,2,,,,,,,,,,,1,,69,100
7647,note_on,27,0,2,,,,,,,,,,,1,,69,0
7650,note_on,3,0,2,,,,,,,,,,,1,,67,100
7668,note_on,108,0,5,,,,,,,,,,,4,,53,0
7674,note_on,54,0,1,,,,,,,,,,,0,,72,0
7677,note_on,27,0,2,,,,,,,,,,,1,,67,0
7680,note_on,12,0,5,,,,,,,,,,,4,,52,100
7680,note_on,3,0,2,,,,,,,,,,,1,,69,100
7680,note_on,6,0,1,,,,,,,,,,,0,,72,100
7734,note_on,54,0,2,,,,,,,,,,,1,,69,0
7734,note_on,54,0,1,,,,,,,,,,,0,,72,0
7740,note_on,6,0,2,,,,,,,,,,,1,,71,100
7740,note_on,6,0,1,,,,,,,,,,,0,,77,100
7767,note_on,27,0,2,,,,,,,,,,,1,,71,0
7770,note_on,3,0,2,,,,,,,,,,,1,,72,100
7788,note_on,108,0,5,,,,,,,,,,,4,,52,0
7794,note_on,54,0,1,,,,,,,,,,,0,,77,0
7797,note_on,27,0,2,,,,,,,,,,,1,,72,0
7800,note_on,12,0,5,,,,,,,,,,,4,,50,100
7800,note_on,3,0,2,,,,,,,,,,,1,,71,100
7800,note_on,6,0,1,,,,,,,,,,,0,,77,100
7854,note_on,54,0,1,,,,,,,,,,,0,,77,0
7854,note_on,54,0,2,,,,,,,,,,,1,,71,0
7860,note_on,6,0,1,,,,,,,,,,,0,,68,100
7860,note_on,6,0,2,,,,,,,,,,,1,,72,100
7887,note_on,27,0,2,,,,,,,,,,,1,,72,0
7890,note_on,3,0,2,,,,,,,,,,,1,,74,100
7908,note_on,108,0,5,,,,,,,,,,,4,,50,0
7914,note_on,54,0,1,,,,,,,,,,,0,,68,0
7917,note_on,27,0,2,,,,,,,,,,,1,,74,0
7920,note_on,6,0,1,,,,,,,,,,,0,,69,100
7920,note_on,852,0,4,,,,,,,,,,,3,,77,100
7920,note_on,3,0,2,,,,,,,,,,,1,,72,100
7920,note_on,12,0,5,,,,,,,,,,,4,,57,100
7974,note_on,54,0,5,,,,,,,,,,,4,,57,0
7980,note_on,6,0,5,,,,,,,,,,,4,,55,100
8028,note_on,108,0,4,,,,,,,,,,,3,,77,0
8028,note_on,108,0,1,,,,,,,,,,,0,,69,0
8034,note_on,54,0,5,,,,,,,,,,,4,,55,0
8040,note_on,6,0,5,,,,,,,,,,,4,,55,100
8040,note_on,12,0,4,,,,,,,,,,,3,,76,100
8094,note_on,54,0,5,,,,,,,,,,,4,,55,0
8100,note_on,6,0,5,,,,,,,,,,,4,,54,100
8148,note_on,108,0,4,,,,,,,,,,,3,,76,0
8154,note_on,54,0,5,,,,,,,,,,,4,,54,0
8160,note_on,12,0,4,,,,,,,,,,,3,,75,100
8160,note_on,6,0,5,,,,,,,,,,,4,,54,100
8214,note_on,54,0,5,,,,,,,,,,,4,,54,0
8220,note_on,6,0,5,,,,,,,,,,,4,,55,100
8268,note_on,108,0,4,,,,,,,,,,,3,,75,0
8274,note_on,54,0,5,,,,,,,,,,,4,,55,0
8280,note_on,6,0,5,,,,,,,,,,,4,,55,100
8280,note_on,12,0,4,,,,,,,,,,,3,,75,100
8334,note_on,54,0,4,,,,,,,,,,,3,,75,0
8340,note_on,312,0,1,,,,,,,,,,,0,,67,100
8340,note_on,6,0,4,,,,,,,,,,,3,,74,100
8367,note_on,27,0,4,,,,,,,,,,,3,,74,0
8370,note_on,3,0,4,,,,,,,,,,,3,,72,100
8388,note_on,108,0,5,,,,,,,,,,,4,,55,0
8388,note_on,468,0,2,,,,,,,,,,,1,,72,0
8394,note_on,54,0,1,,,,,,,,,,,0,,67,0
8397,note_on,27,0,4,,,,,,,,,,,3,,72,0
8400,note_on,12,0,2,,,,,,,,,,,1,,71,100
8400,note_on,6,0,1,,,,,,,,,,,0,,67,100
8400,note_on,12,0,5,,,,,,,,,,,4,,43,100
8400,note_on,3,0,4,,,,,,,,,,,3,,74,100
8454,note_on,54,0,4,,,,,,,,,,,3,,74,0
8454,note_on,54,0,1,,,,,,,,,,,0,,67,0
8460,note_on,6,0,4,,,,,,,,,,,3,,76,100
8460,note_on,6,0,1,,,,,,,,,,,0,,72,100
8487,note_on,27,0,4,,,,,,,,,,,3,,76,0
8490,note_on,3,0,4,,,,,,,,,,,3,,77,100
8508,note_on,108,0,2,,,,,,,,,,,1,,71,0
8508,note_on,108,0,5,,,,,,,,,,,4,,43,0
8514,note_on,54,0,1,,,,,,,,,,,0,,72,0
8517,note_on,27,0,4,,,,,,,,,,,3,,77,0
8520,note_on,6,0,1,,,,,,,,,,,0,,72,100
8520,note_on,3,0,4,,,,,,,,,,,3,,76,100
8574,note_on,54,0,1,,,,,,,,,,,0,,72,0
8574,note_on,54,0,4,,,,,,,,,,,3,,76,0
8580,note_on,6,0,1,,,,,,,,,,,0,,71,100
8580,note_on,6,0,4,,,,,,,,,,,3,,77,100
8607,note_on,27,0,4,,,,,,,,,,,3,,77,0
8610,note_on,3,0,4,,,,,,,,,,,3,,79,100
8634,note_on,54,0,1,,,,,,,,,,,0,,71,0
8637,note_on,27,0,4,,,,,,,,,,,3,,79,0
8640,note_on,6,0,1,,,,,,,,,,,0,,71,100
8640,note_on,132,0,2,,,,,,,,,,,1,,62,100
8640,note_on,3,0,4,,,,,,,,,,,3,,77,100
8694,note_on,54,0,1,,,,,,,,,,,0,,71,0
8694,note_on,54,0,2,,,,,,,,,,,1,,62,0
8700,note_on,6,0,2,,,,,,,,,,,1,,67,100
8700,note_on,6,0,1,,,,,,,,,,,0,,79,100
8727,note_on,27,0,2,,,,,,,,,,,1,,67,0
8730,note_on,3,0,2,,,,,,,,,,,1,,69,100
8754,note_on,54,0,1,,,,,,,,,,,0,,79,0
8757,note_on,27,0,2,,,,,,,,,,,1,,69,0
8760,note_on,6,0,1,,,,,,,,,,,0,,74,100
8760,note_on,3,0,2,,,,,,,,,,,1,,71,100
8760,note_on,252,0,5,,,,,,,,,,,4,,62,100
8814,note_on,54,0,2,,,,,,,,,,,1,,71,0
8814,note_on,54,0,1,,,,,,,,,,,0,,74,0
8820,note_on,6,0,2,,,,,,,,,,,1,,71,100
8820,note_on,6,0,1,,,,,,,,,,,0,,71,100
8847,note_on,27,0,2,,,,,,,,,,,1,,71,0
8850,note_on,3,0,2,,,,,,,,,,,1,,72,100
8868,note_on,108,0,5,,,,,,,,,,,4,,62,0
8874,note_on,54,0,1,,,,,,,,,,,0,,71,0
8877,note_on,27,0,2,,,,,,,,,,,1,,72,0
8880,note_on,12,0,5,,,,,,,,,,,4,,59,100
8880,note_on,6,0,1,,,,,,,,,,,0,,67,100
8880,note_on,3,0,2,,,,,,,,,,,1,,74,100
8934,note_on,54,0,1,,,,,,,,,,,0,,67,0
8934,note_on,54,0,2,,,,,,,,,,,1,,74,0
8940,note_on,6,0,1,,,,,,,,,,,0,,71,100
8940,note_on,6,0,2,,,,,,,,,,,1,,74,100
8967,note_on,27,0,2,,,,,,,,,,,1,,74,0
8970,note_on,3,0,2,,,,,,,,,,,1,,72,100
8988,note_on,108,0,5,,,,,,,,,,,4,,59,0
8994,note_on,54,0,1,,,,,,,,,,,0,,71,0
8997,note_on,27,0,2,,,,,,,,,,,1,,72,0
9000,note_on,3,0,2,,,,,,,,,,,1,,71,100
9000,note_on,6,0,1,,,,,,,,,,,0,,74,100
9000,note_on,12,0,5,,,,,,,,,,,4,,55,100
9054,note_on,54,0,1,,,,,,,,,,,0,,74,0
9054,note_on,54,0,2,,,,,,,,,,,1,,71,0
9060,note_on,6,0,2,,,,,,,,,,,1,,71,100
9060,note_on,6,0,1,,,,,,,,,,,0,,79,100
9087,note_on,27,0,2,,,,,,,,,,,1,,71,0
9090,note_on,3,0,2,,,,,,,,,,,1,,72,100
9108,note_on,468,0,4,,,,,,,,,,,3,,77,0
9108,note_on,108,0,5,,,,,,,,,,,4,,55,0
9114,note_on,54,0,1,,,,,,,,,,,0,,79,0
9117,note_on,27,0,2,,,,,,,,,,,1,,72,0
9120,note_on,3,0,2,,,,,,,,,,,1,,74,100
9120,note_on,6,0,1,,,,,,,,,,,0,,83,100
9120,note_on,12,0,4,,,,,,,,,,,3,,76,100
9120,note_on,12,0,5,,,,,,,,,,,4,,56,100
9174,note_on,54,0,2,,,,,,,,,,,1,,74,0
9180,note_on,6,0,2,,,,,,,,,,,1,,74,100
9207,note_on,27,0,2,,,,,,,,,,,1,,74,0
9210,note_on,3,0,2,,,,,,,,,,,1,,76,100
9228,note_on,108,0,4,,,,,,,,,,,3,,76,0
9228,note_on,108,0,1,,,,,,,,,,,0,,83,0
9228,note_on,108,0,5,,,,,,,,,,,4,,56,0
9237,note_on,27,0,2,,,,,,,,,,,1,,76,0
9240,note_on,3,0,2,,,,,,,,,,,1,,77,100
9294,note_on,54,0,2,,,,,,,,,,,1,,77,0
9300,note_on,6,0,2,,,,,,,,,,,1,,76,100
9327,note_on,27,0,2,,,,,,,,,,,1,,76,0
9330,note_on,3,0,2,,,,,,,,,,,1,,74,100
9357,note_on,27,0,2,,,,,,,,,,,1,,74,0
9360,note_on,132,0,4,,,,,,,,,,,3,,69,100
9360,note_on,3,0,2,,,,,,,,,,,1,,72,100
9414,note_on,54,0,4,,,,,,,,,,,3,,69,0
9420,note_on,192,0,1,,,,,,,,,,,0,,72,100
9420,note_on,6,0,4,,,,,,,,,,,3,,74,100
9447,note_on,27,0,4,,,,,,,,,,,3,,74,0
9450,note_on,3,0,4,,,,,,,,,,,3,,76,100
9474,note_on,54,0,1,,,,,,,,,,,0,,72,0
9477,note_on,27,0,4,,,,,,,,,,,3,,76,0
9480,note_on,3,0,4,,,,,,,,,,,3,,78,100
9480,note_on,6,0,1,,,,,,,,,,,0,,69,100
9480,note_on,252,0,5,,,,,,,,,,,4,,57,100
9534,note_on,54,0,4,,,,,,,,,,,3,,78,0
9534,note_on,54,0,1,,,,,,,,,,,0,,69,0
9540,note_on,6,0,4,,,,,,,,,,,3,,78,100
9540,note_on,6,0,1,,,,,,,,,,,0,,66,100
9567,note_on,27,0,4,,,,,,,,,,,3,,78,0
9570,note_on,3,0,4,,,,,,,,,,,3,,79,100
9588,note_on,108,0,5,,,,,,,,,,,4,,57,0
9594,note_on,54,0,1,,,,,,,,,,,0,,66,0
9597,note_on,27,0,4,,,,,,,,,,,3,,79,0
9600,note_on,3,0,4,,,,,,,,,,,3,,81,100
9600,note_on,12,0,5,,,,,,,,,,,4,,54,100
9600,note_on,6,0,1,,,,,,,,,,,0,,62,100
9654,note_on,54,0,4,,,,,,,,,,,3,,81,0
9654,note_on,54,0,1,,,,,,,,,,,0,,62,0
9660,note_on,6,0,4,,,,,,,,,,,3,,81,100
9660,note_on,6,0,1,,,,,,,,,,,0,,66,100
9687,note_on,27,0,4,,,,,,,,,,,3,,81,0
9690,note_on,3,0,4,,,,,,,,,,,3,,79,100
9708,note_on,108,0,5,,,,,,,,,,,4,,54,0
9714,note_on,54,0,1,,,,,,,,,,,0,,66,0
9717,note_on,27,0,4,,,,,,,,,,,3,,79,0
9720,note_on,6,0,1,,,,,,,,,,,0,,69,100
9720,note_on,3,0,4,,,,,,,,,,,3,,78,100
9720,note_on,12,0,5,,,,,,,,,,,4,,50,100
9774,note_on,54,0,4,,,,,,,,,,,3,,78,0
9774,note_on,54,0,1,,,,,,,,,,,0,,69,0
9780,note_on,6,0,4,,,,,,,,,,,3,,78,100
9780,note_on,6,0,1,,,,,,,,,,,0,,74,100
9807,note_on,27,0,4,,,,,,,,,,,3,,78,0
9810,note_on,3,0,4,,,,,,,,,,,3,,79,100
9828,note_on,468,0,2,,,,,,,,,,,1,,72,0
9828,note_on,108,0,5,,,,,,,,,,,4,,50,0
9834,note_on,54,0,1,,,,,,,,,,,0,,74,0
9837,note_on,27,0,4,,,,,,,,,,,3,,79,0
9840,note_on,12,0,2,,,,,,,,,,,1,,71,100
9840,note_on,6,0,1,,,,,,,,,,,0,,78,100
9840,note_on,12,0,5,,,,,,,,,,,4,,51,100
9840,note_on,3,0,4,,,,,,,,,,,3,,81,100
9894,note_on,54,0,4,,,,,,,,,,,3,,81,0
9900,note_on,6,0,4,,,,,,,,,,,3,,81,100
9927,note_on,27,0,4,,,,,,,,,,,3,,81,0
9930,note_on,3,0,4,,,,,,,,,,,3,,83,100
9948,note_on,108,0,1,,,,,,,,,,,0,,78,0
9948,note_on,108,0,5,,,,,,,,,,,4,,51,0
9948,note_on,108,0,2,,,,,,,,,,,1,,71,0
9957,note_on,27,0,4,,,,,,,,,,,3,,83,0
9960,note_on,3,0,4,,,,,,,,,,,3,,84,100
10014,note_on,54,0,4,,,,,,,,,,,3,,84,0
10020,note_on,6,0,4,,,,,,,,,,,3,,83,100
10047,note_on,27,0,4,,,,,,,,,,,3,,83,0
10050,note_on,3,0,4,,,,,,,,,,,3,,81,100
10077,note_on,27,0,4,,,,,,,,,,,3,,81,0
10080,note_on,3,0,4,,,,,,,,,,,3,,79,100
10080,note_on,132,0,2,,,,,,,,,,,1,,71,100
10080,note_on,132,0,5,,,,,,,,,,,4,,52,100
10140,note_on,192,0,1,,,,,,,,,,,0,,71,100
10188,note_on,108,0,5,,,,,,,,,,,4,,52,0
10194,note_on,54,0,1,,,,,,,,,,,0,,71,0
10200,note_on,12,0,5,,,,,,,,,,,4,,50,100
10200,note_on,6,0,1,,,,,,,,,,,0,,67,100
10242,note_on,162,0,2,,,,,,,,,,,1,,71,0
10254,note_on,54,0,1,,,,,,,,,,,0,,67,0
10260,note_on,18,0,2,,,,,,,,,,,1,,72,100
10260,note_on,6,0,1,,,,,,,,,,,0,,64,100
10287,note_on,27,0,2,,,,,,,,,,,1,,72,0
10290,note_on,3,0,2,,,,,,,,,,,1,,71,100
10308,note_on,108,0,5,,,,,,,,,,,4,,50,0
10314,note_on,54,0,1,,,,,,,,,,,0,,64,0
10317,note_on,27,0,2,,,,,,,,,,,1,,71,0
10320,note_on,12,0,5,,,,,,,,,,,4,,48,100
10320,note_on,3,0,2,,,,,,,,,,,1,,69,100
10320,note_on,6,0,1,,,,,,,,,,,0,,76,100
10347,note_on,27,0,2,,,,,,,,,,,1,,69,0
10350,note_on,3,0,2,,,,,,,,,,,1,,67,100
10374,note_on,54,0,1,,,,,,,,,,,0,,76,0
10377,note_on,27,0,2,,,,,,,,,,,1,,67,0
10380,note_on,3,0,2,,,,,,,,,,,1,,66,100
10380,note_on,6,0,1,,,,,,,,,,,0,,69,100
10407,note_on,27,0,2,,,,,,,,,,,1,,66,0
10410,note_on,3,0,2,,,,,,,,,,,1,,64,100
10428,note_on,108,0,5,,,,,,,,,,,4,,48,0
10434,note_on,54,0,1,,,,,,,,,,,0,,69,0
10437,note_on,27,0,2,,,,,,,,,,,1,,64,0
10440,note_on,12,0,5,,,,,,,,,,,4,,47,100
10440,note_on,3,0,2,,,,,,,,,,,1,,62,100
10500,note_on,66,0,1,,,,,,,,,,,0,,79,100
10548,note_on,108,0,5,,,,,,,,,,,4,,47,0
10548,note_on,108,0,2,,,,,,,,,,,1,,62,0
10554,note_on,54,0,1,,,,,,,,,,,0,,79,0
10560,note_on,6,0,1,,,,,,,,,,,0,,76,100
10560,note_on,12,0,5,,,,,,,,,,,4,,48,100
10560,note_on,12,0,2,,,,,,,,,,,1,,64,100
10602,note_on,522,0,4,,,,,,,,,,,3,,79,0
10614,note_on,54,0,1,,,,,,,,,,,0,,76,0
10620,note_on,6,0,1,,,,,,,,,,,0,,72,100
10620,note_on,18,0,4,,,,,,,,,,,3,,81,100
10647,note_on,27,0,4,,,,,,,,,,,3,,81,0
10650,note_on,3,0,4,,,,,,,,,,,3,,79,100
10668,note_on,108,0,2,,,,,,,,,,,1,,64,0
10668,note_on,108,0,5,,,,,,,,,,,4,,48,0
10674,note_on,54,0,1,,,,,,,,,,,0,,72,0
10677,note_on,27,0,4,,,,,,,,,,,3,,79,0
10680,note_on,6,0,1,,,,,,,,,,,0,,69,100
10680,note_on,12,0,2,,,,,,,,,,,1,,66,100
10680,note_on,12,0,5,,,,,,,,,,,4,,50,100
10680,note_on,3,0,4,,,,,,,,,,,3,,78,100
10707,note_on,27,0,4,,,,,,,,,,,3,,78,0
10710,note_on,3,0,4,,,,,,,,,,,3,,76,100
10734,note_on,54,0,1,,,,,,,,,,,0,,69,0
10737,note_on,27,0,4,,,,,,,,,,,3,,76,0
10740,note_on,6,0,1,,,,,,,,,,,0,,81,100
10740,note_on,3,0,4,,,,,,,,,,,3,,74,100
10767,note_on,27,0,4,,,,,,,,,,,3,,74,0
10770,note_on,3,0,4,,,,,,,,,,,3,,72,100
10788,note_on,108,0,2,,,,,,,,,,,1,,66,0
10788,note_on,108,0,5,,,,,,,,,,,4,,50,0
10794,note_on,54,0,1,,,,,,,,,,,0,,81,0
10797,note_on,27,0,4,,,,,,,,,,,3,,72,0
10800,note_on,12,0,2,,,,,,,,,,,1,,67,100
10800,note_on,3,0,4,,,,,,,,,,,3,,71,100
10800,note_on,12,0,5,,,,,,,,,,,4,,52,100
10827,note_on,27,0,2,,,,,,,,,,,1,,67,0
10830,note_on,3,0,2,,,,,,,,,,,1,,66,100
10857,note_on,27,0,2,,,,,,,,,,,1,,66,0
10860,note_on,3,0,2,,,,,,,,,,,1,,64,100
10860,note_on,66,0,1,,,,,,,,,,,0,,67,100
10908,note_on,108,0,4,,,,,,,,,,,3,,71,0
