tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,program,channel,control,value,note,velocity
26339,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,81,0
26339,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,81,0
26340,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,79,76
26340,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,79,76
26369,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,79,0
26369,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,79,0
26370,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,81,76
26370,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,81,76
26384,note_on,,104,0,12,,,,,,,,,,,,,,,13,,,45,0
26384,note_on,,104,0,8,,,,,,,,,,,,,,,7,,,45,0
26384,note_on,,464,0,7,,,,,,,,,,,,,,,6,,,62,0
26384,note_on,,104,0,6,,,,,,,,,,,,,,,5,,,73,0
26384,note_on,,464,0,11,,,,,,,,,,,,,,,12,,,62,0
26384,note_on,,104,0,10,,,,,,,,,,,,,,,11,,,73,0
26384,note_on,,104,0,13,,,,,,,,,,,,,,,14,,,45,0
26399,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,81,0
26399,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,81,0
26400,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,74,76
26400,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,71,76
26400,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,71,76
26400,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,47,76
26400,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,47,76
26400,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,47,76
26400,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,79,76
26400,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,74,76
26400,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,79,76
26429,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,79,0
26429,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,79,0
26430,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,81,76
26430,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,81,76
26459,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,81,0
26459,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,81,0
26460,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,79,76
26460,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,79,76
26489,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,79,0
26489,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,79,0
26490,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,81,76
26490,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,81,76
26504,note_on,,104,0,8,,,,,,,,,,,,,,,7,,,47,0
26504,note_on,,104,0,12,,,,,,,,,,,,,,,13,,,47,0
26504,note_on,,104,0,13,,,,,,,,,,,,,,,14,,,47,0
26519,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,81,0
26519,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,81,0
26520,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,43,76
26520,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,43,76
26520,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,43,76
26520,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,78,76
26520,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,78,76
26579,note_on,,59,0,5,,,,,,,,,,,,,,,4,,,78,0
26579,note_on,,59,0,9,,,,,,,,,,,,,,,10,,,78,0
26580,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,79,76
26580,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,79,76
26624,note_on,,104,0,12,,,,,,,,,,,,,,,13,,,43,0
26624,note_on,,224,0,11,,,,,,,,,,,,,,,12,,,71,0
26624,note_on,,104,0,8,,,,,,,,,,,,,,,7,,,43,0
26624,note_on,,104,0,13,,,,,,,,,,,,,,,14,,,43,0
26624,note_on,,224,0,10,,,,,,,,,,,,,,,11,,,74,0
26624,note_on,,224,0,6,,,,,,,,,,,,,,,5,,,74,0
26624,note_on,,224,0,7,,,,,,,,,,,,,,,6,,,71,0
26631,note_on,,51,0,9,,,,,,,,,,,,,,,10,,,79,0
26631,note_on,,51,0,5,,,,,,,,,,,,,,,4,,,79,0
26640,note_on,,9,0,5,,,,,,,,,,,,,,,4,,,81,76
26640,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,74,76
26640,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,69,76
26640,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,42,76
26640,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,74,76
26640,note_on,,9,0,9,,,,,,,,,,,,,,,10,,,81,76
26640,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,42,76
26640,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,69,76
26640,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,42,76
26744,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,81,0
26744,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,81,0
26760,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,79,76
26760,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,79,76
26864,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,79,0
26864,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,79,0
26880,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,78,76
26880,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,78,76
26984,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,78,0
26984,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,78,0
27000,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,79,76
27000,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,76,76
27104,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,79,0
27104,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,76,0
27120,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,74,76
27120,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,81,76
27224,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,74,0
27240,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,73,76
27344,note_on,,704,0,8,,,,,,,,,,,,,,,7,,,42,0
27344,note_on,,704,0,11,,,,,,,,,,,,,,,12,,,69,0
27344,note_on,,704,0,12,,,,,,,,,,,,,,,13,,,42,0
27344,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,73,0
27344,note_on,,704,0,7,,,,,,,,,,,,,,,6,,,69,0
27344,note_on,,704,0,6,,,,,,,,,,,,,,,5,,,74,0
27344,note_on,,224,0,9,,,,,,,,,,,,,,,10,,,81,0
27344,note_on,,704,0,10,,,,,,,,,,,,,,,11,,,74,0
27344,note_on,,704,0,13,,,,,,,,,,,,,,,14,,,42,0
27360,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,67,76
27360,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,62,76
27360,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,71,76
27360,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,43,76
27360,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,67,76
27360,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,62,76
27360,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,43,76
27360,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,43,76
27360,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,71,76
27584,note_on,,224,0,13,,,,,,,,,,,,,,,14,,,43,0
27584,note_on,,224,0,5,,,,,,,,,,,,,,,4,,,71,0
27584,note_on,,224,0,8,,,,,,,,,,,,,,,7,,,43,0
27584,note_on,,224,0,10,,,,,,,,,,,,,,,11,,,67,0
27584,note_on,,224,0,9,,,,,,,,,,,,,,,10,,,71,0
27584,note_on,,224,0,6,,,,,,,,,,,,,,,5,,,67,0
27584,note_on,,224,0,7,,,,,,,,,,,,,,,6,,,62,0
27584,note_on,,224,0,11,,,,,,,,,,,,,,,12,,,62,0
27584,note_on,,224,0,12,,,,,,,,,,,,,,,13,,,43,0
27600,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,67,76
27600,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,76,76
27600,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,76,76
27600,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,40,76
27600,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,40,76
27600,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,71,76
27600,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,71,76
27600,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,67,76
27600,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,40,76
27824,note_on,,224,0,8,,,,,,,,,,,,,,,7,,,40,0
27824,note_on,,224,0,5,,,,,,,,,,,,,,,4,,,76,0
27824,note_on,,224,0,7,,,,,,,,,,,,,,,6,,,67,0
27824,note_on,,224,0,11,,,,,,,,,,,,,,,12,,,67,0
27824,note_on,,224,0,13,,,,,,,,,,,,,,,14,,,40,0
27824,note_on,,224,0,12,,,,,,,,,,,,,,,13,,,40,0
27824,note_on,,224,0,6,,,,,,,,,,,,,,,5,,,71,0
27824,note_on,,224,0,9,,,,,,,,,,,,,,,10,,,76,0
27824,note_on,,224,0,10,,,,,,,,,,,,,,,11,,,71,0
27840,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,73,76
27840,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,45,76
27840,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,64,76
27840,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,64,76
27840,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,73,76
27840,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,45,76
27840,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,69,76
27840,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,69,76
27840,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,45,76
28064,note_on,,224,0,9,,,,,,,,,,,,,,,10,,,73,0
28064,note_on,,224,0,5,,,,,,,,,,,,,,,4,,,73,0
28064,note_on,,224,0,8,,,,,,,,,,,,,,,7,,,45,0
28064,note_on,,224,0,10,,,,,,,,,,,,,,,11,,,69,0
28064,note_on,,224,0,11,,,,,,,,,,,,,,,12,,,64,0
28064,note_on,,224,0,7,,,,,,,,,,,,,,,6,,,64,0
28064,note_on,,224,0,13,,,,,,,,,,,,,,,14,,,45,0
28064,note_on,,224,0,12,,,,,,,,,,,,,,,13,,,45,0
28064,note_on,,224,0,6,,,,,,,,,,,,,,,5,,,69,0
28080,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,66,76
28080,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,69,76
28080,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,74,76
28080,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,38,76
28080,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,66,76
28080,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,38,76
28080,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,74,76
28080,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,38,76
28080,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,69,76
28784,note_on,,704,0,13,,,,,,,,,,,,,,,14,,,38,0
28784,note_on,,704,0,9,,,,,,,,,,,,,,,10,,,74,0
28784,note_on,,704,0,6,,,,,,,,,,,,,,,5,,,69,0
28784,note_on,,704,0,12,,,,,,,,,,,,,,,13,,,38,0
28784,note_on,,704,0,10,,,,,,,,,,,,,,,11,,,69,0
28784,note_on,,704,0,5,,,,,,,,,,,,,,,4,,,74,0
28784,note_on,,704,0,11,,,,,,,,,,,,,,,12,,,66,0
28784,note_on,,704,0,8,,,,,,,,,,,,,,,7,,,38,0
28784,note_on,,704,0,7,,,,,,,,,,,,,,,6,,,66,0
28800,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,76,76
28800,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,69,76
28800,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,73,76
28800,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,69,76
28800,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,57,76
28800,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,57,76
28800,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,76,76
28800,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,73,76
28800,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,57,76
29024,note_on,,224,0,7,,,,,,,,,,,,,,,6,,,69,0
29024,note_on,,224,0,5,,,,,,,,,,,,,,,4,,,76,0
29024,note_on,,224,0,6,,,,,,,,,,,,,,,5,,,73,0
29024,note_on,,224,0,9,,,,,,,,,,,,,,,10,,,76,0
29024,note_on,,224,0,11,,,,,,,,,,,,,,,12,,,69,0
29024,note_on,,224,0,10,,,,,,,,,,,,,,,11,,,73,0
29040,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,71,76
29040,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,74,76
29040,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,66,76
29040,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,74,76
29040,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,66,76
29040,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,71,76
29144,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,74,0
29144,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,74,0
29144,note_on,,104,0,6,,,,,,,,,,,,,,,5,,,71,0
29144,note_on,,104,0,10,,,,,,,,,,,,,,,11,,,71,0
29160,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,69,76
29160,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,73,76
29160,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,69,76
29160,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,73,76
29264,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,73,0
29264,note_on,,104,0,6,,,,,,,,,,,,,,,5,,,69,0
29264,note_on,,464,0,13,,,,,,,,,,,,,,,14,,,57,0
29264,note_on,,224,0,7,,,,,,,,,,,,,,,6,,,66,0
29264,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,73,0
29264,note_on,,464,0,8,,,,,,,,,,,,,,,7,,,57,0
29264,note_on,,464,0,12,,,,,,,,,,,,,,,13,,,57,0
29264,note_on,,224,0,11,,,,,,,,,,,,,,,12,,,66,0
29264,note_on,,104,0,10,,,,,,,,,,,,,,,11,,,69,0
29280,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,71,76
29280,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,56,76
29280,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,56,76
29280,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,64,76
29280,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,74,76
29280,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,56,76
29280,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,64,76
29280,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,71,76
29280,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,74,76
29384,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,74,0
29384,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,74,0
29400,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,71,76
29400,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,71,76
29504,note_on,,224,0,6,,,,,,,,,,,,,,,5,,,71,0
29504,note_on,,224,0,12,,,,,,,,,,,,,,,13,,,56,0
29504,note_on,,224,0,8,,,,,,,,,,,,,,,7,,,56,0
29504,note_on,,224,0,7,,,,,,,,,,,,,,,6,,,64,0
29504,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,71,0
29504,note_on,,224,0,11,,,,,,,,,,,,,,,12,,,64,0
29504,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,71,0
29504,note_on,,224,0,13,,,,,,,,,,,,,,,14,,,56,0
29504,note_on,,224,0,10,,,,,,,,,,,,,,,11,,,71,0
29520,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,64,76
29520,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,69,76
29520,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,57,76
29520,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,57,76
29520,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,64,76
29520,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,69,76
29520,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,73,76
29520,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,57,76
29520,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,73,76
29624,note_on,,104,0,10,,,,,,,,,,,,,,,11,,,69,0
29624,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,73,0
29624,note_on,,104,0,6,,,,,,,,,,,,,,,5,,,69,0
29624,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,73,0
29640,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,74,76
29640,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,71,76
29640,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,74,76
29640,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,71,76
29744,note_on,,224,0,11,,,,,,,,,,,,,,,12,,,64,0
29744,note_on,,104,0,10,,,,,,,,,,,,,,,11,,,71,0
29744,note_on,,224,0,13,,,,,,,,,,,,,,,14,,,57,0
29744,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,74,0
29744,note_on,,224,0,12,,,,,,,,,,,,,,,13,,,57,0
29744,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,74,0
29744,note_on,,224,0,7,,,,,,,,,,,,,,,6,,,64,0
29744,note_on,,104,0,6,,,,,,,,,,,,,,,5,,,71,0
29744,note_on,,224,0,8,,,,,,,,,,,,,,,7,,,57,0
29760,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,69,76
29760,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,69,76
29760,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,55,76
29760,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,76,76
29760,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,55,76
29760,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,55,76
29760,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,73,76
29760,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,76,76
29760,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,73,76
29864,note_on,,104,0,13,,,,,,,,,,,,,,,14,,,55,0
29864,note_on,,104,0,12,,,,,,,,,,,,,,,13,,,55,0
29864,note_on,,104,0,8,,,,,,,,,,,,,,,7,,,55,0
29864,note_on,,104,0,10,,,,,,,,,,,,,,,11,,,73,0
29864,note_on,,104,0,6,,,,,,,,,,,,,,,5,,,73,0
29880,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,74,76
29880,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,54,76
29880,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,54,76
29880,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,54,76
29880,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,74,76
29984,note_on,,104,0,6,,,,,,,,,,,,,,,5,,,74,0
29984,note_on,,104,0,13,,,,,,,,,,,,,,,14,,,54,0
29984,note_on,,104,0,10,,,,,,,,,,,,,,,11,,,74,0
29984,note_on,,104,0,8,,,,,,,,,,,,,,,7,,,54,0
29984,note_on,,104,0,12,,,,,,,,,,,,,,,13,,,54,0
29984,note_on,,224,0,9,,,,,,,,,,,,,,,10,,,76,0
29984,note_on,,224,0,5,,,,,,,,,,,,,,,4,,,76,0
30000,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,55,76
30000,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,76,76
30000,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,55,76
30000,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,55,76
30000,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,69,76
30000,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,69,76
30000,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,76,76
30104,note_on,,104,0,10,,,,,,,,,,,,,,,11,,,76,0
30104,note_on,,104,0,12,,,,,,,,,,,,,,,13,,,55,0
30104,note_on,,104,0,13,,,,,,,,,,,,,,,14,,,55,0
30104,note_on,,104,0,8,,,,,,,,,,,,,,,7,,,55,0
30104,note_on,,104,0,6,,,,,,,,,,,,,,,5,,,76,0
30120,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,73,76
30120,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,52,76
30120,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,52,76
30120,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,73,76
30120,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,52,76
30224,note_on,,224,0,5,,,,,,,,,,,,,,,4,,,69,0
30224,note_on,,104,0,6,,,,,,,,,,,,,,,5,,,73,0
30224,note_on,,104,0,8,,,,,,,,,,,,,,,7,,,52,0
30224,note_on,,104,0,12,,,,,,,,,,,,,,,13,,,52,0
30224,note_on,,104,0,10,,,,,,,,,,,,,,,11,,,73,0
30224,note_on,,464,0,7,,,,,,,,,,,,,,,6,,,69,0
30224,note_on,,464,0,11,,,,,,,,,,,,,,,12,,,69,0
30224,note_on,,104,0,13,,,,,,,,,,,,,,,14,,,52,0
30224,note_on,,224,0,9,,,,,,,,,,,,,,,10,,,69,0
30240,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,54,76
30240,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,74,76
30240,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,54,76
30240,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,74,76
30240,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,69,76
30240,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,54,76
30240,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,69,76
30240,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,74,76
30240,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,74,76
30344,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,74,0
30344,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,74,0
30360,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,76,76
30360,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,76,76
30464,note_on,,224,0,12,,,,,,,,,,,,,,,13,,,54,0
30464,note_on,,224,0,8,,,,,,,,,,,,,,,7,,,54,0
30464,note_on,,224,0,6,,,,,,,,,,,,,,,5,,,74,0
30464,note_on,,224,0,10,,,,,,,,,,,,,,,11,,,74,0
30464,note_on,,104,0,5,,,,,,,,,,,,,,,4,,,76,0
30464,note_on,,224,0,7,,,,,,,,,,,,,,,6,,,69,0
30464,note_on,,224,0,11,,,,,,,,,,,,,,,12,,,69,0
30464,note_on,,104,0,9,,,,,,,,,,,,,,,10,,,76,0
30464,note_on,,224,0,13,,,,,,,,,,,,,,,14,,,54,0
30480,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,55,76
30480,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,74,76
30480,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,55,76
30480,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,71,76
30480,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,55,76
30480,note_on,,16,0,9,,,,,,,,,,,,,,,10,,,76,76
30480,note_on,,16,0,5,,,,,,,,,,,,,,,4,,,76,76
30480,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,71,76
30480,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,74,76
30509,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,76,0
30509,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,76,0
30510,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,78,76
30510,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,78,76
30539,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,78,0
30539,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,78,0
30540,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,76,76
30540,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,76,76
30569,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,76,0
30569,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,76,0
30570,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,78,76
30570,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,78,76
30599,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,78,0
30599,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,78,0
30600,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,76,76
30600,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,76,76
30629,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,76,0
30629,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,76,0
30630,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,78,76
30630,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,78,76
30659,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,78,0
30659,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,78,0
30660,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,76,76
30660,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,76,76
30689,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,76,0
30689,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,76,0
30690,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,78,76
30690,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,78,76
30704,note_on,,224,0,8,,,,,,,,,,,,,,,7,,,55,0
30704,note_on,,224,0,13,,,,,,,,,,,,,,,14,,,55,0
30704,note_on,,224,0,10,,,,,,,,,,,,,,,11,,,74,0
30704,note_on,,224,0,7,,,,,,,,,,,,,,,6,,,71,0
30704,note_on,,224,0,6,,,,,,,,,,,,,,,5,,,74,0
30704,note_on,,224,0,11,,,,,,,,,,,,,,,12,,,71,0
30704,note_on,,224,0,12,,,,,,,,,,,,,,,13,,,55,0
30719,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,78,0
30719,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,78,0
30720,note_on,,16,0,8,,,,,,,,,,,,,,,7,,,57,76
30720,note_on,,16,0,7,,,,,,,,,,,,,,,6,,,69,76
30720,note_on,,1,0,5,,,,,,,,,,,,,,,4,,,76,76
30720,note_on,,16,0,10,,,,,,,,,,,,,,,11,,,73,76
30720,note_on,,16,0,6,,,,,,,,,,,,,,,5,,,73,76
30720,note_on,,16,0,12,,,,,,,,,,,,,,,13,,,57,76
30720,note_on,,16,0,11,,,,,,,,,,,,,,,12,,,69,76
30720,note_on,,16,0,13,,,,,,,,,,,,,,,14,,,57,76
30720,note_on,,1,0,9,,,,,,,,,,,,,,,10,,,76,76
30749,note_on,,29,0,5,,,,,,,,,,,,,,,4,,,76,0
30749,note_on,,29,0,9,,,,,,,,,,,,,,,10,,,76,0
