tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
53160,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
53168,note_on,8,0,4,,,,,,,,,,,,,,,3,,76,0
53220,note_on,52,0,4,,,,,,,,,,,,,,,3,,76,105
53235,note_on,15,0,4,,,,,,,,,,,,,,,3,,74,0
53280,note_on,45,0,4,,,,,,,,,,,,,,,3,,76,0
53280,note_on,0,0,4,,,,,,,,,,,,,,,3,,79,105
53280,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
53280,note_on,0,0,5,,,,,,,,,,,,,,,4,,62,105
53280,note_on,960,0,8,,,,,,,,,,,,,,,7,,53,70
53280,note_on,960,0,7,,,,,,,,,,,,,,,6,,62,70
53280,note_on,0,0,8,,,,,,,,,,,,,,,7,,50,70
53280,note_on,960,0,6,,,,,,,,,,,,,,,5,,65,70
53339,note_on,59,0,7,,,,,,,,,,,,,,,6,,60,0
53340,note_on,60,0,4,,,,,,,,,,,,,,,3,,77,105
53355,note_on,15,0,4,,,,,,,,,,,,,,,3,,79,0
53359,note_on,79,0,8,,,,,,,,,,,,,,,7,,52,0
53364,note_on,5,0,8,,,,,,,,,,,,,,,7,,55,0
53369,note_on,89,0,6,,,,,,,,,,,,,,,5,,64,0
53400,note_on,45,0,4,,,,,,,,,,,,,,,3,,79,105
53400,note_on,120,0,5,,,,,,,,,,,,,,,4,,62,0
53400,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
53415,note_on,15,0,4,,,,,,,,,,,,,,,3,,77,0
53428,note_on,13,0,4,,,,,,,,,,,,,,,3,,77,105
53435,note_on,7,0,4,,,,,,,,,,,,,,,3,,79,0
53460,note_on,25,0,4,,,,,,,,,,,,,,,3,,79,105
53468,note_on,8,0,4,,,,,,,,,,,,,,,3,,77,0
53488,note_on,20,0,4,,,,,,,,,,,,,,,3,,77,105
53495,note_on,7,0,4,,,,,,,,,,,,,,,3,,79,0
53520,note_on,25,0,4,,,,,,,,,,,,,,,3,,79,105
53520,note_on,0,0,5,,,,,,,,,,,,,,,4,,65,105
53520,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
53528,note_on,8,0,4,,,,,,,,,,,,,,,3,,77,0
53548,note_on,20,0,4,,,,,,,,,,,,,,,3,,77,105
53555,note_on,7,0,4,,,,,,,,,,,,,,,3,,79,0
53580,note_on,25,0,4,,,,,,,,,,,,,,,3,,79,105
53588,note_on,8,0,4,,,,,,,,,,,,,,,3,,77,0
53608,note_on,20,0,4,,,,,,,,,,,,,,,3,,77,105
53615,note_on,7,0,4,,,,,,,,,,,,,,,3,,79,0
53640,note_on,25,0,4,,,,,,,,,,,,,,,3,,76,105
53640,note_on,120,0,5,,,,,,,,,,,,,,,4,,65,0
53640,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
53648,note_on,8,0,4,,,,,,,,,,,,,,,3,,77,0
53700,note_on,52,0,4,,,,,,,,,,,,,,,3,,77,105
53700,note_on,60,0,5,,,,,,,,,,,,,,,4,,36,105
53715,note_on,15,0,4,,,,,,,,,,,,,,,3,,76,0
53724,note_on,385,0,7,,,,,,,,,,,,,,,6,,62,0
53729,note_on,360,0,6,,,,,,,,,,,,,,,5,,65,0
53729,note_on,365,0,8,,,,,,,,,,,,,,,7,,50,0
53739,note_on,10,0,8,,,,,,,,,,,,,,,7,,53,0
53760,note_on,36,0,7,,,,,,,,,,,,,,,6,,64,70
53760,note_on,21,0,8,,,,,,,,,,,,,,,7,,52,70
53760,note_on,31,0,6,,,,,,,,,,,,,,,5,,67,70
53760,note_on,0,0,8,,,,,,,,,,,,,,,7,,48,70
53760,note_on,0,0,4,,,,,,,,,,,,,,,3,,79,105
53760,note_on,45,0,4,,,,,,,,,,,,,,,3,,77,0
53760,note_on,0,0,5,,,,,,,,,,,,,,,4,,48,105
53760,note_on,0,0,5,,,,,,,,,,,,,,,4,,60,105
53760,note_on,60,0,5,,,,,,,,,,,,,,,4,,36,0
53760,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,0
53880,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
53880,note_on,120,0,5,,,,,,,,,,,,,,,4,,60,0
54000,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,105
54000,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
54120,note_on,120,0,5,,,,,,,,,,,,,,,4,,64,0
54120,note_on,360,0,4,,,,,,,,,,,,,,,3,,76,105
54120,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
54169,note_on,49,0,4,,,,,,,,,,,,,,,3,,79,0
54209,note_on,40,0,4,,,,,,,,,,,,,,,3,,76,0
54240,note_on,0,0,5,,,,,,,,,,,,,,,4,,60,105
54240,note_on,0,0,5,,,,,,,,,,,,,,,4,,48,0
54240,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
54240,note_on,31,0,4,,,,,,,,,,,,,,,3,,84,105
54360,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
54360,note_on,120,0,5,,,,,,,,,,,,,,,4,,60,0
54480,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,105
54480,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
54600,note_on,120,0,5,,,,,,,,,,,,,,,4,,64,0
54600,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
54720,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
54720,note_on,0,0,5,,,,,,,,,,,,,,,4,,60,105
54840,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
54840,note_on,120,0,5,,,,,,,,,,,,,,,4,,60,0
54960,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,105
54960,note_on,720,0,4,,,,,,,,,,,,,,,3,,84,0
54960,note_on,0,0,4,,,,,,,,,,,,,,,3,,79,105
54960,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
55080,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
55080,note_on,120,0,5,,,,,,,,,,,,,,,4,,64,0
55179,note_on,219,0,4,,,,,,,,,,,,,,,3,,79,0
55200,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
55200,note_on,21,0,4,,,,,,,,,,,,,,,3,,79,105
55200,note_on,1440,0,8,,,,,,,,,,,,,,,7,,48,0
55200,note_on,0,0,6,,,,,,,,,,,,,,,5,,65,70
55200,note_on,1440,0,7,,,,,,,,,,,,,,,6,,64,0
55200,note_on,0,0,7,,,,,,,,,,,,,,,6,,62,70
55200,note_on,0,0,8,,,,,,,,,,,,,,,7,,52,0
55200,note_on,0,0,8,,,,,,,,,,,,,,,7,,57,70
55200,note_on,0,0,8,,,,,,,,,,,,,,,7,,53,70
55200,note_on,1440,0,6,,,,,,,,,,,,,,,5,,67,0
55200,note_on,0,0,5,,,,,,,,,,,,,,,4,,53,105
55320,note_on,120,0,4,,,,,,,,,,,,,,,3,,77,105
55320,note_on,120,0,5,,,,,,,,,,,,,,,4,,69,105
55349,note_on,29,0,4,,,,,,,,,,,,,,,3,,79,0
55419,note_on,70,0,4,,,,,,,,,,,,,,,3,,77,0
55440,note_on,240,0,7,,,,,,,,,,,,,,,6,,62,0
55440,note_on,240,0,6,,,,,,,,,,,,,,,5,,65,0
55440,note_on,0,0,5,,,,,,,,,,,,,,,4,,53,0
55440,note_on,0,0,8,,,,,,,,,,,,,,,7,,57,0
55440,note_on,21,0,4,,,,,,,,,,,,,,,3,,81,105
55440,note_on,240,0,8,,,,,,,,,,,,,,,7,,53,0
55440,note_on,120,0,5,,,,,,,,,,,,,,,4,,69,0
55440,note_on,0,0,5,,,,,,,,,,,,,,,4,,77,105
55484,note_on,44,0,4,,,,,,,,,,,,,,,3,,81,0
55560,note_on,76,0,4,,,,,,,,,,,,,,,3,,77,105
55560,note_on,0,0,5,,,,,,,,,,,,,,,4,,74,105
55560,note_on,120,0,5,,,,,,,,,,,,,,,4,,77,0
55604,note_on,44,0,4,,,,,,,,,,,,,,,3,,77,0
55680,note_on,240,0,6,,,,,,,,,,,,,,,5,,64,70
55680,note_on,76,0,4,,,,,,,,,,,,,,,3,,77,105
55680,note_on,240,0,8,,,,,,,,,,,,,,,7,,55,70
55680,note_on,240,0,7,,,,,,,,,,,,,,,6,,60,70
55680,note_on,0,0,5,,,,,,,,,,,,,,,4,,55,105
55680,note_on,120,0,5,,,,,,,,,,,,,,,4,,74,0
55800,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,105
55800,note_on,120,0,4,,,,,,,,,,,,,,,3,,76,105
55839,note_on,39,0,4,,,,,,,,,,,,,,,3,,77,0
55899,note_on,60,0,4,,,,,,,,,,,,,,,3,,76,0
55920,note_on,0,0,5,,,,,,,,,,,,,,,4,,76,105
55920,note_on,0,0,5,,,,,,,,,,,,,,,4,,55,0
55920,note_on,21,0,4,,,,,,,,,,,,,,,3,,79,105
55920,note_on,240,0,7,,,,,,,,,,,,,,,6,,60,0
55920,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
55920,note_on,240,0,6,,,,,,,,,,,,,,,5,,64,0
55920,note_on,240,0,8,,,,,,,,,,,,,,,7,,55,0
55964,note_on,44,0,4,,,,,,,,,,,,,,,3,,79,0
56040,note_on,76,0,4,,,,,,,,,,,,,,,3,,76,105
56040,note_on,120,0,5,,,,,,,,,,,,,,,4,,76,0
56040,note_on,0,0,5,,,,,,,,,,,,,,,4,,72,105
56084,note_on,44,0,4,,,,,,,,,,,,,,,3,,76,0
56160,note_on,76,0,4,,,,,,,,,,,,,,,3,,76,105
56160,note_on,240,0,8,,,,,,,,,,,,,,,7,,55,70
56160,note_on,120,0,5,,,,,,,,,,,,,,,4,,72,0
56160,note_on,240,0,7,,,,,,,,,,,,,,,6,,59,70
56160,note_on,240,0,6,,,,,,,,,,,,,,,5,,62,70
56160,note_on,0,0,5,,,,,,,,,,,,,,,4,,55,105
56280,note_on,120,0,5,,,,,,,,,,,,,,,4,,65,105
56280,note_on,120,0,4,,,,,,,,,,,,,,,3,,74,105
56314,note_on,34,0,4,,,,,,,,,,,,,,,3,,76,0
56364,note_on,50,0,4,,,,,,,,,,,,,,,3,,74,0
56400,note_on,240,0,6,,,,,,,,,,,,,,,5,,62,0
56400,note_on,240,0,7,,,,,,,,,,,,,,,6,,59,0
56400,note_on,120,0,5,,,,,,,,,,,,,,,4,,65,0
56400,note_on,0,0,5,,,,,,,,,,,,,,,4,,55,0
56400,note_on,0,0,5,,,,,,,,,,,,,,,4,,74,105
56400,note_on,36,0,4,,,,,,,,,,,,,,,3,,77,105
56400,note_on,240,0,8,,,,,,,,,,,,,,,7,,55,0
56444,note_on,44,0,4,,,,,,,,,,,,,,,3,,77,0
56520,note_on,76,0,4,,,,,,,,,,,,,,,3,,74,105
56520,note_on,0,0,5,,,,,,,,,,,,,,,4,,71,105
56520,note_on,120,0,5,,,,,,,,,,,,,,,4,,74,0
56564,note_on,44,0,4,,,,,,,,,,,,,,,3,,74,0
56640,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
56640,note_on,76,0,4,,,,,,,,,,,,,,,3,,72,105
56640,note_on,120,0,5,,,,,,,,,,,,,,,4,,71,0
56640,note_on,0,0,8,,,,,,,,,,,,,,,7,,52,91
56640,note_on,240,0,8,,,,,,,,,,,,,,,7,,55,91
56640,note_on,3840,0,10,,,,,,,,,,,,,,,10,,36,90
56640,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,105
56640,note_on,240,0,6,,,,,,,,,,,,,,,5,,67,91
56640,note_on,0,0,5,,,,,,,,,,,,,,,4,,48,105
56640,note_on,0,0,5,,,,,,,,,,,,,,,4,,72,105
56640,note_on,240,0,7,,,,,,,,,,,,,,,6,,64,91
56640,note_on,3840,0,9,,,,,,,,,,,,,,,8,,48,90
57109,note_on,469,0,8,,,,,,,,,,,,,,,7,,52,0
57120,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,0
57120,note_on,480,0,6,,,,,,,,,,,,,,,5,,64,70
57120,note_on,480,0,7,,,,,,,,,,,,,,,6,,60,70
57120,note_on,480,0,4,,,,,,,,,,,,,,,3,,72,0
57120,note_on,0,0,5,,,,,,,,,,,,,,,4,,72,0
57120,note_on,480,0,5,,,,,,,,,,,,,,,4,,48,0
57120,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,0
57120,note_on,0,0,8,,,,,,,,,,,,,,,7,,48,70
57120,note_on,11,0,8,,,,,,,,,,,,,,,7,,52,70
57169,note_on,49,0,8,,,,,,,,,,,,,,,7,,55,0
57199,note_on,79,0,6,,,,,,,,,,,,,,,5,,67,0
57199,note_on,79,0,7,,,,,,,,,,,,,,,6,,64,0
57360,note_on,161,0,6,,,,,,,,,,,,,,,5,,64,0
57360,note_on,191,0,8,,,,,,,,,,,,,,,7,,48,0
57360,note_on,161,0,7,,,,,,,,,,,,,,,6,,60,0
57360,note_on,0,0,8,,,,,,,,,,,,,,,7,,52,0
57480,note_on,0,0,8,,,,,,,,,,,,,,,7,,48,70
57480,note_on,120,0,6,,,,,,,,,,,,,,,5,,64,70
57480,note_on,120,0,7,,,,,,,,,,,,,,,6,,60,70
57480,note_on,120,0,8,,,,,,,,,,,,,,,7,,52,70
57524,note_on,44,0,7,,,,,,,,,,,,,,,6,,60,0
57524,note_on,0,0,8,,,,,,,,,,,,,,,7,,52,0
57524,note_on,44,0,6,,,,,,,,,,,,,,,5,,64,0
57524,note_on,44,0,8,,,,,,,,,,,,,,,7,,48,0
57600,note_on,960,0,9,,,,,,,,,,,,,,,8,,48,0
57600,note_on,960,0,10,,,,,,,,,,,,,,,10,,36,0
57600,note_on,76,0,6,,,,,,,,,,,,,,,5,,65,70
57600,note_on,76,0,8,,,,,,,,,,,,,,,7,,53,70
57600,note_on,0,0,8,,,,,,,,,,,,,,,7,,50,70
57600,note_on,76,0,7,,,,,,,,,,,,,,,6,,62,70
57720,note_on,120,0,8,,,,,,,,,,,,,,,7,,55,70
57720,note_on,120,0,7,,,,,,,,,,,,,,,6,,64,70
57720,note_on,0,0,8,,,,,,,,,,,,,,,7,,52,70
57720,note_on,120,0,6,,,,,,,,,,,,,,,5,,67,70
57750,note_on,30,0,7,,,,,,,,,,,,,,,6,,62,0
57750,note_on,0,0,8,,,,,,,,,,,,,,,7,,53,0
57750,note_on,30,0,6,,,,,,,,,,,,,,,5,,65,0
57750,note_on,30,0,8,,,,,,,,,,,,,,,7,,50,0
57840,note_on,90,0,7,,,,,,,,,,,,,,,6,,65,70
57840,note_on,90,0,6,,,,,,,,,,,,,,,5,,69,70
57840,note_on,90,0,8,,,,,,,,,,,,,,,7,,57,70
57840,note_on,0,0,8,,,,,,,,,,,,,,,7,,53,70
57870,note_on,30,0,6,,,,,,,,,,,,,,,5,,67,0
57870,note_on,30,0,8,,,,,,,,,,,,,,,7,,55,0
57870,note_on,0,0,8,,,,,,,,,,,,,,,7,,52,0
57870,note_on,30,0,7,,,,,,,,,,,,,,,6,,64,0
57960,note_on,90,0,8,,,,,,,,,,,,,,,7,,59,70
57960,note_on,0,0,8,,,,,,,,,,,,,,,7,,55,70
57960,note_on,90,0,6,,,,,,,,,,,,,,,5,,71,70
57960,note_on,90,0,7,,,,,,,,,,,,,,,6,,67,70
57990,note_on,30,0,6,,,,,,,,,,,,,,,5,,69,0
57990,note_on,0,0,8,,,,,,,,,,,,,,,7,,53,0
57990,note_on,30,0,8,,,,,,,,,,,,,,,7,,57,0
57990,note_on,30,0,7,,,,,,,,,,,,,,,6,,65,0
58049,note_on,59,0,8,,,,,,,,,,,,,,,7,,55,0
58059,note_on,10,0,8,,,,,,,,,,,,,,,7,,59,0
58059,note_on,69,0,7,,,,,,,,,,,,,,,6,,67,0
58064,note_on,74,0,6,,,,,,,,,,,,,,,5,,71,0
58080,note_on,16,0,6,,,,,,,,,,,,,,,5,,72,70
58080,note_on,21,0,7,,,,,,,,,,,,,,,6,,69,70
58080,note_on,21,0,8,,,,,,,,,,,,,,,7,,60,70
58080,note_on,0,0,8,,,,,,,,,,,,,,,7,,57,70
58320,note_on,240,0,7,,,,,,,,,,,,,,,6,,67,70
58320,note_on,240,0,6,,,,,,,,,,,,,,,5,,71,70
58320,note_on,240,0,8,,,,,,,,,,,,,,,7,,59,70
58320,note_on,0,0,8,,,,,,,,,,,,,,,7,,55,70
58380,note_on,60,0,7,,,,,,,,,,,,,,,6,,69,0
58380,note_on,0,0,8,,,,,,,,,,,,,,,7,,60,0
58380,note_on,60,0,6,,,,,,,,,,,,,,,5,,72,0
58380,note_on,60,0,8,,,,,,,,,,,,,,,7,,57,0
58560,note_on,180,0,6,,,,,,,,,,,,,,,5,,69,70
58560,note_on,0,0,8,,,,,,,,,,,,,,,7,,53,70
58560,note_on,180,0,8,,,,,,,,,,,,,,,7,,57,70
58560,note_on,180,0,7,,,,,,,,,,,,,,,6,,65,70
58620,note_on,0,0,8,,,,,,,,,,,,,,,7,,55,0
58620,note_on,60,0,8,,,,,,,,,,,,,,,7,,59,0
58620,note_on,60,0,7,,,,,,,,,,,,,,,6,,67,0
58620,note_on,60,0,6,,,,,,,,,,,,,,,5,,71,0
58800,note_on,180,0,8,,,,,,,,,,,,,,,7,,55,70
58800,note_on,0,0,8,,,,,,,,,,,,,,,7,,52,70
58800,note_on,180,0,6,,,,,,,,,,,,,,,5,,67,70
58800,note_on,180,0,7,,,,,,,,,,,,,,,6,,64,70
58860,note_on,60,0,8,,,,,,,,,,,,,,,7,,57,0
58860,note_on,60,0,7,,,,,,,,,,,,,,,6,,65,0
58860,note_on,60,0,6,,,,,,,,,,,,,,,5,,69,0
58860,note_on,0,0,8,,,,,,,,,,,,,,,7,,53,0
59040,note_on,180,0,6,,,,,,,,,,,,,,,5,,65,70
59040,note_on,180,0,8,,,,,,,,,,,,,,,7,,53,70
59040,note_on,0,0,8,,,,,,,,,,,,,,,7,,50,70
59040,note_on,180,0,7,,,,,,,,,,,,,,,6,,62,70
59100,note_on,0,0,8,,,,,,,,,,,,,,,7,,52,0
59100,note_on,60,0,8,,,,,,,,,,,,,,,7,,55,0
59100,note_on,60,0,6,,,,,,,,,,,,,,,5,,67,0
59100,note_on,60,0,7,,,,,,,,,,,,,,,6,,64,0
59280,note_on,0,0,8,,,,,,,,,,,,,,,7,,48,70
59280,note_on,180,0,8,,,,,,,,,,,,,,,7,,52,70
59280,note_on,180,0,7,,,,,,,,,,,,,,,6,,60,70
59280,note_on,180,0,6,,,,,,,,,,,,,,,5,,64,70
59339,note_on,59,0,7,,,,,,,,,,,,,,,6,,62,0
59340,note_on,0,0,8,,,,,,,,,,,,,,,7,,50,0
59340,note_on,60,0,8,,,,,,,,,,,,,,,7,,53,0
59340,note_on,60,0,6,,,,,,,,,,,,,,,5,,65,0
59479,note_on,139,0,8,,,,,,,,,,,,,,,7,,52,0
59484,note_on,5,0,8,,,,,,,,,,,,,,,7,,48,0
59489,note_on,150,0,7,,,,,,,,,,,,,,,6,,60,0
59489,note_on,149,0,6,,,,,,,,,,,,,,,5,,64,0
59520,note_on,1920,0,9,,,,,,,,,,,,,,,8,,41,73
59520,note_on,31,0,7,,,,,,,,,,,,,,,6,,60,80
59520,note_on,1920,0,10,,,,,,,,,,,,,,,10,,29,73
59520,note_on,31,0,6,,,,,,,,,,,,,,,5,,62,72
59520,note_on,36,0,8,,,,,,,,,,,,,,,7,,50,80
59520,note_on,0,0,8,,,,,,,,,,,,,,,7,,48,80
60000,note_on,480,0,10,,,,,,,,,,,,,,,10,,30,80
60000,note_on,480,0,9,,,,,,,,,,,,,,,8,,42,80
60084,note_on,84,0,10,,,,,,,,,,,,,,,10,,29,0
60084,note_on,84,0,9,,,,,,,,,,,,,,,8,,41,0
60480,note_on,396,0,10,,,,,,,,,,,,,,,10,,31,90
60480,note_on,960,0,6,,,,,,,,,,,,,,,5,,64,81
60480,note_on,396,0,9,,,,,,,,,,,,,,,8,,43,90
60480,note_on,960,0,8,,,,,,,,,,,,,,,7,,52,90
60524,note_on,44,0,6,,,,,,,,,,,,,,,5,,62,0
60549,note_on,69,0,8,,,,,,,,,,,,,,,7,,50,0
60589,note_on,109,0,9,,,,,,,,,,,,,,,8,,42,0
60589,note_on,109,0,10,,,,,,,,,,,,,,,10,,30,0
60899,note_on,375,0,6,,,,,,,,,,,,,,,5,,64,0
60924,note_on,335,0,10,,,,,,,,,,,,,,,10,,31,0
60924,note_on,335,0,9,,,,,,,,,,,,,,,8,,43,0
60960,note_on,36,0,10,,,,,,,,,,,,,,,10,,33,90
60960,note_on,61,0,6,,,,,,,,,,,,,,,5,,67,86
60960,note_on,36,0,9,,,,,,,,,,,,,,,8,,45,90
61320,note_on,360,0,6,,,,,,,,,,,,,,,5,,65,89
61320,note_on,771,0,8,,,,,,,,,,,,,,,7,,53,70
61369,note_on,49,0,6,,,,,,,,,,,,,,,5,,67,0
61379,note_on,59,0,8,,,,,,,,,,,,,,,7,,52,0
61409,note_on,30,0,8,,,,,,,,,,,,,,,7,,53,0
61424,note_on,55,0,6,,,,,,,,,,,,,,,5,,65,0
61440,note_on,16,0,6,,,,,,,,,,,,,,,5,,65,70
61440,note_on,31,0,8,,,,,,,,,,,,,,,7,,57,70
61440,note_on,4320,0,4,,,,,,,,,,,,,,,3,,77,105
61680,note_on,240,0,4,,,,,,,,,,,,,,,3,,89,105
61734,note_on,54,0,4,,,,,,,,,,,,,,,3,,77,0
61920,note_on,960,0,10,,,,,,,,,,,,,,,10,,35,70
61920,note_on,0,0,8,,,,,,,,,,,,,,,7,,55,70
61920,note_on,0,0,8,,,,,,,,,,,,,,,7,,59,70
61920,note_on,480,0,8,,,,,,,,,,,,,,,7,,48,0
61920,note_on,960,0,9,,,,,,,,,,,,,,,8,,47,70
61920,note_on,2400,0,7,,,,,,,,,,,,,,,6,,62,70
61984,note_on,64,0,7,,,,,,,,,,,,,,,6,,60,0
61984,note_on,64,0,8,,,,,,,,,,,,,,,7,,57,0
62009,note_on,89,0,9,,,,,,,,,,,,,,,8,,45,0
62009,note_on,89,0,10,,,,,,,,,,,,,,,10,,33,0
62040,note_on,306,0,4,,,,,,,,,,,,,,,3,,86,105
62079,note_on,39,0,4,,,,,,,,,,,,,,,3,,89,0
62160,note_on,81,0,4,,,,,,,,,,,,,,,3,,83,105
62204,note_on,44,0,4,,,,,,,,,,,,,,,3,,86,0
62280,note_on,76,0,4,,,,,,,,,,,,,,,3,,77,105
62314,note_on,34,0,4,,,,,,,,,,,,,,,3,,83,0
62349,note_on,340,0,10,,,,,,,,,,,,,,,10,,35,0
62349,note_on,340,0,9,,,,,,,,,,,,,,,8,,47,0
62369,note_on,385,0,7,,,,,,,,,,,,,,,6,,62,0
62374,note_on,60,0,4,,,,,,,,,,,,,,,3,,77,0
62384,note_on,400,0,8,,,,,,,,,,,,,,,7,,59,0
62400,note_on,31,0,7,,,,,,,,,,,,,,,6,,60,70
62400,note_on,16,0,8,,,,,,,,,,,,,,,7,,55,0
62400,note_on,0,0,8,,,,,,,,,,,,,,,7,,60,70
62400,note_on,5280,0,5,,,,,,,,,,,,,,,4,,60,105
62400,note_on,0,0,8,,,,,,,,,,,,,,,7,,55,70
62400,note_on,0,0,6,,,,,,,,,,,,,,,5,,64,70
62400,note_on,960,0,6,,,,,,,,,,,,,,,5,,65,0
62400,note_on,51,0,10,,,,,,,,,,,,,,,10,,36,70
62400,note_on,51,0,9,,,,,,,,,,,,,,,8,,48,70
62400,note_on,26,0,4,,,,,,,,,,,,,,,3,,76,105
62520,note_on,120,0,5,,,,,,,,,,,,,,,4,,60,0
62520,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
62640,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
62640,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,105
62760,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
62760,note_on,120,0,5,,,,,,,,,,,,,,,4,,64,0
62880,note_on,480,0,8,,,,,,,,,,,,,,,7,,55,0
62880,note_on,0,0,8,,,,,,,,,,,,,,,7,,60,0
62880,note_on,480,0,4,,,,,,,,,,,,,,,3,,76,0
62880,note_on,0,0,4,,,,,,,,,,,,,,,3,,77,105
62880,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
62880,note_on,0,0,5,,,,,,,,,,,,,,,4,,60,105
62880,note_on,480,0,7,,,,,,,,,,,,,,,6,,60,0
62880,note_on,480,0,9,,,,,,,,,,,,,,,8,,48,0
62880,note_on,480,0,10,,,,,,,,,,,,,,,10,,36,0
62880,note_on,480,0,6,,,,,,,,,,,,,,,5,,64,0
62940,note_on,60,0,4,,,,,,,,,,,,,,,3,,76,105
62955,note_on,15,0,4,,,,,,,,,,,,,,,3,,77,0
63000,note_on,120,0,5,,,,,,,,,,,,,,,4,,60,0
63000,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
63000,note_on,45,0,4,,,,,,,,,,,,,,,3,,77,105
63015,note_on,15,0,4,,,,,,,,,,,,,,,3,,76,0
63028,note_on,13,0,4,,,,,,,,,,,,,,,3,,76,105
63035,note_on,7,0,4,,,,,,,,,,,,,,,3,,77,0
63060,note_on,25,0,4,,,,,,,,,,,,,,,3,,77,105
63068,note_on,8,0,4,,,,,,,,,,,,,,,3,,76,0
63088,note_on,20,0,4,,,,,,,,,,,,,,,3,,76,105
63095,note_on,7,0,4,,,,,,,,,,,,,,,3,,77,0
63120,note_on,25,0,4,,,,,,,,,,,,,,,3,,77,105
63120,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
63120,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,105
63128,note_on,8,0,4,,,,,,,,,,,,,,,3,,76,0
63148,note_on,20,0,4,,,,,,,,,,,,,,,3,,76,105
63155,note_on,7,0,4,,,,,,,,,,,,,,,3,,77,0
63180,note_on,25,0,4,,,,,,,,,,,,,,,3,,77,105
63188,note_on,8,0,4,,,,,,,,,,,,,,,3,,76,0
63208,note_on,20,0,4,,,,,,,,,,,,,,,3,,76,105
63215,note_on,7,0,4,,,,,,,,,,,,,,,3,,77,0
63240,note_on,25,0,4,,,,,,,,,,,,,,,3,,74,105
63240,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
63240,note_on,120,0,5,,,,,,,,,,,,,,,4,,64,0
63248,note_on,8,0,4,,,,,,,,,,,,,,,3,,76,0
63300,note_on,52,0,4,,,,,,,,,,,,,,,3,,76,105
63315,note_on,15,0,4,,,,,,,,,,,,,,,3,,74,0
63359,note_on,44,0,4,,,,,,,,,,,,,,,3,,76,0
63360,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
63360,note_on,0,0,5,,,,,,,,,,,,,,,4,,62,105
63360,note_on,1,0,4,,,,,,,,,,,,,,,3,,79,105
63420,note_on,60,0,4,,,,,,,,,,,,,,,3,,77,105
63435,note_on,15,0,4,,,,,,,,,,,,,,,3,,79,0
63480,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105
63480,note_on,45,0,4,,,,,,,,,,,,,,,3,,79,105
63480,note_on,120,0,5,,,,,,,,,,,,,,,4,,62,0
63495,note_on,15,0,4,,,,,,,,,,,,,,,3,,77,0
63508,note_on,13,0,4,,,,,,,,,,,,,,,3,,77,105
63515,note_on,7,0,4,,,,,,,,,,,,,,,3,,79,0
63540,note_on,25,0,4,,,,,,,,,,,,,,,3,,79,105
63548,note_on,8,0,4,,,,,,,,,,,,,,,3,,77,0
63568,note_on,20,0,4,,,,,,,,,,,,,,,3,,77,105
63575,note_on,7,0,4,,,,,,,,,,,,,,,3,,79,0
63600,note_on,25,0,4,,,,,,,,,,,,,,,3,,79,105
63600,note_on,120,0,5,,,,,,,,,,,,,,,4,,67,0
