tick,type,key,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
6239,note_on,,119,0,2,,,,,,,,1,,60,0
6239,note_on,,0,0,2,,,,,,,,1,,64,0
6240,note_on,,1,0,1,,,,,,,,0,,72,127
6240,note_on,,1,0,2,,,,,,,,1,,54,127
6270,note_on,,30,0,1,,,,,,,,0,,74,127
6270,note_on,,0,0,1,,,,,,,,0,,72,0
6300,note_on,,30,0,1,,,,,,,,0,,72,127
6300,note_on,,0,0,1,,,,,,,,0,,74,0
6330,note_on,,30,0,1,,,,,,,,0,,69,127
6330,note_on,,0,0,1,,,,,,,,0,,72,0
6360,note_on,,0,0,2,,,,,,,,1,,54,0
6360,note_on,,120,0,2,,,,,,,,1,,55,127
6360,note_on,,30,0,1,,,,,,,,0,,72,127
6360,note_on,,0,0,1,,,,,,,,0,,69,0
6390,note_on,,30,0,1,,,,,,,,0,,71,127
6390,note_on,,0,0,1,,,,,,,,0,,72,0
6420,note_on,,30,0,1,,,,,,,,0,,69,127
6420,note_on,,0,0,1,,,,,,,,0,,71,0
6450,note_on,,0,0,1,,,,,,,,0,,69,0
6450,note_on,,30,0,1,,,,,,,,0,,67,127
6480,note_on,,30,0,1,,,,,,,,0,,67,127
6480,note_on,,0,0,2,,,,,,,,1,,59,127
6480,note_on,,120,0,2,,,,,,,,1,,62,127
6480,note_on,,0,0,2,,,,,,,,1,,55,0
6480,note_on,,0,0,1,,,,,,,,0,,67,0
6505,note_on,,25,0,1,,,,,,,,0,,67,0
6505,note_on,,25,0,2,,,,,,,,1,,59,0
6505,note_on,,0,0,2,,,,,,,,1,,62,0
6540,note_on,,35,0,1,,,,,,,,0,,67,127
6540,note_on,,35,0,2,,,,,,,,1,,62,127
6540,note_on,,0,0,2,,,,,,,,1,,59,127
6565,note_on,,25,0,2,,,,,,,,1,,59,0
6565,note_on,,25,0,1,,,,,,,,0,,67,0
6565,note_on,,0,0,2,,,,,,,,1,,62,0
6600,note_on,,35,0,1,,,,,,,,0,,67,127
6600,note_on,,35,0,2,,,,,,,,1,,62,127
6600,note_on,,0,0,2,,,,,,,,1,,59,127
6719,note_on,,0,0,2,,,,,,,,1,,62,0
6719,note_on,,119,0,2,,,,,,,,1,,59,0
6719,note_on,,119,0,1,,,,,,,,0,,67,0
6720,note_on,,1,0,2,,,,,,,,1,,59,127
6720,note_on,,0,0,2,,,,,,,,1,,55,127
6720,note_on,,1,0,1,,,,,,,,0,,74,127
6750,note_on,,30,0,2,,,,,,,,1,,57,127
6750,note_on,,0,0,2,,,,,,,,1,,59,0
6750,note_on,,0,0,1,,,,,,,,0,,74,0
6750,note_on,,30,0,1,,,,,,,,0,,72,127
6780,note_on,,0,0,2,,,,,,,,1,,57,0
6780,note_on,,30,0,1,,,,,,,,0,,74,127
6780,note_on,,0,0,1,,,,,,,,0,,72,0
6780,note_on,,30,0,2,,,,,,,,1,,59,127
6810,note_on,,0,0,2,,,,,,,,1,,59,0
6810,note_on,,30,0,1,,,,,,,,0,,76,127
6810,note_on,,0,0,1,,,,,,,,0,,74,0
6810,note_on,,30,0,2,,,,,,,,1,,60,127
6840,note_on,,30,0,2,,,,,,,,1,,59,127
6840,note_on,,0,0,2,,,,,,,,1,,60,0
6840,note_on,,30,0,1,,,,,,,,0,,74,127
6840,note_on,,0,0,1,,,,,,,,0,,76,0
6865,note_on,,25,0,2,,,,,,,,1,,59,0
6865,note_on,,25,0,1,,,,,,,,0,,74,0
6900,note_on,,35,0,1,,,,,,,,0,,76,127
6900,note_on,,35,0,2,,,,,,,,1,,60,127
6925,note_on,,25,0,1,,,,,,,,0,,76,0
6925,note_on,,25,0,2,,,,,,,,1,,60,0
6959,note_on,,34,0,2,,,,,,,,1,,55,0
6960,note_on,,35,0,1,,,,,,,,0,,74,127
6960,note_on,,1,0,2,,,,,,,,1,,59,127
6960,note_on,,0,0,2,,,,,,,,1,,55,127
6990,note_on,,0,0,1,,,,,,,,0,,74,0
6990,note_on,,30,0,1,,,,,,,,0,,72,127
6990,note_on,,0,0,2,,,,,,,,1,,59,0
6990,note_on,,30,0,2,,,,,,,,1,,57,127
7020,note_on,,0,0,2,,,,,,,,1,,57,0
7020,note_on,,0,0,1,,,,,,,,0,,72,0
7020,note_on,,30,0,1,,,,,,,,0,,74,127
7020,note_on,,30,0,2,,,,,,,,1,,59,127
7050,note_on,,0,0,2,,,,,,,,1,,59,0
7050,note_on,,30,0,1,,,,,,,,0,,76,127
7050,note_on,,30,0,2,,,,,,,,1,,60,127
7050,note_on,,0,0,1,,,,,,,,0,,74,0
7080,note_on,,0,0,2,,,,,,,,1,,60,0
7080,note_on,,30,0,2,,,,,,,,1,,59,127
7080,note_on,,0,0,1,,,,,,,,0,,76,0
7080,note_on,,30,0,1,,,,,,,,0,,74,127
7105,note_on,,25,0,2,,,,,,,,1,,59,0
7105,note_on,,25,0,1,,,,,,,,0,,74,0
7140,note_on,,35,0,2,,,,,,,,1,,60,127
7140,note_on,,35,0,1,,,,,,,,0,,76,127
7165,note_on,,25,0,1,,,,,,,,0,,76,0
7165,note_on,,25,0,2,,,,,,,,1,,60,0
7199,note_on,,34,0,2,,,,,,,,1,,55,0
7200,note_on,,35,0,1,,,,,,,,0,,74,127
7200,note_on,,0,0,2,,,,,,,,1,,50,127
7200,note_on,,0,0,2,,,,,,,,1,,55,127
7200,note_on,,1,0,2,,,,,,,,1,,59,127
7290,note_on,,90,0,1,,,,,,,,0,,72,127
7290,note_on,,0,0,1,,,,,,,,0,,74,0
7319,note_on,,0,0,2,,,,,,,,1,,59,0
7319,note_on,,0,0,2,,,,,,,,1,,55,0
7319,note_on,,119,0,2,,,,,,,,1,,50,0
7320,note_on,,0,0,2,,,,,,,,1,,50,127
7320,note_on,,1,0,2,,,,,,,,1,,57,127
7320,note_on,,0,0,1,,,,,,,,0,,72,0
7320,note_on,,30,0,1,,,,,,,,0,,71,127
7345,note_on,,25,0,1,,,,,,,,0,,71,0
7380,note_on,,35,0,1,,,,,,,,0,,69,127
7405,note_on,,25,0,1,,,,,,,,0,,69,0
7439,note_on,,119,0,2,,,,,,,,1,,50,0
7439,note_on,,0,0,2,,,,,,,,1,,57,0
7440,note_on,,35,0,1,,,,,,,,0,,67,127
7440,note_on,,1,0,2,,,,,,,,1,,55,127
7559,note_on,,119,0,1,,,,,,,,0,,67,0
7559,note_on,,119,0,2,,,,,,,,1,,55,0
7560,note_on,,1,0,1,,,,,,,,0,,67,127
7560,note_on,,1,0,2,,,,,,,,1,,55,127
7679,note_on,,119,0,1,,,,,,,,0,,67,0
7679,note_on,,119,0,2,,,,,,,,1,,55,0
7679,end_of_track,,0,1,1,,,,,,,,,,,
7679,end_of_track,,0,1,2,,,,,,,,,,,
