tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,control,value,channel,program,note,velocity
19392,note_on,0,0,5,,,,,,,,,4,,79,92
19424,note_on,0,0,5,,,,,,,,,4,,79,0
19424,note_on,32,0,7,,,,,,,,,6,,59,0
19424,note_on,32,0,5,,,,,,,,,4,,74,0
19488,note_on,64,0,5,,,,,,,,,4,,72,92
19488,note_on,0,0,3,,,,,,,,,2,,60,108
19488,note_on,0,0,5,,,,,,,,,4,,79,92
19488,note_on,96,0,3,,,,,,,,,2,,62,0
19488,note_on,64,0,7,,,,,,,,,6,,57,92
19488,note_on,96,0,1,,,,,,,,,0,,74,0
19488,note_on,0,0,1,,,,,,,,,0,,76,108
19520,note_on,32,0,5,,,,,,,,,4,,72,0
19520,note_on,0,0,5,,,,,,,,,4,,79,0
19520,note_on,32,0,7,,,,,,,,,6,,57,0
19552,note_on,160,0,2,,,,,,,,,1,,67,0
19552,note_on,160,0,4,,,,,,,,,3,,55,0
19582,note_on,94,0,3,,,,,,,,,2,,60,0
19582,note_on,94,0,1,,,,,,,,,0,,76,0
19584,note_on,2,0,1,,,,,,,,,0,,77,108
19584,note_on,2,0,3,,,,,,,,,2,,59,108
19584,note_on,64,0,7,,,,,,,,,6,,55,92
19584,note_on,32,0,4,,,,,,,,,3,,55,108
19584,note_on,0,0,5,,,,,,,,,4,,79,92
19584,note_on,64,0,5,,,,,,,,,4,,71,92
19584,note_on,32,0,2,,,,,,,,,1,,67,108
19616,note_on,0,0,5,,,,,,,,,4,,79,0
19616,note_on,32,0,5,,,,,,,,,4,,71,0
19616,note_on,32,0,7,,,,,,,,,6,,55,0
19680,note_on,64,0,7,,,,,,,,,6,,57,92
19680,note_on,64,0,5,,,,,,,,,4,,72,92
19680,note_on,0,0,5,,,,,,,,,4,,79,92
19712,note_on,32,0,7,,,,,,,,,6,,57,0
19712,note_on,0,0,5,,,,,,,,,4,,79,0
19712,note_on,32,0,5,,,,,,,,,4,,72,0
19776,note_on,0,0,5,,,,,,,,,4,,79,92
19776,note_on,64,0,5,,,,,,,,,4,,71,92
19776,note_on,64,0,7,,,,,,,,,6,,55,92
19808,note_on,32,0,7,,,,,,,,,6,,55,0
19808,note_on,32,0,5,,,,,,,,,4,,71,0
19808,note_on,0,0,5,,,,,,,,,4,,79,0
19872,note_on,64,0,5,,,,,,,,,4,,69,92
19872,note_on,64,0,7,,,,,,,,,6,,53,92
19872,note_on,0,0,5,,,,,,,,,4,,79,92
19904,note_on,32,0,7,,,,,,,,,6,,53,0
19904,note_on,32,0,5,,,,,,,,,4,,69,0
19904,note_on,0,0,5,,,,,,,,,4,,79,0
19968,note_on,64,0,5,,,,,,,,,4,,79,92
19968,note_on,64,0,7,,,,,,,,,6,,52,92
19968,note_on,1024,0,6,,,,,,,,,5,,67,92
20000,note_on,32,0,6,,,,,,,,,5,,67,0
20000,note_on,32,0,7,,,,,,,,,6,,52,0
20064,note_on,64,0,6,,,,,,,,,5,,77,92
20064,note_on,64,0,7,,,,,,,,,6,,50,92
20096,note_on,32,0,7,,,,,,,,,6,,50,0
20096,note_on,32,0,6,,,,,,,,,5,,77,0
20110,note_on,526,0,3,,,,,,,,,2,,59,0
20112,note_on,528,0,4,,,,,,,,,3,,55,0
20112,note_on,528,0,2,,,,,,,,,1,,67,0
20112,note_on,2,0,3,,,,,,,,,2,,59,108
20112,note_on,144,0,5,,,,,,,,,4,,79,0
20112,note_on,0,0,5,,,,,,,,,4,,81,92
20112,note_on,528,0,1,,,,,,,,,0,,77,0
20136,note_on,24,0,5,,,,,,,,,4,,81,0
20136,note_on,0,0,5,,,,,,,,,4,,83,92
20158,note_on,46,0,3,,,,,,,,,2,,59,0
20160,note_on,48,0,1,,,,,,,,,0,,76,108
20160,note_on,0,0,5,,,,,,,,,4,,76,92
20160,note_on,64,0,7,,,,,,,,,6,,48,92
20160,note_on,48,0,2,,,,,,,,,1,,67,108
20160,note_on,48,0,4,,,,,,,,,3,,48,108
20160,note_on,2,0,3,,,,,,,,,2,,60,108
20160,note_on,24,0,5,,,,,,,,,4,,83,0
20160,note_on,0,0,5,,,,,,,,,4,,84,92
20254,note_on,0,0,5,,,,,,,,,4,,84,0
20254,note_on,94,0,5,,,,,,,,,4,,76,0
20254,note_on,94,0,7,,,,,,,,,6,,48,0
20256,note_on,2,0,5,,,,,,,,,4,,67,92
20256,note_on,0,0,5,,,,,,,,,4,,76,92
20256,note_on,2,0,7,,,,,,,,,6,,60,92
20320,note_on,160,0,2,,,,,,,,,1,,67,0
20320,note_on,160,0,4,,,,,,,,,3,,48,0
20320,note_on,160,0,3,,,,,,,,,2,,60,0
20320,note_on,160,0,1,,,,,,,,,0,,76,0
20350,note_on,94,0,7,,,,,,,,,6,,60,0
20352,note_on,32,0,1,,,,,,,,,0,,76,108
20352,note_on,32,0,2,,,,,,,,,1,,67,108
20352,note_on,2,0,7,,,,,,,,,6,,48,92
20416,note_on,160,0,5,,,,,,,,,4,,67,0
20416,note_on,0,0,5,,,,,,,,,4,,76,0
20446,note_on,94,0,7,,,,,,,,,6,,48,0
20448,note_on,2,0,7,,,,,,,,,6,,60,92
20448,note_on,0,0,5,,,,,,,,,4,,76,92
20448,note_on,32,0,5,,,,,,,,,4,,67,92
20512,note_on,160,0,2,,,,,,,,,1,,67,0
20512,note_on,160,0,1,,,,,,,,,0,,76,0
20542,note_on,94,0,7,,,,,,,,,6,,60,0
20544,note_on,32,0,1,,,,,,,,,0,,76,108
20544,note_on,32,0,2,,,,,,,,,1,,67,108
20544,note_on,2,0,7,,,,,,,,,6,,48,92
20608,note_on,160,0,5,,,,,,,,,4,,67,0
20608,note_on,0,0,5,,,,,,,,,4,,76,0
20638,note_on,94,0,7,,,,,,,,,6,,48,0
20640,note_on,2,0,7,,,,,,,,,6,,60,92
20640,note_on,32,0,5,,,,,,,,,4,,67,92
20640,note_on,0,0,5,,,,,,,,,4,,76,92
20704,note_on,160,0,1,,,,,,,,,0,,76,0
20704,note_on,160,0,2,,,,,,,,,1,,67,0
20734,note_on,0,0,5,,,,,,,,,4,,76,0
20734,note_on,94,0,7,,,,,,,,,6,,60,0
20734,note_on,94,0,5,,,,,,,,,4,,67,0
20736,note_on,0,0,5,,,,,,,,,4,,75,92
20736,note_on,2,0,5,,,,,,,,,4,,66,92
20736,note_on,2,0,7,,,,,,,,,6,,48,92
20736,note_on,32,0,1,,,,,,,,,0,,75,108
20736,note_on,32,0,2,,,,,,,,,1,,69,108
20830,note_on,94,0,7,,,,,,,,,6,,48,0
20830,note_on,94,0,5,,,,,,,,,4,,66,0
20830,note_on,0,0,5,,,,,,,,,4,,75,0
20832,note_on,2,0,7,,,,,,,,,6,,60,92
20832,note_on,0,0,5,,,,,,,,,4,,75,92
20832,note_on,2,0,5,,,,,,,,,4,,66,92
20926,note_on,94,0,7,,,,,,,,,6,,60,0
20928,note_on,608,0,3,,,,,,,,,2,,66,108
20928,note_on,2,0,7,,,,,,,,,6,,48,92
20928,note_on,608,0,4,,,,,,,,,3,,60,108
20992,note_on,160,0,5,,,,,,,,,4,,66,0
20992,note_on,0,0,5,,,,,,,,,4,,75,0
21022,note_on,94,0,7,,,,,,,,,6,,48,0
21024,note_on,0,0,5,,,,,,,,,4,,75,92
21024,note_on,32,0,5,,,,,,,,,4,,66,92
21024,note_on,2,0,7,,,,,,,,,6,,60,92
21088,note_on,160,0,3,,,,,,,,,2,,66,0
21088,note_on,160,0,4,,,,,,,,,3,,60,0
21118,note_on,94,0,7,,,,,,,,,6,,60,0
21120,note_on,32,0,4,,,,,,,,,3,,60,108
21120,note_on,32,0,3,,,,,,,,,2,,66,108
21120,note_on,2,0,7,,,,,,,,,6,,48,92
21184,note_on,160,0,5,,,,,,,,,4,,66,0
21184,note_on,0,0,5,,,,,,,,,4,,75,0
21214,note_on,94,0,7,,,,,,,,,6,,48,0
21216,note_on,2,0,7,,,,,,,,,6,,60,92
21216,note_on,32,0,5,,,,,,,,,4,,66,92
21216,note_on,0,0,5,,,,,,,,,4,,75,92
21264,note_on,528,0,2,,,,,,,,,1,,69,0
21264,note_on,528,0,1,,,,,,,,,0,,75,0
21280,note_on,160,0,4,,,,,,,,,3,,60,0
21280,note_on,160,0,3,,,,,,,,,2,,66,0
21310,note_on,94,0,7,,,,,,,,,6,,60,0
21310,note_on,0,0,5,,,,,,,,,4,,75,0
21310,note_on,94,0,5,,,,,,,,,4,,66,0
21312,note_on,2,0,5,,,,,,,,,4,,76,92
21312,note_on,32,0,3,,,,,,,,,2,,59,108
21312,note_on,48,0,2,,,,,,,,,1,,71,108
21312,note_on,2,0,7,,,,,,,,,6,,43,92
21312,note_on,32,0,4,,,,,,,,,3,,55,108
21312,note_on,48,0,1,,,,,,,,,0,,76,108
21312,note_on,1216,0,6,,,,,,,,,5,,67,92
21406,note_on,94,0,6,,,,,,,,,5,,67,0
21406,note_on,94,0,7,,,,,,,,,6,,43,0
21406,note_on,94,0,5,,,,,,,,,4,,76,0
21408,note_on,2,0,6,,,,,,,,,5,,67,92
21408,note_on,2,0,7,,,,,,,,,6,,55,92
21408,note_on,2,0,5,,,,,,,,,4,,71,92
21454,note_on,46,0,5,,,,,,,,,4,,71,0
21454,note_on,142,0,1,,,,,,,,,0,,76,0
21454,note_on,142,0,2,,,,,,,,,1,,71,0
21456,note_on,2,0,5,,,,,,,,,4,,76,92
21456,note_on,2,0,1,,,,,,,,,0,,76,108
21456,note_on,2,0,2,,,,,,,,,1,,71,108
21502,note_on,46,0,1,,,,,,,,,0,,76,0
21502,note_on,94,0,7,,,,,,,,,6,,55,0
21502,note_on,46,0,5,,,,,,,,,4,,76,0
21502,note_on,46,0,2,,,,,,,,,1,,71,0
21504,note_on,2,0,1,,,,,,,,,0,,79,108
21504,note_on,2,0,7,,,,,,,,,6,,43,92
21504,note_on,2,0,2,,,,,,,,,1,,71,108
21504,note_on,2,0,5,,,,,,,,,4,,79,92
21568,note_on,160,0,6,,,,,,,,,5,,67,0
21598,note_on,94,0,5,,,,,,,,,4,,79,0
21598,note_on,94,0,7,,,,,,,,,6,,43,0
21600,note_on,2,0,7,,,,,,,,,6,,55,92
21600,note_on,0,0,6,,,,,,,,,5,,76,92
21600,note_on,32,0,6,,,,,,,,,5,,71,92
21600,note_on,2,0,5,,,,,,,,,4,,76,92
21646,note_on,46,0,5,,,,,,,,,4,,76,0
21648,note_on,2,0,5,,,,,,,,,4,,79,92
21664,note_on,160,0,2,,,,,,,,,1,,71,0
21664,note_on,160,0,1,,,,,,,,,0,,79,0
21694,note_on,46,0,5,,,,,,,,,4,,79,0
21694,note_on,94,0,7,,,,,,,,,6,,55,0
21696,note_on,2,0,5,,,,,,,,,4,,83,92
21696,note_on,32,0,1,,,,,,,,,0,,76,108
21696,note_on,2,0,7,,,,,,,,,6,,43,92
21696,note_on,32,0,2,,,,,,,,,1,,67,108
21760,note_on,160,0,6,,,,,,,,,5,,71,0
21760,note_on,0,0,6,,,,,,,,,5,,76,0
21790,note_on,94,0,7,,,,,,,,,6,,43,0
21790,note_on,94,0,5,,,,,,,,,4,,83,0
21792,note_on,2,0,5,,,,,,,,,4,,83,92
21792,note_on,2,0,7,,,,,,,,,6,,55,92
21792,note_on,32,0,6,,,,,,,,,5,,71,92
21840,note_on,528,0,4,,,,,,,,,3,,55,0
21840,note_on,528,0,3,,,,,,,,,2,,59,0
21856,note_on,160,0,2,,,,,,,,,1,,67,0
21856,note_on,160,0,1,,,,,,,,,0,,76,0
21886,note_on,94,0,5,,,,,,,,,4,,83,0
21886,note_on,94,0,7,,,,,,,,,6,,55,0
21886,note_on,94,0,6,,,,,,,,,5,,71,0
21888,note_on,2,0,5,,,,,,,,,4,,64,92
21888,note_on,32,0,1,,,,,,,,,0,,73,108
21888,note_on,0,0,5,,,,,,,,,4,,73,92
21888,note_on,32,0,2,,,,,,,,,1,,67,108
21888,note_on,48,0,4,,,,,,,,,3,,58,108
21888,note_on,48,0,3,,,,,,,,,2,,64,108
21888,note_on,2,0,7,,,,,,,,,6,,46,92
21888,note_on,0,0,5,,,,,,,,,4,,67,92
21982,note_on,0,0,5,,,,,,,,,4,,73,0
21982,note_on,94,0,7,,,,,,,,,6,,46,0
21982,note_on,0,0,5,,,,,,,,,4,,67,0
21982,note_on,94,0,5,,,,,,,,,4,,64,0
21984,note_on,0,0,5,,,,,,,,,4,,67,92
21984,note_on,0,0,5,,,,,,,,,4,,73,92
21984,note_on,2,0,5,,,,,,,,,4,,64,92
21984,note_on,2,0,7,,,,,,,,,6,,58,92
22030,note_on,142,0,3,,,,,,,,,2,,64,0
22030,note_on,142,0,4,,,,,,,,,3,,58,0
22032,note_on,2,0,4,,,,,,,,,3,,58,108
22032,note_on,2,0,3,,,,,,,,,2,,64,108
22078,note_on,46,0,3,,,,,,,,,2,,64,0
22078,note_on,46,0,4,,,,,,,,,3,,58,0
22078,note_on,94,0,7,,,,,,,,,6,,58,0
22080,note_on,2,0,7,,,,,,,,,6,,46,92
22080,note_on,2,0,3,,,,,,,,,2,,64,108
22080,note_on,2,0,4,,,,,,,,,3,,58,108
22144,note_on,0,0,5,,,,,,,,,4,,73,0
22144,note_on,0,0,5,,,,,,,,,4,,67,0
22144,note_on,160,0,5,,,,,,,,,4,,64,0
22174,note_on,94,0,7,,,,,,,,,6,,46,0
22176,note_on,32,0,5,,,,,,,,,4,,64,92
22176,note_on,0,0,5,,,,,,,,,4,,67,92
22176,note_on,0,0,5,,,,,,,,,4,,73,92
22176,note_on,2,0,7,,,,,,,,,6,,58,92
22224,note_on,336,0,1,,,,,,,,,0,,73,0
22224,note_on,336,0,2,,,,,,,,,1,,67,0
22240,note_on,160,0,3,,,,,,,,,2,,64,0
22240,note_on,160,0,4,,,,,,,,,3,,58,0
22270,note_on,94,0,7,,,,,,,,,6,,58,0
22272,note_on,48,0,1,,,,,,,,,0,,73,108
22272,note_on,32,0,4,,,,,,,,,3,,58,108
22272,note_on,48,0,2,,,,,,,,,1,,67,108
22272,note_on,2,0,7,,,,,,,,,6,,46,92
22272,note_on,32,0,3,,,,,,,,,2,,64,108
22336,note_on,0,0,5,,,,,,,,,4,,73,0
22336,note_on,160,0,5,,,,,,,,,4,,64,0
22336,note_on,0,0,5,,,,,,,,,4,,67,0
22366,note_on,94,0,7,,,,,,,,,6,,46,0
22368,note_on,2,0,7,,,,,,,,,6,,58,92
22368,note_on,0,0,5,,,,,,,,,4,,67,92
22368,note_on,32,0,5,,,,,,,,,4,,64,92
22368,note_on,0,0,5,,,,,,,,,4,,73,92
22432,note_on,160,0,1,,,,,,,,,0,,73,0
22432,note_on,160,0,3,,,,,,,,,2,,64,0
22432,note_on,160,0,4,,,,,,,,,3,,58,0
22432,note_on,160,0,2,,,,,,,,,1,,67,0
22462,note_on,0,0,5,,,,,,,,,4,,73,0
22462,note_on,94,0,7,,,,,,,,,6,,58,0
22462,note_on,0,0,5,,,,,,,,,4,,67,0
22462,note_on,94,0,5,,,,,,,,,4,,64,0
22464,note_on,2,0,5,,,,,,,,,4,,74,92
22464,note_on,32,0,1,,,,,,,,,0,,74,108
22464,note_on,32,0,4,,,,,,,,,3,,53,108
22464,note_on,2,0,7,,,,,,,,,6,,41,92
22464,note_on,578,0,6,,,,,,,,,5,,69,92
22464,note_on,32,0,3,,,,,,,,,2,,57,108
22464,note_on,32,0,2,,,,,,,,,1,,69,108
22558,note_on,94,0,5,,,,,,,,,4,,74,0
22558,note_on,94,0,7,,,,,,,,,6,,41,0
22558,note_on,94,0,6,,,,,,,,,5,,69,0
22560,note_on,2,0,5,,,,,,,,,4,,69,92
22560,note_on,2,0,7,,,,,,,,,6,,53,92
22560,note_on,2,0,6,,,,,,,,,5,,65,92
22606,note_on,46,0,5,,,,,,,,,4,,69,0
22608,note_on,2,0,5,,,,,,,,,4,,74,92
22624,note_on,160,0,2,,,,,,,,,1,,69,0
22624,note_on,160,0,1,,,,,,,,,0,,74,0
22654,note_on,46,0,5,,,,,,,,,4,,74,0
22654,note_on,94,0,7,,,,,,,,,6,,53,0
22656,note_on,32,0,2,,,,,,,,,1,,69,108
22656,note_on,32,0,1,,,,,,,,,0,,77,108
22656,note_on,2,0,5,,,,,,,,,4,,77,92
22656,note_on,2,0,7,,,,,,,,,6,,41,92
22720,note_on,160,0,6,,,,,,,,,5,,65,0
22750,note_on,94,0,7,,,,,,,,,6,,41,0
22750,note_on,94,0,5,,,,,,,,,4,,77,0
22752,note_on,2,0,7,,,,,,,,,6,,53,92
22752,note_on,32,0,6,,,,,,,,,5,,69,92
22752,note_on,0,0,6,,,,,,,,,5,,74,92
22752,note_on,2,0,5,,,,,,,,,4,,74,92
22798,note_on,46,0,5,,,,,,,,,4,,74,0
22800,note_on,336,0,4,,,,,,,,,3,,53,0
22800,note_on,336,0,3,,,,,,,,,2,,57,0
22800,note_on,2,0,5,,,,,,,,,4,,77,92
22816,note_on,160,0,1,,,,,,,,,0,,77,0
22816,note_on,160,0,2,,,,,,,,,1,,69,0
22846,note_on,94,0,7,,,,,,,,,6,,53,0
22846,note_on,46,0,5,,,,,,,,,4,,77,0
22848,note_on,2,0,5,,,,,,,,,4,,81,92
22848,note_on,48,0,4,,,,,,,,,3,,53,108
22848,note_on,32,0,1,,,,,,,,,0,,74,108
22848,note_on,32,0,2,,,,,,,,,1,,65,108
22848,note_on,48,0,3,,,,,,,,,2,,57,108
22848,note_on,2,0,7,,,,,,,,,6,,41,92
22912,note_on,0,0,6,,,,,,,,,5,,74,0
22912,note_on,160,0,6,,,,,,,,,5,,69,0
22942,note_on,94,0,5,,,,,,,,,4,,81,0
22942,note_on,94,0,7,,,,,,,,,6,,41,0
22944,note_on,32,0,6,,,,,,,,,5,,69,92
22944,note_on,2,0,5,,,,,,,,,4,,81,92
22944,note_on,2,0,7,,,,,,,,,6,,53,92
23008,note_on,160,0,1,,,,,,,,,0,,74,0
23008,note_on,160,0,2,,,,,,,,,1,,65,0
23008,note_on,160,0,4,,,,,,,,,3,,53,0
23008,note_on,160,0,3,,,,,,,,,2,,57,0
23038,note_on,94,0,6,,,,,,,,,5,,69,0
23038,note_on,94,0,5,,,,,,,,,4,,81,0
23038,note_on,94,0,7,,,,,,,,,6,,53,0
23040,note_on,32,0,3,,,,,,,,,2,,62,108
23040,note_on,32,0,2,,,,,,,,,1,,65,108
23040,note_on,2,0,7,,,,,,,,,6,,44,92
23040,note_on,32,0,4,,,,,,,,,3,,56,108
23040,note_on,32,0,1,,,,,,,,,0,,71,108
23040,note_on,0,0,5,,,,,,,,,4,,71,92
23040,note_on,2,0,5,,,,,,,,,4,,62,92
23040,note_on,0,0,5,,,,,,,,,4,,65,92
23134,note_on,94,0,7,,,,,,,,,6,,44,0
23134,note_on,0,0,5,,,,,,,,,4,,71,0
23134,note_on,0,0,5,,,,,,,,,4,,65,0
23134,note_on,94,0,5,,,,,,,,,4,,62,0
23136,note_on,2,0,5,,,,,,,,,4,,62,92
23136,note_on,2,0,7,,,,,,,,,6,,56,92
23136,note_on,0,0,5,,,,,,,,,4,,71,92
23136,note_on,0,0,5,,,,,,,,,4,,65,92
23200,note_on,160,0,3,,,,,,,,,2,,62,0
23200,note_on,160,0,4,,,,,,,,,3,,56,0
23230,note_on,94,0,7,,,,,,,,,6,,56,0
23232,note_on,2,0,7,,,,,,,,,6,,44,92
23232,note_on,32,0,3,,,,,,,,,2,,62,108
23232,note_on,32,0,4,,,,,,,,,3,,56,108
23296,note_on,160,0,5,,,,,,,,,4,,62,0
23296,note_on,0,0,5,,,,,,,,,4,,65,0
23296,note_on,0,0,5,,,,,,,,,4,,71,0
23326,note_on,94,0,7,,,,,,,,,6,,44,0
23328,note_on,2,0,7,,,,,,,,,6,,56,92
23328,note_on,0,0,5,,,,,,,,,4,,65,92
23328,note_on,32,0,5,,,,,,,,,4,,62,92
23328,note_on,0,0,5,,,,,,,,,4,,71,92
23392,note_on,160,0,3,,,,,,,,,2,,62,0
23392,note_on,160,0,4,,,,,,,,,3,,56,0
23422,note_on,94,0,7,,,,,,,,,6,,56,0
23424,note_on,32,0,4,,,,,,,,,3,,56,108
23424,note_on,2,0,7,,,,,,,,,6,,44,92
23424,note_on,32,0,3,,,,,,,,,2,,62,108
23488,note_on,160,0,5,,,,,,,,,4,,62,0
23488,note_on,0,0,5,,,,,,,,,4,,65,0
23488,note_on,0,0,5,,,,,,,,,4,,71,0
23518,note_on,94,0,7,,,,,,,,,6,,44,0
23520,note_on,2,0,7,,,,,,,,,6,,56,92
23520,note_on,32,0,5,,,,,,,,,4,,62,92
23520,note_on,0,0,5,,,,,,,,,4,,65,92
23520,note_on,0,0,5,,,,,,,,,4,,71,92
23568,note_on,528,0,1,,,,,,,,,0,,71,0
23568,note_on,528,0,2,,,,,,,,,1,,65,0
23584,note_on,160,0,3,,,,,,,,,2,,62,0
23584,note_on,160,0,4,,,,,,,,,3,,56,0
23614,note_on,0,0,5,,,,,,,,,4,,71,0
23614,note_on,94,0,7,,,,,,,,,6,,56,0
23614,note_on,94,0,5,,,,,,,,,4,,62,0
23614,note_on,0,0,5,,,,,,,,,4,,65,0
23616,note_on,578,0,6,,,,,,,,,5,,60,92
23616,note_on,2,0,7,,,,,,,,,6,,39,92
23616,note_on,32,0,3,,,,,,,,,2,,55,108
23616,note_on,48,0,2,,,,,,,,,1,,67,108
23616,note_on,0,0,6,,,,,,,,,5,,67,92
23616,note_on,48,0,1,,,,,,,,,0,,72,108
23616,note_on,32,0,4,,,,,,,,,3,,51,108
23616,note_on,2,0,5,,,,,,,,,4,,72,92
23710,note_on,94,0,6,,,,,,,,,5,,60,0
23710,note_on,0,0,6,,,,,,,,,5,,67,0
23710,note_on,94,0,5,,,,,,,,,4,,72,0
23710,note_on,94,0,7,,,,,,,,,6,,39,0
23712,note_on,2,0,5,,,,,,,,,4,,67,92
23712,note_on,2,0,6,,,,,,,,,5,,67,92
23712,note_on,2,0,7,,,,,,,,,6,,51,92
23758,note_on,46,0,5,,,,,,,,,4,,67,0
23760,note_on,2,0,5,,,,,,,,,4,,72,92
23776,note_on,160,0,1,,,,,,,,,0,,72,0
23776,note_on,160,0,2,,,,,,,,,1,,67,0
23806,note_on,46,0,5,,,,,,,,,4,,72,0
23806,note_on,94,0,7,,,,,,,,,6,,51,0
23808,note_on,32,0,1,,,,,,,,,0,,72,108
23808,note_on,2,0,7,,,,,,,,,6,,39,92
23808,note_on,2,0,5,,,,,,,,,4,,75,92
23808,note_on,32,0,2,,,,,,,,,1,,67,108
23872,note_on,160,0,6,,,,,,,,,5,,67,0
23902,note_on,94,0,5,,,,,,,,,4,,75,0
23902,note_on,94,0,7,,,,,,,,,6,,39,0
23904,note_on,2,0,5,,,,,,,,,4,,72,92
23904,note_on,2,0,7,,,,,,,,,6,,51,92
23904,note_on,32,0,6,,,,,,,,,5,,67,92
23904,note_on,0,0,6,,,,,,,,,5,,72,92
23950,note_on,46,0,5,,,,,,,,,4,,72,0
23952,note_on,2,0,5,,,,,,,,,4,,75,92
23968,note_on,160,0,2,,,,,,,,,1,,67,0
23968,note_on,160,0,1,,,,,,,,,0,,72,0
23998,note_on,94,0,7,,,,,,,,,6,,51,0
23998,note_on,46,0,5,,,,,,,,,4,,75,0
24000,note_on,2,0,5,,,,,,,,,4,,79,92
24000,note_on,2,0,7,,,,,,,,,6,,39,92
24000,note_on,32,0,2,,,,,,,,,1,,67,108
24000,note_on,32,0,1,,,,,,,,,0,,79,108
24064,note_on,160,0,6,,,,,,,,,5,,67,0
24064,note_on,0,0,6,,,,,,,,,5,,72,0
24094,note_on,94,0,5,,,,,,,,,4,,79,0
24094,note_on,94,0,7,,,,,,,,,6,,39,0
24096,note_on,2,0,5,,,,,,,,,4,,79,92
24096,note_on,32,0,6,,,,,,,,,5,,67,92
24096,note_on,2,0,7,,,,,,,,,6,,51,92
24144,note_on,528,0,3,,,,,,,,,2,,55,0
24144,note_on,528,0,4,,,,,,,,,3,,51,0
24160,note_on,160,0,1,,,,,,,,,0,,79,0
24160,note_on,160,0,2,,,,,,,,,1,,67,0
24190,note_on,94,0,6,,,,,,,,,5,,67,0
24190,note_on,94,0,5,,,,,,,,,4,,79,0
24190,note_on,94,0,7,,,,,,,,,6,,51,0
24192,note_on,32,0,1,,,,,,,,,0,,78,108
24192,note_on,2,0,7,,,,,,,,,6,,38,92
24192,note_on,0,0,5,,,,,,,,,4,,78,92
24192,note_on,32,0,2,,,,,,,,,1,,69,108
24192,note_on,2,0,5,,,,,,,,,4,,69,92
24192,note_on,0,0,5,,,,,,,,,4,,74,92
24192,note_on,48,0,4,,,,,,,,,3,,50,108
24192,note_on,48,0,3,,,,,,,,,2,,50,108
24286,note_on,94,0,7,,,,,,,,,6,,38,0
24286,note_on,0,0,5,,,,,,,,,4,,78,0
24286,note_on,0,0,5,,,,,,,,,4,,74,0
24286,note_on,94,0,5,,,,,,,,,4,,69,0
24288,note_on,2,0,7,,,,,,,,,6,,50,92
24288,note_on,0,0,5,,,,,,,,,4,,74,92
24288,note_on,0,0,5,,,,,,,,,4,,78,92
24288,note_on,2,0,5,,,,,,,,,4,,69,92
24352,note_on,160,0,4,,,,,,,,,3,,50,0
24352,note_on,160,0,3,,,,,,,,,2,,50,0
24382,note_on,94,0,7,,,,,,,,,6,,50,0
24384,note_on,2,0,7,,,,,,,,,6,,38,92
24384,note_on,32,0,4,,,,,,,,,3,,50,108
24384,note_on,32,0,3,,,,,,,,,2,,62,108
24448,note_on,256,0,1,,,,,,,,,0,,78,0
24448,note_on,0,0,5,,,,,,,,,4,,74,0
24448,note_on,256,0,2,,,,,,,,,1,,69,0
24448,note_on,160,0,5,,,,,,,,,4,,69,0
24448,note_on,0,0,5,,,,,,,,,4,,78,0
24478,note_on,94,0,7,,,,,,,,,6,,38,0
24480,note_on,32,0,2,,,,,,,,,1,,69,108
24480,note_on,2,0,7,,,,,,,,,6,,50,92
24480,note_on,32,0,1,,,,,,,,,0,,78,108
24480,note_on,32,0,5,,,,,,,,,4,,69,92
24480,note_on,0,0,5,,,,,,,,,4,,74,92
24480,note_on,0,0,5,,,,,,,,,4,,78,92
24544,note_on,160,0,3,,,,,,,,,2,,62,0
24544,note_on,160,0,4,,,,,,,,,3,,50,0
24574,note_on,94,0,2,,,,,,,,,1,,69,0
24574,note_on,94,0,7,,,,,,,,,6,,50,0
24574,note_on,94,0,1,,,,,,,,,0,,78,0
24576,note_on,2,0,7,,,,,,,,,6,,38,92
24576,note_on,32,0,4,,,,,,,,,3,,50,108
24576,note_on,32,0,3,,,,,,,,,2,,62,108
24576,note_on,2,0,2,,,,,,,,,1,,69,108
24576,note_on,2,0,1,,,,,,,,,0,,78,108
24640,note_on,0,0,5,,,,,,,,,4,,78,0
24640,note_on,160,0,5,,,,,,,,,4,,69,0
24640,note_on,0,0,5,,,,,,,,,4,,74,0
24670,note_on,94,0,7,,,,,,,,,6,,38,0
24670,note_on,94,0,1,,,,,,,,,0,,78,0
24670,note_on,94,0,2,,,,,,,,,1,,69,0
24672,note_on,2,0,7,,,,,,,,,6,,50,92
24672,note_on,2,0,2,,,,,,,,,1,,69,108
24672,note_on,2,0,1,,,,,,,,,0,,78,108
24672,note_on,32,0,5,,,,,,,,,4,,69,92
24672,note_on,0,0,5,,,,,,,,,4,,74,92
24672,note_on,0,0,5,,,,,,,,,4,,78,92
24736,note_on,160,0,4,,,,,,,,,3,,50,0
24736,note_on,160,0,3,,,,,,,,,2,,62,0
24766,note_on,94,0,2,,,,,,,,,1,,69,0
24766,note_on,94,0,5,,,,,,,,,4,,69,0
24766,note_on,94,0,1,,,,,,,,,0,,78,0
24766,note_on,94,0,7,,,,,,,,,6,,50,0
24766,note_on,0,0,5,,,,,,,,,4,,74,0
