tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,pitch,note,velocity
78680,note_on,200,0,2,,,,,,,,,1,,,65,0
78680,note_on,0,0,2,,,,,,,,,1,,,58,0
78680,note_on,200,0,7,,,,,,,,,6,,,46,0
78680,note_on,200,0,6,,,,,,,,,5,,,58,0
78680,note_on,200,0,8,,,,,,,,,7,,,34,0
78680,note_on,200,0,4,,,,,,,,,3,,,80,0
78680,note_on,0,0,1,,,,,,,,,0,,,70,0
78680,note_on,0,0,4,,,,,,,,,3,,,70,0
78680,note_on,200,0,1,,,,,,,,,0,,,77,0
78700,note_on,100,0,5,,,,,,,,,4,,,77,0
78720,note_on,0,0,1,,,,,,,,,0,,,75,86
78720,note_on,40,0,1,,,,,,,,,0,,,79,86
78720,note_on,0,0,2,,,,,,,,,1,,,63,86
78720,note_on,40,0,6,,,,,,,,,5,,,63,86
78720,note_on,20,0,5,,,,,,,,,4,,,75,86
78720,note_on,40,0,7,,,,,,,,,6,,,51,86
78720,note_on,40,0,8,,,,,,,,,7,,,39,86
78720,note_on,0,0,4,,,,,,,,,3,,,70,86
78720,note_on,40,0,4,,,,,,,,,3,,,79,86
78720,note_on,40,0,2,,,,,,,,,1,,,67,86
78820,note_on,100,0,5,,,,,,,,,4,,,75,0
78840,note_on,20,0,5,,,,,,,,,4,,,82,86
78920,note_on,200,0,2,,,,,,,,,1,,,67,0
78920,note_on,0,0,2,,,,,,,,,1,,,63,0
78920,note_on,0,0,1,,,,,,,,,0,,,75,0
78920,note_on,200,0,1,,,,,,,,,0,,,79,0
78940,note_on,100,0,5,,,,,,,,,4,,,82,0
78960,note_on,40,0,1,,,,,,,,,0,,,70,86
78960,note_on,20,0,5,,,,,,,,,4,,,79,86
78960,note_on,40,0,2,,,,,,,,,1,,,58,86
79060,note_on,100,0,5,,,,,,,,,4,,,79,0
79060,note_on,100,0,2,,,,,,,,,1,,,58,0
79080,note_on,20,0,5,,,,,,,,,4,,,75,86
79080,note_on,20,0,2,,,,,,,,,1,,,58,86
79120,note_on,400,0,6,,,,,,,,,5,,,63,0
79120,note_on,0,0,4,,,,,,,,,3,,,70,0
79120,note_on,400,0,7,,,,,,,,,6,,,51,0
79120,note_on,400,0,4,,,,,,,,,3,,,79,0
79120,note_on,400,0,8,,,,,,,,,7,,,39,0
79160,note_on,200,0,1,,,,,,,,,0,,,70,0
79180,note_on,100,0,2,,,,,,,,,1,,,58,0
79180,note_on,100,0,5,,,,,,,,,4,,,75,0
79200,note_on,20,0,5,,,,,,,,,4,,,70,86
79200,note_on,20,0,2,,,,,,,,,1,,,58,86
79200,note_on,40,0,1,,,,,,,,,0,,,70,86
79300,note_on,100,0,5,,,,,,,,,4,,,70,0
79320,note_on,20,0,5,,,,,,,,,4,,,70,86
79400,note_on,200,0,2,,,,,,,,,1,,,58,0
79400,note_on,200,0,1,,,,,,,,,0,,,70,0
79420,note_on,100,0,5,,,,,,,,,4,,,70,0
79440,note_on,40,0,2,,,,,,,,,1,,,58,86
79440,note_on,320,0,6,,,,,,,,,5,,,58,86
79440,note_on,20,0,5,,,,,,,,,4,,,74,86
79440,note_on,40,0,1,,,,,,,,,0,,,70,86
79440,note_on,320,0,4,,,,,,,,,3,,,77,86
79440,note_on,320,0,8,,,,,,,,,7,,,34,86
79440,note_on,320,0,7,,,,,,,,,6,,,46,86
79440,note_on,0,0,4,,,,,,,,,3,,,70,86
79540,note_on,100,0,5,,,,,,,,,4,,,74,0
79560,note_on,20,0,5,,,,,,,,,4,,,70,86
79640,note_on,0,0,4,,,,,,,,,3,,,70,0
79640,note_on,200,0,8,,,,,,,,,7,,,34,0
79640,note_on,200,0,1,,,,,,,,,0,,,70,0
79640,note_on,200,0,2,,,,,,,,,1,,,58,0
79640,note_on,200,0,7,,,,,,,,,6,,,46,0
79640,note_on,200,0,4,,,,,,,,,3,,,77,0
79640,note_on,200,0,6,,,,,,,,,5,,,58,0
79660,note_on,100,0,5,,,,,,,,,4,,,70,0
79680,note_on,0,0,1,,,,,,,,,0,,,75,86
79680,note_on,40,0,7,,,,,,,,,6,,,51,86
79680,note_on,20,0,5,,,,,,,,,4,,,75,86
79680,note_on,40,0,1,,,,,,,,,0,,,79,86
79680,note_on,40,0,6,,,,,,,,,5,,,63,86
79680,note_on,40,0,4,,,,,,,,,3,,,75,86
79680,note_on,0,0,4,,,,,,,,,3,,,67,86
79680,note_on,40,0,8,,,,,,,,,7,,,39,86
79680,note_on,40,0,2,,,,,,,,,1,,,67,86
79680,note_on,0,0,2,,,,,,,,,1,,,63,86
79780,note_on,100,0,5,,,,,,,,,4,,,75,0
79800,note_on,20,0,5,,,,,,,,,4,,,70,86
79880,note_on,200,0,8,,,,,,,,,7,,,39,0
79880,note_on,200,0,2,,,,,,,,,1,,,67,0
79880,note_on,200,0,6,,,,,,,,,5,,,63,0
79880,note_on,200,0,7,,,,,,,,,6,,,51,0
79880,note_on,0,0,4,,,,,,,,,3,,,67,0
79880,note_on,0,0,1,,,,,,,,,0,,,75,0
79880,note_on,200,0,1,,,,,,,,,0,,,79,0
79880,note_on,0,0,2,,,,,,,,,1,,,63,0
79880,note_on,200,0,4,,,,,,,,,3,,,75,0
79900,note_on,100,0,5,,,,,,,,,4,,,70,0
79920,note_on,40,0,7,,,,,,,,,6,,,51,86
79920,note_on,0,0,2,,,,,,,,,1,,,63,86
79920,note_on,0,0,4,,,,,,,,,3,,,67,86
79920,note_on,40,0,4,,,,,,,,,3,,,75,86
79920,note_on,40,0,1,,,,,,,,,0,,,79,86
79920,note_on,40,0,8,,,,,,,,,7,,,39,86
79920,note_on,40,0,6,,,,,,,,,5,,,63,86
79920,note_on,20,0,5,,,,,,,,,4,,,75,86
79920,note_on,0,0,1,,,,,,,,,0,,,75,86
79920,note_on,40,0,2,,,,,,,,,1,,,67,86
80020,note_on,100,0,5,,,,,,,,,4,,,75,0
80040,note_on,20,0,5,,,,,,,,,4,,,70,86
80120,note_on,200,0,8,,,,,,,,,7,,,39,0
80120,note_on,200,0,1,,,,,,,,,0,,,79,0
80120,note_on,200,0,7,,,,,,,,,6,,,51,0
80120,note_on,0,0,1,,,,,,,,,0,,,75,0
80120,note_on,0,0,2,,,,,,,,,1,,,63,0
80120,note_on,200,0,4,,,,,,,,,3,,,75,0
80120,note_on,0,0,4,,,,,,,,,3,,,67,0
80120,note_on,200,0,2,,,,,,,,,1,,,67,0
80120,note_on,200,0,6,,,,,,,,,5,,,63,0
80140,note_on,100,0,5,,,,,,,,,4,,,70,0
80160,note_on,40,0,8,,,,,,,,,7,,,34,86
80160,note_on,40,0,4,,,,,,,,,3,,,77,86
80160,note_on,40,0,7,,,,,,,,,6,,,46,86
80160,note_on,20,0,5,,,,,,,,,4,,,74,86
80160,note_on,0,0,4,,,,,,,,,3,,,70,86
80160,note_on,40,0,2,,,,,,,,,1,,,65,86
80160,note_on,0,0,1,,,,,,,,,0,,,70,86
80160,note_on,40,0,1,,,,,,,,,0,,,77,86
80160,note_on,40,0,6,,,,,,,,,5,,,58,86
80160,note_on,0,0,2,,,,,,,,,1,,,58,86
80260,note_on,100,0,5,,,,,,,,,4,,,74,0
80280,note_on,20,0,5,,,,,,,,,4,,,70,86
80360,note_on,200,0,4,,,,,,,,,3,,,77,0
80360,note_on,0,0,4,,,,,,,,,3,,,70,0
80360,note_on,200,0,8,,,,,,,,,7,,,34,0
80360,note_on,0,0,2,,,,,,,,,1,,,58,0
80360,note_on,200,0,2,,,,,,,,,1,,,65,0
80360,note_on,200,0,7,,,,,,,,,6,,,46,0
80360,note_on,200,0,6,,,,,,,,,5,,,58,0
80360,note_on,200,0,1,,,,,,,,,0,,,77,0
80360,note_on,0,0,1,,,,,,,,,0,,,70,0
80380,note_on,100,0,5,,,,,,,,,4,,,70,0
80400,note_on,40,0,7,,,,,,,,,6,,,46,86
80400,note_on,40,0,6,,,,,,,,,5,,,58,86
80400,note_on,40,0,1,,,,,,,,,0,,,77,86
80400,note_on,0,0,1,,,,,,,,,0,,,70,86
80400,note_on,0,0,4,,,,,,,,,3,,,70,86
80400,note_on,40,0,4,,,,,,,,,3,,,77,86
80400,note_on,40,0,8,,,,,,,,,7,,,34,86
80400,note_on,20,0,5,,,,,,,,,4,,,74,86
80400,note_on,40,0,2,,,,,,,,,1,,,65,86
80400,note_on,0,0,2,,,,,,,,,1,,,58,86
80500,note_on,100,0,5,,,,,,,,,4,,,74,0
80520,note_on,20,0,5,,,,,,,,,4,,,70,86
80600,note_on,200,0,7,,,,,,,,,6,,,46,0
80600,note_on,0,0,4,,,,,,,,,3,,,70,0
80600,note_on,200,0,8,,,,,,,,,7,,,34,0
80600,note_on,200,0,2,,,,,,,,,1,,,65,0
80600,note_on,200,0,6,,,,,,,,,5,,,58,0
80600,note_on,0,0,2,,,,,,,,,1,,,58,0
80600,note_on,200,0,1,,,,,,,,,0,,,77,0
80600,note_on,0,0,1,,,,,,,,,0,,,70,0
80600,note_on,200,0,4,,,,,,,,,3,,,77,0
80620,note_on,100,0,5,,,,,,,,,4,,,70,0
80640,note_on,40,0,8,,,,,,,,,7,,,39,86
80640,note_on,20,0,5,,,,,,,,,4,,,75,86
80640,note_on,0,0,5,,,,,,,,,4,,,67,86
80640,note_on,40,0,2,,,,,,,,,1,,,63,86
80640,note_on,0,0,2,,,,,,,,,1,,,55,86
80640,note_on,0,0,1,,,,,,,,,0,,,67,86
80640,note_on,40,0,7,,,,,,,,,6,,,51,86
80640,note_on,40,0,4,,,,,,,,,3,,,75,86
80640,note_on,0,0,4,,,,,,,,,3,,,67,86
80640,note_on,40,0,1,,,,,,,,,0,,,75,86
80640,note_on,40,0,6,,,,,,,,,5,,,63,86
81040,note_on,0,0,2,,,,,,,,,1,,,55,0
81040,note_on,400,0,2,,,,,,,,,1,,,63,0
81040,note_on,0,0,1,,,,,,,,,0,,,67,0
81040,note_on,0,0,5,,,,,,,,,4,,,67,0
81040,note_on,400,0,6,,,,,,,,,5,,,63,0
81040,note_on,400,0,5,,,,,,,,,4,,,75,0
81040,note_on,0,0,4,,,,,,,,,3,,,67,0
81040,note_on,400,0,4,,,,,,,,,3,,,75,0
81040,note_on,400,0,8,,,,,,,,,7,,,39,0
81040,note_on,400,0,7,,,,,,,,,6,,,51,0
81040,note_on,400,0,1,,,,,,,,,0,,,75,0
81120,note_on,80,0,2,,,,,,,,,1,,,63,86
81120,note_on,0,0,2,,,,,,,,,1,,,51,86
81120,note_on,80,0,5,,,,,,,,,4,,,79,86
81120,note_on,0,0,5,,,,,,,,,4,,,70,86
81120,note_on,0,0,1,,,,,,,,,0,,,70,86
81120,note_on,0,0,5,,,,,,,,,4,,,63,86
81120,note_on,80,0,4,,,,,,,,,3,,,79,86
81120,note_on,0,0,4,,,,,,,,,3,,,70,86
81120,note_on,0,0,4,,,,,,,,,3,,,63,86
81120,note_on,80,0,1,,,,,,,,,0,,,79,86
81120,note_on,80,0,6,,,,,,,,,5,,,63,86
81120,note_on,80,0,8,,,,,,,,,7,,,39,86
81120,note_on,80,0,7,,,,,,,,,6,,,51,86
81520,note_on,0,0,2,,,,,,,,,1,,,51,0
81520,note_on,0,0,1,,,,,,,,,0,,,70,0
81520,note_on,400,0,1,,,,,,,,,0,,,79,0
81520,note_on,400,0,4,,,,,,,,,3,,,79,0
81520,note_on,0,0,4,,,,,,,,,3,,,70,0
81520,note_on,0,0,4,,,,,,,,,3,,,63,0
81520,note_on,400,0,6,,,,,,,,,5,,,63,0
81520,note_on,400,0,2,,,,,,,,,1,,,63,0
81520,note_on,400,0,8,,,,,,,,,7,,,39,0
81520,note_on,400,0,5,,,,,,,,,4,,,79,0
81520,note_on,0,0,5,,,,,,,,,4,,,70,0
81520,note_on,0,0,5,,,,,,,,,4,,,63,0
81520,note_on,400,0,7,,,,,,,,,6,,,51,0
81600,note_on,80,0,7,,,,,,,,,6,,,51,86
81600,note_on,0,0,2,,,,,,,,,1,,,51,86
81600,note_on,80,0,5,,,,,,,,,4,,,63,86
81600,note_on,0,0,5,,,,,,,,,4,,,55,86
81600,note_on,80,0,6,,,,,,,,,5,,,63,86
81600,note_on,0,0,4,,,,,,,,,3,,,55,86
81600,note_on,80,0,2,,,,,,,,,1,,,63,86
81600,note_on,80,0,8,,,,,,,,,7,,,39,86
81600,note_on,80,0,1,,,,,,,,,0,,,75,86
81600,note_on,80,0,4,,,,,,,,,3,,,63,86
81600,note_on,0,0,1,,,,,,,,,0,,,67,86
82000,note_on,400,0,1,,,,,,,,,0,,,75,0
82000,note_on,400,0,6,,,,,,,,,5,,,63,0
82000,note_on,0,0,1,,,,,,,,,0,,,67,0
82000,note_on,0,0,4,,,,,,,,,3,,,55,0
82000,note_on,0,0,5,,,,,,,,,4,,,55,0
82000,note_on,400,0,5,,,,,,,,,4,,,63,0
82000,note_on,400,0,7,,,,,,,,,6,,,51,0
82000,note_on,400,0,8,,,,,,,,,7,,,39,0
82000,note_on,0,0,2,,,,,,,,,1,,,51,0
82000,note_on,400,0,4,,,,,,,,,3,,,63,0
82000,note_on,400,0,2,,,,,,,,,1,,,63,0
82560,note_on,80800,0,3,,,,,,,,,2,,,63,88
82560,note_on,560,0,8,,,,,,,,,7,,,39,64
82560,note_on,560,0,7,,,,,,,,,6,,,51,64
82800,note_on,800,0,6,,,,,,,,,5,,,58,64
82800,note_on,800,0,5,,,,,,,,,4,,,55,64
82800,note_on,800,0,4,,,,,,,,,3,,,63,64
82960,note_on,400,0,8,,,,,,,,,7,,,39,0
82960,note_on,400,0,7,,,,,,,,,6,,,51,0
83000,note_on,200,0,5,,,,,,,,,4,,,55,0
83000,note_on,200,0,4,,,,,,,,,3,,,63,0
83000,note_on,200,0,6,,,,,,,,,5,,,58,0
83040,note_on,40,0,5,,,,,,,,,4,,,55,64
83040,note_on,40,0,6,,,,,,,,,5,,,58,64
83040,note_on,40,0,4,,,,,,,,,3,,,63,64
83240,note_on,200,0,5,,,,,,,,,4,,,55,0
83240,note_on,200,0,6,,,,,,,,,5,,,58,0
83240,note_on,200,0,4,,,,,,,,,3,,,63,0
83280,note_on,40,0,5,,,,,,,,,4,,,55,64
83280,note_on,40,0,6,,,,,,,,,5,,,58,64
83280,note_on,40,0,4,,,,,,,,,3,,,63,64
83480,note_on,200,0,5,,,,,,,,,4,,,55,0
83480,note_on,200,0,6,,,,,,,,,5,,,58,0
83480,note_on,200,0,4,,,,,,,,,3,,,63,0
83520,note_on,40,0,6,,,,,,,,,5,,,58,64
83520,note_on,40,0,4,,,,,,,,,3,,,63,64
83520,note_on,40,0,5,,,,,,,,,4,,,55,64
83720,note_on,200,0,4,,,,,,,,,3,,,63,0
83720,note_on,200,0,6,,,,,,,,,5,,,58,0
83720,note_on,200,0,5,,,,,,,,,4,,,55,0
83760,note_on,40,0,4,,,,,,,,,3,,,63,64
83760,note_on,40,0,6,,,,,,,,,5,,,58,64
83760,note_on,40,0,5,,,,,,,,,4,,,55,64
83960,note_on,200,0,5,,,,,,,,,4,,,55,0
83960,note_on,200,0,6,,,,,,,,,5,,,58,0
83960,note_on,200,0,4,,,,,,,,,3,,,63,0
84000,note_on,40,0,6,,,,,,,,,5,,,58,64
84000,note_on,40,0,4,,,,,,,,,3,,,63,64
84000,note_on,40,0,5,,,,,,,,,4,,,55,64
84190,note_on,1630,0,3,,,,,,,,,2,,,63,0
84200,note_on,200,0,4,,,,,,,,,3,,,63,0
84200,note_on,200,0,6,,,,,,,,,5,,,58,0
84200,note_on,200,0,5,,,,,,,,,4,,,55,0
84240,note_on,40,0,4,,,,,,,,,3,,,63,64
84240,note_on,40,0,6,,,,,,,,,5,,,58,64
84240,note_on,40,0,5,,,,,,,,,4,,,55,64
84440,note_on,200,0,6,,,,,,,,,5,,,58,0
84440,note_on,200,0,5,,,,,,,,,4,,,55,0
84440,note_on,200,0,4,,,,,,,,,3,,,63,0
84480,note_on,1520,0,7,,,,,,,,,6,,,51,64
84480,note_on,290,0,3,,,,,,,,,2,,,67,88
84480,note_on,1520,0,8,,,,,,,,,7,,,39,64
84720,note_on,280,0,6,,,,,,,,,5,,,58,64
84720,note_on,280,0,5,,,,,,,,,4,,,55,64
84720,note_on,280,0,4,,,,,,,,,3,,,63,64
84880,note_on,400,0,8,,,,,,,,,7,,,39,0
84880,note_on,400,0,7,,,,,,,,,6,,,51,0
84920,note_on,200,0,5,,,,,,,,,4,,,55,0
84920,note_on,200,0,6,,,,,,,,,5,,,58,0
84920,note_on,200,0,4,,,,,,,,,3,,,63,0
84960,note_on,40,0,5,,,,,,,,,4,,,55,64
84960,note_on,40,0,6,,,,,,,,,5,,,58,64
84960,note_on,40,0,4,,,,,,,,,3,,,63,64
85160,note_on,200,0,4,,,,,,,,,3,,,63,0
85160,note_on,200,0,6,,,,,,,,,5,,,58,0
85160,note_on,200,0,5,,,,,,,,,4,,,55,0
85200,note_on,40,0,6,,,,,,,,,5,,,58,64
85200,note_on,40,0,4,,,,,,,,,3,,,63,64
85200,note_on,40,0,5,,,,,,,,,4,,,55,64
85400,note_on,200,0,6,,,,,,,,,5,,,58,0
85400,note_on,200,0,5,,,,,,,,,4,,,55,0
85400,note_on,200,0,4,,,,,,,,,3,,,63,0
85440,note_on,40,0,5,,,,,,,,,4,,,55,64
85440,note_on,40,0,4,,,,,,,,,3,,,63,64
85440,note_on,40,0,6,,,,,,,,,5,,,58,64
85640,note_on,200,0,5,,,,,,,,,4,,,55,0
85640,note_on,200,0,4,,,,,,,,,3,,,63,0
85640,note_on,200,0,6,,,,,,,,,5,,,58,0
85680,note_on,40,0,4,,,,,,,,,3,,,63,64
85680,note_on,40,0,6,,,,,,,,,5,,,58,64
85680,note_on,40,0,5,,,,,,,,,4,,,55,64
85880,note_on,200,0,4,,,,,,,,,3,,,63,0
85880,note_on,200,0,5,,,,,,,,,4,,,55,0
85880,note_on,200,0,6,,,,,,,,,5,,,58,0
85920,note_on,40,0,4,,,,,,,,,3,,,63,64
85920,note_on,40,0,5,,,,,,,,,4,,,55,64
85920,note_on,40,0,6,,,,,,,,,5,,,58,64
86110,note_on,1630,0,3,,,,,,,,,2,,,67,0
86120,note_on,200,0,5,,,,,,,,,4,,,55,0
86120,note_on,200,0,6,,,,,,,,,5,,,58,0
86120,note_on,200,0,4,,,,,,,,,3,,,63,0
86160,note_on,40,0,6,,,,,,,,,5,,,58,64
86160,note_on,40,0,5,,,,,,,,,4,,,55,64
86160,note_on,40,0,4,,,,,,,,,3,,,63,64
86360,note_on,200,0,5,,,,,,,,,4,,,55,0
86360,note_on,200,0,4,,,,,,,,,3,,,63,0
86360,note_on,200,0,6,,,,,,,,,5,,,58,0
86400,note_on,1520,0,8,,,,,,,,,7,,,39,64
86400,note_on,1520,0,7,,,,,,,,,6,,,51,64
86400,note_on,290,0,3,,,,,,,,,2,,,70,88
86640,note_on,280,0,6,,,,,,,,,5,,,58,64
86640,note_on,280,0,5,,,,,,,,,4,,,55,64
86640,note_on,280,0,4,,,,,,,,,3,,,63,64
86800,note_on,400,0,7,,,,,,,,,6,,,51,0
86800,note_on,400,0,8,,,,,,,,,7,,,39,0
86840,note_on,200,0,5,,,,,,,,,4,,,55,0
86840,note_on,200,0,6,,,,,,,,,5,,,58,0
86840,note_on,200,0,4,,,,,,,,,3,,,63,0
86880,note_on,40,0,4,,,,,,,,,3,,,63,64
86880,note_on,40,0,5,,,,,,,,,4,,,55,64
86880,note_on,40,0,6,,,,,,,,,5,,,58,64
87080,note_on,200,0,5,,,,,,,,,4,,,55,0
87080,note_on,200,0,4,,,,,,,,,3,,,63,0
87080,note_on,200,0,6,,,,,,,,,5,,,58,0
87120,note_on,40,0,4,,,,,,,,,3,,,63,64
87120,note_on,40,0,5,,,,,,,,,4,,,55,64
87120,note_on,40,0,6,,,,,,,,,5,,,58,64
87210,note_on,810,0,3,,,,,,,,,2,,,70,0
87320,note_on,200,0,5,,,,,,,,,4,,,55,0
87320,note_on,200,0,6,,,,,,,,,5,,,58,0
87320,note_on,200,0,4,,,,,,,,,3,,,63,0
87360,note_on,40,0,4,,,,,,,,,3,,,63,64
87360,note_on,150,0,3,,,,,,,,,2,,,68,88
87360,note_on,40,0,6,,,,,,,,,5,,,58,64
87360,note_on,40,0,5,,,,,,,,,4,,,55,64
87560,note_on,200,0,6,,,,,,,,,5,,,58,0
87560,note_on,200,0,5,,,,,,,,,4,,,55,0
87560,note_on,200,0,4,,,,,,,,,3,,,63,0
87600,note_on,40,0,4,,,,,,,,,3,,,63,64
87600,note_on,40,0,6,,,,,,,,,5,,,58,64
87600,note_on,0,0,3,,,,,,,,,2,,,67,88
87600,note_on,240,0,3,,,,,,,,,2,,,68,0
87600,note_on,40,0,5,,,,,,,,,4,,,55,64
87800,note_on,200,0,5,,,,,,,,,4,,,55,0
87800,note_on,200,0,6,,,,,,,,,5,,,58,0
87800,note_on,200,0,4,,,,,,,,,3,,,63,0
87840,note_on,40,0,5,,,,,,,,,4,,,55,64
87840,note_on,40,0,6,,,,,,,,,5,,,58,64
87840,note_on,0,0,3,,,,,,,,,2,,,65,88
87840,note_on,240,0,3,,,,,,,,,2,,,67,0
87840,note_on,40,0,4,,,,,,,,,3,,,63,64
88040,note_on,200,0,4,,,,,,,,,3,,,63,0
88040,note_on,200,0,6,,,,,,,,,5,,,58,0
88040,note_on,200,0,5,,,,,,,,,4,,,55,0
88080,note_on,40,0,5,,,,,,,,,4,,,55,64
88080,note_on,0,0,3,,,,,,,,,2,,,63,88
88080,note_on,240,0,3,,,,,,,,,2,,,65,0
88080,note_on,40,0,6,,,,,,,,,5,,,58,64
88080,note_on,40,0,4,,,,,,,,,3,,,63,64
88280,note_on,200,0,5,,,,,,,,,4,,,55,0
88280,note_on,200,0,6,,,,,,,,,5,,,58,0
88280,note_on,200,0,4,,,,,,,,,3,,,63,0
88320,note_on,1520,0,8,,,,,,,,,7,,,38,64
88320,note_on,40,0,5,,,,,,,,,4,,,56,64
88320,note_on,40,0,6,,,,,,,,,5,,,58,64
88320,note_on,240,0,3,,,,,,,,,2,,,63,0
88320,note_on,0,0,3,,,,,,,,,2,,,65,88
88320,note_on,1520,0,7,,,,,,,,,6,,,50,64
88320,note_on,40,0,4,,,,,,,,,3,,,65,64
88520,note_on,200,0,5,,,,,,,,,4,,,56,0
88520,note_on,200,0,6,,,,,,,,,5,,,58,0
88520,note_on,200,0,4,,,,,,,,,3,,,65,0
88560,note_on,40,0,6,,,,,,,,,5,,,58,64
88560,note_on,40,0,5,,,,,,,,,4,,,56,64
88560,note_on,40,0,4,,,,,,,,,3,,,65,64
88760,note_on,200,0,6,,,,,,,,,5,,,58,0
88760,note_on,200,0,5,,,,,,,,,4,,,56,0
88760,note_on,200,0,4,,,,,,,,,3,,,65,0
88800,note_on,40,0,6,,,,,,,,,5,,,58,64
88800,note_on,40,0,5,,,,,,,,,4,,,56,64
88800,note_on,0,0,8,,,,,,,,,7,,,34,64
88800,note_on,480,0,8,,,,,,,,,7,,,38,0
88800,note_on,480,0,7,,,,,,,,,6,,,50,0
88800,note_on,0,0,7,,,,,,,,,6,,,46,64
88800,note_on,40,0,4,,,,,,,,,3,,,62,64
89000,note_on,200,0,5,,,,,,,,,4,,,56,0
89000,note_on,200,0,4,,,,,,,,,3,,,62,0
89000,note_on,200,0,6,,,,,,,,,5,,,58,0
89040,note_on,40,0,5,,,,,,,,,4,,,56,64
89040,note_on,720,0,3,,,,,,,,,2,,,65,0
89040,note_on,40,0,4,,,,,,,,,3,,,62,64
89040,note_on,0,0,3,,,,,,,,,2,,,67,88
89040,note_on,40,0,6,,,,,,,,,5,,,58,64
89160,note_on,120,0,3,,,,,,,,,2,,,67,0
89160,note_on,0,0,3,,,,,,,,,2,,,68,88
89240,note_on,200,0,4,,,,,,,,,3,,,62,0
89240,note_on,200,0,5,,,,,,,,,4,,,56,0
89240,note_on,200,0,6,,,,,,,,,5,,,58,0
89280,note_on,120,0,3,,,,,,,,,2,,,68,0
89280,note_on,0,0,8,,,,,,,,,7,,,39,64
89280,note_on,40,0,5,,,,,,,,,4,,,55,64
89280,note_on,480,0,8,,,,,,,,,7,,,34,0
89280,note_on,0,0,3,,,,,,,,,2,,,67,88
89280,note_on,40,0,4,,,,,,,,,3,,,63,64
89280,note_on,40,0,6,,,,,,,,,5,,,58,64
89280,note_on,480,0,7,,,,,,,,,6,,,46,0
89280,note_on,0,0,7,,,,,,,,,6,,,51,64
89480,note_on,200,0,5,,,,,,,,,4,,,55,0
89480,note_on,200,0,4,,,,,,,,,3,,,63,0
89480,note_on,200,0,6,,,,,,,,,5,,,58,0
89520,note_on,40,0,4,,,,,,,,,3,,,63,64
89520,note_on,40,0,6,,,,,,,,,5,,,51,64
89520,note_on,40,0,5,,,,,,,,,4,,,55,64
89680,note_on,400,0,7,,,,,,,,,6,,,51,0
89680,note_on,400,0,8,,,,,,,,,7,,,39,0
89680,note_on,400,0,3,,,,,,,,,2,,,67,0
89760,note_on,240,0,5,,,,,,,,,4,,,55,0
89760,note_on,0,0,5,,,,,,,,,4,,,56,64
89760,note_on,0,0,4,,,,,,,,,3,,,62,64
89760,note_on,240,0,4,,,,,,,,,3,,,63,0
89760,note_on,0,0,6,,,,,,,,,5,,,53,64
89760,note_on,240,0,6,,,,,,,,,5,,,51,0
90000,note_on,0,0,6,,,,,,,,,5,,,55,64
90000,note_on,240,0,6,,,,,,,,,5,,,53,0
90000,note_on,0,0,5,,,,,,,,,4,,,58,64
90000,note_on,240,0,5,,,,,,,,,4,,,56,0
90000,note_on,240,0,4,,,,,,,,,3,,,62,0
90000,note_on,0,0,4,,,,,,,,,3,,,61,64
90240,note_on,240,0,6,,,,,,,,,5,,,55,0
90240,note_on,560,0,3,,,,,,,,,2,,,60,88
90240,note_on,0,0,6,,,,,,,,,5,,,56,64
90240,note_on,560,0,8,,,,,,,,,7,,,44,64
90240,note_on,0,0,5,,,,,,,,,4,,,60,64
90240,note_on,240,0,5,,,,,,,,,4,,,58,0
90240,note_on,240,0,4,,,,,,,,,3,,,61,0
90240,note_on,0,0,4,,,,,,,,,3,,,60,64
90240,note_on,560,0,7,,,,,,,,,6,,,56,64
90440,note_on,200,0,5,,,,,,,,,4,,,60,0
90440,note_on,200,0,6,,,,,,,,,5,,,56,0
90480,note_on,0,0,4,,,,,,,,,3,,,63,64
90480,note_on,240,0,4,,,,,,,,,3,,,60,0
90480,note_on,40,0,5,,,,,,,,,4,,,60,64
90480,note_on,40,0,6,,,,,,,,,5,,,56,64
90640,note_on,400,0,8,,,,,,,,,7,,,44,0
90640,note_on,400,0,7,,,,,,,,,6,,,56,0
90680,note_on,200,0,5,,,,,,,,,4,,,60,0
90680,note_on,200,0,6,,,,,,,,,5,,,56,0
90720,note_on,240,0,4,,,,,,,,,3,,,63,0
90720,note_on,40,0,5,,,,,,,,,4,,,60,64
90720,note_on,0,0,4,,,,,,,,,3,,,63,64
90720,note_on,40,0,6,,,,,,,,,5,,,56,64
90840,note_on,120,0,4,,,,,,,,,3,,,63,0
90850,note_on,610,0,3,,,,,,,,,2,,,60,0
90920,note_on,200,0,5,,,,,,,,,4,,,60,0
90920,note_on,200,0,6,,,,,,,,,5,,,56,0
90960,note_on,40,0,6,,,,,,,,,5,,,56,64
90960,note_on,110,0,3,,,,,,,,,2,,,63,88
90960,note_on,120,0,4,,,,,,,,,3,,,63,64
90960,note_on,40,0,5,,,,,,,,,4,,,60,64
91080,note_on,120,0,4,,,,,,,,,3,,,63,0
91160,note_on,200,0,5,,,,,,,,,4,,,60,0
91160,note_on,200,0,3,,,,,,,,,2,,,63,0
91160,note_on,200,0,6,,,,,,,,,5,,,56,0
91200,note_on,40,0,3,,,,,,,,,2,,,68,88
91200,note_on,40,0,6,,,,,,,,,5,,,56,64
