tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,pitch,note,velocity
60480,note_on,,,,,48,0,2,,,,,1,,,,62,51
60624,note_off,,,,,144,0,1,,,,,0,,,,83,100
60624,note_off,,,,,144,0,2,,,,,1,,,,62,100
60672,note_on,,,,,48,0,1,,,,,0,,,,79,51
60672,note_on,,,,,48,0,2,,,,,1,,,,59,51
60816,note_off,,,,,144,0,2,,,,,1,,,,59,100
60864,note_on,,,,,48,0,2,,,,,1,,,,62,51
61008,note_off,,,,,144,0,2,,,,,1,,,,62,100
61056,note_on,,,,,48,0,2,,,,,1,,,,59,51
61200,note_off,,,,,144,0,2,,,,,1,,,,59,100
61200,note_off,,,,,528,0,1,,,,,0,,,,79,100
61248,note_on,,,,,48,0,2,,,,,1,,,,62,51
61392,note_off,,,,,144,0,2,,,,,1,,,,62,100
61440,note_on,,,,,240,0,1,,,,,0,,,,81,51
61440,note_on,,,,,48,0,2,,,,,1,,,,60,51
61584,note_off,,,,,144,0,2,,,,,1,,,,60,100
61584,note_off,,,,,144,0,1,,,,,0,,,,81,100
61632,note_on,,,,,48,0,1,,,,,0,,,,83,51
61632,note_on,,,,,48,0,2,,,,,1,,,,62,51
61776,note_off,,,,,144,0,1,,,,,0,,,,83,100
61776,note_off,,,,,144,0,2,,,,,1,,,,62,100
61824,note_on,,,,,48,0,1,,,,,0,,,,84,51
61824,note_on,,,,,48,0,2,,,,,1,,,,60,51
61968,note_off,,,,,144,0,2,,,,,1,,,,60,100
61968,note_off,,,,,144,0,1,,,,,0,,,,84,100
62016,note_on,,,,,48,0,1,,,,,0,,,,81,51
62016,note_on,,,,,48,0,2,,,,,1,,,,62,51
62160,note_off,,,,,144,0,1,,,,,0,,,,81,100
62160,note_off,,,,,144,0,2,,,,,1,,,,62,100
62208,note_on,,,,,48,0,1,,,,,0,,,,78,51
62208,note_on,,,,,48,0,2,,,,,1,,,,57,51
62352,note_off,,,,,144,0,2,,,,,1,,,,57,100
62400,note_on,,,,,48,0,2,,,,,1,,,,62,51
62544,note_off,,,,,144,0,2,,,,,1,,,,62,100
62592,note_on,,,,,48,0,2,,,,,1,,,,57,51
62736,note_off,,,,,528,0,1,,,,,0,,,,78,100
62736,note_off,,,,,144,0,2,,,,,1,,,,57,100
62784,note_on,,,,,48,0,2,,,,,1,,,,62,51
62928,note_off,,,,,144,0,2,,,,,1,,,,62,100
62976,note_on,,,,,240,0,1,,,,,0,,,,79,51
62976,note_on,,,,,48,0,2,,,,,1,,,,59,51
63068,note_off,,,,,92,0,1,,,,,0,,,,79,100
63072,note_on,,,,,4,0,1,,,,,0,,,,78,51
63120,note_off,,,,,144,0,2,,,,,1,,,,59,100
63168,note_on,,,,,48,0,2,,,,,1,,,,62,51
63260,note_off,,,,,188,0,1,,,,,0,,,,78,100
63312,note_off,,,,,144,0,2,,,,,1,,,,62,100
63360,note_on,,,,,48,0,2,,,,,1,,,,55,51
63360,note_on,,,,,100,0,1,,,,,0,,,,76,51
63452,note_off,,,,,92,0,1,,,,,0,,,,76,100
63456,note_on,,,,,4,0,1,,,,,0,,,,74,51
63504,note_off,,,,,144,0,2,,,,,1,,,,55,100
63552,note_on,,,,,48,0,2,,,,,1,,,,62,51
63644,note_off,,,,,188,0,1,,,,,0,,,,74,100
63696,note_off,,,,,144,0,2,,,,,1,,,,62,100
63744,note_on,,,,,48,0,2,,,,,1,,,,57,51
63744,note_on,,,,,100,0,1,,,,,0,,,,71,51
63836,note_off,,,,,92,0,1,,,,,0,,,,71,100
63840,note_on,,,,,4,0,1,,,,,0,,,,72,51
63888,note_off,,,,,144,0,2,,,,,1,,,,57,100
63936,note_on,,,,,48,0,2,,,,,1,,,,62,51
64028,note_off,,,,,188,0,1,,,,,0,,,,72,100
64080,note_off,,,,,144,0,2,,,,,1,,,,62,100
64128,note_on,,,,,48,0,2,,,,,1,,,,54,51
64272,note_off,,,,,144,0,2,,,,,1,,,,54,100
64320,note_on,,,,,48,0,2,,,,,1,,,,62,51
64464,note_off,,,,,144,0,2,,,,,1,,,,62,100
64512,note_on,,,,,48,0,2,,,,,1,,,,55,51
64512,note_on,,,,,484,0,1,,,,,0,,,,72,51
64604,note_off,,,,,92,0,1,,,,,0,,,,72,100
64608,note_on,,,,,4,0,1,,,,,0,,,,71,51
64656,note_off,,,,,144,0,2,,,,,1,,,,55,100
64704,note_on,,,,,48,0,2,,,,,1,,,,62,51
64796,note_off,,,,,188,0,1,,,,,0,,,,71,100
64848,note_off,,,,,144,0,2,,,,,1,,,,62,100
64896,note_on,,,,,48,0,2,,,,,1,,,,52,51
64896,note_on,,,,,100,0,1,,,,,0,,,,69,51
64988,note_off,,,,,92,0,1,,,,,0,,,,69,100
64992,note_on,,,,,4,0,1,,,,,0,,,,67,51
65040,note_off,,,,,144,0,2,,,,,1,,,,52,100
65088,note_on,,,,,48,0,2,,,,,1,,,,61,51
65180,note_off,,,,,188,0,1,,,,,0,,,,67,100
65232,note_off,,,,,144,0,2,,,,,1,,,,61,100
65280,note_on,,,,,100,0,1,,,,,0,,,,76,51
65280,note_on,,,,,48,0,2,,,,,1,,,,50,51
65372,note_off,,,,,92,0,1,,,,,0,,,,76,100
65376,note_on,,,,,4,0,1,,,,,0,,,,74,51
65424,note_off,,,,,144,0,2,,,,,1,,,,50,100
65472,note_on,,,,,48,0,2,,,,,1,,,,62,51
65564,note_off,,,,,188,0,1,,,,,0,,,,74,100
65616,note_off,,,,,144,0,2,,,,,1,,,,62,100
65664,note_on,,,,,48,0,2,,,,,1,,,,48,51
65808,note_off,,,,,144,0,2,,,,,1,,,,48,100
65856,note_on,,,,,48,0,2,,,,,1,,,,60,51
66000,note_off,,,,,144,0,2,,,,,1,,,,60,100
66048,note_on,,,,,484,0,1,,,,,0,,,,86,72
66048,note_on,,,,,48,0,2,,,,,1,,,,47,72
66048,note_on,,,,,0,0,1,,,,,0,,,,74,72
66140,note_off,,,,,92,0,2,,,,,1,,,,47,100
66144,note_on,,,,,4,0,2,,,,,1,,,,55,72
66236,note_off,,,,,92,0,2,,,,,1,,,,55,100
66240,note_on,,,,,4,0,2,,,,,1,,,,54,72
66332,note_off,,,,,92,0,2,,,,,1,,,,54,100
66336,note_on,,,,,4,0,2,,,,,1,,,,55,72
66428,note_off,,,,,92,0,2,,,,,1,,,,55,100
66432,note_on,,,,,4,0,2,,,,,1,,,,57,72
66524,note_off,,,,,92,0,2,,,,,1,,,,57,100
66528,note_on,,,,,4,0,2,,,,,1,,,,55,72
66620,note_off,,,,,92,0,2,,,,,1,,,,55,100
66624,note_on,,,,,4,0,2,,,,,1,,,,54,72
66716,note_off,,,,,92,0,2,,,,,1,,,,54,100
66720,note_on,,,,,4,0,2,,,,,1,,,,55,72
66812,note_off,,,,,92,0,2,,,,,1,,,,55,100
66812,note_off,,,,,0,0,1,,,,,0,,,,74,100
66812,note_off,,,,,764,0,1,,,,,0,,,,86,100
66816,note_on,,,,,4,0,2,,,,,1,,,,47,72
66816,note_on,,,,,4,0,1,,,,,0,,,,84,72
66960,note_off,,,,,144,0,1,,,,,0,,,,84,100
67008,note_on,,,,,48,0,1,,,,,0,,,,83,72
67152,note_off,,,,,144,0,1,,,,,0,,,,83,100
67196,note_off,,,,,380,0,2,,,,,1,,,,47,100
67200,note_on,,,,,48,0,1,,,,,0,,,,81,72
67344,note_off,,,,,144,0,1,,,,,0,,,,81,100
67392,note_on,,,,,48,0,1,,,,,0,,,,79,72
67536,note_off,,,,,144,0,1,,,,,0,,,,79,100
67584,note_on,,,,,48,0,1,,,,,0,,,,88,72
67584,note_on,,,,,388,0,2,,,,,1,,,,48,72
67584,note_on,,,,,0,0,1,,,,,0,,,,76,72
67676,note_off,,,,,92,0,2,,,,,1,,,,48,100
67680,note_on,,,,,4,0,2,,,,,1,,,,55,72
67772,note_off,,,,,92,0,2,,,,,1,,,,55,100
67776,note_on,,,,,4,0,2,,,,,1,,,,54,72
67868,note_off,,,,,92,0,2,,,,,1,,,,54,100
67872,note_on,,,,,4,0,2,,,,,1,,,,55,72
67964,note_off,,,,,92,0,2,,,,,1,,,,55,100
67968,note_on,,,,,4,0,2,,,,,1,,,,57,72
68060,note_off,,,,,92,0,2,,,,,1,,,,57,100
68064,note_on,,,,,4,0,2,,,,,1,,,,55,72
68156,note_off,,,,,92,0,2,,,,,1,,,,55,100
68160,note_on,,,,,4,0,2,,,,,1,,,,54,72
68252,note_off,,,,,92,0,2,,,,,1,,,,54,100
68256,note_on,,,,,4,0,2,,,,,1,,,,55,72
68348,note_off,,,,,92,0,2,,,,,1,,,,55,100
68348,note_off,,,,,764,0,1,,,,,0,,,,88,100
68348,note_off,,,,,0,0,1,,,,,0,,,,76,100
68352,note_on,,,,,4,0,2,,,,,1,,,,48,72
68352,note_on,,,,,4,0,1,,,,,0,,,,86,72
68496,note_off,,,,,144,0,1,,,,,0,,,,86,100
68544,note_on,,,,,48,0,1,,,,,0,,,,84,72
68688,note_off,,,,,144,0,1,,,,,0,,,,84,100
68732,note_off,,,,,380,0,2,,,,,1,,,,48,100
68736,note_on,,,,,48,0,1,,,,,0,,,,83,72
68880,note_off,,,,,144,0,1,,,,,0,,,,83,100
68928,note_on,,,,,48,0,1,,,,,0,,,,81,72
69072,note_off,,,,,144,0,1,,,,,0,,,,81,100
69120,note_on,,,,,48,0,1,,,,,0,,,,83,51
69120,note_on,,,,,388,0,2,,,,,1,,,,50,51
69212,note_off,,,,,92,0,1,,,,,0,,,,83,100
69216,note_on,,,,,4,0,1,,,,,0,,,,84,51
69264,note_off,,,,,144,0,2,,,,,1,,,,50,100
69308,note_off,,,,,92,0,1,,,,,0,,,,84,100
69312,note_on,,,,,48,0,2,,,,,1,,,,55,51
69312,note_on,,,,,4,0,1,,,,,0,,,,86,51
69404,note_off,,,,,92,0,1,,,,,0,,,,86,100
69408,note_on,,,,,4,0,1,,,,,0,,,,83,51
69456,note_off,,,,,144,0,2,,,,,1,,,,55,100
69500,note_off,,,,,92,0,1,,,,,0,,,,83,100
69504,note_on,,,,,4,0,1,,,,,0,,,,79,51
69504,note_on,,,,,48,0,2,,,,,1,,,,59,51
69648,note_off,,,,,144,0,2,,,,,1,,,,59,100
69692,note_off,,,,,188,0,1,,,,,0,,,,79,100
69696,note_on,,,,,48,0,2,,,,,1,,,,55,51
69840,note_off,,,,,144,0,2,,,,,1,,,,55,100
69888,note_on,,,,,48,0,2,,,,,1,,,,50,51
69888,note_on,,,,,196,0,1,,,,,0,,,,81,51
69980,note_off,,,,,92,0,1,,,,,0,,,,81,100
69984,note_on,,,,,4,0,1,,,,,0,,,,83,51
70032,note_off,,,,,144,0,2,,,,,1,,,,50,100
70076,note_off,,,,,92,0,1,,,,,0,,,,83,100
70080,note_on,,,,,48,0,2,,,,,1,,,,57,51
70080,note_on,,,,,4,0,1,,,,,0,,,,84,51
70172,note_off,,,,,92,0,1,,,,,0,,,,84,100
70176,note_on,,,,,4,0,1,,,,,0,,,,81,51
70224,note_off,,,,,144,0,2,,,,,1,,,,57,100
70268,note_off,,,,,92,0,1,,,,,0,,,,81,100
70272,note_on,,,,,4,0,1,,,,,0,,,,78,51
70272,note_on,,,,,48,0,2,,,,,1,,,,60,51
70416,note_off,,,,,144,0,2,,,,,1,,,,60,100
70460,note_off,,,,,188,0,1,,,,,0,,,,78,100
70464,note_on,,,,,48,0,2,,,,,1,,,,57,51
70608,note_off,,,,,144,0,2,,,,,1,,,,57,100
70656,note_on,,,,,48,0,2,,,,,1,,,,48,72
70656,note_on,,,,,0,0,1,,,,,0,,,,74,72
70656,note_on,,,,,196,0,1,,,,,0,,,,86,72
70748,note_off,,,,,92,0,2,,,,,1,,,,48,100
70752,note_on,,,,,4,0,2,,,,,1,,,,55,51
70844,note_off,,,,,92,0,2,,,,,1,,,,55,100
70848,note_on,,,,,4,0,2,,,,,1,,,,54,51
70940,note_off,,,,,92,0,2,,,,,1,,,,54,100
70944,note_on,,,,,4,0,2,,,,,1,,,,55,51
71036,note_off,,,,,92,0,2,,,,,1,,,,55,100
71040,note_on,,,,,4,0,2,,,,,1,,,,57,51
71132,note_off,,,,,92,0,2,,,,,1,,,,57,100
71136,note_on,,,,,4,0,2,,,,,1,,,,55,51
71228,note_off,,,,,92,0,2,,,,,1,,,,55,100
71232,note_on,,,,,4,0,2,,,,,1,,,,54,51
71324,note_off,,,,,92,0,2,,,,,1,,,,54,100
71328,note_on,,,,,4,0,2,,,,,1,,,,55,51
71420,note_off,,,,,764,0,1,,,,,0,,,,86,100
71420,note_off,,,,,0,0,1,,,,,0,,,,74,100
71420,note_off,,,,,92,0,2,,,,,1,,,,55,100
71424,note_on,,,,,4,0,1,,,,,0,,,,84,72
71424,note_on,,,,,4,0,2,,,,,1,,,,47,51
71516,note_off,,,,,92,0,1,,,,,0,,,,84,100
71520,note_on,,,,,4,0,1,,,,,0,,,,86,72
71612,note_off,,,,,92,0,1,,,,,0,,,,86,100
71616,note_on,,,,,4,0,1,,,,,0,,,,84,72
71708,note_off,,,,,92,0,1,,,,,0,,,,84,100
71712,note_on,,,,,4,0,1,,,,,0,,,,83,72
71804,note_off,,,,,92,0,1,,,,,0,,,,83,100
71804,note_off,,,,,380,0,2,,,,,1,,,,47,100
71808,note_on,,,,,4,0,1,,,,,0,,,,81,72
71900,note_off,,,,,92,0,1,,,,,0,,,,81,100
71904,note_on,,,,,4,0,1,,,,,0,,,,83,72
71996,note_off,,,,,92,0,1,,,,,0,,,,83,100
72000,note_on,,,,,4,0,1,,,,,0,,,,81,72
72092,note_off,,,,,92,0,1,,,,,0,,,,81,100
72096,note_on,,,,,4,0,1,,,,,0,,,,79,72
72188,note_off,,,,,92,0,1,,,,,0,,,,79,100
72192,note_on,,,,,0,0,1,,,,,0,,,,76,72
72192,note_on,,,,,4,0,1,,,,,0,,,,88,72
72192,note_on,,,,,388,0,2,,,,,1,,,,48,51
72284,note_off,,,,,92,0,2,,,,,1,,,,48,100
72288,note_on,,,,,4,0,2,,,,,1,,,,55,51
72380,note_off,,,,,92,0,2,,,,,1,,,,55,100
72384,note_on,,,,,4,0,2,,,,,1,,,,54,51
72476,note_off,,,,,92,0,2,,,,,1,,,,54,100
72480,note_on,,,,,4,0,2,,,,,1,,,,55,51
72572,note_off,,,,,92,0,2,,,,,1,,,,55,100
72576,note_on,,,,,4,0,2,,,,,1,,,,57,51
72668,note_off,,,,,92,0,2,,,,,1,,,,57,100
72672,note_on,,,,,4,0,2,,,,,1,,,,55,51
72764,note_off,,,,,92,0,2,,,,,1,,,,55,100
72768,note_on,,,,,4,0,2,,,,,1,,,,54,51
72860,note_off,,,,,92,0,2,,,,,1,,,,54,100
72864,note_on,,,,,4,0,2,,,,,1,,,,55,51
72956,note_off,,,,,92,0,2,,,,,1,,,,55,100
72956,note_off,,,,,0,0,1,,,,,0,,,,76,100
72956,note_off,,,,,764,0,1,,,,,0,,,,88,100
72960,note_on,,,,,4,0,2,,,,,1,,,,48,51
72960,note_on,,,,,4,0,1,,,,,0,,,,86,72
73052,note_off,,,,,92,0,1,,,,,0,,,,86,100
73056,note_on,,,,,4,0,1,,,,,0,,,,88,72
73148,note_off,,,,,92,0,1,,,,,0,,,,88,100
73152,note_on,,,,,4,0,1,,,,,0,,,,86,72
73244,note_off,,,,,92,0,1,,,,,0,,,,86,100
73248,note_on,,,,,4,0,1,,,,,0,,,,84,72
73340,note_off,,,,,92,0,1,,,,,0,,,,84,100
73340,note_off,,,,,380,0,2,,,,,1,,,,48,100
73344,note_on,,,,,4,0,1,,,,,0,,,,83,72
73436,note_off,,,,,92,0,1,,,,,0,,,,83,100
73440,note_on,,,,,4,0,1,,,,,0,,,,84,72
73532,note_off,,,,,92,0,1,,,,,0,,,,84,100
73536,note_on,,,,,4,0,1,,,,,0,,,,83,72
73628,note_off,,,,,92,0,1,,,,,0,,,,83,100
73632,note_on,,,,,4,0,1,,,,,0,,,,81,72
73724,note_off,,,,,92,0,1,,,,,0,,,,81,100
73728,note_on,,,,,4,0,1,,,,,0,,,,83,51
73728,note_on,,,,,0,0,1,,,,,0,,,,62,51
73872,note_off,,,,,144,0,1,,,,,0,,,,83,100
73872,note_off,,,,,0,0,1,,,,,0,,,,62,100
73920,note_on,,,,,48,0,1,,,,,0,,,,79,51
73920,note_on,,,,,0,0,1,,,,,0,,,,67,51
74064,note_off,,,,,144,0,1,,,,,0,,,,79,100
74064,note_off,,,,,0,0,1,,,,,0,,,,67,100
74112,note_on,,,,,0,0,1,,,,,0,,,,84,77
74112,note_on,,,,,48,0,1,,,,,0,,,,64,51
74256,note_off,,,,,144,0,1,,,,,0,,,,64,100
74304,note_on,,,,,48,0,1,,,,,0,,,,67,51
74448,note_off,,,,,144,0,1,,,,,0,,,,67,100
74492,note_off,,,,,44,0,1,,,,,0,,,,84,100
74496,note_on,,,,,4,0,1,,,,,0,,,,83,51
74496,note_on,,,,,0,0,1,,,,,0,,,,62,51
74640,note_off,,,,,144,0,1,,,,,0,,,,83,100
74640,note_off,,,,,0,0,1,,,,,0,,,,62,100
74688,note_on,,,,,48,0,1,,,,,0,,,,79,51
74688,note_on,,,,,0,0,1,,,,,0,,,,67,51
74832,note_off,,,,,144,0,1,,,,,0,,,,79,100
74832,note_off,,,,,0,0,1,,,,,0,,,,67,100
74880,note_on,,,,,48,0,1,,,,,0,,,,88,77
74880,note_on,,,,,0,0,1,,,,,0,,,,60,51
75024,note_off,,,,,144,0,1,,,,,0,,,,60,100
75072,note_on,,,,,48,0,1,,,,,0,,,,67,51
75216,note_off,,,,,144,0,1,,,,,0,,,,67,100
75260,note_off,,,,,44,0,1,,,,,0,,,,88,100
75264,note_on,,,,,4,0,1,,,,,0,,,,86,51
75264,note_on,,,,,0,0,1,,,,,0,,,,59,51
75408,note_off,,,,,144,0,1,,,,,0,,,,86,100
75408,note_off,,,,,0,0,1,,,,,0,,,,59,100
75456,note_on,,,,,48,0,1,,,,,0,,,,79,51
75456,note_on,,,,,0,0,1,,,,,0,,,,67,51
75600,note_off,,,,,0,0,1,,,,,0,,,,67,100
75600,note_off,,,,,144,0,1,,,,,0,,,,79,100
75648,note_on,,,,,48,0,1,,,,,0,,,,84,77
75648,note_on,,,,,0,0,1,,,,,0,,,,64,51
75792,note_off,,,,,144,0,1,,,,,0,,,,64,100
75840,note_on,,,,,48,0,1,,,,,0,,,,67,51
75984,note_off,,,,,144,0,1,,,,,0,,,,67,100
76028,note_off,,,,,44,0,1,,,,,0,,,,84,100
76032,note_on,,,,,4,0,1,,,,,0,,,,83,51
76032,note_on,,,,,0,0,1,,,,,0,,,,62,51
76176,note_off,,,,,144,0,1,,,,,0,,,,83,100
76176,note_off,,,,,0,0,1,,,,,0,,,,62,100
76224,note_on,,,,,48,0,1,,,,,0,,,,79,51
76224,note_on,,,,,0,0,1,,,,,0,,,,67,51
76368,note_off,,,,,144,0,1,,,,,0,,,,79,100
76368,note_off,,,,,0,0,1,,,,,0,,,,67,100
76416,note_on,,,,,48,0,1,,,,,0,,,,88,77
76416,note_on,,,,,0,0,1,,,,,0,,,,60,51
76560,note_off,,,,,144,0,1,,,,,0,,,,60,100
76608,note_on,,,,,48,0,1,,,,,0,,,,67,51
76752,note_off,,,,,144,0,1,,,,,0,,,,67,100
76796,note_off,,,,,44,0,1,,,,,0,,,,88,100
76800,note_on,,,,,0,0,1,,,,,0,,,,59,66
76800,note_on,,,,,0,0,1,,,,,0,,,,62,66
76800,note_on,,,,,0,0,1,,,,,0,,,,77,72
76800,note_on,,,,,4,0,1,,,,,0,,,,89,72
76800,note_on,,,,,0,0,1,,,,,0,,,,68,66
76944,note_off,,,,,144,0,1,,,,,0,,,,68,100
76944,note_off,,,,,0,0,1,,,,,0,,,,62,100
76944,note_off,,,,,0,0,1,,,,,0,,,,59,100
76992,note_on,,,,,48,0,1,,,,,0,,,,68,66
76992,note_on,,,,,0,0,1,,,,,0,,,,62,66
76992,note_on,,,,,0,0,1,,,,,0,,,,59,66
77136,note_off,,,,,144,0,1,,,,,0,,,,68,100
77136,note_off,,,,,0,0,1,,,,,0,,,,62,100
77136,note_off,,,,,0,0,1,,,,,0,,,,59,100
77184,note_on,,,,,48,0,1,,,,,0,,,,68,66
77184,note_on,,,,,0,0,1,,,,,0,,,,62,66
77184,note_on,,,,,0,0,1,,,,,0,,,,59,66
77328,note_off,,,,,0,0,1,,,,,0,,,,59,100
77328,note_off,,,,,144,0,1,,,,,0,,,,68,100
77328,note_off,,,,,0,0,1,,,,,0,,,,62,100
77376,note_on,,,,,0,0,1,,,,,0,,,,59,66
77376,note_on,,,,,0,0,1,,,,,0,,,,62,66
77376,note_on,,,,,48,0,1,,,,,0,,,,68,66
77520,note_off,,,,,0,0,1,,,,,0,,,,59,100
77520,note_off,,,,,0,0,1,,,,,0,,,,62,100
77520,note_off,,,,,144,0,1,,,,,0,,,,68,100
77564,note_off,,,,,0,0,1,,,,,0,,,,77,100
77564,note_off,,,,,44,0,1,,,,,0,,,,89,100
77568,note_on,,,,,0,0,1,,,,,0,,,,68,66
77568,note_on,,,,,0,0,1,,,,,0,,,,77,72
77568,note_on,,,,,4,0,1,,,,,0,,,,89,72
77568,note_on,,,,,0,0,1,,,,,0,,,,62,66
77568,note_on,,,,,0,0,1,,,,,0,,,,59,66
77712,note_off,,,,,144,0,1,,,,,0,,,,68,100
77712,note_off,,,,,0,0,1,,,,,0,,,,59,100
77712,note_off,,,,,0,0,1,,,,,0,,,,62,100
77760,note_on,,,,,0,0,1,,,,,0,,,,62,66
77760,note_on,,,,,48,0,1,,,,,0,,,,68,66
77760,note_on,,,,,0,0,1,,,,,0,,,,59,66
77904,note_off,,,,,144,0,1,,,,,0,,,,68,100
77904,note_off,,,,,0,0,1,,,,,0,,,,62,100
77904,note_off,,,,,0,0,1,,,,,0,,,,59,100
77948,note_off,,,,,44,0,1,,,,,0,,,,89,100
77948,note_off,,,,,0,0,1,,,,,0,,,,77,100
77952,note_on,,,,,0,0,1,,,,,0,,,,68,66
77952,note_on,,,,,0,0,1,,,,,0,,,,59,66
77952,note_on,,,,,4,0,1,,,,,0,,,,89,72
77952,note_on,,,,,0,0,1,,,,,0,,,,77,72
77952,note_on,,,,,0,0,1,,,,,0,,,,62,66
78096,note_off,,,,,144,0,1,,,,,0,,,,68,100
78096,note_off,,,,,0,0,1,,,,,0,,,,62,100
78096,note_off,,,,,0,0,1,,,,,0,,,,59,100
78144,note_on,,,,,48,0,1,,,,,0,,,,68,66
78144,note_on,,,,,0,0,1,,,,,0,,,,62,66
78144,note_on,,,,,0,0,1,,,,,0,,,,59,66
78288,note_off,,,,,0,0,1,,,,,0,,,,59,100
78288,note_off,,,,,144,0,1,,,,,0,,,,68,100
78288,note_off,,,,,0,0,1,,,,,0,,,,62,100
78332,note_off,,,,,0,0,1,,,,,0,,,,77,100
78332,note_off,,,,,44,0,1,,,,,0,,,,89,100
78336,note_on,,,,,0,0,1,,,,,0,,,,59,66
78336,note_on,,,,,0,0,1,,,,,0,,,,62,66
78336,note_on,,,,,4,0,1,,,,,0,,,,88,72
78336,note_on,,,,,0,0,1,,,,,0,,,,76,72
78336,note_on,,,,,0,0,1,,,,,0,,,,68,66
78480,note_off,,,,,144,0,1,,,,,0,,,,88,100
78480,note_off,,,,,0,0,1,,,,,0,,,,76,100
78480,note_off,,,,,0,0,1,,,,,0,,,,68,100
78480,note_off,,,,,0,0,1,,,,,0,,,,62,100
78480,note_off,,,,,0,0,1,,,,,0,,,,59,100
78528,note_on,,,,,48,0,1,,,,,0,,,,86,72
78672,note_off,,,,,144,0,1,,,,,0,,,,86,100
78720,note_on,,,,,48,0,1,,,,,0,,,,84,72
78768,note_on,,,,,0,0,1,,,,,0,,,,86,72
78768,note_off,,,,,48,0,1,,,,,0,,,,84,0
78816,note_off,,,,,48,0,1,,,,,0,,,,86,0
78816,note_on,,,,,0,0,1,,,,,0,,,,84,72
78864,note_off,,,,,48,0,1,,,,,0,,,,84,0
78864,note_on,,,,,0,0,1,,,,,0,,,,86,72
78912,note_off,,,,,48,0,1,,,,,0,,,,86,0
78912,note_on,,,,,0,0,1,,,,,0,,,,83,66
79100,note_off,,,,,188,0,1,,,,,0,,,,83,100
79104,note_on,,,,,4,0,1,,,,,0,,,,81,72
79152,note_on,,,,,0,0,1,,,,,0,,,,83,72
79152,note_off,,,,,48,0,1,,,,,0,,,,81,0
79200,note_off,,,,,48,0,1,,,,,0,,,,83,0
79200,note_on,,,,,0,0,1,,,,,0,,,,81,72
79248,note_off,,,,,48,0,1,,,,,0,,,,81,0
79248,note_on,,,,,0,0,1,,,,,0,,,,83,72
79296,note_off,,,,,48,0,1,,,,,0,,,,83,0
79296,note_on,,,,,0,0,1,,,,,0,,,,79,66
79484,note_off,,,,,188,0,1,,,,,0,,,,79,100
79488,note_on,,,,,4,0,1,,,,,0,,,,78,72
79536,note_off,,,,,48,0,1,,,,,0,,,,78,0
79536,note_on,,,,,0,0,1,,,,,0,,,,79,72
79584,note_off,,,,,48,0,1,,,,,0,,,,79,0
79584,note_on,,,,,0,0,1,,,,,0,,,,78,72
79632,note_off,,,,,48,0,1,,,,,0,,,,78,0
79632,note_on,,,,,0,0,1,,,,,0,,,,79,72
79680,note_off,,,,,48,0,1,,,,,0,,,,79,0
79680,note_on,,,,,0,0,1,,,,,0,,,,76,66
79868,note_off,,,,,188,0,1,,,,,0,,,,76,100
79872,note_on,,,,,4,0,1,,,,,0,,,,74,72
79872,note_on,,,,,6532,0,2,,,,,1,,,,50,66
79964,note_off,,,,,92,0,2,,,,,1,,,,50,100
79968,note_on,,,,,4,0,2,,,,,1,,,,59,66
80016,note_off,,,,,144,0,1,,,,,0,,,,74,100
80060,note_off,,,,,92,0,2,,,,,1,,,,59,100
80064,note_on,,,,,48,0,1,,,,,0,,,,76,72
80064,note_on,,,,,4,0,2,,,,,1,,,,55,66
80156,note_off,,,,,92,0,1,,,,,0,,,,76,100
80156,note_off,,,,,92,0,2,,,,,1,,,,55,100
80160,note_on,,,,,4,0,1,,,,,0,,,,78,72
80160,note_on,,,,,4,0,2,,,,,1,,,,59,66
80252,note_off,,,,,92,0,2,,,,,1,,,,59,100
80252,note_off,,,,,92,0,1,,,,,0,,,,78,100
80256,note_on,,,,,4,0,2,,,,,1,,,,50,66
80256,note_on,,,,,4,0,1,,,,,0,,,,79,72
80348,note_off,,,,,92,0,2,,,,,1,,,,50,100
80348,note_off,,,,,92,0,1,,,,,0,,,,79,100
80352,note_on,,,,,4,0,2,,,,,1,,,,59,66
80352,note_on,,,,,4,0,1,,,,,0,,,,81,72
80444,note_off,,,,,92,0,2,,,,,1,,,,59,100
80444,note_off,,,,,92,0,1,,,,,0,,,,81,100
80448,note_on,,,,,4,0,1,,,,,0,,,,83,72
80448,note_on,,,,,4,0,2,,,,,1,,,,55,66
80540,note_off,,,,,92,0,2,,,,,1,,,,55,100
80540,note_off,,,,,92,0,1,,,,,0,,,,83,100
80544,note_on,,,,,4,0,1,,,,,0,,,,84,72
80544,note_on,,,,,4,0,2,,,,,1,,,,59,66
80636,note_off,,,,,92,0,1,,,,,0,,,,84,100
80636,note_off,,,,,92,0,2,,,,,1,,,,59,100
80640,note_on,,,,,4,0,2,,,,,1,,,,50,66
80640,note_on,,,,,4,0,1,,,,,0,,,,86,72
80732,note_off,,,,,92,0,2,,,,,1,,,,50,100
80732,note_off,,,,,92,0,1,,,,,0,,,,86,100
80736,note_on,,,,,4,0,1,,,,,0,,,,84,72
80736,note_on,,,,,4,0,2,,,,,1,,,,59,66
80828,note_off,,,,,92,0,1,,,,,0,,,,84,100
80828,note_off,,,,,92,0,2,,,,,1,,,,59,100
80832,note_on,,,,,4,0,1,,,,,0,,,,83,72
