tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,pitch,note,velocity
23006,note_on,30,0,5,,,,,,,,2,,,,79,0
23008,note_on,2,0,5,,,,,,,,2,,,,78,85
23033,note_on,0,0,6,,,,,,,,2,,,,70,0
23033,note_on,89,0,6,,,,,,,,2,,,,62,0
23038,note_on,30,0,5,,,,,,,,2,,,,78,0
23040,note_on,2,0,5,,,,,,,,2,,,,79,85
23040,note_on,0,0,6,,,,,,,,2,,,,63,85
23040,note_on,7,0,6,,,,,,,,2,,,,70,85
23070,note_on,30,0,5,,,,,,,,2,,,,79,0
23072,note_on,2,0,5,,,,,,,,2,,,,80,85
23102,note_on,30,0,5,,,,,,,,2,,,,80,0
23104,note_on,2,0,5,,,,,,,,2,,,,79,85
23129,note_on,0,0,6,,,,,,,,2,,,,70,0
23129,note_on,89,0,6,,,,,,,,2,,,,63,0
23134,note_on,30,0,5,,,,,,,,2,,,,79,0
23136,note_on,0,0,6,,,,,,,,2,,,,65,85
23136,note_on,7,0,6,,,,,,,,2,,,,68,85
23136,note_on,2,0,5,,,,,,,,2,,,,77,85
23166,note_on,30,0,5,,,,,,,,2,,,,77,0
23168,note_on,2,0,5,,,,,,,,2,,,,75,85
23198,note_on,30,0,5,,,,,,,,2,,,,75,0
23200,note_on,2,0,5,,,,,,,,2,,,,74,85
23225,note_on,89,0,6,,,,,,,,2,,,,65,0
23225,note_on,0,0,6,,,,,,,,2,,,,68,0
23230,note_on,30,0,5,,,,,,,,2,,,,74,0
23232,note_on,2,0,5,,,,,,,,2,,,,75,85
23232,note_on,7,0,6,,,,,,,,2,,,,70,85
23232,note_on,0,0,6,,,,,,,,2,,,,67,85
23262,note_on,30,0,5,,,,,,,,2,,,,75,0
23264,note_on,2,0,5,,,,,,,,2,,,,77,85
23294,note_on,30,0,5,,,,,,,,2,,,,77,0
23296,note_on,2,0,5,,,,,,,,2,,,,75,85
23321,note_on,0,0,6,,,,,,,,2,,,,70,0
23321,note_on,89,0,6,,,,,,,,2,,,,67,0
23326,note_on,30,0,5,,,,,,,,2,,,,75,0
23328,note_on,7,0,6,,,,,,,,2,,,,68,85
23328,note_on,0,0,6,,,,,,,,2,,,,65,85
23328,note_on,2,0,5,,,,,,,,2,,,,74,85
23358,note_on,30,0,5,,,,,,,,2,,,,74,0
23360,note_on,2,0,5,,,,,,,,2,,,,72,85
23390,note_on,30,0,5,,,,,,,,2,,,,72,0
23392,note_on,2,0,5,,,,,,,,2,,,,71,85
23417,note_on,89,0,6,,,,,,,,2,,,,65,0
23417,note_on,0,0,6,,,,,,,,2,,,,68,0
23422,note_on,30,0,5,,,,,,,,2,,,,71,0
23424,note_on,2,0,5,,,,,,,,2,,,,72,85
23424,note_on,0,0,6,,,,,,,,2,,,,63,85
23424,note_on,7,0,6,,,,,,,,2,,,,67,85
23454,note_on,30,0,5,,,,,,,,2,,,,72,0
23456,note_on,2,0,5,,,,,,,,2,,,,67,85
23486,note_on,30,0,5,,,,,,,,2,,,,67,0
23488,note_on,2,0,5,,,,,,,,2,,,,63,85
23513,note_on,89,0,6,,,,,,,,2,,,,63,0
23513,note_on,0,0,6,,,,,,,,2,,,,67,0
23518,note_on,30,0,5,,,,,,,,2,,,,63,0
23520,note_on,0,0,6,,,,,,,,2,,,,41,85
23520,note_on,1839,0,11,,,,,,,,3,,,,41,34
23520,note_on,7,0,6,,,,,,,,2,,,,53,85
23520,note_on,2223,0,10,,,,,,,,3,,,,62,34
23520,note_on,2223,0,9,,,,,,,,3,,,,68,49
23520,note_on,2,0,5,,,,,,,,2,,,,71,85
23520,note_on,2223,0,8,,,,,,,,3,,,,71,49
23550,note_on,30,0,5,,,,,,,,2,,,,71,0
23552,note_on,2,0,5,,,,,,,,2,,,,68,85
23582,note_on,30,0,5,,,,,,,,2,,,,68,0
23584,note_on,2,0,5,,,,,,,,2,,,,62,85
23609,note_on,89,0,11,,,,,,,,3,,,,41,0
23609,note_on,89,0,10,,,,,,,,3,,,,62,0
23609,note_on,89,0,9,,,,,,,,3,,,,68,0
23609,note_on,0,0,6,,,,,,,,2,,,,53,0
23609,note_on,89,0,8,,,,,,,,3,,,,71,0
23609,note_on,89,0,6,,,,,,,,2,,,,41,0
23614,note_on,30,0,5,,,,,,,,2,,,,62,0
23616,note_on,7,0,11,,,,,,,,3,,,,39,34
23616,note_on,7,0,6,,,,,,,,2,,,,51,85
23616,note_on,0,0,6,,,,,,,,2,,,,39,85
23616,note_on,7,0,10,,,,,,,,3,,,,63,34
23616,note_on,7,0,8,,,,,,,,3,,,,72,49
23616,note_on,2,0,5,,,,,,,,2,,,,72,85
23616,note_on,7,0,9,,,,,,,,3,,,,67,49
23646,note_on,30,0,5,,,,,,,,2,,,,72,0
23648,note_on,2,0,5,,,,,,,,2,,,,67,85
23678,note_on,30,0,5,,,,,,,,2,,,,67,0
23680,note_on,2,0,5,,,,,,,,2,,,,63,85
23705,note_on,89,0,8,,,,,,,,3,,,,72,0
23705,note_on,89,0,10,,,,,,,,3,,,,63,0
23705,note_on,0,0,6,,,,,,,,2,,,,51,0
23705,note_on,89,0,6,,,,,,,,2,,,,39,0
23705,note_on,89,0,9,,,,,,,,3,,,,67,0
23705,note_on,89,0,11,,,,,,,,3,,,,39,0
23710,note_on,30,0,5,,,,,,,,2,,,,63,0
23712,note_on,7,0,6,,,,,,,,2,,,,38,85
23712,note_on,2,0,5,,,,,,,,2,,,,74,85
23712,note_on,7,0,8,,,,,,,,3,,,,74,49
23712,note_on,7,0,9,,,,,,,,3,,,,71,49
23712,note_on,7,0,11,,,,,,,,3,,,,38,34
23712,note_on,7,0,10,,,,,,,,3,,,,65,34
23742,note_on,30,0,5,,,,,,,,2,,,,74,0
23744,note_on,2,0,5,,,,,,,,2,,,,71,85
23774,note_on,30,0,5,,,,,,,,2,,,,71,0
23776,note_on,2,0,5,,,,,,,,2,,,,65,85
23801,note_on,89,0,11,,,,,,,,3,,,,38,0
23801,note_on,89,0,9,,,,,,,,3,,,,71,0
23801,note_on,89,0,8,,,,,,,,3,,,,74,0
23801,note_on,89,0,6,,,,,,,,2,,,,38,0
23801,note_on,89,0,10,,,,,,,,3,,,,65,0
23806,note_on,30,0,5,,,,,,,,2,,,,65,0
23808,note_on,7,0,9,,,,,,,,3,,,,72,49
23808,note_on,7,0,8,,,,,,,,3,,,,75,49
23808,note_on,7,0,10,,,,,,,,3,,,,67,34
23808,note_on,2,0,5,,,,,,,,2,,,,75,85
23808,note_on,7,0,11,,,,,,,,3,,,,36,34
23808,note_on,7,0,6,,,,,,,,2,,,,48,85
23808,note_on,0,0,6,,,,,,,,2,,,,36,85
23838,note_on,30,0,5,,,,,,,,2,,,,75,0
23840,note_on,2,0,5,,,,,,,,2,,,,72,85
23870,note_on,30,0,5,,,,,,,,2,,,,72,0
23872,note_on,2,0,5,,,,,,,,2,,,,67,85
23897,note_on,89,0,11,,,,,,,,3,,,,36,0
23897,note_on,89,0,9,,,,,,,,3,,,,72,0
23897,note_on,89,0,8,,,,,,,,3,,,,75,0
23897,note_on,89,0,10,,,,,,,,3,,,,67,0
23897,note_on,0,0,6,,,,,,,,2,,,,48,0
23897,note_on,89,0,6,,,,,,,,2,,,,36,0
23902,note_on,30,0,5,,,,,,,,2,,,,67,0
23904,note_on,0,0,6,,,,,,,,2,,,,38,85
23904,note_on,7,0,6,,,,,,,,2,,,,50,85
23904,note_on,2,0,5,,,,,,,,2,,,,77,85
23904,note_on,7,0,8,,,,,,,,3,,,,74,49
23904,note_on,7,0,10,,,,,,,,3,,,,65,34
23904,note_on,7,0,9,,,,,,,,3,,,,71,49
23904,note_on,7,0,11,,,,,,,,3,,,,38,34
23934,note_on,30,0,5,,,,,,,,2,,,,77,0
23936,note_on,2,0,5,,,,,,,,2,,,,74,85
23966,note_on,30,0,5,,,,,,,,2,,,,74,0
23968,note_on,2,0,5,,,,,,,,2,,,,71,85
23993,note_on,89,0,9,,,,,,,,3,,,,71,0
23993,note_on,89,0,6,,,,,,,,2,,,,38,0
23993,note_on,89,0,10,,,,,,,,3,,,,65,0
23993,note_on,89,0,11,,,,,,,,3,,,,38,0
23993,note_on,89,0,8,,,,,,,,3,,,,74,0
23993,note_on,0,0,6,,,,,,,,2,,,,50,0
23998,note_on,30,0,5,,,,,,,,2,,,,71,0
24000,note_on,7,0,10,,,,,,,,3,,,,63,34
24000,note_on,2,0,5,,,,,,,,2,,,,79,85
24000,note_on,7,0,6,,,,,,,,2,,,,51,85
24000,note_on,0,0,6,,,,,,,,2,,,,39,85
24000,note_on,7,0,8,,,,,,,,3,,,,72,49
24000,note_on,7,0,9,,,,,,,,3,,,,72,49
24000,note_on,7,0,11,,,,,,,,3,,,,39,34
24030,note_on,30,0,5,,,,,,,,2,,,,79,0
24032,note_on,2,0,5,,,,,,,,2,,,,75,85
24062,note_on,30,0,5,,,,,,,,2,,,,75,0
24064,note_on,2,0,5,,,,,,,,2,,,,74,85
24089,note_on,0,0,6,,,,,,,,2,,,,51,0
24089,note_on,89,0,10,,,,,,,,3,,,,63,0
24089,note_on,89,0,8,,,,,,,,3,,,,72,0
24089,note_on,89,0,9,,,,,,,,3,,,,72,0
24089,note_on,89,0,6,,,,,,,,2,,,,39,0
24094,note_on,30,0,5,,,,,,,,2,,,,74,0
24096,note_on,7,0,6,,,,,,,,2,,,,63,85
24096,note_on,0,0,6,,,,,,,,2,,,,51,85
24096,note_on,7,0,9,,,,,,,,3,,,,63,49
24096,note_on,7,0,10,,,,,,,,3,,,,60,34
24096,note_on,7,0,8,,,,,,,,3,,,,79,49
24096,note_on,2,0,5,,,,,,,,2,,,,72,85
24126,note_on,30,0,5,,,,,,,,2,,,,72,0
24128,note_on,2,0,5,,,,,,,,2,,,,75,85
24158,note_on,30,0,5,,,,,,,,2,,,,75,0
24160,note_on,2,0,5,,,,,,,,2,,,,67,85
24177,note_on,177,0,11,,,,,,,,3,,,,39,0
24185,note_on,89,0,9,,,,,,,,3,,,,63,0
24185,note_on,89,0,6,,,,,,,,2,,,,51,0
24185,note_on,89,0,10,,,,,,,,3,,,,60,0
24185,note_on,89,0,8,,,,,,,,3,,,,79,0
24185,note_on,0,0,6,,,,,,,,2,,,,63,0
24190,note_on,30,0,5,,,,,,,,2,,,,67,0
24192,note_on,7,0,8,,,,,,,,3,,,,70,49
24192,note_on,2,0,5,,,,,,,,2,,,,70,85
24192,note_on,7,0,10,,,,,,,,3,,,,65,34
24192,note_on,15,0,11,,,,,,,,3,,,,41,34
24192,note_on,7,0,9,,,,,,,,3,,,,62,49
24192,note_on,21031,0,7,,,,,,,,2,,,,53,85
24192,note_on,7,0,6,,,,,,,,2,,,,62,85
24281,note_on,89,0,5,,,,,,,,2,,,,70,0
24281,note_on,89,0,8,,,,,,,,3,,,,70,0
24281,note_on,89,0,9,,,,,,,,3,,,,62,0
24281,note_on,89,0,6,,,,,,,,2,,,,62,0
24288,note_on,7,0,6,,,,,,,,2,,,,60,85
24288,note_on,7,0,9,,,,,,,,3,,,,60,49
24288,note_on,7,0,5,,,,,,,,2,,,,69,85
24288,note_on,7,0,8,,,,,,,,3,,,,69,49
24369,note_on,177,0,7,,,,,,,,2,,,,53,0
24369,note_on,177,0,10,,,,,,,,3,,,,65,0
24369,note_on,177,0,11,,,,,,,,3,,,,41,0
24377,note_on,89,0,8,,,,,,,,3,,,,69,0
24377,note_on,89,0,5,,,,,,,,2,,,,69,0
24377,note_on,89,0,9,,,,,,,,3,,,,60,0
24377,note_on,89,0,6,,,,,,,,2,,,,60,0
24384,note_on,1543,0,1,,,,,,,,0,,,,77,64
24384,note_on,0,0,3,,,,,,,,1,,,,65,64
24384,note_on,15,0,10,,,,,,,,3,,,,65,85
24384,note_on,7,0,8,,,,,,,,3,,,,77,85
24384,note_on,7,0,9,,,,,,,,3,,,,77,85
24384,note_on,2311,0,3,,,,,,,,1,,,,77,64
24384,note_on,15,0,11,,,,,,,,3,,,,53,85
24473,note_on,89,0,3,,,,,,,,1,,,,65,0
24473,note_on,0,0,3,,,,,,,,1,,,,77,0
24473,note_on,89,0,1,,,,,,,,0,,,,77,0
24473,note_on,89,0,10,,,,,,,,3,,,,65,0
24473,note_on,89,0,9,,,,,,,,3,,,,77,0
24473,note_on,89,0,11,,,,,,,,3,,,,53,0
24473,note_on,89,0,8,,,,,,,,3,,,,77,0
24480,note_on,7,0,11,,,,,,,,3,,,,53,85
24480,note_on,7,0,10,,,,,,,,3,,,,65,85
24480,note_on,0,0,3,,,,,,,,1,,,,65,64
24480,note_on,7,0,1,,,,,,,,0,,,,77,64
24480,note_on,7,0,9,,,,,,,,3,,,,77,85
24480,note_on,7,0,8,,,,,,,,3,,,,77,85
24480,note_on,7,0,3,,,,,,,,1,,,,77,64
24547,note_on,67,0,8,,,,,,,,3,,,,77,0
24547,note_on,67,0,1,,,,,,,,0,,,,77,0
24547,note_on,0,0,3,,,,,,,,1,,,,77,0
24547,note_on,67,0,11,,,,,,,,3,,,,53,0
24547,note_on,67,0,10,,,,,,,,3,,,,65,0
24547,note_on,67,0,3,,,,,,,,1,,,,65,0
24547,note_on,67,0,9,,,,,,,,3,,,,77,0
24552,note_on,5,0,10,,,,,,,,3,,,,65,85
24552,note_on,5,0,3,,,,,,,,1,,,,77,64
24552,note_on,0,0,3,,,,,,,,1,,,,65,64
24552,note_on,5,0,1,,,,,,,,0,,,,77,64
24552,note_on,5,0,8,,,,,,,,3,,,,77,85
24552,note_on,5,0,9,,,,,,,,3,,,,77,85
24552,note_on,5,0,11,,,,,,,,3,,,,53,85
24575,note_on,23,0,1,,,,,,,,0,,,,77,0
24575,note_on,23,0,10,,,,,,,,3,,,,65,0
24575,note_on,23,0,11,,,,,,,,3,,,,53,0
24575,note_on,23,0,8,,,,,,,,3,,,,77,0
24575,note_on,0,0,3,,,,,,,,1,,,,77,0
24575,note_on,23,0,3,,,,,,,,1,,,,65,0
24575,note_on,23,0,9,,,,,,,,3,,,,77,0
24576,note_on,1,0,10,,,,,,,,3,,,,62,85
24576,note_on,1,0,8,,,,,,,,3,,,,74,85
24576,note_on,1,0,1,,,,,,,,0,,,,74,64
24576,note_on,1,0,11,,,,,,,,3,,,,50,85
24576,note_on,0,0,3,,,,,,,,1,,,,62,64
24576,note_on,1,0,3,,,,,,,,1,,,,74,64
24576,note_on,1,0,9,,,,,,,,3,,,,74,85
24665,note_on,89,0,11,,,,,,,,3,,,,50,0
24665,note_on,89,0,3,,,,,,,,1,,,,62,0
24665,note_on,89,0,9,,,,,,,,3,,,,74,0
24665,note_on,89,0,10,,,,,,,,3,,,,62,0
24665,note_on,89,0,1,,,,,,,,0,,,,74,0
24665,note_on,89,0,8,,,,,,,,3,,,,74,0
24665,note_on,0,0,3,,,,,,,,1,,,,74,0
24672,note_on,7,0,1,,,,,,,,0,,,,74,64
24672,note_on,7,0,3,,,,,,,,1,,,,74,64
24672,note_on,7,0,11,,,,,,,,3,,,,50,85
24672,note_on,0,0,3,,,,,,,,1,,,,62,64
24672,note_on,7,0,10,,,,,,,,3,,,,62,85
24672,note_on,7,0,8,,,,,,,,3,,,,74,85
24672,note_on,7,0,9,,,,,,,,3,,,,74,85
24739,note_on,67,0,11,,,,,,,,3,,,,50,0
24739,note_on,67,0,10,,,,,,,,3,,,,62,0
24739,note_on,67,0,1,,,,,,,,0,,,,74,0
24739,note_on,67,0,9,,,,,,,,3,,,,74,0
24739,note_on,0,0,3,,,,,,,,1,,,,74,0
24739,note_on,67,0,3,,,,,,,,1,,,,62,0
24739,note_on,67,0,8,,,,,,,,3,,,,74,0
24744,note_on,0,0,3,,,,,,,,1,,,,62,64
24744,note_on,5,0,11,,,,,,,,3,,,,50,85
24744,note_on,5,0,9,,,,,,,,3,,,,74,85
24744,note_on,5,0,1,,,,,,,,0,,,,74,64
24744,note_on,5,0,3,,,,,,,,1,,,,74,64
24744,note_on,5,0,10,,,,,,,,3,,,,62,85
24744,note_on,5,0,8,,,,,,,,3,,,,74,85
24767,note_on,23,0,11,,,,,,,,3,,,,50,0
24767,note_on,23,0,9,,,,,,,,3,,,,74,0
24767,note_on,0,0,3,,,,,,,,1,,,,74,0
24767,note_on,23,0,3,,,,,,,,1,,,,62,0
24767,note_on,23,0,1,,,,,,,,0,,,,74,0
24767,note_on,23,0,10,,,,,,,,3,,,,62,0
24767,note_on,23,0,8,,,,,,,,3,,,,74,0
24768,note_on,1,0,8,,,,,,,,3,,,,70,85
24768,note_on,1,0,11,,,,,,,,3,,,,46,85
24768,note_on,1,0,1,,,,,,,,0,,,,70,64
24768,note_on,1,0,9,,,,,,,,3,,,,70,85
24768,note_on,1,0,10,,,,,,,,3,,,,58,85
24768,note_on,1,0,3,,,,,,,,1,,,,70,64
24768,note_on,0,0,3,,,,,,,,1,,,,58,64
24857,note_on,89,0,11,,,,,,,,3,,,,46,0
24857,note_on,89,0,1,,,,,,,,0,,,,70,0
24857,note_on,89,0,9,,,,,,,,3,,,,70,0
24857,note_on,89,0,8,,,,,,,,3,,,,70,0
24857,note_on,0,0,3,,,,,,,,1,,,,70,0
24857,note_on,89,0,3,,,,,,,,1,,,,58,0
24857,note_on,89,0,10,,,,,,,,3,,,,58,0
24864,note_on,7,0,9,,,,,,,,3,,,,70,85
24864,note_on,7,0,1,,,,,,,,0,,,,70,64
24864,note_on,7,0,11,,,,,,,,3,,,,46,85
24864,note_on,7,0,10,,,,,,,,3,,,,58,85
24864,note_on,7,0,8,,,,,,,,3,,,,70,85
24864,note_on,7,0,3,,,,,,,,1,,,,70,64
24864,note_on,0,0,3,,,,,,,,1,,,,58,64
24931,note_on,67,0,9,,,,,,,,3,,,,70,0
24931,note_on,67,0,1,,,,,,,,0,,,,70,0
24931,note_on,67,0,10,,,,,,,,3,,,,58,0
24931,note_on,67,0,8,,,,,,,,3,,,,70,0
24931,note_on,67,0,11,,,,,,,,3,,,,46,0
24931,note_on,67,0,3,,,,,,,,1,,,,58,0
24931,note_on,0,0,3,,,,,,,,1,,,,70,0
24936,note_on,5,0,1,,,,,,,,0,,,,70,64
24936,note_on,5,0,10,,,,,,,,3,,,,58,85
24936,note_on,5,0,8,,,,,,,,3,,,,70,85
24936,note_on,5,0,3,,,,,,,,1,,,,70,64
24936,note_on,0,0,3,,,,,,,,1,,,,58,64
24936,note_on,5,0,11,,,,,,,,3,,,,46,85
24936,note_on,5,0,9,,,,,,,,3,,,,70,85
24959,note_on,23,0,8,,,,,,,,3,,,,70,0
24959,note_on,23,0,10,,,,,,,,3,,,,58,0
24959,note_on,23,0,11,,,,,,,,3,,,,46,0
24959,note_on,23,0,9,,,,,,,,3,,,,70,0
24959,note_on,23,0,3,,,,,,,,1,,,,58,0
24959,note_on,0,0,3,,,,,,,,1,,,,70,0
24959,note_on,23,0,1,,,,,,,,0,,,,70,0
24960,note_on,0,0,3,,,,,,,,1,,,,65,64
24960,note_on,1,0,9,,,,,,,,3,,,,77,85
24960,note_on,1,0,10,,,,,,,,3,,,,65,85
24960,note_on,1,0,8,,,,,,,,3,,,,77,85
24960,note_on,1,0,3,,,,,,,,1,,,,77,64
24960,note_on,1,0,1,,,,,,,,0,,,,77,64
24960,note_on,1,0,11,,,,,,,,3,,,,53,85
24999,note_on,39,0,3,,,,,,,,1,,,,65,0
24999,note_on,0,0,3,,,,,,,,1,,,,77,0
24999,note_on,39,0,9,,,,,,,,3,,,,77,0
24999,note_on,39,0,8,,,,,,,,3,,,,77,0
24999,note_on,39,0,10,,,,,,,,3,,,,65,0
24999,note_on,39,0,1,,,,,,,,0,,,,77,0
24999,note_on,39,0,11,,,,,,,,3,,,,53,0
25056,note_on,0,0,3,,,,,,,,1,,,,53,64
25056,note_on,57,0,10,,,,,,,,3,,,,53,85
25056,note_on,57,0,3,,,,,,,,1,,,,65,64
25056,note_on,57,0,8,,,,,,,,3,,,,65,85
25056,note_on,57,0,11,,,,,,,,3,,,,41,85
25056,note_on,57,0,9,,,,,,,,3,,,,65,85
25056,note_on,57,0,1,,,,,,,,0,,,,65,64
25095,note_on,39,0,11,,,,,,,,3,,,,41,0
25095,note_on,39,0,3,,,,,,,,1,,,,53,0
25095,note_on,39,0,9,,,,,,,,3,,,,65,0
25095,note_on,39,0,10,,,,,,,,3,,,,53,0
25095,note_on,39,0,1,,,,,,,,0,,,,65,0
25095,note_on,0,0,3,,,,,,,,1,,,,65,0
25095,note_on,39,0,8,,,,,,,,3,,,,65,0
25152,note_on,775,0,5,,,,,,,,2,,,,72,85
25197,note_on,45,0,5,,,,,,,,2,,,,72,0
25200,note_on,3,0,5,,,,,,,,2,,,,77,85
25245,note_on,45,0,5,,,,,,,,2,,,,77,0
25248,note_on,3,0,5,,,,,,,,2,,,,81,85
25293,note_on,45,0,5,,,,,,,,2,,,,81,0
25296,note_on,3,0,5,,,,,,,,2,,,,84,85
25341,note_on,45,0,5,,,,,,,,2,,,,84,0
25344,note_on,3,0,5,,,,,,,,2,,,,84,85
25344,note_on,967,0,6,,,,,,,,2,,,,69,85
25383,note_on,39,0,5,,,,,,,,2,,,,84,0
25389,note_on,45,0,6,,,,,,,,2,,,,69,0
25392,note_on,3,0,6,,,,,,,,2,,,,72,85
25437,note_on,45,0,6,,,,,,,,2,,,,72,0
25440,note_on,3,0,6,,,,,,,,2,,,,69,85
25485,note_on,45,0,6,,,,,,,,2,,,,69,0
25488,note_on,3,0,6,,,,,,,,2,,,,72,85
25533,note_on,45,0,6,,,,,,,,2,,,,72,0
25536,note_on,153,0,5,,,,,,,,2,,,,81,85
25536,note_on,3,0,6,,,,,,,,2,,,,65,85
25575,note_on,39,0,5,,,,,,,,2,,,,81,0
25581,note_on,45,0,6,,,,,,,,2,,,,65,0
25584,note_on,3,0,6,,,,,,,,2,,,,72,85
25629,note_on,45,0,6,,,,,,,,2,,,,72,0
25632,note_on,3,0,6,,,,,,,,2,,,,65,85
25677,note_on,45,0,6,,,,,,,,2,,,,65,0
25680,note_on,3,0,6,,,,,,,,2,,,,72,85
25725,note_on,45,0,6,,,,,,,,2,,,,72,0
25728,note_on,3,0,6,,,,,,,,2,,,,67,85
25728,note_on,153,0,5,,,,,,,,2,,,,82,85
25767,note_on,39,0,5,,,,,,,,2,,,,82,0
25773,note_on,45,0,6,,,,,,,,2,,,,67,0
25776,note_on,3,0,6,,,,,,,,2,,,,72,85
25821,note_on,45,0,6,,,,,,,,2,,,,72,0
25824,note_on,3,0,6,,,,,,,,2,,,,67,85
25869,note_on,45,0,6,,,,,,,,2,,,,67,0
25872,note_on,3,0,6,,,,,,,,2,,,,72,85
25917,note_on,45,0,6,,,,,,,,2,,,,72,0
25920,note_on,3,0,6,,,,,,,,2,,,,64,85
25920,note_on,153,0,5,,,,,,,,2,,,,79,85
25959,note_on,39,0,5,,,,,,,,2,,,,79,0
25965,note_on,45,0,6,,,,,,,,2,,,,64,0
25968,note_on,3,0,6,,,,,,,,2,,,,72,85
26013,note_on,45,0,6,,,,,,,,2,,,,72,0
26016,note_on,3,0,6,,,,,,,,2,,,,64,85
26061,note_on,45,0,6,,,,,,,,2,,,,64,0
26064,note_on,3,0,6,,,,,,,,2,,,,72,85
26109,note_on,45,0,6,,,,,,,,2,,,,72,0
26112,note_on,153,0,5,,,,,,,,2,,,,81,85
26112,note_on,3,0,6,,,,,,,,2,,,,65,85
26157,note_on,45,0,6,,,,,,,,2,,,,65,0
26160,note_on,3,0,6,,,,,,,,2,,,,72,85
26201,note_on,89,0,5,,,,,,,,2,,,,81,0
26205,note_on,45,0,6,,,,,,,,2,,,,72,0
26208,note_on,7,0,5,,,,,,,,2,,,,77,85
26208,note_on,3,0,6,,,,,,,,2,,,,69,85
26253,note_on,45,0,6,,,,,,,,2,,,,69,0
26256,note_on,3,0,6,,,,,,,,2,,,,72,85
26297,note_on,89,0,5,,,,,,,,2,,,,77,0
26301,note_on,45,0,6,,,,,,,,2,,,,72,0
26304,note_on,3,0,6,,,,,,,,2,,,,70,85
26304,note_on,7,0,5,,,,,,,,2,,,,76,85
26349,note_on,45,0,6,,,,,,,,2,,,,70,0
26352,note_on,3,0,6,,,,,,,,2,,,,72,85
26393,note_on,89,0,5,,,,,,,,2,,,,76,0
26397,note_on,45,0,6,,,,,,,,2,,,,72,0
26400,note_on,7,0,5,,,,,,,,2,,,,77,85
26400,note_on,3,0,6,,,,,,,,2,,,,69,85
26445,note_on,45,0,6,,,,,,,,2,,,,69,0
26448,note_on,3,0,6,,,,,,,,2,,,,65,85
26489,note_on,89,0,5,,,,,,,,2,,,,77,0
26493,note_on,45,0,6,,,,,,,,2,,,,65,0
26496,note_on,3,0,6,,,,,,,,2,,,,72,85
26496,note_on,7,0,5,,,,,,,,2,,,,81,85
26496,note_on,0,0,5,,,,,,,,2,,,,77,85
26585,note_on,89,0,5,,,,,,,,2,,,,77,0
26585,note_on,0,0,5,,,,,,,,2,,,,81,0
26592,note_on,0,0,5,,,,,,,,2,,,,76,85
26592,note_on,7,0,5,,,,,,,,2,,,,79,85
26673,note_on,177,0,6,,,,,,,,2,,,,72,0
26681,note_on,0,0,5,,,,,,,,2,,,,79,0
26681,note_on,89,0,5,,,,,,,,2,,,,76,0
26688,note_on,7,0,5,,,,,,,,2,,,,60,85
26733,note_on,45,0,5,,,,,,,,2,,,,60,0
26736,note_on,3,0,5,,,,,,,,2,,,,65,85
26781,note_on,45,0,5,,,,,,,,2,,,,65,0
26784,note_on,3,0,5,,,,,,,,2,,,,69,85
26829,note_on,45,0,5,,,,,,,,2,,,,69,0
26832,note_on,3,0,5,,,,,,,,2,,,,72,85
26877,note_on,45,0,5,,,,,,,,2,,,,72,0
26880,note_on,1785,0,8,,,,,,,,3,,,,84,49
26880,note_on,1785,0,9,,,,,,,,3,,,,72,49
26880,note_on,3,0,5,,,,,,,,2,,,,72,85
26880,note_on,1785,0,10,,,,,,,,3,,,,60,49
26880,note_on,0,0,10,,,,,,,,3,,,,48,49
26880,note_on,1785,0,11,,,,,,,,3,,,,45,49
26880,note_on,207,0,6,,,,,,,,2,,,,57,85
26919,note_on,39,0,11,,,,,,,,3,,,,45,0
26919,note_on,39,0,8,,,,,,,,3,,,,84,0
26919,note_on,39,0,9,,,,,,,,3,,,,72,0
26925,note_on,45,0,5,,,,,,,,2,,,,72,0
26925,note_on,45,0,6,,,,,,,,2,,,,57,0
26928,note_on,3,0,5,,,,,,,,2,,,,84,85
26928,note_on,3,0,6,,,,,,,,2,,,,60,85
26973,note_on,45,0,5,,,,,,,,2,,,,84,0
26973,note_on,45,0,6,,,,,,,,2,,,,60,0
26976,note_on,3,0,6,,,,,,,,2,,,,57,85
27021,note_on,45,0,6,,,,,,,,2,,,,57,0
27024,note_on,3,0,6,,,,,,,,2,,,,60,85
27069,note_on,45,0,6,,,,,,,,2,,,,60,0
27072,note_on,153,0,8,,,,,,,,3,,,,81,49
27072,note_on,3,0,6,,,,,,,,2,,,,54,85
27072,note_on,153,0,9,,,,,,,,3,,,,69,49
27072,note_on,99,0,5,,,,,,,,2,,,,69,85
27072,note_on,153,0,11,,,,,,,,3,,,,42,49
27111,note_on,39,0,8,,,,,,,,3,,,,81,0
27111,note_on,39,0,9,,,,,,,,3,,,,69,0
27111,note_on,39,0,11,,,,,,,,3,,,,42,0
27117,note_on,45,0,6,,,,,,,,2,,,,54,0
27117,note_on,45,0,5,,,,,,,,2,,,,69,0
27120,note_on,3,0,6,,,,,,,,2,,,,60,85
27120,note_on,3,0,5,,,,,,,,2,,,,81,85
27165,note_on,45,0,6,,,,,,,,2,,,,60,0
27165,note_on,45,0,5,,,,,,,,2,,,,81,0
27168,note_on,3,0,6,,,,,,,,2,,,,54,85
27213,note_on,45,0,6,,,,,,,,2,,,,54,0
27216,note_on,3,0,6,,,,,,,,2,,,,60,85
